[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[IEEE] 2026-3-5 | Biodegradable Nanorobots Meet Edge Computing: Sustainable Intelligence in the Soil
[IEEE] 2026-3-5 | Adjustable-Error-Based Adaptive Neural Network Tracking Control for Uncertain Nonlinear Systems
[IEEE] 2026-3-5 | Tx Coaxial Stepped Impedance Resonator Filters With Distinct Transmission Zeros
[IEEE] 2026-3-5 | ICHBC 2025 TOC
[IEEE] 2026-3-5 | Interference Free Multi-User Coded ISAC with Physical Layer Security
[IEEE] 2026-3-5 | A Proton Irradiation Damage Compact Model of HfO
                    <sub>
                      <i>x</i>
                    </sub>
                    /TiO
                    <sub>
                      <i>x</i>
                    </sub>
                    Heterojunction Memristive Synapses for Hardening Design of Convolutional Neural Network Hardware
[IEEE] 2026-3-5 | Design and Application of an Evaluation System for Large Language Models
[IEEE] 2026-3-5 | Experimental Characterization of Soft Materials for Robotic Applications
[IEEE] 2026-3-5 | Enhanced Text Extraction from Low-Quality Legacy Documents Using TrOCR Assisted by Line Detection
[IEEE] 2026-3-5 | Boost or Block? Exploring the Impact Mechanisms of Deep Learning in GenAI Interactions
[IEEE] 2026-3-5 | Brain Tumor Detection Using Advanced Deep Learning Models - Vision Transformer and EfficientNetV2
[IEEE] 2026-3-5 | Intrusion Event Recognition in Distributed Fiber-Optic Sensing Systems via Domain Adaptation Learning
[IEEE] 2026-3-5 | An Improved Typhoon Track Prediction Method Based on Conditional Diffusion Model
[IEEE] 2026-3-5 | Real-Time Grasping Detection Algorithm Based on Improved YOLO11
[IEEE] 2026-3-5 | Investigation of Load Parameters of a Hybrid Stepper Motor
[IEEE] 2026-3-5 | An Optimization Method for LLM-Based Retrieval-Augmented Generation System on OpenWebUI
[IEEE] 2026-3-5 | Research on Scientific Paper Writing for Graduate Students Based on Group Case-Based Practice
[IEEE] 2026-3-5 | Analysis of spectral responses in soybean crops with different levels of phytonematode infestation at different phenological stages using MSI/Sentinel-2 sensor imagery
[IEEE] 2026-3-5 | A Cross-Language Information Retrieval and Knowledge Graph Construction Method for Chinaafrica Economic and Trade Cooperation
[IEEE] 2026-3-5 | Research on tamper-proof and privacy protection scheme of industrial MQTT data based on AES key dynamic derivation
[IEEE] 2026-3-5 | Performance Evaluation of Plant Leaf Disease Detection using Structural Modification of the Traditional Convolutional Neural Networks
[IEEE] 2026-3-5 | The Impact of Gamification and Blended Learning Platform on Engagement: The Mediating Role of Course Satisfaction
[IEEE] 2026-3-5 | Optimization of the Semantic Matching Module of the Automatic English Composition Correction System
[IEEE] 2026-3-5 | MGACMR: Multi-Granularity Feature Adversarial Cross-Modal Retrieval Model
[IEEE] 2026-3-5 | Application Process of Intelligent Target Detection Algorithm in Complex Background for Skywave Over-the-Horizon Radar
[IEEE] 2026-3-5 | Application of Supercapacitors to Extend the Critical Clearing Time by Time Domain Equal Area Criterion
[IEEE] 2026-3-5 | AI-Enabled Application Mode of Automated Assessment for Online Collaborative Learning Based on Knowledge Graphs
[IEEE] 2026-3-5 | LLM-driven Task Dispatching Heuristic Design for Multi-Agile Earth Observing Satellites Scheduling
[ACM] 2026-3-5 | Differentiated Task Design and Feedback of SOLO Classification Method Based on Large Language Model-A Case Study of Parabola Teaching in High School
[ACM] 2026-3-5 | The Impact of RCEP on Member Countries' Digital Services Exports: An Empirical Analysis Based on a Two-Way Fixed Effects Model
[IEEE] 2026-3-5 | A Multimodal Privacy Filtering System using Deep Learning for Visual-Audio Input Streams
[IEEE] 2026-3-5 | Dynamics-Based Adaptive Scheduling for Large-Scale Edge Computing Networks in Smart Cities
[IEEE] 2026-3-5 | IEEE Feedback
[IEEE] 2026-3-5 | Chapter Chair Meeting During IMAS 2025 in Nairobi, Kenya [Around the Globe]
[IEEE] 2026-3-5 | A Unified Framework for Group Delay Flattening: Stable and Hardware-Efficient All-Pass Networks
[IEEE] 2026-3-5 | Learning Category-Invariant Disentangled Features for Domain Generalization in Machine Fault Diagnosis
[IEEE] 2026-3-5 | A Lithium Niobate Piezoelectric Micromachined Ultrasonic Transducer Operating in Thickness-Field-Excitation ModeWith Enhanced Acoustic Emission
[IEEE] 2026-3-5 | PES Meetings [Calendar]
[IEEE] 2026-3-5 | Adaptive Clustering Convexification Mapping-Planning System for UAVs in Unknown Environments
[IEEE] 2026-3-5 | Real-Time Deep Reinforcement Learning Policy Controller for Magnetically Levitated Robots
[IEEE] 2026-3-5 | An Accurate Recommendation Method for Online Educational Resources in Sports Based on User Profiles
[IEEE] 2026-3-5 | Construction of a Korean Semantic Dependency Analysis Algorithm for Large-Scale Corpora
[IEEE] 2026-3-5 | Deep Learning on UAV Imagery: Applications Across Civil and Military Domains
[IEEE] 2026-3-5 | A Disciplining Method for VC-TCXO in Embedded Systems
[IEEE] 2026-3-5 | Research on the Pathways and Impacts of Reforming Legal Practice Education Empowered by Artificial Intelligence
[IEEE] 2026-3-5 | How Generative Artificial Intelligence Empowers Teaching: A Systematic Literature Review of Empirical Evidence from China
[IEEE] 2026-3-5 | The Technology Capital Accumulation and Dissemination Model Based on Complex Networks in the Digital Background
[IEEE] 2026-3-5 | Sequential Cooperative Multi-Agent Online Learning and Adaptive Coordination Control in Dynamic and Uncertain Environments
[IEEE] 2026-3-5 | Research on Deep Reinforcement Learning Optimization Methods in State Perception and Fault Location of Power Distribution Network Equipment
[IEEE] 2026-3-5 | Research and Design of Fault Protection for EVPN VPWS and EVPN VPLS Bridge
[IEEE] 2026-3-5 | Multi-Object Tracking Algorithm for Infrared Images Based on Multi-Scale Large-Kernel Attention
[IEEE] 2026-3-5 | AFCNN-BiLSTM: A Model of Teaching Emotional Interaction Recognition Based on Multi-Modal Interactive Features
[IEEE] 2026-3-5 | Research on Lightning Protection Filters for Aircraft Power Supply Equipmentaper
[IEEE] 2026-3-5 | Electromagnetic Transient Simulations for Large-Scale Power Grids: A Utility Perspective
[IEEE] 2026-3-5 | Method for Extracting Dynamic Human Body Contour Features from Yoga Teaching and Training Videos
[IEEE] 2026-3-5 | An Assisted Medical Diagnosis Question Answering System Based on Knowledge Graphs
[IEEE] 2026-3-5 | Optimized Image-Based Disease Detection: Evaluating the Effects of Preprocessing, Annotation Methods, and Dataset Variability
[IEEE] 2026-3-5 | Personalized Recommendation of Human Resource Education and Training Content Based on Deep Improvement Neural Networks
[IEEE] 2026-3-5 | A Deep Learning-Based Inverse Design Framework for Microscale FGM Pressure Sensor Diaphragms
[IEEE] 2026-3-5 | Dynamic Beam Hopping Management for the LEO Satellite Communications Using the LNN
[IEEE] 2026-3-5 | Regression-Based Analysis of Vestibular Laboratory Tests for the Prediction of Unilateral Vestibular Schwannoma
[IEEE] 2026-3-5 | A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG_supp3-3670500.mp4
[IEEE] 2026-3-5 | CMD: Cross-Modal Decoupled Deformable Distillation for EEG-fNIRS Fusion_supp1-3670503.pdf
[IEEE] 2026-3-5 | 2025 8th World Engineering Conference on Contemporary Technologies (WECON)
[IEEE] 2026-3-5 | A priority-ordered swapping algorithm for submodular maximization problems
[IEEE] 2026-3-5 | Core Temperature Prediction of Lithium-ion Batteries Using Dual Adaptive Kalman Filtering with Monte Carlo-enhanced Multi-Objective Particle Swarm Optimization
[IEEE] 2026-3-5 | Table of Contents
[IEEE] 2026-3-5 | D-Band Wireless Transmission over 30.2 km Based on Photonics-Assisted and IQ Subharmonic Mixer
[IEEE] 2026-3-5 | Officers/Committee
[IEEE] 2026-3-5 | Structure-preserved Superpixel Perception for Referring Image Segmentation
[IEEE] 2026-3-5 | Harmonic Equalizer for Decoupling Communication Bandwidth from Modulation Frequency in Time-Modulated Arrays
[ACM] 2026-3-5 | A Study on the Relationship Between Text Manipulation in Corporate CRS Reports Based on Natural Language Processing and ESG Rating Discrepancies
[ACM] 2026-3-5 | Digital Economy Governance and Collaborative Evolution of Regional Industrial Ecosystems: A Tripartite Evolutionary Game Approach
[ACM] 2026-3-5 | Reconfiguring Human Subjectivity in the Age of Generative Artificial Intelligence: A Philosophical Reflection and Evidence-Informed Framework
[ACM] 2026-3-5 | A Traffic Flow Prediction Model with Dynamic Graph Convolutional Neural Network Based on Generative Adversarial Learning
[IEEE] 2026-3-5 | Consumer Conversion Prediction Via Heterogeneous Graph Networks and Sparse Attention Learning
[IEEE] 2026-3-5 | A Lightweight and Adaptive Method for Dynamic Feature Suppression in Visual SLAM
[IEEE] 2026-3-5 | AD-YOLO: An Animal Object Detection Algorithm in Complex Scenes Based on Improved YOLO11
[IEEE] 2026-3-5 | Vertically Partitioned High-Dimensional Data Publishing with Differential Privacy
[IEEE] 2026-3-5 | Evaluating Functional Coverage of Accelerator Design for DT-based ML Implementations
[IEEE] 2026-3-5 | A Bottom-Up Olympic Medal Prediction Framework Based on Multiple Machine Learning and Statistical Methods
[IEEE] 2026-3-5 | Research on Classification and Recognition of Traditional Chinese Medicines Based on YOLOv8-MSDA
[IEEE] 2026-3-5 | Balancing Innovation and Integrity: Comparative Policy Frameworks for AI Governance in Australian Higher Education
[IEEE] 2026-3-5 | FPGA Implementation of Open-Set Specific Emitter Identification with Power-of-Two Quantization and Channel Reuse Acceleration
[IEEE] 2026-3-5 | LLM-Driven Fire Safety Assistant
[IEEE] 2026-3-5 | Simulation Analysis of BPSK and QPSK Modulation Performance in Millimeter-Wave Communication Systems
[IEEE] 2026-3-5 | Comment on “Enigmas, etc.” in September and October 2025 Issues of IEEE Microwave Magazine [Educator’s Corner]
[IEEE] 2026-3-5 | Adaptive Learning Technologies in Chinese Vocational Education: Rethinking the Teacher's Role
[IEEE] 2026-3-5 | Development and Evaluation of Video-Based Learning Materials in Improving the Achievement Level in Science IV
[IEEE] 2026-3-5 | Shift in Design Thinking of Educational Agents: From Technology Integration to Realization of Educational Value
[IEEE] 2026-3-5 | DGA: Direction-Geometric-Aware selection strategy for NoC
[IEEE] 2026-3-5 | Research on Intelligent Metro Guidance Technology Based on Communication Data and Neural Network
[IEEE] 2026-3-5 | Spatiotemporal dynamics of wildfires in the Sierras de Córdoba, Argentina (1986-2024): A remote sensing approach to burned area reconstruction
[IEEE] 2026-3-5 | Guided 3D Generation Through Depth Image Fusion Utilizing Diffusion Model
[IEEE] 2026-3-5 | Summer simulated biogenic emissions compared to Sentinel-5P observations in Argentina
[IEEE] 2026-3-5 | Editor’s Note [Educator’s Corner]
[IEEE] 2026-3-5 | Attention-Enhanced Temporal Convolutional Network for Battery SOH Estimation
[IEEE] 2026-3-5 | Research on Fault-Tolerant Methods for Matrix Multiplication in GPGPU
[IEEE] 2026-3-5 | The Effect of Slit Skew Angle on the Performance of Axially-Slitted Solid Rotor Induction Motors
[IEEE] 2026-3-5 | Research on the Application of AI Vision Technology in Correcting the Forehand Stroke Action and Personalized Guidance of Teenagers in Badminton Teaching
[IEEE] 2026-3-5 | A Conceptual Model of an IoT/M2MS Interaction System For Designing A Digital Twin in a Robotized Workshop
[IEEE] 2026-3-5 | Architecture and Application Path for On-Device Deployment of Aviation Large Vision Models
[IEEE] 2026-3-5 | The Anti-Progressive Collapse Performance of External Prestressed Steel Strand Reinforced Steel Frame Structures Based on Intelligent Monitoring Systems
[ACM] 2026-3-5 | Research on Text Difficulty Grading of International Chinese Textbooks Based on CNN-LSTM
[ACM] 2026-3-5 | Research on the Construction of an Organized Scientific Research System for the Development of the Rice Industry from the Perspective of Computer Technology Integration
[IEEE] 2026-3-5 | Analysis of Proactive Uncoordinated Techniques to Mitigate Interference in FMCW Automotive Radars
[IEEE] 2026-3-5 | Event-Triggered Distributed Secondary Control With Preassigned Finite-Time Performance Constraints for Islanded Microgrids
[IEEE] 2026-3-5 | Powering a Reliable and Resilient Tomorrow, Together at the 2026 IEEE Pes T&amp;D Conference and Exposition: A Welcome Message [President’s Message]
[IEEE] 2026-3-5 | PES REMPR
[IEEE] 2026-3-5 | Boundary Aligned Superpixel Guided Dual Stream Vision Transformer for Pneumonia Detection in Chest CT and X-ray
[IEEE] 2026-3-5 | IEEE Dataport
[IEEE] 2026-3-5 | Curvilinear Dynamics of Performance Shortfalls and Digital Innovation: The Moderating Role of IT Expertise_supp1-3668050.pdf
[IEEE] 2026-3-5 | Table of Contents
[IEEE] 2026-3-5 | Landscape Dynamics in the Piedmont and Escarpment Front of the Sierras de Comechingones: A Spatiotemporal Analysis
[IEEE] 2026-3-5 | Research on Spectral Defense Optimization Method of Backdoor Attack Based on Singular Value Analysis
[IEEE] 2026-3-5 | Research on Cooperative Switching Control for Connected Autonomous Vehicles in Mixed Traffic Flows
[IEEE] 2026-3-5 | Development and Usability of the KitGebra Game in Learning Mathematics
[IEEE] 2026-3-5 | Evaluating and Adapting Monocular Depth Models for Canopy Height Estimation in Semi-Urban and Forested Areas
[IEEE] 2026-3-5 | Research on Countermeasures for Improving the Digital Competence of Normal University Students
[IEEE] 2026-3-5 | Machine Learning–Based Cooling Energy Prediction and Intelligent Control in Data Centers
[IEEE] 2026-3-5 | Assessing the potentiality of UFSAT-1 in TOA radiance and BOA reflectance for inland waters
[IEEE] 2026-3-5 | A Fault-Tolerant Die-to-Die Interconnect with Retry and Repair Mechanisms for Chiplet-Based Systems
[IEEE] 2026-3-5 | A Lightweight YOLOv12n Object Detection Network for Underwater Degraded Environments
[IEEE] 2026-3-5 | Attention-Enhanced CNN-LSTM for Ship Intention Prediction Using AIS Data
[IEEE] 2026-3-5 | Adaptive Resource Partitioning for Fractional Frequency Reuse in Multi-Cell Networks: A Heuristic and Optimisation-Based Approach
[IEEE] 2026-3-5 | Object Detection Based on Centernet Small Object Information Enhancement
[IEEE] 2026-3-5 | Moe-Tsqformer: Dynamic Context-Aware Query Generation for Multi-Label Animal Behavior Recognition Via Mixture of Experts
[IEEE] 2026-3-5 | Hierarchical Aggregation for Straggler Mitigation in In-Network Aggregated Distributed Training
[IEEE] 2026-3-5 | Cache-Augmented Multimodal Sentiment Detection Using Embedding Systems
[IEEE] 2026-3-5 | RDTAS-MAC: A Cross-Layer Robust Data Collection Protocol for AUV-Assisted UASNs Under Node Position Uncertainty
[IEEE] 2026-3-5 | A Secure Blockchain-Driven Model for Identity Preservation and Missing Person Tracing in Post-Disaster Scenarios
[IEEE] 2026-3-5 | DB-YOLO: An Efficient Steel Surface Defect Detection Model With Lightweight BiFPN and Adaptive Feature Fusion
[IEEE] 2026-3-5 | Temporal Knowledge Graph Reasoning With Dynamic Context-Aware Attention and Evolutionary Learning
[IEEE] 2026-3-5 | How Much is Enough? Assessing the Feature Dimensionality and Performance Trade-offs in Flood Classification Using Random Forest
[IEEE] 2026-3-5 | Energy-Aware 2D FIR Filter Design Using Approximate Multipliers and Circular Coefficient Symmetry
