[2025-12-12 09:14:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-11
正在获取论文...
[arXiv] 2025-12-11 | Improved Identification of Strongly Lensed Gravitational Waves with Host Galaxy Locations
[arXiv] 2025-12-11 | StereoSpace: Depth-Free Synthesis of Stereo Geometry via End-to-End Diffusion in a Canonical Space
[arXiv] 2025-12-11 | WorldLens: Full-Spectrum Evaluations of Driving World Models in Real World
[arXiv] 2025-12-11 | GaussianHeadTalk: Wobble-Free 3D Talking Heads with Audio Driven Gaussian Splatting
[arXiv] 2025-12-11 | Curriculum-Based Reinforcement Learning for Autonomous UAV Navigation in Unknown Curved Tubular Conduit
[arXiv] 2025-12-11 | Qubit decoherence in dissipative two-photon resonator: real-time instantons and Wigner function
[arXiv] 2025-12-11 | Structural, physical, and Judd-Ofelt analysis of germanium magnesium-telluroborate glass containing different amounts of Tm2O3
[arXiv] 2025-12-11 | Heterogeneous Cosmological Phase Transitions: Seeded by Domain Walls and Junctions
[arXiv] 2025-12-11 | Standard Model Benchmarks for $D^0\to K^- K^+, π^-π^+, K^0_{\rm S} K^0_{\rm S}$ Decays
[arXiv] 2025-12-11 | Hermitian Yang--Mills connections on general vector bundles: geometry and physical Yukawa couplings
[arXiv] 2025-12-11 | Viscoelastic hydrodynamics of charged black holes
[arXiv] 2025-12-11 | Updated and Projected Cosmic Microwave Background Bounds on WIMP Annihilation
[arXiv] 2025-12-11 | Quantifying classical and quantum bounds for resolving closely spaced, non-interacting, simultaneously emitting dipole sources in optical microscopy
[arXiv] 2025-12-11 | Impact of geometry on 1D molecular-kinetics simulations of acoustic-gravity wave propagation into the exosphere
[arXiv] 2025-12-11 | MoCapAnything: Unified 3D Motion Capture for Arbitrary Skeletons from Monocular Videos
[arXiv] 2025-12-11 | UrbanAI 2025 Challenge: Linear vs Transformer Models for Long-Horizon Exogenous Temperature Forecasting
[arXiv] 2025-12-11 | Vortex atmospheres of traveling vortices: rigorous definition, existence, and topological classification
[arXiv] 2025-12-11 | Induced energy-momentum tensor of the scalar field in 3D de Sitter QED
[arXiv] 2025-12-11 | Ising on the donut: Regimes of topological quantum error correction from statistical mechanics
[arXiv] 2025-12-11 | PANDAExpress: a Simpler and Faster PANDA Algorithm
[arXiv] 2025-12-11 | The dynamic saddle-node bifurcation with noise on the slow variable
[arXiv] 2025-12-11 | Diagonal boundary conditions in critical loop models
[ACM] 2025-12-11 | NOVOCENE – An Artistic Mixed Reality Experience on the Anthropocene and a Possible Future
[ACM] 2025-12-11 | The Application of Virtual Simulation Technology Based on Artificial Intelligence in the Practical Courses of Electrical Engineering
[ACM] 2025-12-11 | Visualizing Research Trends: A Big Data Perspective on Servicewomen Studies
[ACM] 2025-12-11 | Design and Implementation of a Virtual Maintenance Training System for a Certain Equipment Based on Digital Twin Technology
[ACM] 2025-12-11 | Exploration of Digital Teaching for Industrial Internet Courses
[ACM] 2025-12-11 | Evaluating Anxiety Intervention with Linear Mixed-Effects Models and Lasso Regression
[ACM] 2025-12-11 | Research on the Reform of IoT Practical Projects Based on the “1+X” Certificate System Using Decision Tree and Random Forest Algorithms
[ACM] 2025-12-11 | Research on Personalized Teaching of Human Resource Management Driven By Artificial Intelligence
[ACM] 2025-12-11 | Towards Deep Learning: Transforming Project-Based Teaching with an AI-Enhanced Platform for Intelligent Assessment and Collaborative Learning
[ACM] 2025-12-11 | Research on the Construction and Practical Path of an Intelligent Teaching Feedback System Driven by Generative AI
[ACM] 2025-12-11 | The Integrated Application of Computer-Aided Design and Augmented Reality Technology in Pop-Up Book Instruction
[IEEE] 2025-12-11 | Joint Time, Phase, and Amplitude Alignment of CIRMs for Accurate Sensing in UWB Systems
[IEEE] 2025-12-11 | A Robust Defect Detection Method for Vision-based Measurement System via Wavelet-guided Spatial-Frequency Prior Network
[IEEE] 2025-12-11 | Polar Subarea-Aware Fusion Net for Posterior Eyeball Shape Reconstruction
[IEEE] 2025-12-11 | Semisupervised High-Order Graph Diffusion Network for Cross-Domain Fault Diagnosis of Rotating Machinery
[IEEE] 2025-12-11 | Correcting Misperceptions at a Glance: Using Data Visualizations to Reduce Political Sectarianism
[IEEE] 2025-12-11 | Expanding Access to Science Participation: A FAIR Framework for Petascale Data Visualization and Analytics
[IEEE] 2025-12-11 | A spatial-temporal seamless evapotranspiration product based on TSEB-SM model and DNN-ETo method across China
[IEEE] 2025-12-11 | DeepWavelet: A Multimodal Wavelet-Based Network for Sonar–Inertial Odometry in Underwater Robots
[IEEE] 2025-12-11 | 100 GHz-Carrier Broadband OFDM Radio Transmission enabled by Photonic Integrated Optical Clock Synthesizer
[IEEE] 2025-12-11 | Resilient Secondary Frequency Control in Distributed Renewable Energy Microgrids Under Cyber Attacks: A Double Replay Q-Learning Approach
[IEEE] 2025-12-11 | LA-CCI 2025 Program Committee
[IEEE] 2025-12-11 | Analytical Solution for Electric Potential in a Homogeneous Anisotropic Spherical Head Model with Directional Conductivity
[IEEE] 2025-12-11 | On Temporal Robustness &amp; Brain-State Stability of Functional Connectivity in Mouse Primary Visual Area V1 Compared to Higher Visual Area AL
[IEEE] 2025-12-11 | Coordinated Intra-Day and Seasonal Hydrogen Storage Optimization for a Wind–Solar–Hydro Integrated Energy System
[IEEE] 2025-12-11 | SOC Estimation of Energy Storage Lithium ion Battery Pack Based on GA-CNN
[IEEE] 2025-12-11 | DTranIDS: A Two-Tiered Intrusion Detection System for RPL-based IoT Networks based on Decision Tree and Transformer Models
[IEEE] 2025-12-11 | Risk Assessment Method for Voltage Sags Considering Fluctuations in PV and ESS
[IEEE] 2025-12-11 | Study on Droplet Motion Mechanism in Microchannels of Marine PEM Fuel Cells
[IEEE] 2025-12-11 | Optimization of Low-Sidelobe Concentric Ring Antenna Arrays
[IEEE] 2025-12-11 | ICEIEC 2025 Commentary
[IEEE] 2025-12-11 | Mobile Ultraviolet Imaging for Intelligent Partial Discharge Identification
[IEEE] 2025-12-11 | Towards Transparent and Accurate Story Point Estimation via Interpretable BERT-based Modeling
[IEEE] 2025-12-11 | Assist-as-Needed Control for FES in Foot Drop Management
[IEEE] 2025-12-11 | Effect of Flight Parameters on Solid Rocket Motor Plume Flow
[IEEE] 2025-12-11 | Enhancement of Anterior Cruciate Ligament Tear Diagnosis using Optimized Hyperparameters in Deep Learning Models
[IEEE] 2025-12-11 | Multi-Directional Car License Plate Detection Using MDYOLO
[IEEE] 2025-12-11 | ICIA 2025 Author Index
[IEEE] 2025-12-11 | A Real-Time Magnetic Positioning Algorithm Based on Simulated Annealing Algorithm
[IEEE] 2025-12-11 | HKM-surg: A Hierarchical Knowledge-Guided Multimodal Surgical Instruction Tuning Method for Fine-Grained Surgical Action Prediction
[IEEE] 2025-12-11 | Targetless Extrinsic Calibration of Fisheye Cameras Using Vehicle Detection and Monodepth Alignment in Cylindrical Image Space
[IEEE] 2025-12-11 | Enhancing Electricity Theft Detection: Optimized Model Calibration for Illicit Crypto Mining
[IEEE] 2025-12-11 | Comparative Study of Machine Learning and Deep Learning Algorithms for Customer Support Ticket Classification: Evidence From Public and Enterprise Datasets
[IEEE] 2025-12-11 | Tuning the Structural and Optical Properties of Graphene Quantum Dots via NaOH Concentration in Hydrothermal Synthesis
[IEEE] 2025-12-11 | Research on Automatic Identification Method of Downhole Casing Defects Based on VMD-CFAR Joint Detection
[IEEE] 2025-12-11 | Effect of Acidic Environment and Precursor Type on Hematite (α-Fe
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    ) Growth via Hydrothermal Synthesis
[IEEE] 2025-12-11 | Performance Evaluation of YOLO-based Models for Coral Species Detection
[IEEE] 2025-12-11 | Wide-Area Decentralized Energy Storage Station Clustering Method for Power System Dispatching
[IEEE] 2025-12-11 | Triple-phase-shift-based Co-optimization of Current Stress and Soft Switching for Dual Active Bridge Converters
[IEEE] 2025-12-11 | Long-Term Yearly Peak Load Forecasting, Using Artificial Intelligence, Time Series Analysis, and Trend Curve Techniques
[IEEE] 2025-12-11 | Tapered Optical Fibre Polarisation Control for Selective Whispering Gallery Mode Resonance Excitation
[IEEE] 2025-12-11 | Interactive Cyber-Physical System for ExoBrake: a Novel Drilling Collaborative Platform for Aerospace Manufacturing
[IEEE] 2025-12-11 | Transforming Precision Agriculture through Deep Learning: CNN Encoder-Decoders and a Hybrid YOLOv8-SAM Solution for Advanced Grape Cluster Segmentation
[IEEE] 2025-12-11 | Finite Element Simulation and Experimental Study on the Response of ZnO Varistors to $4 / 10 \mu$ S Current Impulses Before and After Aging Based on Measured V-I Characteristics
[IEEE] 2025-12-11 | Fast Person Tracking for Automated Monitoring of Child Occupation Therapy Using YOLOv8 and AlphaPose Algorithms
[IEEE] 2025-12-11 | An Optimal Pricing Approach for Time-of-use Tariff Mechanism Based on Hierarchical Clustering and Artificial Hummingbird Algorithm
[IEEE] 2025-12-11 | Seven-Level T-Type Asymmetrical Multilevel Inverter of Minimum Leakage Current for Transformerless Grid–Tied Solar PV System
[IEEE] 2025-12-11 | Approximate Circuits Versus Quantization for Energy Efficient Deep Neural Networks
[IEEE] 2025-12-11 | A Message from the Organizing and Program Committees
[IEEE] 2025-12-11 | Continual Learning-Guided Adaptive Approximate Computing for Real-time MEA Spike Detection
[IEEE] 2025-12-11 | Dual-Band Reflective Metasurface Integrated Circularly Polarized Antenna for Sub-6 GHz 5G N77 and Wi-Fi 7 Applications
[IEEE] 2025-12-11 | Subjective and Objective Quality Assessment of Display Content Videos
[IEEE] 2025-12-11 | In Vivo Measurement of Passive and Active Rat Gastrocnemius Muscle Force Using a Miniaturized Fiber Bragg Grating Sensor
[IEEE] 2025-12-11 | M&amp;M: Secure Two-Party Machine Learning through
                    <u>M</u>
                    odulus Conversion and
                    <u>M</u>
                    ixed-Mode Protocols
[IEEE] 2025-12-11 | Fusing Driving Behavior Features for Detecting Early Voltage Consistency Anomaly of Battery Pack in Electric Vehicles
[IEEE] 2025-12-11 | A Novel Hybrid Strategy Based on MPPT for WPT EV Charging Station Powered by Photovoltaic Systems
[IEEE] 2025-12-11 | Advancements and Insights in Assessing Cognitive Load During Driving: A Comprehensive Narrative Review
[IEEE] 2025-12-11 | Clinically Generalizable Low-Dose CT Denoising for Pediatric Imaging via Enhanced Diffusion Posterior Sampling
[IEEE] 2025-12-11 | ULNC: Universal Language-Guided Nuclei Classification Via Instance-Aware Prompting_supp1-3629394.docx
[IEEE] 2025-12-11 | Variable Transformation for sEMG Pre-Processing: Applications and Analysis in Predicting Human Upper Limb Motion Intentions
[IEEE] 2025-12-11 | HPGS-SLAM: Hybrid Point-Guided Dense Visual SLAM with Online Mapping via Gaussian Splatting
[IEEE] 2025-12-11 | A Simplified Cost-effective DuC-UPQC with Multi-Objective Optimization Design
[IEEE] 2025-12-11 | Multi-Link Enabled Reliable and Low Latency Transmission Design for Edge Estimation
[IEEE] 2025-12-11 | Endoscopic Endonasal Stereoscopic Images of the Skull Base: From Creation to Automatic Evaluation
[IEEE] 2025-12-11 | Trace doxycycline detection via molecular imprinting combined with fiber surface plasmon resonance
[ACM] 2025-12-11 | The Stibbert Museum in Florence. Experimental approaches to 3D reality-based digital reconstruction for Virtual Museum and Digital Heritage
[IEEE] 2025-12-11 | Image classification of GMAW robotic weld bead images by MobileNetV2 neural network using Transfer Learning
[IEEE] 2025-12-11 | Machine Learning Approach for Discovering Titanium Alloys with a Low Young’s Modulus
[IEEE] 2025-12-11 | Recursive Neural Network POS Tagger
[IEEE] 2025-12-11 | Multi-Stage Classification Approach for Heart Failure Disease Diagnosis and Reduced Ejection Fraction Prediction
[IEEE] 2025-12-11 | A Multidimensional Framework for Data Quality Assessment in Heart Failure: Integrating IEEE 2801-2022 and Fairness Metrics
[ACM] 2025-12-12 | Datalog-Expressibility for Monadic and Guarded Second-Order Logic
[IEEE] 2025-12-11 | A Generalized Aggregation Modeling Method for High-Dimensional Impedance Networks in Renewable Energy Clusters
[IEEE] 2025-12-11 | Design and motion analysis of a space-borne array antenna deployment mechanism
[IEEE] 2025-12-11 | Research on Target Missile Equivalence Evaluation Based on Fuzzy Membership Degree and Combined Weighting Model
[IEEE] 2025-12-11 | Research on Bus-Aggregated Distributed Photovoltaic Power Prediction Technology Based on Intelligent Algorithms
[IEEE] 2025-12-11 | Better Learning to Drive Autonomously with Proximal-Policy Reinforcement Learning and Visual Perception Representations
[IEEE] 2025-12-11 | Classification and Identification of Potato Leaf Disease Using Ensembling of Attention-Aided Deep Neural Networks Through Feature Fusion
[IEEE] 2025-12-11 | Innovation of Information and Communication Technology Supervision in Power Grid Companies
[IEEE] 2025-12-11 | SHACL-Prolog Collaborative Validation Method for Digital Handover of Substation Secondary Systems
[IEEE] 2025-12-11 | Adaptive Cross-Layer Resource Allocation for BPLC-OFDM Systems Using Hybrid FEC Techniques
[IEEE] 2025-12-11 | Augmented Reality and Virtual Reality, an Innovative and Interactive Tool in Technical Training in the Electrical Industry: Case Study "Implementing Cable Termination" in Great Tehran Electric Power Distribution Company
[ACM] 2025-12-11 | Compositional AI Beyond LLMs: System Implications of Neuro-Symbolic-Probabilistic Architectures
[ACM] 2025-12-11 | Dynamic Sparsity in Large-Scale Video DiT Training
[ACM] 2025-12-11 | cuJSON: A Highly Parallel JSON Parser for GPUs
[ACM] 2025-12-11 | Proceedings of the 22nd International Conference on Culture and Computer Science: Remixing Analog and Digital
[IEEE] 2025-12-11 | Beamforming Performance Analysis of DCFDA-MIMO Radar: Impact of Coprime Frequency Factors
[IEEE] 2025-12-11 | Breaking the Illusion: A Critical Study of Backdoor Defense in Federated Learning with Non-IID Data
[IEEE] 2025-12-11 | Elevating Performance of Magnetically Coupled WPT Systems Through Compact Metamaterial Integration
[IEEE] 2025-12-11 | Development of Current-Voltage Measurement System for Memristors: A Comparative Study on Ag/ZnO/ITO
[IEEE] 2025-12-11 | Deep Learning for Intelligent Monitoring of the WEST Tokamak First Wall Using Infrared Imaging: An Overview
[IEEE] 2025-12-11 | Deep Learning Based Crab Classification for Marine Pest Monitoring
[IEEE] 2025-12-11 | Segmentation-Based Detection of Oyster Mushroom Caps Using YOLOv8 for Smart Cultivation Monitoring
[IEEE] 2025-12-11 | Tunable Synaptic Plasticity in Europium 2-D Perovskite ReRAM With Sub-0.5 V Switchings
[IEEE] 2025-12-11 | A Unified Experience Replay Framework for Spiking Deep Reinforcement Learning
[IEEE] 2025-12-11 | Adversarial Attack Resistant AI Enabled Wearable EEG Systems for Real Time Migraine Monitoring in Consumer Health Devices
[IEEE] 2025-12-11 | AMO-HEAD: Adaptive MARG-Only Heading Estimation for UAVs under Magnetic Disturbances
[IEEE] 2025-12-11 | Three Decades of IMSE Neuromorphic Group
[IEEE] 2025-12-11 | Deep Learning-Based Tomato Crop Health Monitoring Using ResNet101V2
[IEEE] 2025-12-11 | An Analysis of Game Theoretic Methodologies for Reliability Enhancement in Electrical Distribution Systems
