[2026-06-02 23:45:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-01
正在获取论文...
[arXiv] 2026-06-01 | FocusDiT: Masking Queries in Diffusion Transformers for Fine-grained Image Generation
[ACM] 2026-6-2 | Digital Governance Capability, End-User Analytics Use on Scalable Information Systems, and Organizational Performance: Evidence from Chinese Manufacturing Firms
[IEEE] 2026-6-2 | Cover Page
[IEEE] 2026-6-2 | Explainability of Large Language Models in Healthcare Information Systems: A Review
[IEEE] 2026-6-2 | CausalRAG-AD: Multimodal MRI Classification and Guideline-Compliant MRI Captioning for Alzheimer’s Diagnosis
[IEEE] 2026-6-2 | Feature Extraction Methods in Semiconductor Manufacturing Systems
[IEEE] 2026-6-2 | HeteroSTA3D: A CPU-GPU Heterogeneous Static Timing Analysis Engine for 3D ICs
[IEEE] 2026-6-2 | Feature-Based Machine Learning for Real-Time Detection of Malicious QR and NFC Content
[IEEE] 2026-6-2 | Evolutionary Osmotic Migration for Real-Time Urban Traffic Control: Balancing Delays and Power in Multi-Tier Networks
[IEEE] 2026-6-2 | Gait Analysis for Disease Detection using CNN and LSTM
[IEEE] 2026-6-2 | Results of Incorporating the World Skills Professional Standard and Assessment Standard into the Curriculum
[IEEE] 2026-6-2 | ARIA: An Agentic Release Intelligence Architecture for Autonomous End-to-End Mobile DevOps - From Build Prediction to Incident Resolution
[IEEE] 2026-6-2 | Trimodal Disentangled Representation Learning for Motion Understanding
[IEEE] 2026-6-2 | The Hidden Complexity of Mental Health: Multi-Entropy Analysis of Response Patterns in Depression Severity Assessment
[IEEE] 2026-6-1 | Generalized Bayesian Linearized AVO Inversion using Box–Cox Transform
[IEEE] 2026-6-2 | Low-complexity Grouped Sparse Superposition Coding Based on Binary Golay Sequences
[IEEE] 2026-6-2 | A Phase-Expanded Propulsion Method to Suppress Attractive Force Difference in a Levitation-Propulsion-Integrated Magnetic Levitation Transporter System
[IEEE] 2026-6-2 | A Novel Transient Disturbance Waveform Compression Method in Distribution Networks Based on Dictionary Learning
[IEEE] 2026-6-2 | Time–Power Optimization for Ultraviolet Communication-Positioning with Energy Harvesting System in NLOS Channels
[IEEE] 2026-6-2 | LLT: Lossless Transmission using Local Recirculation for WANs
[IEEE] 2026-6-1 | A GAN-Based Method for Mountain Shadow Restoration in Optical Remote Sensing Image
[IEEE] 2026-6-2 | A Novel Quadratic Ultra-High Step-Up DC-DC Converter Based on Coupled Inductor
[IEEE] 2026-6-2 | DynaGNN-3D: Dynamic Graph Neural Networks with Velocity-Aware Edge Reconfiguration for Real-Time LiDAR-Based 3D Object Detection in Autonomous Vehicles
[IEEE] 2026-6-1 | Photonics Breakthroughs 2025: Three-Dimensional Holographic Incoherent Imaging Through Scattering Media
[IEEE] 2026-6-2 | A Comparison of Deep Learning and Machine Learning Models for Toddler Autism Spectrum Disorder Screening
[IEEE] 2026-6-2 | Decentralized Chain-of-Custody System for Forensic Evidence Integrity Using Blockchain
[IEEE] 2026-6-1 | Intelligent Safe Optimal Control Towards Koopman Operator-Driven Nonlinear Systems with Asymmetric State and Input Constraints
[IEEE] 2026-6-1 | Co-seismic ionospheric disturbances detection with multi-GNSS Case study: Turkey double earthquakes on February 6, 2023
[IEEE] 2026-6-2 | Broadband and High-Resolution Vector Spectral Measurement System for Integrated Photonic Chips Based on Asymmetric Interferometer and Phase-Retrieval Resampling
[IEEE] 2026-6-2 | CS Call for Papers
[IEEE] 2026-6-2 | Flexible Optical Macrocurvature Sensor Mounted on a Robotic Hand for Static Posture Recognition
[IEEE] 2026-6-2 | Study of the Switching Dynamics of Ta
                    <sub>2</sub>
                    O
                    <sub>5</sub>
                    -Based RRAM Cells
[IEEE] 2026-6-2 | Survey on Privacy-Aware Federated Learning Frameworks for Energy Systems within Smart Grids
[IEEE] 2026-6-2 | Why Do Admission Attempts Fail? An Analysis of Bangladeshi University Admission Applicants Using ML and XAI
[IEEE] 2026-6-2 | Comparative Analysis of Deep Learning Models for Breast Cancer Histopathological Image Classification
[IEEE] 2026-6-2 | An Optimized Ressource Allocation and Recommendation Algorithm for Classroom Occupancy Management: A Case Study at Alioune Diop University of Bambey
[IEEE] 2026-6-2 | Addressing Electroplating Challenges in Advanced Packaging Using Modern Methods
[IEEE] 2026-6-2 | AI in Requirements Engineering, Software Design, and Software Architecture: A Systematic Mapping Study (2020–2026)
[IEEE] 2026-6-2 | ASL Alphabet Recognition Using a Deep Convolutional Neural Network
[IEEE] 2026-6-2 | Data-Grounded LLM Framework for Intelligent Travel Planning
[IEEE] 2026-6-2 | Modified Slip Coupling Design for High Temperature Conditions in HTGRs
[IEEE] 2026-6-1 | Towards Automated Discovery of Asymmetric Mempool DoS in Blockchains
[IEEE] 2026-6-1 | From Episodic Screening to Continuous Insight: AI Architectures for Colorectal Care
[IEEE] 2026-6-1 | Suite of Ingestible Devices Opens Window to the Gut Nervous System, Microbiome
[IEEE] 2026-6-2 | A Non-Invasive Path to Animal Welfare: Contactless Vital Signs and Activity Monitoring of In-Vivo Rodents Using a mm-Wave FMCW Radar
[IEEE] 2026-6-2 | Super-Aligned Carbon Nanotube-Based Resistor Array for High-Speed and Polarization Infrared Scene Simulation
[IEEE] 2026-6-1 | A Tiny Neuromorphic Processor Enabling On-Chip Spike-Based Learning for Edge Intelligent System
[IEEE] 2026-6-1 | Access Point Deployment for Robust Line-of-Sight Coverage Under Stochastic Obstacles
[IEEE] 2026-6-2 | Toward Real-time 4D Animation for Multiple Surveillance Cameras with AI Vision
[IEEE] 2026-6-2 | A Case Study on the Feasibility of Solar PV Integrated Energy Storage System for Modern Distribution Grid Networks
[IEEE] 2026-6-2 | Dynamic SIC Ordering in Downlink NOMA With User-Dependent CSI Uncertainty
[IEEE] 2026-6-1 | HMSA-Net: Hierarchical Modality-Speaker Adaptive Network for Audio-Visual Speaker Diarization
[IEEE] 2026-6-2 | Breakdown Mechanisms of Vertical GaN Junction Field-Effect Transistors and Enhanced Figure of Merit Using Gradient Doping Channel
[IEEE] 2026-6-1 | Bounds on Maximum Hermitian Hull Dimension of MDS Codes and MDS Codes with Explicit Hermitian Hulls
[IEEE] 2026-6-2 | High-Efficiency, Broadband and Compact Si Crossing for Multi-Wavelength Systems
[IEEE] 2026-6-2 | Robust Beamforming for MIMO-OFDM ISAC Systems
[IEEE] 2026-6-2 | Two-Layer Memristive Neural Network Circuit Based on Biological Hierarchical Information Processing Mechanism
[IEEE] 2026-6-1 | Unlocking High-Frequency Temporal Visual Cues for Personality Traits Recognition
[IEEE] 2026-6-1 | Design of a Cable-Driven, Self-Aligning Knee Exoskeleton to Eliminate Joints' Misalignment Across Users With Varying Leg Dimensions
[IEEE] 2026-6-2 | Robust Low-Tubal-Rank Tensor Sensing via Preconditioned Subgradient Descent_supp1-3698753.pdf
[IEEE] 2026-6-1 | AI-based Tools Test Cases Generation and Software Correctness: A Critical Review
[IEEE] 2026-6-2 | A Mirror-Gate SONOS Memory with Program Operation by Hot Carrier Injection
[IEEE] 2026-6-2 | Optimizing Plasma Ignition in ICP Reactors for Electronegative Chemistries at Low Pressure
[IEEE] 2026-6-2 | High Precision Table Structure Recognition Using Transformer-Based Detection: Fine-Tuning TATR on Large-Scale Cropped Dataset
[IEEE] 2026-6-2 | Detection of Leaf Health in Carissa carandas Using Deep Learning
[IEEE] 2026-6-2 | Rabies diagnosis in low-data settings: A comparative study on the impact of data augmentation and transfer learning
[ACM] 2026-6-2 | Demo: Field Calibration of Smart Camera Trap Based on Augmented Reality and Few-shot CNN Retraining
[ACM] 2026-6-2 | Edge-LLM-Bench: Characterising LLM Inference on Raspberry Pi 5 with Hailo-10H NPU Acceleration
[ACM] 2026-6-2 | Real-Time Fusion of Device, Cloudlet &amp; Cloud AI
[ACM] 2026-6-1 | CNnotator: LLM-Guided Memory Safety Annotation Synthesis
[ACM] 2026-6-1 | Beyond Accuracy: Characterizing Code Comprehension Capabilities in (Large) Language Models
[ACM] 2026-6-1 | Poster: Toward robust, fast, scalable autonomous plastics sorting
[ACM] 2026-6-1 | The 14th International Workshop on News Recommendation and Analytics (INRA 2026)
[ACM] 2026-6-1 | DestiRec: User Interaction with a Travel Destination Recommender System
[ACM] 2026-6-1 | On the Role of Dwell Time for Implicitly Profiling Museum Visitors
[ACM] 2026-6-1 | Evaluating Persona Consistency and Emotion Understanding in Small Language Models
[IEEE] 2026-6-1 | Convergence of Large Language Models, Internet of Things, and Process Mining: A Systematic Literature Review_supp2-3696767.xlsx
[IEEE] 2026-6-1 | Reconstruction of Graph Signals on Complex Manifolds with Kernel Methods
[IEEE] 2026-6-1 | AdRo-FL: Secure and Informed Client Selection for Federated Learning under Adversarial Aggregator_supp1-3696080.pdf
[IEEE] 2026-6-1 | Mechanistic Insights into Voltage Maintaining Performance of Dielectric Films: Material Dependence and Field Effects_supp1-3698069.docx
[IEEE] 2026-6-1 | Comprehensive comparison of acceleration voltage of selected dielectric liquids as a critical non-standard parameter describing dielectric properties of insulating liquids
[IEEE] 2026-6-1 | DSFF: Dynamic–Static Feature Fusion Framework for Robust Cross-Dataset Deepfake Detection
[IEEE] 2026-6-1 | An Agentic Framework for Efficient and Scalable Web Content Classification
[IEEE] 2026-6-1 | Granular Convolutional Neural Networks: Interpretable Classification with Uncertainty Quantification
[IEEE] 2026-6-1 | Perception of Gendered Voice and Expressed Apology in Warehouse Robots
[IEEE] 2026-6-1 | Discrete quantum-classical walks for link prediction
[IEEE] 2026-6-1 | Analysis of Routing Problems in Payment Channels and Optimization of the Payment System in Trading Platforms of Microgrid Networks
[IEEE] 2026-6-1 | Comparative Analysis of Autonomous Robotic and Manual Techniques for Ultrasonic Sacral Osteotomy: A Preliminary Study
[IEEE] 2026-6-1 | Evaluating Histogram Matching for Robust Deep Learning–Based Grapevine Disease Detection
[IEEE] 2026-6-1 | Optimal Techno-Economic Energy Storage System Sizing for Islanded Microgrids
[IEEE] 2026-6-1 | Probabilistic Causal Modelling of Factors Contributing to Stress, Anxiety, and Depression for Nurses and Social Workers
[IEEE] 2026-6-1 | LLM-Seeded Genetic Improvement: Hierarchical AST Evolution with Multi-Level Donor-Code Transplants
[IEEE] 2026-6-1 | Sustainability-Aware Multi-Agent Reinforcement Learning for UAV Response and Monitoring with Joint Communication and Sensing
[IEEE] 2026-6-1 | Prompt-Oriented Documentation: A Definition and Framework for Interactive User Manual and Developer Guides
[IEEE] 2026-6-1 | PCR-GP: Prior-Coupled Residual Gaussian Processes for Few-Shot Lipid Nanoparticle Formulation
[IEEE] 2026-6-1 | Federated Recommendations with Built-in Privacy and Explainability: A Conceptual Model
[IEEE] 2026-6-1 | Bridging the Infrastructure Gap: An AI-Driven Framework for Automated Grant Matching in Environmentally Threatened Rural Communities
[IEEE] 2026-6-1 | The analysis of customized tokenizer for the development of isiNdebele language model
[IEEE] 2026-6-1 | Effective-rotor model in frequency-domain stray losses estimation of the stator end-zone in a 240 MW turbogenerator
[IEEE] 2026-6-1 | Comparative Performance of Modern ML Architectures for Operational Seismic Forecasting
[IEEE] 2026-6-1 | Online Weighted Majority Rule with Provably Optimal Weights for Multi-Agent Robotics
[IEEE] 2026-6-1 | A Low Noise Amplifier Design with High Image Rejection and Selectivity Using Integrated BPF
[IEEE] 2026-6-1 | The Equivalent Parameters of Losses in Inactive Parts of Transformers Under Nonsinusoidal Loads
[ACM] 2026-6-2 | A Data-Driven Parts Price Forecasting Model Using Attention-Based Bidirectional LSTM
[ACM] 2026-6-2 | An improved VIKOR method for triangular decision making problem based on Computer Aided Platform
[ACM] 2026-6-2 | Energy-Efficient Small Language Model Inference for Mobile Agents via DVFS
[ACM] 2026-6-2 | Multi-Task Mental Health Detection with Large Language Models under Class Imbalance
[ACM] 2026-6-2 | iOSModZoo: A Large-Scale Study of Third-Party iOS App Markets
[ACM] 2026-6-2 | The Worm Is in the Root: On the Security of IoT Provisioning Protocols and PMF in Wi-Fi Devices
[IEEE] 2026-6-2 | Significant Difference in the Level of Acceptability Among the Accreditation Task Force Toward the Web-Based System for Engineering Programs Accreditation of Bicol University, Albay, Philippines
[IEEE] 2026-6-2 | A Cryptographic and Usability-Aware Framework for Securing Social Media Posts Using ECC Digital Signatures
[IEEE] 2026-6-2 | Enhanced Thermal Face Recognition through Advanced Feature Extraction Methods: A Biometric Approach Using CNN
[IEEE] 2026-6-2 | Robust Active Noise Control Using Nonlinear Error Compression: A Logarithmic-Hyperbolic Approach
[IEEE] 2026-6-2 | Optimized Gaussian Large Language Model (LLM) Reprogrammed for Temporal Predictions
[IEEE] 2026-6-2 | VR-Based Virtual Laboratory for Dental Students: Concept and Evaluation
[IEEE] 2026-6-2 | A Comprehensive Survey on Explainable Graph-Based Models for Disease–Gene Association Prediction
[IEEE] 2026-6-2 | An Immersive Virtual Tour Framework for Educational Institutions Using 360° VR and AI-Based Chatbot
[IEEE] 2026-6-2 | An Explainable Federated Learning–Based Intrusion Detection Framework for Zero-Day Cybersecurity Threats in SDN
[IEEE] 2026-6-2 | Advancing ATE Efficiency: Integration of EXA Scale and Smartest 8 for APBB Applications
[IEEE] 2026-6-2 | Rolling Towards Resilience: the Impact of Scooter Riding on Pediatric Knee Health
[IEEE] 2026-6-2 | Integrating Artificial Intelligence into Healthcare: Predictive Analytics for Early and Equitable Diagnosis
[IEEE] 2026-6-2 | Enhancing Public Administration Security through Blockchain and Intelligent Routing
[IEEE] 2026-6-2 | Renal Calculi Detection and Multiclass Classification Using MobileNetV2 Model
[IEEE] 2026-6-2 | Study on Furnace-based ALD SIN Formation Process and Film Quality Improvement
[IEEE] 2026-6-2 | Rapid Detection of SARS-CoV-2 Variants via SERS and Machine Learning
[IEEE] 2026-6-2 | Architecting Multi-Model Agentic AI Systems: A Taxonomy and Reference Architecture for Specialized LLMs in Production Agents
[IEEE] 2026-6-2 | Module-Based Single-Frequency FBAW Filter Design for the mmWave Band (24.25–27.5 GHz)
[IEEE] 2026-6-2 | Formally Schedulable ACC and AEB on ARM Cortex-M3: Rate Monotonic Analysis and Adaptive Variance-Weighted Dual-Sensor Fusion
[IEEE] 2026-6-2 | A Hybrid Framework for Mid-Term Household Energy Consumption Forecast
[IEEE] 2026-6-2 | Securing APIs in Government Clouds and Runtime Fabric Using FIPS-Enabled MuleSoft
[IEEE] 2026-6-2 | Identifying Information Technology Research Trends through Text Mining of NSF Awards
[IEEE] 2026-6-2 | Parkinson’s Disease Gait Events Detection Modeled as Flow Charts
[IEEE] 2026-6-2 | Enhancing Stormwater Sampling Methods with UAV Water Collection Module
[IEEE] 2026-6-2 | Effect of Modular Vs Standard LFSR in Novel Homogenous Reversible Logic Based LFSR-APUF
[IEEE] 2026-6-1 | Essential Proteins Prediction Using Features Synergy Model and GO Pure Centrality
[IEEE] 2026-6-2 | Research on Control and Optimization Methods for Polymer Residue in Aluminum Etching Process
[IEEE] 2026-6-2 | Vision-Based Integrated Detection of Traffic Signals and Lane Markings for Autonomous Vehicles
[IEEE] 2026-6-2 | Machine Learning-Based Analysis of Global Fisheries Production, Consumption, and Sustainability Trends
[IEEE] 2026-6-2 | Automatic Vehicle Accident Detection and Classification from Images Using YOLOv8
[IEEE] 2026-6-2 | A Study of Model Poisoning Attacks on Federated Large Language Models
[IEEE] 2026-6-2 | Analysis of Chip Failure Caused by Misoperation in HTOL Test
[IEEE] 2026-6-2 | Study of Film Discoloration and Moisture Influence in Plasam-Enhanced Sub-Atomsphericic Deposition for CSTIC 2026
[IEEE] 2026-6-2 | A Multivariate ARIMA-Driven Analytical Framework for Structural Inflation Forecasting in the United States: Integrating Macro-Financial Indicators to Enhance Predictive Stability
[IEEE] 2026-6-2 | Parallelism Strategies and Concurrency Effects for Mixture-of-Experts Inference on GPU Systems
[IEEE] 2026-6-1 | Model Predictive Control for Constrained Linear Positive Systems on Graphs
[IEEE] 2026-6-1 | Design, Modeling, and Validation of a 6-DoF Wearable Puncture Robot
