[2026-08-15 22:20:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-14
正在获取论文...
[ACM] 2026-8-14 | Tools for Enhancing Active Learning Experience in an Online Environment
[IEEE] 2026-8-14 | Radio Map Construction Under Sparse Sampling Conditions: An Attention-Driven Deep Neural Network Method Guided by Target Space Priors
[IEEE] 2026-8-14 | Intelligent IoT based Load Management System with Real Time Monitoring in Renewable Energy System
[IEEE] 2026-8-14 | Physics-Constrained Conditional Generation for Electricity Theft Data Augmentation
[IEEE] 2026-8-14 | A Transparent and Explainable AI Framework for Risk-Aware Loan Approval Decision Support System Development
[IEEE] 2026-8-14 | Scalable Intelligent Orchestration for SFC: A GraphSAGE-driven Approach
[IEEE] 2026-8-14 | Toward Evidence-Based Architectural Decision Making Over Fragmented Knowledge
[IEEE] 2026-8-14 | Experimental Study on Hydrothermal Aging Characteristics of Electromagnetic Conductors in Dry-Type Reactor
[IEEE] 2026-8-14 | A Blockchain-based Crowdsourcing Framework to Solve Resource Procurement Problem
[IEEE] 2026-8-14 | Short-Term Wind Power Prediction Based on Hho Optimized CNN-BilSTM-Attention
[IEEE] 2026-8-14 | AI-Based Smart Communication for Digital Forensics and Crime Analysis
[IEEE] 2026-8-14 | Construction Method of Energy-Dissipation MMC Multi-Dimensional Evaluation Model
[IEEE] 2026-8-14 | Quantum Key Distribution based Secure Communication and File Encryption System using BB84 Protocol and AES-GC
[IEEE] 2026-8-14 | Resilience Engineering in Banking Platforms using Chaos Engineering and Al Feedback Loops Integrating Chaos Experiments with ML-Driven Analysis to Improve Fault Tolerance
[IEEE] 2026-8-14 | Long-Term Shoreline Change Analysis and Forecasting for the Visakhapatnam Coast
[IEEE] 2026-8-14 | ICSCSS 2026 TOC
[IEEE] 2026-8-14 | Enhanced Control Strategy for Hydrogen PEM Electrolyzers Providing Frequency Support in Low-Inertia Isolated Microgrids
[IEEE] 2026-8-14 | ICSA 2026 - Journal First Track Papers
[IEEE] 2026-8-14 | Vision-Based Skeleton–Shuttle–Court Fusion for Badminton Posture Recognition and Coaching-Oriented Performance Recommendation
[IEEE] 2026-8-14 | IEEE Vehicular Technology Society Information
[IEEE] 2026-8-14 | Controlling Electromagnetic Waves with Lossy Near-Unity-Index Media
[IEEE] 2026-8-14 | Blockchain Anti-Counterfeiting in Supply Chains: Implementation Leadership and Consumer Anticipated Regret_supp1-3723942.pdf
[IEEE] 2026-8-14 | A Novel Lookup Table Update Strategy for Dual Voltage Vector-Based Model-Free Predictive Current Control in PMSM Drives
[IEEE] 2026-8-14 | Fully Randomized Stepped-Carrier OFDM Radar for Integrated Sensing and Communication Systems
[IEEE] 2026-8-14 | Acoustic-based Vehicle Detection for Smart City Traffic Management using Stacking Ensemble Deep Learning
[IEEE] 2026-8-14 | Dance Movement Posture Recognition and Quantitative Evaluation based on CNN-LSTM Fusion Model
[IEEE] 2026-8-14 | Relative Position-Aware Attention Enhanced RoBERTa–BiLSTM Model for Social Media Sentiment Analysis
[IEEE] 2026-8-14 | Intelligent Passenger Flow Management in Smart Airports using MAPPO-ATCN Framework
[IEEE] 2026-8-14 | Low-Cost AI Agents for Cybersecurity and Data Governance in Small-Scale Manufacturing Industries
[IEEE] 2026-8-14 | Cross-Model Attention-based Vision–Language Fusion for Interpretable Multi-Label Chest Disease Diagnosis
[IEEE] 2026-8-14 | Graph Neural Network based Lateral Movement Detection in Enterprise Network Traffic
[IEEE] 2026-8-14 | Centralized Digital Twin-Driven Graph Neural Framework for Real-Time Streetlight Fault Detection and Localization
[IEEE] 2026-8-14 | Analysing Customer Behaviour based on AI-Enabled Neural Network and Spearman’s Rank Correlation Model
[IEEE] 2026-8-14 | Transfer Learning based Fire Prediction using MobileNetV2 and VGG16 Models
[IEEE] 2026-8-14 | Lightweight Transformer-Based Adaptive CPR Parameter Selection for Reservoir Simulation
[IEEE] 2026-8-14 | Deep-MPDR-MHSA: Interpretable Deep Unfolding with Multi-Head Self-Attention for Single-Snapshot DOA Estimation
[ACM] 2026-8-14 | Approximation Friendliness: A New Metric for Smarter Hardware Design Approximation for High-Level Synthesis
[IEEE] 2026-8-14 | An LLM-Empowered Graph-Structured Collaborative Inference Framework for Logical Reading Comprehension
[IEEE] 2026-8-14 | Title Page
[IEEE] 2026-8-14 | Resilient Onion Messaging in the Lightning Network
[IEEE] 2026-8-14 | Compact Spectral Covariance and Directional Anchor Network for Hyperspectral Image Classification
[IEEE] 2026-8-14 | CARSS: Leveraging Online Arrival Forecasting and Co-Simulation for Adaptive Scheduling
[IEEE] 2026-8-14 | IEEE Sensors Journal Publication Information
[IEEE] 2026-8-14 | Low-Rate Voice Activity Detector Over Wireless Acoustic Sensor Networks
[IEEE] 2026-8-14 | Unified Gauss-Markov Modeling of Ionospheric Residuals for Spatio-temporal Cohesive Characterization
[IEEE] 2026-8-14 | Message from the Conference Chair
[IEEE] 2026-8-14 | Trap-Limited Switching Dynamics of Gallium Nitride Photoconductive Semiconductor Switches
[IEEE] 2026-8-14 | Sigma-Branch: Hierarchical Single-Path Network Reconstruction for Dynamic Inference with Reduced Active Parameters
[IEEE] 2026-8-14 | DMEF-Net: A Dual-Modal Enhancement Fusion Network for Motor Imagery Decoding Based on EEG-fNIRS
[IEEE] 2026-8-14 | Review on the Coupling Mechanism Between Carbon Flow and Power Flow in Power Systems and Calculation Methods for High Spatiotemporal Resolution Electricity Carbon Factors
[IEEE] 2026-8-14 | Using Budgets to Reduce Application Emissions
[IEEE] 2026-8-14 | Power Decoupling Control in Parallel DR-MMC HVDC Links Integrated with OWFs
[IEEE] 2026-8-14 | Underwater Wireless Communication and Ocean Monitoring Systems using Temporal Graph Memory and Dynamic Gateway Nodes
[IEEE] 2026-8-14 | Deformable Aluminum Wire Grid Polarizing Beam Splitter for a New Variable-Focus Lens
[IEEE] 2026-8-14 | Construction of Intelligent Machine Translation Model based on Multimodal Data
[IEEE] 2026-8-14 | Comparative TCAD Analysis of GAA FETs using InAs, Ge, Si, and GaN Channel Materials
[IEEE] 2026-8-14 | Research and Practice on ChatBI of SAP ERP Management Data of PowerEnterprise Based on OPEN CLAW
[IEEE] 2026-8-14 | Operationalize Self-Managing Machine Learning Systems with a Generalizable Knowledge-Driven Architecture
[IEEE] 2026-8-14 | A Framework for Secure NFT Metadata Updating using Decentralized Storage
[IEEE] 2026-8-14 | A UAV Aerial Small Object Detection Algorithm Fusing Multi-scale Attention and Lightweight Structure
[IEEE] 2026-8-14 | Towards Architectural Ontology Reuse Recommendation Service for Software Engineering
[IEEE] 2026-8-14 | Lung Cancer Detection from Histopathological Images using Custom CNN With XAI Techniques
[IEEE] 2026-8-14 | Reward Sensitivity Analysis for Spatial Reinforcement Learning in Water Hyacinth Management using GBIF and WorldClim Data
[IEEE] 2026-8-14 | An Explainable Federated GNN Approach for Cross-Institution Student Dropout Prediction in MOOCs
[IEEE] 2026-8-14 | Comprehensive Analysis of Secure and Optimized Drug Supply Chain Design using Block Chain and Deep Learning
[IEEE] 2026-8-14 | TransFAD: A Hybrid CNN–LSTM and Ensemble Learning Framework for Transmission Line Fault Detection and Classification
[IEEE] 2026-8-14 | A Pulse-Width and Phase-Shift Hybrid Modulation Method for Four-Switch Buck-Boost Converters
[IEEE] 2026-8-14 | Design and Implementation of PVT-based Built-In Self-Repair for TSV Delay Faults
[IEEE] 2026-8-14 | Knowledge-Distilled Multi-Model Intrusion Detection and Prevention System for IoT Networks
[IEEE] 2026-8-14 | Predictive Maintenance and Cooling Demand Forecasting in Data Centre Thermal Control Systems: A Hybrid Reinforcement Learning and AI Framework
[IEEE] 2026-8-14 | Hybrid Spatial and Frequency Feature Learning for Breast Cancer Analysis
[IEEE] 2026-8-14 | Deep Learning-based Automated Detection of Eye Diseases from Fundus Images
[IEEE] 2026-8-14 | Stochastically Enhanced Multi-Agent Federated Reinforcement Learning for Energy-Efficient and Quality-of-Service-Aware IoT Routing
[IEEE] 2026-8-14 | Adversarial Networks in Healthcare: A Survey of Diagnostic and Classification Application
[IEEE] 2026-8-14 | Intelligent Tutoring Algorithm for Advanced Mathematics via Knowledge Graph-Augmented Generative Language Model
[IEEE] 2026-8-14 | Feature-Level Data Fusion based Deep Learning for Soil Moisture Prediction using Multi-Source Satellite Data
[IEEE] 2026-8-14 | CAKE: Cloud Architecture Knowledge Evaluation of Large Language Models
[IEEE] 2026-8-14 | Adaptive Graph Transformer Uncertainty-Aware Soft Reinforcement Learning Framework for HVAC Systems Energy Consumption Optimization Control
[IEEE] 2026-8-14 | Coordinated Grid-Forming Control of VSC-HVDC Transmission Systems Integrated Floating Offshore Wind Farms for Enhanced Frequency Support
[IEEE] 2026-8-14 | High-Accuracy Automatic Comment Generation using NLP in Gen AI for Enhanced Code Readability
[IEEE] 2026-8-14 | Low-Leakage TRIO-TCAM Using Power Gating for Standby Mode
[IEEE] 2026-8-14 | Reinforcement Learning–Driven Analytical Optimization for Data-Intensive Applications in Autonomous and Intelligent Software Platforms
[ACM] 2026-8-15 | A Tutorial on Gaussian Process Learning-based Model Predictive Control
[IEEE] 2026-8-14 | Reconstructing Continuous Phytoplankton Absorption Spectra in Lakes from Sentinel-3 OLCI Using Gaussian Decomposition and Machine Learning_supp1-3719295.pdf
[IEEE] 2026-8-14 | IEEE Moving
[IEEE] 2026-8-14 | A High-Precision Visual Navigation Method for UAV Based on Improved ViT
[IEEE] 2026-8-14 | Fast-Prototyping of Readout Circuits for FeFET-based Neuromorphic CIM Macro with Measurement-Driven Device Model Generator and Readout Layout Automation
[IEEE] 2026-8-14 | A Cross-Mixing RVP Algorithm for Nonlinear Compensation in FMCW LiDAR With Moving-Target Compatibility
[IEEE] 2026-8-14 | Towards Generalizable Image Classification Models for Detecting Middle Ear Diseases
[IEEE] 2026-8-14 | Robust and Efficient Specific Emitter Identification via Broad Learning-Based Mixture of Experts
[IEEE] 2026-8-14 | MLLM-based Speech Recognition: When and How is Multimodality Beneficial?_supp1-3721322.pdf
[IEEE] 2026-8-14 | Optimal Principal Component Analysis under Heavy-tailed Noise and Sparse Corruptions
[IEEE] 2026-8-14 | Analytical Modeling and Experimental Validation of Windage Losses in Oil-Jet-Cooled Electrical Machines
[IEEE] 2026-8-14 | ReasonWalker: Reasoning Iterative Vision-and-Language Navigation With Implicit Instructions
[IEEE] 2026-8-14 | Dynamic Joint Biological Encryption Scheme Based on a Feature-Driven 5-D Cascaded Chaotic System
[IEEE] 2026-8-14 | Smart Real-Time Subtitle Generation using Transformer and LSTM with Efficient Data Storage
[IEEE] 2026-8-14 | Improved ResNet Architecture for Arrhythmia Prediction using ECG Signal Image
[IEEE] 2026-8-14 | Self-Supervised Multi-Scale Vision Transformer Framework for Early Detection and Segmentation of Brain Tumors in 3D MRI Volumes using Hybrid CNN-Transformer Architectures
[IEEE] 2026-8-14 | Optimization of Crop Classification and Recognition Algorithm based on Transformer in Low-Altitude High-Resolution Remote Sensing Imagery
[IEEE] 2026-8-14 | Design and Construction of a Smart Hydroponic Monitoring and Control System with an Arduino Uno
[IEEE] 2026-8-14 | Chance-Constrained Controlled Islanding Scheme for Power Systems with Renewable Energy Sources
[IEEE] 2026-8-14 | AI-Driven Post-Purchase Financial Intelligence Systems: A Framework for Consumer Transaction Optimization
[IEEE] 2026-8-14 | Design and Analysis of an Energy-Efficient Binarized Neural Network Neuron Using XNOR–Popcount Architecture
[IEEE] 2026-8-14 | Towards Semantic Interoperability in Digital Twins: An Ontology Based Approach
[IEEE] 2026-8-14 | Detecting and Mitigating Flaky Tests in Continuous Integration A Decision Catalogue for Quality Engineering Teams
[IEEE] 2026-8-14 | HaloGuard: A Practical Hybrid Framework for Hallucination Detection in Retrieval-Augmented Generation Systems : Combining Multi-Judge Agreement, Uncertainty Quantification, and Lexical Features Without Embedding Dependencies
[IEEE] 2026-8-14 | IoT-Enhanced Metaheuristic Optimization with Deep Transfer Learning for Intelligent Crop Pest Recognition in Smart Agriculture
[IEEE] 2026-8-14 | Performance Analysis of Explainable AI (XAI) based Machine Learning Algorithms for Mental Health Assessment
[IEEE] 2026-8-14 | Improvements and Applications of Image Style Transfer Algorithms for Digital Media
[IEEE] 2026-8-14 | Intelligent Perception and Collaborative Operation for Substation Maintenance: An Llm-Based Framework for Instruction Parsing and Action Sequence Generation
[IEEE] 2026-8-14 | A Comparative Study of Optimization Algorithms, Regularization Techniques, and CNN Architectures for CIFAR-10 Image Classification
[IEEE] 2026-8-14 | Joint Routing and Scheduling Optimization for Injection Time Offsets in Time Sensitive Networking
[IEEE] 2026-8-14 | Intelligent Federated Fog-Edge System with Adaptive Environmental Control for Air Quality and Pollution Monitoring
[IEEE] 2026-8-14 | AE-CCAF: Cross-Attention Guided Ensemble Learning for Robust Multi-Class Skin Lesion Classification
[IEEE] 2026-8-14 | Air Defence Interceptor of Real-Time Target Detection and Tracking using Deep Learning
[IEEE] 2026-8-14 | Mitigating Class Imbalance in Sepsis Prediction using SMOTE and Extra Trees Classifier: A Comparative Analysis of Real and Augmented Data
[IEEE] 2026-8-14 | PPO-GTXL: Proximal Policy Optimization with Gated Transformer XL in Smart Communication for Mental Health and Emotional Monitoring
[IEEE] 2026-8-14 | Pynguin-MVP: Automated Test Generation for Lightweight Architectural Validation
[IEEE] 2026-8-14 | Research on Adaptive Semantic Communication Method Based on Explicit Semantic Frames and Large Language Models
[IEEE] 2026-8-14 | AIGC-Generated Content-Driven Algorithm for B2B Anchor Feature Deviation Detection and Correction
[IEEE] 2026-8-14 | Corn Leaf Disease Detection and Classification using Deep Learning Models
[IEEE] 2026-8-14 | Self-Calibrating Large-FoV OCT Endomicroscope for CM-Scale Lesion Size Estimation
[IEEE] 2026-8-14 | FSM-CCPP: Finite State Machine Based Complete Coverage Path Planning on Hexagonal Grids for Multi-Robot Systems
[IEEE] 2026-8-14 | Flexible and Conformal MIMO Antennas: A Comprehensive Survey of Flexible and Conformal antennas in Wearable 5G and mmWave Devices
[IEEE] 2026-8-14 | CNN-DBN-BiLSTM: An Ensemble Deep Learning Framework for Type III Diabetes Diagnosis
[IEEE] 2026-8-14 | Discovering and Repairing Blind Spots in LLM-as-a-Judge Evaluation of Multi-Turn AI Systems
[IEEE] 2026-8-14 | A Study on Electric Power and Electrical Energy Balance in Integrated Energy Systems Under a Carbon Reward-Penalty Mechanism
[IEEE] 2026-8-14 | Adaptive Graph Attention-Based Vocational Skills Training System for Laboratory Medicine using Competency Knowledge Graph Learning
[IEEE] 2026-8-14 | Low-Resource Text Processing with Lightweight Multi-modal Agents: Enhanced Entity Recognition based on Few-Shot Learning
[IEEE] 2026-8-14 | An Attention-Driven DenseNet–Vision Transformer (ViT) Architecture for Multi-label Chest X-ray Classification
[IEEE] 2026-8-14 | Model-Driven Development of Data Space-Enabled Asset Administration Shell Digital Twins
[IEEE] 2026-8-14 | Understanding Architectural Approaches for MLOPS Systems
[IEEE] 2026-8-14 | Research on the Stability of Time-Delay Neural Networks using Adaptive Finite-Time Stability Analysis
[IEEE] 2026-8-14 | Graph Convolution Network – Long Short Term Memory based Reliable and Intelligent Fault Aware Fog Edge Computing Framework for Resource Constrained IoT Devices
[IEEE] 2026-8-14 | Construction of a Multi-Scale Price Trend Prediction Model for the Stock Market by Integrating Wavelet Transform and CNN
[IEEE] 2026-8-14 | Aging-Aware Estimation and Reconstruction of Battery Open-Circuit Voltage Model Using Reinforcement Learning
[IEEE] 2026-8-14 | Optimal Torque Distribution for Dual-Motor Drive Units with Auxiliary Resonant Pole Inverter in Electric Vehicles
[IEEE] 2026-8-14 | Table of Contents
[IEEE] 2026-8-14 | Harnessing Multilevel Circulant Matrices for Generalizable Spectral Kernel Learning
[IEEE] 2026-8-14 | Front Cover
[IEEE] 2026-8-14 | Neural Network-Assisted Kernel Function Construction Model for Digital Predistortion of RF Power Amplifiers
