[2026-09-04 23:45:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-03
正在获取论文...
[arXiv] 2026-09-03 | ToPO: Token-Conditioned Preference Routing for Attention-Based Latent Diffusion Models
[ACM] 2026-9-4 | Research on network traffic anomaly detection method based on causal Reasoning ESN
[ACM] 2026-9-4 | Intelligent Identification Method and System for Power IoT Terminals Based on Edge Collaborative Learning
[ACM] 2026-9-4 | Design and Analysis of Multi-Agent Cooperative Evolutionary Game Algorithm Integrating Social Network Dual-Dimensional Embedding
[ACM] 2026-9-4 | Optimization of Medical Refrigerator Scheduling Under Resource Constraints
[ACM] 2026-9-4 | Transformer-Based Multi-Object Detection Model for Smart Communities
[ACM] 2026-9-4 | Path Planning Design for Urban Slow Traffic System Based on Improved A* Algorithm
[ACM] 2026-9-4 | Optimization Study of Sports Big Data Analysis Based on ST-GCN with Hybrid Clustering Network
[ACM] 2026-9-4 | Research on a Semantically Enhanced Multimodal Automatic Annotation Method for Traditional Chinese Medicine Terminology
[ACM] 2026-9-4 | A Computational Approach to Service Quality Mining in Mobile Reading Applications Using LDA Topic Modeling and SnowNLP Sentiment Analysis
[ACM] 2026-9-4 | Design of an Environmental Noise Distribution Clustering Identification Method Based on an Improved DBSCAN Algorithm
[ACM] 2026-9-4 | STM32-based Dot Display Tibetan-Chinese Bilingual Braille Learning Machine
[ACM] 2026-9-4 | Construction and Optimization of an Agricultural Credit Assessment Model Integrating Multi-Source Farmer Data
[ACM] 2026-9-4 | Research on Predicting Academic Performance of Distance Education Students Using Transformer Models and Knowledge Graphs
[IEEE] 2026-9-3 | scGFormer: A Multi-Scale Graph-Transformer for Cell Type Annotation in Single-Cell RNA Sequencing
[IEEE] 2026-9-4 | A K-Type Switched-Capacitor Multilevel Inverter With Soft Charging and Fault-Tolerant Capability
[ACM] 2026-9-4 | On the Effectiveness of Training Data Optimization for LLM-based Code Generation: An Empirical Study
[IEEE] 2026-9-4 | ComSoc Technical and Educational Activities
[IEEE] 2026-9-4 | Building Blocks for the Next Era
[IEEE] 2026-9-4 | IEEE Journal of Biomedical and Health Informatics Publication Information
[IEEE] 2026-9-4 | Table of Contents
[IEEE] 2026-9-4 | Radar Gesture Recognition with FC-FMCW Radar: Benchmarking Deep Models and Neural Architecture Search for Embedded Deployment
[IEEE] 2026-9-4 | A Large-Range High-Resolution 3D Contact Scanning Probe Based on Parallel Leaf-Spring Mechanism and Dual-CCD Optical Sensing
[IEEE] 2026-9-4 | SSpMV: A Sparsity-aware Framework for Adaptive Sparse Matrix–Vector Multiplication
[IEEE] 2026-9-4 | <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    -Based Solar-Blind Ultraviolet Event-Based Sensor
[IEEE] 2026-9-4 | Hybrid SMI Realization via Matrix Completion and Riemannian Manifold Optimization on Narrowband Sub-Array Based Architectures
[IEEE] 2026-9-4 | IEEE/ASME Transactions on Mechatronics Publication Information
[IEEE] 2026-9-4 | Identifiability Analysis of Oversampled Uniform Linear Arrays Under Practical Considerations
[IEEE] 2026-9-4 | Uncertainty-Driven 3D Gaussian Splatting for Robust Real-Time RGB-D SLAM_supp2-3730483.mp4
[IEEE] 2026-9-4 | An Effective Cross-Task Unified Multiobjective Neural Metaframework for Solving Combinatorial Optimization Problems_supp1-3728508.pdf
[IEEE] 2026-9-4 | Reinforcement learning for multifunction multistatic sensor
[IEEE] 2026-9-3 | An Adaptive Masking-Guided Conditional Diffusion Model for Multi-scenario FHR Time Series in the Internet of Medical Things
[IEEE] 2026-9-4 | Invariant Robust Cooperative Navigation for Multi-Robot Systems Under Compound Anomalies
[IEEE] 2026-9-3 | Predefined-Time Adaptive Fault-Tolerant Attitude Tracking Control on SO(3) for Spacecraft With Unknown Time-Varying Inertia
[IEEE] 2026-9-3 | A Physics-Constrained, Design-Driven Methodology for Defect Dataset Generation in Optical Lithography
[IEEE] 2026-9-4 | Hierarchical Dynamic Hypergraph Learning for Ultrashort-Term Wind Farm Cluster Power Forecasting With Input-Aware Meteorological Integration Method
[IEEE] 2026-9-4 | Predefined-Time Event-Triggered Distributed Constrained Optimization Over Multiagent Networks Via Auxiliary System
[IEEE] 2026-9-4 | Single-shot Detector for Joint Signal Detection and Modulation Classification with Open-set Recognition
[IEEE] 2026-9-3 | Experimental Study on the Influence of Preceding Voltage Impulses on the Breakdown Probability in Technical Air at Atmospheric Pressure
[IEEE] 2026-9-3 | Investigation of Acoustic Signal Distortion in FR-4 Laminate Structures for PEA Calibration
[IEEE] 2026-9-3 | Experimental Investigation of Optical Discharge Detection in Insulating Oil Using Silicon Photomultipliers
[IEEE] 2026-9-3 | Optimization of Plasmonic Core@Shell Nanoparticles for LSPR Biosensing via Mie Theory and Machine Learning
[IEEE] 2026-9-3 | A Device Modeling Framework for Emerging Transistors of New Material and Advanced Structure
[IEEE] 2026-9-3 | Low-Frequency CMARs Based on Flexible Polymer Diaphragm Served for Microphones of Cochlear Implants
[IEEE] 2026-9-3 | Cross-Limb Neural Compensation Via Intent Decoding for Personalized Gait Restoration
[IEEE] 2026-9-3 | STSCA: Scalable Tensor-Train Stochastic Computing with Stabilized Arithmetic for High-Dimensional Nonlinear Operators
[ACM] 2026-9-4 | Decision-Making Models and Risk Management for Artificial Intelligence Optimizing Cross-Border E-commerce Supply Chains
[ACM] 2026-9-4 | Cooperative Security Mechanism for Dynamic Task Offloading and Resource Rescue Resistance in Edge Computing
[ACM] 2026-9-4 | A Layered Security Modeling Framework for IoT/IIoT Environments Based on Unified Threat and Mitigation Catalogs
[ACM] 2026-9-4 | Dynamic Monitoring of the Practice Resilience of the Living Heritage of the Grand Canal Based on Multi-Source Data Fusion
[ACM] 2026-9-4 | Algorithm and System Implementation for Financial-Production Data Collaborative Scheduling in Discrete Manufacturing Scenarios for Steering Wheels
[ACM] 2026-9-4 | Robust Multi-level Image Segmentation Using Minimum Grayscale Entropy from Asymmetric 33 Neighborhoods
[ACM] 2026-9-4 | Smart tourism economy: a multidimensional impact study from AI to blockchain
[ACM] 2026-9-4 | Research on the Comprehensive Impact of Digital Economy on Green Technological Innovation in Papermaking Enterprises
[IEEE] 2026-9-3 | Discharge Behavior at Triple Junctions under Lightning Impulse Stress
[IEEE] 2026-9-3 | Simulation of the Formation of Electric Double Layers at Cu/PE Interfaces and its Impact on Charge Transfer Phenomena
[IEEE] 2026-9-3 | Additively Manufactured Polymeric Molds for HV Silicone Component Fabrication
[IEEE] 2026-9-3 | Charging Time as an Important Factor for the Identification of Parameters for a Bipolar Charge Transport Model
[IEEE] 2026-9-3 | Bipolar Model of Transport Applied to HVDC Cables: Prediction of the Field Distribution with Upscaling of the Geometry
[IEEE] 2026-9-3 | Thermal Aging Test of the Insulation System for 540V EHA Aviation Motors
[IEEE] 2026-9-3 | Electrical and Mechanical Performance of Polypropylene Blends Incorporating Styrene-Ethylene Butylene-Styrene Elastomers with Varying Styrene Contents
[ACM] 2026-9-4 | Users' Continuance intention to use toward Companion AI emotional consulting services: Self-determination theory perspective
[ACM] 2026-9-4 | A Multimodal Risk Identification Method for Trust Governance in Live-Streaming E-Commerce: Game Modeling and Feature Fusion Experiments
[ACM] 2026-9-4 | Enhancing Interactive Experiences in Virtual Cultural Heritage through Gen AI: A PLS-SEM Empirical Investigation Focusing on Generation Z
[ACM] 2026-9-4 | The Construction of a Generative AI Narrative Generation Paradigm and Intelligent Evaluation Methods Driven by Multimodal Fusion Algorithms
[ACM] 2026-9-4 | Personalized VR Learning Environment Design Based on Multimodal Emotion Recognition
[ACM] 2026-9-3 | Learning-Based Entanglement Generation for Quantum Routing
[IEEE] 2026-9-3 | Advanced Circuit Architectures and Systems for Distributed Intelligence
[IEEE] 2026-9-3 | Defending against Adversarial Malware Attacks on ML-based Android Malware Detection Methods_supp1-3729519.pdf
[IEEE] 2026-9-3 | Bias-Corrected Inference for Post-CFAR Left-Truncated Radar Amplitude Statistics
[IEEE] 2026-9-3 | Seeing Through Threats: (ADEx) Adversarial Detection through Explainability_supp1-3727133.pdf
[IEEE] 2026-9-3 | Modeling and Optimization of a Wire-Driven Carangiform Robotic Fish_supp1-3730217.mp4
[IEEE] 2026-9-3 | Multi-Layer APT Detection Framework with OSINT Enrichment
[IEEE] 2026-9-3 | Performance Evaluation of a Hybrid RF/FSO SWIPT Relay System with IRS-Assisted RF Link and UAV-Based Relaying under Pointing Error Constraints
[IEEE] 2026-9-3 | Joint RIS-RSMA Optimization for Asynchronous Multi-user Cell-Free MIMO
[IEEE] 2026-9-3 | Impact of IC package Edge-Bonding on Contamination Deposition at Ball Grid Array Joints in a Two-Phase Immersion Cooling Environment
[ACM] 2026-9-3 | Kizuna: An Affective Virtual Agent for Strengthening Resilience in Children
[ACM] 2026-9-4 | Comprehensive Flood Risk Assessment for Substations Based on an AI-Enhanced Cloud Model
[ACM] 2026-9-4 | Differential Privacy Protection Method for Financial Information Based on BFRRCE Algorithm
[ACM] 2026-9-4 | An Intelligent CNN-Based Error Correction Model for Supply Chain Logistics and Operational Data
[ACM] 2026-9-4 | Ecommerce Sales Forecasting Method Based on Rational Inattention Mathematical Model
[ACM] 2026-9-4 | A Multi-Component Learning Framework for Short-Horizon Wind Power Forecasting By Using Reinforcement Learning
[ACM] 2026-9-4 | Generative Active Adaptation for Drifting and Imbalanced Network Intrusion Detection
[ACM] 2026-9-4 | Design of an Automated Detection and Severity Scoring Model for Pneumonia Images in Digital Health Based on YOLOv5
[ACM] 2026-9-4 | Innovative Learning and Teaching Reform Based on Case-Driven Knowledge Graphs
[ACM] 2026-9-4 | Analysis of the Emotional Tendency of Short Video Cultural Identity Topics Based on Dual Attention Mechanisms
[ACM] 2026-9-4 | Effects of Prompt Formats on Model Thinking: The Impact of CoT Language Complexity on Multi-hop Reasoning
[ACM] 2026-9-4 | Research on Emotion and Behavior Recognition Evaluation Model for Graduates of Intelligent Care Majors Integrating ResNet18
[ACM] 2026-9-4 | Study on Transformer-Based Methods for Generating Artistic Images
[ACM] 2026-9-4 | A Score-Based Framework for AI Text Detection with Adaptive Thresholding
[IEEE] 2026-9-4 | Perspectives on the Covariance Matrix Taper
[IEEE] 2026-9-4 | Retrieval-Augmented Residual Graph Neural Network for Protein–Protein Interaction Site Prediction_supp1-3727640.docx
[IEEE] 2026-9-3 | WE-DETR: Wavelet-Enhanced Multi-Scale Feature Compensation Detection Transformer for Remote Sensing Small Objects
[IEEE] 2026-9-4 | An Historical Perspective of Knowledge-Aided Radar
[IEEE] 2026-9-4 | Sparsity-Driven Robust Passive Elliptic Positioning_supp1-3700536.pdf
[IEEE] 2026-9-4 | Similarity-Structured Autoencoder for Identifying Influential Nodes in Complex Networks
[IEEE] 2026-9-4 | Range-Doppler segment-based Detection Pipeline for Extended Target Characterization in mmWave Automotive Radar
[IEEE] 2026-9-3 | Smoothing Traffic Flow Through Automated Vehicle Control With Optimal Parameter Selection
[IEEE] 2026-9-4 | ComSoc Membership
[IEEE] 2026-9-3 | A Novel Non-Invasive Method for Condition Monitoring of Circuit Breakers Based on Input Impedance Frequency Analysis
[IEEE] 2026-9-3 | Distributed Learning for Resilient LEO Satellite Access under Adversarial Jamming
[IEEE] 2026-9-4 | Achieving Doppler Resilience of Mismatched Complementary-on-Receive Filtering (MiCRFt)
[IEEE] 2026-9-4 | Methodology and Analysis of Broadband On-Wafer Liquid Measurements
[IEEE] 2026-9-4 | Leveraging Transformer Decoder for Automotive Radar Object Detection
[IEEE] 2026-9-4 | IEEE Industrial Electronics Society Information
[IEEE] 2026-9-4 | A Low-Complexity Chip-Based Radar Receiver for a DSSS-FTN Waveform in DFRC Scenario
[IEEE] 2026-9-4 | Gen-lyph: A Human-AI Collaboration System for Creating Figurative Glyph-Based Visualizations_supp1-3730177.pdf
[IEEE] 2026-9-4 | A Novel Embedded Actuator and Data-Based Control Optimization for Vibration Suppression in Long-Overhang Boring Bars
[IEEE] 2026-9-4 | Look as You Leap: Planning Simultaneous Motion and Perception for High-DOF Robots
[IEEE] 2026-9-4 | Bayesian Integration of Nonlinear Incomplete Clinical Data
[IEEE] 2026-9-4 | GaN HEMT-Based Pressure Sensor With Microwave Rectification-Enhanced Sensitivity
[ACM] 2026-9-4 | AttackMate: Realistic Emulation and Automation of Cyber Attack Scenarios Across the Kill Chain
[ACM] 2026-9-4 | Few-Shot Resampling for Scalable Statistically-Sound Data Mining
[IEEE] 2026-9-3 | Accurate and Efficient Partial Inductance Evaluation for the PEEC Method on a Uniform Cubic Grid Using a 1D Array of 2D Interpolants
[IEEE] 2026-9-3 | ICPERE 2026 Cover Page
[IEEE] 2026-9-3 | A-MDBD: Adaptive Molecular Diffusion-Based Deployment Scheme for Integrated Underwater Communication and Positioning Networks
[IEEE] 2026-9-3 | Monetizing Photovoltaic Curtailment: Benchmarking Battery Storage Against Flexible Electricity Demand via Bitcoin Mining
[IEEE] 2026-9-3 | Clutter-Aided CFO Estimation for Integrated Sensing and Communication Systems
[ACM] 2026-9-4 | Multimodal Translation System: An Innovative AI-Powered Solution for Film Localization
[ACM] 2026-9-4 | Research on Age-Friendly Design of Self-Service Audio Guides in Tourist Attractions Based on the Kano Model
[ACM] 2026-9-4 | A Study on the Design Framework for Interactive Cultural Heritage Games Driven by Generative Artificial Intelligence: Taking Minnan Floral Tiles as an Example
[IEEE] 2026-9-3 | Partial Discharge Detection in Silicone-Gel Encapsulation for Power Electronic Modules Using a Printed Circuit Board Antenna
[IEEE] 2026-9-3 | Nanoscale AlGaN/GaN FinFETs: Enhancement Mode Operation and Multiscale Simulation of Random Defects
[IEEE] 2026-9-3 | Winding Voltage Distribution Modelling in a Low Voltage HTS Synchronous Motor for Aircraft Propulsion
[IEEE] 2026-9-3 | Thick-Resist Vector Lithography Simulation Based on Effective Spectral Contribution
[IEEE] 2026-9-3 | Micromagnetic Reservoir Computing in Synthetic Antiferromagnets: Role of Interlayer Exchange Coupling
[IEEE] 2026-9-3 | Energy Band-Engineered Defect-Mediated Self-Rectification in Single-Layer IGZO Memristors for Terabit-Scale Passive Arrays
[IEEE] 2026-9-3 | Comparative Assessment of Bank Overvoltage and Neutral Unbalance Current for Different Series-Parallel Arrangements of Double-Wye Ungrounded Shunt Capacitor Banks
[IEEE] 2026-9-3 | Electrothermal Power Modeling of a Thermoelectrically Actuated Micronozzle
[IEEE] 2026-9-3 | Influence of Different Contact Pressures on the Space Charge Measurement with LIPP-Method
[IEEE] 2026-9-3 | Electrical Treeing Characteristics of Recyclable Epoxy Resin Based on Dynamic Boronic Ester Bond: A Comparative Study
[IEEE] 2026-9-3 | DFT-Guided Quantitative Structure-Property Relationship of Lightning Impulse Breakdown in Ester Insulating Liquids for Capacitor Applications
[IEEE] 2026-9-3 | Thermal Stress in Metallized Polymer Films: Theory and Simulation
[IEEE] 2026-9-3 | Influence of the DV/DT on Partial Discharge Initiation Voltage of Typical PCB Geometries
[IEEE] 2026-9-3 | Nonlinear Conductivity in Carbon Black and Silicone Rubber Composites Below the Percolation Threshold
[IEEE] 2026-9-3 | Study on the Deterioration Characteristics of the Coupling Agent at the Core-Sheath Interface in Composite Insulators under Coupled Acidic and Thermal Conditions
[IEEE] 2026-9-3 | Partial Discharges from Free Metallic Particles in HVDC GIS with Pressurized Air
[IEEE] 2026-9-3 | Accurate, Robust, and Convenient On-Wafer Measurements of GaAs Devices From 1 to 220 GHz by Single-Tier Calibration
