[2026-03-25 22:37:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[IEEE] 2026-3-25 | Integrating an Innovative Named Entity Recognition Algorithm Within Knowledge Engineering Frameworks
[IEEE] 2026-3-25 | Research on ROI Partition Design Based on Expert Prior Knowledge and ESGCN - Driven Flexible AU Recognition Network Model
[IEEE] 2026-3-25 | ML-Cloud Computing of SST and Mobile Application Development for Remote Monitoring of OC-OTEC Plant
[IEEE] 2026-3-25 | A Comparative Study of Hybrid Deep Learning and Bio-Inspired Optimization Techniques for Energyefficient Routing in Wireless Sensor Networks
[IEEE] 2026-3-25 | Deep Learning-Based Paddy Crop Disease Detection Using Transfer Learning Approaches
[IEEE] 2026-3-25 | An AI-Enhanced Metalens Array: Co-Design of Nanophotonics and Deep Learning for Wide-Angle Imaging
[IEEE] 2026-3-24 | Efficient Reinforcement Corrosion Detection via Lightweight YOLO with Dual-Branch Cross-Scale Feature Modulation
[IEEE] 2026-3-25 | Containerized and Host-Based RDBMSs Performance Comparison
[IEEE] 2026-3-25 | Performance Analysis of Approximate RCA Architectures for Image Fusion
[IEEE] 2026-3-25 | Energy-Efficient Telehealth IoT: Enhancing Real-Time Care with Fog-Cloud Integration
[IEEE] 2026-3-25 | A Hybrid Deep Learning Framework for Progression-based Crop Disease Detection with Hyperspectral Imaging
[IEEE] 2026-3-25 | Depth of Reinforcement Learning Optimization of Low Traffic Conflict Resolution Model
[IEEE] 2026-3-25 | Machine Learning-Based Public Transit Demand Prediction and Travel Behavior Modeling
[IEEE] 2026-3-25 | Potato Leaf Disease Detection in Agriculture: Bridging the Gap with Deep Learning Approaches
[IEEE] 2026-3-25 | Rescearch on Charging Station Planning Based on Differential Evolution Particle Swarm Optimization Algorithm Considering Electric Vehicle Travel Demand
[IEEE] 2026-3-25 | Design and Application of Automatic Detection Technology for Cigarette Nozzle Spray Performance
[IEEE] 2026-3-25 | Comparative Analysis of Stacking and Single Models in Traffic Accident Severity Prediction
[IEEE] 2026-3-25 | Research on Reaction Methods for Oil Pump Controller CAN Communication Loss
[IEEE] 2026-3-25 | A Comparative Analysis of Machine Learning Technique for Genetic Disorder Prediction
[IEEE] 2026-3-24 | Higher Order Sliding Robust Control Design for Single-Stage Plugin Electric Vehicle
[IEEE] 2026-3-25 | STM32-Based Intelligent Interactive Voice Guide Cane for the Visually Impaired People
[IEEE] 2026-3-25 | AI-Powered Exception Management in Retail Planning Systems
[IEEE] 2026-3-25 | A Review of Screenshot-to-Code Generation Systems
[IEEE] 2026-3-25 | Fine-Grained Vehicle Recognition in Traffic Surveillance Images via Consistency Training
[IEEE] 2026-3-25 | A User-Feedback-Driven Dynamic Model for Translation Quality Assessment in Intelligent Human-Computer Interaction Systems
[IEEE] 2026-3-25 | Multi-Stage Hybrid AI System for Employee Performance Prediction and Workforce Optimization
[IEEE] 2026-3-25 | An Efficient CNN with Logistic Regression Model for Detecting and Predicting the Severity of Bike Dents
[IEEE] 2026-3-25 | Greetings From the Incoming Editor-in-Chief [From the Editor’s Desk]
[IEEE] 2026-3-25 | Optimal Operation of Wind–Storage Systems Considering Ultra-Short-Term and Short-to-Medium-Term Power Forecasts
[IEEE] 2026-3-25 | Design and Control Method of Asymmetric DC-DC Converter for Efficient Interconnection of Heterogeneous HVDC
[IEEE] 2026-3-25 | From Photovoltaics to Resilience: Agent-Based Modeling of Household PV–ESS Adoption
[IEEE] 2026-3-25 | REST API Smart Auditing Solution: Tracking Changes and Enhancing Security
[IEEE] 2026-3-25 | DeepThyroScan:EfficientNetB2 Architecture for Automated Thyroid Diagnosis
[IEEE] 2026-3-25 | BMSSA: Bipartite Matching Server Selection Algorithm for Efficient Task Offloading in IoT-Enabled MEC Networks
[IEEE] 2026-3-25 | Harnessing Mobile Technology for the Digital Revival and Preservation of the Bidayuh Language Through BiTE
[IEEE] 2026-3-24 | Research on Image Recognition and Data Optimization of Intelligent Management System of Power Warehouse Driven by Meta-Universe
[IEEE] 2026-3-25 | Table of Contents
[IEEE] 2026-3-25 | BantayText: Machine Learning-Based Detection of Scam SMS in the Philippines
[IEEE] 2026-3-25 | Intelligent Variable Lane Dynamic Scheduling Algorithm Based on Traffic Density Identification
[IEEE] 2026-3-25 | Emotion-Aware Cross Lingual Vision Fake News Detection Using Affective Computing
[IEEE] 2026-3-25 | Machine Learning-Based Early Detection of Autism Spectrum Disorder in Children: A Predictive Analytical Approach
[IEEE] 2026-3-25 | A Dynamic Threshold-Based Optimized SCL Decoding Algorithm for ReRAM
[IEEE] 2026-3-25 | Analysis of Word-Line Underdrive Effects on FinFET-Based 6T SRAM Cells Across Different Device Configurations
[IEEE] 2026-3-25 | Enhancing Breast Cancer Classification Through GAN-Generated Synthetic Malignant Samples: A Study on the UCI Wisconsin Dataset
[IEEE] 2026-3-25 | A Novel RUL Prediction Framework Considering the Long-Term Correlation of the Wiener Degradation Process
[IEEE] 2026-3-25 | On-Chip Federated Learning for Out-of-Band DPD in Joint Communication and Computation Networks
[IEEE] 2026-3-24 | MrcPunc: Modulation and Rate Compatible Puncturing for Few-Iteration 5G LDPC Decoding
[IEEE] 2026-3-24 | Resource Allocation for Multi-LEO Satellite-Enabled Integrated Communication and Positioning System
[IEEE] 2026-3-24 | FAS-RSMA: Can Fluid Antennas Elevate RSMA Performance?
[IEEE] 2026-3-24 | A Unified Viscoelastic Solver for Multiphase Fluid Simulation Based on a Mixture Model
[IEEE] 2026-3-24 | Constraint-Scheduled Bayesian Optimization for Software-Hardware Co-Optimization on HDnn-PIM
[IEEE] 2026-3-25 | IEEE Consumer Technology Society
[IEEE] 2026-3-25 | Cross-scene Diffusion-enhanced Uncertainty Attention Network for Hyperspectral Image Classification
[IEEE] 2026-3-25 | CODrone: A Comprehensive Oriented Object Detection Benchmark for UAV
[IEEE] 2026-3-25 | A Multi-Parameter Collaborative Ground Site Optimization Method by Synchronously Optimizing Regional and Satellite Pixel-Scale Representativeness
[IEEE] 2026-3-25 | Secrecy Capacity of Airy Beams
[IEEE] 2026-3-24 | Enabling ISAC on Low-Cost Devices via Spatial Channel Estimation with a Single RF Chain
[IEEE] 2026-3-25 | Dynamic Virtual Heat Fields for Void-Avoidance Opportunistic Routing in UASNs
[IEEE] 2026-3-24 | Quantum Federated Gradient Aggregation using the Parameter-Shift Rule
[IEEE] 2026-3-25 | Fully-distributed Prescribed-time Consensus of High-order Integrator Multi-agent Systems: An Adaptive Protocol with Matching Gain Convergence
[IEEE] 2026-3-25 | Exploring Pre-Service Teachers&amp;#x2019; Intention to Use Artificial Intelligence in Education: A Structural Equation Modeling Approach Based on UTAUT2_supp1-3677289.pdf
[IEEE] 2026-3-24 | Exploring Pre-Service Teachers’ Intention to Use Artificial Intelligence in Education: A Structural Equation Modeling Approach Based on UTAUT2
[IEEE] 2026-3-24 | FilmShots: A Fast Film Shot Boundary Detection Based on Dilated Conv3D and Attention
[IEEE] 2026-3-24 | Simultaneous Reflection and Transmission in Metasurfaces: A Comprehensive Review
[IEEE] 2026-3-25 | Deep Residual Feature-Enhanced DenseNet for Automated Age-related Macular Degeneration Detection in OCT Images
[IEEE] 2026-3-25 | Research on Regression Model of Fire Occurrence Probability Based on Bayesian Theorem for Meteorological Data
[IEEE] 2026-3-25 | SCR-YOLO: An Efficient UAV Object Detection Framework Based on Spatial-Channel Reconstruction and Statistical Metric Learning
[IEEE] 2026-3-25 | A Stochastic Computing-Based Architecture Design for Orthogonal Time Frequency Space Message Passing Detector
[IEEE] 2026-3-24 | DeepGynScan: AI-Powered Cervical Lesion Detection from Colposcopy Images for Early Cervical Cancer Screening
[IEEE] 2026-3-25 | Integrating Artificial Intelligence and Social Network Systems to Enhance Contracting Efficiency
[IEEE] 2026-3-25 | Fusing Communication and Computation for 3D Tensor Parallel Training of Large Models
[IEEE] 2026-3-24 | Daily Rainfall Forecasting using LSTM-MLP with Spatial Embeddings
[IEEE] 2026-3-25 | Lightweight Blockchain-Based Framework for Credit Risk Assessment and Experimental Analysis
[IEEE] 2026-3-24 | Security Integration and Risk Management in Modern DevOps: Tools, Frameworks, and Emerging Trends
[IEEE] 2026-3-24 | Human Factors In Cyber Incident Response: Mitigating Biases, Enhancing Communication, And Optimizing Tool Usability
[IEEE] 2026-3-24 | Adversarial Bandit Learning Assisted Online Optimization for Digital Twin Placement and Update in End-Edge-Cloud Collaboration
[IEEE] 2026-3-24 | DiffPixelFormer: Differential Pixel-Aware Transformer for RGB-D Indoor Scene Segmentation
[IEEE] 2026-3-24 | Independent PPO-based Robust and Scalable Three-dimensional Configuration for Green Massive MIMO Networks
[IEEE] 2026-3-25 | LED Pouch Motor: Wavelength Selective Wireless Actuation of Dyed Liquid-to-Gas Phase Change Actuators Using LEDs
[IEEE] 2026-3-24 | Rethinking Cross-Layer Dependency in MPQ: Sparsification with PSD Framework
[IEEE] 2026-3-25 | A Magnetic Capsule for Navigation and Multi-targeted Sampling in the Gastrointestinal Tract_supp3-3677072.mp4
[IEEE] 2026-3-24 | EASNet: An Adaptive Edge-Aware 3D Medical Image Segmentation Network Based on the Swin Architecture
[ACM] 2026-3-25 | HAAD: A Heuristic Ant Algorithm for Defending Against Website Fingerprinting Attacks
[IEEE] 2026-3-24 | ADA-Net: Avalanche Differential Attention Network with Covariance Correlation Differential Transformer for Multimodal Snow Avalanche Susceptibility Mapping_supp1-3676659.docx
[IEEE] 2026-3-24 | IEEE Transactions on Sustainable Energy Publication Information
[ACM] 2026-3-24 | EventChat: Implementation and user-centric evaluation of a large language model-driven conversational recommender system for exploring leisure events in an SME context
[ACM] 2026-3-24 | PI-adaptDiv: an adaptive algorithm to prevent and escape online filter bubbles
[IEEE] 2026-3-24 | ICSOS 2025 Author Index
[IEEE] 2026-3-24 | ICSGE 2025 Cover Page
[IEEE] 2026-3-24 | ICSGE 2025 Copyright Page
[IEEE] 2026-3-24 | 2025 IEEE International Conference on Space Optical Systems and Applications (ICSOS)
[IEEE] 2026-3-24 | Cover Page
[IEEE] 2026-3-24 | Table of Contents
[IEEE] 2026-3-24 | Alzheimer’s Disease Prediction from MRI Images using a Hybrid CNN–SVM Model
[IEEE] 2026-3-24 | Energy-Aware Routing Protocol for Wireless Sensor Networks using Reinforced Sparrow Search Optimization (RSSO)
[IEEE] 2026-3-24 | Improved Dung Beetle Algorithm for Odor Source Localization using Fuzzy Inference
[IEEE] 2026-3-24 | Data-Driven Prediction of Average Torque, Phase Resistance, and Coil Turns in 6/4 Switched Reluctance Motors Using ANN and EMDLAB
[IEEE] 2026-3-24 | Optimization and Enhancing the Torque Profile of a Novel Double-Layer Radial-Flux Magnetic Gear Using a DOE Method
[IEEE] 2026-3-24 | A Lightweight and Example-Free Class-Agnostic Counting Network
[IEEE] 2026-3-24 | Supervised Machine Learning for Detecting Unreliable Online Reviews
[IEEE] 2026-3-24 | Design of Waist Exoskeleton Based on STM32
[IEEE] 2026-3-24 | Adaptive Masking DWI Denoising Algorithm Guided by b0 Images
[IEEE] 2026-3-24 | Research on Accurate Traceability and Prediction Method of Power Failure Events of Smart Meters Based on Spatio-Temporal Big Data
[IEEE] 2026-3-24 | Efficient and Precise Cheat Detection with Deep Learning
[IEEE] 2026-3-24 | Resource Slicing for Co-existence of eMBB and URLLC in Multi-RIS Aided Networks
[IEEE] 2026-3-24 | Improvement Method of Convolutional Neural Network Model in Medical Image Segmentation
[IEEE] 2026-3-24 | Design and Implementation of Predictive Location Analytics using Google Maps Data and Machine Learning
[IEEE] 2026-3-24 | Advanced Deep Learning Algorithms: Architectures, Mathematics, Applications and Open Challenges
[IEEE] 2026-3-24 | Optical Performance and Environmental Durability of Radiation-Resistant Polarization-Maintaining Er/Yb Co-Doped Fiber in High-Power Optical Amplifiers for Space Communications
[IEEE] 2026-3-24 | Multi-Modal Medical Image Fusion using Guided Filtering and Multi-Scale Anisotropic Diffusion
[IEEE] 2026-3-24 | Application of Machine Learning-Based Multi-Source Heterogeneous Information Fusion in Moving Target Tracking
[IEEE] 2026-3-24 | GAN-based Synthetic Data Augmentation to Address Class Imbalance in RetinaMNIST Dataset
[IEEE] 2026-3-24 | Genetic Algorithm-Based Placement and Resource Allocation for Flying Base Stations
[IEEE] 2026-3-24 | Parking Path Planning Improvement Strategy Based on AI and Functional Safety
[ACM] 2026-3-25 | Learned Image Compression with Frequency Feature Interaction and Non-local Cross-similarity Prior
[IEEE] 2026-3-24 | Fall Detection Framework - A Study of Optimized Neural Network and Ensemble Classifiers with Feature Explainability
[IEEE] 2026-3-24 | Integrated Edge-based Fault Analytics and Auto-Reclosing Control for Smart Three-Phase Distribution Systems
[IEEE] 2026-3-24 | ConYOLO-SLAM: A Robust Dynamic SLAM System via Semantic Perception and Temporal Consistency
[IEEE] 2026-3-24 | Development of an Embedded Machine Learning Model for Predictive Fault Diagnosis and Energy Optimization in Electric Vehicles
[IEEE] 2026-3-24 | Transmission Duty Cycle Derivation Using AI/ML Algorithm from Telemetry Data
[IEEE] 2026-3-24 | Real-time optical turbulence and wind profile monitoring with FEELINGS optical ground station
[IEEE] 2026-3-24 | Ground-to-GEO Bidirectional Optical Links between TELEO and various OGS: In Orbit Test Result, Experimental Comparison with Numerical Models for power budget and telecom link margins
[IEEE] 2026-3-24 | Structure-Aware Decoding Mechanisms for Complex Entity Extraction with Large-Scale Language Models
[IEEE] 2026-3-24 | Accelerating Multimodal Large Language Model Inference through Visual Feature Compression and Decoupled Architectures
[IEEE] 2026-3-24 | Modification of rotor lamination stacking of 425kW induction motor
[IEEE] 2026-3-24 | Triptych AI - Innovation - Cybersecurity: Challenges and Opportunities for Financial Services: The Case of Moroccan Banks
[IEEE] 2026-3-24 | FOP: A Personalized Federated Learning Framework for CLIP Integrating LoRA and Differential Privacy
[IEEE] 2026-3-24 | An Image Recognition Method Based on Multi-Scale Wavelet Transform Convolution and Convolutional Block Attention
[IEEE] 2026-3-24 | A Forged Speech Detection Method Based on a Hybrid Attention Mechanism
[IEEE] 2026-3-24 | A Fast Analytical Method for No-Load Air Gap Flux Density and Voltage Estimation in Large Synchronous Generators
[IEEE] 2026-3-25 | New Input-to-State Stability Results by Revisiting Vector Halanay's Inequality
[IEEE] 2026-3-25 | Self-Adapting Federated Continual Learning With Gradient Causal Constraint for Fault Propagation Path Identification
[IEEE] 2026-3-25 | A High-sensitive and Fast-response MXene/GO Pressure Sensor for Low Pressure Sensing and Dynamic Threshold Voltage Regulation
[IEEE] 2026-3-25 | Spatio-Temporal Series Prediction Based on Multi-Objective Evolutionary Deep Convolutional Echo State Networks
[IEEE] 2026-3-25 | A Phaseless Source Reconstruction Method Based on Two-Stage Physics-Informed Neural Network
[IEEE] 2026-3-25 | Table of Contents
[IEEE] 2026-3-25 | IEEE Computer Society: Unleash Your Potential
[IEEE] 2026-3-24 | Robust and Accurate LiDAR SLAM in Complex Environments via Intensity-Enhanced Features
[IEEE] 2026-3-24 | Smartphone Applications in Environmental, Biological, and Pharmaceutical Colorimetric Analysis: A Review
[IEEE] 2026-3-25 | Smart Predict and Optimize: A Tutorial on End-to-End Optimization Resource Allocation for IoT Networks
[IEEE] 2026-3-25 | Secure performance of STAR-RIS aided networks with a full-duplex active eavesdropper
