[2026-03-12 09:31:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-11
正在获取论文...
[arXiv] 2026-03-11 | Effective Dataset Distillation for Spatio-Temporal Forecasting with Bi-dimensional Compression
[NO] 723/763 | The Kobayashi-Hitchin correspondence for nef and big classes
[NO] 724/763 | Spin Inertia as a Driver of Chaotic and High-Speed Ferromagnetic Domain Walls
[NO] 725/763 | Towards Modeling Situational Awareness Through Visual Attention in Clinical Simulations
[YES] 726/763 | Is this Idea Novel? An Automated Benchmark for Judgment of Research Ideas
[NO] 727/763 | GaLoRA: Parameter-Efficient Graph-Aware LLMs for Node Classification
[NO] 728/763 | Hybrid Self-evolving Structured Memory for GUI Agents
[NO] 729/763 | Quantum entanglement provides a competitive advantage in adversarial games
[NO] 730/763 | Frozen mode in coupled single-mode waveguides with gratings
[NO] 731/763 | On Utility Maximization under Multivariate Fake Stationary Affine Volterra Models
[NO] 732/763 | Realizing the Emery Model in Optical Lattices for Quantum Simulation of Cuprates and Nickelates
[NO] 733/763 | XMM-Newton Observation and Optical Monitoring of the Candidate Redback Millisecond Pulsar 1FGL J0523.5$-$2529
[NO] 734/763 | Blind mitigation of foreground-induced biases on primordial $B$ modes for ground-based CMB experiments
[NO] 735/763 | A Model-Based Restricted Shapley Value to Measure the Players' Contribution to Shot Actions in Football
[NO] 736/763 | Universality of Classically Trainable, Quantum-Deployed Boson-Sampling Generative Models
[NO] 737/763 | Bouncing singularities and thermal correlators on line defects
[NO] 738/763 | RCTs & Human Uplift Studies: Methodological Challenges and Practical Solutions for Frontier AI Evaluation
[NO] 739/763 | Too Vivid to Be Real? Benchmarking and Calibrating Generative Color Fidelity
[NO] 740/763 | Theory of Cell Body Lensing and Phototaxis Sign Reversal in "Eyeless" Mutants of $Chlamydomonas$
[NO] 741/763 | GroundCount: Grounding Vision-Language Models with Object Detection for Mitigating Counting Hallucinations
[NO] 742/763 | Violating the All-or-Nothing Picture of Local Charges in Non-Hermitian Bosonic Chains
[NO] 743/763 | Distortion Is Not Noise: On the Limits of the Kappa Model for Monostatic ISAC
[NO] 744/763 | Linear Readout of Neural Manifolds with Continuous Variables
[NO] 745/763 | Importance of nonlinear long-range electron-phonon interaction on the carrier mobility of anharmonic halide perovskites
[NO] 746/763 | When should we trust the annotation? Selective prediction for molecular structure retrieval from mass spectra
[NO] 747/763 | Hamiltonian formulation and matrix discretization for axisymmetric magnetohydrodynamics
[NO] 748/763 | Efficient construction of $\mathbb{Z}_2$ gauge-invariant bases for the Quantum Minimally Entangled Typical Thermal States algorithm
[NO] 749/763 | Lifelong Imitation Learning with Multimodal Latent Replay and Incremental Adjustment
[NO] 750/763 | Novel Architecture of RPA In Oral Cancer Lesion Detection
[NO] 751/763 | Preservation of F-convexity under the heat flow
[NO] 752/763 | Newly discovered Luminous blue variable candidates in M31 & M33
[NO] 753/763 | Algebra Structures of Multiple Eisenstein Series in Positive Characteristic
[NO] 754/763 | First Axion Search Results of the SUPAX Prototype Experiment
[NO] 755/763 | Packaging Jupyter notebooks as installable desktop apps using LabConstrictor
[NO] 756/763 | Need for Speed: Zero-Shot Depth Completion with Single-Step Diffusion
[NO] 757/763 | Long-range magnetic order with disordered spin orientations in a high-entropy antiferromagnet
[NO] 758/763 | Motion Forcing: A Decoupled Framework for Robust Video Generation in Motion Dynamics
[YES] 759/763 | Hybridlane: A Software Development Kit for Hybrid Continuous-Discrete Variable Quantum Computing
[NO] 760/763 | Polarization transfer force on ferroelectric domain walls
[NO] 761/763 | Geo-ADAPT-VQE: Quantum Information Metric-Aware Circuit Optimization for Quantum Chemistry
[NO] 762/763 | Ribbon concordance of fibered knots and compressions of surface homeomorphisms
[NO] 763/763 | Polymerized spacetime dynamics with multi-field source: unraveling the pre-inflationary Universe
筛选完成：共 763 篇；Yes = 32 篇；已保存到 papers/select_paper2026-03-11.json。
邮件发送成功！
[2026-03-12 10:06:24] 任务执行成功！
