[2026-03-24 09:42:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-23
正在获取论文...
[arXiv] 2026-03-23 | Dark energy and accelerating cosmological evolution in a Universe with a Weylian boundary
[IEEE] 2026-3-23 | Energy-Efficient User Grouping-Based Federated Learning with UAV Assistance
[IEEE] 2026-3-23 | ThermalTexture: Temperature-Integrated Surface Rendering Using Thermal Referral Induced by Texture Slip-Feedback
[IEEE] 2026-3-23 | IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems publication information
[IEEE] 2026-3-23 | Predefined-time convergence terminal sliding mode guidance laws against angle constraints
[IEEE] 2026-3-23 | Observer Sequence Analysis for High-Speed IPMSMs Sensorless Drive
[IEEE] 2026-3-23 | A Middle-Capacitor-free Two-Stage 48V to 1-1.2V Converter using Fixed 0.5 Duty-Cycle Switched-Capacitor
[IEEE] 2026-3-23 | Probabilistic Disaggregation of Behind-the-Meter PV Systems Using Conformal Prediction
[IEEE] 2026-3-23 | Suppressing Mobility Overestimation in Electrolyte-Gated Transistors Using an AC Small-Signal Method
[IEEE] 2026-3-23 | AI-Empowered Performance Optimization of Cooperative Perception for Connected and Automated Vehicles
[IEEE] 2026-3-23 | Dark-EvGS: Event Camera as an Eye for Radiance Field in the Dark_supp1-3674360.pdf
[IEEE] 2026-3-23 | Real-Time Rail Potential Regulation in Flexible DC Traction Power Systems Based on a Physical-Meaning-Inspired Optimization Algorithm
[IEEE] 2026-3-23 | A Multi-Device Ground-Air Collaborative Path Planning Method with Hierarchical Architecture Based on Search-Enhanced Walrus Optimizer
[IEEE] 2026-3-23 | Fog-Enabled IoT for Biomedical Imaging: A Comprehensive Review with Deep Learning Perspectives
[IEEE] 2026-3-23 | ReplayOpt: Optimizer-State Replay to Resolve Critical-Path Bottlenecks in Offloaded Training
[IEEE] 2026-3-23 | Research on high-order Vese Osher model based on partial differential equation and its application in planetary gearbox fault diagnosis
[IEEE] 2026-3-23 | Surface estimation of translucent materials: an application to fabric digitization_supp1-3676259.pdf
[IEEE] 2026-3-23 | Severity of Diabetic Foot Ulcer Patients Prediction using a Hybrid and Machine Learning Techniques
[IEEE] 2026-3-23 | Advancements in Design and Testing of IDRA, a Modular Inflatable Robotic Arm for Space Applications
[IEEE] 2026-3-23 | Neural Network-Based Prediction of Inter-Area Mode Parameters from Bus Voltage Phasors
[IEEE] 2026-3-23 | Comparison of Active Frequency and Voltage Support Capabilities of Grid-Forming and Grid-Following Converters
[IEEE] 2026-3-23 | Enhancing Machining Performance of AISI 1018 Steel in EDM Using Axial Magnetic Field Assistance: A Taguchi-Based Experimental Study
[IEEE] 2026-3-23 | Security Defense of False Data Injection Attacks for Frequency Stability of Wind Farms Based on Tube Model Predictive Control
[IEEE] 2026-3-23 | A Flash of Insight: Real-Time Meteor Shower Classification with Machine Learning
[IEEE] 2026-3-23 | Analysis of Models for Building Dependency Parsing in Agglutinative Languages
[IEEE] 2026-3-23 | Research on cross-vendor interoperable three-terminal differential protection synchronization technology
[IEEE] 2026-3-23 | Blockchain-Enabled AI Architecture for Secure Patient Data Management and Trustworthy Healthcare Analytics
[IEEE] 2026-3-23 | Renewable Energy Resource Management Using Deep Learning in Smart Grids
[IEEE] 2026-3-23 | NFT Based Loyalty Program framework using Polygon CDK
[IEEE] 2026-3-23 | AI-Powered System for Evaluating Water Potability and Air Quality Index Using Environmental Datasets
[IEEE] 2026-3-23 | Trajectory Optimisation Solver for Active Trajectory Control of Model Rocket
[IEEE] 2026-3-23 | Research on Data Processing Methods for Transmission Line Icing Monitoring
[IEEE] 2026-3-23 | Infrared Eye Tracking: Unlocking Communication Pathways for Coma Patients
[IEEE] 2026-3-23 | A Smooth Mode Switching Strategy Between Grid-forming and Grid-following Controls
[IEEE] 2026-3-23 | Detecting DDPM-Manipulated Medical Images Using Contrastive Learning-based Pre-Training
[IEEE] 2026-3-23 | A Machine Learning Framework for Early Dysgraphia Screening and Support Through Handwriting
[IEEE] 2026-3-23 | The Evolution of Text Summarization: Advancements and Challenges in Low-Resource Languages
[IEEE] 2026-3-23 | Multi-parameter Fusion Diagnosis and Maintenance Optimization for Electricity Metering Terminals Based on Deep Reinforcement Learning
[IEEE] 2026-3-23 | Image Feature Extraction for Sensory Pathway Analysis in AI-Generated Virtual Influencer Content
[IEEE] 2026-3-23 | Carbon Emission Allocation Strategy for Power System Source-Load Based on System Dynamics
[IEEE] 2026-3-23 | Sliding-Window Spectrum Interpolation FFT for Real-Time Harmonic Estimation in Smart Metering Applications
[IEEE] 2026-3-23 | Autonomous Legged Mobile Manipulation for Lunar Surface Operations via Constrained Reinforcement Learning*
[IEEE] 2026-3-23 | Electromechanical Transient Modeling of Grid-Forming Converters with Fault Current Limiting Strategy
[IEEE] 2026-3-23 | Predicting Caloric Intake based on Rice Consumption and Age Demographics using Machine Learning Algorithm
[IEEE] 2026-3-23 | A One-Stage CNN Object Detection Framework for Automated Classification of Otoscopic Ear Diseases
[IEEE] 2026-3-23 | Research and Application of Early Warning Method for Jamming Fault of Steam Turbine Inlet Valves in New Power System
[IEEE] 2026-3-23 | ResUNet-X: Next-Generation Residual U-Net for Accurate Cardiac Imaging
[IEEE] 2026-3-23 | Spiking Neural Networks Outperform Convolutional Models in Voice-Based Heart Failure Detection
[IEEE] 2026-3-23 | HygioFog: A Fog Based Hand Sanitization System with Hand Surface Contamination Detection
[IEEE] 2026-3-23 | Performance Analysis of Incremental Relaying based Underlay Cognitive NOMA Networks with Partial Relay Selection
[IEEE] 2026-3-23 | A Novel Hybrid Graph-Attention Summarization with Adaptive Ranking
[IEEE] 2026-3-23 | Study on Foam Jet Range of Compressed Air Foam Monitors Under Wind Effects for Power System Fire Protection Scenarios
[IEEE] 2026-3-23 | Robotic push-based self-assembly of hexagonal tiles for space applications
[IEEE] 2026-3-23 | Prediction Model of Energy Economic Operation Based on Multi-source Big Data Fusion and Deep Learning
[IEEE] 2026-3-23 | Searching Voltage Security Region Boundary of Power Systems Utilizing Holomorphic Embedding Method
[IEEE] 2026-3-23 | A View-Specific Few-Shot Comparison of Capsule Networks and Standard CNN Backbones on INbreast Mammography
[IEEE] 2026-3-23 | Deep Learning Warm Starts for Trajectory Optimization on the International Space Station
[IEEE] 2026-3-23 | Deep Learning Architecture for Land-Cover Satellite Image Classification using Transfer Learning
[IEEE] 2026-3-23 | From Decarbonization to Health Risks: Linking Renewable Energy Transition, Heatwave and Urban Health Resilience
[IEEE] 2026-3-23 | Hybrid STAR-RIS-Assisted Short Packet ISAC Systems: Transmission Paradigm and Resource Optimization
[IEEE] 2026-3-23 | Ontology Engineering Framework for Space Systems Data Repository
[IEEE] 2026-3-23 | Evaluating the Effectiveness of Q-Learning in Ant Colony Optimization for the Traveling Salesman Problem
[IEEE] 2026-3-23 | Unilateral Assistance Using a Lightweight and Back-drivable Hip Exoskeleton
[IEEE] 2026-3-23 | Contrastive Learning for Modeling Sensitive Attributes in Fairness-Aware Recommendation
[IEEE] 2026-3-23 | Non-Contact Enhanced Photoacoustic C
                    <sub>2</sub>
                    H
                    <sub>2</sub>
                    Gas Sensor Based On Multiple excitation
[IEEE] 2026-3-23 | Power Quality Improvement in Nonlinear Lighting Load Applications Using Shunt Active Power Filter Control
[IEEE] 2026-3-23 | Fingerprinting Localization based on Super Resolution CSI Features
[IEEE] 2026-3-23 | Multi-Source Assessment of Machine Learning Models and Atmospheric Correction Products for Chlorophyll- Retrieval in Meso&amp;#x2011;Eutrophic Waters: Application to Hamilton Harbour, an Area of Concern in Lake Ontario, Canada_supp1-3676135.docx
[IEEE] 2026-3-23 | Agile Flight Through Tilted Spaces Using a Single-Servo Tilt-Rotor Quadrotor
[IEEE] 2026-3-23 | Research on Human Action Recognition Based on WiFi CSI Using Improved Parallel Neural Network
[IEEE] 2026-3-23 | TalkingEyes: Pluralistic Speech-Driven 3D Eye Gaze Animation_supp2-3674699.mp4
[IEEE] 2026-3-23 | Surface Offsetting: A Survey from Geometric Construction to Neural Implicit Representations
[IEEE] 2026-3-23 | Are They All Good? Evaluating the Quality of CoTs in LLM-based Code Generation
[IEEE] 2026-3-23 | Optimal Power Allocation Strategy for Hydrogen Production System of ALK-PEM Electrolyzer Considering Second-level Response Characteristics
[IEEE] 2026-3-23 | Self-Supervised Contrastive Learning for Remote Detection of Early Parkinson's Disease by Mobile Phone Digital Biomarkers
[IEEE] 2026-3-23 | PTAN: Probability-Aware Topological Adaptive Navigation for Mobile Robots in Human-Dense Dynamic Environments
[IEEE] 2026-3-23 | Graph Neural Networks for Diffusion and Aggregation in Wireless Federated Learning
[IEEE] 2026-3-23 | IConSCEPT 2025 Breaker Page
[IEEE] 2026-3-23 | Future Directions of CPR Training: Synergy between Markerless AR and Medical Education
[IEEE] 2026-3-23 | On the Role of Aggregation Operators in Deployment of Federated Learning
[IEEE] 2026-3-23 | Multi-Agent Video Intelligent System for Educational and Archival Video Analysis
[IEEE] 2026-3-23 | Curriculum-based Reinforcement Learning for Flexibility Evaluation in Buildings
[IEEE] 2026-3-23 | Simulating Quantum Teleportation Circuits with RXX(π/2) Gates for Efficient Qubit Transfer
[IEEE] 2026-3-23 | A Fuzzy Chance Constrained Feasible Region Projection Method for Distribution Systems
[IEEE] 2026-3-23 | A Deep Learning Approach Using ConvNeXt-Tiny and EfficientNetV2-B0 for Multi-Fruit Quality Prediction
[IEEE] 2026-3-23 | A Deep Residual Attention U-Net For Robust Retinal Vessel Segmentation
[IEEE] 2026-3-23 | Mobility test means of the MMX Rover IDEFIX at DLR – Prototypix
[IEEE] 2026-3-23 | Left atrial appendage Enhancement in Transoesophageal echocardiography images through Physics-Informed Neural Networks (PINNs)
[IEEE] 2026-3-23 | Virtual Production for Hardware-in-the-Loop Vision-based Orbital Navigation Experiments
[IEEE] 2026-3-23 | Spatial Flood Risk Assessment for EV Charging Infrastructure in England
[IEEE] 2026-3-23 | Grid-Forming Control for Multiterminal MMC-MTDC Systems Integrating Hydropower
[IEEE] 2026-3-23 | Harmonic Source Localization for Distribution Networks with Network Parameter Uncertainty
[IEEE] 2026-3-23 | 3D Manifestation of the Positions for a Cricketer with Pose Matrix
[IEEE] 2026-3-23 | Classification of Obfuscated Privacy Malware using Deep Learning and Machine Learning Techniques
[IEEE] 2026-3-23 | Simulating Interconnected Electricity and Carbon Markets: A CVAE-Based Multi-Agent Framework
[IEEE] 2026-3-23 | Study on optimised energy storage allocation strategy based on improved VMD decomposition with multi-objective grey wolf optimisation
[IEEE] 2026-3-23 | Distribution Power Network Reconfiguration with Queued EV Support: Deep Reinforcement Learning for V2G Scheduling under Uncertainty
[IEEE] 2026-3-23 | BiLSTM-Based Reconstruction of ECG Waveforms from 24 GHz Continuous-Wave Radar Signal
[IEEE] 2026-3-23 | Real Face Foundation Models for Generalized Synthetic Media Detection
[IEEE] 2026-3-23 | Design of a High-Performance Iterative Barrett Modular Multiplier for Cryptographic Applications
[IEEE] 2026-3-23 | Engagement-Aware Churn Prediction for OTT Platforms: A Comparative Analysis of ML and DL Approaches
[IEEE] 2026-3-23 | A Framework for Extending SysMLv2 Views and Viewpoints to Non-Modelers in Agile System Developments
[IEEE] 2026-3-23 | A Hardware-Realistic Quantum Web Protocol with Blockchain-Mediated Trust and Verifiable Security Metrics
[IEEE] 2026-3-23 | Multi energy flow comprehensive collaborative optimization scheme for building energy microgrid
[IEEE] 2026-3-23 | Integrated Wind-PV-Thermal-Storage Energy System: Synergistic Operation and Benefit Evaluation with EC-BEST Ultra-Supercritical Units
[IEEE] 2026-3-23 | The DLR Autonomous Navigation for the MMX Rover Under Phobos Environmental Influences: Illumination, Temperature, and Radiation
[IEEE] 2026-3-23 | Coordinated Control of Onshore Green Hydrogen Hubs for Grid Frequency and Voltage Support
[IEEE] 2026-3-23 | Frequency Security-Enhanced Day-Ahead Dispatching Method for Networked Microgrids with Mobile Energy Storage Systems
[IEEE] 2026-3-23 | A Power Regulation Method for High-Energy-Consuming Electrolytic Lead Loads Participating in Power Grid Demand Response
[IEEE] 2026-3-23 | TriMiX: An Interpretable Machine Learning Pipeline for Tri-Class Motor Imagery EEG Classification for Clinical Brain Computer Interfaces
[IEEE] 2026-3-23 | Designing an application for Chronic kidney disease (CKD) prediction
[IEEE] 2026-3-23 | Few-Shot Battery State-of-Health Estimation via Meta-Learning and Cross-Domain Adaptation
[IEEE] 2026-3-23 | Electric load forecasting using PCC-RFE-GCRA-LSTM model
[IEEE] 2026-3-23 | Stochastic Damping Optimization for MTDC Systems Considering Wind Power Uncertainty
[IEEE] 2026-3-23 | A Multi-Metric Trade-Off Framework for AI Model Selection for Diagnosis and Prognosis in Predictive Maintenance
[IEEE] 2026-3-23 | An Efficient VLSI Design Model using Alpha-Beta Filtering and RTree-based Fast Preprocessing with Deep Reinforcement Learning Algorithm
[IEEE] 2026-3-23 | Tapered Slot Loaded Patch Antenna for Superficial Skin Cancer Treatment
[IEEE] 2026-3-23 | Design of AI-Based Integrated Swarm Robotics for Autonomous Farming Operations
[IEEE] 2026-3-23 | AuditGPT: Automated Financial Auditing and Regulatory Compliance Checks using LLMs
[IEEE] 2026-3-23 | Multi-Period Interaction Networks: Enhancing Deep Time Series Forecasting Under Complex Seasonality
[IEEE] 2026-3-23 | A Multi-Scenario Prediction Study on Data Center Energy Consumption Integrating Dual-Path Modeling and Regional Decomposition Mechanisms
[IEEE] 2026-3-23 | Detection of Cloud-Based Intrusions Using Optimized Neural Networks for Data Transmission
[IEEE] 2026-3-23 | A Deduction Method for the Peak Shaving Market Price Considering the Interaction of Industrial Users
[IEEE] 2026-3-23 | Automated Retinal Image Analysis for Early Detection of Eye Disorders
[IEEE] 2026-3-23 | AI Transformer based Lung Cancer Detection and Malignancy Prediction Using CT Scan
[IEEE] 2026-3-23 | A Study on the Constant-Current/Constant-Voltage Output Characteristics of a Lithium Battery Wireless Charging System Based on the LCC-S Compensation Topology
[IEEE] 2026-3-23 | Hybrid Legal BERT and Rule Engine Model for Compliance Monitoring in Financial Regulatory Frameworks
[IEEE] 2026-3-23 | A Modular AI-Powered CCTV Surveillance Architecture for Action Recognition and Decision Support
[IEEE] 2026-3-23 | Two-Stage CNN-Based Pose Estimation for Uncooperative Axisymmetric Spacecraft
[IEEE] 2026-3-23 | High Isolation Based 2-Port MIMO Antenna for X, K,Ku, and Ka bands for 5G and mm-wave Application
[IEEE] 2026-3-23 | Enhancing Data Privacy in Financial Fraud Detection based on Encryption Techniques for Securing Credit Card Transactions
[IEEE] 2026-3-23 | Automated Ocular Disease Screening using Machine Learning and Deep CNN Architectures: Implications for U.S. Ophthalmic Care
[IEEE] 2026-3-23 | Distributed Online Constrained Convex Optimization With Compressed Communication_supp1-3676217.pdf
[IEEE] 2026-3-23 | Black-Box Attacks on DOA Estimation
[IEEE] 2026-3-23 | Stability Degradation Induced by Angle–Voltage Coupling in Power Systems: Bode-Type Fundamental Performance Limitation Analysis
[IEEE] 2026-3-23 | Analyzing of Stable Operating Regions and Adaptive Suppression Strategy for Low-Frequency Oscillations in PMSG-Based Wind Power Systems
