[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[IEEE] 2026-4-16 | A 129FPS Full HD Real-Time Accelerator for 3D Gaussian Splatting
[IEEE] 2026-4-16 | Combining Lightweight and Post-Quantum Cryptography with Physically Unclonable Functions for Secure In-Vehicle Communications
[IEEE] 2026-4-17 | DECOR+: Energy-Balanced Representation Enhancement for Long-Tailed Remote Sensing Scene Recognition
[IEEE] 2026-4-17 | Lateral Dynamics Modeling and Analysis in Electric Vehicles according to the Battery Pack Arrangement
[IEEE] 2026-4-16 | Dynamic Uncertainty-aware Multimodal Fusion for Outdoor Health Monitoring
[IEEE] 2026-4-17 | Spatial Distribution of Impulse Bandwidth of a Graphene/Silicon Schottky Photodetector_supp1-3684821.docx
[IEEE] 2026-4-17 | IEEE Vehicular Technology Society Information
[IEEE] 2026-4-17 | MFEFNet: An Efficient Network for Infrared Small Target Detection with Multi-View Feature Extraction and Multi-Scale Attention Fusion
[IEEE] 2026-4-16 | ADiP: Adaptive-Precision Systolic Array for Matrix Multiplication Acceleration
[IEEE] 2026-4-16 | SSPF-Net: Learning Organ Shape-aware and Self-calibration Prototypes for Few-shot Medical Image Segmentation
[IEEE] 2026-4-17 | TacMan-Turbo: Proactive Tactile Control for Robust and Efficient Articulated Object Manipulation_supp4-3683863.mp4
[IEEE] 2026-4-17 | TacMan-Turbo: Proactive Tactile Control for Robust and Efficient Articulated Object Manipulation_supp1-3683863.mp4
[IEEE] 2026-4-17 | AI-Tuned Smart Potentiometric based Sensor for Chloride Concentration Assessment in Sweat
[IEEE] 2026-4-16 | Energy-Balanced Routing for Hybrid Optical-Wireless Networks Using Enhanced Ant Colony Optimization
[IEEE] 2026-4-16 | Identifying Key Determinants of Stunting Prevalence in East Nusa Tenggara Using Multiview Fuzzy C-Means Clustering
[IEEE] 2026-4-16 | A Digital Twin Architecture for Cybernetic Event Processing for an Academic Project-Based Learning (PBL) Environment
[IEEE] 2026-4-16 | Pre-Harvest Prediction of Fruits with Deep Learning Techniques
[IEEE] 2026-4-16 | Multilevel Confirmatory Factor Analysis for Modelling the Determinants of Malnutrition Among Under-Five Children in Indonesia
[IEEE] 2026-4-16 | Joint Detection and Motion Estimation Via Machine Learning in Single-Antenna FMCW Radar
[IEEE] 2026-4-16 | EEG-Based Emotion Classification Using Wavelet Features Extraction and a Hybrid CNN-Mamba
[IEEE] 2026-4-16 | From Earth to Algorithm: Enhancing Soil Quality with AI
[IEEE] 2026-4-16 | Architectural Evolution of a RAG System for Preliminary Blood Test Interpretation in Portuguese
[IEEE] 2026-4-16 | Physical Validation of Single Sensor Thermal Model Using Special Layout Analysis for Cooling Effectiveness Quantification
[IEEE] 2026-4-16 | Anticipating Crypto Success: An XAI Framework for Early-Stage Token Viability Using Deployment Features
[IEEE] 2026-4-16 | Comparative Study on the Transition from Neural Networks to Erudition Automata
[IEEE] 2026-4-16 | Effectiveness of Slow-Paced Serious Puzzle Game on Generalized Anxiety Disorder: Heart Rate Monitoring Biofeedback and User Experience
[IEEE] 2026-4-16 | A Review of AI Application in Circular Economy for Sustainability in the Energy Sector
[IEEE] 2026-4-16 | Blockchain Technology in Digital Governance: A Comprehensive Framework for Decentralized Public Administration
[IEEE] 2026-4-16 | Blockchain Interoperability in Supply Chains: A Systematic Literature Review of Benefits, Challenges, and Key Success Factors
[IEEE] 2026-4-16 | Leveraging Big Data Analytics for Childhood Obesity Research: The BIO-STREAMS European Digital Infrastructure
[IEEE] 2026-4-16 | EyeQ: Smart Cloud Vision System for Automated Recognition and Analytics Using Machine Intelligence
[IEEE] 2026-4-16 | Dual-Threshold Association Strategy for Enhancing UAV-Based Object Tracking with OC-SORT: A Lightweight Approach for Real-Time UAV Multi-Object Tracking
[IEEE] 2026-4-16 | Comparison of 3D Web Development Frameworks for Ground Motion Simulation in a Virtual 3D Environment
[IEEE] 2026-4-16 | Real Time Deepfake Detection System Using MobileNetV1
[IEEE] 2026-4-16 | Ensemble Machine Learning for Peanut Yield Prediction from Weather Variables in Georgia (USA)
[IEEE] 2026-4-16 | Deep Learning-Based Comparison of YOLOv8 and EfficientNetB0 for Plant Disease Detection and Classification
[IEEE] 2026-4-16 | Towards Physics-Informed Neural Networks (PINN) for EEG Source Localization: Finite Element Head Model Development and Data Generation
[IEEE] 2026-4-16 | Deep Learning Based Bus Occupancy Forecasting for Intelligent Public Transport Management
[IEEE] 2026-4-16 | Proactive Collision Avoidance and Traffic Management via Sensor Fusion and V2V Communication
[IEEE] 2026-4-16 | AI Based Face Emotion Recognition and Mood Mapping Interface
[IEEE] 2026-4-16 | IoT-Based Water Metering System for Sustainability in Arid Regions
[IEEE] 2026-4-16 | Data-Driven Evaluation of Seismic Fragility through ANN-Based PSDMs Trained on Structural Configuration Variables
[IEEE] 2026-4-16 | Federated Learning for Multi Institutional Pancreatic Tumor Segmentation with Robust Domain Generalization
[IEEE] 2026-4-16 | Gamified Code Clash Platform for C Language
[IEEE] 2026-4-16 | UV-Vis Spectroscopic Analysis of Gold Nanoparticles: Unveiling the Impact of Synthesis Parameters on Absorbance and FWHM
[IEEE] 2026-4-16 | Performance Evaluation of Electric Vehicles Using Single-Speed and Continuously Variable Transmissions
[IEEE] 2026-4-16 | IMFM-GNN: Interpretable Multimodel GNN Via Fourier-Markov Dynamics for Community Detection in Sustainable Energy Networks
[IEEE] 2026-4-16 | Integrated 4D Clinical Computational Taxonomy and Translation Roadmap for GAN-Based MRI Super-Resolution
[IEEE] 2026-4-16 | Classification of Manufacturing Companies' Financial Report Performance Using Machine Learning
[IEEE] 2026-4-16 | Malicious Web Page Detection: A Comparative Analysis of Machine Learning with Geospatial Features
[IEEE] 2026-4-16 | Aggressive Behaviour Detection Using CNNs for Violence and Non-Violence Classification
[IEEE] 2026-4-16 | Not Just Copper: Unveiling the Strong Performance of Steel Grounding Systems
[IEEE] 2026-4-16 | LSTM-Enhanced MADDPG Approach for Adversarial Agents in Security Simulation Training
[IEEE] 2026-4-16 | Reliability of Deep Neural Network Models in Large-Scale Federated Learning Implementations
[IEEE] 2026-4-16 | An Integrated Framework for Pose Extraction and Tracking in Parent-Child Interaction Research
[IEEE] 2026-4-16 | Developing a Participation Mapping Framework (PMF) for Ethical and Inclusive Smart City Governance
[IEEE] 2026-4-16 | Automated Chemical Component Identification of Inorganic Salt Drying Patterns Using Deep Learning
[IEEE] 2026-4-16 | PSO-Driven Optimization of Interleaved Landsman Converter for Efficient Hybrid Energy Management
[IEEE] 2026-4-16 | Shaking Stimulation Enhances Postural Stability in Older Adults with Comparative Effects of 5- and 10-Minute Protocols and Underlying Mechanisms
[IEEE] 2026-4-16 | Balanced K-Means with One-Swap for User Grouping in NOMA
[IEEE] 2026-4-16 | Design and Analysis of Geometrically Symmetrical Rectangular Patch Antenna with Circular Slots for Sub-6 Ghz 5G Nr (N79) Band and IEEE 802.11 AC Wi-Fi Applications: A Fractal Approach
[IEEE] 2026-4-16 | Cross-Domain Detection of AI-Generated Songs: Benchmarking Encoder Models on Bahasa Indonesia
[IEEE] 2026-4-16 | Development of Internet of Things (IoT)-Based Electrical Parameter Monitoring System on Automatic Voltage Regulators Using Fuzzy Methods
[IEEE] 2026-4-16 | Rice Plant Disease Identification Using YOLOv8s with C2f-CBAM Backbone and Multi-Scale Attention
[IEEE] 2026-4-16 | Cybersecurity Awareness in Mobile Banking: Users' Perception of Risks and Data Protection in the Greater Jakarta Area
[IEEE] 2026-4-16 | An Edge AIoT Framework with Temporal Convolutional Networks for Site-Specific Fertilizer Recommendation: A Simulation Study using IoT-Based Field Data
[IEEE] 2026-4-16 | Valorization of Reverse Osmosis Brine into Mg-Al LDH Adsorbents for Dye Wastewater Treatment
[IEEE] 2026-4-16 | Preliminary Computational Analysis of the Lignin Peroxidase H8 Isozyme Structure of Phanerochaete Chrysosporium Reveals Instability in Disulfide Bonds in the Wild-Type Tertiary Conformation
[IEEE] 2026-4-16 | Artificial Intelligence in Omani Public Schools: Challenges and Strategies for Effective Educational Administration
[IEEE] 2026-4-16 | Numerical Investigation of Horizontal Fin Length Effect on the Thermal Performance of a Trombe Wall
[IEEE] 2026-4-16 | Intelligent Sensors and IoT-Driven Approach for Automated Water Quality Analysis &amp; Segregation
[IEEE] 2026-4-16 | Message from the Chairman
[IEEE] 2026-4-16 | Foreword
[IEEE] 2026-4-16 | Endogenous Intelligence in Electro-Hydraulic Control Systems: A Flow-Based Framework for External-Sensorless Perception and Control
[IEEE] 2026-4-16 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[IEEE] 2026-4-16 | IEEE Computer Society Grants for Emerging Technology Activities
[IEEE] 2026-4-16 | DAUNet: A Lightweight UNet Variant with Deformable Convolutions and Parameter-Free Attention for Medical Image Segmentation
[IEEE] 2026-4-16 | An Accurate Sea Ice Identification Method for Chinese FY-3F MERSI-III Based on Fuzzy C-Means Clustering
[IEEE] 2026-4-16 | PoTable: Towards Systematic Thinking via Plan-then-Execute Stage Reasoning on Tables
[IEEE] 2026-4-16 | Editorial Special Issue on ICWOC 2025
[IEEE] 2026-4-16 | Back Cover
[IEEE] 2026-4-16 | Index
[IEEE] 2026-4-16 | Bayesian Active Learning with Polynomial Chaos Expanded Gaussian Process
[IEEE] 2026-4-16 | Cybersecurity Compliance for Operational Technology using Large Language Models
[IEEE] 2026-4-17 | 2026 IEEE 27th Latin American Test Symposium (LATS)
[IEEE] 2026-4-16 | Defending against Patch-Based and Texture-Based Adversarial Attacks with Spectral Decomposition
[IEEE] 2026-4-17 | A Novel Design of Pulsed Magnet for Repetitive Magnetic Field
[IEEE] 2026-4-16 | Learning When and How to Update Memory for Video Object Segmentation
[IEEE] 2026-4-16 | The Sliding Truncation Matched Filter for Periodic Pulse Interference Mitigation in Spaceborne SAR
[IEEE] 2026-4-16 | CGM
                    <sup>2</sup>
                    Net: Cloud-Guided Mamba-Based Multitask Network for Multimodal Remote Sensing Semantic Segmentation and Cloud Removal
[IEEE] 2026-4-17 | PrivTI: Efficient End-to-End Privacy-Preserving Inference for Transformer-based Models in MLaaS
[IEEE] 2026-4-16 | A 95.3% Efficiency APT/AET/SPT Multimode Multiband CMOS/GaN Envelope Tracking for 6G-Oriented Systems
[IEEE] 2026-4-17 | Table of Contents
[IEEE] 2026-4-16 | Low Loss and EMI Noise Split-Gate Trench IGBT with Self-Powered Voltage Source
[IEEE] 2026-4-17 | Covert Communication in Federated Learning
[IEEE] 2026-4-16 | WFCDCLIP: A CLIP-Based Framework for Weakly Supervised Farmland Change Detection
[IEEE] 2026-4-16 | From a Glance to a Boundary: Uncertainty-Aware Distillation for Glance-Supervised Video Moment Localization
[IEEE] 2026-4-16 | Charge Redistribution Loss Suppression and Phase Current Balancing Control for 48-V Two-Stage Multiphase Switched-Capacitor Converter
[IEEE] 2026-4-16 | Robust and Secure Active IRS-aided Covert Multiuser MIMO Communications with a Multi-antenna Energy-harvesting Eavesdropper
[IEEE] 2026-4-17 | A Lightweight Hybrid Deep Learning Model with Squeeze-And-Excitation for Big Energy Data Analytics in Smart Homes
[IEEE] 2026-4-17 | Detection of Human Trafficking Risks Using Machine Learning
[IEEE] 2026-4-17 | Enhancing Wireless Guitar Audio Signal Transmission Using a Flexible Metamaterial-Based Frequency Selective Surface
[IEEE] 2026-4-17 | Design and Performance Analysis of Energy-Efficient Atmospheric Water Generators for Standalone Applications
[IEEE] 2026-4-17 | On Addressing Bias and Fairness in Large Language Models for Responsible Innovation in Gender Contexts
[IEEE] 2026-4-17 | Improving Patent Document Retrieval with Customized Large Language Model
[IEEE] 2026-4-17 | Self-Detection of Diabetic Foot Ulcer Using Thermography and Deep Learning
[IEEE] 2026-4-17 | A Cryptographically-Linked Metadata Schema for Academic Credential Interoperability: The ILMEQ Model
[IEEE] 2026-4-17 | 5G-NR Resource Management in Multi-Orbit Non-Terrestrial Systems with Multi-Connectivity
[IEEE] 2026-4-16 | Reliability Analysis of IGZO Thin Film Transistor for Wearable Biosensing Applications
[IEEE] 2026-4-16 | Performance Analysis of Space Satellite Communication System Based on Single-Photon Detectors
[IEEE] 2026-4-16 | Enhancing Spectral Efficiency and Resilience in SAGIN-ITS: An IRS-Assisted Semantic Offloading Framework
[IEEE] 2026-4-16 | The Log-∝μ Fading Model
[IEEE] 2026-4-17 | An Electrolytic-Capacitorless Integrated LDC/V2L Converter for Hybrid Electric Vehicles
[IEEE] 2026-4-17 | Forward-Secure Identity-Based Signcryption with Equality Test for Social Recommendation on Smart IoT Devices
[IEEE] 2026-4-16 | QUBO Simplification by Singular Value Decomposition and Coefficient Elimination for Ising Machines
[IEEE] 2026-4-16 | Systematic Evidence of Progressive Workflow Discontinuities in CubeSat Microstrip Antenna Design: From Electromagnetic Optimization to System Integration
[IEEE] 2026-4-16 | Interpretable Deep Learning in Dermoscopy: An XAI-Driven Ensemble for Skin Lesion Diagnosis
[IEEE] 2026-4-16 | Intra-Group Individual Item Fairness-aware Recommendation
[IEEE] 2026-4-17 | Vegetation Health Prediction Using RGB Images from UAV with Deep Learning
[IEEE] 2026-4-17 | Decentralized Real-Time Train-to-Grid Control by Smoothly Homotopic Trajectory Transition
[IEEE] 2026-4-17 | Rep-MMB: Bridging Mobile CNN and Transformer for Sensor-Based Human Activity Recognition
[IEEE] 2026-4-17 | Supraharmonic Measurement Based on Windowed Compressive Sensing and Orthogonal Matching Pursuit
[IEEE] 2026-4-16 | DPSCS-Net: Dynamic Path Selection and Compressed Sensing Unfolding Network for ISAR Imaging
[IEEE] 2026-4-16 | Graph Percolation as Decision Threshold for Risk Management in Cross-Country Thermal Soaring
[IEEE] 2026-4-16 | HSCKBase: A Robust Hierarchical Federated Learning Framework for Semantic Communication Knowledge Base in Regionalized Service Scenarios
[ACM] 2026-4-16 | How Secure is a High-Performance RISC-V Core? A Spectre V1 Case Study on XiangShan Open-Source CPU
[IEEE] 2026-4-16 | 2025 II International Congress of Engineering with a Social Sense (CIISS)
[IEEE] 2026-4-16 | Byzantine-Robust Asynchronous Federated Learning via Feature Fingerprinting
[IEEE] 2026-4-16 | ACDSA 2026 Attendee List
[IEEE] 2026-4-16 | QoE-ensured DDoS Mitigation in NOMA-assisted Edge Computing: A Game-theoretical Approach
[IEEE] 2026-4-16 | A Polarized Thin-Film Optical Model Based on Dual-Beam Interference for Quantitative Characterization of Marine Oil Films
[IEEE] 2026-4-16 | Baseline Design Method of GB-TomoArcSAR Based on Coding Optimization
[IEEE] 2026-4-16 | An Adaptive Global-Local Collaborative Encoding-Decoding Network for Remote Sensing Change Detection
[IEEE] 2026-4-16 | IEEE TechDefense 2025 in Rome, Italy
[IEEE] 2026-4-16 | Metaverse-New Platform for Digital Marketing to Target Generation Z
[IEEE] 2026-4-16 | CNNs, Transformers, and Beyond: AI Models for Crop Disease Detection - A Review
[IEEE] 2026-4-16 | Teachers' Perceptions and Challenges in Utilizing ChatGPT Basis for Developing a Training Program
[IEEE] 2026-4-16 | Lightweight Interpretable CNN for Four-Class Lung Lesion Classification on CT
[IEEE] 2026-4-16 | Enhancing Ethereum Smart Contract Security: A Novel Slither-Based Static Analysis Framework
[IEEE] 2026-4-16 | Leveraging AutoML and Agentic AI for Graduate University Admission Forecasting
[IEEE] 2026-4-16 | Research on VMD Optimized Signal Processing Method Based on Tornado Optimization Algorithm
[IEEE] 2026-4-16 | Digital Twin-Enabled Intelligent Battery Health Management System for Electric Vehicles
[IEEE] 2026-4-16 | Transforming Information Retrieval with AI: Semantic, Neural, and Multimodal Approaches
[ACM] 2026-4-16 | Ambient Frictions: Place-conscious Frictions to Foster Intentional Technology Use
[IEEE] 2026-4-16 | A Multimodel Approach to Brain Stroke Risk Analysis Using Medical Imaging
[IEEE] 2026-4-16 | A Pilot Study for Real-Time Hunger Detection Based on EEG Signals and Visual ERPs
[IEEE] 2026-4-16 | Requirements Engineering with Generative AI: Improving Requirements Development Efficiency with Structured Prompt Technique (SPT)
