[2026-03-13 09:27:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-12
正在获取论文...
[arXiv] 2026-03-12 | Rediscussion of eclipsing binaries. Paper XXIX. The F-type twin system BS Draconis
[IEEE] 2026-3-12 | LAURA: LLM-Assisted UAV Routing for AoI Minimization
[IEEE] 2026-3-12 | Research on Vibration Characteristics of Amorphous Alloy Three-Dimensional Wound Core Transformer Considering Insulating Oil
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | CAIT 2025 TOC
[ACM] 2026-3-12 | Developing and Evaluating Ecologically Valid Study Tasks to Investigate Human-Robot Teaming
[ACM] 2026-3-12 | When Imagination Meets Reality: Embodiment Order Effects in Human-Robot Interaction
[IEEE] 2026-3-12 | Reinforcement Learning-Based Prescribed Performance Tracking Control for Autonomous Vehicles with Input Saturation and State Constraints
[IEEE] 2026-3-12 | Operational Space of Solid-State Amplifiers and Matching Network Performance in the NBTF RF System
[IEEE] 2026-3-12 | Phonocardiogram Classification through Averaging Transforms and Domain-Balanced Cross-Mix Approaches
[IEEE] 2026-3-12 | Revealing the Dual Impact of Data Elements on Supply Chain Risk via Supply Chain Configuration
[ACM] 2026-3-12 | The Importance of Exposure to Robotics and Its Future for Nursing Education
[IEEE] 2026-3-12 | DACESR: Degradation-Aware Conditional Embedding for Real-World Image Super-Resolution
[IEEE] 2026-3-12 | NESS-Net: An NAMLab Edge-Guided and Scribble-Supervised Swin-Transformer Net for RGB-D Salient Object Detection
[IEEE] 2026-3-12 | The Redundancy of Emotion Features: A Comparative Analysis of MBERT and XLM-RoBERTa for Code-Switched Hate Speech Detection
[IEEE] 2026-3-12 | A Multimodal Biosensing System for Real-Time Driver Monitoring and Adaptive Feedback
[IEEE] 2026-3-12 | A Real-Time Cybersecurity Monitoring Framework Using SIEM and Honeypot: Implementation in BUMN Bank
[IEEE] 2026-3-12 | Robust Classification under Noisy Labels: A Geometry-Aware Reliability Framework for Foundation Models
[IEEE] 2026-3-12 | Hybrid Quantum-Classical Sensor Fusion for Accurate and Real-Time Smart Grid Current Monitoring
[IEEE] 2026-3-12 | Dynamic Event-Based Model Predictive Control for Networked Systems with Hybrid Cyber Attacks
[IEEE] 2026-3-12 | Mapping the Intellectual Landscape of Self-Congruence Research: A Bibliometric Analysis of Business and Marketing Literature (2015-2025)
[IEEE] 2026-3-12 | Minimizing Losses and Improving Voltage Profile in Power Systems through Wind Energy Integration
[IEEE] 2026-3-12 | Mission Profile-Driven Transistor Aging Modeling and Simulation Flow
[IEEE] 2026-3-12 | Towards Distribution-Shift Uncertainty Estimation for Inverse Problems with Generative Priors
[IEEE] 2026-3-12 | Analysis of Protein Dynamics and Flexibility with AlphaFold
[IEEE] 2026-3-12 | Virtual Power Plant in Modern Power System: A Review
[IEEE] 2026-3-12 | Hybrid Recommender System for Mutual Fund Investment Using Demographic Filtering and Fund Performance Metrics
[IEEE] 2026-3-12 | Cross-Layer Approximate Hardware Design of Interpolation Filters for Fractional Motion Estimation in Versatile Video Coding
[IEEE] 2026-3-12 | Linear Time-Varying Model Predictive Control for Emergency Collision Avoidance of Four-Wheel-Steering Vehicles
[IEEE] 2026-3-12 | Research on Short-Term Load Forecasting for Distinct Heating Systems Based on CNN-LSTM
[IEEE] 2026-3-12 | Acoustic Measurements of Dysphonic Speech in New Zealand Women
[IEEE] 2026-3-12 | Machine Learning Algorithm and Practice in Artificial Intelligence Marketing
[IEEE] 2026-3-12 | 3D Seismic Acquisition Design Optimization Regularized by FWI: A Deep Learning Approach
[IEEE] 2026-3-12 | Toward Multi-Person Breath Rate Estimation via mmWave Radar
[IEEE] 2026-3-12 | A Study on the Government-Industry-University collaborative Innovation Mechanism in the Unmanned Aerial Vehicle Industry of Changzhou
[IEEE] 2026-3-12 | Construction of the Trait Model for High-Potential Scientific Research Talents: An Empirical Study Based on Private Colleges and Universities
[IEEE] 2026-3-12 | Enabling Contextual Awareness for Automated Systems through Machine Learning on Electromagnetic Emissions
[IEEE] 2026-3-12 | A Study on the Digital Teaching Model, Learner Engagement, and Learning Outcomes of Tourism Scenario English Courses in Applied Undergraduate Universities
[IEEE] 2026-3-12 | Optimizing Stream Editing Performance
[IEEE] 2026-3-12 | Long-Tailed and Inter-Class Homogeneity Matters in Multi-Class Weakly Supervised Tissue Segmentation of Histopathology Images
[IEEE] 2026-3-12 | The Role of Gamification and Social Value in Increasing Consumer Engagement on TokTok Platform
[IEEE] 2026-3-12 | High-Precision Measurement of Load Position and Speed in Harmonic Servo Drives with Dual-Side Resolvers
[IEEE] 2026-3-12 | Table of Contents
[IEEE] 2026-3-12 | CAMSAP 2025 Cover Page
[ACM] 2026-3-12 | Tuotle: A Posture Correction Robot Based on Cognitive Dissonance Theory
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | VLSI-SoC 2025 Preface
[ACM] 2026-3-12 | Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction
[ACM] 2026-3-12 | Realist, Anti-realist, or Agnostic? Exploring Folk-Ontological Stances toward Robot Minds
[ACM] 2026-3-12 | Social Perception and the Asymmetry in Human-Robot Affective and Cognitive Trust
[ACM] 2026-3-12 | Rethinking the Role of Collaborative Robots in Rehabilitation
[ACM] 2026-3-12 | Socially Aware Robot for Reward, Effort, and Risk Distribution
[IEEE] 2026-3-12 | Graphene-Based Compact Ultrawideband Terahertz Plasmon Antenna With Characteristic Mode Analysis
[IEEE] 2026-3-12 | Video-Seer: A Hierarchical Scene Selection and Multi-View Analysis Approach for Zero-Shot Video Question Answering
[IEEE] 2026-3-12 | VRU Trajectory Prediction based on SA-TF-LSTM Considering Traffic-Actor Interaction for Automated Vehicles
[IEEE] 2026-3-12 | Ultrawideband, Beam-Steerable Transmitarray Antennas Using 3D Printing and Polarization Rotating Phase Shifters
[IEEE] 2026-3-12 | LiBre: Towards Motion-Resilient Contactless Respiration Monitoring using Mobile LiDAR
[IEEE] 2026-3-12 | Innovating the Next Discontinuity Tight Coupling for AI and HPC
[IEEE] 2026-3-12 | Deep Understanding of Sign Language for Sign to Subtitle Alignment
[IEEE] 2026-3-12 | Timeslot-Adaptive and Traffic Load-Aware Routing Computation in Two-layer LEO Satellite Networks
[ACM] 2026-3-12 | A Tutorial for Finding and Evaluating HRI Scales
[ACM] 2026-3-12 | The Privacy-Preserving Capabilities of a Service Robot in a Scenario-Based Healthcare Setting
[ACM] 2026-3-12 | An Interaction Motion Generation Model Based on A Diffusion Model and Graph Attention for Back-Channel Behavior Synthesis
[ACM] 2026-3-12 | Are We Seeing Eye-to-Eye? Gaze Allocation to a Humanoid Robot during Conversation
[IEEE] 2026-3-12 | Passive Intelligent Reflecting Surfaces for Efficient 6G mmWave Networks: Design, Validation, and Field Trials
[IEEE] 2026-3-12 | Service Satisfaction Based User Selection and Resource Allocation for NOMA-Based Multi-Cell MEC Networks
[IEEE] 2026-3-12 | PolSAR-Tokenized Foundation Model for Robust Target Recognition
[IEEE] 2026-3-12 | Beamforming design for minimizing the signal power estimation error
[IEEE] 2026-3-12 | Fractional Programming for Stochastic Precoding over Generalized Fading Channels
[IEEE] 2026-3-12 | Radiation Efficiency and In-Vivo Link Model of Implantable Antennas in Lossy Media
[IEEE] 2026-3-12 | Mask-Supervised Dual-Branch Detection Network for Oriented SAR Ship Detection
[IEEE] 2026-3-12 | Highly Reliable RRAM-Based Physical Unclonable Function With Auto-Write Technique
[IEEE] 2026-3-12 | Joint Direct Positioning Determination Via Spatial and Spectral Fusion of Signals of Opportunity from LEO Satellites by using Sensor Array
[IEEE] 2026-3-12 | Beamforming Design for Wideband Active IRS-Assisted ISAC System in C-RAN
[IEEE] 2026-3-12 | LPHTA: A Lightweight and Privacy-Preserving Heterogeneous Traffic Aggregation Scheme for Fog-Cloud VANETs
[IEEE] 2026-3-12 | AMAROK: A Radio Frequency Development Platform for High-Power, Full-Scale Positive Ion Sources for DIII-D Neutral Beam Injectors
[IEEE] 2026-3-12 | Directly from Alpha to Omega: Controllable End-to-End Vector Floor Plan Generation_supp1-3665422.pdf
[IEEE] 2026-3-12 | Industrial Multi-Pollutant Control and Holographic Correspondence Integration Based on V-Ce-Mo-Ti/PTFE Catalytic Filter Membranes in the Internet of Things Architecture
[IEEE] 2026-3-12 | Understanding Adversarial Imitation Learning in Small Sample Regime: A Stage-Coupled Analysis
[IEEE] 2026-3-12 | Characterization of a 10 × 10 Amorphous-InGaZnO Memristor Crossbar Array and Its Binary-Neural-Network Performance for 1T1M Integration
[IEEE] 2026-3-12 | A Framework for Human-Reason-Based Trajectory Evaluation in Automated Vehicles
[IEEE] 2026-3-12 | Cascade Disturbance Estimator for Disturbance Suppression in Spacecraft with Flywheels
[IEEE] 2026-3-12 | Towards a Digital Twin-Assisted Risk Assessment Approach for Experimental Robotic Workcell Design
[IEEE] 2026-3-12 | Time-Delay Maximum-Likelihood Estimator Under Phase Uncertainty
[IEEE] 2026-3-12 | HoD-FP Algorithm for Unlimited Sensing: Where Time Meets Frequency
[IEEE] 2026-3-12 | A Model-based Hardware/Software Co-design Approach for Accelerated MPC on CPU-FPGA Hybrid Zynq Platforms
[IEEE] 2026-3-12 | Investigating Fractal Dimensions For Motor Imagery Tasks Using EEG Signals In Brain–Computer Interfaces
[IEEE] 2026-3-12 | Development of a Customizable Enterprise Intelligent Q&amp;A System Based on Large Language Models
[IEEE] 2026-3-12 | ARTEMIS2 &amp; ARTEMIS2-Mini: From Full-Scale to Distilled Real-Time Animal Behavior Recognition in a Robotic Dog
[IEEE] 2026-3-12 | Q-Learning-Based Gripper Orientation Correction for a 6-DoF Robotic Manipulator
[IEEE] 2026-3-12 | Integration of Automatic Speech Recognition in Mandarin Speaking Practice Activities at the High School Level
[IEEE] 2026-3-12 | GreenIoT: Energy-Aware Data Aggregation Using Dynamic Clustering
[IEEE] 2026-3-12 | Early Warning Models for Predicting Student Performance in Programming Courses Using Admission and Early Assessment Data
[IEEE] 2026-3-12 | DiffLLFace: Learning Alternate Illumination-Diffusion Adaptation for Low-Light Face Super-Resolution and Beyond
[IEEE] 2026-3-12 | Privacy Impact on AI Classifiers: Paper on Data Perturbation Feedback
[IEEE] 2026-3-12 | On the Impact of Downstream Tasks on Sampling and Reconstructing Noisy Graph Signals
[IEEE] 2026-3-12 | Design of a Real-Time System for Detecting Tire Trajectory Elevation Based on LiDAR-IMU Fusion
[IEEE] 2026-3-12 | RWA Optimization with Joint OSNR and SRLG Constraints in CDC-ROADM Optical Networks
[IEEE] 2026-3-12 | Transistor Placement for Automatic Cell Layout Generation on Advanced Nodes: A Review
[IEEE] 2026-3-12 | Perceived Trust as a Moderator in E-Wallet Adoption Among Generation Z: An Extended UTAUT Model Analysis
[IEEE] 2026-3-12 | A Fast Broadband Beamspace Transformation
[IEEE] 2026-3-12 | Performance Analysis of an Adaptive Modulation-Based RIS-Assisted Wireless Communication System
[IEEE] 2026-3-12 | Droop Control with Virtual Impedance of a parallel NPC Multilevel Inverters for Photovoltaic-Battery Islanded Microgrid
[IEEE] 2026-3-12 | Digital Twin–Based Evaluation of RF Exposure Compliance for Base-Station Antennas in Stadium Environments
[IEEE] 2026-3-12 | Randomized Neural Network with Multiple Output Layers for Multi-label Classification
[IEEE] 2026-3-12 | CodeS+: Towards Assessing the Generalization Ability of Code Models Under Distribution Shift
[IEEE] 2026-3-12 | A Wavelength-Dependent Haze Distribution Prior Network for Remote Sensing RGB Image Dehazing
[IEEE] 2026-3-12 | Estimating South Asian PM
                    <sub>2.5</sub>
                    (2017-2023) via Transfer Learning of a Model Trained on Chinese MERSI/FY-3 Satellite Data
[IEEE] 2026-3-12 | Multidimensional Bit-Wise Sparse Decoding for Residual IC-XT Mitigation in Optical Long-Haul CC-MCF Links
[IEEE] 2026-3-12 | Spatial-Spectral Prototype Calibration Network for Few-Shot Multispectral Object Detection in Remote Sensing
[IEEE] 2026-3-12 | A Sun Glint Correction Method for Low and Medium Resolution Visible Imagery over the Great Lakes
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[IEEE] 2026-3-12 | B3Emo: Quantifying Affect as a Double-Edged Sword in Strategic LLM Interactions
[IEEE] 2026-3-12 | Multiple Local-Guided Modality-Shared Feature Learning Transformer for Visible-Infrared Person Re-Identification
[IEEE] 2026-3-12 | RDD4D: 4D-Attention-Guided Road Damage Detection and Classification
[IEEE] 2026-3-12 | Gut-Brain Axis as a Closed-Loop Molecular Communication Network
[IEEE] 2026-3-12 | CEGOOD: Community Enhanced Graph Out-of-Distribution Detection
[IEEE] 2026-3-12 | Fast Federated Learning Via Imprecise Correction in Unreliable Wireless Networks
[IEEE] 2026-3-12 | FCA$^{2}$: Frame Compression-Aware Autoencoder for Modular and Fast Compressed Video Super-Resolution
[IEEE] 2026-3-12 | Smile on the Face, Sadness in the Eyes: Bridging the Emotion Gap with a Multimodal Dataset of Eye and Facial Behaviors
[IEEE] 2026-3-12 | Viewport-Unaware Blind Omnidirectional Image Quality Assessment: A Unified and Generalized Approach
[IEEE] 2026-3-12 | Cross-Layer Multipath Routing for Live Microservice Migration in Fog Computing Networks
[IEEE] 2026-3-12 | Tactical Path Planning in Battlefield Environments Using Semantic Segmentation and Deep Reinforcement Learning
[IEEE] 2026-3-12 | Downstream Task Inspired Underwater Image Enhancement: A Perception-Aware Study from Dataset Construction to Network Design
[IEEE] 2026-3-12 | Noise-Resilient Semantic Communication Via Frequency-Decoupled Quantization
[IEEE] 2026-3-12 | On Synchronous Motor-Driven Mechanical Systems: Analysis and Linear Parameter-Varying Control
[IEEE] 2026-3-12 | A Conditional Gaussian Mixture Model-Guided Transformer for Soft Sensing in Multicondition Industrial Processes
[ACM] 2026-3-12 | Envisioning an Attention-Supportive Desktop Robot: A Participatory Design Study
[ACM] 2026-3-12 | Design of a Robot-Assisted Chemical Dialysis System
[ACM] 2026-3-12 | Robot on the Street: A Case Study on Chinese Social Media
[ACM] 2026-3-12 | Knowing When to Help: A Framework for Error Detection in Meal Preparation Tasks for Older Adults
[ACM] 2026-3-12 | RoSIP: A Scale for Measuring Appearance-Based Social Interaction Potential in Robots
[ACM] 2026-3-12 | I Am the Robot: A VR Based Wizard of Oz System for the Humanoid Robot Pepper
[ACM] 2026-3-12 | Group-Robot Interaction in the Wild: An Exploratory Field Study in Semi-public Spaces
[ACM] 2026-3-12 | A Novel Hybrid Explainable AI Framework for Multimodal Pain-Aware Human Robot Interaction
[ACM] 2026-3-12 | Where Are They? The Absence of Social Robots in Real-World Environments
[IEEE] 2026-3-12 | Authors List
[IEEE] 2026-3-12 | CAIT 2025 TOC
[IEEE] 2026-3-12 | SCC 2025 Copyright Page
[ACM] 2026-3-12 | Examining Local Governments Readiness and Transformation for AI Adoption: A Qualitative Case Study Approach in Public Administration
[IEEE] 2026-3-12 | Customer Segmentation in Banking with RFM, CLV and K-Means: Insights from the BIAT Trading Room
[IEEE] 2026-3-12 | Applying LLMs to the TOGAF Preliminary Phase in Primary Education
[IEEE] 2026-3-12 | EmFIA: A Novel Emulation-based Fault Injection Vulnerability Assessment Framework at RTL Level
[IEEE] 2026-3-12 | Multi-Head Architecture for Open-Set Anomaly Detection of Fast Radio Bursts
[IEEE] 2026-3-12 | LCDTwin: LLM-Driven Contextual Digital Twin for Actuator-Sensor Correlation in ICS
[IEEE] 2026-3-12 | A User Aware Indian Music Recommendation System
[IEEE] 2026-3-12 | Autonomous Cleaning of Solar Panels in Floating Photovoltaic Systems
[IEEE] 2026-3-12 | Exploring the Use of Blockchain in Digital Wallet Systems: Analysis of Impact on Security and Data Privacy of Users in Indonesia
[IEEE] 2026-3-12 | Ornamental Fish Counting based on YOLOv8
[IEEE] 2026-3-12 | About Evolution of Physics and Mathematics Courses in the Quantum Era
