[2026-08-04 23:03:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608030000+TO+202608032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-4 | Copyright Page
[IEEE] 2026-8-4 | A Wolfram Mathematica–based Multimodal Deep Learning Framework for Stock Market Prediction
[IEEE] 2026-8-4 | Cooperative Bearing-Angle Target Encirclement via Multi-Agent Reinforcement Learning with Collaborative Adaptive Kalman Filtering*
[IEEE] 2026-8-4 | Benefit-Based Global Optimization for Cooperative UAV–UGV Delivery in Residential Communities
[IEEE] 2026-8-3 | Fuzzy Stochastic Multi-Agent Control via HJB Optimization for Interpretable Incentive Design
[IEEE] 2026-8-3 | Speed-Flux Adaptive Reference Current Based Harmonic Compensation for BLDC Motors
[IEEE] 2026-8-3 | Chance-Constrained Coordinated Scheduling of Distribution Networks with High PV/Wind Penetration and Battery Energy Storage Based on SOCP Relaxation
[IEEE] 2026-8-3 | Power Choquet-Inspired Integral: A Family of Tunable Aggregation Functions with Application to Fuzzy Rule-Based Classification Systems
[IEEE] 2026-8-3 | Healthcare Waste: Classification Systems and Sustainable Logistical Decisions
[IEEE] 2026-8-3 | Maximal Consistent Subsystems of Max-T Fuzzy Relational Equations
[IEEE] 2026-8-3 | FuzzyLinguistics: A Python Package for Generating, Simplifying, and Comparing Linguistic Summaries of Data
[IEEE] 2026-8-3 | Artificial Intelligence Meets IoT for Cardiovascular Diseases Detection
[IEEE] 2026-8-3 | A Fuzzy-Logic-Based Attack for Reconstructing Facial Biometric Templates from Memory Controller Electromagnetic Emissions
[IEEE] 2026-8-3 | Explainable Object Detection in 360° Images Through Fuzzy Logic Systems and Vision-Language Models Integration
[IEEE] 2026-8-3 | 2026 List of Reviewers
[IEEE] 2026-8-3 | 2025 IEEE International Conference on Advanced Healthcare Systems (ICAHS)
[IEEE] 2026-8-3 | Multi-View Clustering With Hybrid-Order Similarity Learning
[IEEE] 2026-8-3 | Continuum Jacobian based Computational Morphogenesis for Soft Robotic Workspace Optimization_supp1-3716051.pdf
[IEEE] 2026-8-3 | Message from the Chairs: ISSSR 2026
[IEEE] 2026-8-3 | A Cloud-Edge Collaborative Large Language Model Inference Framework Based on Historical Context Matching
[IEEE] 2026-8-3 | Title Page I
[IEEE] 2026-8-4 | Digital Twin Driven IoT Deep Learning System for Predictive Monitoring of Alzheimer’s Patients Behavioral Progression
[IEEE] 2026-8-4 | Fractional-Order Sliding Mode Observer Design for Permanent Magnet Synchronous Motor Sensorless Control
[IEEE] 2026-8-4 | A Geometry-Aware Pretraining Network for Molecular Representation Learning
[IEEE] 2026-8-4 | Real-Time Vehicle Tracking—based Smart Traffic Management for Urban Areas
[IEEE] 2026-8-4 | An Integrated AI and Blockchain-based Cybersecurity Framework for Smart Cities IoT Infrastructure
[IEEE] 2026-8-4 | Semi-Analytical Model for Planar PCB Spiral Coils with Application to Magnetic Microrobot Actuation
[IEEE] 2026-8-4 | 2026 International Conference on Revolutionary Artificial Intelligence and Future Applications (Rev-AI)
[IEEE] 2026-8-4 | Explainable BiLSTM-Attention based Intrusion Detection with Adaptive Imbalance Handling
[IEEE] 2026-8-4 | Cerberus: Cross-Layer ECC Co-Design for Robust and Efficient Memory Protection
[IEEE] 2026-8-4 | Latency-Control Tradeoffs in Communication-Control Co-Designed Networks
[IEEE] 2026-8-4 | A Window-Level Structured Representation and Temporal Modeling Framework for Early EEG-Based Cognitive State Prediction in ICU
[IEEE] 2026-8-4 | Divergent Contrastive Learning for Sarcasm Detection via Stylistic Semantic Disentanglement
[IEEE] 2026-8-4 | MSRD-PCOS: A Multi-Source Risk Discrepancy Framework for Early Screening of Polycystic Ovary Syndrome
[IEEE] 2026-8-4 | YAC 2026 TOC
[IEEE] 2026-8-4 | Research on User Behavior Analysis of Big Data Cloud Storage Based on User Segmentation
[IEEE] 2026-8-4 | A Method for the Periodic Malfunction Issue of Satellite Terminal Equipment
[IEEE] 2026-8-4 | Folium: Decoupling Transaction Execution from Consensus via Follower Nodes in a Blockchain
[IEEE] 2026-8-4 | UAV Pose Control Based on Reinforcement Learning
[IEEE] 2026-8-4 | An Empirical Study of Siamese Vision Transformers for Scribe Re-Identification
[IEEE] 2026-8-4 | Sybil Attack as a Facilitator of Secondary Attacks in RPL-based IoT Networks
[IEEE] 2026-8-4 | Explainable Ensemble-based Multi-Class Classification for Movie Rating Prediction using Structured Features
[IEEE] 2026-8-4 | RFAT 2026 Copyright
[IEEE] 2026-8-4 | Brain–Computer Interface for Communication in Paralyzed Individuals
[IEEE] 2026-8-4 | Proof-of-Training Consensus: Integrating RNN Sequence Modeling with Blockchain for Verifiable On-Chain Learning
[IEEE] 2026-8-4 | Decoding-Order-Aware Secrecy Rate Maximization in IRS-Assisted Untrusted NOMA Under Imperfect SIC
[IEEE] 2026-8-4 | Vision-Powered Cleaning Mode Detection in Robot Vacuum Cleaners Using a Novel Smart Home Dataset
[IEEE] 2026-8-4 | Bridging the Domain Gap in Agricultural Vision: Parameter-Efficient VLM Adaptation via Expert Descriptions
[IEEE] 2026-8-4 | Screen Time as a Predictor of Mental Health: A Machine Learning Study
[IEEE] 2026-8-4 | Inclusiveness Detection in Bangla Textbooks: Exploring LLMs and Advanced Prompting Techniques
[IEEE] 2026-8-4 | Pursuit-Evasion Game for High-Speed Flight Vehicles Under Measurement Delays
[IEEE] 2026-8-4 | On the Joint Impact of UAV Orientation Instability and Phase Errors in UAV-Aided RIS Systems
[IEEE] 2026-8-4 | NetZeroCloud: Development of a Carbon-Aware Framework for Sustainable Cloud Computing
[IEEE] 2026-8-4 | Explainable AI Framework for Leukemia Prediction and Clinical Recommendation System
[IEEE] 2026-8-4 | DiTPA: A DiT-Based Action Planner Accelerator Exploiting Action-Denoising-Multimodality Redundancy for Embodied Artificial Intelligence
[IEEE] 2026-8-4 | Real-Time Hazard Detection using an AI-Enabled Advanced Driver Assistance System
[IEEE] 2026-8-4 | Data-Driven Control of Closed-Loop Supply Chain Systems with Input and Output Constraints
[IEEE] 2026-8-4 | FPGA Implementation of an Event Driven Adaptive Low Pass Equalizer for Low Power DSP Systems
[IEEE] 2026-8-4 | On Hybrid Cascaded RIS-Assisted Downlink NOMA-ISAC Systems
[IEEE] 2026-8-3 | Impact of Large-Scale Thyristor-Controlled Electrolyzers on Post-Fault Voltage Recovery
[IEEE] 2026-8-4 | Deep Learning-based Framework for Robust Fake Fingerprint Detection in Biometric Security Systems
[IEEE] 2026-8-4 | Improved DOA Estimation Based on Complex-Valued Convolutional Neural Networks with Attention Mechanism
[IEEE] 2026-8-4 | Fafnir: A Flexible Load Generator for Reproducible ML Inference Benchmarks
[IEEE] 2026-8-4 | Competitive Transaction Admission in PCNs: Online Knapsack with Positive and Negative Items
[IEEE] 2026-8-4 | MedDistill3D: SAM-Guided Pseudo-Volume Distillation for Weakly Supervised 3D Medical Image Segmentation
[IEEE] 2026-8-4 | OrthoMDA: Curvature-Preserving Manifold Visualization for Regression Networks via Gram-Schmidt Orthogonalization
[IEEE] 2026-8-4 | Quality-Driven and Diversity-Aware Sample Expansion for Robust Marine Obstacle Segmentation
[IEEE] 2026-8-4 | Research on Adaptive Thermal Management Scheme for Hydrogen Fuel Cell Combined Heat and Power System
[IEEE] 2026-8-4 | Front Cover
[IEEE] 2026-8-3 | RegTrack: Simplicity Beneath Complexity in Robust Multi-Modal 3D Multi-Object Tracking
[IEEE] 2026-8-3 | Time--Frequency Channel Prediction in Intelligent High-Speed Railway Communication Systems
[IEEE] 2026-8-4 | Epistemic Uncertainty-Oriented Data Augmentation via Evidential Granulation
[IEEE] 2026-8-4 | Title page
[IEEE] 2026-8-4 | Toward Resilient System-Level Explainable AI in Defense System-of-Systems: Gap-Aware Confidence Recalibration
[IEEE] 2026-8-4 | Intelligent Real-Time Control of Electrostatic Precipitators based on Neural Network Modeling
[IEEE] 2026-8-4 | A Next Generation CP-ABE Framework: AI-Powered Behavior Analysis and Zero Trust Framework
[IEEE] 2026-8-4 | Version Age in Multi-Process Gossip Networks Under Distributed Sensing
[IEEE] 2026-8-4 | Efficient Deep Demosaicing with Spatially Downsampled Isotropic Networks
[IEEE] 2026-8-4 | Terahertz Topological Valley Photonic Crystals with Polymer-Filled Bearded Interface for Robust Waveguiding in 6G Applications
[IEEE] 2026-8-4 | DP-KF: A Dual-Stage Personalization Kalman Filter for Human Joint-Angle Prediction
[IEEE] 2026-8-4 | Technical Program Committee
[IEEE] 2026-8-4 | Hybrid Egret-Sooty Tern Optimization Framework for QOS-Aware and Energy-Efficient Routing in Vanets
[IEEE] 2026-8-4 | An Enhanced Deep Learning Framework for Real-Time Object Detection and Waste Classification Using YOLOv8 &amp; ViT
[IEEE] 2026-8-3 | An Effective Continual Few-Shot Video Learning for Dynamic and Resource-Limited Consumer Edge Environments
[IEEE] 2026-8-4 | Retraction Notice: Object Detection using TensorFlow
[IEEE] 2026-8-4 | Fractionally Spaced Lattice Equalization of Time-Varying Underwater Channels
[IEEE] 2026-8-3 | Sentinel-1/2 Fusion and Multi-Year Joint Training for Consistent Cross-Year Mangrove Mapping and Blue Carbon Assessment in a Tropical Intertidal Estuary
[IEEE] 2026-8-4 | Integrating Loading Temporal Characteristics and History into Strain-adaptive Bone Remodeling for Improved Prediction of Tibial Peri-prosthetic Bone Mineral Density
[IEEE] 2026-8-4 | Hypergraph-Structured Variational Inference for Next-Basket Recommendation
[IEEE] 2026-8-4 | Agent-Native Applications: A New Computing Paradigm
[IEEE] 2026-8-3 | Agentic AI in Healthcare 5.0: Reference Architecture, Applications, and Challenges
[IEEE] 2026-8-3 | Pilot-Aware Physics-Guided Transformers for Efficient MIMO Channel Estimation
[IEEE] 2026-8-3 | DCRF-Net: Dual-Observation Consistency Residual Feedback Network for Hyperspectral and Multispectral Image Fusion
[IEEE] 2026-8-3 | Protection-Strategy-Based Distributed State Estimation for Nonlinear Complex Networks Against Random False Data Injection Attacks
[IEEE] 2026-8-3 | MedHallTune: An Instruction-Tuning Benchmark for Mitigating Medical Hallucination in Vision-Language Models
[IEEE] 2026-8-4 | FusionNet: Multi-Spectral and Thermal Deep Learning Fusion for Cement Plant Detection Using a Physics-Aware Geological Ratio
[IEEE] 2026-8-4 | Orientation-Dependent Heteroepitaxy and Growth-Mediated Stabilization of (111) Rutile GeO on Rutile TiO by MOCVD_supp1-3719571.docx
[IEEE] 2026-8-4 | BitSplat: An Efficient 3D Gaussian Splatting Architecture via Bit-Level Hardware-Algorithm Co-Optimization
[IEEE] 2026-8-3 | Overcoming Catastrophic Forgetting in Dynamic Traffic Forecasting via Sub-Graph Continual Spatiotemporal Learning
[IEEE] 2026-8-4 | Weighting-Factor-Free Sequential Predictive Torque Control Using Virtual Vectors in Six-Phase IM
[IEEE] 2026-8-3 | Physics-guided Siamese Neural Networks for Continuous Degradation Severity Evaluation of Vehicle Suspension Dampers with a Minimal Sensor Set
[IEEE] 2026-8-4 | Safety-Critical Composite Attitude Control for Vleo Satellites Under Composite Disturbances
[IEEE] 2026-8-4 | Finite-Horizon Communication Scheduling under Packet Drops
[IEEE] 2026-8-4 | Explainable Multimodal Deep Learning for MRI-based Brain Disorder Diagnosis
[IEEE] 2026-8-4 | Adaptive Monitoring of Industrial Processes Under Varying Operating Conditions via Anomaly-Sensitive Continual Learning
[IEEE] 2026-8-4 | Shared-Aperture Omnidirectional Multiband Base Station Antenna Based on Transmitted FSS Surface
[IEEE] 2026-8-4 | ClusterLess: Deadline-Aware Serverless Workflow Orchestration on Federated Edge Clusters
[IEEE] 2026-8-4 | LS-PolypSeg: A Parameter-Efficient LoRA-Enhanced SAM3 Framework for Polyp Segmentation
[IEEE] 2026-8-4 | Crossing the Sim-to-Real Barrier in RL for Quadrotor Control
[IEEE] 2026-8-4 | Actor–Critic Learning Based Constrained Control for a Quadrotor UAV System
[IEEE] 2026-8-4 | Fault Detection of Wind Turbine Bearings via Acoustic-Vibration Multimodal Fusion Based on Cooperative Component Analysis
[IEEE] 2026-8-4 | Early Detection of Employee Stress using Adaptive Multimodal Behavioral Analytics and Attention-based Deep Learning
[IEEE] 2026-8-4 | Multi-UAV Prescribed Time Lag Consensus Control Via Adaptive Weight Pigeon-Inspired Optimization
[ACM] 2026-8-4 | Multimodal Infusion Tuning for Large Models
[IEEE] 2026-8-3 | Research on the Abnormal Line Loss Recognition Method for Distribution Networks Based on the GAT—SVDD Algorithm
[IEEE] 2026-8-3 | Coordinated Optimization of Multi-Island Energy Systems with Internal Carbon Trading
[IEEE] 2026-8-3 | Two-Level Improved Adaptive Sliding Mode Control for PMSM Servo Drives
[IEEE] 2026-8-3 | A Four-Stage Co-Optimization Framework for Island Wind-PV-Hydrogen-Methanol Scheduling
[IEEE] 2026-8-3 | Interpretable Soil-Robust Bipedal Locomotion on Tilled Soils with Material Curriculum and a Stance-Gated Slip Reward
[IEEE] 2026-8-3 | Adaptive Voltage Regulation Control for PV-Dominated Microgrids Without Energy Storage
[IEEE] 2026-8-3 | A Multi-Stage Fast Pre-Synchronization Method Based on Improved SRF-PLL and Phase Pre-Compensation
[IEEE] 2026-8-3 | Research on End-to-End Bearing Fault Diagnosis Based on Wavelet Packet Transform and Multi-Scale Convolutional Neural Network
[IEEE] 2026-8-3 | Optimizing Sales Representatives’ Visit Schedules Using a Heuristic Approach: A Case Study in the Pharmaceutical Sector
[IEEE] 2026-8-3 | f-EVOVAQ: A GPU-based Framework for Evolutionary Training of Variational Quantum Algorithms
[IEEE] 2026-8-3 | AI-Based Tools for Legal Data Extraction using Deep Learning Techniques
[IEEE] 2026-8-3 | Graph-Based Algorithm for Label Noise Detection and Correction in Cervical Cytology
[IEEE] 2026-8-3 | Dynamic Maintenance Optimization for Electric Multiple Units Under Extreme Environments: A Multi-State Competing Risk Approach
[IEEE] 2026-8-3 | Hierarchical Early Warning of Multi-Period Grid Balance Risk Considering Wind Power Uncertainty
[IEEE] 2026-8-3 | Research on Adaptive Gait Control Algorithm for Hexapod Robots Facing Complex Terrain of Farmland
[ACM] 2026-8-4 | Learning Query-assisted Multiple Prototypes for Few-shot Medical Image Segmentation
[IEEE] 2026-8-3 | The DMD-based non-Euclidean Descriptor for Limb Movement Decoding in Pattern Recognition System
[IEEE] 2026-8-3 | SDformer: Fusing Series Decomposition for Superior Long-Term Time Series Forecasting
[IEEE] 2026-8-3 | Multi-Contextual State Space Models for Compressive Light Field Reconstruction over Coded Aperture
[IEEE] 2026-8-3 | Stochastic Watermarking Protection Strategy for CPSs Under Linear Stealthy Attacks
[IEEE] 2026-8-3 | High-Strength TPU-Based Flexible Capacitive Compressive Stress Sensors via Hot-press Integration
[IEEE] 2026-8-3 | Spiking Morphological Mamba for Hyperspectral Image Classification
[IEEE] 2026-8-3 | SSK-RIM: A novel Intensity-Spatial Modulation Scheme for Modulatable IRS-Aided MIMO-VLC
[IEEE] 2026-8-3 | Vulnerability of Time-Series AI Detectors to Physics-Informed Poisoning Attacks
[IEEE] 2026-8-4 | Frequency Heterogeneity in Radial Power Systems With High Penetration of Inverter-Based Generation
[IEEE] 2026-8-3 | DriverPose: A Spatio-Temporal Convolutional Network for 3-D Driver Pose Estimation
[IEEE] 2026-8-4 | Multi-task Learning Prediction-Assisted Multi-load Multiobjective Receding Horizon Optimization for Integrated Energy Systems
[IEEE] 2026-8-4 | Physics-Embedded Graph Convolutional Network with Topology-Adaptive Transfer Learning for Power Flow Prediction
[IEEE] 2026-8-4 | A Low Scan Loss Dual-Polarized Millimeter-Wave Phased Array with Metallic Pin Array-Generated Beam Shaping
[IEEE] 2026-8-4 | FedRansomX: Federated and Explainable Deep Learning for Privacy-Preserving Ransomware Detection
[IEEE] 2026-8-4 | Hybrid Quantum–Classical Framework for Quantum Complexity
[IEEE] 2026-8-4 | Novel Convolutional Neural Network (CNN) Augmented Reality Apps: Mobile Gesture Interpretation and Real-Time Scene Interpretation
[IEEE] 2026-8-4 | An Artefact-Based Framework for Operational Context Alignment in AI Systems Engineering
[IEEE] 2026-8-4 | An Improved U-Net Model for Multi-Class Defect Detection in Automotive LED
[IEEE] 2026-8-4 | Privacy-Preserving Distributed Estimation of Global Storage Capacity via Dynamic Differential Privacy
[IEEE] 2026-8-4 | Investigating Semiconductor Sulfur-Based Gas Sensor Conditions for Real-Time Algae Pollution Detection
[IEEE] 2026-8-4 | Ensemble Learning for Soil NPK Classification From Multispectral Satellite Imagery: A Dual-Model Approach for Precision Agriculture in Tamil Nadu
[IEEE] 2026-8-4 | Efficient KV Cache Migration for Geo-Distributed LLM Inference in Collaborative Edge Computing
[IEEE] 2026-8-4 | Satellite Swarm Technologies to Provide Direct-to-Device 6G Connectivity
[IEEE] 2026-8-4 | VideoForge: Efficient Domain Adaptation for Video Generation Through Quality-Driven Rewards and Enhanced LoRA
[IEEE] 2026-8-4 | Minimizing Time Derivative of Loss for Efficient Generalization Enhancement With Applications to Nickel–Cobalt Alloy Defect Detection
[IEEE] 2026-8-4 | Speech-to-Speech Translation Evaluation: A Systematic Analysis and Multi-Dimensional Metrics
[IEEE] 2026-8-4 | Detecting Deepfake Talking Heads from Facial Biometric Anomalies
[IEEE] 2026-8-4 | Web Server-Browser Interaction as a Pedagogical Tool for Computer Networks Education
[IEEE] 2026-8-4 | Optimized Memory Tagging on Ampereone ® Processors
[IEEE] 2026-8-4 | Logcosh Super-Twisting Control for Path Planning and Following
[IEEE] 2026-8-4 | Risk Analysis of Dangerous Driving Behaviors on Highways: A Prediction-Based Driving Risk Assessment Framework
