[2026-05-18 23:01:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-17
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605170000+TO+202605172359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 503 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
[IEEE] 2026-5-18 | Study on Fiberglass Boat Strength and Durability under Different Types of Damage
[IEEE] 2026-5-18 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[IEEE] 2026-5-18 | Enhanced Partitioned RIS-Assisted SSK System Under Nakagami-$m$ Fading Channels and Hardware Impairments
[ACM] 2026-5-18 | Inferring Causality Between Entities and Events from CTI Reports
[ACM] 2026-5-18 | LICO: An SIMD-Aware High-Performance Learned Inverted Index Compression Framework
[ACM] 2026-5-18 | Sublime: Selecting Subgraph Matching Algorithms via Machine Learning
[IEEE] 2026-5-18 | Toward Privacy Preservation in Federated Learning: A Framework Integrating Client-Side Shuffling and Model Compression
[IEEE] 2026-5-18 | Energy-Efficient Reversible 8-Bit Polar Encoder and Decoder on Artix-7 FPGA for Low-Power and Quantum Applications
[IEEE] 2026-5-18 | A Knowledge-Driven Networking Framework for Detecting LoFT Attacks Using LSTM-Based Time Series Analysis
[IEEE] 2026-5-18 | Prediction-Driven and Evolutionary Optimization for Proactive Content Caching in Edge Computing Networks
[IEEE] 2026-5-18 | Feedforward Neural Networks Model for SPAD Parameter Analysis with Experimental Validation
[IEEE] 2026-5-18 | A Hybrid Evaluation Architecture for Electronic Components Selection Integrating Large Language Models and Retrieval-Augmented Generation
[IEEE] 2026-5-18 | Enhancing Resilience of Power Distribution Systems Under Cyber-Physical Hybrid Attacks: A Coordinated Localization and Restoration Strategy with Feeder Automation
[IEEE] 2026-5-18 | Design and Implementation of an IoT-Enabled Real-Time Borewell Safety and Surveillance System with Integrated Sensor Fusion, Geolocation Tracking, and Multi-Platform Alert Mechanisms for Rural Infrastructure Protection
[IEEE] 2026-5-18 | Deep Learning-Enabled Medical Image Interpretation for Early and Explainable Disease Identification
[IEEE] 2026-5-18 | Lifelong Learner: Discovering Versatile Neural Solvers for Vehicle Routing Problems
[IEEE] 2026-5-18 | TinyArtifactNet: A Resource-Efficient Deep Learning Model for On-Device Motion Artifact Detection in PPG
[IEEE] 2026-5-18 | A Sliding Mode Control For a Three-Phase SAPF Using A Non-Linear Transformation
[IEEE] 2026-5-18 | A Plug-and-Play Robust $H_{\infty }$ Voltage Tracking Control Strategy for Islanded AC Microgrids Based on Structured Matrix Decomposition
[IEEE] 2026-5-18 | Identification with Orthogonal Basis Functions: Convergence Speed, Asymptotic Bias, and Rate-Optimal Pole Selection
[IEEE] 2026-5-18 | Active Semi-supervised Evidential Clustering with Uncertainty-guided Query Strategy
[IEEE] 2026-5-18 | A Feature-Enhanced Machine Learning Approach for Reliable Stroke Risk Prediction using CLOA-XGB
[IEEE] 2026-5-18 | DiffuCL: Diffusion-based Reconstruction with Contrastive Learning for Incomplete Multimodal Sentiment Analysis
[IEEE] 2026-5-18 | A Coplanar Waveguide Approach Using Substrate-Integrated Bridges for Impedance Control, Circuit Miniaturization, Ground Balancing, and Crossover Applications
[IEEE] 2026-5-18 | Learning Artistic Image Aesthetics from Multi-level Text Prompts Generation
[IEEE] 2026-5-18 | Curation from Thousands: Composing the Best-Aligned Diffusion Models with Improved Model Retrieval and Fusion
[IEEE] 2026-5-18 | Active DC-link Split-Battery Quasi-Single-Stage Inverter: Architecture, Modulation, and Flexible Management of Battery Modules
[IEEE] 2026-5-18 | SVD-Based Image Compression: A Comprehensive Survey of Methods, Metrics, Optimization Strategies, and Emerging Trends
[IEEE] 2026-5-18 | The Effect of Gate Scaling on Drain Current in Ultra-Scaled Nanosheet and Nanowire FETs: A 3D Monte Carlo Simulation Study
[IEEE] 2026-5-18 | Optimization-Based Trajectory Planning With Behavior Cells for Autonomous Driving
[IEEE] 2026-5-18 | Stochastic Twin Regression Machine for k–class Classification
[IEEE] 2026-5-18 | A Hybrid CNN-LSTM based Real-Time Sign Language Recognition using Segmentation and Feature Extraction
[IEEE] 2026-5-18 | Beauty-Naturalness Dissociation in AI-Edited Faces: An Eye-Tracking Study of Visual-Cognitive Mechanisms
[IEEE] 2026-5-18 | An adaptive differential evolution algorithm with a multi-probability selection mechanism guiding individual selection
[IEEE] 2026-5-18 | Security Issues and Evaluation of Large-Scale Inference Models: An In-Depth Analysis Based on Long Chain-of-Thought
[IEEE] 2026-5-18 | Real-Time 3D Printing Defect Detection and Temperature Optimization using Digital Image Processing
[IEEE] 2026-5-18 | A Predictive Dashboard for Ocean Plastic Accumulation using Remote Sensing and Marine Meteorology
[IEEE] 2026-5-18 | Adaptive Machine Learning Framework for Real-Time Medication Adherence Prediction in Chronic Disease Management
[IEEE] 2026-5-18 | Fast and Robust Sparse Bayesian Self-Calibration for Decoupling Gain-Phase and Mutual Coupling in Super-Resolution DOA Estimation
[IEEE] 2026-5-18 | Intelligent Penetration Testing through Integrated Knowledge Graph and Historical Decision Enhancement
[IEEE] 2026-5-18 | FPSVS:Disentangled Prompt-based Style Control for Singing Voice Synthesis with Reference Timbre via Flow Matching
[IEEE] 2026-5-18 | An Improved Spatial Gated Attention-aided Efficient ResNext for Multiple Disease Detection using Medical Image in IoMT Environment
[IEEE] 2026-5-18 | SFGANet: Smoke and Flame Global Aggregation Network
[ACM] 2026-5-18 | Geld: Load-balanced D-Core Decomposition for Consumer GPUs
[ACM] 2026-5-18 | DBugScribe: Automatic Database Bug Reproduction from Community Reports
[ACM] 2026-5-18 | CMANNS: GPU-Accelerated Graph Index Construction for ANNS via Compute–Memory Disaggregation
[ACM] 2026-5-18 | Querying Cohesive Subgraphs in Temporal Graphs
[ACM] 2026-5-18 | Fair Data Pre?Processing with Imperfect Attribute Space
[ACM] 2026-5-18 | Discovery of Denial Constraints with Hardware Acceleration
[ACM] 2026-5-18 | ORDER: Optimal Routing with Path Indexing in Exchange Graph [Data-Intensive &amp; Data Science Application]
[ACM] 2026-5-18 | Maintaining Biconnected Components in Streaming Graphs
[IEEE] 2026-5-18 | An AIoT-Enabled Fault-Tolerant Crop Recommendation System for Precision Agriculture
[IEEE] 2026-5-18 | ConsisHOI: Layout-Controlled Consistent Human-Object Interaction Image Generation via Frequency-Aware Guidance
[IEEE] 2026-5-18 | Mitigation of UE Antenna Calibration Errors via Differential STBC in Cell-Free Massive MIMO
[IEEE] 2026-5-18 | Yazh Smart Glasses: A Multimodal AI-Enabled Wearable Integrating Facial Recognition, Context-Aware Cognitive Assistance, and IoT-Driven Remote Care for Enhancing Elderly Autonomy
[IEEE] 2026-5-18 | An Optimized Crop Recommendation System using Soil pH, Rainfall, and Temperature
[IEEE] 2026-5-18 | Toward Intelligent PID Control: A Simplified MDOF Intelligent PID Framework for Robust MIMO Systems
[IEEE] 2026-5-18 | TBR-Mamba: Hierarchical Transfer Learning and Boundary-Aware Spatiotemporal Interaction Network for Forest Change Detection
[IEEE] 2026-5-18 | Intelligent Video Surveillance System with Violence Detection
[IEEE] 2026-5-18 | Hybrid Supervised Physics-Informed Neural Network for Robust Power System State Estimation
[IEEE] 2026-5-18 | Multi - Purpose Autonomous Boat for Sea Monitoring with Machine Learning
[IEEE] 2026-5-18 | Joint Relay Location and Power Allocation Optimization for Full-Duplex Relay Systems in Industrial URLLC Networks
[IEEE] 2026-5-18 | Agentic AI-Driven Machine Learning Framework for Proactive Cyber-Attack Detection and Early Threat Warning Systems
[IEEE] 2026-5-18 | A Precision Noise Modeling and Cost-Performance Optimization Framework for Discrete Biopotential Sensor Interfaces
[IEEE] 2026-5-18 | Physics-Aware Multi-Modal Sensing: Mitigating IMU Drift in Single-Anchor AUV Tracking
[IEEE] 2026-5-18 | Violent Video Detection Based on Multimodal Video-Text Fusion
[IEEE] 2026-5-18 | Dual-Domain Diffusion Networks for Ultra-Low Light Image Reconstruction in Real-TIme Autonomous Systems
[IEEE] 2026-5-18 | DSTFEformer: Dual-Scale Temporal-Frequency Ensemble Transformer for Highway Traffic Volume Prediction
[IEEE] 2026-5-18 | Degradation-Resistant Infrared-Visible Image Fusion With Auto-Generated Textual Objectives and Embedded Contrastive Learning
[IEEE] 2026-5-18 | Parallel Fusion of Swin Transformer and SKNet for Rolling Bearing Fault Diagnosis
[IEEE] 2026-5-18 | <i>DataStates-LLM</i>
                    : Scalable Checkpointing for Transformer Models Using Composable State Providers
[IEEE] 2026-5-18 | Generative Motion In-betweening by Diffusion over Continuous Implicit Representations_supp1-3693336.mp4
[IEEE] 2026-5-18 | Design and Analysis of Circularly Polarized Microstrip Patch Antenna for IRNSS S-Band Applications
[IEEE] 2026-5-18 | Predictive Multi-Domain Dynamic Body-Bias Architecture for Energy-Adaptive System-on-Chip Platforms
[IEEE] 2026-5-18 | Smart Agriculture Utilizing Attention-Guided Granger Causality Graph Neural Network for Enhanced Crop Monitoring and Management in IoT Enabled Environment
[ACM] 2026-5-18 | KVD
                    <scp>rive:</scp>
                    A Holistic Multi-Tier KV Cache Management System for Long-Context LLM Inference
[ACM] 2026-5-18 | MoDora: Tree-Based Semi-Structured Document Analysis System
[IEEE] 2026-5-18 | Optimized Pricing and Stochastic Modeling for EV Charging Stations using a MDP
[IEEE] 2026-5-18 | Cloud based File Storage with Encryption, Upload, Store and Manage Files with Strong AES- GCM Encryption, Uses AWS S3 for Storage and DynamoDB for Metadata Tracking
[IEEE] 2026-5-18 | A Hyper-Local Rainfall and Flood Alert System using Deep Learning and Geospatial Intelligence
[IEEE] 2026-5-18 | Joint Energy and Reliability Optimization in Hybrid Optical Acoustic Underwater IoT Networks
[IEEE] 2026-5-18 | Intelligent Multi-Layer Penetration Testing System using Hybrid AI Models
[IEEE] 2026-5-18 | Probabilistic Reinforcement-Optimized Hierarchical Temporal ECG Intelligence Framework with Immersive Augmented Reality Cardiac Electrophysiological Visualization for Translational Clinical Decision Support
[IEEE] 2026-5-18 | From Silent Automation to Conversational Intelligence: Empowering Smart Homes with LLM-Based Agents
[IEEE] 2026-5-18 | Exploration of Customer Behaviour in Real-Time E-Commerce &amp; Bi-Directional Forecasting using Adaptive Multi-Domain Attention Networks
[IEEE] 2026-5-18 | AI-Driven Predictive Maintenance System using Multisensor Fusion
[IEEE] 2026-5-18 | Pixel Watch: Robust Heart Rate Sensing from Multipath PPG and On-Device Deep Learning Trained on 10,000 hours of Free-Living and Fitness Data
[IEEE] 2026-5-18 | SADP: Spatially-Aware DCT Priors for Low-Light Image Enhancement_supp1-3693598.pdf
[IEEE] 2026-5-18 | TrustVTON: Trustworthy AI-Enabled Video Virtual Try-On with Differential Privacy for Consumer Mobile Applications
[IEEE] 2026-5-18 | First-Order Impedance Model and Impedance-Frequency Analysis of Co-Phase Traction Power System Considering Control Coordinates and Integrated Compensation
[IEEE] 2026-5-18 | Research on Deep Reinforcement Learning for Natural Language Generation and Semantic Understanding
[IEEE] 2026-5-18 | TCG-CTG: A Thinking-based Constraint Guidance Dataset for Controllable Text Generation
[IEEE] 2026-5-18 | An AHP-Based Decision Model for Applying the Principle of Proportionality to Cyber Operations
[IEEE] 2026-5-18 | Analysis of Impact Load Effect on The Ship Superstructure Sandwich Panel Using Finite Element Method
[IEEE] 2026-5-18 | Design and Characterisation of Rutin–Zinc Oxide Nanoparticle-based Smart Nano-Systems for Targeted Cancer Therapy
[IEEE] 2026-5-18 | Efficient Net-Enhanced YOLOv8/YOLOv9 for Early Lung Cancer Detection in CT: Multi-Scale Feature Fusion for Precise Lesion Localization
[IEEE] 2026-5-18 | Graph Neural Networks with Dynamic Temporal Encoding for Large-Scale Social Network Analytics
[IEEE] 2026-5-18 | SM3ChainGuard: Time-Anchored Hash Chain on Blockchain for Tamper-Evident Multimodal Data in Elderly Care Environments
[IEEE] 2026-5-18 | Ray Tracing Enabled Residual Map for Indoor Localization of Non-Cooperative Interference Source
[ACM] 2026-5-18 | Octopus: Efficient Hypergraph Pattern Mining with Practical Processing-in-Memory Architecture
[ACM] 2026-5-18 | Comparison and Analysis of Value Linking in Text-to-SQL systems: [Experiments &amp; Analysis]
[ACM] 2026-5-18 | Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective
[ACM] 2026-5-18 | DimWeaver: Dimensional Weaved Trajectory Compression
[IEEE] 2026-5-18 | Finite Time Combination Synchronization of Four-dimensional System Based on DNA Strand Displacement
[IEEE] 2026-5-18 | Replay-Enhanced Adaptive Hybrid Intrusion Detection (REA-HID) for IoT Edge Gateways
[IEEE] 2026-5-18 | Research on Roof Crack Detection under Complex Illumination and Water Accumulation Interference
[IEEE] 2026-5-18 | LIMCA: LLM for Automating Analog In-Memory Computing Architecture Design Exploration
[IEEE] 2026-5-18 | GMS-Net: Global Mamba and Multi-Scale Convolution-Based Medical Image Segmentation Network
[IEEE] 2026-5-18 | Multi-Scenario Stochastic Programming-Based Distributed Cooperative Optimization for DER Aggregation Framework and Use-Based SoC Decomposition and Visualization of DER Operation
[IEEE] 2026-5-18 | An AI-Driven Hybrid BiLSTM-Attention and Ensemble Learning Framework for Threat Detection in Smart Grids
[IEEE] 2026-5-18 | Deep Learning-based Multi-Channel CNN Framework for Early Detection of Thyroid Cancer from CT Images
[IEEE] 2026-5-18 | Deep Fake Face Detection using Multi-Domain Feature Fusion and Ensemble Learning
[IEEE] 2026-5-18 | 310Gbps Transmission and Centimeter-Level Ranging Photonic THz ISAC System
[IEEE] 2026-5-18 | Autonomous Pipeline Inspection Using Lightweight Vision-Based UAV Tracking_supp2-3693978.mp4
[IEEE] 2026-5-18 | Vulnerability-Guided Node Injection Attacks on Graph Neural Networks
[IEEE] 2026-5-18 | Hybrid Deep Learning and Machine Learning Framework for Multimodal Skin Lesion Diagnosis
[IEEE] 2026-5-18 | An Explainable Hybrid CNN-Transformer Meta-Ensemble for Chest X-Ray Diagnosis: Automated Clinical Narratives and Knowledge-Grounded Patient Communication
[IEEE] 2026-5-18 | Identification of Inconsistent Recommendations Based on Feature Matching and Screening of Recommendation Opinions
[IEEE] 2026-5-18 | Locatability and Locatability Robustness of Visual Variables in Single Target Localization
[IEEE] 2026-5-18 | P3S-DRL: A Personalized Privacy Protection Scheme Based on Deep Reinforcement Learning and Multi-factor Optimization in Spatial Crowdsourcing
[IEEE] 2026-5-18 | Predicting RANDU Using Artificial Neural Networks
[IEEE] 2026-5-18 | Numerical Study on Hydrodynamic Performance of Bio-Inspired Turbine Blade using CFD
[IEEE] 2026-5-18 | Spatial-Semantic Alignment and Change-aware Network for Remote Sensing Image Change Captioning_supp1-3690564.pdf
[IEEE] 2026-5-18 | ICSEDIS 2026 Cover Page
[IEEE] 2026-5-18 | YOLO-MSFF: An Improved YOLO11-Based Multispectral Feature Fusion Method for Object Detection
[IEEE] 2026-5-18 | VulD-SRCM: A Source Code Vulnerability Detection Model Based on Semantic Residual Compensation
[IEEE] 2026-5-18 | Structure-Aware Knowledge Composition: Enhancing Multi-hop Question Generation via Entity Relation Injection
[IEEE] 2026-5-18 | YOLOv8-based Deep Learning for Ocean Plastic Detection
[IEEE] 2026-5-18 | Robust Field-Focused Digital Twin for Real-Time Water-Quality Estimation and Alerting
[IEEE] 2026-5-18 | Security Governance Methods and Quantitative Evaluation for Enterprise SMS and Verification Code Systems
[IEEE] 2026-5-18 | Generative AI-Driven Adaptive Consistency Maintenance for Distributed Simulation Systems
[ACM] 2026-5-18 | To Adapt or Not to Adapt, That is the Ski Question
[ACM] 2026-5-18 | LLM-Triaged Vulnerability Analysis for Compiled DNNs
[IEEE] 2026-5-18 | Transmission-Line Circuit Modeling and Simulation Through the Theory of Periodic Sequence (TPS)
[IEEE] 2026-5-18 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[IEEE] 2026-5-18 | Striations and Species in Low Pressure CO
                    <sub>2</sub>
                    and CH
                    <sub>4</sub>
                    Dielectric Barrier Discharge Plasmas
[IEEE] 2026-5-18 | An Air-Gap Field Modulation Model for Hybrid Stepper Motors Considering Magnetic Saturation
[IEEE] 2026-5-18 | Non-singular Fast Terminal Sliding Mode Controller Design for USV Based on the Predefined-Time Observer and Neural Network
[IEEE] 2026-5-18 | Uncertainty Quantification in Detection Transformers: Object-Level Calibration and Image-Level Reliability_supp1-3686715.pdf
