[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[arXiv] 2026-08-31 | The Safety Relay in Roleplay Jailbreaks: A Component-Resolved Causal Analysis of Harm Recognition and Refusal
[arXiv] 2026-08-31 | Intermediate Singular Values of Random Matrices under Second-Moment and Anti-Concentration Assumptions
[arXiv] 2026-08-31 | Vertex-transitive strongly regular graphs in the switching class of doubly transitive two-graphs
[arXiv] 2026-08-31 | TopoCompress: Long Context Compression via Graph-Wired Semantic Trajectories
[arXiv] 2026-08-31 | Resource supply dynamics control stability and chaos in complex ecosystems
[arXiv] 2026-08-31 | Constraining Baryonic Feedback at $z\sim 1$ with the H$α$ Luminosity Function
[arXiv] 2026-08-31 | Fine-Grained Multi Image Object Hallucination Benchmark
[arXiv] 2026-08-31 | Effective Hardcore Exclusion Without Exclusion: Two-Species Pair Annihilation Revisited
[arXiv] 2026-08-31 | Linear stability and viscoelastic response in weakly jammed frictional granular systems
[arXiv] 2026-08-31 | On the structure of graphs with given odd girth and large algebraic connectivity
[arXiv] 2026-08-31 | Universal Transformers for Circuit Computations: Perfect Length Generalization in Tiny Transformers
[arXiv] 2026-08-31 | SMG: Semantic Motion Graph for Monocular Dynamic Gaussian Splatting
[arXiv] 2026-08-31 | UFPR-PEs: A Brazilian Face Recognition Benchmark with Self-Declared Race/Color Labels
[arXiv] 2026-08-31 | CLIN: an Objective Framework for Evaluating Creativity in Short Persian Literary Text
[arXiv] 2026-08-31 | Colorful Exponential Random Graph Models
[arXiv] 2026-08-31 | TeV Gamma Rays and Neutrinos from Winds Driven by Radiatively Inefficient Accretion Flows of Low-Luminosity Active Galactic Nuclei
[arXiv] 2026-08-31 | Upper and lower bounds on the OBDD-width of a special integer multiplication
[arXiv] 2026-08-31 | SwarmBench: Can Large Language Models Act as Agent Swarm Orchestrators?
[arXiv] 2026-08-31 | BiG-SURE - Bipartite Graph for Semantic Uncertainty and Reliability Estimation of LLMs
[arXiv] 2026-08-31 | Temporal Forcing: 4D Representation Alignment for Vision-Language-Action Models
[arXiv] 2026-08-31 | Test-time Reinforcement Learning in Imperfect Information Games
[arXiv] 2026-08-31 | On the Riemann Boundary Value Problem for Poly- and Meta-hyperanalytic Function Spaces over d-summable Curves
[arXiv] 2026-08-31 | Quantum-Grassmann-Plucker Token Mixing for Deep Learning-Based Post-Disaster Damage Assessment
[arXiv] 2026-08-31 | Textual Acoustic Grounding for Generalizable LLM-Based Deepfake Voice Detection
[arXiv] 2026-08-31 | Efficient measurement schemes for the Monte Carlo projective quantum eigensolver
[arXiv] 2026-08-31 | Reading the News: Adapting Large Language Models to Swedish Journalism Through Continued Pre-Training
[arXiv] 2026-08-31 | UBASE: An AI Search Engine for Trillion-Scale Vector Data Management at ByteDance
[arXiv] 2026-08-31 | Context-Aware Interleaved Batching for WhisperX
[arXiv] 2026-08-31 | Strain-Tunable Spin Relaxation in Germanium from First Principles
[arXiv] 2026-08-31 | Agentic research is oxymoronic
[arXiv] 2026-08-31 | Ad Astra White Paper: A Pitch for the Next 25 Years of NASA's Physics of the Cosmos Program
[arXiv] 2026-08-31 | Engineering multi-photon dissipation with a dc-voltage-biased Josephson junction
[arXiv] 2026-08-31 | Exactly flat bands beyond the chiral limit in Bistritzer--MacDonald Hamiltonians
[arXiv] 2026-08-31 | On the problem of assigning multiple interceptors over multiple aerial threats
[arXiv] 2026-08-31 | Semantic Freshness Optimal Sampling and Transmission for Gossiping Receivers
[arXiv] 2026-08-31 | SPT-3G D1: Quadratic-Estimator CMB Lensing Reconstruction and Cosmology
[arXiv] 2026-08-31 | A Full Characterization of the Dirichlet Carleson embedding $\operatorname{id}: \mathcal D_{p-1}^p \to L^p(μ)$ for $p>2$
[arXiv] 2026-08-31 | Finiteness and rigidity of optimal destabilizing subvarieties for the J-equation
[arXiv] 2026-08-31 | PaperGym: Rubric-Centered Evolution for Research-Plan Generation
[arXiv] 2026-08-31 | Aspire: Can Models Self-Evolve from Vague Goals?
[arXiv] 2026-08-31 | Accretion Rates and Thermohaline Convection in Polluted White Dwarfs
[arXiv] 2026-08-31 | Columnar Recasting and High-Luminosity LHC Projections for a Light $L_μ- L_τ$ Gauge Boson in the Four-Muon Channel
[arXiv] 2026-08-31 | BLOOM-WILT: Logit Tilting for Behaviour Elicitation in Automated LLM Auditing
[arXiv] 2026-08-31 | Higher-order Approximate Symmetries
[arXiv] 2026-08-31 | Cross-Regional Grapevine Cold Hardiness Prediction via Learned Multimodal Latent Representations
[arXiv] 2026-08-31 | Phase-noise induced many-body interference suppression in Gaussian Boson Sampling
[arXiv] 2026-08-31 | Extensions of Hindman's theorem via finite colorings of topological groups
[arXiv] 2026-08-31 | Learning to Evaluate Before Improving: Automatic Rubric Induction for Automatic Research Agents
[arXiv] 2026-08-31 | Sub-Laplacians on Compact Lie Groups: Heat Kernels, Distance, and Zeta Determinants
[arXiv] 2026-08-31 | The Exclusion Ratchet: False-Positive Suppression Accumulates and Persists in Detection Rule Repositories
[arXiv] 2026-08-31 | When Can We Work in Embedding Space? What Text Embeddings Preserve
[arXiv] 2026-08-31 | A multiscale theory of convective momentum transport in the tropical atmosphere
[arXiv] 2026-08-31 | Orbital and Spin Edelstein Effects in KTaO$_3$(110) Two-Dimensional Electron Gases
[arXiv] 2026-08-31 | Posterior Geometry and Identifiability in Multi-Response Bayesian Calibration
[arXiv] 2026-08-31 | Fast Fault-Tolerant Decoders for Hypergraph Product and Lifted-Product Codes
[arXiv] 2026-08-31 | Language-Statistical Analysis of Neural Audio Codec Tokens Across Architectures, Corpora, and Noise Conditions
[arXiv] 2026-08-31 | Normalized Low-Rank Adaptation
[arXiv] 2026-08-31 | A Networked SIS Epidemic--Opinion Model with Higher-Order Interactions
[arXiv] 2026-08-31 | Analytic Dynamics: Learning Physics-Grounded Representation for Fast Intrinsic Dynamics Inference from Monocular Videos
[arXiv] 2026-08-31 | ALMA CO(2-1) Gas Dynamics in NGC 315: A Multi-Method Benchmark for Supermassive Black Hole Mass Measurement
[arXiv] 2026-08-31 | TSPFN: A Temporal Tabular Foundation Model for Physiological Time Series Classification
[arXiv] 2026-08-31 | Language-Informed Flow Matching for Trend-Guided Structure-Based 3D Molecular Generation
[arXiv] 2026-08-31 | Storage-Centric System Designs for Enabling Fast, Efficient, and Low-Cost Genomic and Metagenomic Analyses
[arXiv] 2026-08-31 | Domain-Varying 2D Green' s Functions for Cage-based Deformation
[arXiv] 2026-08-31 | Work Extraction Across a Thermodynamic Hierarchy in Quantum Many-Body Systems
[arXiv] 2026-08-31 | Constraining equation of state of neutron star using neutron star-black hole mergers
[arXiv] 2026-08-31 | Intercoupling of Segregation and Rheology in Spatially Developing Granular Chute Flows
[arXiv] 2026-08-31 | A $(q,t)$-Overview of $q$-Analogs
[arXiv] 2026-08-31 | Adaptive Observer of Nonlinear One-Sided Lipschitz Systems Using Estimated State Regressors With Finite Excitation
[arXiv] 2026-08-31 | Pseudo-Anosov flow and dynamics on guts
[arXiv] 2026-08-31 | CogEvol: Towards Efficient and Reliable Learning Environment Generation
[arXiv] 2026-08-31 | Singular Curvature in ReLU Training:Differentiation and the Gradient-Flow Limit Need Not Commute
[arXiv] 2026-08-31 | Learning Action Models with Conditional and Quantified Effects via Uncertainty-Guided Exploration
[arXiv] 2026-08-31 | Detecting AI Impostors: How Do Middle Schoolers Identify LLM Agents in a Live Collaborative Setting?
[arXiv] 2026-08-31 | Reproducible macroscopic dynamics in a closed-loop human-AI learning system
[arXiv] 2026-08-31 | Effects of isospin imbalance on the chiral phase transition within a Chiral Dual Partner Model
[arXiv] 2026-08-31 | Beacon: LLM Multi-Agent Driven Hardware Design Space Exploration for Heterogeneous Multi-Chiplet Deep Learning Accelerators
[arXiv] 2026-08-31 | Stride-k Subsampling: Train-Free Audio Token Reduction for Whisper
[arXiv] 2026-08-31 | Reaching Fairness by Reallocating Goods
[arXiv] 2026-08-31 | Asymptotic Bounds on Generalized Covering Radii of Binary Primitive BCH Codes
[arXiv] 2026-08-31 | Planar Three-Body Problem: theoretical predictions and simulation results
[arXiv] 2026-08-31 | Irreducible $\mathbb{Z}_+$-modules over some $\mathbb{Z}_+$-rings
[arXiv] 2026-08-31 | Flexible Training Workloads in Large-Scale AI Data Centers for Transient-Stability Support in Transmission-Constrained Power Systems
[arXiv] 2026-08-31 | The Structure of Merging Turbulent Jets Beneath a Small Quadrotor
[arXiv] 2026-08-31 | Dual-Gradient Plasmonic qBIC Metasurface for Time-Resolved In Situ Optimization of Molecular Vibrational Sensing in Water
[arXiv] 2026-08-31 | Three-term asymptotics for discrete Hardy--Rellich constants in high dimension
[arXiv] 2026-08-31 | Beyond $X_\mathrm{max}$ : Reconstructing Air Shower Profiles with Information Field Theory with SKA-Low
[arXiv] 2026-08-31 | Local phase-space Berry curvature and Hall transport in textured twisted bilayer graphene
[arXiv] 2026-08-31 | Provably Safe Decentralized Contingency MPC under State-Only Information and Limited Sensing for Nonlinear Multi-agent Systems
[arXiv] 2026-08-31 | Neural Calibration of a Complete Market Model
[arXiv] 2026-08-31 | Beyond Good Intentions: When Does the Framing of Multilingual and Low-Resource NLP Research Become a Caricature?
[arXiv] 2026-08-31 | Measurement of Liquid Water Content in Snow from Density-Insensitive Microwave Attenuation
[arXiv] 2026-08-31 | Self-Diffusion of Water through Thermally Activated Membranes
[arXiv] 2026-08-31 | Linguistic Distance Segregates Latent Representations in Automatic Speech Recognition Systems
[arXiv] 2026-08-31 | Exclusive Leptonium Electroproduction
[arXiv] 2026-08-31 | Inertia-Driven Information Flow and Symmetry Breaking in a Nonequilibrium Two-Bead System
[arXiv] 2026-08-31 | Limit Laws of the Iterated Logarithm Under Sub-linear Expectations
[arXiv] 2026-08-31 | VFR-Audit: Verdict-Level Reliability for Fairness Audits in Hospital Length-of-Stay Prediction
[arXiv] 2026-08-31 | Sharp discrete Hardy constants in dimensions three and four and strict upper bounds from dimension nine
[arXiv] 2026-08-31 | Lucida: Parse, Generate, and Place for Composable Real-to-Sim Scene Modeling
[arXiv] 2026-08-31 | Supermoiré Reconstruction and Topological Mosaics in Twisted Trilayer WSe$_2$ and MoTe$_2$
[arXiv] 2026-08-31 | Geometric Attractor Monitoring: A Robust and Frugal Framework for Multi-modal Industrial Robotic Cycles
[arXiv] 2026-08-31 | From Test Performance to Risk-Based Effect Sizes: A Unified Wald-Type Framework to Design Clinical Validation Studies for Binary and Survival Outcomes
[arXiv] 2026-08-31 | Doppler Effect in High-Mobility Free Space Optical Links with Multicarrier Intensity Modulation
[arXiv] 2026-08-31 | LipCoder: Voice-Enabled Coding Toolkit
[arXiv] 2026-08-31 | PixelIR: Fidelity-Perception Decoupling via Pixel-Space Image-Residual Flow Matching for Efficient One-Step Real-World Super-Resolution
[arXiv] 2026-08-31 | CORAL: A Benchmark for Structure-aware and Brain-wide Neuron Reconstruction in Light Microscopy
[arXiv] 2026-08-31 | Resonance statistics, Fock-space branching, and long-range pair networks in slowly varying interacting chains
[arXiv] 2026-08-31 | Geometric origin of intrinsic rigidity for extremal horizons
[arXiv] 2026-08-31 | Which Rules Matter Now? Policy-Centroid Routing Before an Intelligent System Acts
[arXiv] 2026-08-31 | Compact homogeneous complex manifolds
[arXiv] 2026-08-31 | Hartree Fragmentation and Long-Range Pair Networks in Aperiodic Chains
[arXiv] 2026-08-31 | Perspectives on the Bott spectral sequence for Lie groupoids
[arXiv] 2026-08-31 | Multimodal Adaptive Expert Selection with Text Routing and Ordinal Prototype Optimization for Sentiment Analysis
[arXiv] 2026-08-31 | BAITBENCH: Measuring Agent Reward Hacking with Optional Shortcuts Planted in ML Tasks
[arXiv] 2026-08-31 | SegWave: Wavelet-Driven Segmentation of Tampered Regions
[arXiv] 2026-08-31 | Kolmogorov--Arnold against bounded translations
[arXiv] 2026-08-31 | Beyond the Payload: How User Invocation Shapes Coding Agent Vulnerability to Repository Poisoning
[arXiv] 2026-08-31 | Halide donors in monoclinic- and corundum-phase Ga$_2$O$_3$ and Al$_2$O$_3$
[arXiv] 2026-08-31 | LCoT-GV: Graph Attention Networks for Verifying Long Reasoning Chains in Large Language Models
[arXiv] 2026-08-31 | STOKES tables and KY codes
[arXiv] 2026-08-31 | Towards Stream Learning on Embedded Systems: Benchmarking the Memory Consumption of Stream Learning Methods
[arXiv] 2026-08-31 | Responsible Integration of AI in Cancer Genomics: Barriers, Risks, and Pathways to Trustworthy Clinical Translation
[arXiv] 2026-08-31 | S3C-LLM: Skill-Code Guided Agentic Language Models for Spectrum-to-Structure Elucidation
[arXiv] 2026-08-31 | Learning dynamically consistent flow reconstructions from limited observations
[arXiv] 2026-08-31 | Linear independence of global monomials on positive spaces
[arXiv] 2026-08-31 | DERELAB: Probing Defeasible Reasoning and Confirmation Bias in LLMs with a Generative Benchmark
[arXiv] 2026-08-31 | ImageCAS-X: a dataset and benchmark for coronary artery segmentation and centerline extraction in coronary CT angiography
[arXiv] 2026-08-31 | Beyond Polarization: The Generative Constraint of Chain-of-Thought in Pointwise Reranking
[arXiv] 2026-08-31 | Co-Evolving Actor-Conditioned Critics for Non-Verifiable Generation
[arXiv] 2026-08-31 | Attesting Outputs and Delegation Ancestry in Multi-Agent AI Systems
[arXiv] 2026-08-31 | Morita Induction and Geometric Ideals in $\ell^p$ Roe-Type Algebras
[arXiv] 2026-08-31 | Kathleen Remembers: Length-Invariant One-Shot Recall Without Attention
[arXiv] 2026-08-31 | Hunting the nature of the Seyfert 1 galaxy GRS 1734-292: can it be a gamma-ray emitter?
[arXiv] 2026-08-31 | Perfect state transfer on Cayley graphs over dihedral groups: A complete and practical characterization
[arXiv] 2026-08-31 | Answer Probing-Guided Search for Diverse Solution Exploration of LLMs
[arXiv] 2026-08-31 | LangBP: Language-Guided Reasoning and Acting for Joint Bidding and Pricing
[arXiv] 2026-08-31 | Coarse composition suffices: tabular in-context learning for multi-activity antimicrobial peptide profiling
[arXiv] 2026-08-31 | Learning PDE Time-Stepping with Neural Cellular Automata
[arXiv] 2026-08-31 | Beyond Token-Level Guidance: Inference-Time Alignment of Specialized LLMs via Cross-Family Representation Steering
[arXiv] 2026-08-31 | Quantum-interference metrology of dissipative Kerr solitons
[arXiv] 2026-08-31 | Learning to Restore More: Continual Capability Expansion for Pretrained Image Restoration Models
[arXiv] 2026-08-31 | Data-Centric Neuromotor Interfaces for Portable Human-Machine Interaction
[arXiv] 2026-08-31 | Dynamic Hub-and-Spoke Memory for Streaming Video Understanding
[arXiv] 2026-08-31 | CometVLA: Co-Training on an Embodied Data Pyramid towards Physical Understanding
[arXiv] 2026-08-31 | Extracting Knowledge from Tools in LLM Agents
[arXiv] 2026-08-31 | SELECT: SELEctive Context Transfer for Class-Incremental Semantic Segmentation
[arXiv] 2026-08-31 | Some function applications of weak $λ$-spaces
[arXiv] 2026-08-31 | On low-dimensional uniform rectifiability in Heisenberg groups - Part 2
[arXiv] 2026-08-31 | The Exact MMS Guarantees of EFX and PMMS
[arXiv] 2026-08-31 | Inversion-descent enumerators of $\underline{32}1$-avoiding permutations
[arXiv] 2026-08-31 | Using Prosody to Predict Syntactic Structure
[arXiv] 2026-08-31 | CAMIE: Co-Engagement-Aware Multimodal Item Embeddings for Snap Dynamic Product Ads Retrieval
[arXiv] 2026-08-31 | Strong Drafts Need Compact Memories: Long-Context Speculative Decoding with Compressed KV Cache
[arXiv] 2026-08-31 | Decentralized Strategies for Finite Population LQG Social Control: A Reinforcement Learning Approach
