[2026-04-14 22:46:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-13
正在获取论文...
[arXiv] 2026-04-13 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[IEEE] 2026-4-13 | Design Method of LLC Resonant Converter for High-Power DC Step-Up Collection in Offshore Wind Turbines
[IEEE] 2026-4-13 | Research on the Integration Path of Carbon Market and Green Certificate Green Electricity Trading Mechanism: Evaluation and Construction of the Mutual Recognition Framework
[ACM] 2026-4-14 | Optimization of Low-Carbon Schemes for Railway Construction in Northwest China Based on Radial Basis Function and Genetic Algorithm
[ACM] 2026-4-14 | Structural Performance of Stiffened Tubular X-joints in Steel Tubular Transmission Tower
[IEEE] 2026-4-13 | Comparative Study of Computational Modeling and AI-Driven Frameworks for Evaluating Soil Organic Carbon in Agricultural Systems
[ACM] 2026-4-14 | Simulation Analysis and Field Measurement Study on Tunnel Deformation Induced by Horizontal Directional Drilling Construction of Close-Up Overcrossing Existing Shield Tunnel
[IEEE] 2026-4-13 | Low-Pass Three Layer Frequency Selective Surface
[IEEE] 2026-4-13 | Planar dual-band inverted-F antenna for Bluetooth and Zigbee/LoRa IoT distributed sensors
[ACM] 2026-4-14 | Influence of the Cross-Sectional Shape of the Test Section of the Shock Wave Simulation Device on Shock Wave Overpressure
[IEEE] 2026-4-13 | Digital Transformation Strategies: Integrating Emerging Technologies into Business Models
[IEEE] 2026-4-13 | Enhanced Near-Field Scanning Using Derivative Probe
[IEEE] 2026-4-13 | Machine Learning Based Digital Visual AI-Mediation on Transgender Rights and Equality in Contemporary Era
[ACM] 2026-4-14 | Transfer the Thermal Comfort Prediction to Data-Scarce Regions: A Model for Future Climate
[IEEE] 2026-4-13 | Improving Sentiment Analysis Through Word Embeddings and Recurrent Neural Networks
[IEEE] 2026-4-13 | A Simulink-Based Full-Element Modeling Method for Power System Stability Control Systems
[IEEE] 2026-4-13 | AI-Driven Predictive Modeling and Machine Learning Framework for Classification of Fetal Health Conditions
[ACM] 2026-4-14 | Optimizing Freestyle Swimming Strategies through Integrated Computational Modeling, Simulation, and Data Analysis
[IEEE] 2026-4-13 | Advanced Beam Steering and Shaping via Reconfigurable Transmissive Metasurfaces
[IEEE] 2026-4-13 | Automated Identification of Zika Virus Mosquito Vectors Using Ensemble Deep Learning
[IEEE] 2026-4-13 | Design of Smart Pedagogy and Decision Making with Augmented Reality and Fuzzy Logic as Paradigm Shift in History Learning
[IEEE] 2026-4-13 | Postpartum Depression Detection Using Ensemble Learning
[IEEE] 2026-4-13 | Comparative Analysis of YOLOv10, YOLOv11, and YOLOv12 for Retail Self-Checkout Systems
[IEEE] 2026-4-13 | Demonstrating Code Mutations Using LLMs: A Sandbox Approach to Safe Malware Testing
[ACM] 2026-4-14 | Na senda das dimensões da média-arte digital nas narrativas biográficas em Macau: uma perspetiva à luz da diversidade cultural
[ACM] 2026-4-14 | AFASTAR E APROXIMAR: Narrativa audiovisual sobre a (re)conexão entre o Homem e a Natureza. Presença entre imagem, som e natureza
[IEEE] 2026-4-13 | Analytical Models for Calculating the Inductances of Electromagnetic Band Gap Structures
[IEEE] 2026-4-13 | Synthesis of Dual-Band Convoluted FSS Using Radial Basis Function Neural Networks
[IEEE] 2026-4-13 | Design and Simulation of Self-Organising Antenna Structures based on Computer-Integrated Manufacturing Platforms
[IEEE] 2026-4-13 | Research on Dynamic and Economic Performance of Electric Vehicles Based on AVL Cruise
[IEEE] 2026-4-13 | A Probe Calibration Method for Coordinate Measuring Machines based on a Hybrid Temporal-Physical Constraint Model
[IEEE] 2026-4-13 | Enhancing On-Body UHF Passive RFID Tags with an AMC-Inspired Surface
[IEEE] 2026-4-13 | Neurocognitive Evaluation of CNC Fabricated Islamic Ornamental Panels: Toward Emotionally Supportive Architectural Components
[IEEE] 2026-4-13 | Optimization of Detection Algorithms on a Mouse Movement Monitoring System Platform to Support Biomedical Research
[IEEE] 2026-4-13 | PIN-Diode-Based Reconfigurable Metasurface for Dynamic Microwave Beam Control
[IEEE] 2026-4-13 | Toward Deterministic 6G HRLLC: A Multi-Agent DRL-Based Traffic Scheduling Method in HRLLC and TSN Converged Networks
[IEEE] 2026-4-13 | FETCH: Deep Learning IoT-Fog Framework for Lower-Limb Disorders
[IEEE] 2026-4-13 | Zero-Knowledge Identity Verification
[IEEE] 2026-4-13 | Deepfake Detection Using Xception Model with Multi-Modal Ensemble Learning and Bayesian Fusion
[IEEE] 2026-4-13 | Design Strategies for Gain Enhancement in ITO-Based Optically Transparent Antennas
[IEEE] 2026-4-13 | Research on Distributed Photovoltaic Grid Connection Path Optimization System
[IEEE] 2026-4-13 | A Step-Wise Integral Equivalent Model for Efficient EMT Simulation of Power Converters Under Variable-Step Algorithms
[IEEE] 2026-4-13 | SOULSYNC: An AI-Driven Emotional and Cognitive Support System for Alzheimer's Care
[IEEE] 2026-4-13 | Power Communication Data Mid-End Driven Multi-Source Data Fusion and Power Grid Fault Prediction
[ACM] 2026-4-13 | HumanoidTurk: Expanding VR Haptics with Humanoids for Driving Simulations
[ACM] 2026-4-13 | Designing for Long-Term Emotion Regulation: A Breathing Biofeedback Game for Women in Compulsory Isolation Drug Rehabilitation Centers
[ACM] 2026-4-13 | Unpacking How Pole Dancers Come to Experience the Use of Fitness Trackers
[ACM] 2026-4-13 | "Do I Really Need This?": Illuminating Challenges in Integrating Computational Training Tools in Esports Coaching
[ACM] 2026-4-13 | Designing a Generative AI-Assisted Music Psychotherapy Tool for Deaf and Hard-of-Hearing Individuals
[ACM] 2026-4-13 | Component-Wise Sketching and Generation for Car Interior Design
[ACM] 2026-4-13 | ‘In a Pinch, If You Have Nothing’: An Exploration of Money-Making Apps in Homeless Shelters
[ACM] 2026-4-13 | AskNow: An LLM-powered Interactive System for Real-Time Question Answering in Large-Scale Classrooms
[ACM] 2026-4-13 | When AI Gives Advice: Evaluating AI and Human Responses to Online Advice-Seeking for Well-Being
[ACM] 2026-4-13 | RIP Moxie: Lessons for Supporting Emotional Detachment at Product End-of-Life through a Case Study of a Social Companion Robot
[ACM] 2026-4-13 | Seeing Like a Community: Public Perceptions of Data Use in Government
[ACM] 2026-4-13 | Understanding User Needs Underlying the Expected Roles of LLM-Based Chatbots in Privacy Decision-Making
[ACM] 2026-4-13 | Towards Accessible Mobility Support: User-Centered Design of a Passive, Multi-Functional, Low-Cost Knee Exoskeleton
[ACM] 2026-4-13 | Introducing Blockchains at School Without Computers
[ACM] 2026-4-13 | Narratives and Perspectives: How AI Summaries Steer Users' Opinions and Engagement on Social Media
[ACM] 2026-4-13 | Zip-up Print: Rapid and Assemblable 3D printing Using 2D Flattened Zipper-like Structures
[ACM] 2026-4-13 | Rethinking User Empowerment in AI Recommender System: Innovating Transparent and Controllable Interfaces
[ACM] 2026-4-13 | "It Seems to Understand My Heart": An Empirical Study of Persona-Driven Persuasive AI Agent for Aging-in-Place in Singapore
[ACM] 2026-4-13 | What Happened to Scenario-Based Design in HCI?: A Scoping Review
[ACM] 2026-4-13 | Forefeel the Move: Investigating Proprioceptive Feedback for Communicating Imminent Motions of Body-actuating Systems
[ACM] 2026-4-13 | Beyond the Spotlight: Co-Designing AI for Theatre Audience Communication
[ACM] 2026-4-13 | Patchworking Networks of Support: On the Digital Successes and Challenges of Women- and Minority-Owned Restaurant Businesses
[IEEE] 2026-4-14 | Composition and Temperature Control of Spin Canting in Mn
                    <sub>3+x</sub>
                    Pt Noncollinear Antiferromagnet
[IEEE] 2026-4-14 | ICDSG 2025 List Reviewer Page
[IEEE] 2026-4-14 | Securing Blue Carbon: A Framework for Transparent MRV in Mangrove Restoration
[IEEE] 2026-4-14 | Machine Learning Comparison for Coffee Plantation Mapping in Jawa Barat’s Mountainous Terrain
[IEEE] 2026-4-14 | Vehicle Trajectory Reconstruction Using Variational Inference Amid Measurement Loss and Non-Gaussian Noise: Algorithm and Experiments
[IEEE] 2026-4-14 | Capacity Analysis and Robust Topology Design of LEO Satellite Constellation with Node/Link Failure
[ACM] 2026-4-13 | Human-in-the-Loop Egyptology: A System for Ancient Egyptian Text Study
[ACM] 2026-4-13 | PRISM: Post-task Reflection via Intelligent Social Multi-agents for Enhancing Learning Experience and Industrial Skill Retention
[ACM] 2026-4-13 | Illuminating Memory: Using Ambient Light to Enrich Generative Representations of Daily Life
[ACM] 2026-4-13 | Tear-able to Wearable: Exploring End-of-Life Pathways for E-Textiles
[ACM] 2026-4-13 | Embodying Relationships: Designing TUIs for Co-Located Human-Human Dynamics
[ACM] 2026-4-13 | TinyGaze: Lightweight Gaze-Gesture Recognition on Commodity Mobile Devices
[ACM] 2026-4-13 | Why Johnny Checks but Doesn’t Alert: Reporting as the Missing Step in Verifiable Internet Voting
[ACM] 2026-4-13 | Steering Generative Models for Accessibility: EasyRead Image Generation
[ACM] 2026-4-13 | Participatory AI &amp; Social Justice
[ACM] 2026-4-13 | Toward Personalized Proactive Agents on Smart Glasses: From Explicit Context Policies to Implicit User Differences
[ACM] 2026-4-13 | Exploring Indirect Touch Gestures for Smartphone Interaction within VR Environments
[ACM] 2026-4-13 | Who Needs What? The Interaction Between Empathy Communication and Trait Empathy in a Home-Based Virtual Healthcare Robotic Agent for Older Adults
[ACM] 2026-4-13 | Foreign Domestic Workers' Perspectives on an LLM-Based Emotional Support Tool for Caregiving Burden
[ACM] 2026-4-13 | The “Imperfect Peer”: Examining the Roles of Polyadic Conversational Agents in Scaffolding Retired Adults' Participation in Online Communities
[ACM] 2026-4-13 | Demonstrating Virtual Sauna – Experiencing Thermal Motion through Wearable Haptics for VR
[ACM] 2026-4-13 | Wearable Sound Technologies for Understanding and Shaping Bodily Perception and Emotional States in Depressive Symptomatology
[ACM] 2026-4-13 | Exploring AI for enhancing palliative cancer care in remote settings: A co-creation study with healthcare professionals
[ACM] 2026-4-13 | Dialogue-Based Evaluation of Interactions: Comparing Dialogue Robot and Dialogue AI in Cooperative Video Game
[ACM] 2026-4-13 | SSPINNpose: A Self-Supervised PINN for Inertial Pose and Dynamics Estimation
[ACM] 2026-4-14 | A Vehicle Detection Method for Adverse Highway Weather Based on WB-YOLOv11
[IEEE] 2026-4-13 | Natural Language Processing and Machine Learning for Mucormycosis Risk Prediction
[ACM] 2026-4-14 | Mycortex: Exploring Non-Human Symbolic Communication through Art and Bioelectric Signals
[IEEE] 2026-4-13 | Detection and Classification of Retinopathy of Prematurity on Multi-Source Fundus Images Using DenseROPNet
[IEEE] 2026-4-13 | Experimental Methodology for Evaluating Electroporation Effectiveness in Bacterial Control
[ACM] 2026-4-14 | Unblackboxing como prática artística
[ACM] 2026-4-14 | Espionage and Dataveillance Technologies: Perspectives on Sound Surveillance in Surveillance Art Practices
[ACM] 2026-4-14 | Research on the Role of Feature Factors in Pneumoconiosis Staging Based on a Pneumoconiosis Database
[IEEE] 2026-4-13 | Mapping the Evolution of AI Applications in Sustainable Supply Chain Management: A Bibliometric Review
[IEEE] 2026-4-13 | Research on Semi Automated Metrology Technology Based on Matrix Formula of Rotary Parts
[IEEE] 2026-4-13 | Design and Simulation Analysis of Electricity Fee Settlement Mechanism in Electricity Market Based on Central Counterparty
[IEEE] 2026-4-13 | The Smart Fall Detection and Emergency Alert System
[IEEE] 2026-4-13 | Numerical Design of a 26 GHz Exposure System for Real-Time Electrophysiological Experiments
[IEEE] 2026-4-13 | Blockchain-Enabled AI System for Fake News Detection and Trustworthy Verification
[IEEE] 2026-4-13 | Marine Debris Segmentation Using Swin U-Net with Spectral-Spatial Attention
[ACM] 2026-4-14 | AI.R Taletorium: Preserving Culture Through AI Storytelling
[ACM] 2026-4-14 | Memory, montage, and counter-narratives
[IEEE] 2026-4-13 | Adoption of AI-Enabled Educational Tools in Schools: A Big Tech—Driven Transformation
[IEEE] 2026-4-13 | Intelli-Query: A Large Language Model System for Semantic Retrieval and Document Understanding
[IEEE] 2026-4-13 | The Nasreddin Hodja Principle and the Mathematics of Deep Learning [From the Editor]
[IEEE] 2026-4-13 | An End-to-End Multimodal Deep Learning Model for Fake Video Detection and Authenticity Scoring
[ACM] 2026-4-14 | Prediction of Hydrate Formation in Long-distance CO2 Transportation Pipelines
[IEEE] 2026-4-13 | Evaluation of the Radiated Electric Field of a Tri-band Circularly Polarized Antenna Integrating a Ferrite Material using Infrared Thermography
[IEEE] 2026-4-13 | Lightning Image Segmentation Method Based on Improved U-Net
[IEEE] 2026-4-13 | AI-Driven Smart Mesh Networks for Sustainable Rural Connectivity
[IEEE] 2026-4-13 | Optimising I2V Propagation in VANETs-A Broadcast Frequency and Mobility Analysis for BSAD Protocol
[IEEE] 2026-4-13 | An Evaluation and Optimization Model for Enterprise Carbon Emission Performance Based on Carbon Efficiency Code
[ACM] 2026-4-14 | Towards Human-Free Alignment for Low-Resource Machine Translation: Self-Supervised Preferences Meet Self-Reward Reinforcement Learning
[IEEE] 2026-4-13 | Deep Learning-Based Brain Tumor Detection and Classification from MRI Images Using CNN
[IEEE] 2026-4-13 | Development of a Rapid Measurement Device for Hot-State Winding Resistance in Transformer Temperature-Rise Tests
[IEEE] 2026-4-13 | Research on Frequency Modulation Performance Evaluation and Optimization Strategies for New Energy Power Stations Based on Multi Scenario Feature Analysis
[IEEE] 2026-4-13 | Intelligent Grievance Categorization and Dynamic Departmental Routing: A Multi-Modal E-Governance Framework
[IEEE] 2026-4-13 | Relative Humidity Measurement in 14 cm Thick Concrete Blocks
[IEEE] 2026-4-13 | A Hybrid RAG–ASP Framework for Power Generation Scheduling
[IEEE] 2026-4-13 | Autonomous Agentic AI Frameworks for Supply Chain Resilience and Decision-Making
[IEEE] 2026-4-13 | Sensor Fusion and Machine Learning Framework for Seated Movement Detection using a Trunk Orthosis
[IEEE] 2026-4-13 | Depth-Aware Pothole and Speed Bump Detection Using Integrated MiDaS and YOLO for Autonomous Driving
[ACM] 2026-4-13 | Automating UI Optimization through Multi-Agentic Reasoning
[IEEE] 2026-4-13 | Real-Time Prediction of School Buses Using Adaptive Clustering and HMM State Transitions
[IEEE] 2026-4-13 | TheraMind AI: A Multilingual and Multidomain Diagnostic Assistant for Psychotherapy
[ACM] 2026-4-14 | Submicron Non-contact Warpage Measurement and Finite Element Analysis of PCBA
[IEEE] 2026-4-13 | A Compact Hybrid Log-Periodic Dipole Array Antenna in the Digital TV Band
[ACM] 2026-4-14 | Infrared Interferometry of Silicon Carbide Epitaxial Layers
[IEEE] 2026-4-13 | 1D Phaseless Inverse Scattering using a Pruned Neural Network
[IEEE] 2026-4-13 | AI-Based Multimodal Depression Detection Using CNN and Hybrid Deep Learning Architectures
[IEEE] 2026-4-13 | Secure and Scalable Edge—Cloud Architecture for IIOT Energy Monitoring and Anomaly Detection
[IEEE] 2026-4-13 | A Relational Learning Approach to Network Intrusion Detection using Graph Neural Networks
[IEEE] 2026-4-13 | Automated Plastic Type Classification Using Transfer Learning with Mobilenetv2 for Waste Management Applications
[IEEE] 2026-4-13 | Explainable Machine Learning for Predicting Organizational Behaviour: Role of Trust in Management and Colleagues in SMEs
[ACM] 2026-4-14 | Deformation Assessment of Pipeline Undercrossing Bridge
