[2026-05-15 22:54:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-14
正在获取论文...
[arXiv] 2026-05-14 | Aligning Latent Geometry for Spherical Flow Matching in Image Generation
[IEEE] 2026-5-14 | Curiosity-Driven Reinforcement Learning for Autonomous Navigation in Magnetically Controlled Capsule Endoscopy
[IEEE] 2026-5-15 | An In-Loop Filter PLL with Fixed-Frequency Enhanced ROGI Prefilter for Three-Phase Grid-Connected Converters
[IEEE] 2026-5-15 | Unified Energy Consumption Modeling for Heterogeneous UAVs: An Adaptative Incremental Learning-Based Framework
[IEEE] 2026-5-14 | MalElves: Reinforcement Learning-Driven Adversarial Example Generation for Evading Cross-Platform ELF Malware Detection
[IEEE] 2026-5-15 | Battery Health Prognosis Using Physics-Informed Neural Network with Quantum Feature Mapping
[IEEE] 2026-5-15 | Mixture Density Networks Improve Inter-Sensor Consistency of Optical Water Type Classification
[IEEE] 2026-5-14 | Disturbance Perception and Accurate Modeling of Magnetic Suspension Flywheel Battery Based on Dynamic Coupling Preview Matrices
[IEEE] 2026-5-14 | <i>COIVis</i>
                    : Eye-tracking-based Visual Exploration of Concept Learning in MOOC Videos
[IEEE] 2026-5-15 | From Rules to Reasoning: Bridging Rule-based and LLM-based Machine Translation
[IEEE] 2026-5-15 | On Information Theoretic Fairness: From Perfect To Bounded Demographic Parity
[IEEE] 2026-5-15 | A Deterministic Boolean-Logic Switching Control for Grid-Connected Multi-Level PV Microinverters
[IEEE] 2026-5-14 | Deep Spatio-Temporal and Frequency Guided Fusion Network for Event-to-Video Reconstruction
[IEEE] 2026-5-15 | IMRA 2025 TOC
[IEEE] 2026-5-14 | Frequency-Domain Scalar Message Passing Based Joint Target Detection and Localization for Distributed Passive MIMO Radar
[IEEE] 2026-5-14 | On the Convergence of the Fast Griffin-Lim Algorithm
[IEEE] 2026-5-14 | Optimal Stealthy Attacks Under Periodic Detection in Cyber-Physical Systems With Round-Robin Protocol
[IEEE] 2026-5-14 | Rotor Speed Estimation of Synchronous Generators Based on PMU Data and Tuning of Linearized Swing Equation Coefficients
[IEEE] 2026-5-15 | Joint Service Caching and Resource Allocation in DT-Empowered Cloud-Edge Networks Via MARL With Hierarchical Knowledge Transfer_supp1-3691308.pdf
[IEEE] 2026-5-15 | Dynamic Operating Envelope Calculation for Grid Integration of Large Controllable Digital Loads
[IEEE] 2026-5-14 | An LMI Approach to Admissibility Analysis and
                    <i>H</i>
                    <sub>∞</sub>
                    Observer-Based Control Design with Fault Estimation for Singular Fractional-Order Systems
[IEEE] 2026-5-14 | Predicting Tactile Sensory Outcome of Physical Human-Robot Interaction through Embodied Learning Strategy_supp2-3692059.mp4
[ACM] 2026-5-14 | Feasibility and Efficiency of Subliminal Warnings Against Phishing Attacks
[ACM] 2026-5-14 | Predicting Broadband Customer Complaints Using Data-Centric AI: A Case for Synthetic Data
[IEEE] 2026-5-14 | Incipient Inter-Turn Short-Circuit Fault Diagnosis Based on Spatiotemporal Multibranch Graph Convolutional Network_supp1-3684175.jpg
[IEEE] 2026-5-14 | Low-Energy Room-Temperature Ni-Functionalized ZnO–TiO
                    <sub>2</sub>
                    Ternary Nanocomposite Thin-Film Transistor Formaldehyde Sensor
[IEEE] 2026-5-14 | A Multi-Voltage Method for Extracting Multi-Chips Junction Temperature Distributions in Power Electronics
[IEEE] 2026-5-14 | A Tutorial on Cognitive Biases in Agentic AI-Driven 6G Autonomous Networks
[IEEE] 2026-5-14 | Computational Intelligence for Social Good: Advancing Cybernetics and Medical Systems
[IEEE] 2026-5-14 | Dot-Shaped Range-Angle Beampattern Synthesis for Frequency Diverse Array with Linear Frequency Offset_supp1-3692774.xlsx
[IEEE] 2026-5-14 | Whisper in Focus: Parameter-Efficient Stuttering Disfluency Classification
[IEEE] 2026-5-14 | ULL-RA: Unsupervised Learning-Based Location-Aware Random Access for Massive Machine-Type Communications
[IEEE] 2026-5-14 | Spray-Coated Silver as Backside Metal for III–V Photovoltaic Devices on GaAs and Ge Substrates
[IEEE] 2026-5-14 | A Semantic Digital Twin Framework for Predictive Failure Analytics in IoT
[IEEE] 2026-5-15 | An Emotion - Driven System Offering Personalized Activities and Lifestyle Recommendations
[IEEE] 2026-5-15 | Spatio-Temporal Siamese Ensemble with Multi-Level Feature Fusion for Video-Based Person Re-Identification
[IEEE] 2026-5-15 | Construction of Occupational Interest Profiles Based on Deep Learning (CNN-LSTM): Precise Matching Algorithms Integrating Multi-Source Behavioral Data
[IEEE] 2026-5-15 | Learning Gold Futures Price Dynamics Using Attention-Guided Temporal Deep Learning
[IEEE] 2026-5-15 | Simulation Research of Frequency-Selective Fading Channels for Deterministic Networks
[IEEE] 2026-5-15 | GST Smart Filing Assistance for SMES
[IEEE] 2026-5-14 | Control Co-Design Framework for Joint Optimization of PID Governor and Hydraulic Dynamics for a Hydropower Plant
[IEEE] 2026-5-15 | A Hardware-in-the-Loop Platform for Evaluating MQTT-based Intelligent Traffic Light Systems
[IEEE] 2026-5-15 | Evaluating Cycle and Non-Cycle Traffic Control Approaches in Intersection Networks Under Sensor Cyber Attacks
[IEEE] 2026-5-15 | Model-Based Multi-Modal Volumetric Sensing via Fusion of Stereo HFR, ToF, and Thermal Cameras
[IEEE] 2026-5-15 | Fractional-N PLL–Based Micro-Oven Control for Ultra-Stable MEMS Frequency References
[IEEE] 2026-5-15 | Design and Operation Analysis of Phase Change Energy Storage and Multi-Energy Coupled Constant-Temperature Biogas System
[IEEE] 2026-5-15 | Classifying Snoring Sounds for Acoustic Detection of Sleep Apnea
[IEEE] 2026-5-15 | A Multi-Agent System for Automated Lifetime Prediction of Power Electronics
[IEEE] 2026-5-15 | Research on the Structured Reconstruction and Precise Extraction of Key Information from Power Demand Texts Based on Large Language Models
[IEEE] 2026-5-15 | Research on the Prediction Method of Recent Photovoltaic Power Generation Based on CNN BiGRU
[IEEE] 2026-5-15 | Distributed Smart Agriculture Monitoring over the IoT Computing Continuum
[IEEE] 2026-5-15 | Traceability and Research in the Agricultural Chain of Medicinal and Aromatic Plants (MAPs): An IoT-based Approach
[IEEE] 2026-5-15 | OmniPlantSeg: Species Agnostic 3D Point Cloud Organ Segmentation for High-Resolution Plant Phenotyping Across Modalities
[IEEE] 2026-5-15 | 2025 IEEE Latin American Conference on Nanotechnology (LANANO)
[IEEE] 2026-5-15 | Grapevine Leaf Phenotyping Using Deep Learning Based on Three-Dimensional Point Cloud
[IEEE] 2026-5-15 | A Novel Current Protection Setting Method with Moderate Sacrifice of Selectivity
[IEEE] 2026-5-15 | Beyond Productivity: Exploring the Cognitive Cost of Using ChatGPT
[IEEE] 2026-5-15 | Application Research of an Efficient Blockchain Consensus Mechanism Integrating Clustering Algorithms and Zero-Knowledge Proofs in Distributed Power Trading
[IEEE] 2026-5-15 | AI-Powered Optimization and Reusability Prediction of Visible-Light Photocatalyst for Methylene Blue Degradation
[IEEE] 2026-5-15 | Region-Adaptive Learned Hierarchical Encoding for 3D Gaussian Splatting Data
[IEEE] 2026-5-15 | Film Grain Synthesis with Debanding Feature
[IEEE] 2026-5-15 | Intelligent Smart Energy Monitoring Architecture for Real-Time Consumption Analysis and Automated Efficiency Optimization in Systems
[IEEE] 2026-5-15 | Computer Vision-Based Emotion Recognition Methods
[IEEE] 2026-5-15 | IoT-Based Intelligent Child Tracking System with Cloud Integration and Geofencing
[IEEE] 2026-5-15 | Time-Domain Waveform Mapping and Prediction of Ultrasonic Guided Waves Based on Deep Learning
[IEEE] 2026-5-15 | ASIM 2025 Cover Page
[IEEE] 2026-5-15 | Deep Non-Negative Matrix Factorization for Recommender Systems
[IEEE] 2026-5-15 | Influence of Free-Stream Turbulence on the Aerodynamic Performance of Paired Vertical-Axis Wind Turbine
[IEEE] 2026-5-15 | A Σ-Structure Ripple-Cancellation Switching Regulator with Automatic Ripple Calibration Achieving Sub-mV Output Voltage Ripple
[IEEE] 2026-5-15 | Multi-Spectral Filter-Less Computational Imager in Standard CMOS for Beyond-Visible Ubiquitous Machine Vision and Flexible Adaptation to Application
[IEEE] 2026-5-15 | Genetic Algorithm–Based Optimization of RoBERTa for Sexism Detection
[IEEE] 2026-5-15 | Development of IoT stations for measuring air and water quality by using optical spectroscopy
[IEEE] 2026-5-15 | GPU-Accelerated Chirplet Transform: Scalable Runtime Profiling and Analysis
[IEEE] 2026-5-15 | Light Detector System for Analyzing Plant Cultivation Utilization of Reflected Light from Ground Surfaces
[IEEE] 2026-5-14 | Data-Driven Prediction of Electric Vehicle Charging Behavior
[IEEE] 2026-5-14 | A Modified Gilbert-Cell Down-Conversion Mixer in 0.13 μm SiGe BiCMOS
[IEEE] 2026-5-15 | Research on Vulnerable Regions of MEMS Sensors Based on Multi-Physics Coupling Simulation
[IEEE] 2026-5-15 | Deep Learning for Friction Velocity Estimation in Urban Roughness Sublayer
[IEEE] 2026-5-15 | RGB-T Multi-modal Visual Question Answering in Nighttime and Adverse Environment
[IEEE] 2026-5-15 | OAFA-Net: A Lightweight Orientation-Aware Network for Remote Sensing Scene Classification
[IEEE] 2026-5-15 | BWPF-XGB: A Gradient-Reshaped and Weighted Fusion Framework for Extreme Imbalanced Fault Detection in Semiconductor Manufacturing
[IEEE] 2026-5-15 | Modeling and Robust Control of SEIG-Based Wind Energy Systems Using Linear RST and Nonlinear Sliding Mode VOC Techniques
[IEEE] 2026-5-15 | Multimodal Large Model-Driven AI Parking Recognition Technology
[IEEE] 2026-5-15 | Improved ASD Detection from Brain fMRI Using Fine-Tuned Transfer Learning on Pretrained Deep Convolutional Models
[IEEE] 2026-5-15 | CDDPM Data Augmentation and Fault Diagnosis for Small-Sample Vibration Signals
[IEEE] 2026-5-15 | Comprehensive Analysis and Detection of Network Level Session Hijacking Attacks Across TCP/IP and UDP Protocols
[IEEE] 2026-5-15 | A Planar and Low-Profile CPW-Fed UWB MIMO Antenna with High Isolation
[IEEE] 2026-5-15 | Peruvian Starch-Based Magnetic Hydrogel for Crystal Violet Dye Removal in Aqueous Media
[IEEE] 2026-5-15 | Review of Advances in the Modeling and Design of Composite Pressure Vessels for Hydrogen Storage
[IEEE] 2026-5-15 | Machine Learning Framework for Early Lung Cancer Risk Prediction Using Patient-Reported Clinical Data
[IEEE] 2026-5-15 | Structured Irradiance Benchmark for Performance Assesment of MPPT Algorithms in PV System
[IEEE] 2026-5-15 | NutriGuardian: An AI System for Personalized Health Guidance and Ingredient Evaluation in Packaged Foods
[IEEE] 2026-5-15 | Intrusion Detection and Prevention System Using Hybrid Classification Model
[IEEE] 2026-5-15 | Green Synthesis of Gold Nanoparticles Using Camellia sinensis and Baccharis trimera for a Sustainable Colorimetric Biosensor for Rapid and Selective Drug Detection
[IEEE] 2026-5-15 | Martingale and Graph Neural Network Edge Reweighting for Stable Community Detection
[IEEE] 2026-5-15 | Design and Evaluation of ChordVDB: A Distributed Vector Database System for Augmented Retrieval
[IEEE] 2026-5-15 | Neural Network-Based Simulation Framework for Anthrax Disease Progression in Animal Populations
[ACM] 2026-5-15 | Research on multi-center cloud redundant control architecture and scheduling mechanism based on interrupt cycle optimization
[ACM] 2026-5-15 | Automatic Grading of Experimental Reports Based on Feature Engineering and Machine Learning
[ACM] 2026-5-15 | ReCE: Rule-Retrieval Augmented Generation for Zero-shot and Few-shot Cybersecurity Event Extraction
[ACM] 2026-5-15 | Value-Oriented Online Optimization of Joint Data Collection and Backhaul Access in Multi-UAV Surveillance Networks
[ACM] 2026-5-14 | Increasing Engagement with Med-Chat using Gamification
[IEEE] 2026-5-15 | A Timing Synchronization Algorithm for Single-Carrier Burst Signals Based on Segmented Smoothing Processing
[IEEE] 2026-5-15 | Robust Hevc Bitstream Stitching for Live Multiview Video Streaming
[IEEE] 2026-5-15 | Comparison of Deep Learning Architectures for Fault Detection in Power Grids: A Study on CNN, Vision Transformer, and Swin Transformer
[IEEE] 2026-5-15 | A 26.4-to-56-Gb/s 0.38-pJ/bit PAM-4 Reference-less CDR Using Frequency-Offset Quantization Scheme Achieving 65-ns Constant-Band Acquisition Time in 28nm CMOS
[IEEE] 2026-5-15 | Attractor Matching: A New Paradigm for Structural String Comparison
[IEEE] 2026-5-15 | Design and Modelling of a Bidirectional ThreePhase Solid-State Transformer for Advanced Power System Applications
[IEEE] 2026-5-15 | IoT-Based Health Monitoring System for Textile Workers
[IEEE] 2026-5-15 | Real-Time AI-Driven Multi-Store Sales Forecasting and Automated Inventory Optimization System with Role-based Retail Intelligence
[IEEE] 2026-5-15 | The Neurological Code: Deciphering Parkinson's with Deep Generative Models and Attention Mechanisms
[IEEE] 2026-5-15 | Research on Curing Degree Detection of Fiber-Wound Plastic-Lined Gas Cylinders Using RFID and Physical Information Neural Networks
[IEEE] 2026-5-15 | A Passivity Criterion for Event-Triggered Communication Control of Manipulator for Bilateral Teleoperation Systems with Time-Varying Delays
[IEEE] 2026-5-15 | IEEE Career Center
[IEEE] 2026-5-15 | Research on Reinforcement Learning Decision of UAV Air Combat Based on Improved PPO Algorithm
[IEEE] 2026-5-15 | Lightweight Hybrid Attention for Rock CT Image Super-Resolution
[IEEE] 2026-5-15 | Physics-Constrained LSTM for Long-Term Operational Rule Extraction in IES
[IEEE] 2026-5-15 | Co-Evolutionary Pruning and Dynamic Weight Aggregation Enhanced L-SHADE for Cuffless Blood Pressure Estimation
[IEEE] 2026-5-15 | An Automated Text Summarization Agent Framework Based on Asymmetric Role Collaboration
[IEEE] 2026-5-15 | A Bi-Credit Evaluation and Revolving-Credit Settlement for Distributed Energy Trading
[IEEE] 2026-5-15 | Sliding Mode Observer-Based Detection and Reconstruction of Cyber Attacks in Cyber-Physical Power Systems with HIL Simulation
[IEEE] 2026-5-15 | A Hybrid Convolutional Neural Network and Vision Transformer Architecture for Lung Cancer Classification
[IEEE] 2026-5-15 | High Speed Datapath Circuit Design Using Domino Logic
[IEEE] 2026-5-15 | Hybrid Convolutional Orientation Encoder for Retinal Vessel Segmentation
[IEEE] 2026-5-15 | Research on Hierarchical Configuration Strategy of Grid and Load-Side Energy Storage for Improving Urban Regional Distribution Network Capacity
[IEEE] 2026-5-15 | Cluster Analysis of North Carolina’s County-Level Crime Rates
[IEEE] 2026-5-15 | Design of a Low-Cost Transfer Function Based MPC-Controlled Synchronous Buck Converter
[IEEE] 2026-5-15 | Thermal-mechanical coupling simulation of Chiplet 2.5D packaging based on chiplet distribution and Full Copper Interconnection
[IEEE] 2026-5-15 | Rural E-Commerce and Digital Platforms for Entrepreneurship: A Case Study in Northeast China
[ACM] 2026-5-15 | A Study on Policy Orientations for Regional Enterprises' Green Transformation Based on Text Analysis Algorithms
[ACM] 2026-5-15 | Research on an Intelligent Algorithm for Cross-Market Arbitrage of Copper Futures Based on Dynamic Slope Calculation - EMA Filtering - PPO Reinforcement Learning
[ACM] 2026-5-15 | IoT-Enabled Digital Twin for Whole-Lifecycle Management in Architectural Decoration Engineering
[ACM] 2026-5-15 | Trustworthy Multi-Agent Framework for Video Thumbnail Selection in Data Asset Ecosystems
[ACM] 2026-5-15 | The Impact of Big Data–Driven Bank Digital Transformation on Firm Innovation
[ACM] 2026-5-15 | How Algorithmic Recommendation Technology and Platform Green Reputation Drive Sustainable Consumption: Empirical Evidence from the Art Toy Market
[ACM] 2026-5-15 | The Impact of Digital Financial Inclusion Development on Economic Growth in Guangdong Province—Based on Perspectives of Spatial Econometrics and Machine Learning
[ACM] 2026-5-15 | Advancing Computer Technology for Financial Forecasting: A Comparative Study of Quantum and Classical Machine Learning Approaches in Stock Price Prediction
[ACM] 2026-5-15 | Evolution, Hotspots, and Future Trends: A Systematic Analysis of the “AI + Writing” Research Field Based on Knowledge Graph
[ACM] 2026-5-15 | Optimizing Legal Talent Training in Southern Xinjiang through Generative AI and Statistical Algorithms
