[2026-05-27 23:17:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-26
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605260000+TO+202605262359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-26 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[IEEE] 2026-5-26 | A Structured Three-Stage Pipeline for Compositional Text-to-Image Generation with Editable Layouts and Object-Wise Attention
[IEEE] 2026-5-26 | Linguistic Biomarkers for Dementia Detection: A Comparative Study of Machine Learning Models
[IEEE] 2026-5-26 | A Topology-Oriented Review of GaN-Based High-Frequency DC-DC Converters
[IEEE] 2026-5-26 | Correct Wrong Path Simulation
[IEEE] 2026-5-26 | LightAD: A Lightweight Vision-Based Autonomous Driving System
[IEEE] 2026-5-26 | Evaluating the Risk of Storing and Transporting the Hydrogen Energy in Oman Using Multi-Criteria Decision Making
[IEEE] 2026-5-26 | Traffic Sign Detection Using CNN in Adverse Imaging Environments
[IEEE] 2026-5-26 | Intelligent IoT-Driven Predictive Indoor Air Quality Management Framework for Educational Environments using Multi-Sensor Integration and Cloud-based Machine Learning Analytics
[IEEE] 2026-5-26 | Performance Evaluation of Reliability Indices in Islanded Microgrids Under Renewable Uncertainty
[IEEE] 2026-5-26 | Novel Insights into the Role of Turbulent Fluxes and Diabatic Heating in Shaping the Spatiotemporal Structure of the Hadley Cell
[IEEE] 2026-5-26 | AI -Driven Cloud Storage Latency Reduction
[IEEE] 2026-5-26 | Hybrid CNN Architectures for Bengali Pitha Recognition: A Deep Learning Approach
[IEEE] 2026-5-26 | A Multi-Level Debiasing Framework for Mitigating Cultural Bias in Reviews Sentiment Analysis
[IEEE] 2026-5-26 | ChaosRetina: Chaos-theory Based Feature Extraction for Multi-Label Retinal Disease Classification
[IEEE] 2026-5-26 | LaViCoN: Language and Vision Cooperative Navigation for Assistive Mobile Robots
[IEEE] 2026-5-26 | AI in the Antenna Design Life Cycle: An AI-Assisted Systematic Review
[IEEE] 2026-5-26 | Multi-Axis Vision Transformer with Optimised Temporal Convolution for Oral Diagnosis
[IEEE] 2026-5-26 | A Vision-Guided Bin-Picking Method for Asymmetric Metallic Tubes Based on Image Segmentation and Convolutional Template Matching
[IEEE] 2026-5-26 | Comprehensive Inspection Techniques for Evaluating Mg Activation Anneal in p-GaN of GaN Power Devices
[IEEE] 2026-5-26 | MechGNN: A Graph Neural Network Framework for Learning Nanoparticle-Tumor Mechanical Interactions in Targeted Drug Delivery
[IEEE] 2026-5-26 | Exploring Interface State Density Variation in SiC MOSFETs Under Constant Voltage and Constant Current TDDB Stress Conditions
[IEEE] 2026-5-26 | Heart Disease Prediction Using Hybrid Quantum-Classical Machine Learning Models
[IEEE] 2026-5-26 | Hybrid Transformer Models for Multimodal Brain Tumor Detection and Grading
[IEEE] 2026-5-26 | Study of Temporal Deixis on the Corpus of LDP and Its Application to The LDP Identity Construction Analysis
[IEEE] 2026-5-26 | Lithium-Ion Battery Capacity Degradation Prediction Based on Variational Mode Decomposition and Cross-Modal Attention Network
[IEEE] 2026-5-26 | PPO-Based Dual-Layer Dual-Hole Pallet Insertion Without Inter-Layer Constraints Via Hierarchical Reinforcement Learning
[IEEE] 2026-5-26 | Absolute Phase Refinement Network Based on Multi-Task Joint Learning
[IEEE] 2026-5-26 | AI-Vision: Deep Learning Based Facial Recognition System
[IEEE] 2026-5-26 | NeuroDL-Net: A Unified Deep Learning Framework for Multi-Disease Neurodegenerative Detection Using EEG Signals
[IEEE] 2026-5-26 | An Intelligent and Efficient Framework for Brain Tumor Detection and Classification Leveraging Swin Vision Transformer and Quantum-Inspired Support Vector Machine
[IEEE] 2026-5-26 | An IoT-Based Online Detection and Diagnosis System for Water Ingress Risks in Elbow-Type Cables
[IEEE] 2026-5-26 | Design and Implementation of an Intelligent Educational Chatbot using Natural Language Processing
[IEEE] 2026-5-26 | Integrating Sentiment Analysis with Machine Learning for Cyberbullying Detection
[IEEE] 2026-5-26 | Ranking of Electrical Substation Sites using Simple Multi-Attribute Rating Technique (SMART)
[IEEE] 2026-5-26 | Exploratory Data Analysis(EDA) and Air Quality Forecasting for a City Using Random Forest
[IEEE] 2026-5-26 | Linearizability Alone Is Not Enough for Strict FIFO Semantics
[IEEE] 2026-5-26 | Sentinel: A Human-in-the-loop AI Framework for Electoral De-Duplication
[IEEE] 2026-5-26 | A Survey on Computer Vision Framework for Joint Detection in Athletic Movements
[IEEE] 2026-5-26 | Multimodal Knowledge Distillation on MRI-based Alzheimer’s Disease Detection with Clinical-Guided Teacher Learning
[IEEE] 2026-5-26 | Design of Radix-4 Booth (Radix 256 booth encoding) Multiplication Algorithm
[IEEE] 2026-5-26 | Improving Brain State Classification using Physics-Informed Convolutional Neural Networks
[IEEE] 2026-5-26 | Feature-guided non-normalized transformer optical image fusion
[IEEE] 2026-5-26 | Error Suppression and High-Precision Inversion Model for Infrared Measurement of Semiconductor Epitaxial Layer Thickness under Multi-Beam Interference Disturbance
[IEEE] 2026-5-26 | Author Index
[IEEE] 2026-5-26 | Author Index
[IEEE] 2026-5-26 | Table of Contents
[IEEE] 2026-5-27 | Stability Switching and Oscillation Regulation Strategies for Large-Scale Fractional-Order Neural Networks With Double Hubs and Multiple Delays
[IEEE] 2026-5-27 | Conditional Distributionally Robust Optimization for Look-Ahead Power Dispatch With Heterogeneous Uncertainties
[IEEE] 2026-5-26 | Development of a Novel Bistable Self-Holding Electromagnetic Actuator with Low Power Consumption for Electric Directional Valves
[IEEE] 2026-5-27 | A Novel Probabilistic Relay Selection Protocol for Buffer-Aided Cooperative Networks
[IEEE] 2026-5-27 | Video Depth Propagation
[IEEE] 2026-5-27 | A Framework for Reducing the Complexity of Geometric Vision Problems and its Application to Two-View Triangulation with Approximation Bounds
[IEEE] 2026-5-27 | A Controller-Centric ML-Driven Security &amp; Knowledge Plane for SDN–NFV Architectures
[IEEE] 2026-5-27 | Adversarial Defense Strategies for 6G PHY: A Comprehensive Survey
[IEEE] 2026-5-27 | Evaluating Multi-Agent Path Finding Algorithms for Modular Robot Reconfiguration
[IEEE] 2026-5-27 | LVCNet: Embedded Label-Vector Co-occurrence for Instance Segmentation of Concrete Bridge Surface Defects
[IEEE] 2026-5-26 | Globally Consistent RGB-D SLAM with 2D Gaussian Splatting
[IEEE] 2026-5-27 | RaCo: Ranking and Covariance for Practical Learned Keypoints
[IEEE] 2026-5-27 | Predictive Modeling of Women's Mental Health: Financial Confidence as a Humanitarian Determinant in Bangladesh
[IEEE] 2026-5-26 | Descriptor:
                    <i>University of Rhode Island Photovoltaic Battery Energy Storage SOC Tracking Dataset</i>
                    (URI-PBEST)
[IEEE] 2026-5-26 | Robust Filtering for Multi-Object Tracking Against Stealthy Measurement-Oriented Adversarial Attacks
[IEEE] 2026-5-27 | CVGD: Cross-View Guided Disentangler for Multi-View Radar Semantic Segmentation_supp1-3696605.pdf
[IEEE] 2026-5-27 | Conference Committee
[IEEE] 2026-5-27 | Multimodal Sentiment Analysis Using Late Fusion, Late Fusion Transformer, and Multimodal Transformer
[IEEE] 2026-5-27 | BodyContact4D: A Multi-view Video Dataset for Understanding Human and Environment Interactions
[IEEE] 2026-5-27 | Computational Investigation of Magnetophoretic Separation of Blood-Cell-Inspired Particles in Serpentine Microchannels_supp2-3695600.docx
[IEEE] 2026-5-27 | 1000FPS+ Novel View Synthesis from End-To-End Opaque Triangle Optimization
[IEEE] 2026-5-26 | Remaining Useful Life Prediction of Turbo Engine base on CNN-BiLSTM Model with Feature Enhancement Approaches
[IEEE] 2026-5-26 | Empowering Ambient IoT with Agentic UAVs: Reasoning, Learning, and Cooperation
[IEEE] 2026-5-26 | Research on the application of prior state vector and covariance matrix in GPS PPP time comparison
[IEEE] 2026-5-27 | Unlocking the Video Prior for High-Fidelity Sparse Multi-View Image Synthesis
[IEEE] 2026-5-26 | Left2Right: Self-Supervised Training Framework for Low-Dose Computed Tomography Imaging
[IEEE] 2026-5-27 | Smart Waste Management Using IoT and Artificial Intelligence with QR Code Reward System
[IEEE] 2026-5-27 | Characteristics of a Repetitive Pulsed Capillary Discharge Helium Plasma Source and Its Interaction With Tungsten-Based Materials
[IEEE] 2026-5-27 | Multi-Modal Deep Learning for Single-Cell Mapping of Somatic-to-Germline Reprogramming in Infertility
[IEEE] 2026-5-27 | Robust Sim2Real Deep Reinforcement Learning for Tracking Control of Continuum Robots
[IEEE] 2026-5-27 | Task-Aware Semantic Communications for 6G Under Finite Blocklength: Joint Reliability, Blocklength, Power and Compute Optimisation
[IEEE] 2026-5-27 | From Blurry to Believable: Enhancing Low-Quality Talking Heads with 3D Generative Priors
[IEEE] 2026-5-26 | Oil Temperature Estimation for Preheating Optimization in Air Conditioner Compressor Drives
[IEEE] 2026-5-27 | An LTD-Based Unipolar Pulse Generator With Active Resonant Magnetic Reset for Precision Microfluidic Electroporation
[IEEE] 2026-5-27 | Grand Challenges in Cross Reality_supp1-3695303.pdf
[IEEE] 2026-5-27 | HCT-Net: A Hybrid Convolutional-Transformer Network with Generative Balancing for Skin Cancer Classification
[IEEE] 2026-5-26 | Scene-adaptive Camera Network Construction for Efficient Nap-of-the-Object Photogrammetry
[IEEE] 2026-5-27 | Exploring Vision-Language Models for Weakly Supervised Video Anomaly Detection: Experiments and Analysis
[IEEE] 2026-5-27 | Attention-Guided Spatiotemporal Information Fusion of GB-SAR Data for Landslide Displacement Prediction
[IEEE] 2026-5-27 | PCH Theory-Based Energy Reshaping Control for Transient Stability Enhancement of Grid-Connected Grid-Forming Inverters
[IEEE] 2026-5-26 | Service Orchestration in the Computing Continuum: Structural Challenges and Vision
[IEEE] 2026-5-27 | From Prediction to Insight: Visual Analytics for Understanding Compound Potency Models
[ACM] 2026-5-26 | AURA: Agentic AI for Unified Reliability Modeling and Annotation Aggregation
[IEEE] 2026-5-26 | Author response for "A Physics-Informed Convolutional Neural Network for Global Ocean PAR Reconstruction from Satellite Observations"
[IEEE] 2026-5-26 | Image Enhancement for Classifying the Diabetic Retinopathy in Retinal Fundus Images
[IEEE] 2026-5-26 | Multi-Model Deep Learning Computer Vision System for Brain Disorder Classification and Tumor Segmentation with Treatment Recommendations
[IEEE] 2026-5-26 | Trajectory Design of Angular Displacement for Centrifugal Actuator Based on Model Predictive Control and Research on Vehicle Lateral Vibration Reduction
[IEEE] 2026-5-26 | Multi-level In-Memory Computing with 3D Flash Memory using Activation-Time-Modulated Sequential Multi-Block Access and Tightly Integrated Current Control Cell (CC Cell)
[IEEE] 2026-5-26 | Explainable AI Framework for Transparent and Fair Recruitment Decision-Making in Automated HR Systems
[IEEE] 2026-5-26 | Multi-Path Regulation of Regenerative Braking Energy for Electric Drive Tracked Vehicles
[IEEE] 2026-5-26 | Stepwise Dynamic Parameter Identification of Serial Robots with a Nonlinear Friction Model
[IEEE] 2026-5-26 | Smart Disease Prediction and Medicine Recommendation System
[IEEE] 2026-5-26 | Thermoelectric Energy Generators for Harnessing Excess Thermal Energy: Thermoelectric Energy Sources for Sustainable Usage
[IEEE] 2026-5-26 | Orientation–Frequency Fields and Periodic Prior Reranking for Robust Cross-Modal Tire Indentation Retrieval
[IEEE] 2026-5-26 | Secured Cloud Data Storage using Blockchain
[IEEE] 2026-5-26 | KubeOrch: Visual Template-Based Kubernetes Configuration Management
[IEEE] 2026-5-26 | Research of FastSLAM Based on Butterfly Optimization Algorithm with Hybrid Strategies
[IEEE] 2026-5-26 | A TD3 Approach Based on Two-Sided Evolutionary Fusion for Robotic Arm Path Planning
[IEEE] 2026-5-26 | TeleQNet: Defense-Grade Messaging with Quantum Teleportation
[IEEE] 2026-5-26 | A 1781 GOPS Compute-In-Memory CIM Macro with a Novel Dual-Port 8T SRAM for Implementing Multiple Logical Operations
[IEEE] 2026-5-26 | HLS Driven Obfuscation of DSP Hardware IP Designs using Non-invertible Arbitrary Function and Reconfigurable Intertwined Obfuscation Logic
[IEEE] 2026-5-26 | Automated Screening of Diabetic Retinopathy from Retinal Images
[IEEE] 2026-5-26 | Communication System for the Deaf and Mute
[IEEE] 2026-5-26 | A Control Method for Electronic Expansion Valves Based on Superheat Variations and its Application in Cold Storage Temperature Control
[IEEE] 2026-5-26 | Woman-in-the-Loop: AI-Driven Mentorship Matching System
[IEEE] 2026-5-26 | Research on the Oscillation Mechanism of Induction Motor V/f System
[IEEE] 2026-5-26 | Intelligent Fruit Detection Using Convolutional Neural Network
[IEEE] 2026-5-26 | Fourier-Denoising for Noisy Hamiltonian Systems: Enhancing Symplectic Dynamics Learning
[IEEE] 2026-5-26 | An Ideal Approach to 3D NAND Flash Design for Ultra-High IOPS SSDs (&gt;100M) with Low-Latency (&lt;=us), Fine-Grained (Page Size=512B), and a Novel MB-level Embedded DRAM to support On-Chip NAND Managements
[IEEE] 2026-5-26 | Non-Invasive Blood Group Classification using Fingerprint Images and Deep Residual Learning
[IEEE] 2026-5-26 | Enhancing Offline Maritime Translation Safety: A Retrieval-Gated Generation Approach with Entity Constraints
[IEEE] 2026-5-26 | Melody-Centric Cryptography: A Human-Centered Framework for Symmetric Key Generation
[IEEE] 2026-5-26 | Study and Analysis of Cyber Security Threats in Smart Home Technology
[IEEE] 2026-5-26 | Reviving Ancient Immunity: Harnessing Molecular De-Extinction and Scalable Algal Biofactories of Computationally-Mined Antimicrobial Peptides to Eradicate Livestock Antibiotic Resistance
[IEEE] 2026-5-26 | ZnO/Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Heterojunction Based Optoelectronic Neuro-inspired Memristor
[IEEE] 2026-5-26 | Optimized Recognition of Dermal Lesion Analysis Based on CNN and Vision Transformer
[IEEE] 2026-5-26 | Human centric conversational system in Tamil using Retrieval Augmented Generation
[IEEE] 2026-5-26 | Semantic Preservation in LLM-Based Cultural Narrative Generation for Marketing Communication Contexts
[IEEE] 2026-5-26 | Analog In-Memory Computing for Large Language Model Inference: Opportunities and Challenges
[IEEE] 2026-5-26 | Using Transformer Encoders for Light Curve Classification in Telescope Pipelines
[IEEE] 2026-5-26 | Novel Full Ferroelectric-based Continuous-Time Ising Machine with Ultra-Low Hardware Cost for Real-Time Combinatorial Optimization
[IEEE] 2026-5-26 | Research on the Pragmatic Functions and Phonetic Realization of Pause Signals in Natural Conversation in the Mongolian Khalkha Dialect
[IEEE] 2026-5-26 | Investigating the Suitability of High-Performance Linux-Based System-on-Modules for Lunar Applications
[IEEE] 2026-5-26 | Precision-Aware Lightweight Deep Learning Framework for Automated Skin Cancer Classification from Dermoscopic Images
[IEEE] 2026-5-26 | Identification of Position-Dependent Geometric Errors in Five-Axis Machine Tools Based on an Attention-Mechanism CNN-LSTM
[IEEE] 2026-5-26 | Emotion Detection From Facial Expressions using AI and ML
[IEEE] 2026-5-26 | Smart Signal Booster for Cellular and Wi-Fi Communication
[IEEE] 2026-5-26 | Smart Kinetic Envelope: Modeling and Empirical Testing of IoT Systems for Tropical Climates : A Low-Cost Innovation Approach to Making the Global South More Energy Efficient
[IEEE] 2026-5-26 | Infrared Thermal Bushing Fault Diagnosis Based on Adaptive Roi Extraction and Deep Learning Fusion Model
[IEEE] 2026-5-26 | ICPEA 2026 Cover Page
[IEEE] 2026-5-26 | Author Index
[IEEE] 2026-5-26 | MMA++: Effective Multi-Modal Adaptation for Vision-Language Models_supp1-3691448.pdf
[IEEE] 2026-5-26 | Development of Nitrogen-polar GaN HEMTs
[IEEE] 2026-5-26 | 2026 IEEE 6th International Conference in Power Engineering Applications (ICPEA)
[IEEE] 2026-5-26 | 2026 Fourth International Conference on Augmented Intelligence and Sustainable Systems (ICAISS)
[ACM] 2026-5-26 | FeatInsight: An Online ML Feature Management System on 4Paradigm Sage-Studio Platform
[ACM] 2026-5-26 | First Workshop on Secure and Private Data Management (SeQureDB)
[ACM] 2026-5-26 | Companion of the International Conference on Management of Data
[ACM] 2026-5-26 | Learned Root-Cause SQL Prioritization and Diagnosis for Complex Database Performance Issues
[ACM] 2026-5-26 | Teaching a New Dog Old Tricks: Reusing Data Management Principles in the Age of LLMs
[ACM] 2026-5-26 | Panel on Building Practical Secure Databases: Challenges and Opportunities
[ACM] 2026-5-26 | BitBlender: Scalable, High-Throughput Bloom Filter Acceleration on FPGAs with Dynamic Scheduling
[ACM] 2026-5-26 | Automatic Generation of Vectorizing Compilers for Customizable Digital Signal Processors
[ACM] 2026-5-26 | WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching
[ACM] 2026-5-27 | Adaptive Neural In-Loop Filtering via Boundary-Aware Skipping and Time-Distortion Optimization
[ACM] 2026-5-27 | “Let me try again” – Leveraging Social Interfaces to Improve Trust in Automation for Teleoperation
[IEEE] 2026-5-27 | Pretrained Biomedical Foundation Models: Comparative Analysis and Practical Applications in Healthcare
