[2025-12-23 09:14:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-22
正在获取论文...
[arXiv] 2025-12-22 | Fourier dimension of imaginary Gaussian multiplicative chaos
[IEEE] 2025-12-22 | OpenVocabCT: Towards Universal Text-driven CT Image Segmentation_supp1-3646046.pdf
[IEEE] 2025-12-22 | Epitaxial Fe(Se,Te) Film Deposited on CaF
                    <sub>2</sub>
                    Single Crystal Substrate: Defect Generation and Film Stability
[IEEE] 2025-12-22 | Vertical Heterogeneous Networks Beyond 5G: CoMP Coverage Enhancement and Optimization
[IEEE] 2025-12-22 | Real-Time Optimal Cutting Control for Continuous Casting-Rolling Systems via Enhanced PPO Algorithm
[IEEE] 2025-12-22 | Bayesian Multifractal Image Segmentation
[IEEE] 2025-12-22 | Architectural Selection Framework for Synthetic Network Traffic: Quantifying the Fidelity-Utility Trade-off
[IEEE] 2025-12-22 | Secure Event-triggered Molecular Communication–Information Theoretic Perspective and Optimal Performance
[IEEE] 2025-12-22 | Federated Learning with a Temporal-Degradation-Aware Transformer for Robust Joint SOC and SOH Estimation in Electric Vehicle Batteries
[IEEE] 2025-12-22 | Underwater Acoustic Spectrum Sensing Algorithm Based on Personalized Federated Learning and RepViG
[IEEE] 2025-12-22 | OBC and APM Integration Topology and Decoupling Design for Solar Electric Vehicle
[IEEE] 2025-12-22 | Three-Level Circulant Modulation With Submodule Capacitor Voltage Natural-Balance Capability for Bidirectional Modular DC-DC Converter
[IEEE] 2025-12-22 | Economic and Power System Condition Aware Operation of Complex Thermal-Electric Microgrids
[ACM] 2025-12-23 | Adaptive Gated Multi-Head Hypergraph Network for Price-Aware Session-based Recommendation
[ACM] 2025-12-23 | Analysis and Control of Pre-Offset of Stringing Blocks on Angle Towers of Transmission Lines
[IEEE] 2025-12-22 | A Design-Fit Approach to Architecture, Engineering, and Construction Digitalization: Leveraging Big Data and Real-Scene Imaging in Landscape Projects
[IEEE] 2025-12-22 | Inverse-Designed Silicon Nitride Wavelength Demultiplexers Bridging the Visible and Telecom Bands
[IEEE] 2025-12-22 | A Systematic Literature Review on Digital Health Continuance Intention: Applying the Expectation Confimation Model (ECM)
[IEEE] 2025-12-22 | Design of a Metagrating-Based PCB Spatial Power Divider with Arbitrary Ratio
[IEEE] 2025-12-22 | Research on the Coexistence of Interference between Mobile and Portable WPT Devices and Broadcast Service
[IEEE] 2025-12-22 | Beyond Matching: An LLM-Based Diagnose of SDG Misalignment in University Curriculum
[IEEE] 2025-12-22 | Estimation of Phase-Shift in Phase-Shifting Digital Holography Using Checkerboard Diffraction Grating
[IEEE] 2025-12-22 | A Low-Redundancy Programmable Optical Delay Line Network Based on Dynamic Allocation of Optical Delay Resources
[IEEE] 2025-12-22 | Reflective Metalens Architecture for Broadband Achromatic Performance in the LWIR Range
[IEEE] 2025-12-22 | Ultraviolet Micro-Light-Emitting Diodes for Satellite Quantum Key Distribution
[IEEE] 2025-12-22 | A Broadband Circularly Polarized Phased Array with Wide-Angle Scanning Capability for Telemetry Communication
[ACM] 2025-12-23 | PVT-aware Subthreshold Circuit Timing Optimization for Ultra-Low-Power Application
[ACM] 2025-12-23 | Research on Accurate Perception and Diagnosis Algorithms for Crop Water Requirements Based on NB-IoT and Multi-Source Heterogeneous Sensing Data Fusion
[IEEE] 2025-12-22 | Dual-Mode Control Switching Strategy of Converter Based on Non-Intrusive Impedance Recognition
[IEEE] 2025-12-22 | Reinforcement Learning for Soliton Generation in Micro-Ring Resonators
[IEEE] 2025-12-22 | Large Language Models for Disease Diagnosis using Symptom-Based Dataset: Exploring Reasoning and Non-Reasoning
[IEEE] 2025-12-22 | Coherent Optical Sensor for Contactless Eye Movement Measurement in REM-Sleep Analysis
[IEEE] 2025-12-22 | Emotion Classification on Customer Reviews of Drinking Water Services Using IndoBERT and Machine Learning Algorithms
[IEEE] 2025-12-22 | Calibration-Free Vision-Guided Localization Method for Refueling Robots Using Adaptive Kalman Filter
[IEEE] 2025-12-22 | Differentiable Function-Based Control for Multi-Robot Systems in Pursuit-Evasion Games
[IEEE] 2025-12-22 | $300 \text{Tb} / \mathrm{s} \mathrm{O}+\mathrm{S}+\mathrm{C}+\mathrm{L}$-Band Deployed Fibre Transmission
[IEEE] 2025-12-22 | Stokes Skyrmion in Few-Mode Fibers
[IEEE] 2025-12-22 | Dual-Circularly Polarized Wearable Array Antenna Based on A Dual-Port Rotational Feeding Network
[IEEE] 2025-12-22 | Multienergy cooperative scheduling method for virtual power plants based on reinforcement learning
[IEEE] 2025-12-22 | Research on Simulation and Optimization Design of High-Frequency Transformers for LLC Resonant Converters
[IEEE] 2025-12-22 | Millimeter-wave Low-loss GaAs Bandpass Filter
[IEEE] 2025-12-22 | Edge Computing-Based Waste Sorting Robot Using Convolutional Neural Network and Raspberry Pi
[IEEE] 2025-12-22 | A Miniaturized Bandpass Frequency Selective Surface Based On Liquid Crystal
[IEEE] 2025-12-22 | Design and Fabrication of a DBR Resonator Using Nb
                    <sub>2</sub>
                    O
                    <sub>5</sub>
                    Horizontal Three-Layer Slot Waveguide for Sensing Devices
[IEEE] 2025-12-22 | Deep Learning to Recognize Book Titles: Leveraging the Front Image Feature
[IEEE] 2025-12-22 | Evolutionary Algorithm Behavior to Optimize the IoT Scheduling Problem
[IEEE] 2025-12-22 | Design of Skewed CMOS Ring Oscillators with Controlled Frequency for On-Chip Clock Generation
[IEEE] 2025-12-22 | Full-Chip Afterpulsing Behavior in a SWIR SPAD Array
[ACM] 2025-12-22 | Multi-Task Driven Adapter-Based Foundation Model for Locomotion Prediction in Virtual Reality
[IEEE] 2025-12-22 | A Koopman-based interactive learning method for sea surface temperature prediction
[IEEE] 2025-12-22 | A Study of PMBLDC Motors with a Focus on Electric Traction, Analytical and FEM Analysis
[IEEE] 2025-12-22 | Enhanced Traveling Wave Stability in MEMS Motor via Mode Self-Compensation
[IEEE] 2025-12-22 | BONDS Protocol: A Blockchain-Based Optimized N-Step N-Party Digital Contract Signing Protocol
[IEEE] 2025-12-22 | Physics-Informed Deep Learning for Traffic State Estimation on Freeways: A Comprehensive Comparative Study
[IEEE] 2025-12-22 | UAV Trajectory Optimization Based on Pointer Networks and Adaptive Region Partitioning
[IEEE] 2025-12-22 | Deep Self-Reinforced Multi-View Subspace Clustering for Cancer Subtyping
[IEEE] 2025-12-22 | Highly Efficient and Cost-Effective Soft-Switched Quasi-Single-Stage AC-DC Resonant Converter for EV Charging Applications
[IEEE] 2025-12-22 | Domain adaptation and data augmentation to improve the diversity and realism of geophysical datasets for deep learning
[IEEE] 2025-12-22 | A Neurodynamic Solution to Mobile Robot Navigation and Obstacle Avoidance Formulated as Time-Varying Convex Optimization_supp1-3621663.mp4
[IEEE] 2025-12-22 | Author Index
[IEEE] 2025-12-22 | Words Strip Wardrobe: Learning Invariant Textual Prompts for Cloth-Changing Person Re-Identification
[IEEE] 2025-12-22 | 2025 35th Irish Signals and Systems Conference (ISSC)
[IEEE] 2025-12-22 | Adversarial Perturbations Maximization in Online Social Networks_supp1-3646453.pdf
[IEEE] 2025-12-22 | A study on a flexible architecture system for relay protection intelligent operation and maintenance
[IEEE] 2025-12-22 | Consideration of Emergency Power Restoration Strategies for Distribution Grids after Disasters Involving Distributed Photovoltaic Power Generation and Grid-Connected Energy Storage Systems
[IEEE] 2025-12-22 | A Self-Contained Configurable and Explainable Rule-Based Recommendation System Suitable For Deployment on Low-Resource Shared Web Hosting
[IEEE] 2025-12-22 | Multi-Dimensional Optimization of A-Star Algorithm and Its Integration with Improved Dynamic Window Approach for Dynamic Path Planning
[IEEE] 2025-12-22 | An Interference Suppression Beamforming Method for Sparse Circular Arrays Based on the Joint UDL and CPSO Algorithms
[IEEE] 2025-12-22 | ResNet 50: A Convolutional Neural Network Technology for Corn Leaf Disease Recognition
[IEEE] 2025-12-22 | A Fully Passive Robot Gripper with the Grass-Hopper Mechanism for Pinching and Scooping in Environmental Constraints
[IEEE] 2025-12-22 | Human Dance Generation Via Text-Music Integration
[IEEE] 2025-12-22 | Engaging Safety-Critical Operators in Visualization Design
[IEEE] 2025-12-22 | Artificial Intelligence and Islamic Ethical Guidelines: A Systematic Review
[IEEE] 2025-12-22 | A Compliance Control Approach Based on Dual-Channel Modal Fusion Perception During Human-Robot Cooperation
[IEEE] 2025-12-22 | Nonlinearity Mitigation in Optical Fiber Transmission Using Quaternion-Valued Neural Networks: An Experimental Study
[IEEE] 2025-12-22 | Power-Time Series Characterisation of Heterogeneous ARM/RISC-V Cores Under Normal and Anomalous Workloads
[IEEE] 2025-12-22 | Digital Twin-Enabled Condition Monitoring System for Excavator Bucket: A Case Study
[IEEE] 2025-12-22 | A Novel Numerical Method for Cable Electromagnetic Radiation Prediction
[IEEE] 2025-12-22 | A Low Cross Polarized Frequency Scanning Antenna Fed by Spoof Surface Plasmon Polariton
[IEEE] 2025-12-22 | MMPR: Multi-ASV Multi-Stage Pre-Set Time Roundup Control Method for Multi-View Coordinated Observation
[IEEE] 2025-12-22 | Integrated Position Optimization of a Drilling Robot Based on Stiffness Projection
[IEEE] 2025-12-22 | Performance Evaluation of RFE-CV, Class Weights, and ADASYN for Network Attack Classification on UNSW-NB15 Using Ensemble Learning
[IEEE] 2025-12-22 | Generation of High-Purity Vortex Beams via Genetic Algorithm-Optimized Plasmonic Metasurfaces
[IEEE] 2025-12-22 | Photonics Based Ultra Wideband Reactive Jamming of Unauthorized Radio Channels
[IEEE] 2025-12-22 | A Low-Cost Ferrite Permeability Measurements Based on Coaxial Transmission Line Model
[IEEE] 2025-12-22 | TEOM: An Extensible Decentralized Operating Protocol for Intelligent Enterprise Systems
[IEEE] 2025-12-22 | Integrated Circuit Level Narrow Spectrum High Power Microwave Test Method Research
[IEEE] 2025-12-22 | A Power Scene Instrument Segmentation Method Based on Vision Transformer
[IEEE] 2025-12-22 | Anti-patterns Detection in Microservice-Based Software Architectures Using Graph Analysis
[IEEE] 2025-12-22 | Ultra-Wideband Balanced Band-Pass Filter Using Spoof Surface Plasmon Polaritons
[IEEE] 2025-12-22 | A Back Radiation Suppressed Groundless Dual-Band Antenna for Wearable Applications
[IEEE] 2025-12-22 | A calibration method for spatial resolution of near field probe
[IEEE] 2025-12-22 | Evaluation of Geogebra Implementation in Schools: A Combined Tam and is Success Model Approach
[IEEE] 2025-12-22 | Perception of Micro, Small, and Medium Enterprises on the Use of Artificial Intelligence to Enhance Productivity and Marketing
[ACM] 2025-12-23 | Path Planning for Rail-Mounted Pipeline Welding Robots
[ACM] 2025-12-23 | Research on Optimization of ZB48 Packaging Machine's Automatic Feeding of Trademark Paper without Manual Intervention Based on Multi-System Collaboration
[IEEE] 2025-12-22 | Scalable Hybrid OCR Framework for Structured Extraction of Textual Data From Cadastral Maps Using Deep Learning
[IEEE] 2025-12-22 | The Role of Advertising Value as A Mediator of the Influence of Credibility and Informativeness on E-commerce Brand Image: A Study on Gen Z and Millennial Consumers
[IEEE] 2025-12-22 | Near-field Electromagnetic Radiation Analysis of the Main Control Board in an Electrical Cabinet
[IEEE] 2025-12-22 | Smart Safety Solution: Wearable Health Tracker with Cloud Based Alerts and Fall Detection
[IEEE] 2025-12-22 | sdA Novel Dipole Antenna Design with ESD Protection Function by Loading LC Resonator
[IEEE] 2025-12-22 | Advancing Prediabetes Care with Personalised Conversational Agents
[IEEE] 2025-12-22 | Asynchronous Quasi-Millimeter-Wave Electro-Optic Imaging System Using Polarization Image Sensor
[IEEE] 2025-12-22 | Research on the Time-Frequency Evolution Law of Coal-Rock Electromagnetic Radiation Based on CPO-CNN-BiLSTM and Quadratic Decomposition
[IEEE] 2025-12-22 | Research on Multi-body Dynamics Modeling Method of Transmission Conductors Considering Tension-Torsion Coupling Characteristics
[IEEE] 2025-12-22 | Parameter Optimization of Brushless DC Motor Control System Based on Improved Differential Evolution Algorithm
[IEEE] 2025-12-22 | High-Field Enhancement Isolator for 1.5T MRI Surface Coil-Metamaterial Decoupling
[IEEE] 2025-12-22 | A Novel Hybrid Federated Learning and Digital Twin Approach for Secure and Adaptive AI in Healthcare IoT
[IEEE] 2025-12-22 | GaN-Based Hybrid Switched-Capacitor Converter for 48V Power Systems
[IEEE] 2025-12-22 | Time Domain Physical Unclonable Functions in Silicon Nitride Ring Resonator Networks
[IEEE] 2025-12-22 | An electromagnetic exposure system based on microscopy
[IEEE] 2025-12-22 | Numerical Analysis of Bandwidth in III-V Membrane MOSCAP Optical Phase Shifters
[IEEE] 2025-12-22 | Vulnerabilities and Layered Security Threats in LoRaWAN Systems: A Comprehensive Survey on Physical, MAC, and Application Layer Weaknesses
[IEEE] 2025-12-22 | Performance Evaluation Method for Complex Systems Based on Outcome-Oriented Correlated Evidence Reasoning
[IEEE] 2025-12-22 | Unsupervised Representation Learning from Sparse Transformation Analysis
[IEEE] 2025-12-22 | Latent Diffusion for Spectrum Sensing of Coexisting Radar and Communication Signals
[IEEE] 2025-12-22 | Computationally Efficient Model Predictive Control Based on Adaptive Switching States for Grid-Connected Three-Level ANPC Inverters
[IEEE] 2025-12-22 | CLIP2RS: Leveraging Pretrained Vision-Language Model for Semantic Segmentation of Remote Sensing Images
[IEEE] 2025-12-22 | Enhanced Thermal Stability and Reduced Specific Contact Resistivity in p-Type SiGe Ohmic Contact Through Ultrathin Mo Interlayer
[IEEE] 2025-12-22 | STMG-PCNet: A Lightweight Shape-Texture Mutual-Guided Predictor-Corrector Network for Infrared Small Target Detection
[IEEE] 2025-12-22 | Event-Based Fixed-Time Resilient Distributed Secondary Control in AC Microgrids against DoS Attacks
[IEEE] 2025-12-22 | 2025 IEEE Photonics Conference (IPC) Welcome Message
[IEEE] 2025-12-22 | Enabling General and Efficient Window Mechanism for In-Network Telemetry
[IEEE] 2025-12-22 | ICAEA 2025 Cover Page
[IEEE] 2025-12-22 | A Unified Framework for Document-Level Translation and Repair With Global Awareness
[IEEE] 2025-12-22 | Modeling and Control For Minimally Invasive Intracerebral Hemorrhage Evacuation
[IEEE] 2025-12-22 | An Improved Open Resonator for Complex Permittivity Measurement in 0.11~0.5THz under Microwave Field Loading
[IEEE] 2025-12-22 | A Non-Interleaved Dual-Band Janus Metasurface with Four Bi-directional Wavefront Control Channels for Vortex Beam Generation
[IEEE] 2025-12-22 | Robust
                    <i>H</i>
                    <sub>∞</sub>
                    Control of Discrete-Time Uncertain Systems Based on the Extended Finsler’s Lemma
[IEEE] 2025-12-22 | Multi-Crop Disease Detection in Computer Vision for Resource-Constrained Farms: A review
[IEEE] 2025-12-22 | Low-latency Dissemination Scheduling Scheme for Collaborative Transmission within Heterogeneous Networks
[IEEE] 2025-12-22 | A Parametric Workflow for the Design of High-Field Magnets for Optimized Stellarators
[IEEE] 2025-12-22 | A Hybrid Analytical-Numerical Approach to the Evaluation of the Flux Linkage of Misaligned Coils Above a Stratified Earth
[IEEE] 2025-12-22 | EEG2GAIT: A Hierarchical Graph Convolutional Network for EEG-based Gait Decoding
[IEEE] 2025-12-22 | A CMOS Time-of-Evaporation Measurement Technique for Binary Chemical Solvent Monitoring
[IEEE] 2025-12-22 | LEVIO: Lightweight Embedded Visual Inertial Odometry for Resource-Constrained Devices
[IEEE] 2025-12-22 | Streamer Evolution Mechanism in Cottonseed and Mineral Oil under Extremely Uneven Electric Field
