[2026-05-26 23:10:01] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-25
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605250000+TO+202605252359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2026-5-25 | Nezha-FX: A Morphing HAUV Designed Based on Balanced Cross-Domain Performance Optimization
[IEEE] 2026-5-26 | Design and Implementation of an Intelligent Educational Chatbot using Natural Language Processing
[IEEE] 2026-5-26 | Author Index
[IEEE] 2026-5-26 | Correct Wrong Path Simulation
[IEEE] 2026-5-26 | Defect Detection of Photovoltaic Cells Based on Improved YOLO11n
[IEEE] 2026-5-26 | A Vision-Guided Bin-Picking Method for Asymmetric Metallic Tubes Based on Image Segmentation and Convolutional Template Matching
[IEEE] 2026-5-26 | Table of Contents
[IEEE] 2026-5-26 | LaViCoN: Language and Vision Cooperative Navigation for Assistive Mobile Robots
[IEEE] 2026-5-26 | Linearizability Alone Is Not Enough for Strict FIFO Semantics
[IEEE] 2026-5-26 | An IoT-Based Online Detection and Diagnosis System for Water Ingress Risks in Elbow-Type Cables
[IEEE] 2026-5-26 | Multi-Axis Vision Transformer with Optimised Temporal Convolution for Oral Diagnosis
[IEEE] 2026-5-26 | PPO-Based Dual-Layer Dual-Hole Pallet Insertion Without Inter-Layer Constraints Via Hierarchical Reinforcement Learning
[IEEE] 2026-5-26 | Error Suppression and High-Precision Inversion Model for Infrared Measurement of Semiconductor Epitaxial Layer Thickness under Multi-Beam Interference Disturbance
[IEEE] 2026-5-26 | Copyright and Reprint Permission
[IEEE] 2026-5-26 | A Structured Three-Stage Pipeline for Compositional Text-to-Image Generation with Editable Layouts and Object-Wise Attention
[IEEE] 2026-5-26 | Comprehensive Inspection Techniques for Evaluating Mg Activation Anneal in p-GaN of GaN Power Devices
[IEEE] 2026-5-26 | Exploring Interface State Density Variation in SiC MOSFETs Under Constant Voltage and Constant Current TDDB Stress Conditions
[IEEE] 2026-5-26 | Lithium-Ion Battery Capacity Degradation Prediction Based on Variational Mode Decomposition and Cross-Modal Attention Network
[IEEE] 2026-5-26 | A Survey on Computer Vision Framework for Joint Detection in Athletic Movements
[IEEE] 2026-5-26 | Study of Temporal Deixis on the Corpus of LDP and Its Application to The LDP Identity Construction Analysis
[IEEE] 2026-5-26 | Absolute Phase Refinement Network Based on Multi-Task Joint Learning
[ACM] 2026-5-25 | Two-Way Co-Design: Learnings from the Solid Lines project
[ACM] 2026-5-25 | Framing the conversation on Democracy and Participation along six structural gaps to reach democratic resilience
[IEEE] 2026-5-25 | Author Index
[IEEE] 2026-5-25 | Secure Optimization with Asynchronous Structured Skyline Predicates under Vertical Data Federation
[IEEE] 2026-5-25 | An Ultrawideband and Low-Profile Phased Array Design for Satellite-assisted Internet of Things Vehicular Communication
[IEEE] 2026-5-25 | Decoupled Seg Tokens Make Stronger Reasoning Video Segmenter and Grounder
[IEEE] 2026-5-25 | Front Cover
[IEEE] 2026-5-25 | Call for Papers - IEEE Computer Society
[IEEE] 2026-5-25 | A 210-GHz Planar Balanced Third-harmonic Mixer Based on Dual-band Rat-race Coupler
[IEEE] 2026-5-25 | Reinforcement Learning Neural Network Observer-Based Adaptive Optimal Time-Varying Formation Control for Uncertain Multi-agent Systems With External Disturbance
[IEEE] 2026-5-25 | Style Backdoor: A Robust Style-Decoupled Clean-Label Backdoor Attack
[IEEE] 2026-5-25 | Field Emission From Polymers Relevant to Anode-Initiated Flashover Development
[IEEE] 2026-5-25 | High Efficient and Near-Optimal Binary Computation Offloading Strategy Based on Game Theory and Greedy Optimization
[IEEE] 2026-5-25 | Edge-Based Vision-Language Assistive System for the Visually Impaired: A Quantized VLM Approach
[IEEE] 2026-5-25 | M2RU: Memristive Minion Recurrent Unit for On-Chip Continual Learning at the Edge
[IEEE] 2026-5-25 | NEMESI: 5G Non-invasive EMF Multi-user Exposure Surveillance and Inspection
[ACM] 2026-5-26 | AURA: Agentic AI for Unified Reliability Modeling and Annotation Aggregation
[IEEE] 2026-5-26 | Author response for "A Physics-Informed Convolutional Neural Network for Global Ocean PAR Reconstruction from Satellite Observations"
[IEEE] 2026-5-25 | Current Stress Optimization Control of Dual Active Bridge DC-DC Converter Based on Dual Integral Sliding Mode Control
[IEEE] 2026-5-25 | A Multi-Objective Operational Management Approach for Photovoltaic Charging Stations Based on Reinforcement Learning
[IEEE] 2026-5-25 | Optimization Model of Investment Benefit for Power Grid Enterprises Based on Improved Genetic Algorithm
[IEEE] 2026-5-25 | Prototype Development of an Integrated Distributed Energy-Dissipating Modular Multi-Level Converter Based on 6.5kV IGBT
[ACM] 2026-5-26 | WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching
[ACM] 2026-5-26 | BitBlender: Scalable, High-Throughput Bloom Filter Acceleration on FPGAs with Dynamic Scheduling
[ACM] 2026-5-26 | Automatic Generation of Vectorizing Compilers for Customizable Digital Signal Processors
[ACM] 2026-5-26 | First Workshop on Secure and Private Data Management (SeQureDB)
[ACM] 2026-5-26 | Companion of the International Conference on Management of Data
[ACM] 2026-5-26 | Learned Root-Cause SQL Prioritization and Diagnosis for Complex Database Performance Issues
[ACM] 2026-5-26 | Teaching a New Dog Old Tricks: Reusing Data Management Principles in the Age of LLMs
[ACM] 2026-5-26 | Panel on Building Practical Secure Databases: Challenges and Opportunities
[ACM] 2026-5-26 | FeatInsight: An Online ML Feature Management System on 4Paradigm Sage-Studio Platform
[IEEE] 2026-5-26 | Precision-Aware Lightweight Deep Learning Framework for Automated Skin Cancer Classification from Dermoscopic Images
[IEEE] 2026-5-26 | Research on the Oscillation Mechanism of Induction Motor V/f System
[IEEE] 2026-5-26 | Emotion Detection From Facial Expressions using AI and ML
[IEEE] 2026-5-26 | Explainable AI Framework for Transparent and Fair Recruitment Decision-Making in Automated HR Systems
[IEEE] 2026-5-26 | An Ideal Approach to 3D NAND Flash Design for Ultra-High IOPS SSDs (&gt;100M) with Low-Latency (&lt;=us), Fine-Grained (Page Size=512B), and a Novel MB-level Embedded DRAM to support On-Chip NAND Managements
[IEEE] 2026-5-26 | Orientation–Frequency Fields and Periodic Prior Reranking for Robust Cross-Modal Tire Indentation Retrieval
[IEEE] 2026-5-26 | Multi-Path Regulation of Regenerative Braking Energy for Electric Drive Tracked Vehicles
[IEEE] 2026-5-26 | Communication System for the Deaf and Mute
[IEEE] 2026-5-26 | Enhancing Offline Maritime Translation Safety: A Retrieval-Gated Generation Approach with Entity Constraints
[IEEE] 2026-5-26 | Multi-level In-Memory Computing with 3D Flash Memory using Activation-Time-Modulated Sequential Multi-Block Access and Tightly Integrated Current Control Cell (CC Cell)
[IEEE] 2026-5-26 | MEMS-Based Gas Sensing via Broadband Dielectric Relaxation Spectroscopy
[IEEE] 2026-5-26 | Lightweight Pause Detector-Based ECG Sensing Device for Intelligent Cardiac Health Monitoring
[IEEE] 2026-5-25 | DT-MAEI: A Dual Timescale MARL-Embedded Embodied Intelligence Architecture to Enable AUV Cluster Network-Based Multi-Target Tracking
[IEEE] 2026-5-25 | Neighbor-Consistent Transformer for Domain Adaptation in Remote Sensing Scene Classification
[IEEE] 2026-5-25 | ZAP: Zoned Architecture and Performant Compiler for Field Programmable Atom Array
[IEEE] 2026-5-26 | The Flashover characteristics and arc development patterns of train roof insulator under ultra - high altitude
[IEEE] 2026-5-26 | TeleQNet: Defense-Grade Messaging with Quantum Teleportation
[IEEE] 2026-5-26 | Trajectory Design of Angular Displacement for Centrifugal Actuator Based on Model Predictive Control and Research on Vehicle Lateral Vibration Reduction
[IEEE] 2026-5-26 | HLS Driven Obfuscation of DSP Hardware IP Designs using Non-invertible Arbitrary Function and Reconfigurable Intertwined Obfuscation Logic
[IEEE] 2026-5-26 | Stepwise Dynamic Parameter Identification of Serial Robots with a Nonlinear Friction Model
[IEEE] 2026-5-26 | Analog In-Memory Computing for Large Language Model Inference: Opportunities and Challenges
[IEEE] 2026-5-26 | Identification of Position-Dependent Geometric Errors in Five-Axis Machine Tools Based on an Attention-Mechanism CNN-LSTM
[IEEE] 2026-5-26 | Multi-Model Deep Learning Computer Vision System for Brain Disorder Classification and Tumor Segmentation with Treatment Recommendations
[IEEE] 2026-5-26 | Non-Invasive Blood Group Classification using Fingerprint Images and Deep Residual Learning
[IEEE] 2026-5-26 | Infrared Thermal Bushing Fault Diagnosis Based on Adaptive Roi Extraction and Deep Learning Fusion Model
[IEEE] 2026-5-26 | A Control Method for Electronic Expansion Valves Based on Superheat Variations and its Application in Cold Storage Temperature Control
[IEEE] 2026-5-26 | Semantic Preservation in LLM-Based Cultural Narrative Generation for Marketing Communication Contexts
[IEEE] 2026-5-26 | A 1781 GOPS Compute-In-Memory CIM Macro with a Novel Dual-Port 8T SRAM for Implementing Multiple Logical Operations
[IEEE] 2026-5-26 | Research on the Pragmatic Functions and Phonetic Realization of Pause Signals in Natural Conversation in the Mongolian Khalkha Dialect
[IEEE] 2026-5-26 | Development of Nitrogen-polar GaN HEMTs
[IEEE] 2026-5-26 | Novel Full Ferroelectric-based Continuous-Time Ising Machine with Ultra-Low Hardware Cost for Real-Time Combinatorial Optimization
[IEEE] 2026-5-26 | ZnO/Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Heterojunction Based Optoelectronic Neuro-inspired Memristor
[IEEE] 2026-5-26 | Intelligent Fruit Detection Using Convolutional Neural Network
[IEEE] 2026-5-26 | Human centric conversational system in Tamil using Retrieval Augmented Generation
[IEEE] 2026-5-26 | Research of FastSLAM Based on Butterfly Optimization Algorithm with Hybrid Strategies
[IEEE] 2026-5-26 | Smart Disease Prediction and Medicine Recommendation System
[IEEE] 2026-5-26 | A TD3 Approach Based on Two-Sided Evolutionary Fusion for Robotic Arm Path Planning
[IEEE] 2026-5-26 | Smart Signal Booster for Cellular and Wi-Fi Communication
[IEEE] 2026-5-26 | CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection
[IEEE] 2026-5-26 | MMA++: Effective Multi-Modal Adaptation for Vision-Language Models_supp1-3691448.pdf
[IEEE] 2026-5-26 | Beamforming Algorithm and System Optimization Based on True-Time-Delay and Phase Cooperative Control for Broadband Optically Controlled Phased Arrays
[IEEE] 2026-5-26 | Optical Remote Sensing Image Super-Resolution via Adaptive High-Pass Filtering and Window Attention Mechanism
[IEEE] 2026-5-25 | New Products
[IEEE] 2026-5-25 | UAV-Assisted-IRS-Aided-UE: Analysis of Ergodic Capacity, Outage Probability, and Diversity Order
[IEEE] 2026-5-26 | Innovation-Domain Decision-Directed Phase Tracking for Wiener Phase Noise in Fast Rayleigh Fading
[IEEE] 2026-5-25 | Performance of
                    <i>X</i>
                    -bar Control Chart Pattern Recognition Scheme with Regulated Monitoring and Ensemble Recognizers
[IEEE] 2026-5-25 | Adaptive Structured Proximal Policy Optimization-Based Compensation for PID control of Folding-Wing UAVs under Disturbances
[IEEE] 2026-5-26 | Ultra-low-power Monostatic Backscatter Platform with Phase-Aware Channel Estimation and System-Level Validation
[IEEE] 2026-5-26 | Structure from Noise: Confirmation Bias in Particle Picking in Structural Biology
[IEEE] 2026-5-26 | Using Transformer Encoders for Light Curve Classification in Telescope Pipelines
[IEEE] 2026-5-26 | 2026 IEEE 6th International Conference in Power Engineering Applications (ICPEA)
[IEEE] 2026-5-26 | 2026 Fourth International Conference on Augmented Intelligence and Sustainable Systems (ICAISS)
[IEEE] 2026-5-26 | Image Enhancement for Classifying the Diabetic Retinopathy in Retinal Fundus Images
[IEEE] 2026-5-26 | Secured Cloud Data Storage using Blockchain
[IEEE] 2026-5-25 | Joint Beam Scheduling and Passive Beamforming for IRS-Assisted Hybrid-Field SWIPT
[IEEE] 2026-5-26 | Author Index
[IEEE] 2026-5-26 | Optimized Recognition of Dermal Lesion Analysis Based on CNN and Vision Transformer
[IEEE] 2026-5-26 | Smart Kinetic Envelope: Modeling and Empirical Testing of IoT Systems for Tropical Climates : A Low-Cost Innovation Approach to Making the Global South More Energy Efficient
[IEEE] 2026-5-26 | Investigating the Suitability of High-Performance Linux-Based System-on-Modules for Lunar Applications
[IEEE] 2026-5-26 | Study and Analysis of Cyber Security Threats in Smart Home Technology
[IEEE] 2026-5-26 | ICPEA 2026 Cover Page
[IEEE] 2026-5-26 | Automated Screening of Diabetic Retinopathy from Retinal Images
[IEEE] 2026-5-26 | Thermoelectric Energy Generators for Harnessing Excess Thermal Energy: Thermoelectric Energy Sources for Sustainable Usage
[IEEE] 2026-5-26 | Reviving Ancient Immunity: Harnessing Molecular De-Extinction and Scalable Algal Biofactories of Computationally-Mined Antimicrobial Peptides to Eradicate Livestock Antibiotic Resistance
[IEEE] 2026-5-26 | KubeOrch: Visual Template-Based Kubernetes Configuration Management
[IEEE] 2026-5-26 | Woman-in-the-Loop: AI-Driven Mentorship Matching System
[IEEE] 2026-5-26 | Fourier-Denoising for Noisy Hamiltonian Systems: Enhancing Symplectic Dynamics Learning
[IEEE] 2026-5-26 | Melody-Centric Cryptography: A Human-Centered Framework for Symmetric Key Generation
[IEEE] 2026-5-25 | SPARE: Asymmetric Proof-of-Work–Based DoS Mitigation for IoT Devices
[IEEE] 2026-5-25 | Decoupled Cross-Modal Fusion and Knowledge Injection for Multimodal Sentiment Analysis
[IEEE] 2026-5-25 | Multi-Slot Distributed Frequency Control for Power Systems With Heterogeneous Devices
[IEEE] 2026-5-25 | Collision-Free Coordination of Heterogeneous Multiagent Systems Under Independent DoS Attacks
[IEEE] 2026-5-25 | Current Sensor Detection and Remedial Strategy for Repeated Faults in Dual Three-Phase PMSMs With Multiple-Branch Current Sampling
[IEEE] 2026-5-25 | Risk-Sensitive Stochastic Control for Robust UAV-Assisted Free-Space Quantum Key Distribution under Atmospheric Turbulence
[IEEE] 2026-5-25 | Smart Parking for Medical Cities via Passenger-Aware Allocation and Fast Grouping–Permutation Heuristics
[IEEE] 2026-5-25 | Resource Allocation Optimization in Process Petri Nets Based on Bottleneck Identification
[IEEE] 2026-5-25 | Hidden Markov Model Based Shared Autonomy for Grip Strength Regulation in sEMG Driven Robot Hand Control_supp1-3696049.mp4
[IEEE] 2026-5-25 | GaussianFusion_AI:Urban 3D Reconstruction and Label-Efficient Segmentation with Gaussian-Based Splatting
[IEEE] 2026-5-25 | Hardware-in-the-Loop Testbed for Advanced Distribution Management Systems
[IEEE] 2026-5-25 | Enhancing End-to-End Delay Satisfiability for IEEE 802.1Qav
[IEEE] 2026-5-25 | AMPGLDA: Predicting LncRNA-Disease Associations Based on Adaptive Meta-Path Generation and Multi-Layer Perceptron
[IEEE] 2026-5-25 | Insulator Defect Detection Algorithm Based on Optimized YOLOv8-Transformer
[IEEE] 2026-5-25 | Interactive Support of Frequency and DC Voltage for Receiving-End Network with Offshore Wind VSC-HVDC Integration
[ACM] 2026-5-26 | Eight Myths on Software Engineering and GenAI
[ACM] 2026-5-26 | <scp>Sumeru:</scp>
                    Towards Understanding and Achieving Cache-Optimal Inbound Network I/O
[ACM] 2026-5-26 | Inclusive Citizen Science: Engaging Visually Impaired Students with Chatbots
[ACM] 2026-5-26 | LEGEND: A Learned Explainable Graph-Enhanced Navigable Index for Hybrid Vector-Graph Search
[ACM] 2026-5-26 | Enzyme: Incremental View Maintenance for Data Engineering
[ACM] 2026-5-26 | Bitmap Filtering in the Fabric Data Warehouse
[IEEE] 2026-5-26 | The xPU-athalon: Quantifying the Competition of AI Acceleration
[IEEE] 2026-5-26 | Steering Committee
[IEEE] 2026-5-26 | Wavelet-Decoupled Representation with Rotation-Domain Prior Gating for PolSAR Ship Detection
[IEEE] 2026-5-26 | Spatiotemporal Ensemble Deep Learning for Sea Surface Temperature Forecasting
[IEEE] 2026-5-25 | SCD-Net: A Semantic-Contour-Disparity Triadic Collaborative Network for 3D Building Reconstruction from Stereo Satellite Imagery
[IEEE] 2026-5-26 | Prioritizing Expert-Like Transitions for Reward-Free Offline Imitation Learning
[IEEE] 2026-5-26 | Foreword
[IEEE] 2026-5-26 | Techno-economic analysis of PV-integrated EV charging stations for a university campus microgrid
[IEEE] 2026-5-26 | Integrating Federated Learning and Hyperspectral Imaging for Early Detection of Tomato Disease
[IEEE] 2026-5-26 | Histopathology-Based Deep Learning for Melanoma PDX Drug-Response Tracking
[IEEE] 2026-5-26 | Optimizing Power Infrastructure Reinforcement using Distributed Generators: An Economic Loss-Based Analysis of Three Installation Scenarios
[IEEE] 2026-5-26 | The K-BLEND Framework: A Hybrid Genomic Workflow Integrating Blast with a Kmer-Based Neural Ensemble
