[2026-02-11 09:40:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-10
正在获取论文...
[arXiv] 2026-02-10 | Hecke curves in Frobenius strata of moduli space of rank 2 vector bundles
[IEEE] 2026-2-10 | A Resource-Efficient Blockchain With Delegated Fault-Tolerance for Manufacturing Nodes
[IEEE] 2026-2-10 | Low-Overhead Sensing-Aided Communication with Frequency-Compensated Rainbow Beams
[IEEE] 2026-2-10 | Decentralized Optimization of Spectral Efficiency for Scalable CF-RAN with Network-Assisted Free-Duplex
[IEEE] 2026-2-10 | GNSS Positioning Based on 3D LiDAR Perception and Virtual Grid-Based Differential Correction in Urban Environments
[IEEE] 2026-2-10 | From Obstacles to Etiquette: Robot Social Navigation with VLM-Informed Path Selection_supp1-3662586.mp4
[IEEE] 2026-2-10 | Design and Optimization of MEMS Vacuum Gauge Circuits for Enhanced Leakage Suppression and Accurate Capacitance Conversion
[IEEE] 2026-2-10 | A 28-GHz Compact Phased-Array Beamformer With 21.3-dBm
                    <i>P</i>
                    <sub>SAT</sub>
                    and 5.2-dB Noise Figure in 40-nm CMOS
[IEEE] 2026-2-10 | DecentraBot: An Intent-Aware LLM-Powered Conversational Agent With What-Next Prompting for Decentraland Users_supp1-3656955.pdf
[IEEE] 2026-2-10 | A Kinesthetic Teaching Framework for Tasks With Contact Transitions and Time-Optimized Execution_supp1-3662532.mp4
[IEEE] 2026-2-10 | Development of a Life Enrichment Education Curriculum for Rural Women in India
[IEEE] 2026-2-10 | GNSS/SINS Tightly Coupled Integration Using a Rotating Antenna: Observability Analysis and Performance Evaluation
[IEEE] 2026-2-10 | Parallel variational quantum algorithms with gradient-informed restart to speed up optimization in the presence of barren plateaus
[IEEE] 2026-2-10 | TAFA: Blockchain-Based Integrating Genetic Algorithm and DQN for Secure File Allocation
[IEEE] 2026-2-10 | FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp1-3662618.mp4
[IEEE] 2026-2-10 | A 3D Correlated Blockage Model for Satellite Networks
[IEEE] 2026-2-10 | Optimal Receiving System Using Ground Electrode Arrays for Through-the-Earth Communication
[IEEE] 2026-2-10 | Disturbance-rejection Synchronization Control of USVs with Input Saturation and Communication Link Faults
[IEEE] 2026-2-10 | AVQACL++: Toward a Robust Framework and Benchmark for Audio-Visual Question Answering Continual Learning_supp1-3662386.pdf
[IEEE] 2026-2-10 | Design and Control of a Novel Hybrid Typed Outdoor Mobile Robot Platform: MobED_supp1-3662632.mp4
[IEEE] 2026-2-10 | A Memristor-Based Neural Network Circuit with Classical Conditioning and Fear Generalization
[IEEE] 2026-2-10 | Geometry-Aware Conditional GAN for Sub-THz Channel Generation and Modeling in IIoT
[IEEE] 2026-2-10 | Partial Discharge Anomaly Detection and Severity Assessment for HV Bushings Based on Self-Supervised Adversarial Encoder Network and Gaussian Mixture Model
[IEEE] 2026-2-10 | Robust IRS Beamforming for IoT-Enabled LEO Satellite Systems via Channel Decoupling under Ephemeris-Aided Statistical Modeling
[IEEE] 2026-2-10 | Autonomous Sensorless Control Strategy for FP-PMSM Considering Operation Uncertainties with DCEE
[IEEE] 2026-2-10 | Multi-Resolution Cross-Attention Transformer for Spatiotemporal Prediction of Permafrost Deformation in InSAR Time Series_supp1-3662345.docx
[IEEE] 2026-2-10 | Multi-Agent Reinforcement Learning Based on Hybrid Action Representation for UAV Swarms’ Integrated Communication and Control
[IEEE] 2026-2-10 | 3D-Printed Volume Adjustable Socket for Above-Knee Prostheses_supp1-3662558.mp4
[IEEE] 2026-2-10 | High-Temperature Performance of SiC NPN X-Ray Detector
[IEEE] 2026-2-10 | Preface
[IEEE] 2026-2-10 | A Compact Broadband Transition From Ground Coplanar Waveguide to Folded SIW
[IEEE] 2026-2-10 | Improving Semiconductor Defect Classification in SEM Images via Domain Adaptation
[IEEE] 2026-2-10 | LiveIndex: An Index-Driven Hybrid-Storage Blockchain Framework for Cross-Domain Data Governance
[IEEE] 2026-2-10 | Adaptive Shared Cascade Navigation Control of Magnetic Microrobots in Unstructured Dynamic Environments
[IEEE] 2026-2-10 | Enabling Population-Level Parallelism in Tree-Based Genetic Programming for GPU Acceleration
[IEEE] 2026-2-10 | A Cross-Domain Milk Freshness Detection Method Based on Transfer Learning
[IEEE] 2026-2-10 | Beyond Single-Scale: A Multi-Scale Approach to Semantic-Enhanced Crop Disease Recognition through Image-Text Fusion
[IEEE] 2026-2-10 | An Ultra-Fast AOT Buck Converter Using Capacitor Current Sensing Technique
[IEEE] 2026-2-10 | Single-Stage Lesion Identification in $^{68}$Ga-DOTATATE PET Images
[IEEE] 2026-2-10 | Observer-aided Adaptive Consensus Control of Cyber-physical Multi-Agent Systems with Hybrid Attacked Topology
[IEEE] 2026-2-10 | RRAM: A Reconfigurable Request-Rate-Aware Multi-DNN Accelerator Based on FPGA_supp1-3662511.pdf
[IEEE] 2026-2-10 | PHENet: Towards Robust Fog-Resilient Change Detection in Remote Sensing Imagery with a Physics-Guided Height-Enhanced Network
[IEEE] 2026-2-10 | Magnetic Electrochemical Nano-biosensors for Detection of Neuron-specific Enolase_supp1-3660638.docx
[IEEE] 2026-2-10 | FLARE: Agile Flights for Quadrotor Cable-Suspended Payload System via Reinforcement Learning_supp1-3662598.mp4
[IEEE] 2026-2-10 | A Simple Compliant Gripper That Reconfigures Between Sensing and Grasping Modes_supp2-3662656.mp4
[IEEE] 2026-2-10 | Application of the Born Approximation for Modeling EM Effects of Moving Materials in COMSOL Multiphysics
[IEEE] 2026-2-10 | A 20-Gb/s/pin 0.42-pJ/b Single-Ended Receiver with Ping-Pong Self-Referencing Technique
[IEEE] 2026-2-10 | Synthesis of SmFeAsO Polycrystalline Bulks with Improved Purity by High-Energy Milling
[IEEE] 2026-2-10 | Dynamic Convolutional Neural Network for Digital Predistortion in Multistate PA Modeling
[IEEE] 2026-2-10 | Shifting Maximum Efficiency Point Tracking and Battery Model to the Primary-Side Control of SS-Compensated Wireless Charging Systems
[IEEE] 2026-2-10 | Robust Physics-Informed Penalty-Free Machine Learning Method for Solving 3-D Maxwell’s Equations in the Frequency Domain
[IEEE] 2026-2-10 | Cascaded Optical Reconfigurable Intelligent Reflecting Surfaces for Multi-Hop Optical Wireless Communications
[IEEE] 2026-2-10 | A Method for Converting Satellite-observed Thermal Infrared Radiance to Nadir Radiance: A Case Study in Desert Regions
[IEEE] 2026-2-10 | A Synchronized Orthogonal Gait Phase Estimation Method Based on the Inter-Thigh Angle
[IEEE] 2026-2-10 | Rate-Distortion Analysis for Sampled Correlated Cyclostationary Gaussian Processes
[IEEE] 2026-2-10 | Understanding Over-Squashing in Dynamic Graphs
[IEEE] 2026-2-10 | MemAscend: System Memory Optimization for SSD-Offloaded LLM Fine-Tuning
[IEEE] 2026-2-10 | Adaptive Symbol and Power Loading for OFDM-based Underwater Wireless Optical Semantic Communications
[IEEE] 2026-2-10 | Microwave surface resistance of Tl-1223 films in a dc magnetic field
[IEEE] 2026-2-10 | UAV-Enabled Covert Communication With Movable Antenna Against Cooperative Detection
[IEEE] 2026-2-10 | Integration of Multiscale Simulations and AI Models for the Design of High-Performance Dielectric Polymers
[IEEE] 2026-2-10 | EED: Embodied Environment Description through Robotic Visual Exploration_supp1-3662652.mp4
[IEEE] 2026-2-10 | Corrections to “Scheduling and Aggregation Design for Asynchronous Federated Learning Over Wireless Networks”
[IEEE] 2026-2-10 | Distributed Real-Time Optimization for UAV-Based MIMO Communication System with Dynamic Cooperative Performance Adaptation
[IEEE] 2026-2-10 | DaVinci: Performance-Driven Analog Routing via Multi-modality Guidance Prediction
[IEEE] 2026-2-10 | Dynamic Performance of High-Temperature Superconducting Multi-Layer Spiral Cable for Airborne Transient Electromagnetic Transmitting Coil
[IEEE] 2026-2-10 | BHGraphAdapter: Parameter-Efficient VLMs Tuning Meets Hyper-Graph Learning
[IEEE] 2026-2-10 | DAMON: Difference-Aware Medical Visual Question Answering via Multimodal Large Language Model
[IEEE] 2026-2-10 | Joint Dynamic Computation Offloading and Resource Allocation in SCMA-Aided Space-Air-Ground Integrated Network_supp1-3662334.pdf
[IEEE] 2026-2-10 | Route Optimization Reimagined: Multi-Modal Large Language Models for Next-Gen Vehicle Routing
[IEEE] 2026-2-10 | Omni-LIVO: Robust RGB-Colored Multi-Camera Visual-Inertial-LiDAR Odometry via Photometric Migration and ESIKF Fusion_supp1-3662590.mp4
[IEEE] 2026-2-10 | Deep Learning&amp;#x2013;Based Correction of Decadal Predictions of the PDO and TAG Indices_supp1-3662257.pdf
[IEEE] 2026-2-10 | Fatigue Fragility Curves for Overhead Conductors Subjected to Varying Amplitude at Suspension Clamps
[IEEE] 2026-2-10 | Soft Error Analysis in NSFET and FSFET: From Device Physics to Circuit and Memory Impact
[IEEE] 2026-2-10 | Efficient Phase-Compensated Multi-Resonant Control for Inverter Applications
[IEEE] 2026-2-10 | Hierarchical Optimization Framework for Robust PCB Defect Detection via Adaptive YOLOv12 Architecture
[IEEE] 2026-2-10 | HiMRAG: Hierarchical Multimodal Retrieval-Augmented Generation for Robot Task Planning_supp1-3662582.mp4
[IEEE] 2026-2-10 | Inception-ResNet 1D CNN with Subject’s Physical Information for Reliable Real-Time FMCW Radar Fall Detection
[IEEE] 2026-2-10 | PCAP-SL: Pedestrian Crossing Action Prediction Based on Sequential Learning
[IEEE] 2026-2-10 | Usability Evaluation of Interaction Modalities for 3D Object Manipulation in Immersive Virtual Reality Systems
[IEEE] 2026-2-10 | Electro-Thermal Modeling of Quench-Back and CLIQ Protection for Multi-Strand Superconducting Magnets
[IEEE] 2026-2-10 | Mitigating Interturn Parasitic Losses in Underwater WPT Systems via Compensation Relocation and Electric Field Shaping
[IEEE] 2026-2-10 | Digital Demodulation of a Space Vector Modulated Three-Phase Pulse-Width Signal
[IEEE] 2026-2-10 | Integrating Hybrid Supercapacitors with Batteries: Unravelling the Mechanism in Zn-I/MnO Systems_supp1-3662625.pdf
[ACM] 2026-2-10 | A Large-Scale Empirical Evaluation of LLMs for Automated Self-Admitted Technical Debt Repayment
[IEEE] 2026-2-10 | Pinching-Antenna-based Communications: Spectral Efficiency Analysis and Deployment Strategies
[IEEE] 2026-2-10 | : Autonomous Aerial Robot Navigation In Darkness Using Passive Computation_supp1-3653388.pdf
[IEEE] 2026-2-10 | Magnetic toroidal dipole resonances for efficient THz generation in dielectric metasurfaces
[IEEE] 2026-2-10 | Edge-Assisted Federated Learning for Large Language Models in IoT Sensor Systems
[IEEE] 2026-2-10 | Joint Semantics Embedding and Self-supervised Denoising Contrastive Learning for Multi-Function Radar Work Modes Recognition
[IEEE] 2026-2-10 | 2025 International Conference on Networking, Sensing and Control (ICNSC)
[IEEE] 2026-2-10 | Through-Silicon Via Coupled Inductors for Vertical Power Delivery
[IEEE] 2026-2-10 | A 60 V Chopper Amplifier Achieving 0.12 μV Ripple and 2 μV V
                    <sub>OS</sub>
                    over Full Temperature with Calibration
[IEEE] 2026-2-10 | Ferroelectric AlScN Field-Plated Vertical
                    <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    SBD With Improved On-Resistance and Breakdown Voltage
[IEEE] 2026-2-10 | MP3: Mixed-Precision Pipeline Parallelism Framework for Heterogeneous Edge Devices
[IEEE] 2026-2-10 | Simplification of Robotic System Model Analysis by Petri Net Meta-Model Property Transfer
[IEEE] 2026-2-10 | [Front Cover]
[IEEE] 2026-2-10 | Contact-aware Path Planning for Autonomous Neuroendovascular Navigation_supp1-3662633.mp4
[IEEE] 2026-2-10 | Exploring the Use of Social Robots for Depression Screening Among Older Adults: An Expanded Feasibility Study
[IEEE] 2026-2-10 | High-
                    <i>κ</i>
                    Capping Layer Effects on Carrier Polarity and Reliability of SWNT Field Effect Transistors With Spin-on-Glass Buffer Layer
[IEEE] 2026-2-10 | Weight Puncturing for Reed-Muller Codes
[IEEE] 2026-2-10 | FreNTS: Neural Texture Synthesis in Frequency Domain
[IEEE] 2026-2-10 | Challenges and solutions on the road towards smart lighting with projected LED arrays_supp1-3661510.mp4
[IEEE] 2026-2-10 | GPIO-Based Predictive Control for Nonlinear Fully Actuated Systems Under Lumped Disturbances
[IEEE] 2026-2-10 | Federated Learning for 6G Security: A Survey on Threats, Solutions and Research Directions
[ACM] 2026-2-10 | SPC-NeRF: Spatial Predictive Compression for Voxel-Based Radiance Field
[ACM] 2026-2-10 | Resilient Semantic Pseudo-Text Embedding for Zero-Shot Video Moment Retrieval
[IEEE] 2026-2-10 | Network-Assisted Full-Duplex RIS-aided Cell-Free Massive MIMO for Integrated Sensing and Communication
[IEEE] 2026-2-10 | Implementation of a Digital Continuous Improvement Structure in a Biopharmaceutical Plant
[IEEE] 2026-2-10 | High Dynamic Range Imaging via Spatial-Frequency Interaction
[IEEE] 2026-2-10 | Enhanced Complex-valued CSK-OOFDM System for Visible Light Communication
[IEEE] 2026-2-10 | Towards Scalable Multi-Chip Wireless Networks With Near-Field Time Reversal
[IEEE] 2026-2-10 | Online Adaptive Slimmable Network for Source-free Unsupervised Domain Adaptation
[IEEE] 2026-2-10 | LiDAR Desnowing via Adaptive Snow-Candidate Generation and Confidence-based Label Correction
[IEEE] 2026-2-10 | A Lightweight Frequency-Selection-based Progressive Patch Transformer Network for Single Image Super-Resolution
[IEEE] 2026-2-10 | Complex-Valued Source-Free Domain Adaptation for PolSAR Image Classification
[IEEE] 2026-2-10 | MambaFlow: A Novel and Flow-Guided State Space Model for Scene Flow Estimation
[IEEE] 2026-2-10 | Multi-Mode Topology Reconfiguration for Five-Phase Open-End Winding PMSM Drive Under Inverter Short Circuit Fault
[IEEE] 2026-2-10 | GHD Net: Overlapping Green Tomato Instance Segmentation Under Facility Environments
[IEEE] 2026-2-10 | Dual-Band Dual-Polarized Shared-Aperture Metalens Empowered by a Rapid, Accurate Multi-Frequency Phase-Matching Algorithm
[IEEE] 2026-2-10 | CADiS: Causality-Driven Transformer for Anomaly Detection and Root Cause Diagnosis in Industrial Internet of Things
[IEEE] 2026-2-10 | DL-Enhanced Channel Parameter Prediction Scheme based on Adaptive Meta Mask R-CNN Model
[IEEE] 2026-2-10 | Revisiting Subspace Disentangling for Light Field Spatial Super-Resolution_supp1-3661516.pdf
[IEEE] 2026-2-10 | FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp4-3662618.mp4
[IEEE] 2026-2-10 | Cancellation Integration Scheme for the Evaluation of Strongly Singular Terms on Curved Triangles in Boundary Integral Equations
[IEEE] 2026-2-10 | DAR-SPUF: A Dynamically Adjustable Radiation-hardening Method for SRAM-Based Physical Unclonable Functions
[IEEE] 2026-2-10 | A Temperature Self-Compensated Dual-Channel SPR Fiber Sensor With Ion-Imprinted Polymers for Simultaneous Detection of Cu²⁺ and Ni²⁺
[IEEE] 2026-2-10 | Performance Superiority of Dual-pair Cartwheel/Pendulum over Bender-Type in Four-Satellite Gravity Constellations: An Equitable Evaluation
[IEEE] 2026-2-10 | A Coupled Cellular Automata-Deep Learning-XGBoost for Land Use and Land Cover Change Prediction in Yancheng
[IEEE] 2026-2-10 | Virtual-to-Real Motion Adaptation Using Genetic Algorithm for Multi-DOF Disaster Response Robots
[IEEE] 2026-2-10 | Toward Adaptive Tracking and Communication via an Airborne Maneuverable Bi-Static ISAC System
[IEEE] 2026-2-10 | Multi-Generator Continual Learning for Robust Delay Prediction in 6G
[IEEE] 2026-2-10 | Analysis and Experiment of a Low-Cost Multipanel Reconfigurable Intelligent Surface System for Signal Enhancement at mm-wave
[IEEE] 2026-2-10 | Warm-Starting Collision-Free Model Predictive Control With Object-Centric Diffusion_supp1-3662654.mp4
[IEEE] 2026-2-10 | CCMANet: A Cross-Layer Cascade Network with Multi-Attention Mechanisms for Remote Sensing Object Detection
[IEEE] 2026-2-10 | URLLC Service for Stacked Intelligent Metasurface-Assisted RSMA Systems
