[2026-04-07 22:38:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-06
正在获取论文...
[arXiv] 2026-04-06 | Strongly Correlated Superconductivity in Twisted Bilayer Graphene: A Gutzwiller Study
[IEEE] 2026-4-7 | Ku-band Tile-based Metal-only Mechanically Controlled Two-dimensional Beam-Scanning Circularly Polarized Reflectarray
[IEEE] 2026-4-7 | A 0.4V 1.9-nW Bulk-Driven Cascode OTA Achieving 75-dB DC Gain With Replica-Bias Assisted PVT Robustness
[IEEE] 2026-4-7 | A Novel PID Design Method via Model-Based Reinforcement Learning Algorithms
[IEEE] 2026-4-7 | MUFNet: A Mamba-Based Uncertainty-Aware Fusion Framework for Fine-Grained Satellite Hyperspectral-LiDAR Tree Species Mapping
[IEEE] 2026-4-6 | QIMarker: Can Watermark Embedding Improve Image Quality?
[IEEE] 2026-4-7 | Engineering AIOps Controllers for High-Performance Software Operations: an Action Design Research Study
[IEEE] 2026-4-7 | Inverse-Designed Broadband and Compact $TE\_{N}$ to $TE\_{0}$ Mode Converters via Optimized Bezier Curves
[IEEE] 2026-4-6 | Sensitivity at the Edges of the Finger Enables Mixed Reality Force Feedback
[IEEE] 2026-4-6 | Two Phase Multi-Task Learning for Cybersickness Prediction and Adaptive Reduction
[IEEE] 2026-4-7 | GenTouchVR: Generating a Touchable Virtual Reality Environment from a Single Image
[IEEE] 2026-4-7 | Advertisement
[IEEE] 2026-4-6 | Monitoring the Long-term VIIRS Calibration Performance at the NIR and SWIR Bands for Ocean Color Remote Sensing
[IEEE] 2026-4-6 | Hardware implementation of configurable chromatic dispersion model for real-time optical fiber communication simulation systems
[IEEE] 2026-4-6 | Ultra-High Sensitivity Fiber Optic Microphone Based on Geometry-Induced Mechanical Compliance
[IEEE] 2026-4-6 | Towards Robot Skill Learning and Adaptation with Gaussian Processes
[IEEE] 2026-4-6 | Misconception-Aware Prompting Can Generate Authentic Analytical Multiple-Choice Questions
[IEEE] 2026-4-7 | Intelligent Bank Customer Churn Prediction: An AI Ensemble Approach Using Neural Networks and TabPFN Foundation Models
[IEEE] 2026-4-6 | Honest Teacher Knowledge Distillation: A Framework for Uncertainty-Aware Model Compression Using Gaussian Processes
[IEEE] 2026-4-6 | Collaborative SOH Estimation for Lithium-ion Batteries by Integrating both Charging and Discharging Profiles
[IEEE] 2026-4-6 | A Robust Model Predictive Current Control Using Cascaded Structure of Noise-Resilient Augmented Observer with Adaptive Data-Driven Iterative Harmonic Identification for PMSM Drives
[IEEE] 2026-4-6 | A two-stage method for aircraft engine fault detection based on change point
[IEEE] 2026-4-6 | TCSET 2026 Cover Page
[IEEE] 2026-4-6 | Retraction Notice: Lifetime Enhancement Using Sleep Switch Over In Wireless Sensor Networks
[IEEE] 2026-4-6 | Retraction Notice: Energy Optimized Node Level Trust Based Data Transaction in Wireless Sensor Network
[IEEE] 2026-4-6 | Retraction Notice: Implementation of Image Enhancement and Image Segmentation In Disease Diagnosis (Lung Cancer)
[IEEE] 2026-4-6 | IEEE Transactions on Neural Networks and Learning Systems Information for Authors
[IEEE] 2026-4-6 | Graph-Based Representation Learning with Beta Uncertainty for Enhanced Multimodal Emotion Recognition_supp1-3678321.pdf
[ACM] 2026-4-6 | Quizzing: Exploring the comprehensive benefits of quizzing in college classrooms
[IEEE] 2026-4-6 | Feature Optimization Approach Arcface-Based Surveillance Face Recognition
[IEEE] 2026-4-6 | Selection of Suitable Battery Technologies for Electric Vehicles Using Entropy Weight and EDAS Methods
[IEEE] 2026-4-6 | Signal Processing Techniques for Enhanced Performance of FMCW Radar Altimeter
[IEEE] 2026-4-6 | Using ADDIE Model to Develop Digital Educational Game for Teaching Permutation Concept
[IEEE] 2026-4-6 | Applying the ADDIE Model to Develop a Phygital Pretend Play Learning Kit for Enhancing Wellbeing in Early Childhood Education Through Playful Learning
[IEEE] 2026-4-6 | Application of Convolutional Neural Networks for Enhancing Gemstone Classification Performance
[IEEE] 2026-4-6 | Reliability in Industry-Academia Assessment: A Framework for Validating Competencies in IT Education
[IEEE] 2026-4-6 | Classifying Burmese (Myanmar) Medical Reviews Using Synthetic Data Approach
[IEEE] 2026-4-7 | An Explainable Dynamic Few-Shot Learning Framework for GERD and Polyp Detection in Endoscopic Imaging
[IEEE] 2026-4-7 | Blockchain Enabled Secure Data Sharing for Distributed Healthcare Systems
[IEEE] 2026-4-7 | Predictive Modeling of Air Pollution using Deep Reinforcement Learning
[IEEE] 2026-4-7 | Transformer Bushing Health Monitoring via Embedded Nanoparticle-Coated Micro-Sensors
[IEEE] 2026-4-7 | Efficient Jamming Detection in IoT Networks using 2D CNN Models
[IEEE] 2026-4-7 | AI-Enabled Learning and Critical Thinking: A Study among Indian Engineering Students
[IEEE] 2026-4-7 | Autonomous joint multi-factor sensing platform design for lunar space environment
[IEEE] 2026-4-7 | Edu-EmotionNet: Cross-Modality Attention Alignment with Temporal Feedback Loops
[IEEE] 2026-4-7 | Improving Robustness of MRI-Based Brain Tumor Classification Via Multi-View Preprocessing and Hybrid VIT-CNN Learning
[IEEE] 2026-4-7 | Performance Enhancement of Rice Bran Oil–based Transformer Fluid Enhanced with TiO
                    <sub>₂</sub>
                    Nanoparticles as Dielectric Additives
[IEEE] 2026-4-7 | Early Forest Fire Detection Using Enhanced YOLOv11 with Contrast and Dynamic Attention Mechanisms
[IEEE] 2026-4-7 | AI-Powered Urban Traffic Management using YOLOv11 and Meta-Learning-based Deep Q-Network
[IEEE] 2026-4-7 | Control of dissolved oxygen and ammonium ion in constructed wetlands using multivariable integral state feedback controller
[IEEE] 2026-4-7 | Investigation of Dual Active Bridge Converters for Electric Vehicle Battery Charger
[IEEE] 2026-4-7 | HierTTF: Hierarchical Two-Stage Time-to-Failure Prediction for Datacenter SSDs Using Telemetry
[IEEE] 2026-4-7 | Enhancing NFT Ownership and Trading with Blockchain based Decentralized Marketplaces
[IEEE] 2026-4-7 | Time-Coupled Optimal Power Flow Incorporating DER Volt–VAR Dynamics for Voltage Recovery and Stability
[IEEE] 2026-4-6 | X-PDResNet: An Explainable Residual Neural Network for Discrimination of Partial Discharge Defects in High Voltage Apparatus
[IEEE] 2026-4-7 | Beyond a Single Perspective: Neural Fusion of Lévy-Generated Super-Resolution Images for Robust Face Recognition
[IEEE] 2026-4-7 | A Triple-Loss Optimized U-Net Framework for Accurate Pancreas Segmentation in CT Scans
[IEEE] 2026-4-7 | Federated Capsule Endoscopy Analytics for Privacy-Preserving Gut Disease Screening
[IEEE] 2026-4-7 | A Sign Language Recognition Model for Transport Systems
[IEEE] 2026-4-7 | Hybrid and Gradient-Boosted Regression Models for Accurate Transistor Drain Current Prediction
[IEEE] 2026-4-7 | Multimodal Foundation Models for Zero-Shot Water Stress Forecasting in Precision Agriculture
[IEEE] 2026-4-7 | State of Health estimation of Li-ion cells via internal degradation modes identification and physics-informed machine learning
[IEEE] 2026-4-7 | Reconstruction-Free Classification for Lensless Imaging Systems
[IEEE] 2026-4-7 | Iterative Tensorization of Physics-Informed Neural Networks
[IEEE] 2026-4-7 | Sensor-Based Portable Device for Soil Nutrients Monitoring, Communication and Intelligent Crop Recommendation System
[IEEE] 2026-4-7 | Integrated Navigation Research for Outdoor Multi-sensor Off-road Vehicle Based on PID-Pure Pursuit
[IEEE] 2026-4-7 | Cloud-IoT and AI-based Intelligent Waste Monitoring and Collection System for Sustainable Urban Development
[IEEE] 2026-4-7 | LIGHT-HIDS: A Lightweight and Effective Machine Learning-Based Framework for Robust Host Intrusion Detection
[IEEE] 2026-4-7 | Intelligent Binary Descriptor Generation through GA Based Dimension Selection in MPEG CDVS and LDVS for Visual Search
[IEEE] 2026-4-7 | Com-Analyzer: A Multi-Modal Artificial Intelligence Framework for Personalized Interview Skill Assessment
[IEEE] 2026-4-7 | Study of Different Filter for Altitude Estimation in UAVs using Sensor Fusion
[IEEE] 2026-4-6 | Reading Between the Signals: A Comprehensive Tutorial on Harnessing Physical Side-Channels for Anomaly Detection
[IEEE] 2026-4-7 | One-shot 3D Affordance Learning for Multi-stage Robotic Manipulation
[IEEE] 2026-4-6 | Quality of Service Enhancement and Security Assurance in Internet of Things Networks: A Survey and Integrated Blockchain Sidechain Architecture
[IEEE] 2026-4-6 | Evolutionary Hyper-Transformation for Multi-AAV Path Planning to Visit Moving Targets_supp1-3678144.pdf
[IEEE] 2026-4-7 | TechRxiv: Share Your Preprint Research with the World!
[IEEE] 2026-4-7 | <i>
                      l
                      <sub>2</sub>
                    </i>
                    -
                    <i>
                      l
                      <sub>∞</sub>
                    </i>
                    Proportional-Integral State Estimation for Stochastic Nonlinear Systems With State Saturations Under Decode-and-Forward Relay
[IEEE] 2026-4-7 | An Efficient Data Generation Method Based on Flow Matching for Bearing Fault Diagnosis Under Imbalanced Data Conditions
[IEEE] 2026-4-7 | Lateral Anti-Misalignment Performance Improvement of the Single-Transmitter/Dual-Receiver WPT System with a Single Load
[IEEE] 2026-4-7 | Automatic Dual-Battery Switching System for E-Vehicles using Solar Integration
[IEEE] 2026-4-7 | Deep Learning-Based Direction Prediction: A Comparative Study of Neural Architectures on XAU/USD 30-Minute Data with Win-Big-Lose-Small Strategy
[IEEE] 2026-4-7 | Explainable Multi-Modal AI for Brain Tumor Segmentation and Radiotherapy Planning
[IEEE] 2026-4-7 | An Intelligent Traffic Behaviour Prediction Method using Deep Learning Approach
[IEEE] 2026-4-7 | Design and Implementation of an IoT-Based Smart Safety Ring with Direct Cellular Link for Women's Security
[IEEE] 2026-4-7 | Weighted Ensemble Classification for Misinformation Detection using Optimized TF-IDF Features on a Large-Scale News Dataset
[IEEE] 2026-4-7 | AI-Driven Cross-Layer Optimization of Hybrid Optical-Wireless 5G Transport Systems
[IEEE] 2026-4-7 | Implementation of a Cyber Reflex Layer for Securing Autonomous Vehicles
[IEEE] 2026-4-7 | 2025 6th International Conference on Smart Electronics and Communication (ICOSEC)
[IEEE] 2026-4-6 | Interactive Force-Impedance Control
[IEEE] 2026-4-6 | An Open-Source, Reproducible Tensegrity Robot that can Navigate Among Obstacles
[IEEE] 2026-4-6 | Model-predictive Vibration Reduction of a Suspended Cable-Driven Parallel Robot
[IEEE] 2026-4-6 | Two-axis transparent force plate for droplet collision measurement using high speed line-scan camera and sampling moiré method
[IEEE] 2026-4-7 | MOFM: A Multiple-in-One Flow Mamba for Unregistered Multi-Modal Image Fusion
[IEEE] 2026-4-7 | Stacked Intelligent Metasurfaces-enabled Transceiver: Functional Coding and Data-Enhanced Deep Unfolding Detection
[IEEE] 2026-4-6 | A Kind of Flexible Forceps With High Clamping Force and Large Opening Angle for Endoscopic Surgery
[IEEE] 2026-4-6 | A Pneumatically Actuated Robotic Assistant for MRI-Guided Stereotactic Neurosurgery
[IEEE] 2026-4-7 | A Multi-AAV Assisted Mobile Edge Computing Task Offloading Based on Dynamic Priority and Two Stage Multi-Agent Collaborative Optimization
[IEEE] 2026-4-6 | A promising movement-based prosthesis control tested on valid and arm-amputated participants using first-person teleoperation of humanoid robot Reachy
[IEEE] 2026-4-7 | USIGAN: Unbalanced Self-Information Feature Transport for Weakly Paired Image IHC Virtual Staining
[IEEE] 2026-4-7 | ISAC-enabled Beam Tracking for U2U Communication Systems under Jittering Effects
[IEEE] 2026-4-6 | Physics-Guided Multistage Segmentation for Structural Characterization of TRISO Fuel Particles in X-ray CT Imaging
[IEEE] 2026-4-6 | Use Case Matters: Comparing the User Experience and Task Performance across Tasks for Embodied Interaction in VR_supp1-3680577.pdf
[IEEE] 2026-4-6 | Descriptor: Solar and Kinetic Energy Harvesting Dataset for Human Activity Recognition (SKEH-HAR)
[IEEE] 2026-4-6 | Tag-Along Virtual Windows Increase Perceived Resistance and Task Load in Augmented Reality
[IEEE] 2026-4-6 | A Generic Construction of
                    <i>q</i>
                    -ary Near-MDS Codes Supporting 2-Designs with Lengths Beyond
                    <i>q</i>
                    + 1
[IEEE] 2026-4-6 | Geographic and Statistical Analysis of EESS-Passive Satellite Overpasses for Spectrum Coexistence
[IEEE] 2026-4-6 | DS²AF: An Iterative Detection to Spectral Similarity-Guided Augmentation Framework for Few-Shot Hyperspectral Image Classification
[IEEE] 2026-4-6 | Successful Diversity Is Not What You Think: How to Build a Great Start-Up Team
[IEEE] 2026-4-6 | Hybrid Dynamic-Statistical Algorithm for Optimizing CMOS-Type System Configuration
[IEEE] 2026-4-6 | Retraction Notice: Automatic Breast Tumor Cancer Diagnosis Based on a Hybrid Densenet
[IEEE] 2026-4-6 | Title Page
[IEEE] 2026-4-6 | Retraction Notice: Comprehensive solution of Scheduling and Balancing Load in Cloud - A Review
[IEEE] 2026-4-6 | Retraction Notice: Prediction of Juvenile Delinquencies in Correlation with Education
[IEEE] 2026-4-6 | Retraction Notice: Vegetable Disease Detection Using K-Means Clustering And Svm
[IEEE] 2026-4-6 | Retraction Notice: IOT Based Health Tracking Shoe For Elderly People Using Gait Monitoring System
[IEEE] 2026-4-6 | IEEE Industrial Electronics Society Publication Information
[ACM] 2026-4-6 | Fidelity as Forgetting: Rethinking Reconstruction in Neural Volumetric Media
[IEEE] 2026-4-6 | Neural Network Image Quality Enhancement Using Multiscaling, Attention, and Residuals
[IEEE] 2026-4-6 | A Pilot Study on the Feasibility and Preliminary Efficacy of a Virtual Reality System for Stress Reduction
[IEEE] 2026-4-6 | Synthetic AI-Based Ultrasound Images of Breast Cancer on Small Datasets
[IEEE] 2026-4-7 | Enhancing Image Classification Performance Using Data Augmentation and Adaptive Training Strategies
[IEEE] 2026-4-7 | Real-Time Accident Prevention, Detection and Alert System using Federated Learning: A Decentralized Framework for Road Safety
[IEEE] 2026-4-7 | Interpretable Gender Classification from Malayalam Speech
[IEEE] 2026-4-7 | STEPCon 2025 TOC
[IEEE] 2026-4-7 | Evolution and Future of Decision Support Systems: Frameworks, Applications, and Emerging Trends
[IEEE] 2026-4-7 | A Classification based on Salp Swarm Algorithm for Incomplete Imbalanced Data
[IEEE] 2026-4-7 | Smart Fall Detection for Elderly using Wearable Sensors and Machine Learning Analytics
[IEEE] 2026-4-7 | Development of a Hybrid Piezoelectric and Solar Rainfall Energy Harvesting System with Water Collection Storage and Python-Based Performance
[IEEE] 2026-4-7 | AI-Driven Personalization in the Classroom: Impacts on Intrinsic Motivation and Academic Performance
[IEEE] 2026-4-7 | Micro-defect Detection Based on Application of Mixing Frequency Ultrasound
[IEEE] 2026-4-7 | DistilBERT-Powered Optimized Sentiment Analysis for Next-Generation Natural Language Processing
[IEEE] 2026-4-7 | Assessing Operational Autonomy in Decentralized Energy Systems
[IEEE] 2026-4-7 | Kolmogorov-Arnold Networks in Low-Data Regimes: A Comparative Study with Multilayer Perceptrons
[IEEE] 2026-4-7 | Radix-8 Booth Encoded Approximate Multiplier Design for Energy-Efficient Image Processing Applications using a 5:3 Compressor
[IEEE] 2026-4-7 | Synthetic Data Generation with GANs for Rareevent Detection in Medical and Traffic Vision
[IEEE] 2026-4-7 | Ultra-Reliable Receiver for Asynchronous SCMA in Satellite-Terrestrial Communication
[IEEE] 2026-4-6 | IEEE Standard for Wearable, Cuffless Blood Pressure Measuring Devices
[IEEE] 2026-4-7 | Bridging Machine Learning and Generative AI for Intelligent Vulnerability Detection and Remediation in Source Code
[IEEE] 2026-4-7 | Triple-Stream Ensemble Fusion for Resilient Multi-Modal Human Action Recognition: Addressing Generalization in Co-Located Sensing
[IEEE] 2026-4-7 | Past Forward: All Alone in the Abyss
[IEEE] 2026-4-6 | To be Healed or Hacked? - User-Centered Ethical Design for Embodied AI in Mental Health Care_supp1-3680608.mp4
[ACM] 2026-4-7 | ESTune: Bayesian Uncertainty-Guided Early Stopping for Database Configuration Tuning
[IEEE] 2026-4-6 | A Review of Neural Networks in Precipitation Prediction
[IEEE] 2026-4-7 | Adaptive Modulation for Half-Duplex Cooperative Non-orthogonal Multiple Access (C-NOMA)
[IEEE] 2026-4-7 | Enhancing Distribution Grid Resilience: A Data-Driven Calibration of Physics-Based Fragility Models Using Historical Outage Records
[IEEE] 2026-4-7 | Learning from Execution Graphs: A Graph Neural Network Approach to Malware Detection
[IEEE] 2026-4-7 | Passivity-Based Analysis and Control of Low-Inertia Islanded Microgrids
[IEEE] 2026-4-7 | Bio-RV: Low-Power Resource-Efficient RISC-V Processor for Biomedical Applications
