[2026-06-23 23:08:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild
[IEEE] 2026-6-22 | Optimization of Delivery Scheduling for Customer Delivery Networks for Cebu Korean Regional Manufacturing Inc. (CKRMI)
[IEEE] 2026-6-22 | VisioAccelerAI: Field Programmable Gate Array Accelerated Real-time Face Recognition System
[ACM] 2026-6-22 | The Impact of Reward System Visibility on Student Engagement and Learning Outcomes in a Digital Math Platform
[ACM] 2026-6-22 | Prescriptive Persistence: Quantifying the Breakdown in Human-AI Pedagogical Co-Regulation in ELL Writing Feedback
[ACM] 2026-6-22 | Fairness Audits for Learning at Scale: A Two-Stage Audit of Threshold Fairness and Capacity-Limited Support Allocation
[ACM] 2026-6-23 | Auditing LLM-Governed Social Robots with Culture-Specific Moral Gradients
[ACM] 2026-6-23 | Frictionless Love: Associations Between AI Companion Roles and Behavioral Addiction
[ACM] 2026-6-23 | With a Little Help From My Friends: Collective Manipulation in Risk-Controlling Recommender Systems
[ACM] 2026-6-23 | Humans-in-the-Contestability-Loop: Designing for Social Counselors to Understand and Challenge Algorithmic Decisions
[ACM] 2026-6-23 | What Do People Actually Want From AI? Mapping Preference Plurality
[IEEE] 2026-6-23 | RSTG: Robust Generation of High Quality Spatial Transcriptomics Data using Beta Divergence Based AutoEncoder_supp1-3703750.docx
[IEEE] 2026-6-23 | Physics-Shielded Deep Reinforcement Learning for Adaptive Emergency Frequency Control
[IEEE] 2026-6-23 | Cyberbullying Detection for Various Indian Regional Languages Using ERNIE-RNN Ensemble Model and XAI
[IEEE] 2026-6-23 | An Intelligent Ensemble-Based System for Chronic Kidney Disease Progression Prediction and Clinical Decision Support
[IEEE] 2026-6-23 | Openhands: A Skeleton-Based Graph Convolutional Framework for Large-Scale Sign Language Recognition and LLM-Driven Sign Language Generation
[IEEE] 2026-6-23 | FaNet: A Frequency-Aware Multi-Scale Fusion Framework for Spatio-Temporal Action Detection
[IEEE] 2026-6-23 | YOLO-GE: A Lightweight Method for Object Detection in Remote Sensing Images
[IEEE] 2026-6-23 | Table of Contents
[IEEE] 2026-6-23 | Multilingual Speech to Text Recognition System
[IEEE] 2026-6-23 | BTFSO-WSN: A Blockchain-Integrated Fish Swarm Optimization–Driven Trust Model for Secure Routing in Wireless Sensor Networks
[IEEE] 2026-6-23 | Preface
[IEEE] 2026-6-23 | Feature-Centric Telemedicine NLP: A Survey of Datasets, Representations, and Selection Methods for Virtual Care
[IEEE] 2026-6-23 | Development of 6.5kV/3kA IGBT-Based HVDC Sub-module with Energy Dissipation Function
[IEEE] 2026-6-23 | Multi-DOF Disturbance Rejection Motion Control Technology for Underwater Robots in Complex Operating Conditions
[IEEE] 2026-6-23 | AGRO-AI: A Deep Learning and Multilingual Conversational System for Disease Detection in Guava and Dragon Fruit
[IEEE] 2026-6-23 | Author Index
[IEEE] 2026-6-23 | Evolutionary Gravitational Neocognitron Neural Network, Snow Leopard Optimization and Deep Graph Reinforcement Learning for Routing Protocol in WSN
[IEEE] 2026-6-23 | A Hybrid Deep Learning Framework for Wild Animal Detection and Intelligent Alerting using YOLOv11, Faster R-CNN, and MobileNetV3
[IEEE] 2026-6-23 | Privacy-Preserving Federated Learning-based Passive CAPTCHA System for Human-Bot Detection in nAadhaar-like Web Portals
[IEEE] 2026-6-23 | Design and Implementation of a Li-Fi based Visible Light Communication System for High-Speed Indoor Wireless Data Transmission
[IEEE] 2026-6-23 | Adaptive Hybrid Deep Learning Model for Accurate Solar Energy Estimation using Meteorological Data
[IEEE] 2026-6-23 | Hybrid Deep Learning Framework for Real-Time Shoe and ID Card Compliance Monitoring using YOLOv8 and MLP
[IEEE] 2026-6-22 | STE-rPPGNet: Spatio-Temporal Enhanced Network for Non-Contact Heart Rate Measurement
[IEEE] 2026-6-23 | Nonnuclear High-Energy Plasma Furnace With Hybrid Inductive and Electron-Capture Conversion
[IEEE] 2026-6-23 | Location-Aware Beam Allocation for Robust Beam Alignment in Low-SNR Environments
[IEEE] 2026-6-22 | A Novel Spectral Index for Photovoltaic Array Mapping Using Satellite Imagery Across Complex Deployment Scenarios and Temporal Variations
[IEEE] 2026-6-23 | A Process-Aware Multi-Task U-Net Framework for Mixed Wafer Defect Localisation and Diagnosis in Semiconductor Manufacturing
[IEEE] 2026-6-23 | Title Page iii
[IEEE] 2026-6-23 | Research on Carbon Market Operation Decision Support System Based on Big Data and Computer Technology
[IEEE] 2026-6-23 | Architecture Design and Security Verification of a Multi-Chain Cross-Chain Bridge for Cross-Market Financial Asset Transactions
[IEEE] 2026-6-23 | Fabrication of SiO
                    <sub>2</sub>
                    Microchannels Using Photoresist Dewetting for Sacrificial Cores
[IEEE] 2026-6-23 | Affordable Autonomy in Practice: Two Use Cases
[IEEE] 2026-6-23 | SmartFusion-SLAM: From Passive Fusion to Temporal Uncertainty-Aware Sensor Adaptation in BEV SLAM
[IEEE] 2026-6-23 | Neural Network-Based Object Localization in Turbid Media
[IEEE] 2026-6-23 | Speech Emotion Recognition Using Additive Attention Integrated with Bidirectional Long Short Term Memory Model for Temporal and Contextual Feature Learning
[IEEE] 2026-6-23 | Causal Digital Twin-Driven Emergency Material Demand Prediction for Post-Earthquake Disaster Management
[IEEE] 2026-6-23 | Optimizing FACTS Devices Placement Using PSO for Sustainable Energy Management
[IEEE] 2026-6-23 | A Machine Learning–Driven Framework for High-Precision Crop Yield Prediction and Agricultural Decision Support
[IEEE] 2026-6-23 | A Unified CNN–Transformer–based Multi-Modal Framework for Deepfake and AI-Generated Social Engineering Attack Detection
[IEEE] 2026-6-23 | Comparative Modeling and Efficiency Analysis of Inductive Power Transfer Converters (IPTCs) for E-Scooter Charging
[IEEE] 2026-6-23 | Automated Bone Tumor Detection and Fracture Risk Assessment from X-Ray Images using Hybrid Deep Learning
[IEEE] 2026-6-23 | A Hardware-Efficient Posit Fused Dot-Product Architecture with Lightweight Sigmoid and Tanh for RNN Inference
[IEEE] 2026-6-23 | Depression Detection using a Lightweight Transformer with SBERT
[IEEE] 2026-6-23 | Lightweight Two-Stage Intrusion Detection System in IoT Networks
[IEEE] 2026-6-23 | GrowWise SME: An AI-Driven Financial Advisory and Growth Support System using NLP
[IEEE] 2026-6-23 | A Scalable IoT-Cloud Architecture for Wind Speed Prediction Leveraging LightGBM
[IEEE] 2026-6-23 | 2026 Action Plan for YP Activities and Primary Focus Areas [Students and Young Professionals News]
[IEEE] 2026-6-23 | DRPplace: Reinforcement Learning-Based Hierarchical Geometric Placement with Polygon-Aware Whitespace Management
[IEEE] 2026-6-23 | Enhancement of Dynamic Performance in Multi-Area Power Systems Using TCPS and SMES Units
[IEEE] 2026-6-23 | Dense Neuro Fuzzy Transformer Framework for fMRI Based Autism Spectrum Disorder Diagnosis
[IEEE] 2026-6-23 | CNN and LSTM Based Early Detection Framework for Rhinoceros Beetle Infestation in Coconut Palms
[IEEE] 2026-6-23 | A Modular Deep Learning Pipeline for Real-Time Text-To-Sign Language Translation
[IEEE] 2026-6-23 | Spiral-Drawing Analysis for Early Parkinson's Detection Using Image Processing and SVM Classification
[IEEE] 2026-6-23 | An accurate health-monitoring method for IGBT power module in the traction system
[IEEE] 2026-6-23 | Sustainable Incorporation of Marble Waste Enhanced with Additives in Construction Materials: A Comprehensive Review with Machine Learning Insights
[IEEE] 2026-6-23 | Performance Analysis of Classical and Modern Cryptographic Algorithms: From Caesar to AES
[IEEE] 2026-6-23 | Corgi Dog Posture and Health Monitoring: A Multi-Task Framework Based on Improved YOLOv8
[IEEE] 2026-6-23 | Improved IE-MPC Based Fault-Tolerant Path Tracking Control for Autonomous Vehicle
[IEEE] 2026-6-23 | HS Code and Description Analyzer with RAG
[IEEE] 2026-6-23 | Real-Time Detection of Scratching Behavior in Patients Using Camera and Pose Estimation
[IEEE] 2026-6-23 | Centralized Monitoring System Using Computer Vision Smart Infrastructure
[IEEE] 2026-6-23 | Evaluating Machine Learning Models for Sentiment Analysis in Marathi–English Code-Mixed and Script-Mixed Text
[IEEE] 2026-6-23 | Deep Attention-Based Sequential Ensemble Learning for BLE-Based Indoor Localization in Care Facilities
[IEEE] 2026-6-23 | Intrusion Detection in Communication Networks Using Sparse Autoencoder Driven Graph Attention Networks
[IEEE] 2026-6-23 | Fault Identification and Automatic Disposal of Network Operation and Maintenance Based on Deep Learning
[IEEE] 2026-6-23 | Spatio-Temporal Logic-Enhanced Visual Detection Method for Real-Time Installation Progress Monitoring of Complex Equipment
[IEEE] 2026-6-23 | Lightweight Distributed Consensus for IoT Edge Systems: A Hierarchical, Energy-Aware Protocol
[IEEE] 2026-6-23 | Frequency Reconfigurable Circularly Polarized Resonator for Quantum Microwave Sensing
[IEEE] 2026-6-23 | TCNA: A Temporal Convolutional Network with Attention for Real-Time Multi-class ECG Classification at the Edge.
[IEEE] 2026-6-23 | User-Centered Development and Evaluation of an Energy Information System: Incremental System Instantiations using Design Science and Multi-Method Evaluation_supp6-3705235.pdf
[IEEE] 2026-6-23 | Wildfire Fire-Smoke Detection in UAV Imagery via Scale-Guided Feature Routing and Uncertainty-Aware Localization
[IEEE] 2026-6-23 | User-Centered Development and Evaluation of an Energy Information System: Incremental System Instantiations using Design Science and Multi-Method Evaluation_supp7-3705235.pdf
[IEEE] 2026-6-23 | Speech Intelligibility Prediction Inspired by Processing Auditory Information for Hearing-impaired Listeners
[IEEE] 2026-6-23 | Riemannian Optimization Framework on the Generalized Quaternionic Stiefel Manifold
[IEEE] 2026-6-23 | Delay-Attack-Resistant Byzantine Fault-Tolerant Secret Sharing for Distributed Privacy-Preserving Machine Learning_supp1-3701888.pdf
[ACM] 2026-6-22 | Label-Flip Attack Detection via Trust-Weighted Aggregation in Federated Learning for Underground Mine Security
[ACM] 2026-6-22 | Alloy: Transparent Proxy-Based Coupling Between Stream Processing and Storage
[IEEE] 2026-6-22 | Enabling Fault-Tolerant and Load-Balanced Multi-Query Searchable Encryption with Multi-Level Revocation in Edge-Fog-Cloud for Electronic Health Records
[IEEE] 2026-6-22 | Multimodal Semantic Communication for 6G and Beyond: AI-Driven Architectures, Trends, and Challenges
[IEEE] 2026-6-22 | Semi-Blind Joint Channel and Symbol Estimation for Beyond Diagonal Reconfigurable Surfaces
[IEEE] 2026-6-22 | Protecting Against Unauthorized Dataset Use in Fine-Tuning Text-to-Image Diffusion Models_supp1-3705667.pdf
[IEEE] 2026-6-22 | Enhanced Performance of FeFETs With TiN/SiO
                    <sub>2</sub>
                    /Hf
                    <sub>0.5</sub>
                    Zr
                    <sub>0.5</sub>
                    O
                    <sub>2</sub>
                    /SiO
                    <sub>2</sub>
                    /Si Gate Structure via Oxygen Post-Deposition Annealing Tailoring
[IEEE] 2026-6-22 | Multi-Domain Security for 6G ISAC: Challenges and Opportunities in Transportation
[IEEE] 2026-6-22 | PhySNet: Physics-Inspired Spectral-Spatial Decoupled Attention for Radio Map Estimation
[IEEE] 2026-6-22 | IEEE Transactions on Sustainable Energy Information for Authors
[IEEE] 2026-6-22 | Agentic AI-Empowered Reliable Routing in Interference-Aware UAV Networks
[IEEE] 2026-6-22 | Low-loss, 1-m long length, silica based hollow-core THz waveguide operating at 1 THz
[IEEE] 2026-6-22 | IEEE Feedback
[IEEE] 2026-6-22 | IEEE Journal of Photovoltaics Information for Authors
[IEEE] 2026-6-22 | HSV-Driven Illumination-Aware Iterative Network for Unsupervised Low-Light Enhancement
[IEEE] 2026-6-22 | RetinexGS: Enhancing 3D Gaussian Splatting for Low-Light Scenes Via Retinex-Guided Decomposition
[IEEE] 2026-6-22 | Benchmarking Marine Litter Detection on USVs: A study on dataset and camera parameters choices for edge AI
[IEEE] 2026-6-22 | Software Defect Prediction Using Static Code Metrics: a Machine Learning Perspective
[IEEE] 2026-6-22 | Author Index
[IEEE] 2026-6-22 | ResMamba: A Hybrid CNN-Mamba Framework for Diabetic Retinopathy Grading
[IEEE] 2026-6-22 | IoT-Based Railway Level Crossing Safety System with Obstacle Detection and Loco Pilot Alert
[IEEE] 2026-6-22 | Optimizing Hardware Utilization in Deep Learning: Metrics and Methods for Speed and Efficiency
[IEEE] 2026-6-22 | Designing for Stress: A Human-Centered VR Platform for Biofeedback-Driven Firefighter Training
[IEEE] 2026-6-22 | EICCT 2026 Content Announcement Page
[IEEE] 2026-6-22 | Graph Autoencoder-based Link Prediction for Disease-Symptom Knowledge Graph Completion
[IEEE] 2026-6-22 | Design and Analysis of a Spring-Actuated Jumping Robot Using a Rack-and-Pinion Latch Mechanism
[IEEE] 2026-6-22 | AI Driven Methods for Early Detection of Congenital Heart Disease
[IEEE] 2026-6-22 | Seismic Random Noise Suppression using Variational Mode Decomposition and Quantum Chaotic Fruit Fly Optimization
[IEEE] 2026-6-22 | Design of millimeter-wave radar monitoring system based on waveguide slot antenna and interferometric accumulation algorithm
[IEEE] 2026-6-22 | Distribution System Impacts of Transit Fleet Electrification on Missoula Electric Cooperative’s Distribution Grid
[IEEE] 2026-6-22 | Modified Four-Stage Based on Recursive Least Squares Algorithm of Two-Input Single-Output Systems for Box–Jenkins Systems
[IEEE] 2026-6-22 | AI-Based Metabolic Risk Prediction and Monitoring System using Multi-Sensor Physiological Analysis
[IEEE] 2026-6-22 | AI-Based Sleep Disorder Detection Using XGBoost
[IEEE] 2026-6-22 | Quantum-Inspired Neural Networks vs Machine Learning and Deep Learning: Comprehensive Benchmarking for Malicious QR Code and URL Detection
[IEEE] 2026-6-22 | Automated Cyber Threat Intelligence Mapping to the MITRE ATT&amp;CK Framework
[IEEE] 2026-6-22 | AIIoT 2026 Cover Page
[IEEE] 2026-6-22 | Design and Implementation of Multi Joint and Multi Parameter Real-Time Monitoring System for Industrial Scenes
[IEEE] 2026-6-22 | IEEE Guide for Verification of Autonomous Systems: An Introduction to IEEE P2817
[IEEE] 2026-6-22 | AquaFusion: Hybrid ML-Swarm Intelligence Framework for Reliable UWSN Acoustic Communication
[IEEE] 2026-6-22 | Design of Cylindrical Differential Transmission Line with Concave-Convex Plug-in Structure for High-Speed Interconnect Signal Integrity Optimization
[IEEE] 2026-6-22 | AgroVision AI: Precision Crop Management with Predictive Sustainability Insights
[IEEE] 2026-6-22 | Who Owns the Land? Blockchain as the Answer to Corruption and Fraud
[IEEE] 2026-6-22 | Resource-Efficient ISAC Scheduling for mmWave IoT Networks with Multi-Target Sensing Constraints
[IEEE] 2026-6-22 | Ground-Penetrating Anchoring Robot: Design and Analysis for Drone-based Seismic Device Deployment in Remote Areas
[IEEE] 2026-6-22 | A Two-Stage Transformer-Based Framework for Command-Line Classification and MITRE ATT&amp;CK Technique Mapping
[IEEE] 2026-6-22 | EduConnect: A Secure MERN-based E-Learning Platform for Students
[IEEE] 2026-6-22 | Underwater Semantic Communications for Pixel-wise Image Reconstruction
[IEEE] 2026-6-22 | Prediction of Chronic Liver Disease Using Machine Learning: A Comparative Study of Catboost and XGBoost
[IEEE] 2026-6-22 | Soft Pneumatic Haptic Glove for Gesture Recognition and Motor Correction
[IEEE] 2026-6-22 | Smart Hiring Framework: Leveraging NLP, Predictive Analytics, and Bias Mitigation for Nextgeneration Recruitment
[IEEE] 2026-6-22 | A Multi-Band Sensitivity Margin Calibration Method for Vehicular Communication Systems: Determining Feeder Loss Budget from Vehicle-Level Measurements
[IEEE] 2026-6-22 | Design of Smart Bracelet with Fall Prevention Function Based on STM32
[IEEE] 2026-6-22 | A Large Language Model-Based Framework for Interpretable Assessment Analytics and Feedback Generation
