[2026-06-13 23:04:29] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-12
正在获取论文...
[ACM] 2026-6-12 | On the Node-Averaged Complexity of Locally Checkable Problems on Trees
[ACM] 2026-6-13 | Exploring a Multimodal Chatbot as a Facilitator in Therapeutic Art Activity
[ACM] 2026-6-13 | Supporting Speculative Design Thinking through User Journey Mapping Tools
[IEEE] 2026-6-12 | Development and Application of a Fuzzy Logic Toolbox for Teaching the Basics of Fuzzy System Design
[IEEE] 2026-6-12 | Development of a Prototype Ka-Band Aircraft Telemetry Transmission System
[IEEE] 2026-6-12 | Energy Efficiency Research in Variable Stiffness Actuator-Based Exoskeletons
[IEEE] 2026-6-12 | Comprehensive Review of Phishing Website Detection using Machine Learning and Deep Learning
[IEEE] 2026-6-12 | Comparative Analysis of Neural Network Architectures for Pulmonary Pathology Classification on X-Rays
[IEEE] 2026-6-12 | An Overview of Low-Rank Structures in the Training and Adaptation of Large Models: From Implicit Low-Dimensionality to Efficient Training and Fine-Tuning [Special Issue on the Mathematics of Deep Learning]
[IEEE] 2026-6-12 | An Intelligent and Scalable Machine Learning Approach for Food Recipe Rating Systems
[ACM] 2026-6-13 | A Training-Free Approach to Long-Tail Object Detection for Autonomous Driving
[ACM] 2026-6-13 | An Accuracy Compensation Method for Lightweight Pose Estimation
[ACM] 2026-6-13 | AI Agent Case Study Generating High-Level Test Cases from Requirements
[ACM] 2026-6-13 | EH-ZigBeeNet: An Energy-Harvesting ZigBee IoT Network Dataset to Develop Intelligent Energy-Aware Routing Protocols
[ACM] 2026-6-13 | Dynamic Function Configuration and its Management in Serverless Computing: A Taxonomy and Future Directions
[ACM] 2026-6-13 | Designing Attribution: Technical Disclosure in AI-Mediated Art
[ACM] 2026-6-13 | The Power of "Being Seen": Exploring the Practice of Livestreaming Study Processes Among ADHD Users
[ACM] 2026-6-13 | From Shuffle Cards to Puppets: Reimagining the Jungle Book as a Tangible Narrative
[ACM] 2026-6-13 | Metaphors as Scaffolds: Spatial, Relational, and Embodied Thinking for Youth Usable Privacy Design
[ACM] 2026-6-13 | Designing Transparent AI-Mediated Language Support for Intergenerational Family Communication
[ACM] 2026-6-13 | The Unkillable Deathbot
[IEEE] 2026-6-12 | The Effects of AI-Based Product Recommendations and Targeted Ads on Impulse Buying Behavior on E-Commerce Platforms in Vietnam
[IEEE] 2026-6-12 | ASIoU: A Domain-Informed Frequency-Weighted IoU Loss for RF Spectrogram Drone Detection
[IEEE] 2026-6-12 | Fostering Sustainable Engineering Education Through e-Learning: Cognitive and Motivational Drivers of Conceptual Change
[IEEE] 2026-6-12 | Methodology for Automated Assessment of the Mentor Efficiency in an Educational Organization
[IEEE] 2026-6-12 | Research on Global Velocity Planning for Lunar Rover via Energy Consumption Optimization
[IEEE] 2026-6-12 | Meclib – A Tool for Efficient Authoring of Advanced Digital Questions in Moodle
[IEEE] 2026-6-12 | Design of In-orbit Communication Link-Setup Method for Multi-Module and Multi-Target Lunar Relay Missions
[IEEE] 2026-6-12 | Integrated Accident Risk Analysis: KDE-based Hotspot Detection and XGBoost Severity Classification for Safer Urban Mobility
[IEEE] 2026-6-12 | Cognitive Data Guardian: An Intelligent AI Framework for Secure and Automated Privacy Protection
[IEEE] 2026-6-12 | Debris Reentry Time Prediction with Information Learning from History Data
[IEEE] 2026-6-12 | Scalable Deep Learning Models for Automated Fish Species Classification in Real-World Aquatic Scenarios
[IEEE] 2026-6-12 | Elastic-Mode Conversion for Acousto-Optic Applications in Paratellurite
[IEEE] 2026-6-12 | A Tiered Patient-Centric Emergency Medical Access System using Dynamic QR-Codes
[IEEE] 2026-6-12 | A Privacy-Preserving Federated Averaging Framework with Homomorphic Encryption and Hybrid Convolutional Transformer for Secure Distributed Utility Data Analytics
[IEEE] 2026-6-12 | Design of Adaptive Multi-Band Frequency Reconfigurable Antenna for Next Generation Wireless Networks
[IEEE] 2026-6-12 | Federated, Real-Time AI Analytics for Vaccine Effectiveness and Variant Surveillance Across Distributed Healthcare Systems
[IEEE] 2026-6-12 | AI-Powered Crop Recommendation System using FT-Transformer for Precision Agriculture
[IEEE] 2026-6-12 | Enhancing Public Welfare Access Through an Intelligent AI-based Digital Assistant
[IEEE] 2026-6-12 | Bridging Accuracy and Interpretability in Deep Learning for Pancreatic Tumor Segmentation
[IEEE] 2026-6-12 | Reconfigurable Action Sequence Planning for Modular Robots Based on Contraction Hierarchy Graph Search Algorithm
[IEEE] 2026-6-12 | Adaptive PID Gain Tuning for Quadrotor Hover Control via Deep Reinforcement Learning
[IEEE] 2026-6-12 | Postgraduate Students' Initial Publication Background Impact on the Probability PhD Degree Within the Planned Time Obtaining
[IEEE] 2026-6-12 | Mechanical Performance Optimization of Eco-Friendly Rice Straw Nanocellulose Bioplastic
[IEEE] 2026-6-12 | Integration of Artificial Intelligence and Total Quality Management in Manufacturing Projects for Industry 5.0
[IEEE] 2026-6-12 | Enhancing Agricultural Productivity Through Deep Learning-Based Disease Detection
[IEEE] 2026-6-12 | Smart Parking Occupancy Prediction using Bidirectional LSTM and Real-Time Dashboard Visualization
[IEEE] 2026-6-12 | The Role of Artificial Intelligence in Enhancing Leadership, Decision-Making, and Sales Performance: Evidence from Jordanian Service Organizations
[IEEE] 2026-6-12 | Interpretable Neural Radiomics for Brain Tumor Mapping and Progression Analysis
[IEEE] 2026-6-12 | A Robust Hybrid Ensemble for Tri-Axial Vibration-Based Running Speed Estimation With Leakage-Free Stacking
[IEEE] 2026-6-12 | Brain Stroke Detection from Neuroimaging Data using XGBoost Algorithm
[IEEE] 2026-6-12 | Context-Aware and Confidence-Guided Recognition of Ancient Tamil Stone Inscriptions using Multimodal Graph Learning
[ACM] 2026-6-12 | Cultural Heritage and Resilience in Immigrant Communities: Exploring Interactive Technology Opportunities for Mutual Acculturation
[ACM] 2026-6-12 | Designing User-Defined Gestures for Tangible Interaction with Cubes for Smart Home Control
[ACM] 2026-6-12 | Practicing Community-Led Design Justice: Rethinking Participation with At-Risk Communities
[ACM] 2026-6-12 | How Designers Envision Value-Oriented AI Concepts with Generative AI
[ACM] 2026-6-12 | (Re)thinking Sexual and Reproductive Health Education with Bloom’s Taxonomy
[ACM] 2026-6-12 | Towards Real-World Validity in Generative AI Benchmarks: Understanding and Designing Domain-Centered Evaluations for Journalism Practitioners
[ACM] 2026-6-12 | SARS: Selected Appropriate Representation for Sub-tasks in Human-Object Interaction Detection
[ACM] 2026-6-12 | KnitFuzz: LLM-guided Kernel Fuzzing via Context-Sensitive Socket System Calls
[IEEE] 2026-6-12 | ICCSSE 2025 Content Announcement Page
[IEEE] 2026-6-12 | Quantitative Time-Resolved Imaging of Surface Acoustic Waves by Dual-Comb Interferometry with a Fiber-Based Sagnac Interferometer_supp3-3701200.mp4
[IEEE] 2026-6-12 | A Universal Framework for Remote Sensing Image Color Correction via Style Transfer_supp1-3702755.pdf
[IEEE] 2026-6-12 | Design Criteria for Torque Enhancement in Modular Permanent Magnet Machines with Two Wound Teeth per Module for EV Applications
[IEEE] 2026-6-12 | Sem-NaVAE: Semantically-Guided Outdoor Mapless Navigation via Generative Trajectory Priors
[IEEE] 2026-6-12 | Multi-Solution Inverse Kinematics for Robotic Manipulators via Permutation-Invariant Set Prediction
[IEEE] 2026-6-12 | Phase-Adaptive Sequential Convex Optimization for Array Synthesis with Bilateral Mask Constraints
[IEEE] 2026-6-12 | SPS CEP
[IEEE] 2026-6-12 | Neighbors help you best: Geographical Adjacent Perception for Remote Sensing Long-Tailed Semantic Segmentation
[IEEE] 2026-6-12 | Multidimensional Analysis of the Diagnostic Performance of Machine Learning Models in Disease Classification: Implications for Clinical Decision Support Systems
[ACM] 2026-6-13 | Competitive Memory Editing: A Nash Bargaining Approach to MEMIT Interference Prediction
[ACM] 2026-6-13 | Towards Online Collaborative Teaching of Software Engineering for Safety Critical Systems
[ACM] 2026-6-13 | Directed or Undirected: Investigating Fuzzing Strategies in a CI/CD Setup — RCR Report
[IEEE] 2026-6-12 | Meta-Spectroscopy of the Rayleigh Wave Scattering on Topological Structures of a Surface Roughness
[IEEE] 2026-6-12 | A Novel Methodology Design to Predict Heart Disease with Risk Factor Evaluation using Hybrid Deep Learning
[IEEE] 2026-6-12 | A Collaborative Mission Planning Method for Mars Sampling
[IEEE] 2026-6-12 | Research the Error Probability of Decoding Quasicyclic Codes in Error Burst Correction
[IEEE] 2026-6-12 | Application of Engineering Parameter Measurement Technology in Mars Exploration
[IEEE] 2026-6-12 | An Intelligent Secure Financial Document Classification Framework Using CNN and OCR-Extracted Text
[IEEE] 2026-6-12 | An Intelligent Crop Selection using Machine Learning for Precision Agriculture
[IEEE] 2026-6-12 | The Role of Artificial Intelligence and Technology in Enhancing the Position of Middle States in the International System
[IEEE] 2026-6-12 | Mars Exploration Sensor Measurement System Design and Implementation
[IEEE] 2026-6-12 | Computer Modeling of Pulsed X-ray Sources in Industrial Radiography
[IEEE] 2026-6-12 | Transitive Priors for LLM Weight Initialization in Spatiotemporal Transport Analytics
[IEEE] 2026-6-12 | Crypto-Enhanced RPL: An AI-Assisted Intrusion Detection and Lightweight Cryptographic Framework for Securing IoT Networks
[IEEE] 2026-6-12 | Deep Feature Reuse for Monkeypox Skin Lesion Classification with DenseNet121
[IEEE] 2026-6-12 | Markerless Assessment of Rehabilitation Exercise Quality from Monocular Video
[IEEE] 2026-6-12 | Poverty Mapping in Zamboanga City using Geospatial Analysis and Ensemble Models
[IEEE] 2026-6-12 | Building Information Modeling-Enabled Safety Digital Twin for Proactive Construction Safety and Schedule Reliability
[IEEE] 2026-6-12 | A Multimodal Emotion-Aware AI Chatbot using SER and RAG-based LLMs for Real-Time Mental Health Support
[IEEE] 2026-6-12 | Advanced Machine Learning Models for Identification of Network Intrusion for Enhanced Cybersecurity
[IEEE] 2026-6-12 | AI-Driven Simulation and Prediction of Urban Microclimate Dynamics using GNNS and PINNS
[IEEE] 2026-6-12 | Development of the Computer Geometry course in the direction of graduate training Mathematics and Computer Science
[IEEE] 2026-6-12 | AI Enabled Upskilling and Work Engagement in Sustainable HRM: A Study of Education Employees in the Mekong Delta, Vietnam
[IEEE] 2026-6-12 | An Intelligent DDPG Framework for Cost-Efficient Task Scheduling in Multi-Cloud Environment
[IEEE] 2026-6-12 | Attention-Balanced Variational Autoencoder Framework for Credit Card Fraud Detection under Extreme Class Imbalance
[IEEE] 2026-6-12 | TRIDENT-NET: A Multi-Stream Attention-based Hybrid Intrusion Detection Framework for Securing IoMT Networks
[IEEE] 2026-6-12 | Transport Scene Image De-Noising with Generative Adversarial Networks
[IEEE] 2026-6-12 | FGSat: A New Dataset and Performance Benchmark for Fine-Grained Satellite Classification
[IEEE] 2026-6-12 | A Novel Privacy-Preserving Structure for Emergency Communication Systems: Homomorphic Encryption for Safe and Robust Edge-Cloud Computing Disaster Management
[IEEE] 2026-6-12 | Phishlyze: A Hybrid AI Framework Combining Gradient Boosting And LLM Analysis For Advanced Phishing Detection
[IEEE] 2026-6-12 | Heritage as a Basis for Predicting the Future Using the Example of Additional Professional Education at the National Research University "MPEI"
[IEEE] 2026-6-12 | PAF-DMAO: A Privacy-Aware Federated Diffusion Framework for Multi-Agent Resource Orchestration in 6G NTN-V2X Networks
[IEEE] 2026-6-12 | Parallel-Elastic Actuation with Reactive Latch Elevates Robotic Hopping Performance: Jump Height and Continuity_supp2-3701316.mp4
[IEEE] 2026-6-12 | Distributed Recursive State Estimation Over Sensor Networks Under the Push-Pull-Based Gossip Protocol: A Locally Minimum Variance Approach
[IEEE] 2026-6-12 | Low-Rank Representation Learning with Spectral-to-Spatial Aggregation Transformer for Hyperspectral Image Super-Resolution
[IEEE] 2026-6-12 | SC-LUFormer: A Scenario-Conditioned Transformer for Long-Term Land-Use Prediction from Remote Sensing Data in Mountainous Urban Agglomerations
[IEEE] 2026-6-12 | Extra Vascular-Implantable Cardiodefibrillators: The Best of Both Worlds
[IEEE] 2026-6-12 | A New Optimization Algorithm Integrated with Power Flow Analysis for Efficient Shunt Capacitor Bank Allocation in Radial Distribution Networks
[IEEE] 2026-6-12 | A Feasibility-Driven Anytime Hybrid Search for the 3L-CVRP with CoM-Aware Load Balancing
[IEEE] 2026-6-12 | Does Your AI Image Generator Know What a Software Engineer Looks Like? We Checked
[IEEE] 2026-6-12 | Efficient Mixture-of-Experts Training with Pipelining Optimization_supp1-3702749.pdf
[IEEE] 2026-6-12 | Uniaxially Compressively Strained Ge (100)-OI p-MOSFET for High-Performance CFET
[IEEE] 2026-6-12 | Analysis and Optimization of ESD-induced Soft Failure in a Microcontroller Unit
[IEEE] 2026-6-12 | A Highly Sensitive Dual-Band Metamaterial Sensor for Liquid Adulteration and Biomedical Detection
[IEEE] 2026-6-12 | A Lightweight Large-Model Security Framework for Consumer Electronics Based on Sentiment Analysis in Online Consumer Platforms
[ACM] 2026-6-13 | Empowering Engagement: Designing for Sustainable and Playful Community Crowdsensing
[ACM] 2026-6-12 | Designing for Collective Access: In Search of a Solution to Accessible Communication in a Mixed-Ability Non-Profit
[ACM] 2026-6-12 | The Flâneur and Turtle on-a-leash: Exploring Flânerie as a Metaphorical Approach to Harmonizing Human-AI Interaction for Playful Placemaking
[ACM] 2026-6-12 | Children's Creative Engagement in Hybrid Nature Crafting
[ACM] 2026-6-12 | ClayScape: A GenAI-Supported Workflow for Designing Chinese Style Ceramics with Clay 3D Printing
[ACM] 2026-6-12 | Navigating Social Structures: Interaction Modes and Power Dynamics in Extrafamilial Intergenerational Co-Design
[ACM] 2026-6-13 | The Role of Software Engineering Knowledge in Shaping Effective AI-Driven Development
[ACM] 2026-6-12 | Developing an AI Concept Envisioning Toolkit to Support Reflective Juxtaposition of Values and Harms
[IEEE] 2026-6-12 | Inforino 2026 Author Index
[IEEE] 2026-6-12 | RF-MAF-AttnGRU: A novel hybrid machine learning model for stock price prediction and algorithmic trading
[IEEE] 2026-6-12 | Bistatic SAR Target Recognition Using Transferred Monostatic Knowledge and Cross-Domain Feature Fusion
[IEEE] 2026-6-12 | Blank Page
[IEEE] 2026-6-12 | Multi-season Crop Type Mapping in Arid Agricultural Systems Using High-Resolution Planet Imagery_supp1-3702608.docx
[IEEE] 2026-6-12 | Front Cover
[IEEE] 2026-6-12 | Loss-Centric Cyber Resilience Evaluation and Automated Countermeasure Ranking Using Public Network Flow Data
[IEEE] 2026-6-12 | From Ops to Dev: A Dual-Layer Programmable Data Lake with Kubernetes and WebAssembly-based Offloading
[IEEE] 2026-6-12 | MSDiff: Multi-Strategy Diffusion Model for Social Behavior Modeling and Recommendation
[IEEE] 2026-6-12 | Token Expand-Merge: Training-Free Token Compression for Vision-Language-Action Models
[IEEE] 2026-6-12 | Toward Artificial Nociceptors Based on Memristor-Like MEMS Resonator
[IEEE] 2026-6-12 | PLL-Synchronized PWM Rectifier: Cascaded In-Loop Low-Pass Filtering Approaches
[ACM] 2026-6-12 | Demystifying LLM API Misuses: A Lifecycle-Based Empirical Study on Real-World Android Apps
[ACM] 2026-6-13 | Why Privacy-by-Design (PbD) is Underspecified for Divination Generative AI (GenAI)?
[ACM] 2026-6-13 | Comforting an Emotion-Mirroring Robot: Externalized Self-Soothing via Role-Reversal Touch Interaction
[ACM] 2026-6-12 | Co-Designing with Autistic Livestreamers: Care, Constraints, and Trade-offs in Livestreaming
