[2026-09-12 23:46:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609110000+TO+202609112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-11 | Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions
[IEEE] 2026-9-11 | A Thin-Sheet Volume Integral Formulation for Anisotropic Dielectric Structures
[IEEE] 2026-9-11 | Two-Stage Stochastic Optimal Scheduling of an Integrated PV-Storage-Charging-Swapping Station Considering Multiple Uncertainties
[IEEE] 2026-9-11 | A Fully-Integrated NMOS LDO with Recycling Adaptive Biasing Featuring High PSRR
[IEEE] 2026-9-11 | Low-SAR On-Body Compact Metasurface Integrated Wearable Antenna for ISM-Band Applications
[IEEE] 2026-9-11 | STEG-Guard: A Self-Supervised Multi-Domain Graph Neural Network Framework for Zero-Day Malware Detection in Steganographic Images
[IEEE] 2026-9-11 | Statistical Analysis of the Nonlinearity Errors of Unary and Binary-Weighted DACs
[IEEE] 2026-9-11 | Compact Mm-Wave Antenna Arrays with Structurally Integrated Active Devices
[IEEE] 2026-9-11 | A Low-Cost Metal 3D Printed Multi-Feed Per Beam Antenna with All-Passive Beamforming Network for High-Throughput Satellite
[IEEE] 2026-9-11 | Generation of Asymmetric Terahertz Bessel Beams Using 3D Printed Spiral Zone Plates
[IEEE] 2026-9-11 | Integrated 0.18-μm CMOS Transimpedance Amplifier–Photodiode Front-End for Sulfhemoglobin Concentration Detection
[IEEE] 2026-9-11 | Evaluating the Viability of Smartphone Cameras for 3D Gaussian Splatting Operating Room Digital Twin Reconstruction
[IEEE] 2026-9-11 | Intelligent Recognition of Biological Genetic Variation Features Based on Improved YOLOv10
[IEEE] 2026-9-11 | Design and Experimental Validation of a Compact Quad-Band Slot-Loaded Microstrip Patch Antenna for Sub-6 GHz Wireless Applications
[IEEE] 2026-9-11 | A Lightweight Hybrid Architecture with Local-Buffer Reuse and Region-Based Interlock in a RISC-V SoC
[IEEE] 2026-9-11 | A Lightweight Hybrid Quantum Neural Network for Binary Intrusion Detection
[IEEE] 2026-9-11 | A Four-Element Groove Gap Waveguide Network for Adaptive Gain Enhancement of Dual Circularly Polarized Millimeter-Wave Antenna Arrays
[IEEE] 2026-9-11 | W-Band Circularly Polarized Antenna Array with Sequentially Coupled Feeding for LEO Satellite Communications
[IEEE] 2026-9-11 | Wideband Circularly-Polarized Sickle-Like Antenna Based on Gap Waveguide Technology
[IEEE] 2026-9-11 | Frequency Modulated Multiplexing for Repeater Aided Radar System
[IEEE] 2026-9-11 | Lightweight NSH Proxy for Heterogeneous Secure Service Chaining
[IEEE] 2026-9-11 | Multi-modal Surrogate Model for Transistor Metrics Predictions Based on Local Layout Dependent Effects in 22nm FDSOI
[IEEE] 2026-9-11 | Faithfulness-Guided Diffusion CoT (FG-DiffCoT) for Cue-Aware Error Recovery
[IEEE] 2026-9-11 | Ultra-Wideband Low-Profile Full-Metal Vivaldi Array Antenna with Large Element Spacing and High Efficiency
[IEEE] 2026-9-11 | OceanSkill: An Agentic Skill Framework for Evidence-Grounded Ocean Forecast Report Generation
[IEEE] 2026-9-11 | Adaptive Techniques in Surrogate Modeling for Uncertainty Quantification of Dielectric Sphere Radar Cross-Sections
[IEEE] 2026-9-11 | Development of a Compact Dual-Band Rectangular Microstrip Patch Antenna for LTE/5G Vehicular Communication Systems
[IEEE] 2026-9-11 | Corrections to “OptDevNet: A Optimized Deep Event-Based Network Framework for Credit Card Fraud Detection”
[IEEE] 2026-9-11 | An Ultrawideband Shared Aperture Array Lattice Design
[IEEE] 2026-9-11 | Enhancement of Axial-Ratio Bandwidth of a 900 MHz Printed Circular Loop Antenna Using a Concentric Parasitic Loop and Balanced Parallel-Stripline Feed
[IEEE] 2026-9-11 | Hierarchical Collaborative Adaptive Tutoring Agent for Educational Multi-source Time-series Big Data : Causal Reasoning of Learning Status and Dynamic Optimization of Personalized Learning Paths
[IEEE] 2026-9-11 | Design of a Compact Ka-Band Monopulse Cassegrain Antenna
[IEEE] 2026-9-11 | Extending MATLAB and Signal Processing Toolbox for Index-Aware Time-Shifting and Time-Reversal of Discrete-Time Signals
[IEEE] 2026-9-11 | Fast 3D Access Point Optimal Placement in Multi-Floor Buildings Using U-Net Deep Learning
[IEEE] 2026-9-11 | Development of Ka-Band Digital Beamforming Antenna and its Calibration Technique for ETS-9
[IEEE] 2026-9-11 | User-Space Network Stack with Legacy Compatibility
[IEEE] 2026-9-11 | LLM-Driven Abstractive Semantic Descriptions: An Approach for Multimodal Semantic Extraction
[IEEE] 2026-9-11 | The Role of Echo State and Fading Memory Properties in Reservoir Computing Systems
[IEEE] 2026-9-11 | DualSpecNet: Frequency-Prior Residual Fusion for Electric Load Forecasting
[IEEE] 2026-9-11 | MAI-EDA: Multi-Agent AI Co-Pilot for RTL-to-GDSII EDA Education at Scale
[ACM] 2026-9-12 | Introduction to the Special Issue for the Symposium on Algorithmic Game Theory (SAGT) 2024
[ACM] 2026-9-11 | VDBFuzz: Understanding and Detecting Crash Bugs in Vector Database Management Systems
[ACM] 2026-9-11 | Configuration-Sensitive Linux Kernel Fuzzing
[ACM] 2026-9-11 | Bayesian Multi-Level Performance Models for Multi-Factor Variability of Configurable Software Systems
[ACM] 2026-9-11 | Verification of Multi-Model Stochastic Systems
[ACM] 2026-9-11 | E-Test: E'er-Improving Test Suites
[ACM] 2026-9-11 | INTENTFIX: Automated Logic Vulnerability Repair via LLM-Driven Intent Modeling
[ACM] 2026-9-11 | Uncovering Failures in Cyber-Physical System State Transitions: A Fuzzing-Based Approach Applied to sUAS
[ACM] 2026-9-11 | Improving Code Generation via Small Language Model-as-a-judge
[ACM] 2026-9-11 | Can SAT Solvers Keep Up With the Linux Kernel's Feature Model?
[ACM] 2026-9-11 | LikeThis! Empowering App Users to Submit UI Improvement Suggestions Instead of Complaints
[ACM] 2026-9-11 | Checking Unsupervised Learning for Nondeterminism and Inconsistency via SMT Solving
[ACM] 2026-9-11 | Small Changes, Big Trouble: Demystifying and Parsing License Variants for Incompatibility Detection in the PyPI Ecosystem
[ACM] 2026-9-11 | What’s in a Software Engineering Job Posting?
[ACM] 2026-9-11 | Tool-assisted Concretization of Object-oriented Reference Models and Design Patterns
[ACM] 2026-9-11 | A Model-driven BIM2SIM Workflow for Surrogate Modeling
[IEEE] 2026-9-11 | A Novel Streamlined Adversarial Autoencoder Framework for Interpretable Gaussianized Data Transformation and Its Applications_supp1-3727473.docx
[IEEE] 2026-9-11 | ASER: Attribute-Serialized Emotion Recognition With Generative Multi-Task Learning
[IEEE] 2026-9-11 | Analytical Model for Electromagnetic-Vibration Prediction in Inverter-Fed Synchronous Reluctance Motor_supp1-3720690.pdf
[IEEE] 2026-9-11 | ICVARS 2026 Copyright Page
[IEEE] 2026-9-11 | Collision Detection With Analytical Derivatives of Contact Kinematics_supp1-3732913.pdf
[IEEE] 2026-9-11 | Variable-structure Soft Actuator for Multi-mode Grasping_supp2-3732887.mp4
[IEEE] 2026-9-11 | 2026 5th International Symposium on Semiconductor and Electronic Technology (ISSET)
[IEEE] 2026-9-11 | Editorial Staff
[IEEE] 2026-9-11 | Hilbert-Transform-Based Digital Beamforming for a Compact V2X Phased-Array Subsystem
[IEEE] 2026-9-11 | Multi-Modal, Multi-Harmonic Spatially-Discrete Traveling-Wave-Modulated Coupled-Line Couplers
[IEEE] 2026-9-11 | Modeling and Analysis of Second-Harmonic Spectrum Under Linear Frequency Sweeping Interference
[IEEE] 2026-9-11 | A Ka-Band Lightweight and Conformal Metasurface for Wideband Polarization Conversion
[IEEE] 2026-9-11 | Seasonal Generalization of Tree-Based Machine Learning for Multi-Horizon PV, Load, and Battery Forecasting in Tropical Island Microgrids
[IEEE] 2026-9-11 | Uncertainty-Aware Vision-Language Guidance for Camera-Based 3D Semantic Scene Completion
[IEEE] 2026-9-11 | Research on a Variable-Capacitance Active Drive Circuit for Series Voltage Equalization of SiC MOSFETs
[IEEE] 2026-9-11 | CNN-Based Hotspot Detection in Small-Scale Composting From Multistatic Microwave Time-Domain Responses
[IEEE] 2026-9-11 | A Generalized Complex Permittivity Retrieval Method for Waveguides with Arbitrary Cross-Sectional Filling
[IEEE] 2026-9-11 | Time-Varying RIS-Aided MUSIC: A Snapshot-Enhanced System for High-Resolution DOA Estimation
[IEEE] 2026-9-11 | Comparison of Methods for Extracting the Threshold Voltages of CNFETs
[IEEE] 2026-9-11 | Efficient Layered Media Inversion via Reduced Order Models
[IEEE] 2026-9-11 | A Method for Joint Thermal-Electrical Optimization and Dispatch of Energy Storage Systems in Cold Regions Considering the Coupling of Thermal Management and Lifespan Degradation
[IEEE] 2026-9-11 | Comprehensive Characteristic Surface Reconstruction of Hydraulic Turbines Using KAN with B-Spline Activation Functions
[IEEE] 2026-9-11 | A Polynomial Regression Model for FDTD Modeling of Nonlinear Dispersive Media
[IEEE] 2026-9-11 | An Empirical Investigation on a Posterior Version of $p$ value for Statistical Testing Against Small Sample Size
[IEEE] 2026-9-11 | Mitigating Multipath Reflections in Low-Cost Antenna Measurements via Time-Domain Filtering
[IEEE] 2026-9-11 | High-Power Folded Parallel-Plate Antenna for Wideband Applications
[IEEE] 2026-9-11 | A Novel Differential AC-AC Charge Pump Surpassing the Fibonacci Gain per Capacitor Limit
[IEEE] 2026-9-11 | A Dual-Band Circularly Polarized Aperture-Coupled Array for Integrated Ku-Band Satellite Transceivers
[IEEE] 2026-9-11 | Increasing the Gain of a $2 \lambda_{o}$-Long Horn Antenna Using a Near-Field Metasurface
[IEEE] 2026-9-11 | The Profiler-Agent: A Retrieval-Augmented and Latent-State Reasoning Framework for Complex Narrative Data
[IEEE] 2026-9-11 | Geometry Optimization of Amorphous In–Ga–Zn–O Thin-Film Transistors Based on Device Simulation and Multi-Indicator Weighted Evaluation
[IEEE] 2026-9-11 | A 0.03-4 GHz High-Dynamic-Range GaAs pHEMT Bypass Low-Noise Amplifier
[IEEE] 2026-9-11 | Transient Response Analysis of Electromagnetic Wave Propagation in Freshwater and Seawater
[IEEE] 2026-9-11 | Analysis and Modeling of Self-Cascode Transistors for Analog Circuit Design in Advanced CMOS Nodes
[IEEE] 2026-9-11 | Simulation of the Silicon Esaki tunnel Diode with the Prospect of Forming Cellular Neural Networks for Distributed Computing
[IEEE] 2026-9-11 | Dual-Band Graphene U-Slot Antenna with Defected Ground Structure for Wireless Power Transfer
[IEEE] 2026-9-11 | RLANet: A Real-Domain Lightweight Attention Network for CSI Feedback in Massive MIMO Systems
[IEEE] 2026-9-11 | A Non-Parametric Optimization Approach for 24.15 Ghz Microstrip Antennas in Automotive Short-Range Radar Arrays
[IEEE] 2026-9-11 | Implementation of a Directional Modulation Testbed for Reconfigurable Transmitters in Spatially Agile MIMO Systems
[IEEE] 2026-9-11 | State-Aware Rapid Design of 2-Bit Digital Coding Metasurfaces Using Deep Learning
[IEEE] 2026-9-11 | Characteristic Modes of Dense Chu Antenna Arrays
[IEEE] 2026-9-11 | Optimization of Coupling Characteristics in Racetrack Lithium Niobate Resonators
[IEEE] 2026-9-11 | A Study on Citation Characteristics and Dissemination Patterns of Scientific Data Policies within Core Journals: An Empirical Analysis Based on the “Scientific Data Management Measures”
[IEEE] 2026-9-11 | Max Production Recommendation Using Machine Learning Techniques
[IEEE] 2026-9-11 | Thermally Tunable and Polarization-Insensitive Triple-Band Metamaterial Absorber for Mid-to-Near Infrared Applications
[IEEE] 2026-9-11 | Normal-Only Few-Shot Industrial Anomaly Detection via Centralized Prompt Alignment
[IEEE] 2026-9-11 | Low-Cost Interferometric Phase Retrieval of Electromagnetic Fields
[IEEE] 2026-9-11 | A Software-Defined Radio Platform for the Generation of Structured Beams
[IEEE] 2026-9-11 | Revisiting Linear Logarithmic Pixels for Machine Learning Applications with sub-1V Supply
[IEEE] 2026-9-11 | Narrow Multi-Beam Formation Technology for Frequency Sharing Between Low Earth Orbit Satellite and Ground Terminals: A Study on the Acceptable Range of Positioning Errors for Non-Wired Phased Array Antennas
[ACM] 2026-9-11 | Evaluating the effectiveness of LLM-based interoperability
[ACM] 2026-9-11 | SAFE: Harnessing LLM for Scenario-Driven ADS Testing from Multimodal Crash Data
[ACM] 2026-9-11 | CREME: Robustness Enhancement of Code LLMs via Layer-Aware Model Editing
[ACM] 2026-9-11 | Weak Programmers Need Not Apply, LLMs Welcome! Survey Screening in the AI Era
[ACM] 2026-9-11 | FrameShift: Resizing Fuzzer Inputs Without Breaking Them
[ACM] 2026-9-11 | Online and Interactive Bayesian Inference Debugging
[IEEE] 2026-9-11 | Uplink Coverage of User-Centric Cell-Free Networks under Pilot Contamination and Spatial Correlation: A Tractable Stochastic Geometry Analysis
[IEEE] 2026-9-11 | A High-Voltage Symbol-Power-Tracking Supply Modulator for 5G GaN Power Amplifiers
[IEEE] 2026-9-11 | Graded Plating Diagnosis of Lithium-Ion Battery With Multifeatures Extraction and Label Weight Guided Clustering
[IEEE] 2026-9-11 | Secrecy Rate Optimization in Multi-User RIS-Assisted MIMO–NOMA IoT Networks
[IEEE] 2026-9-11 | LMIAT 2026 Copyright Page
[IEEE] 2026-9-11 | LMIAT 2026 Cover Page
[IEEE] 2026-9-11 | 2026 10th International Conference on Intelligent Computing and Virtual &amp; Augmented Reality Simulations (ICVARS)
[IEEE] 2026-9-11 | Author Index
[IEEE] 2026-9-11 | A Ringamp-Based DAC for Compute-in-Memory
[IEEE] 2026-9-11 | Thickness Discrimination of Metallic Layers Using Optical Readout of Microwave-Induced Thermo-Elastic Effects in a Glass Superstrate
[IEEE] 2026-9-11 | BioFlowAgent: A Registry-Constrained LLM Agent Separating Planning from Execution for Reproducible Bioinformatics Workflows
[IEEE] 2026-9-11 | Directional Multi-Band Planer Monopole Antenna with Parasitic Director
[IEEE] 2026-9-11 | Deployment of a Low-Power LoRa LPWAN Sensor Network for Environmental Monitoring in Antarctica
[IEEE] 2026-9-11 | Estimation of Equatorial Plasma Bubble Drift Velocities Using Dynamic Time Warping
[IEEE] 2026-9-11 | Measurement-Based Evaluation of Inhomogeneity Effects on PE Path-Loss Prediction
[IEEE] 2026-9-11 | Teaching Cryptography as a Bridge Between Mathematics and Computer Science in High School and Higher Education
[IEEE] 2026-9-11 | Accurate Wire Antenna Modeling with RWG-Based Macro Basis Functions
[IEEE] 2026-9-11 | A Dual-Frequency 2-D Leaky-Wave Corrugated Antenna
[IEEE] 2026-9-11 | Automated Design and Optimization Framework for Distributed Matching Networks in RFEH Systems
[IEEE] 2026-9-11 | MFF-AGRU: An Intelligent Risk Identification Method for Power Terminal Data Interaction in Distributed Business Scenarios
[IEEE] 2026-9-11 | The Evolution of Government Data Open Policy Architecture Based on Text Mining
[IEEE] 2026-9-11 | Alternative Formula for the Forward Voltage Coefficient in the Solutions to the Transmission Line Wave Equations
[IEEE] 2026-9-11 | Low-Cost Copper-Based Slot RFID Reader Antenna for Wearable Smart Spectacles
[IEEE] 2026-9-11 | A Simulation-based Evaluation of Smart Grid Applications for Resilient and Energy-Efficient Power Distribution Networks
[IEEE] 2026-9-11 | FPGA Acceleration of YOLOv8-Style Inference with an Instruction-Driven Convolution Datapath
[IEEE] 2026-9-11 | A Novel Feed-Forward Calibration Technique for Spur Reduction in Low-Noise Compact mmWave SSPLLs with Switched-Capacitor Loop Filters
[IEEE] 2026-9-11 | Parallel Simulation of Lithium-Ion Battery Modules Based on Physics-Informed Multi-Input Operator Networks
[IEEE] 2026-9-11 | Enhancing PCB Trojan Detection Using S-Parameter Measurements with a Heuristic Port Selection Strategy
[IEEE] 2026-9-11 | A Hardware-Aware System for Five-Class EEG IED Detection Using CWT Scalograms and Deep Learning
[IEEE] 2026-9-11 | Improving Convergence of Antenna Array S-parameter Extraction From Embedded Element Patterns Using Switched Generator Impedances
[IEEE] 2026-9-11 | Wireless Power for an Injectable Medical Device
[IEEE] 2026-9-11 | Metamaterial-Enhanced Sustainable Microwave Absorber for X-Band EMI Shielding
[IEEE] 2026-9-11 | Design of Dual-Feed Dual-Polarized Dual-Band Single-Layer Reflectarray Antenna Operating at 14.5/29-Ghz Bands
[IEEE] 2026-9-11 | A 360° Continuously Tunable Phase Shifter with Hybrid Architecture at 6 GHz
[IEEE] 2026-9-11 | Entropy-Density Joint Uncertainty Weighted Support Vector Machine
[IEEE] 2026-9-11 | The Athena Project – Energy-Sparing Agentic Microcomputer-Based Platform Advancing the Wheel of Reincarnation
[IEEE] 2026-9-11 | Three-Dimensional Mapping of Cloud-to-Ground Lightning Flashes Using a Two-Station VHF Broadband Interferometer
[IEEE] 2026-9-11 | Negative Phase Velocity of Left-Handed Transmission Lines- A Stroboscopic Effect
[IEEE] 2026-9-11 | Design of a Ku-Band GCPW-to-Stripline Vertical Transition Based on Multilayer PCBs
[IEEE] 2026-9-11 | ALOS-4: Design and Architecture of L-Band SAR for High-Resolution Wide-Swath Observations
[IEEE] 2026-9-11 | A New Integral LQR based Primary Feedback Controller Design with Improved Power Quality for Multi-DGs based Microgrid Operation
[IEEE] 2026-9-11 | A Sub-THz FMCW Radar Imager Using a Phased-Array-Fed Shaped-Reflector Antenna
[IEEE] 2026-9-11 | Ultra Wide-Band Linear-To-LHCP Converter Utilizing Dual DSRR and Superstrate Layer
[IEEE] 2026-9-11 | Maximizing Task Completion in Dynamic Maritime Edge Computing: A Hierarchical MARL Framework with Collaborative UAVs and Buoys
