[2026-04-18 22:36:07] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-17
正在获取论文...
[ACM] 2026-4-17 | A Hybrid Chebyshev Chaotic Map-based Authentication Protocol for Industrial Internet of Things
[NO] 641/706 | A Two-Round Threshold EdDSA Signature with UC Adaptive Security Based on HPS_supp1-3684478.pdf
[NO] 642/706 | A Quantum-Secure Authentication Protocol For UAV-GS Communications
[NO] 643/706 | PUF-Enhanced Lightweight Authentication and Key Agreement for UAV Networks
[NO] 644/706 | Client-Led Game/Simulation Projects' Effects on Motivation and Career Readiness
[NO] 645/706 | Analysis and Synthesis of Fully Soft-Switching Flying-Capacitor based Quasi-Resonant DC–DC Converters
[NO] 646/706 | TacMan-Turbo: Proactive Tactile Control for Robust and Efficient Articulated Object Manipulation_supp3-3683863.mp4
[NO] 647/706 | Metamaterial-Based Structures for Mutual Coupling Reduction Technique and Performance Enhancement in 5G Smartphone MIMO Antennas: A Systematic Review
[NO] 648/706 | PI-YOLO: An Efficient Detector for Power Line Inspection using Aerial Images
[NO] 649/706 | Improving Satellite Imagery Segmentation Using Multiple Sentinel-2 Revisits
[NO] 650/706 | Table of Contents
[NO] 651/706 | A Distributed Plug-and-Play MCMC Algorithm for High-Dimensional Inverse Problems
[NO] 652/706 | NASA Multi-Frequency Radar for Hydrometeor Phase Identification
[NO] 653/706 | Diffusion Distillation for Remote Sensing Salient Object Detection
[NO] 654/706 | List of Reviewers
[NO] 655/706 | Investigating Multi-Channel Performance in Mesh Wireless Networks-on-Chip Design
[NO] 656/706 | Multi-Stage Machine Learning Model for Classification and Prediction of Learners
[NO] 657/706 | Case Study: Improving the Robustness of Photonic Neural Networks Against Memory Faults
[YES] 658/706 | Does LLM Generated Code Smell?
[NO] 659/706 | A Comprehensive Methodology for Synthesis of Cylindrical Leaky-Wave Metasurface Antennas
[NO] 660/706 | Machine Learning and Network Analysis for Cross‑Border Suspicious Transaction Detection: Evidence from the FinCEN Files
[NO] 661/706 | Table of Contents
[NO] 662/706 | Insertion-Withdrawal, Contact Behavior and Temperature Rise of a Cantilevered Reed Type Electrical Connector
[NO] 663/706 | Dual-Path Hybrid Network for Boundary-Aware Segmentation and Angle of Progression Measurement in Intrapartum Ultrasound
[NO] 664/706 | <i>E</i>
                    <sup>2</sup>
                    -Former: An Edge-Enhanced Transformer for UAV-Based Small Object Detection
[NO] 665/706 | Trip Detection Algorithms for Healthy and Amputee Individuals
[NO] 666/706 | LADNet: A Lightweight Axial-Depthwise Network for Phase Unwrapping and Fading Suppression in ϕ-OTDR
[NO] 667/706 | An Inertial and Array-Pressure Multimodal Fusion Sensor System for Robust Zero-Velocity Detection in Pedestrian Navigation
[NO] 668/706 | Response Surface-Based Optimization of Plasma-Activated Water Generated by Air Multipin-to-Water Discharge for Sustainable Microalgae Cultivation_supp1-3680788.pdf
[NO] 669/706 | Task-Oriented Predict-then-Optimize Framework for Channel Prediction and Handover Decision
[NO] 670/706 | Anchor-SAM: Active Mining of Latent Anchors from SAM Encoder for Road Extraction
[YES] 671/706 | Cross-Phase Knowledge Transfer via Variable Space Alignment for Expensive Incremental Optimization_supp1-3684126.pdf
[NO] 672/706 | An FPGA-Efficient CNN Accelerator for Hybrid Model Compression With Scalable Bit-Serial and Bit-Parallel MAC
[NO] 673/706 | Dual-Mode Equilateral Triangular Resonator With Slit for Material Sensing
[NO] 674/706 | Proceedings of the 2025 15th International Conference on Communication and Network Security
[NO] 675/706 | Optimized Diamond Structure Construction and Its Application to Enhanced MITM Nostradamus Attacks to Enhanced MITM Nostradamus Attacks
[NO] 676/706 | Transmitter Placement Optimization Using 3D Ray Tracing and PSO in Metallic Environments
[NO] 677/706 | Optimization of Prediction Model for the Determination of Free Fatty Acid for Crude Palm Oil
[NO] 678/706 | Modelling of Hot-Spot Temperature and Loss-of-Life for Non-Thermally and Thermally Upgraded Paper in ONAN Transformer Based on IEC 60076-7
[NO] 679/706 | Resilience Analysis of a Fault-Tolerant MPSoC Interconnection Architecture Under SEU Fault Injection
[NO] 680/706 | Utilizing Deep Reinforcement Learning for Task Offloading and Resource Management in MEC-Enabled 6G Networks
[NO] 681/706 | Validation of Spectroscopy Performance and Calibration in Compliance with ISO Standards
[NO] 682/706 | Resilient Autonomy: Securing Intelligent Systems Against Adversarial Attacks
[NO] 683/706 | Penetration Testing Analysis on IP Cameras in IoT Ecosystems
[NO] 684/706 | Secure and Scalable Data Sharing in IoT Environments with Blockchain Integration
[NO] 685/706 | Blended Learning for Women's Business Development in Rural India: Enhancing Technology Adoption and Bridging the Gender Digital Divide
[NO] 686/706 | Enforcing Privacy-By-Design: A Policy-Guided Synthetic Data Generator for GenAI Workflows
[NO] 687/706 | Interactive Evolutionary Computation with User Preference Estimation Based on Gaze Information
[NO] 688/706 | Solving the Brewery Problem with Object-Oriented Design
[NO] 689/706 | Title Page
[NO] 690/706 | Model Order Reduction for Three-Dimensional Inversion of Airborne Transient Electromagnetic Data
[NO] 691/706 | AI-Native O-RAN Architectures for 6G: Towards Real-Time Adaptation, Conflict Resolution, and Efficient Resource Management
[NO] 692/706 | Indoor Experimental Trial on AI-Based Pilotless Transmission
[NO] 693/706 | Hybrid Data/Model-Driven Whole-System Admittance Identification via Single-Bus Injections
[NO] 694/706 | Performance-Enhanced Adaptive Finite-Time Accurate Control of Uncertain Hydro Turbine Governing System with External Disturbances
[NO] 695/706 | A Novel Angle Standard Using Time Grating With an Accuracy of ±0.005${}^{\prime\prime}$
[NO] 696/706 | Stroke-Based Perception: Discover Novel Oracle Characters
[NO] 697/706 | COMET: Co-Optimization of CNN Models Using Efficient-Hardware OBC Techniques
[NO] 698/706 | Parameter Estimation Based on Coupled Canonical Polyadic Decomposition for FDA-MIMO Radar With Unfolded Coprime Framework
[NO] 699/706 | A 95.86%-Effieient 48V/1.8V ZVS Voltage Regulator Based on Current Ninefold Rectifier
[NO] 700/706 | Comparative Performance Evaluation of Large Language Models for Domain-Specific Web Content Extraction
[NO] 701/706 | Mitigation of SETs Under Process Variability Effects: Circuit-Level Strategies for Reliable Design
[NO] 702/706 | Fast Statistical Estimation of Circuit-Level Cross Section Considering Logical Masking Effects
[NO] 703/706 | Multi-Channel Chitosan Coated Quartz Crystal Microbalance Device for Continuous Detection of Isopropyl Alcohol
[NO] 704/706 | Gender Inclusivity in Technology- Enhanced Teacher Education in Ghana
[NO] 705/706 | Gender Dynamics of Cyber Security Awareness in Kerala, India: Statistical and Machine Learning Approach
[NO] 706/706 | Corrections to “Unbiased Estimation of Three-Dimensional Deformation From SAR Interferometry and GNSS Observations”
筛选完成：共 706 篇；Yes = 18 篇；已保存到 papers/select_paper2026-04-17.json。
邮件发送成功！
[2026-04-18 23:21:18] 任务执行成功！
