[2026-06-26 23:06:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[IEEE] 2026-6-26 | 35% Specific Contact Resistivity Reduction in Titanium-Based Ohmic Contact with Ultrathin Low-Oxide-Formation-Enthalpy Yttrium Interlayer
[IEEE] 2026-6-25 | Hardware-Oriented Inference Complexity of Kolmogorov–Arnold Networks
[IEEE] 2026-6-26 | Frequency Meets Intent: Enhancing Sequential Recommendation With Spectral Contrastive Learning
[IEEE] 2026-6-25 | Pretrained Language Models’ Effectiveness in Arabic Medical Inquiries Classification
[IEEE] 2026-6-26 | Learning Category-level Last-meter Navigation from RGB Demonstrations of a Single-instance_supp1-3707352.mp4
[IEEE] 2026-6-26 | Total Alpha Jensen-Bregman Divergence-Based MIG Detectors in Nonhomogeneous Clutter
[IEEE] 2026-6-26 | Generalized Non-Intrusive Multiport Impedance Measurement Method for EMI Filter Insertion Loss Evaluation
[IEEE] 2026-6-26 | Model Predictive Control for Fast Frequency Control in Hybrid Renewable Plants: Increasing Robustness through Enhanced Model Observability
[IEEE] 2026-6-26 | Numerically Studying the Continuous Reflections in Graded-indexed Waveguide Layer on GaN-based Fabry-Perot Laser Diodes
[IEEE] 2026-6-26 | Bidirectional Thrust Fault-Tolerant Quadcopter Against Rotor Failure_supp1-3701805.mp4
[IEEE] 2026-6-25 | DCEE-Based Autonomous Optimization Antidisturbance Control for Mixed Periodic Disturbances in PMSM Systems
[IEEE] 2026-6-26 | SUSTAIN: A Comprehensive Methodology for Integrating Sustainability Principles in Software Architecture
[IEEE] 2026-6-26 | A Survey on Machine Learning-Based IoT Classification and Fingerprinting
[IEEE] 2026-6-26 | EEG Emotion Detection via Dynamic Coherence Connectivity and Temporal Deep Learning
[IEEE] 2026-6-26 | Artificial Intelligence and FinTech for Sustainable Financial Systems: A Systematic Review
[IEEE] 2026-6-26 | Big Data Analysis as a Mediator in The Impact of Supply Chain Agility on Sustainable Performance
[IEEE] 2026-6-26 | Synergizing HR Analytics and Employer Branding: A Conceptual AI Framework for Sustainable Engineering Competitiveness
[IEEE] 2026-6-26 | Intelligent Vision-Based Quality Control Algorithms for Automated Mechanical Component Inspection
[IEEE] 2026-6-26 | Prediction and Optimization of Mutual Coupling in Closely Spaced MIMO Arrays Using Deep Neural Networks
[IEEE] 2026-6-26 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp3-3705701.mp4
[IEEE] 2026-6-26 | The impact of Artificial General Intelligence on ESG Performance: Through smart taxes and smart customs
[IEEE] 2026-6-25 | Channel Estimation of Two dimensional Windowed OFDM Systems With High Mobility
[IEEE] 2026-6-26 | Interpretable Attention Integration in EfficientNetV2 S: A Robust 2.5D Framework for Multiclass Lung CT Nodule Classification
[ACM] 2026-6-26 | Porting the code_saturne CFD Solver to GPU: Methodology, Feedback, and Insights
[ACM] 2026-6-26 | Interpretable WBC Analysis through Pathologist-Aligned Reasoning
[ACM] 2026-6-25 | Improving Deep Learning Library Testing with Machine Learning
[IEEE] 2026-6-25 | Proceedings
[IEEE] 2026-6-25 | ROSE 2026 TOC
[IEEE] 2026-6-25 | Proceedings 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems - Posters and Demos
[IEEE] 2026-6-25 | Knowledge Generation for Knowledge-Based Visual Question Answering
[IEEE] 2026-6-25 | Demo Abstract: Unleashing the Potential of Distributed COTS mmWave Radar by Exploiting Cross-Device Channels
[IEEE] 2026-6-25 | Poster Abstract: AI-Enhanced Multi-Order DOE Wavefront Sensor: A Compact Intelligent Alternative to Pyramidal Architectures
[IEEE] 2026-6-25 | Efficient Integration of Domain Knowledge and Data-Driven Methods for Securing Autonomous Cyber-Physical Systems
[IEEE] 2026-6-25 | Semi-Supervised Crop Classification via Satellite-Ground Spatiotemporal Association
[IEEE] 2026-6-25 | Physics-Informed Feature Sets for Airfoil Noise Prediction: A Comparative Analysis of Machine Learning Algorithms
[IEEE] 2026-6-25 | Federated-Learning-based Control Plane Intrusion Detection in 5G Networks_supp1-3706854.csv
[ACM] 2026-6-26 | Contiguous Storage of Grid Data for Heterogeneous Parallelism
[ACM] 2026-6-26 | The Dark Art of Dopamine Engineering
[ACM] 2026-6-26 | Information Transfer on the Wrist: Vibrotactile Signal Characteristics from Single to Multiple Tactors
[ACM] 2026-6-26 | The Risk and Reward of Cross-Engine Query Partitioning: A Case for Partition-Aware Benchmarking
[IEEE] 2026-6-26 | The Graphene Opportunity for AI Chips, GPUs, and Data Centers: Limitations and Challenges
[IEEE] 2026-6-25 | Compositional Design Guidelines for Low-Damping Rare-Earth Iron Garnets: First-Principles Insights into Lattice Distortion
[IEEE] 2026-6-25 | A Multi-Agent Reinforcement Learning Framework with Embedded Future Motion Features for On-ramp Merging in Mixed Traffic
[IEEE] 2026-6-26 | Digital Innovation and Credit Risk Evolution in Banking System: A Systematic Review and Conceptual Framing
[IEEE] 2026-6-26 | Distortion Control in Self-Interference Cancellation Systems: Residual Signal Analysis and Loop Parameter Optimization
[IEEE] 2026-6-26 | Spatial Dependence of Amplitude-to-Phase Modulation Conversion in Silicon p-i-n Photodiodes
[IEEE] 2026-6-26 | Multi-Perception Crowd: Learning to combine entity and implicit perception for diverse crowd simulation
[IEEE] 2026-6-25 | Efficient Black-Box Fault Localization for System-Level Test Code Using Large Language Models
[IEEE] 2026-6-26 | Influence of Concave Damage and Compensation Structures in Ring-Core Photonic Crystal Fiber on Orbital Angular Momentum Mode Transmission
[IEEE] 2026-6-26 | Modulation Switching Strategy for Collaborative Current Measurement Errors Calibration in Distributed Quad-Motor Drives
[IEEE] 2026-6-25 | Low Complexity Residual Learning for Pilot Signal Reconstruction in RIS-Aided MIMO Systems
[IEEE] 2026-6-25 | Tortho–SatGS: A 3D Gaussian Splatting–based Method for True Orthophoto Generation from Multi-view Satellite Imagery
[IEEE] 2026-6-26 | GAN-Based PAN-to-RGB Image Translation for True-Color 3D Texture Generation Using GaoFen-7 Stereo Imagery
[IEEE] 2026-6-25 | SFIVReg: Style Filtering-Based Infrared-Visible Image Registration for UAV Systems
[IEEE] 2026-6-25 | Improved Energy Resolution in Amorphous Selenium X-ray Detectors via Unipolar Charge Sensing
[IEEE] 2026-6-25 | Information-Epidemic Dynamics in Cyber-Physical Systems: A Hypergraph Framework with Interpersonal Relationships
[IEEE] 2026-6-26 | Distributed Acoustic Sensing for Underground Power Distribution Assets: An Evidence-Tiered Review of Deployment-Conditioned Observability and Warning Reliability
[IEEE] 2026-6-25 | ARTEN: An Agricultural Residual Texture Enhancement Network for Clarity-Aware Image Enhancement and Restoration
[IEEE] 2026-6-26 | Lane-Changing Maneuver Prediction With Urban Arterial Traffic Data From Drones
[IEEE] 2026-6-25 | TARIC: Memory-Augmented Traversability-Aware Outdoor VLN Under Interrupted Semantic Cues
[IEEE] 2026-6-26 | IEEE Internet of Things Journal Society Information
[IEEE] 2026-6-25 | Normal Force Estimation for Flexible Robot Skins Applying Machine Learning to PVDF-TrFE Piezoelectric Sensor Data
[IEEE] 2026-6-26 | Predict, Explain, and Act: An End-to-End Explainable AI System for Profit-Driven Customer Retention
[IEEE] 2026-6-26 | Zero-Noise Quantum Reinforcement Learning: Error-Resilient Learning Architectures for Scalable Quantum Control Systems
[IEEE] 2026-6-26 | Moderating Role of the Value Chain Model Between the Relationship of Digital Logistics Industry and Production Analysis
[IEEE] 2026-6-26 | Edge AI for Real-Time Fault Detection in Industrial Electric Motors Using Vibration Sensor Data
[IEEE] 2026-6-26 | The Impact of Smart Systems in Supply Chains on Resource Sustainability: The Role of Smart Systems in Waste Reduction as a Mediator
[IEEE] 2026-6-26 | A Portable Smartphone-Based Fluorescence Detection System for Rapid DNA Semi-Quantification and Water Quality Screening_supp1-3705487.docx
[IEEE] 2026-6-25 | Data-Driven Constrained Decision-Making for Safe Maritime Navigation
[IEEE] 2026-6-26 | A Resilient AoI-Aware Optimization Framework for Intelligent Transportation Systems Using Deep Reinforcement Learning
[IEEE] 2026-6-25 | Poster Abstract: Detecting and Mitigating Triggerable Degradation in CPU-Only Long-Context LLM Inference
[IEEE] 2026-6-25 | Comparative Stability Analysis of Hybrid Pooling Methods Compared to Max-Pooling for Classifying Images Corrupted by Impulse Noise
[IEEE] 2026-6-25 | Data-Driven Modeling and Prediction of Selective Transport in MXene Membrane
[IEEE] 2026-6-25 | Scenario-Driven VR Training for Hydroelectric Performance Evaluation
[IEEE] 2026-6-25 | How Do Automated Vehicles Influence Following Human Drivers? A Multi-Agent Reinforcement Learning Framework
[IEEE] 2026-6-25 | Implicit Neural Network-Based Fourier Ptychography with Weighted Regularization
[IEEE] 2026-6-25 | 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems - Posters and Demos (SenSys-Adjunct)
[IEEE] 2026-6-25 | Answering an Eternal Question: Why? [Pathways]
[ACM] 2026-6-26 | IsabeLLM: Automated Theorem Proving Applied to Formally Verifying Consensus
[ACM] 2026-6-26 | <scp>Dyn</scp>
                    NPC: Finding More Violations Induced by ADS in Simulation Testing via Dynamic NPC Behavior Generation
[IEEE] 2026-6-26 | Blockchain-Enabled Dynamic Spectrum Trading for Next-Generation Wireless Networks
[IEEE] 2026-6-26 | Unified Practical Finite-Time and Prescribed Performance Attitude Control for Hypersonic Flight Vehicles
[IEEE] 2026-6-26 | Jamming Detection at the Application Layer Using Deep Learning: A Transfer Learning Approach
[IEEE] 2026-6-25 | Enhanced Energy Storage Performance of Polypropylene Films by Constructing PDA/Taurine–ZrO
                    <sub>2</sub>
                    Composite Interfaces
[IEEE] 2026-6-26 | Resource-aware switching design with self-triggered sampling: a candidate-based switching framework
[IEEE] 2026-6-26 | Towards Generating Unlearnable Examples for Open-Set Face Recognition
[IEEE] 2026-6-26 | Development of Feature Tokenizer Deep Learning Model for Fault Diagnosis in Marine Propulsion System
[IEEE] 2026-6-26 | A recursive deformable Mamba pyramid network with multi-objective constraints and spatial-aware attention enhancement for unimodal and multimodal brain image registration.
[IEEE] 2026-6-25 | ReaDy-Go: Real-to-Sim Dynamic 3D Gaussian Splatting Simulation for Environment-Specific Visual Navigation with Moving Obstacles
[IEEE] 2026-6-25 | MVOFormer: Flow-Semantic Transformer for Robust Monocular Visual Odometry
[IEEE] 2026-6-26 | IEEE Internet of Things Journal Information for Authors
[IEEE] 2026-6-25 | AIRMap: AI-Generated Radio Maps for Wireless Digital Twins
[IEEE] 2026-6-25 | DEFT-DPT: A Lightweight Multimodal Framework for Egocentric Video Action Recognition
[IEEE] 2026-6-25 | Network Epidemic Control via Model Predictive Control
[IEEE] 2026-6-25 | Data-Driven Predictive Control for Stochastic Descriptor Systems: An Innovation-Based Approach Handling Non-Causal Dependencies
[IEEE] 2026-6-25 | Robust multi-view clustering via quadratic matrix factorization with manifold learning_supp1-3705186.pdf
[IEEE] 2026-6-25 | Integrating Multi-Agent Reinforcement Learning and XGBoost for Efficient Large-Scale Dynamic Workflow Scheduling in Cloud Environments
[IEEE] 2026-6-26 | Neural Spatiotemporal Interpolation for Gap Filling of GNSS-R Soil Moisture Data
[IEEE] 2026-6-25 | TED: Towards Explainable and Holistically Aligned Empathetic Dialogue Generation
[IEEE] 2026-6-26 | Double-Sided Funnel-Shaped Through Silicon Via Interposer by Wet-Etching Method for Superconducting Quantum Application
[IEEE] 2026-6-25 | Exponential Looped Lyapunov Functions: Sampled-Data T–S Fuzzy Systems via a Relaxed Cubic Lemma
[ACM] 2026-6-26 | Solver-Integrated Lossy and Lossless Compression for Scalable Flow Simulations
[IEEE] 2026-6-25 | Modeling of Non-Ideal Ni/Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Contacts by Two-Barrier Thermionic Emission Model
[IEEE] 2026-6-26 | FinTech Innovations and Their Impact on Sustainable Investment Strategies in Jordan
[IEEE] 2026-6-25 | Feature-Enhanced Semi-Supervised Infrared Small Target Detection via Cascaded Pseudo-Label Screening
[IEEE] 2026-6-26 | Assessing the Adoption of Email Security Measures After Google’s New Sender Guidelines
[IEEE] 2026-6-26 | AI-Based Food Waste Reduction and Smart Menu Prediction System
[IEEE] 2026-6-26 | Enhancing Bone Marrow Cell Classification: A Hybrid AI Framework with Hyperparameter Optimization
[IEEE] 2026-6-26 | Artificial Intelligence as a New Factor of Production: Interrelationships with Traditional Factors and Qualitative Differences
[IEEE] 2026-6-26 | Entropic Control in Latent Spaces: Autonomous Racing in the DonkeyCar MiniMonaco Environment using Soft Actor-Critic
[IEEE] 2026-6-25 | Causal Bootstrapped Alignment for Unsupervised Video-Based Visible–Infrared Person Re-Identification
[IEEE] 2026-6-26 | Adaptive Affinity Memorization with Layer Mutation for Multimodal Deepfake Continual Detection
[IEEE] 2026-6-26 | The Effect of Digital Transformation on Business Sustainability: The Moderating Role of Digital Corporate Governance
[IEEE] 2026-6-26 | Machine Learning-Based Detection of Students’ Mental Stress: An In-Depth Analytical Study
[IEEE] 2026-6-26 | Edge AI Autoencoder Architecture for Real-Time Ground Fault Detection in Industrial Power Systems
[IEEE] 2026-6-25 | Traveling-Wave Fault Location: A Compact Design with Better Synchronization and Sampling Rate Extension
[ACM] 2026-6-25 | Automated Graph Machine Learning
[IEEE] 2026-6-25 | Energy Efficiency Assessment of Torque Distribution in Four-wheel Independent Drive Electric Vehicles under Driving Cycles with Cornering Scenarios
[IEEE] 2026-6-25 | IAS Women in Engineering: Building Community, Belonging, and Global Impact [Membership News]
[IEEE] 2026-6-25 | Ribbed Negative-Curvature Anti-Resonant Hollow-Core Fiber with Draw-Friendly Cladding for Short-Reach Applications_supp1-3706828.pdf
[IEEE] 2026-6-25 | An Enhanced Multi-Branch Supercapacitor Model with Hybrid Global-Local Identification for Safety-Oriented Discharge Resistance Optimization
[ACM] 2026-6-25 | Separating Valid from Invalid Inputs for a Digital Aircraft Design Tool
[ACM] 2026-6-25 | A Unified Benchmark for Out-of-Distribution Detection for Autonomous Driving Systems
[IEEE] 2026-6-25 | Poster Abstract: An On-Device Real-Time Computer Vision System for Rock Fragmentation Estimation in Open-Pit Mining
[IEEE] 2026-6-25 | Evaluation of Gender and Neurodiversity Bias in Generative AI-Based Education and Assessment
[IEEE] 2026-6-25 | PCL-Index: A Prediction-Driven Collaborative Learned Index on Disaggregated Memory
[IEEE] 2026-6-25 | Poster Abstract: AI-Driven Calibration for FMCW-Interferometry Clamp-on Ultrasonic Sensors
[IEEE] 2026-6-25 | Poster Abstract: Towards Battery-Free Short-Term Energy Prediction with Regime Learning
[IEEE] 2026-6-25 | Poster: Wearable Sensor System for Activity-Correlated Cardiopulmonary Diagnostics using EIT and ECG
[IEEE] 2026-6-25 | Optimizing Mental-Health Support via Context-Sensitive Conversational AI
[IEEE] 2026-6-25 | Joint-granularity Documentary Fuzzy Relation Constructed via Word Bridge for Graph Text Classification_supp1-3707006.pdf
[ACM] 2026-6-26 | Continuous Resilience Testing of a Distributed Database in Long-Running Clusters
[IEEE] 2026-6-26 | Multi-Institution Fraud Detection in Cloud Using Federated Learning and Secure Aggregation
[IEEE] 2026-6-26 | Trust and Transparency in Artificial Intelligence Chatbots in E-Commerce
[IEEE] 2026-6-26 | Multimodal AI model for wheat yield prediction using NDVI satellite data, weather time series, and soil parameters
[IEEE] 2026-6-26 | Digital Twin Model of a Smart Irrigation System for Water-Efficient Crop Production
[IEEE] 2026-6-26 | Scriptless Atomic Swap with Batch Processing
[IEEE] 2026-6-25 | Ternary Logic-in-Memory Circuits Constructed by Perovskite Floating-Gated Multilevel Organic Transistor Nonvolatile Memories
[IEEE] 2026-6-26 | 16-nm FinFET FIT Measurements Using a 30 MeV Quasi-Monoenergetic Neutron Source and a Spallation Neutron Source
