[2026-04-02 22:32:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-01
正在获取论文...
[arXiv] 2026-04-01 | Grothendieck's Equality vs Voevodsky's Equality
[IEEE] 2026-4-2 | Porting an Enterprise Linux Distribution to Custom RISC-V Hardware: A Rocky Linux Case Study
[IEEE] 2026-4-2 | Sinba: Singing-To-Accompaniment Generation With Pitch Guidance Via Mamba-Based Language Model
[IEEE] 2026-4-2 | LLaS2S: LLM-based Speech-to-Speech Translation with Context-Aware Duration Prediction Units
[IEEE] 2026-4-1 | From List-Decodability to Proximity Gaps
[IEEE] 2026-4-2 | SDDS: A Scalable and Distributed Data Sharing Scheme in Vehicular Clouds
[IEEE] 2026-4-2 | Disturbance Observer-Based Control for PMSG Wind Turbine System to Cope With Both Balanced and Unbalanced Grid Voltages
[IEEE] 2026-4-1 | A Gradient-Based Causal Discovery Framework With Applications to Complex Industrial Processes_supp1-3674543.pdf
[IEEE] 2026-4-1 | Threshold Voltage Variability Induced by Localized Ferroelectric Phase Distributions in FeFET and Its Mitigation Strategies
[IEEE] 2026-4-1 | Distance-Security Tradeoffs for Repeaterless End-to-End QKD Networks_supp1-3678029.pdf
[IEEE] 2026-4-1 | Top-K-Aware Set Optimization for Component-Sharing Multiobjective Optimization_supp1-3678952.pdf
[IEEE] 2026-4-1 | A Deep Learning-Based Spatio-Temporal Fusion Model Accounting for Strong Phenological Changes
[IEEE] 2026-4-1 | A novel VGSOT-pMTJ write circuit for hybrid CMOS/MTJ CIM architecture
[IEEE] 2026-4-1 | Confidence-Aware Cascaded Learning for Real-Time Weakly Supervised Anomaly Detection in Surveillance Video
[IEEE] 2026-4-1 | Inside back cover
[IEEE] 2026-4-1 | Vehicle Trajectory Prediction in Highway Weaving Areas Considering Interaction-Transfer Characteristics
[IEEE] 2026-4-1 | A 6.5-pJ/Step Reconfigurable Readout IC With Duty-Cycled Resistor and Switched Capacitor for High Linearity RC-to-Digital Converter
[ACM] 2026-4-1 | Research on Data-Driven Reservoir Response Modeling and Oil Recovery Optimization Based on Injection-Production Test Data
[ACM] 2026-4-1 | Does CEO Overconfidence Facilitate or Hinder Corporate AI Application? Based on Machine Learning, Text Analysis, and Linear Regression
[ACM] 2026-4-1 | The Application of Big Data Analysis in Elderly Oriented Renovation Space Design
[ACM] 2026-4-1 | Application of Structured Neural Networks in Artificial Intelligence Recognition
[ACM] 2026-4-1 | Design and Application of an Intelligent Inspection and Product Quality Data Traceability System in Green Smart Manufacturing
[ACM] 2026-4-1 | How Hand Constraints Influence User Defined Gestures in Mixed Reality
[ACM] 2026-4-1 | Designing for Response Tasks: An Empirical Evaluation of Response Tasks in a Video Game Context
[ACM] 2026-4-1 | Proceedings of the 51st Graphics Interface Conference 2025
[ACM] 2026-4-1 | Mitigating the Bandwidth Wall via Data-Streaming System–Accelerator Co-Design
[IEEE] 2026-4-1 | MHCFNN: Multihead Attenuated Neuro-Fuzzy based Deep Learning Model for Cybersecurity in Internet of Things
[IEEE] 2026-4-1 | Measurement Techniques for Power Analysis in Side-Channel Attacks on Integrated Circuits
[IEEE] 2026-4-1 | An Ultra-Low Power Built-in-Self-Test Architecture for CMOS Image Sensors Using Adaptive Thresholding and Clock Gating
[IEEE] 2026-4-1 | LEXA-IDS- A Lightweight Explainable Autoencoder-Assisted Intrusion Detection System for Resource-Constrained Iot Networks
[IEEE] 2026-4-1 | Design and Implementation of an Autonomous Neural Network Subsystem for Monitoring Computer Systems Digital Components
[IEEE] 2026-4-1 | Integrative Graph-based Learning for Multi-Omics Characterization of Drug Resistance in Breast Cancer
[IEEE] 2026-4-1 | A Unified Multi-Modal System for Image Forgery, Text Plagiarism, and AI-Generated Content Detection
[IEEE] 2026-4-1 | A Study on Extract Bits of Pseudorandom Sequences Generated by Me Operation on the Elliptic Curve
[IEEE] 2026-4-1 | A Hybrid Attribute-Content-Based Access Control Model for Medical Information Systems
[IEEE] 2026-4-1 | Advanced Learning Based Quantum Key Distribution Framework for Practical Secure Communication Networks
[IEEE] 2026-4-1 | Efficient Signal Detection Method Based on Sparse Bayesian Learning in ZP-OTFS Systems
[IEEE] 2026-4-1 | Smart AR-Based Sign Language Recognition System for Real-Time Communication and Translation
[IEEE] 2026-4-1 | Threshold Anonymous Credential Scheme Based on Attribute-Based Encryption
[IEEE] 2026-4-2 | Wireless Human Activity Recognition: A Survey of Recent Advances and a Novel Zero-Shot LLM-Based Inference Framework
[IEEE] 2026-4-2 | PunctVR: VR Training for Image-Guided Needle Puncture with a Scaffolded, Self-Directed Framework
[IEEE] 2026-4-2 | Energy-Aware Predictive Offloading in UAV for Containerized Smart Irrigation in IoT Agriculture
[IEEE] 2026-4-2 | Emphasis Sensitivity in Speech Representations
[IEEE] 2026-4-2 | What Sensors See, What People Feel: An Exploratory Study of Subjective Collaboration Perception in Mixed Reality
[IEEE] 2026-4-2 | Scalable Controllable Accented TTS
[IEEE] 2026-4-2 | Heat Flow Characteristics of Segmented Laminar Plasma Torch Influenced by Interelectrode Structure Based on Numerical Simulation
[IEEE] 2026-4-2 | Mechanism and Performance Verification of Channel-Hot-Electron Induced Hot-Hole Injection-Based High-Speed Erasure for Split-Gate Charge-Trapping Flash Memory
[IEEE] 2026-4-1 | Direct measurement of transient temperature at the tool–chip interface using a 3D-printed sensor-integrated cutting tool
[IEEE] 2026-4-2 | An Open-Circuit Fault Diagnosis Method for T-Type Three-Level Inverters Based on Distorted Current Guided by Physical Mechanism
[IEEE] 2026-4-2 | 2026 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)
[IEEE] 2026-4-1 | IEEE Foundation
[IEEE] 2026-4-1 | Deploying Intelligence in Vehicle Electronics [From the Editor]
[IEEE] 2026-4-2 | Audio-CoT: Exploring Chain-of-Thought Reasoning in Large Audio Language Model
[IEEE] 2026-4-2 | Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking
[IEEE] 2026-4-2 | Emotional Styles Hide in Deep Speaker Embeddings: Disentangle Deep Speaker Embeddings for Speaker Clustering
[IEEE] 2026-4-2 | Token-based Attractors and Cross-attention in Spoof Diarization
[IEEE] 2026-4-2 | Advancing Controllable Music Generation with Latent Rectified Flow Guided by Rhythm and Harmony
[IEEE] 2026-4-2 | Table of Contents
[IEEE] 2026-4-2 | Canonical Correlation Residual Score-Based Method for Quality-Related Fault Diagnosis in Industrial Processes
[IEEE] 2026-4-2 | Seismic impedance inversion with adaptive group sparse regularization
[IEEE] 2026-4-2 | Self-Anchored Progressive Framework with Noise Mitigation for Unsupervised Camouflaged Object Detection
[IEEE] 2026-4-1 | Beyond Diagonal RIS: A New Frontier for 6G Internet of Things Networks
[IEEE] 2026-4-2 | Reliability of Lexical Richness Measures for ASR-Based Children’s Speech Assessment
[IEEE] 2026-4-2 | Analysing the Language of Neural Audio Codecs
[IEEE] 2026-4-1 | IEEE WiCAS and YPCAS Host Joint Event IEEE at ISICAS 2015 in Qingdao to Explore Career Reshaping in the AI-Powered Era [CASS Conference Highlights]
[IEEE] 2026-4-1 | Cross-Ambiguity Function Hierarchical Optimization Doppler Estimation for Underwater Acoustic OFDM Communication
[IEEE] 2026-4-2 | Equilibrium Contrastive Learning for Imbalanced Image Classification
[IEEE] 2026-4-2 | IEEE Systems, Man, and Cybernetics Society Information
[IEEE] 2026-4-2 | Towards AGI-Enabled Solutions For IoX Layers Bottlenecks In Cyber-Physical-Social-Thinking Space
[IEEE] 2026-4-2 | Wildfire Spread Forecasting with Deep Learning
[IEEE] 2026-4-1 | QuadQ: Quadratic-Based Value Decomposition for Cooperative Policy Optimization in Multi-Agent Reinforcement Learning
[IEEE] 2026-4-2 | XS-FedPRS: Explainable and Secure Federated Learning for Privacy-Preserving Genomic Analytics in Federated Healthcare Networks
[IEEE] 2026-4-2 | Table of Contents
[IEEE] 2026-4-2 | AoI-Aware Privacy-Preserving Task Allocation in Vehicular Crowdsensing
[IEEE] 2026-4-2 | Joint Overt–Covert Dual-Robust Beamforming for Satellite Communications
[IEEE] 2026-4-1 | Rotating Scaled Synchronization of Networked Agent Systems With Hybrid Time Delays
[IEEE] 2026-4-1 | The Franklin Stove: An Unintended American Revolution—Joyce E. Chaplin (New York, NY, USA: Farrar, Straus and Giroux, 2025, 422 pp.)
[IEEE] 2026-4-2 | Video-Based Cross-Domain Emotion Recognition Via Sample-Graph Relations Self-Distillation
[IEEE] 2026-4-2 | Demonstration of Improvement in On-Resistance versus Breakdown Voltage Trade-Off for Top-Gate High-Voltage InGaO TFTs
[ACM] 2026-4-1 | Application of Embodied Intelligence Based on Environmental Perception and Knowledge Graph in the Design of Marine Culture IP Toys
[ACM] 2026-4-1 | A Deep Prediction Model for University Students' Mental Health Using Multimodal Data and Attention Mechanisms
[ACM] 2026-4-1 | Path planning for Unmanned Surface Vehicles based on the improved Bi-RRT algorithm integrated with the DWA algorithm
[ACM] 2026-4-1 | Research Hotspots and Trends in the Application of Smart Healthcare in Chronic Disease Management: A Bibliometric Analysis Based on CiteSpace and VOSviewer
[ACM] 2026-4-1 | Data-Driven Feasibility Analysis of Tourmaline Industrialization Using Hybrid Intelligent Optimization Algorithm
[ACM] 2026-4-1 | A Review of Research Progress on Digital and Intelligent Management Platforms for Whole-Process Documentation at Construction Sites
[ACM] 2026-4-1 | A Study on Named Entity Recognition in Classical Chinese Medical Texts Using BERT-BiGRU-CRF
[ACM] 2026-4-1 | Understanding Education Practitioners' Attitudes toward Basic Education Integration in the Guangdong–Hong Kong–Macao Greater Bay Area: A K-means Clustering Study
[IEEE] 2026-4-1 | SP $^{2}$ Join: Secure and Practical Multi-Table Pairwise Equi-Join Queries over Encrypted Databases
[IEEE] 2026-4-1 | Security-Trust-Determinism Co-Design Using Hybrid Intrusion Detection With Temporal Modeling for Real-Time Publish-Subscribe Middleware
[IEEE] 2026-4-1 | Load Disaggregation in Residential Appliances with Multiple States: Comparative Techniques
[IEEE] 2026-4-1 | FedAligns: A Federated Learning-Based IoT Intrusion Detection Method with Direction-Aligned Updates
[IEEE] 2026-4-1 | From Structure to Semantics: Hypergraph-Based AR Assembly Guidance with LLM-Mediated Narration
[ACM] 2026-4-1 | Challenges of Precueing Instructions for Compound Task Procedures in Mixed Reality
[IEEE] 2026-4-1 | Accuracy-Efficiency Trade-Off Analysis of Deep Learning Models for Breast Cancer Diagnosis Using Ultrasound Images
[IEEE] 2026-4-1 | Context-Aware Explanation Drift Detection (CA-EDD): For Plant Disease Severity Estimation
[IEEE] 2026-4-1 | Artificial Intelligence in Recruitment: Frameworks and Innovations
[IEEE] 2026-4-1 | Detection of Algorithmic Bias in AI-Based Recruitment Systems Using Explainable AI
[IEEE] 2026-4-1 | Towards Trustworthy LLMs: A Hybrid RAG-Enhanced, Attention-Driven Multi-Metric Framework for Model Evaluation and Comparison
[IEEE] 2026-4-1 | Distributed Generalized Distributionally Robust Equilibrium Seeking for Dynamical Games Under Unknown Time-Varying Interference
[IEEE] 2026-4-1 | Smart Pill Dispenser with Facial Recognition and Health Monitoring
[IEEE] 2026-4-1 | A Unified Modeling Framework for Cognitive Wildlife Monitoring
[IEEE] 2026-4-1 | WirelessEV-OPT: Metaheuristic Optimization of Resonant Frequency and Power Transfer Using PSO and GWO
[IEEE] 2026-4-1 | Synchronization Control Based on Sequential Convergence
[IEEE] 2026-4-1 | Swin-ResU-Net: Hybrid Transformer CNN for Spatial Segmentation of Satellite Imagery
[ACM] 2026-4-2 | Implicit Aspect-Based Sentiment Analysis: A Systematic Review
[IEEE] 2026-4-2 | AsymDrive: Fingertip-Free Force Illusions Induced by Asymmetric Vibrations on Dorsal-Palmar Tendons
[IEEE] 2026-4-2 | A Study of the Scale Invariant Signal to Distortion Ratio in Speech Separation with Noisy References
                    <sup>*</sup>
[IEEE] 2026-4-2 | Multiple Distributed Wardens with Amplify-and-Forward Fusing Strategy in Covert Communications
[IEEE] 2026-4-2 | ASRU 2025 Preface
[IEEE] 2026-4-2 | ProtoCLAP – Prototypical Contrastive Language-Audio Pretraining
[IEEE] 2026-4-2 | Record Replay Repeat: Improving Interactivity Between Non-Player Characters with Additive Record and Replay
[IEEE] 2026-4-1 | Fabrication of High-Resolution Digital Torque Wrenches With Quartz Crystal Force Sensors
[IEEE] 2026-4-2 | Full
                    <i>V</i>
                    -band High-Efficiency Gap Waveguide-Based Single-Layer Corporate-Feed Slot Array Antenna
[IEEE] 2026-4-2 | “Reflecting on Mark Weiser's Vision in 2026”
[IEEE] 2026-4-2 | Edge Extension for Missing Anatomical Features: A Mask-Guided Spatial Diffusion Framework for Ultrasound Scoliosis Image Outpainting
[IEEE] 2026-4-2 | Dependency-Aware Microservice Deployment Optimization via Neural Heuristic Learning
[IEEE] 2026-4-2 | FD-SCU: Frequency Decomposition-based Spectrum Collaborative Upsampling for Point Cloud Color Attribute_supp1-3678090.pdf
[IEEE] 2026-4-2 | Real-Time Implementation and Experimental Validation of a Novel Vector Control Strategy for a PV-Fed Reduced-Structure Inverter–Driven Induction Motor Using dSPACE 1104
[IEEE] 2026-4-2 | Unified Object Detector with Dynamic Switch Mechanism Based on Deep Learning Advances: A Paradigm-Aware Architecture for Adaptive Detection
[IEEE] 2026-4-1 | Model Predictive Control of DAB Converters for RMS Inductor Current Minimization Under ZVS Constraints
[IEEE] 2026-4-2 | Excluded Volume Effect in GI/G/s Queues
[IEEE] 2026-4-2 | Semantic Similarity-Based AI RMF and NIST SP 800-53 Integrated Crosswalk Structured Process
[IEEE] 2026-4-1 | Connected Vehicular Network Ground-to-Air Target Tracking Based on Bearings Measurements: Pseudolinear Information-Guided Strategy
[IEEE] 2026-4-2 | ZipVoice: Fast and High-Quality Zero-Shot Text-to-Speech with Flow Matching
[IEEE] 2026-4-2 | Multilingual Dataset Integration Strategies for Robust Audio Deepfake Detection: A SAFE Challenge System
[IEEE] 2026-4-2 | Neuromorphic Adaptive Precision RISC-V Processor with Real-Time Precision Scaling and Neuronal State Management
[IEEE] 2026-4-2 | Copyright Page
[IEEE] 2026-4-2 | Linear Order Graph Sparsification for MCMC and Mean-Field Annealing
[IEEE] 2026-4-2 | Solving the Number Partitioning Problem with Hardware-Accelerated Probabilistic Computing
[IEEE] 2026-4-2 | GPU Kernel-Level Characterization and Optimization of Transformer Models: From Baseline to LoRA Fine-Tuning
[IEEE] 2026-4-1 | Congratulations IEEE Fellows
[IEEE] 2026-4-2 | Comparison on Power Cycling Test Consistency Across Technical Routes: Core Stress-Relative Parameters Alignment as the Key to Equivalence
[IEEE] 2026-4-1 | An EEG-Based Multi-Source Domain Knowledge Transfer Framework for Cross-Session and Cross-Subject Emotion Recognition
[IEEE] 2026-4-2 | Integrating a Degradation-Driven Methodology in Board Level Vibration Testing
[IEEE] 2026-4-2 | Full-Duplex-Bench: A Benchmark to Evaluate Full-Duplex Spoken Dialogue Models on Turn-taking Capabilities
[IEEE] 2026-4-2 | Voice Factor Control Using FIR-Based Fast Neural Vocoder for Speech Generation Applications
[IEEE] 2026-4-2 | Masthead
[IEEE] 2026-4-1 | IEEE Transactions on Evolutionary Computation Information for Authors
[IEEE] 2026-4-2 | GL-MambaLite: A Lightweight Global-Local Feature Enhanced Network for Building Extraction
[IEEE] 2026-4-2 | Immersive VR for the Assessment of Spatial Skills in Adolescents: Performance, Gender Effects, and Links to Computational Thinking_supp1-3679088.pdf
[IEEE] 2026-4-2 | Double Dynamic Event-Triggered Leader-Following Consensus for Nonlinear Multiagent Systems Under Directed Graphs
[ACM] 2026-4-1 | Dimensionality and randomness
