[2026-03-05 09:30:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-04
正在获取论文...
[arXiv] 2026-03-04 | Strong Approximation for the Character Variety of the Four-Times Punctured Sphere
[IEEE] 2026-3-4 | Citymind: A Multimodal Federated Transformer Framework for Real-Time Urban Anomaly Detection and Adaptive City Response
[IEEE] 2026-3-4 | Video Game Addiction, Mental Health, and Social Well-Being Through Structural Equation Modeling
[IEEE] 2026-3-4 | Grammar Error Detection and Correction in English Writing Using Sequence Labeling Networks
[IEEE] 2026-3-4 | Message from the Technical Program Committee Co-Chairs
[IEEE] 2026-3-4 | RIHA: Report-Image Hierarchical Alignment for Radiology Report Generation
[IEEE] 2026-3-4 | Dual-Input AWG with Adaptive Regression Algorithm for High-Precision FBG Interrogation
[IEEE] 2026-3-4 | Near-Field Focusing and Beam Shaping Through Cooperative RIS for Communications and Sensing
[IEEE] 2026-3-4 | IEEE Transactions on Radiation and Plasma Medical Sciences Publication Information
[IEEE] 2026-3-4 | Transfer Learning for Human Motion Prediction: Improving Accuracy under Data Scarcity
[IEEE] 2026-3-4 | Stochastic Sampled-Data Fuzzy Security Control for Nonlinear Markov Jump Distributed Parameter Systems With Time-Varying Delay
[IEEE] 2026-3-4 | A Comprehensive Dataset and Simulation Framework for Fault Analysis in Power Transmission Systems: Dataset Description and Statistical Insights
[IEEE] 2026-3-4 | Millimeter-Wave FMCW-MIMO Radar System Using Point-Cloud Feature-Based Decision Tree for Vehicle In-Cabin Infant Occupant Detection
[IEEE] 2026-3-4 | Digital Multimeters Voltage Sampling Performance Comparison
[IEEE] 2026-3-4 | A Precision-Enhanced 1x De-Embedding Method Incorporating a Hybrid Transformer-CNN Network
[ACM] 2026-3-4 | Understanding the Interplay between LLMs' Utilisation of Parametric and Contextual Knowledge: A Keynote at ECIR 2025
[IEEE] 2026-3-4 | Association of Rare Disease Diagnosis and Its Treatment Using Artificial Intelligence – A Review
[IEEE] 2026-3-4 | A Site-Specific Framework for Battery Sizing in Grid-Constrained EV Charging Infrastructure
[IEEE] 2026-3-4 | 41-Level Hybrid Asymmetric Cascaded Multilevel Converter with 4:1 Voltage Ratio
[IEEE] 2026-3-4 | Design and Analysis of Switched Controlled Capacitor Compensation Technique for achieving Constant Power Under Large Misalignment Condition
[IEEE] 2026-3-4 | Enhancing Workforce Management through Self-Supervised Learning and Reinforcement Learning for Productivity Prediction
[IEEE] 2026-3-4 | Analysis and Prediction of TEC Variations Using Different ML Algorithms
[IEEE] 2026-3-4 | An Intelligent Deep Learning Framework for Automated Pest Detection in Coconut Trees
[IEEE] 2026-3-4 | A Near-Threshold Machine Learning Accelerator for Energy-Efficient Edge Inference
[IEEE] 2026-3-4 | Towards a Big Data Analytics Maturity Model: A New Approach to the Assessment of Information System Alignment
[IEEE] 2026-3-4 | Advancing Public Safety Through Emerging Technologies: a Holistic Approach to Innovation
[IEEE] 2026-3-4 | Hierarchical BiLSTM with Attention for Text Summarization
[IEEE] 2026-3-4 | Innovative AI Models for Real-Time Personalized Educational Experiences: Reducing Cognitive Load in Augmented Reality (AR) Learning
[IEEE] 2026-3-4 | SmartWall: An Infrastructure for Sensory and Computation-Capable Buildings Using Sustainable and Low-Cost Smart Materials
[IEEE] 2026-3-4 | RT-AIBI: A Real-Time AI-Augmented Business Intelligence Framework Leveraging Cloud Data Lakes for Agile Decision-Making
[IEEE] 2026-3-4 | Synergizing PRP and RSTP in Substation Automation Using Dynamic Routing
[IEEE] 2026-3-4 | Energy Efficient 16 Transistor Full Adder Circuit
[IEEE] 2026-3-4 | State Estimation by Optimal Micro-PMU Placement in Radial Distribution Network
[IEEE] 2026-3-4 | Integrating Blockchain into Smart Tourism: Towards an Enhanced User Experience
[IEEE] 2026-3-4 | An Experimental and Techno-Economic Investigations of PCM, Fins and Water-Based Solar PV Panel Cooling Strategy
[IEEE] 2026-3-4 | Towards Energy-Aware 5G Deployment: An Adaptive Power Estimation Framework with Stochastic Analysis
[IEEE] 2026-3-4 | EchoNews: An AI-Powered RSS Aggregation and Summarization System for Personalized News Delivery
[IEEE] 2026-3-4 | PinDrop: Breaking the Silence on SDCs in a Large-Scale Fleet
[IEEE] 2026-3-4 | Data-driven Control of Discrete-time System with Dynamic Event-triggered Strategy
[IEEE] 2026-3-4 | Electric Vehicle-Based Frequency Support in Low-Inertia Power Grids
[IEEE] 2026-3-4 | Modbus TCP/IP Attack Detection Using Lightweight Active Probing in Smart Grid Environment
[ACM] 2026-3-5 | Reconfiguring Human Subjectivity in the Age of Generative Artificial Intelligence: A Philosophical Reflection and Evidence-Informed Framework
[IEEE] 2026-3-4 | Effective Damping Factor Estimation in Inertia-Aware Power Systems Using Ambient Data
[ACM] 2026-3-5 | A Traffic Flow Prediction Model with Dynamic Graph Convolutional Neural Network Based on Generative Adversarial Learning
[IEEE] 2026-3-4 | Real-Time IoT and Machine Learning Framework for Fault Diagnosis and Monitoring in Solar Power Systems
[IEEE] 2026-3-4 | Implementation of Custom VLSI Chips to Accelerate Edge AI for Real-Time Audio and Video Processing Applications
[IEEE] 2026-3-4 | Design and Analysis of Novel Hybrid Coil for Large Horizontal and Vertical Misallignment-Tolerant
[IEEE] 2026-3-4 | Hybrid PSO-ACO Optimized CNN: A Novel Approach for Pneumonia Detection
[IEEE] 2026-3-4 | Federated Learning: A Local Model Weight Averaging Approach for Smart Home Load Forecasting
[IEEE] 2026-3-4 | Design of an Optimized Live Facial Image Capture System for Biometric Attendance Using KNN
[IEEE] 2026-3-4 | A Linear Mixed Integer Optimization Problem Formulation for Siting, Sizing and Charging Schedule of Battery Energy Storage System in Active Distribution Networks
[IEEE] 2026-3-4 | Object Detection Using Deep Learning Algorithm in Aircrafts
[IEEE] 2026-3-4 | Coverage and Reach Evaluation of Multi-Topology Mesh Networks for Emergency Communication
[IEEE] 2026-3-4 | Towards Compute-Aware In-Switch Computing for LLMs Tensor-Parallelism on Multi-GPU Systems
[IEEE] 2026-3-4 | Stock Market Sentiment Analysis Leveraging Transformer-Based Deep Learning Models for Financial News Interpretation
[IEEE] 2026-3-4 | Secure Log Ingestion and Visualization Using Dockerized Graylog with Multiple Log Shippers
[IEEE] 2026-3-4 | Solar Integration for Stability of Railway Traction Power: A Vehicle Dynamics Approach
[IEEE] 2026-3-4 | Bridging Visual and Auditory Worlds: Comparing ViT and TTS in Assistive Tech
[IEEE] 2026-3-4 | A Robust Control Approach for Mitigating Disturbances in Grid-Interfaced Power Inverters
[IEEE] 2026-3-4 | A Data-Driven Framework for Phased User Migration in Enterprise System Modernization
[IEEE] 2026-3-4 | Enhancing the Hydrogen Energy's Decarbonization Value: A Hydrogen Credit Market Mechanism Design
[IEEE] 2026-3-4 | AtmosFlux-NetX: A Multimodal Spatio-Temporal Fusion Model for Ultra-Fine Air Pollution Reconstruction
[IEEE] 2026-3-4 | Operator Splitting Scheme Based Distributed Energy Management for Networked Multi-Microgrids
[IEEE] 2026-3-4 | A Case Study for Vulnerable Road Users Protection: Systematic Approach for Managing and Scheduling C-ITS Workloads in Heterogeneous Clusters
[IEEE] 2026-3-4 | A Single-Transducer Strategy for Dual-Mode Ultrasonic Excitation Utilizing Edge-Induced Longitudinal Waves in
                    <i>d</i>
                    <sub>15</sub>
                    Thickness-Shear Mode Transducer
[IEEE] 2026-3-4 | Oscillation Experiments at the VENUS-F Zero Power Fast Reactor: Measurement of a B
                    <sub>4</sub>
                    C Reference Sample
[IEEE] 2026-3-4 | EMND-SS: Equivalent Magnetic Node-Driven Sparse Surveying for Reliable Magnetic Mapping in Unknown Environments
[IEEE] 2026-3-4 | A Hybrid-Policy MADQN-Based Resource Allocation Solution for Power-Domain NOMA-Enhanced RAN Slicing
[IEEE] 2026-3-4 | SPECTRA: Secure Framework for Adaptive Frequency Hopping and Decentralized Storage
[IEEE] 2026-3-4 | Mind Your Prompt: How Tone Affects LLM Consistency and Safety
[IEEE] 2026-3-4 | Asymmetric KV Cache Compression using State-Aware Sparsity and Quantization
[IEEE] 2026-3-4 | Mani-NENet: Manifold Neuron Energy Network-enhancing Dysplastic Cells Perception for Lung Adenocarcinoma Subtypes Recognition
[IEEE] 2026-3-4 | Message from the Program Chairs: NISS 2025
[IEEE] 2026-3-4 | Adaptive Segmentation of EEG for Machine Learning Applications
[IEEE] 2026-3-4 | Pose-Free Radiance Reconstruction with Depth and Exposure Priors on a Cloud-Native Hybrid KAN Framework
[IEEE] 2026-3-4 | Crowd Entropy-Based Prediction Model: Unidirectional Flow
[IEEE] 2026-3-4 | Learning Execution Plan Embeddings for Multi-Dimensional Query Resource Prediction
[IEEE] 2026-3-4 | Multi-Data Models Control of Grid-Connected Inverters for Enhanced Adaptive Compensation Capability
[IEEE] 2026-3-4 | Customising Electricity Contracts at Scale with Large Language Models
[IEEE] 2026-3-4 | High Accuracy CaAlg-coated D-shaped Optical Fiber Humidity Sensor using Multi-peak Wavelength Shift Averaging Method
[IEEE] 2026-3-4 | Affiliate Plan of the IEEE Nuclear and Plasma Sciences Society
[IEEE] 2026-3-4 | Cross-modal Knowledge Distillation for Oriented Object Detection in Modality Missing Visible-Infrared Images
[IEEE] 2026-3-4 | Energy-Efficient Federated Learning in Mobile Edge Computing via Fine-grained Energy Planning Client Selection_supp1-3668371.pdf
[IEEE] 2026-3-4 | Path Planning using a One-shot-sampling Skeleton Map
[IEEE] 2026-3-4 | Modeling and Performance Analysis of Single Phase PWM Rectifier
[IEEE] 2026-3-4 | Under Water Image Driven Pollution Monitoring using Unmanned Water Surface Vehicle
[IEEE] 2026-3-4 | Vulnerability Assessment and Active-Passive Defense Strategies for Cyber Physical Power Systems Considering Load Shedding and Node Survival Rate
[IEEE] 2026-3-4 | Improving the Post-Fault Recovery and Frequency Control Ancillary Services Capability of BESS: Analyzing the Meter Blocking Logic and Filter Constant
[IEEE] 2026-3-4 | An 8-Bit ALU Based in AXI4-Lite for Applications Along with SOCs
[IEEE] 2026-3-4 | AI-Driven Hybrid Deep Learning Model for Snake Classification and Venom Identification Using Convolutional Neural Networks
[IEEE] 2026-3-4 | Evaluating DF-GNC Approach in Predicting Sustained Oscillations for Converter-Based Systems
[IEEE] 2026-3-4 | Deep Learning-Based Network Intrusion Detection Systems: A Comprehensive Survey of Methods, Evolution, and Research Perspectives
[IEEE] 2026-3-4 | A Novel Leakage Energy-Assisted Quasi-Z-Source Converter for High Voltage Gain and Soft Switching in Renewable Energy Applications
[IEEE] 2026-3-4 | AI-Powered Smart Vision Mouse Interface for Touchless Human Computer Interaction
[IEEE] 2026-3-4 | LFC Profile Improvement of an AC Microgrid employing walrus optimized T2-fuzzy Controller under cyber attacks
[IEEE] 2026-3-4 | Towards Smart Power Quality Accountability by Using Fuzzy Rule-Based Approach
[IEEE] 2026-3-4 | Robust Energy-Saving Control Strategies for Agricultural UAV Electromechanical Systems Based on Modular Hybrid Optimization Algorithms
[IEEE] 2026-3-4 | Hazardous Gas Sensing Technologies: A Review of Chemiresistive, Electrochemical, and Optical Fiber Sensors with a Vision for UAV-Based Emergency Response
[IEEE] 2026-3-4 | Comprehensive Web Vulnerability Assessment Using Open-Source Intelligence Techniques
[IEEE] 2026-3-4 | A Graph-Based Method to Reveal Communities and Influential Products from Reviews Through Stylometric Analysis
[IEEE] 2026-3-4 | Design and Implementation of Precise Slope Algorithms for Servomotor Position Control Using Raspberry Pi Pico
[IEEE] 2026-3-4 | ReThermal: Co-Design of Thermal-Aware Static and Dynamic Scheduling for LLM Training on Liquid-Cooled Wafer-Scale Chips
[ACM] 2026-3-5 | Research on Text Difficulty Grading of International Chinese Textbooks Based on CNN-LSTM
[IEEE] 2026-3-4 | HealNet-Auto: A Generative AI–Driven Self-Healing Framework Using Adaptive AutoML Pipelines
[IEEE] 2026-3-4 | Robust Facial Expression Recognition with VGG16: Large-Scale Training and Cross-Dataset Validation on AffectNet and FER2013
[IEEE] 2026-3-4 | Blockchain enabled AI-agent based peer-to-peer energy trading and fault management system
[IEEE] 2026-3-4 | LLMOps Beyond Chat: Architecting APIs for Industry-Specific Language Interfaces
[IEEE] 2026-3-4 | A Novel Grey Wolf Optimization Algorithm with Enhanced Exploration, and Exploitation Ability
[IEEE] 2026-3-4 | Ensemble-Based Diabetic Retinopathy Detection Using CNN, Random Forest, and AdaBoost
[IEEE] 2026-3-4 | Secure Key Association, Forger Identification and Dealer Forgery Detection for a ($t, n$) Threshold Setup
[IEEE] 2026-3-4 | Robust CLIP-Based Multimodal Fake News Detection in Noisy Social Media Environments
[IEEE] 2026-3-4 | American Sign Language Recognition Using Deep Learning for Static Gesture Classification
[IEEE] 2026-3-4 | Optimal Scheduling of Active Distribution System Considering Emission Cost and Battery Degradation
[IEEE] 2026-3-4 | Near Real-Time Speech Translation from English to Kannada Using Whisper Model
[IEEE] 2026-3-4 | A Cryptographically Enhanced LLM-Based Chatbot Architecture with Session-Specific Polynomial-Matrix Encryption
[IEEE] 2026-3-4 | Enhanced Ripple Reduction for Single-Phase AC to DC Converters
[IEEE] 2026-3-4 | Dynamic Risk Stratification in ICU Sepsis: A Deep Reinforcement Learning Approach Using Synthetic Data
[IEEE] 2026-3-4 | Real-Time Cyberbullying Detection Using NLP and Ensemble Learning Techniques
[IEEE] 2026-3-4 | Cross-Regional Adaptation of Deep Learning Architectures for PV Power Forecasting Under Climatic Uncertainty
[IEEE] 2026-3-4 | Enhancing Energy Demand Predictions with Seasonal Patterns and Dual Temporal Inputs in a Hybrid GPI-DSSM Model
[IEEE] 2026-3-4 | A Computer Vision-based System to Detect Indian Road Signs using Deep Learning in Real-Time
[IEEE] 2026-3-4 | AI-based Periapical Lesion Segmentation in 2D Periapical Radiographs using Residual U-Net
[IEEE] 2026-3-4 | Single-Stage Sensorless Induction Motor Drive with Lyapunov-Based Control for Solar PV-Powered Irrigation Pumps
[IEEE] 2026-3-4 | Generative Adversarial Networks for Image Augmentation: Architecture, Training, and Real World Applications
[IEEE] 2026-3-4 | Uncertainty-Aware Market Participation Models for Distributed Energy Resource Aggregators
[IEEE] 2026-3-4 | Parameter Inversion Algorithm for Complex Systems Integrating Deep Physical Networks and Optoelectronic Information Sensing
[IEEE] 2026-3-4 | Strategic Planning of Battery and Hydrogen Storage Systems for Optimal Dispatch During Renewable Drought Conditions
[IEEE] 2026-3-4 | Harnessing Artificial Intelligence for Data Preprocessing to Improve Malware Detection Accuracy
[IEEE] 2026-3-4 | Advanced Obstacle Detection for Improved Collision Avoidance in Autonomous Vehicles
[IEEE] 2026-3-4 | Advancing Breast Cancer Detection Through ConvNeXt-Tiny and Attention-Based Deep Learning
[IEEE] 2026-3-4 | Optimal Operation Strategy for a Virtual Power Plant with Heterogeneous Distributed Energy Resources
[IEEE] 2026-3-4 | AI/IoT–Enabled Precision Hydroponics System for Optimal crop yield
[IEEE] 2026-3-4 | Speech Analysis for Parkinson’s Disease Detection: Exploring Acoustic Features and Machine Learning Approaches
[IEEE] 2026-3-4 | Online Optimization of Resource Allocation in Computer-Aided Public Safety Dispatch Systems
[IEEE] 2026-3-4 | Generalizable Deep Learning for Urban Air Pollution Forecasting: AirNet-Adapt with Cross-Domain Alignment on Beijing and UCI Air Quality Data
[IEEE] 2026-3-4 | Machine Learning Based Seamless Solar-Grid Transition and Voltage Regulation Using Power Electronics in Industrial DC Grids
[IEEE] 2026-3-4 | Real-Time Proctoring System for Online Examinations Using MediaPipe Framework
[IEEE] 2026-3-4 | Enhancing intrusion detection system security by metaheuristic-based feature selection and machine learning
[IEEE] 2026-3-4 | Arduino Uno Based LPG Gas Detector and Regulator Control System
[IEEE] 2026-3-4 | Artificial Neural Network-Based Prediction of Soil Settlement
[IEEE] 2026-3-4 | MACV: A Specialized Multi-Agent and Consensus Framework for Reliable LLM Outputs
[IEEE] 2026-3-4 | Smart Healthcare Assistant: Doctor Recommendation and Appointment Scheduling Using ML &amp; NLP
[IEEE] 2026-3-4 | Incorporating Intra-Interval Power Balance Behavior in Ex-Ante Market Dispatch and Pricing
[IEEE] 2026-3-4 | Advancing Earthquake Prediction Accuracy Through Machine Learning: A GBM-Based Study on Diagnostic Performance and Reliability
