[2026-02-21 09:18:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-20
正在获取论文...
[ACM] 2026-2-20 | Wildfire@Home: Personalized Immersive Training for Household Situation Awareness
[IEEE] 2026-2-20 | Efficient Symmetric Key Based Fully Homomorphic Encryption Scheme
[IEEE] 2026-2-20 | Deep Multimodal Representation Learning for Social Media Based Depression Detection
[IEEE] 2026-2-20 | Design and Analysis of Dual Permanent Magnet Linear Machine with a Primary-Side Halbach Array
[IEEE] 2026-2-20 | Principled Cyber–Physical System Design: From Foundations and Models to Practical Engineering
[IEEE] 2026-2-20 | Early Stage Detection of Knee Osteoporosis through X-Ray Imaging with Fine-Tuned VGG19
[IEEE] 2026-2-20 | A Robust and Interpretable Deep Learning-Based System for Multi-Category Skin Cancer Categorization on Resource-Constrained Edge Devices
[IEEE] 2026-2-20 | Improved Linear Estimation of Battery Open-Circuit Voltage and RC Model Parameters from Pulse-Relaxation Data
[IEEE] 2026-2-20 | Hybrid Post-Quantum Cryptography (PQC) for Patient-Centric EHR
[IEEE] 2026-2-20 | Adaptive Real-Time Meta-Learning Framework with Hybrid AI Classifiers for Live Detection and Mitigation of DDoS Attacks
[IEEE] 2026-2-20 | Development of Dependable Systems Using Constrained Colored Petri Nets
[IEEE] 2026-2-20 | Evaluating the Efficiency and Fidelity of Image Compression Methods: From Classical Codecs to Deep Learning Approaches
[IEEE] 2026-2-20 | CardioRiskMapper: A Predictive Model for Assessing Cardiovascular Risk Factors in Clinical Decision Making
[IEEE] 2026-2-20 | A Multi-Modal Quantification of Parkinson’s Medication Response Using Kinematic Rigidity Profiling and Acoustic Feature Regression: A Proof-of-Concept Study
[IEEE] 2026-2-20 | Employing random forest regression and oceanic factors to predict the occurrence of marine heatwaves
[IEEE] 2026-2-20 | Intelligence Shoes with Live Tracking and Health Analytics
[IEEE] 2026-2-20 | YOLOv5-WMA: Improved YOLOv5 with Windowed Multi-Head Attention for Infrared Welding Anomaly Detection
[IEEE] 2026-2-20 | Techno Economic and ML Optimization of IOE Integrated Hybrid Solar-Wind-Biomass Microgrid in Remote Kerala Village, India - A Case Study
[IEEE] 2026-2-20 | Transfer Learning for Survival Analysis with Application to Breast Cancer Risk Prediction
[IEEE] 2026-2-20 | Deploying Context-Aware AI Tools for Internal Organizational Communication
[IEEE] 2026-2-20 | Intra-Lead ECG Analysis for Deepfake Detection Using Temporal Neural Networks
[IEEE] 2026-2-20 | Enhanced Plant Leaf Disease Detection Using Optimized Machine Learning Models
[IEEE] 2026-2-20 | A Pattern-Based Predictive Optimization of E-Shape Antenna Design Using Pre-Simulated Data
[IEEE] 2026-2-20 | An Integrated Framework for Real-Time Crime Prediction and Trend Analysis Using Crime Cast-AI
[IEEE] 2026-2-20 | A Data-Based Digital Twin Model for Distributed Systems in the Field
[IEEE] 2026-2-20 | M3ET: Efficient Vision-Language Learning for Robotics based on Multimodal Mamba-Enhanced Transformer
[IEEE] 2026-2-20 | Novel 9-Level Switched Capacitor Inverter with Reduced Components and Variable Frequency PWM
[IEEE] 2026-2-20 | Integrated Electrical and Thermal Model of Li-ion Batteries for Accurate SOC, Core Temperature, and Internal Resistance Estimation
[IEEE] 2026-2-20 | Explainable AI for Deep Gait-based Fall Detection Models: Smartphone vs. Wearable Inertial Sensors
[IEEE] 2026-2-20 | Comparative Analysis and Final Selection of the Best Reference Frame for MTPA Control Implementation in DI-WRIM Drives
[IEEE] 2026-2-20 | Deep Learning Model Development Using a Super-Resolution Approach for Age and Gender Recognition in Low-Resolution Facial Images
[IEEE] 2026-2-20 | Integrating BFV Homomorphic Encryption and BB84 QKD: A Simulation Study of Quantum-Resilient Encrypted Computation
[IEEE] 2026-2-20 | Greedy Adaptive Critics and Integral Reinforcement Learning: Convergence and Optimal Control for Constrained-Input Systems
[IEEE] 2026-2-20 | Doppler-Robust Zero-Crossing Deep Autoencoder Vocoder for Secure and Efficient Underwater Acoustic Speech Communication
[IEEE] 2026-2-20 | Using an Immersive Virtual Reality Game Guided by Generative AI for Fifth-Grade Science Learning
[IEEE] 2026-2-20 | Comparative Machine Learning Analysis for Predicting Container Turnaround Time in ESG-Driven Port Marine Systems
[IEEE] 2026-2-20 | Multi-Objective Optimization Method of Distribution Network Outage Planning Based on Interpretable Deep Reinforcement Learning
[IEEE] 2026-2-20 | Performance Evaluation and Optimization of Energy Storage in Renewable-Powered Nanogrid Systems
[IEEE] 2026-2-20 | A Steel Industry Smoke Feature Extraction Method Based on Variable Selective Convolution
[IEEE] 2026-2-20 | A Comparative Analysis of AI-Based Predictive Models for NIFTY50 Index Forecasting
[IEEE] 2026-2-20 | Enhancing Startup Support in TBIs through AI and IoT-Enabled Decision Systems
[IEEE] 2026-2-20 | SE-FedMLP: A Federated Learning Approach with Squeeze-and-Excitation MLP for Crop Recommendation
[IEEE] 2026-2-20 | The Indian Agriculture System's Implementation of Diverse Agriculture Techniques and Technologies to Promote Sustainable Farming
[IEEE] 2026-2-20 | Human Behavior as a Key: An Innovative Fusion of AI and MFA
[IEEE] 2026-2-20 | Advanced Packed U-Cell Inverter Topology for High-Efficiency Power Conversion
[IEEE] 2026-2-20 | Enhancing Anemia Detection with Histogram-Based Gradient Boosting and SMOTE Integration
[IEEE] 2026-2-20 | Impact of tilt angle on bifacial power gain of a bifacial solar photovoltaic (PV) module: A comparative study with monofacial (rear side covered) module
[IEEE] 2026-2-20 | Performance Degradation of Deep and Traditional Machine Learning Models Under Market Volatility: An Inter-Day Stock Trend Comparison
[IEEE] 2026-2-20 | NB-IoT over Non-Terrestrial Networks: Performance Evaluation for MT &amp; MO scenarios
[IEEE] 2026-2-20 | Performance of ZP-OTFS Communication System Over Transmission Channel
[IEEE] 2026-2-20 | Comparative Analysis of CNN and Transformer Models for Cigarette and E-Cigarette Detection
[IEEE] 2026-2-20 | Fault Location in Intelligent Substations Based on Multimodal Spatio-Temporal Graph Neural Networks
[IEEE] 2026-2-20 | Receiver Algorithms for Satellite-Terrestrial ISAC-RIS Systems
[IEEE] 2026-2-20 | Sugarcane Disease Classification Using MobileNetV3
[IEEE] 2026-2-20 | Multi-Layered Cybersecurity for Smart Power Grids Using AI and Machine Learning for Real-Time Threat Detection and Prevention
[IEEE] 2026-2-20 | Forest Fire Prediction using One Dimensional Convolutional Neural Network
[IEEE] 2026-2-20 | TabNet-Based Deep Transfer Learning Approach to Predict Anxiety Disorder over Obsessive Compulsive Disorder Dataset
[IEEE] 2026-2-20 | Cloudless Intelligence: Building Autonomous AI Agents on Edge Fabric
[ACM] 2026-2-20 | Integrating Human Factors into Insider Threat Detection – A Systematic Review
[IEEE] 2026-2-20 | ISRITI 2025 Cover Page
[IEEE] 2026-2-20 | ISRITI 2025 Index
[IEEE] 2026-2-20 | ISRITI 2025 Breaker Page
[IEEE] 2026-2-20 | SYMPOL 2025 Cover Page
[IEEE] 2026-2-20 | SYMPOL 2025 Cover Page
[IEEE] 2026-2-20 | Message from ATC 2025 General Chairs
[IEEE] 2026-2-20 | Benchmarking Subjective Quality Assessment Methodologies for Light Field Compression_supp1-3661409.pdf
[IEEE] 2026-2-20 | Sea Surface Elevation Retrieval From Synthetic Aperture Radar During Tropical Cyclones
[IEEE] 2026-2-20 | Path-Specific Beamforming and Nonuniform Doppler Compensation for Underwater Acoustic Communications
[IEEE] 2026-2-20 | Random Access for Semantic Transmission under Finite Buffer and Retransmission in Vehicular Networks
[IEEE] 2026-2-20 | ATRMME: A Tensor Ring-based Feature Extraction Method for Hyperspectral Remote Sensing Image Classification under Noisy Labels
[IEEE] 2026-2-20 | Adaptive Finite Time Command Filtered Backstepping Control for Optimal Oxygen Excess Ratio of Hydrogen Fuel Cells With Unknown Air Compressor Faults
[IEEE] 2026-2-20 | Advances in Laser-Generated Ultrasound for Biomedical Applications
[IEEE] 2026-2-20 | Evaluation of Pedestrian Future Conflict at Non-Signalized Intersections Based on Probabilistic Trajectory Prediction
[IEEE] 2026-2-20 | HeightFormer: Learning Height Prediction in Voxel Features for Roadside Vision Centric 3D Object Detection via Transformer
[IEEE] 2026-2-20 | Parkinson's Disease Identification with Antenna and Shallow Hybrid Network
[IEEE] 2026-2-21 | Measurement and Analysis of Induced Voltage in a Rotating Coordinate System of a 1 kW-class High Temperature Superconducting Squirrel-Cage Rotor Winding
[IEEE] 2026-2-20 | Small Language Models for Emergency Departments Decision Support: A Benchmark Study
[IEEE] 2026-2-20 | Evaluation of Low-Cost Pressure Sensors for IoT and ML-based Water Flow Estimation
[IEEE] 2026-2-20 | A Survey on Speech Emotion Recognition Datasets: Research Challenges, Issues and Opportunities
[IEEE] 2026-2-20 | Enhancement of PV Panel Efficiency Using Reflection of Light Technique
[IEEE] 2026-2-20 | Next-Gen AI Decision Support in Software Engineering: Leveraging Complexity with Quantum Computing, DevOps Automation, and Responsible Machine Learning
[IEEE] 2026-2-20 | Ensemble Strategy for Road Network Extraction in Satellite Imageries
[IEEE] 2026-2-20 | Impact of Multiple Types of Regulation Resources on Primary and Secondary Frequency Regulation Capability in Modern Power Systems
[IEEE] 2026-2-20 | Integrated Segmentation and Classification Framework for Neonatal HIE Using SegResNet and XGBoost
[IEEE] 2026-2-20 | Control Allocation for Electric Vehicles with Brake-by-Wire to Optimise Safety and Energy Efficiency Across Full Envelope of Operation*
[IEEE] 2026-2-20 | Efficient Reconstruction of High-Resolution Human Avatars from Monocular Videos via a Hybrid Representation
[IEEE] 2026-2-20 | Explore the Dynamics of Mobile Social Networking
[IEEE] 2026-2-20 | Broadband High Power High Efficiency Pulsed VHF SSPA For Ground Penetrating RADAR Applications
[IEEE] 2026-2-20 | An Active Power Enhancement Method for Renewable Energy Source under Voltage Faults
[IEEE] 2026-2-20 | Fault Detection Using Kernel Nonnegative Matrix Factorization
[IEEE] 2026-2-20 | Teaching Transformed: Integrating YOLOv11, GroundingDINO, and SSDMobileNetV3 for Enhanced Monitoring in Video-Based Classrooms
[IEEE] 2026-2-20 | Emerging AI Technology in Cloud Doctor Machine: A Paradigm Shift in Digital Healthcare
[IEEE] 2026-2-20 | Development and Application of an Auxiliary Device for 10kV Live-Line Installation of C-Type Clamps
[IEEE] 2026-2-20 | Autonomous Underwater Robots for Live Environmental Monitoring
[IEEE] 2026-2-20 | Boosting Automated Urine Sediment Classification via Data Scaling
[IEEE] 2026-2-20 | An Innovative Machine Learning Framework for Classification of Natural Events and Cyber Attacks in PMU-Based Power Transmission System
[IEEE] 2026-2-20 | LSF Integrated Hippopotamus Optimizer Algorithm for Single DG Optimization in Radial Distribution Power Network
[IEEE] 2026-2-20 | Blockchain-Enabled Secure Federated Learning for Electronic Medical Records: A Scalable and Privacy-Preserving Framework
[IEEE] 2026-2-20 | A Novel Gradient Boosting Model for Effort Estimation in Scrum Projects
[IEEE] 2026-2-20 | A Hierarchical Intelligent Design Approach for Frontal Collision Vehicle Structures Based on Machine Learning
[IEEE] 2026-2-20 | Experimental Investigation of Mode Switching in Dynamic Wireless Power Transfer System Integrated Onboard Auxiliary Battery Charger
[IEEE] 2026-2-20 | Revolutionizing Brain Tumor Detection with Deep Learning: Enhancing Accuracy and Enabling Early Diagnosis
[IEEE] 2026-2-20 | Enhancing Cryptographic Security Using Pseudoprimes: A Novel Encryption-Decryption Algorithm
[IEEE] 2026-2-20 | Optimal Operation Strategy for VPP Considering Chp Flexibility Enhancement and Deep Peak Regulation
[IEEE] 2026-2-20 | Utility-Driven Selective Memory for Reinforcement Learning: A Biologically Inspired Replay Framework
[IEEE] 2026-2-20 | Stability Analysis of Double Reference P&amp;O and ANN MPPT in PV Systems
[IEEE] 2026-2-20 | AI-Driven Fault Diagnosis and Health Management for Power Equipment Using a Hybrid Deep Learning Framework
[IEEE] 2026-2-20 | Performance Evaluation of Deep Reinforcement Learning Algorithms for Transient Stability Assessment Using Synchrophasor Data
[IEEE] 2026-2-20 | Early Detection of Autism Spectrum Disorder in Toddlers Based on XGBoost and SHAP
[IEEE] 2026-2-20 | Control Strategy For Virtual Synchronous Generator Based on Adaptive Sliding Mode Control
[IEEE] 2026-2-20 | Classifying Indonesian Tweet Virality with Machine and Deep Learning
[IEEE] 2026-2-20 | A Novel Particle Swarm Optimization Algorithm With Adaptive Parameter Tuning
[IEEE] 2026-2-20 | Machine Learning Based Water Quality Assessment of the Krishna River: A Data-Driven Approach for Environmental Monitoring
[IEEE] 2026-2-20 | Intelligent Anti-Proxy and Performance Framework for Employee Management using Transfer Learning
[IEEE] 2026-2-20 | Matched Filtering and Adaptive Energy for Efficient Pulse Detection in Time-Hopping Pseudolite
[IEEE] 2026-2-20 | Real-Time Robotic Painting and Surface Finishing in Automotive Manufacturing
[IEEE] 2026-2-20 | Autonomous Edge Intelligence for Real-Time Inventory Management an Adaptive Zone-Aware IoT Mesh Framework
[IEEE] 2026-2-20 | Fpga Implementation of Radio and Video Composite Data Transmission for Signal Detection Applications Using Petalinux in Hardware/Software Co-Design Approach
[IEEE] 2026-2-20 | SAP System Optimization Using AI-Driven Process Automation and Predictive Modeling Maintenance for Enhanced Business Efficiency
[IEEE] 2026-2-20 | Regional Medium-Term Load Forecasting Based on Multi-Stage Residual Decomposition and BiLSTM
[IEEE] 2026-2-20 | A Comparative Study of Transformer-Based Models for Aspect-Based Sentiment Analysis on Indonesian Hotel Reviews
[IEEE] 2026-2-20 | Leader-Follower Game Optimization of Microgrid Operation Considering Wind Power Uncertainty
[IEEE] 2026-2-20 | Clustering and Profiling Student Study Behaviors and Interactions with an AI Coding Assistant
[IEEE] 2026-2-20 | Sustainable Agriculture Through Solar-Powered IoT-Based Crop Monitoring
[IEEE] 2026-2-20 | State-of-the-Art Antenna Innovations for Effective RF Energy Harvesting-A Review
[IEEE] 2026-2-20 | A Deep Learning System using MobileNetV3 to Identify Facial Emotion for Supporting in Mental Health Monitoring
[IEEE] 2026-2-20 | Practical Method for Estimating Energy Consumption Model of Electric Vehicles Using Real-World Driving Data
[IEEE] 2026-2-20 | Reliability Investigation of High Performance Nanoscale Dual Edge Triggered (DET) TSPC-D-Flip Flops for Future Low Power Electronics
[IEEE] 2026-2-20 | Point–Line Pose Estimation With a Known Direction by Branch-and-Bound Optimization
[IEEE] 2026-2-20 | Optimal Design of High-Voltage Flameproof Induction Motors Through Active Materials Mass Reduction
[IEEE] 2026-2-20 | Embedded C Code Safety Analysis with Automated Fault Tree Synthesis for Automotive Virtualization Systems
[IEEE] 2026-2-20 | Smart Driver Assistance System Using AI
[IEEE] 2026-2-20 | Dynamic Event-Triggered Disturbance Rejection Synchronous Tracking for Marine Vessels with Prescribed Performance*
[IEEE] 2026-2-20 | A Hybrid Approach for Detection of Skin Diseases Using Deep Learning
[IEEE] 2026-2-20 | Improving Food Security: A Novel Approach for Rice Leaf Disease Detection using Dynamic Mode Decomposition and DenseNet
[IEEE] 2026-2-20 | Design of Fully Automatic Pulverizing Plant using PLC Logic and HMI Graphics
[IEEE] 2026-2-20 | Optimizing Plant Disease Resistance Through Cloud-Enabled Microbiome Analysis Using Logistic Regression
[IEEE] 2026-2-20 | Harnessing Metaverse Technologies for Sustainable Healthcare: An Integrative Approach to Medical Education and Practice
[IEEE] 2026-2-20 | I/Q Imbalance Fingerprinting for Identifying Counterfeit Wireless COTS Transceivers
[IEEE] 2026-2-20 | 2025 8th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI)
[IEEE] 2026-2-20 | 2025 IEEE 4th Industrial Electronics Society Annual On-Line Conference (ONCON)
[IEEE] 2026-2-20 | In Memoriam: Chih-Tang Sah (1932–2025) [Obituary]
[IEEE] 2026-2-20 | 2025 International Symposium on Ocean Technology (SYMPOL)
