[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[IEEE] 2026-8-10 | BottleneckRestormer-OUNet-JL: A Lightweight Underwater Image Enhancement Method Integrating Global Feature Interaction
[IEEE] 2026-8-10 | AI-Driven Federated Learning for Secure Internet of Drones in 6G Networks
[IEEE] 2026-8-10 | EBG-SegNet: Explicit Boundary-Prior Modeling for Event-based Semantic Segmentation
[IEEE] 2026-8-10 | Coastguard Ai: A Context-Aware Chatbot for Disaster Preparedness and Response in Philippines Coastal Communities
[IEEE] 2026-8-10 | Blockchain-Based Tracking System: A Secure and Transparent Approach
[IEEE] 2026-8-10 | Design and Implementation of Data Sharing System Based on SSM and FISCO BCOS
[IEEE] 2026-8-10 | Executable Risk Assessment: A Multi-Modal Approach to Autonomous Security Operations
[IEEE] 2026-8-10 | A Bilateral Auction Bee Colony Scheduling Method for Multi-Variety Small-Batch Production
[IEEE] 2026-8-10 | MSIGR-PLA: Integrating Multi-Scale Interaction and Global Representations for Protein-Ligand Affinity Prediction
[IEEE] 2026-8-10 | Two-Stage High-Resolution AoA Estimation with Rainbow Beams
[IEEE] 2026-8-10 | CA-P2-YOLO: Coordinate-Attention YOLO with a High-Resolution P2 Head for PCB Surface Defect Detection
[IEEE] 2026-8-10 | Programmable Data Planes for AI Infrastructure Readiness: Abstractions, Accelerators and Systems — A Survey
[ACM] 2026-8-10 | A Large-Scale Analysis of Security and Privacy Concerns in India
[IEEE] 2026-8-10 | RF-Touch: Learning to Retrieve Tagged Objects with RFID-Guided Tactile Manipulation
[ACM] 2026-8-10 | Mitigating Clock Glitch Attack via Electromagnetically Engineered Interconnects
[IEEE] 2026-8-10 | Multi-Target Hierarchical Stance Modeling for Opinion Dynamics in Rumor Propagation
[IEEE] 2026-8-10 | Pavement Defect Detection Method Based on Multi-CBAM Attention-Enhanced YOLO11
[IEEE] 2026-8-10 | C3A-DA-MSCNN for Cross-Condition Wind Turbine Fault Diagnosis in Smart Energy Systems
[IEEE] 2026-8-10 | OpenClaw-FinAgent: A Modular Framework for Reliable Financial Agent Systems and Agentic Trading
[IEEE] 2026-8-10 | Identifying Caregiver Sick Leave Records in Bulgarian National Health Insurance Fund Ambulatory Data: A Two-Stage NLP Approach
[IEEE] 2026-8-10 | Security Model for an Economy-Enabling Metaverse
[IEEE] 2026-8-10 | Aircraft Adaptive Atmospheric Parameter Reconstruction Method Based On Coarse And Fine Consistency Detection
[IEEE] 2026-8-10 | First Demonstration of Stitching-Free Exposure over an Ultra-Large 18-Reticle Area with High-Resolution 1.5μm Line/Space on Glass Substrates
[IEEE] 2026-8-10 | Optimal Low-Dimensional Structures of ISAC Beamforming: Theory and Efficient Algorithms
[IEEE] 2026-8-10 | Effect of Temperature on Carrier Mobility of Insulating Oil
[IEEE] 2026-8-10 | Decentralized Federated Learning by Partial Message Exchange
[IEEE] 2026-8-10 | Dynamic interpretability study of incremental real-time defect prediction model
[IEEE] 2026-8-10 | Smart Vision Care System For Digital Device Users Using Blink Based Biometrics
[IEEE] 2026-8-10 | High-Precision UAV Position Correction with UKF-TabPFN Hybrid Framework
[IEEE] 2026-8-10 | Path-Related Key-Gate Discovery and Three-Stage TAS Adaptation Control for Dynamic Low-Earth-Orbit Satellite Links
[IEEE] 2026-8-10 | A YOLOv5-Based Building Crack Detection Framework
[IEEE] 2026-8-10 | AGCL-Net: Asynchronous Guided Multimodal Collaborative Learning for Medical Image Fusion
[IEEE] 2026-8-10 | Bio-Inspired Neural Network for Energy-Aware Complete Coverage Path Planning of Reconfigurable Robot
[IEEE] 2026-8-10 | SurgFusion-Net: Diversified Adaptive Multimodal Fusion Network for Surgical Skill Assessment
[IEEE] 2026-8-10 | Inferring Conflict Fatalities from Event Narratives: A Comparative Evaluation of Text-Based Classification Models
[IEEE] 2026-8-10 | Advancing Multilingual Speech-To-Speech Translation with Self-Supervised and Contrastive Learning versus Cascade Approaches
[IEEE] 2026-8-10 | A Hybrid Machine Learning Framework for Multiclass Customs Fraud Prediction Using SMOTE, SHAP, and RFE
[IEEE] 2026-8-10 | Density Optimization K-Means User Grouping Method
[IEEE] 2026-8-10 | Robot Arm Motion Classification via AdaBoost and SMOTE on an Imbalanced Multi-Sensor Dataset
[IEEE] 2026-8-10 | A Multi-Authority CP-ABE Scheme Supporting Verifiable Outsourcing Based on Blockchain and Zero-Knowledge Proofs
[IEEE] 2026-8-10 | Ghost-YOLOv11: A Lightweight and Efficient Deep Learning Model for Real-Time Mango Counting
[IEEE] 2026-8-10 | A Chatbot-Guided Adaptive Learning management system for Stress-Free Secondary Education Using the COGS Algorithm
[IEEE] 2026-8-10 | ROS-Based Control Architecture and PID Synchronization of an Omni-Directional Mobile Robot
[ACM] 2026-8-10 | BS-CSO: Backside-Assisted Clock-Signal Co-Optimization Framework
[ACM] 2026-8-10 | Scaffolded AI-Verification: Assessment Patterns for Resource-Constrained Environments.
[ACM] 2026-8-10 | Exploring Major Switching Among Students with Disabilities: Implications for Inclusive Computing Education
[IEEE] 2026-8-10 | Frequency-Dependent Shielding Effectiveness of Arrays of Apertures
[IEEE] 2026-8-10 | UAV Path Planning Under Wind Speed Influence Based on Improved Grey Wolf Optimizer
[IEEE] 2026-8-10 | Deep Spatio-Temporal Fusion of EEG and Eye-Tracking Data for Robust Emotion Recognition: A CNN-BiLSTM Approach
[IEEE] 2026-8-10 | Risk Aware Analytics for Intelligent Decision Support Systems
[IEEE] 2026-8-10 | MRAF: Transformer-Based Multi-Radar Data Association and Filtering
[IEEE] 2026-8-10 | URTSFRLS: An LEO Positioning Method for Large Measurement Errors and High GDOP
[IEEE] 2026-8-10 | Revealing the Spectral Substructure of Free-Electron Laser Terahertz Pulses With a Photonic Spectrum Analyzer
[IEEE] 2026-8-10 | AI-Based Multi-Station EV Charging Demand Forecasting and Load Management
[IEEE] 2026-8-10 | Recursive Aggregation for Scalable Cross-Chain Block Header Verification
[IEEE] 2026-8-10 | Effect of groove gratings on the sensitivity of one-port SAW resonators composed of polymer sensing film-coated reflectors
[IEEE] 2026-8-10 | Ensemble Machine Learning For Multiclass Environmental Pollution Prediction: A Stacking Based Approach
[IEEE] 2026-8-10 | Thermo-Mechanical Simulation of Warpage Compensation and Interface Stress Trade-Off in a Four-Layer Staggered-Die Package
[IEEE] 2026-8-10 | Development and Implementation of an Intelligent HMI for Two-Axis Welding Manipulator Control in Small-Batch Wire Mesh Production
[IEEE] 2026-8-10 | Informatics-Driven Adaptive Platoon Management via Model-Free Optimization
[IEEE] 2026-8-10 | Surrogate Decision Trees for Explaining Black Box Models for Breast Cancer Classification
[IEEE] 2026-8-10 | EITCE 2026 Copyright Page
[IEEE] 2026-8-10 | A Comparative Study on Parsing Methods for Distribution Terminal Protection Setting Sheets
[IEEE] 2026-8-10 | CCGMAS: A Multi-Agent Framework for Cross-Platform Go Code Generation via Requirement-Centered Semantic Modeling and Feedback-Driven Verification
[IEEE] 2026-8-10 | ISAEECE 2026 Cover Page
[IEEE] 2026-8-10 | HERMES: Human-to-Robot Embodied Learning From Multi-Source Motion Data for Mobile Dexterous Manipulation
[IEEE] 2026-8-10 | LLM-Enhanced Generative Multimodal Named Entity Recognition with Knowledge Augmentation
[IEEE] 2026-8-10 | Design and Simulation of a Piezoelectrically Driven Torsional-Resonant MEMS Electric Field Sensor
[IEEE] 2026-8-10 | Dual-Polarization 400-Gbit/s Optical Link Demonstration Enhanced by Machine Learning and Silicon Photonic Processor Receiver
[IEEE] 2026-8-10 | Reconfigurable Dual-Band Optoelectronic Oscillator for High-Resolution Radar Ranging
[IEEE] 2026-8-10 | Symbiotic Evolutionary Learning for Task-Adaptive Infrared and Visible Image Fusion
[IEEE] 2026-8-10 | Blank Page
[IEEE] 2026-8-10 | Virtual Signaling of CSIT via Non-Signaling Assistance
[IEEE] 2026-8-10 | Table of Contents
[IEEE] 2026-8-10 | FAS-Assisted ISAC in Low-Altitude Wireless Networks: Joint UAV Tracking and Multi-User Communication
[IEEE] 2026-8-10 | Simultaneous Resonant Beam Powering and DoA Estimation for RF-Passive IoT Devices
[IEEE] 2026-8-10 | 2026 International Conference Automatics, Robotics and Artificial Intelligence (ICARAI)
[IEEE] 2026-8-10 | Design and Performance Analysis of 4.9GHz+SUL Uplink for Highly Reliable Vehicle-Infrastructure Cooperation
[IEEE] 2026-8-10 | An Efficient Data Analytics on Water Consumption Identification in Smart Cities using Near Optimal Hybrid Clustering Strategy
[IEEE] 2026-8-10 | A Knowledge-Distillation-Based Classification System for Breast Cancer Histopathological Images
[ACM] 2026-8-10 | Integrating Symbolic and Neural Mechanisms for Adversarially Robust Hyperdimensional Computing
[IEEE] 2026-8-10 | A Study on Image Recognition Technologies for Lightweight Autonomous Robots
[IEEE] 2026-8-10 | PTC-SAM: A Visual Foundation Model for Power Transmission Corridor Hazard Segmentation
[IEEE] 2026-8-10 | Simulation-Based Design Optimization of Bidirectional DC/DC Converters for Efficiency Improvement and Thermal Management in Micro-grid Applications
[ACM] 2026-8-10 | PVT-Insensitive Matrix-Vector Multiplier and ADC-less Tiling for Analog Computing and AI Accelerators
[ACM] 2026-8-10 | PISA: Parameter-Efficient Image Super-Resolution Acceleration for Multiplierless Architecture
[ACM] 2026-8-10 | XL-HD: Extended Learning in Hyperdimensional Computing via Deterministic Projections for In-Memory Accelerators
[ACM] 2026-8-10 | PATHOS: A Pedagogical Method for Sequencing Instruction in Multi-Foundational Machine Learning
[ACM] 2026-8-10 | "Why Put in This Much Effort?": How AI Availability Shapes Students' Motivation in Introductory Programming
[ACM] 2026-8-10 | The State of Peer Review in Empirical Software Engineering: A Community Survey on Review Load, Quality, and GenAI Use
[IEEE] 2026-8-10 | Equipment Operation Status Assessment Based on Multi-condition Data Drive
[ACM] 2026-8-10 | GECKO: Graph-Evolving aware
                    <u>C</u>
                    hec
                    <u>K</u>
                    p
                    <u>O</u>
                    inter for Intermittent Systems
[IEEE] 2026-8-10 | Quantum-Based Superdense Coding Simulation for Secure Medical Data using Hybrid QEC and Advanced Analysis
[IEEE] 2026-8-10 | A Multi-Factor Optimization–Based LEACH Routing Protocol for Wireless Sensor Networks
[IEEE] 2026-8-10 | Real Time Automated Surface Defect Detection in Food Products
[IEEE] 2026-8-10 | The Effect of Restoration and Enhancement Algorithms on Camera Calibration Parameters in Underwater Environments
[IEEE] 2026-8-10 | Multi-Dimensional Performance Evaluation of Object Detection Models Based on Game-Theoretic Combined Weighting
[IEEE] 2026-8-10 | Time-Stitch for Lightweight Output-Side Temporal Adaptation in Air Quality and Environmental Time Series Forecasting
[IEEE] 2026-8-10 | Title Page iii
[IEEE] 2026-8-10 | TechRxiv: Share Your Preprint Research with the World!
[IEEE] 2026-8-10 | Urgency-Aware Two-Stage Task Assignment Framework for Hybrid Mobile Crowdsensing
[IEEE] 2026-8-10 | A BiLSTM Framework with Dual Entity Embedding for Sentiment Analysis
[IEEE] 2026-8-10 | Multi-Modal Fusion-Based Sea Surface Wind Speed Retrieval Using CYGNSS Observations and Pangu-Weather Model
[IEEE] 2026-8-10 | Dataset Design for Sub-circuit Identification Task in Gate-Level Netlists
[IEEE] 2026-8-10 | PoseCodec: Specialized Human Action Compression via Pose Guidance and Adaptive Learning
[IEEE] 2026-8-10 | Coexistence Analysis of LEO Satellite Networks in a Shared X-Band Downlink Frequency
[IEEE] 2026-8-10 | An Adaptive Metaheuristic Feature Selection and Ensemble Learning Framework for Network Intrusion Detection
[IEEE] 2026-8-10 | A Real-Time FMCW Radar Hand Gesture Recognition System Based on TA-VMRNN
[IEEE] 2026-8-10 | Preoperative Planning for Robot-Assisted Minimally Invasive Surgery Based on Deep Reinforcement Learning
[IEEE] 2026-8-10 | Prescribed-precision position tracking for PMSM servo systems via adaptive event-triggered control under switching references and disturbances
[IEEE] 2026-8-10 | TechRxiv: Share Your Preprint Research with the World!
[IEEE] 2026-8-10 | A Multi-Trajectory Construction Heuristic to Manage CAVs in Signal-Free Intersections_supp1-3714193.mp4
[IEEE] 2026-8-10 | Label-Driven Dynamic ABAC for Cross-Domain Access Control in Trusted Data Spaces
[IEEE] 2026-8-10 | A Closed-Loop Hallucination Risk Assessment and Mitigation Framework for Black-Box RAG Systems
[IEEE] 2026-8-10 | Design of an Overall Calibration Algorithm for Camera Array Based on Moving Target
[IEEE] 2026-8-10 | Memory Fabric: HBM Die-to-Die Interconnect for GPU Bandwidth Expansion
[IEEE] 2026-8-10 | Organizing Committee
[IEEE] 2026-8-10 | Towards a Scalable Digital Twin Framework Architecture for Port Resilience: Leveraging IoT, Edge AI, and Data-Driven Streaming for Seamless Physical-Virtual Convergence
[IEEE] 2026-8-10 | LMI based H
                    <sub>2</sub>
                    nominal performance of continuous-time descriptor systems
[IEEE] 2026-8-10 | CascadeGuard: Topology-Aware Predictive Modeling for Preventing Cascading Failures in Distributed Search Systems
[IEEE] 2026-8-10 | Dual-Band Active Frequency Selective Surface With Independent Frequency and Amplitude Tunability
[IEEE] 2026-8-10 | HCTWRNet-SE: Enhancing Imbalanced Weather Road Recognition with RandAugment, Weighted Loss, and Cross-Attention
[ACM] 2026-8-10 | How (and How Not) Do Code Complexity Measures Predict Cognitive Load?
[ACM] 2026-8-10 | Games, Personas, and Prototyping: Teaching Accessible Design for Cancer Survivors
[IEEE] 2026-8-10 | PINN-Enhanced Constrained NMPC for Chaos Suppression in a Fractional Forced Duffing Oscillator
[IEEE] 2026-8-10 | Machine Learning-Based Solar PV Power Prediction Using NASA Power Data
[IEEE] 2026-8-10 | Reactive Characteristics in Subsystem-Level Small-Signal Stability Analysis of Multi-Converter Systems
[IEEE] 2026-8-10 | Multi-Window Operation Utilizing Omnidirectional Space in Mixed Reality
[IEEE] 2026-8-10 | SESG 2026 Author Information Page
[IEEE] 2026-8-10 | PstpNet: Dual-Branch Physics-Guided U-Net With Multiscale Spatio-Temporal Disentanglement for Precipitation Nowcasting
[IEEE] 2026-8-10 | Reinforcement Learning Control for Target Curvature Tracking in Steer-by-Wire Vehicles
[IEEE] 2026-8-10 | Comparative Analysis on State of Charge Estimation Based on Coulomb Counting Method and Kalman Filter Algorithm for Lithium Batteries
[IEEE] 2026-8-10 | PTER-DTA: Drug Target Affinity Prediction Model Based on Pre-trained Enhanced Representations
[IEEE] 2026-8-10 | Combined Urinary Prostate Cancer Risk Score Based on Levels of PCAT14, PCA3, SChLAP1 and TMPRSS2: ERG Biomarkers Detected using Resistive Sensors
[IEEE] 2026-8-10 | A Robust Watermarking Algorithm for Medical Image Based on Learnable DCT and Lesion Perception*
[IEEE] 2026-8-10 | Quantum Resistant cryptography based deepfakedetection models using Hybrid Watermarking
[IEEE] 2026-8-10 | Low-Carbon Optimal Scheduling of an Integrated Energy System with Wind-PV Uncertainty, Demand Response, and Ladder-Type Negative Carbon Trading
[IEEE] 2026-8-10 | Message from the Program Chairs
[IEEE] 2026-8-10 | Performance Evaluation of Classical, Transformer-Based, and VLM-Based Open-Source OCR Models for Handwritten Text Recognition
[IEEE] 2026-8-10 | A Unified Web-based Multi-Cancer Detection Framework using Optimized CatBoost
[IEEE] 2026-8-10 | Robust Pose Estimation and Long-Term Video Frame Prediction with LSTMs
[IEEE] 2026-8-10 | A Dual Cross-Attention Based Dynamic Weighting Fusion Method for Cross-Pair Landsat and MODIS Images
[IEEE] 2026-8-10 | IEEE Transactions on Biomedical Engineering Information for Authors
[IEEE] 2026-8-10 | 2026 2nd International Conference on Smart Energy and Smart Grid (SESG)
[IEEE] 2026-8-10 | Organizing Committee
[IEEE] 2026-8-10 | Vision-Based Data Analysis for Wogan Citrus Maturity Detection Using an Improved YOLOv8 Model
[IEEE] 2026-8-10 | Root cause analysis and big data adaptive early warning method for valve cooling system protection "false trip-failure to trip"
[IEEE] 2026-8-10 | Dual-Modal Shared Gated Fusion for Temperature-Rise and Partial-Discharge Fault Diagnosis of Medium-Voltage Switchgear
[IEEE] 2026-8-10 | Experimental Characterization and Design Guidelines for External‑Electrode Capacitive Liquid‑Level Sensors with Passive UHF RFID Tags
