[2026-07-11 22:48:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[ACM] 2026-7-10 | The Robot in the Room: Performing Human-Robot Interactions through Augmented Reality Situated Encounters
[ACM] 2026-7-10 | Verification-Aware Convolution Neural Networks for Speech Recognition: A case study
[ACM] 2026-7-10 | Cargo Sherlock: An SMT-Based Checker for Software Trust Costs
[ACM] 2026-7-10 | Multi-Agentic Recommender Systems: Foundations, Perspectives, and Lessons from Large Scale Deployments in eCommerce
[ACM] 2026-7-10 | HyFormer: Revisiting the Roles of Sequence Modeling and Feature Interaction in CTR Prediction
[IEEE] 2026-7-10 | 2026 IEEE Texas Symposium on Wireless and Microwave Circuits and Systems (WMCS)
[IEEE] 2026-7-10 | Reinforcement Learning for Stabilization of Self-Injection Locking in a DFB Laser with an External Fiber Ring Cavity
[IEEE] 2026-7-10 | Predefined Time Cooperative Control Strategy for Multi-Vectored Water-Jet Robots Transport Using Unknown Payload Dynamics
[IEEE] 2026-7-10 | Absorbance-Based Lactate and Glucose Sensing in Skin-Mimicking Media Using Needle-Integrated Optical Waveguide Sensor
[IEEE] 2026-7-10 | Object-Background Blending Augmentation Method for Object Detection Systems
[IEEE] 2026-7-10 | Material Identification Method Using Millimeter-Wave Radar Based on Attention Mechanism
[IEEE] 2026-7-10 | Cascaded Multi-Head Attention Transformer Framework for Direction of Arrival Estimation
[IEEE] 2026-7-10 | FSGDR: A Cognitive Embodied Agent Based on Fuzzy Semantic-Guided Dual-Mode Reasoning_supp1-3711114.pdf
[IEEE] 2026-7-10 | Large-Baseline TomoSAR Imaging Using Range-Elevation Spectrum Scaling
[IEEE] 2026-7-10 | Low Sidelobe Adaptive Beamforming Based on Manta Ray Foraging Optimization
[IEEE] 2026-7-10 | Modeling and Mechanism Analysis of the Negative Impact of Potting Process on EMI Filter
[IEEE] 2026-7-10 | Quoptuna: Automated Optimization and Governance for Quantum Machine Learning
[IEEE] 2026-7-10 | Sample-efficient Performance Tuning of mixed-signal ASICs via Probabilistic Surrogates
[IEEE] 2026-7-10 | Soft-Error Sensitivity Analysis of Adder Tree architectures for Compute-In-Memory Accelerators
[IEEE] 2026-7-10 | Automated Data Labeling for Document Security Categorization and Prevention: An Application of Text and Data Mining
[IEEE] 2026-7-10 | Crowd Behavior Monitoring in a Surveillance Scenario
[IEEE] 2026-7-10 | Research on an Integrated Electromagnetic Pulse Protective Device for Telephone Lines
[IEEE] 2026-7-10 | Climate and Location Sensitivity of Data Center Cooling Power Demand
[IEEE] 2026-7-10 | Power Assessment of Direct-Drive Wave Energy Converters Using Spectral-Domain Modeling
[IEEE] 2026-7-10 | EU CBAM in the LNG Market: Implications of Carbon Price and Major Supplier Uncertainty
[IEEE] 2026-7-10 | Market Design for Sector-Coupled Energy Systems: Comparing Isolated, Coordinated, and Fully Integrated Concepts
[IEEE] 2026-7-10 | Herd Behavior in Decentralized Balancing Models: A Case Study in Belgium
[IEEE] 2026-7-10 | Human Presence Detection in Disaster Imagery Using Machine Learning
[IEEE] 2026-7-10 | Comparing Sensitivity Analysis Methods on the Emi-Induced Offset of an Operational Amplifier
[IEEE] 2026-7-10 | Probabilistic Trip Completion Time Prediction of Battery Electric Vehicle Using PRISM
[IEEE] 2026-7-10 | A Dynamic Evolution Model of Energy Consumption in Hangzhou City of China
[IEEE] 2026-7-10 | Design and Optimization of a High-Efficiency and High-Power-Density Single-Stage On-Board Charger Based on Matrix Converter
[IEEE] 2026-7-10 | Adapting Hierarchical Feature Aggregation and Spatio-Temporal Graph Neural Networks for Vietnamese Visual Speech Recognition on a Small Phrase-Level Dataset
[IEEE] 2026-7-10 | Multi-Point Failure in Weight-Loss Heating Appliance – A Case Study
[ACM] 2026-7-11 | What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time
[ACM] 2026-7-11 | PKAS: Predictive KVCache-Aware Scheduling for Faster LLM and Transformer Inferences
[ACM] 2026-7-11 | Toward Low-Latency and Memory-Efficient Deployment of Irregular Sparse Deep Learning Workloads
[ACM] 2026-7-11 | ResiHP: Taming LLM Training Failures with Dynamic Hybrid Parallelism
[ACM] 2026-7-11 | Evaluating QAOA and Quantum Annealing for Minimum Vertex Cover on NISQ Devices
[IEEE] 2026-7-10 | Construction of a Laboratory Chemical Lifecycle Knowledge Base Empowered by AI
[IEEE] 2026-7-10 | Embedded Ai Chip Design and Lightweight Anomaly Detection Model Deployment for Industrial Instruments
[IEEE] 2026-7-10 | Intervention-Sensitive Evaluation of Causal Structure in ALICE O
                    <sup>2</sup>
                    Computing Systems
[IEEE] 2026-7-10 | Quantum Machine Learning-Enhanced Adaptive Laboratory Intelligence with AI for Engineering Physics Education
[IEEE] 2026-7-10 | UPI Fraud Detection Using Convolutional Neural Networks
[IEEE] 2026-7-10 | Industrial Flexibility and Power Markets: Impacts on Energy-Systems and Environmental Outcomes
[IEEE] 2026-7-10 | Capacity expansion under different load flexibility conditions: Case study for Nordic countries
[IEEE] 2026-7-10 | Deep Learning for Electricity Price Forecasting: A Review of Day-Ahead, Intraday, and Balancing Electricity Markets
[IEEE] 2026-7-10 | Transients classification in power cable monitoring based on a tridiagonal Hermite transform
[IEEE] 2026-7-10 | Derivation and Characterization of Signal-to-Distortion Ratio in Wideband OFDM Receivers
[IEEE] 2026-7-10 | TriGaze360: A Three-Branch Viewport-Aware Network for Stereoscopic Omnidirectional Image Quality Assessment
[IEEE] 2026-7-10 | Vehicle Tracking and Classification on Highways using 3D LiDAR
[IEEE] 2026-7-10 | Adaptive AI Productivity Assistant for Developers in Visual Studio Code
[IEEE] 2026-7-10 | Decompression Analysis and Investigative Signal Recovery: Validating an Innovative Receiver Architecture for Ice-Sounding Radars
[IEEE] 2026-7-10 | When the Price is Wrong: The Risks of Cheap Battery Power Banks
[ACM] 2026-7-10 | A Heterogeneous Ant Colony Framework with Semantic Manifold Learning for Dynamic Ore-Flow Blending
[ACM] 2026-7-10 | Automatically Designing Novel Evolutionary Architectures
[ACM] 2026-7-10 | MixDiBB: Distributed Black-Box Optimization for Mixed-Parameter Search Spaces
[IEEE] 2026-7-10 | TDDB Stress Test Coverage Quantification using Cell-aware Transistor State Stress Model
[IEEE] 2026-7-10 | Energy-Arena: A Dynamic Benchmark for Operational Energy Forecasting
[IEEE] 2026-7-10 | Instantaneous Energy Kurtosis-Based Protection for MMC-HVDC System Using VMD-HT
[IEEE] 2026-7-10 | VNFinEval: A Benchmark for Evaluating Large Language Models in Vietnamese Finance
[IEEE] 2026-7-10 | When Residential Tariffs Fail to Reward Flexibility: Modelling Prosumers Under Realistic Tariff Structures
[IEEE] 2026-7-10 | Tri-Tier Digital Twin Architecture for AI-Analytic Sensor Placement
[ACM] 2026-7-10 | Agentic Multi-Source Grounding for Enhanced Query Intent Understanding: A DoorDash Case Study
[ACM] 2026-7-10 | Multi-Perspective Driven Expected Location Preferences for Next POI Recommendations
[ACM] 2026-7-10 | Next Interest Flow: A Generative Pre-training Paradigm for Recommender Systems by Modeling All-domain Movelines
[ACM] 2026-7-10 | TREC iKAT 2025: A Test Collection for the Offline and Interactive Evaluation of Conversational Search
[ACM] 2026-7-10 | Teaching Small Models When Not to Call Functions: Structured Reasoning for Tool Refusal in Low-Resource Languages
[ACM] 2026-7-10 | Retrieval-Augmented Multimodal Model for Fake News Detection
[ACM] 2026-7-10 | WISE: A Multimodal Search Engine for Visual Scenes, Audio, Objects, Faces, Speech, and Metadata
[ACM] 2026-7-10 | SIGIR 2026 Workshop on eCommerce (ECOM26)
[ACM] 2026-7-10 | LLM Personalization: Foundations, Breakthroughs, and Frontiers
[ACM] 2026-7-10 | Domain-Guided Quantifier Instantiation with Yardbird
[ACM] 2026-7-10 | MindTide: Designing a Stress-Adaptive To-Do List
[ACM] 2026-7-10 | The Energy-Oriented Centre of Excellence
[ACM] 2026-7-10 | Influence of Environmental Indicators Aggregation Methods for Eco-designing Integrated Circuits
[ACM] 2026-7-10 | TURANDOT - TUning Risc-V to Automotive Needs &amp; Different Other Theme
[ACM] 2026-7-10 | AdaptiveKV: Accelerating KV Cache Offloading with a Bandwidth-Adaptive Memory Allocation Mechanism
[ACM] 2026-7-10 | Inductive Dual-Polarity Modeling via Static–Dynamic Disentanglement for Dynamic Signed Networks
[ACM] 2026-7-10 | CURE: Adaptive Multi-Channel Fusion via Genetic Optimization for Chronic Wound Image Analysis
[ACM] 2026-7-10 | The CRA Practitioner-to-Professor (P2P) Survey: Toward Periodic Feedback from Industry to Academic Computing Programs
[IEEE] 2026-7-10 | A High-Sensitivity External Capillary Fiber SPR Sensor with a Wide Linear Range for Simultaneous Sensing of Magnetic Field and Temperature
[IEEE] 2026-7-10 | Deep Learning-Based Forecasting of Containerized Maritime Trade: A Decomposition and Attention Approach
[IEEE] 2026-7-10 | Multi-topic Opinion Dynamics in Multi-layer Networks
[IEEE] 2026-7-10 | A Pseudo-Anomaly Augmented Dual Adversarial Autoencoder Framework for Video Anomaly Detection in Bio-Manufacturing Systems
[IEEE] 2026-7-10 | A Genetic Algorithm–Based Global MPPT Strategy for PV-Assisted Electric Vehicle Charging Under Partial Shading Conditions
[IEEE] 2026-7-10 | Uncovering Kidney Health Patterns from the Effects of Ethanol Diet in Wistar Rats Using Deep Spatio-Temporal Data Mining
[IEEE] 2026-7-10 | Data-Driven Discovery of Governing Physical Laws Using Scientific Machine Learning
[IEEE] 2026-7-10 | A proposal of a Smart Readiness Indicator including Renewable Energy Community domain
[IEEE] 2026-7-10 | Stream Ciphers Used in Mobile Communications: Implementation and Comparative Analysis of the ZUC-256 and SNOW-V Algorithms
[IEEE] 2026-7-10 | The Development of Artificial Intelligence-Driven Requirement Management System
[IEEE] 2026-7-10 | A Data-Driven Leveraging Random Forest Framework for Credit Card Fraud Detection
[IEEE] 2026-7-10 | A Physics-Based Monitoring Framework for a Large-Scale Distributed Photovoltaic Portfolio
[IEEE] 2026-7-10 | Joint Beamforming and Active RIS Optimization for Integrated Sensing and Communication
[IEEE] 2026-7-10 | Advances in Electromagnetic Compatibility for Biomedical Wearable and Implantable Devices
[IEEE] 2026-7-10 | Optimization-Based Scheduling of Grid-Scale Li-Ion Battery Energy Storage System for Participation in Japan’s FCR Market
[IEEE] 2026-7-10 | Image-Transformation-Based Analysis of Transfer Impedance in Multi-Hollow-Shielded TWP Cable Configurations Over Ultrawide Frequency Ranges
[IEEE] 2026-7-10 | A Two-Stage Fine-Tuned Mask R-CNN Pipeline for UAV-Based Urban Tree Inventory
[IEEE] 2026-7-10 | An End-to-End Deep Learning Framework for Dense 3D Point Cloud Reconstruction from Partial Observations
[IEEE] 2026-7-10 | A real opportunity or still a promise? The current status of the RISC-V ecosystem
[IEEE] 2026-7-10 | Design and Validation of an Open TEM Cell for Electro-Optic Probe Calibration
[IEEE] 2026-7-10 | Dynamic Infrared Thermography for Quantitative Assessment of Melanocytic Lesions
[IEEE] 2026-7-10 | Machine Learning Based Prediction of Grooved Journal Bearing Performance
[IEEE] 2026-7-10 | Economic Value of Hydrogen Demand Forecasting for Rule-Based Operation of Green Hydrogen Hubs
[IEEE] 2026-7-10 | Bridging the Speed-Accuracy Gap: Layout-Aware Pre-Silicon Side-Channel Analysis
[IEEE] 2026-7-10 | Optimization and Validation of PCB Trace Pulse Fusing Characteristics via BPSO Algorithm
[IEEE] 2026-7-10 | Exploration of Reference Trimming Schemes for STT-MRAMs
[IEEE] 2026-7-10 | Design and ASIC Implementation of a Pipelined 64-Bit Vedic Multiplier
[IEEE] 2026-7-10 | Structural Testing Methodology for Deep Neural Networks based on RRAM
[IEEE] 2026-7-10 | Design and Optimization of a Fractional-Flux Transformer for LLC Resonant Converters
[IEEE] 2026-7-10 | Deep NH
                    <sup>+</sup>
                    <sub>4</sub>
                    Regression for Smartphone Colorimetric Test Strips: On the Need for Explicit Green-Border Normalization
[IEEE] 2026-7-10 | Evaluating Direct Load Control Contracts for Heat Pumps: A Swiss Case Study
[IEEE] 2026-7-10 | E-mobility potential assessment in SE Europe
[IEEE] 2026-7-10 | Federated Learning for Brain Tumor Classification in Distributed Healthcare Systems
[ACM] 2026-7-11 | Performance Analysis of Conveyors: Memory Dominates?
[IEEE] 2026-7-10 | A study of RF-Induced Heating in Implantable Stents with Insulation Defect at 1.5T MRI
[IEEE] 2026-7-10 | To Consume or Not to Consume? On the Behavioral Drivers of Household Energy Consumption
[IEEE] 2026-7-10 | Hardware Trojans Horses: Two Decades Later, What We Really Know
[IEEE] 2026-7-10 | A Clinically Oriented Hybrid CNN–Transformer Framework for Robust and Interpretable Lung Cancer Detection from CT Images
[IEEE] 2026-7-10 | Power/Ground Noise Characterization and Mitigation in Fully Integrated Voltage Regulator (FIVR)-Based UFS System with Embedded Inductor
[IEEE] 2026-7-10 | Understanding Internal Congestion in Germany: A Comparative Study of Zonal and Nodal Pricing with Future Grid Reinforcements
[IEEE] 2026-7-10 | Low-Harmonic Single-Phase to Three-Phase PFC Strategy Using Half/Full-Bridge Hybrid MMC With Diode Front-End
[IEEE] 2026-7-10 | Hybrid Transformer U-Net with Attention for Precise Brain Tumor Boundary Segmentation in MRI
[IEEE] 2026-7-10 | Decentralized Distribution Security Protocol for Multicast Screen Synchronization Over Real-Time Peer-to-Peer Networks
[ACM] 2026-7-11 | MagmaScope: Identifying Root-Cause Changes for Emergency Incident in Large-Scale Cloud Infrastructure
[ACM] 2026-7-11 | Finding the Needle in the Crash Stack: Industrial-Scale Crash Root Cause Localization with AutoCrashFL
[ACM] 2026-7-11 | Beyond the Commit: Developer Perspectives on Productivity with AI Coding Assistants
[IEEE] 2026-7-10 | An Improved Pattern-Based Analytical Method for Power Distribution Network Modeling
[ACM] 2026-7-10 | On the Analysis of Radiation-Induced Faults in FPGA-Based Optical Communication for Space Applications
[ACM] 2026-7-10 | Not All Faults Are Equal: Transient-Fault Sensitivity Characterization of an Open-Source RISC-V Vector Cluster
[ACM] 2026-7-10 | Faithful LLM-Assisted Question Answering for Technical and Academic Search
[ACM] 2026-7-10 | A Requirement-Based Framework for Engineering Adaptive Authentication
[ACM] 2026-7-10 | Advantage-Conditioned Flow Policy for Offline Reinforcement Learning in Recommendation
[ACM] 2026-7-10 | GraphSynthQA: Knowledge-Graph-Guided Query Synthesis and Step-Level Preference Optimization for Web Agents
[ACM] 2026-7-10 | Unified Entity Matching under Scarce Supervision via Meta-Rule Induction and Retrieval
[ACM] 2026-7-10 | RAD-DPO: Robust Adaptive Denoising Direct Preference Optimization for Generative Retrieval in E-commerce
[ACM] 2026-7-10 | Item-Targeting with Keyword Enhancement: A Hybrid Approach to Ads Targeting
[ACM] 2026-7-10 | XFoodRec: An Explainable Mobile Recommender for Personalized Healthy Eating
[ACM] 2026-7-10 | PatentMerit: A Holistic System for In-depth Technology Understanding
[ACM] 2026-7-10 | All the News That Fits in Bits: Learned Rotation-Aware Binary Projections for Efficient News Retrieval at NDTV
[ACM] 2026-7-10 | "A Watering Can That Never Runs Empty": A Case Study on Human-Robot Collaboration for Professional Gardeners
[IEEE] 2026-7-10 | From Distributed Eavesdroppers to a Virtual Eve: A Movable-Antenna-Assisted Tractable Framework for Physical Layer Security
[IEEE] 2026-7-10 | Optimal Connectivity of Multilayer Networks: Enhancing Robustness and Security
[IEEE] 2026-7-10 | Multi-Scenario Dynamic Security Assessment with Trajectory Sensitivity Tensors on Workstation GPUs
[IEEE] 2026-7-10 | Semi-Rate-Splitting Multiple Access (SRMA)
[IEEE] 2026-7-10 | Conference Committees
[IEEE] 2026-7-10 | New Explicit Constructions of MDS and NMDS Algebraic Geometry Codes
