[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[IEEE] 2026-2-18 | MQTT Protocol-Based Detection and Classification in UAV-Assisted Smart Farming for IoT Intrusion Detection System
[IEEE] 2026-2-18 | 1.75-43.75 GHz N-Path Harmonic Mixer with Folded Noise Cancellation
[IEEE] 2026-2-18 | Direct Wideband Matching Technique for Nonlinear Multistage Power Amplifiers
[IEEE] 2026-2-18 | Self-Calibration Algorithm for Amplitude-Phase Errors in UHF Radar Arrays Based on Enhanced Channel Optimization Particle Swarm Optimization Algorithm
[IEEE] 2026-2-18 | AI-Based Decision Support for Energy Management in High-Penetration Renewable Grids
[IEEE] 2026-2-18 | Recent Developments in Millimeter-Wave Receiver Technology for Radio Astronomy in South Korea
[IEEE] 2026-2-18 | Transfer Learning–Driven Convolutional Framework for Early Detection of Pulmonary Abnormalities in CT Imaging
[IEEE] 2026-2-18 | Development and Research of Modular Integrated Testing Device for Vapor Recovery Systems at Gas Station
[IEEE] 2026-2-18 | Smart Campus Evolution Via Iot: Technical Constraints, Stakeholder Analysis, and Future Opportunities
[IEEE] 2026-2-18 | Explainable AI-Powered Risk Assessment System for Strategic Business Planning
[IEEE] 2026-2-18 | Coordinated Dual-ARM Manipulation Using Reinforcement Learning: A Soft Actor-Critic Approach on the Poppy Humanoid
[IEEE] 2026-2-18 | Decadal Land Cover Change Analysis and Forecasting in the Mahiga River Watershed Using GIS and CA-ANN Modeling
[IEEE] 2026-2-18 | A DMA-Based High-Precision Control Method for Attitude Control Flywheels
[IEEE] 2026-2-18 | Wiper Motor Control for Oscillation Suppression of Windshield Wiper Arms Using H-Infinity Synthesis
[IEEE] 2026-2-18 | DK-CBLOF: A Novel Method for High-Temperature Anomaly Detection in Cloud Resource Pools
[IEEE] 2026-2-18 | Assessing Migraine Severity in University Students Using Low-Channel Wearable EEG
[IEEE] 2026-2-18 | YOLO-RSNet: A Lightweight Multi-Scale Object Detection Framework for Remote Sensing Imagery
[IEEE] 2026-2-18 | A Sub-400 mm
                    <sup>2</sup>
                    24-GHz FMCW Radar With 2×2 Antenna Array Configuration
[IEEE] 2026-2-18 | Dual-Stage Feature Refinement and Wavelet Denoising for Enhanced VIX Prediction Using Residual BiLSTM
[IEEE] 2026-2-18 | Real-Time-Phishing- URL Detection with a Deep Learning-Based Browser Extension
[IEEE] 2026-2-18 | Research on voltage support control strategy based on ESO terminal sliding mode
[IEEE] 2026-2-18 | A High-Accuracy Deep Learning Model for Early Prediction of Chronic Kidney Disease using Optimized Clinical Features
[IEEE] 2026-2-18 | Performance Evaluation of Tab Net and MLP Algorithms in Credit Card Fraud Detection
[IEEE] 2026-2-18 | Modelling and Control of a 4-DOF Moving Base Manipulator
[IEEE] 2026-2-18 | Development of Chatbot Module in an Intelligent Tutoring System for English Language Learning Using Large Language Model
[IEEE] 2026-2-18 | Low-Power VLSI Accelerator Architecture for AI-Enhanced Real-Time Audio and Video Processing at the Network Edge
[IEEE] 2026-2-18 | Research on Real-Time Localization and Mapping Algorithms for Police Quadruped Robots
[IEEE] 2026-2-18 | Sentiment Analysis on Product Reviews using Hybrid Deep Learning Models
[IEEE] 2026-2-18 | A Compact Ultrawideband Common-Mode Filter Based on Comb-Shaped Defected Ground Structure
[IEEE] 2026-2-18 | Hybrid CNN-LSTM Model for Healthcare Service Efficiency Prediction and Optimization
[IEEE] 2026-2-18 | Development of a Strap-Based Active Back-Support Exoskeleton for Static Postural Sway Correction
[IEEE] 2026-2-18 | An Overcurrent Protection Circuit for High-Voltage Half-Bridge Drivers
[IEEE] 2026-2-18 | A Coupler-Based Single-Stage Broadband Ka-Band Power Amplifier with Dual-Driven Gain-Boosting Technique Achieving 21.9 dB/36.4% Gain/PAE
                    <sub>max</sub>
[IEEE] 2026-2-18 | Performance Validation in Large-Scale Computing: Iterative Workflow Refinement through Orchestrated Execution
[IEEE] 2026-2-18 | Late Binding ROM: Flexible, In-Field Updateable Post Quantum Cryptography in Hardware
[ACM] 2026-2-18 | Adjunct Proceedings of the 10th ACM Symposium on Computational Fabrication
[IEEE] 2026-2-18 | Author Index
[IEEE] 2026-2-18 | Battery-Aware UAV Path Planning for Maximum Value Collection: A Spatial-Correction and DRL-Based Optimization Approach
[IEEE] 2026-2-18 | Copyright Page
[IEEE] 2026-2-18 | Author Index
[IEEE] 2026-2-18 | Table of Contents
[IEEE] 2026-2-18 | A Trench SiC MOSFET With Depletion-Mode pMOS for Improved Performance and Reliability
[IEEE] 2026-2-18 | Analytical Surface Potential-Based Compact Model for Vertical Cylindrical Independent Dual Gate a-InGaZnO FETs
[IEEE] 2026-2-18 | Author Index
[IEEE] 2026-2-18 | ICICSE 2025 Cover Page
[IEEE] 2026-2-18 | Noncommunicative Output Regulation and Efficiency Maximization for Multiple-to-One WPT System With Unknown Receiver
[IEEE] 2026-2-18 | BAG: Body-Aligned 3D Wearable Asset Generation_supp1-3665510.pdf
[IEEE] 2026-2-18 | Same Data, Different Audiences: Using Personas to Scope a Supercomputing Job Queue Visualization
[IEEE] 2026-2-18 | PhysiXDeform: Real-Time Vision-Guided Soft-Tissue Deformation Prediction With Physical Priors_supp1-3665063.mp4
[IEEE] 2026-2-18 | Finite-blocklength Fluid Antenna Systems With Spatial Block-Correlation Channel Model
[IEEE] 2026-2-18 | Wind Power Forecasting for Independent System Operators: Modeling Approaches, Practical Applications, and Operational Challenges in the Brazilian Context
[IEEE] 2026-2-18 | PEDOT:PSS functionalized with a copper-based MOF for enhanced sensitivity and selectivity of temperature sensors_supp1-3662908.docx
[IEEE] 2026-2-18 | Low-Voltage Assisted SiC-Si Hybrid Bridge for High-Efficiency Hard-Switched Operation
[IEEE] 2026-2-18 | Reinforcing CBDC Integrity: A Novel Anti Money Laundering Solution by Integrating Blockchain, Machine Learning, and Taint Analysis
[ACM] 2026-2-18 | Otto: A Multi-Modal Platform for Accessible Parametric Design
[ACM] 2026-2-18 | Loom-Based Mechanized Crochet
[IEEE] 2026-2-18 | Coordination for Dual-channel Remanufacturing Rupply Chains with Dual Reference Effects under Market Segmentation
[IEEE] 2026-2-18 | Load Pull Driven Insights for GaN on Si Technology Optimisation at FR3/FR2
[IEEE] 2026-2-18 | Proactive Energy Management Through Demand-Side Forecasting: A Future Load Profile Nomination Approach
[IEEE] 2026-2-18 | Real-Time Control of a Lab-Based Flexible Rotary Servo System Using Linear Matrix Inequalities
[IEEE] 2026-2-18 | An Improved Power Management Solutions for DC Microgrids Featuring Electric Vehicle Fast Charging Stations
[IEEE] 2026-2-18 | Indoor Motion Trajectory Prediction Based on CPO-LSTM-Self-Attention
[IEEE] 2026-2-18 | A Method for High Power Microwave Array Antenna Pointing Calibration and Power Combining Based on Drone
[IEEE] 2026-2-18 | Frequency-Modulated Continuous Waves Generation Based on Space-Time-Coding Leaky-wave Antenna
[IEEE] 2026-2-18 | SMV-Sketch: A Sketch for Simultaneous Detection of DDoS and Heavy Flows
[IEEE] 2026-2-18 | Extrapolation of the Avalanche Frequency in Noise-Source Diodes from Conventional 130 nm SiGe HBT Test Structures
[IEEE] 2026-2-18 | A Power-Efficient mm-Wave Divide-by-16 Frequency Divider in SiGe BiCMOS Technology
[IEEE] 2026-2-18 | COA-MLP: Training Neural Networks Using the Coyote Optimization Algorithm for Medical Data Classification
[IEEE] 2026-2-18 | Customer-Centric Power Reliability Assessment of Selected Cebu Distribution Utilities via Real-Time Localized Intelligent Power Monitoring System
[IEEE] 2026-2-18 | Compact n77/n79 Diplexer Using Dual BAW Filters and Glass IPD Based Matching Networks
[IEEE] 2026-2-18 | A Cost-Effective Prosthetic Hand Design through sEMG Feature Extraction and Grasp Security Model with Optimised Support Vector Machines
[IEEE] 2026-2-18 | Active Disturbance Rejection Control for Predictive Current Control Based on Self-Tuning Incremental Model
[IEEE] 2026-2-18 | Diffusion Model Driven Inverse Design of Microstrip Patch Antenna Enabling Extendable FOM Modeling
[IEEE] 2026-2-18 | Biomedical Radar Sensor for Non-Contact Simplified Pulmonary Function Testing
[IEEE] 2026-2-18 | VisuBench: A Flexible Web Platform for Script-Free Model Evaluation
[IEEE] 2026-2-18 | Building Height Estimation and 3D Reconstruction Using Shadow Detection and Semantic Segmentation from Satellite Imagery
[IEEE] 2026-2-18 | Segment-Side Window-Based Aggregation for Local Disparity with Edge and Texture Preservation
[IEEE] 2026-2-18 | Evaluation System and Application Research for Cost-Effective Measures to Enhance Power Supply Reliability
[IEEE] 2026-2-18 | Electro-Magnetic Wave Scattering by a Dielectric Wedge
[IEEE] 2026-2-18 | A Study of Wireless Signal Connection Between Microstrip Lines with Open Ends
[IEEE] 2026-2-18 | Modified Viterbi Algorithm for Religious Text: A Part-of-Speech Tagging for Waray-Waray
[IEEE] 2026-2-18 | HGNN-NCF: A Hybrid Neural Framework for Child-Friendly TikTok Video Recommendation
[IEEE] 2026-2-18 | Frequency-Domain Equalization Detection Based on Orthogonal Time Sequence Multiplexing
[IEEE] 2026-2-18 | Dragonfly Algorithm-Based Cooperative Spectrum Sensing for Enhanced Spectrum Hole Detection in Cognitive VANETs
[IEEE] 2026-2-18 | Deep Reinforcement Learning for Adaptive Thermal Management in Electric Vehicle Battery Packs
[IEEE] 2026-2-18 | Securing IJTAG with Dynamic Priority Control and Path-Integrated Validation
[IEEE] 2026-2-18 | Adaptive Deep Learning-Based Intrusion Detection and Prevention System for Encrypted Network Traffic
[IEEE] 2026-2-18 | Pavement Crack Detection via Transformer and CNN-Based Semantic Segmentation
[IEEE] 2026-2-18 | AVR-ADF: An Adaptive Visual Retrieval-Augmented Diagnostic Framework for Confusable Skin Diseases
[IEEE] 2026-2-18 | A 280-GHz Signal Source for FMCW Radar Systems Based on 28-nm CMOS Technology
[IEEE] 2026-2-18 | Analysis of Ice Melting Characteristics and Ice Shape Recognition for Transmission Conductors Under Different Warming Pathways
[IEEE] 2026-2-18 | Realistic AI Based Mental Health Detection and Analysis Model Using AR Agentic AI &amp; Conv-BiLSTM Architecture
[IEEE] 2026-2-18 | Switch-Based Complex Termination Impedance Reconfigurable Filters for RF Receiver Front-Ends
[IEEE] 2026-2-18 | Chromatic Intelligence in Complete Graphs Through Polynomial Decomposition and Stability Optimization
[IEEE] 2026-2-18 | Deep Reinforcement Learning for Autonomous Intrusion Detection in IoT Networks
[IEEE] 2026-2-18 | Object Detection for Intelligent Vehicles
[IEEE] 2026-2-18 | Biometric Parameter Selection Towards Human Identity Recognition Using Wi-Fi CSI Sensing
[IEEE] 2026-2-18 | A Hybrid-Integrated Dual-Circularly Polarized Horn Antenna with Microstrip-to-Waveguide Transition for Ku-Band Receiver Applications
[IEEE] 2026-2-18 | Leveraging Artificial Intelligence for Real-Time Language Translation and Interpretation
[IEEE] 2026-2-18 | AI-Driven Multimodal Big Data Framework for Early Screening of Schizophrenia and Bipolar Disorders
[IEEE] 2026-2-18 | A Design of Enhanced Dyna-Q Algorithm with Emotional Learning and Thread Mapping in Brain-Inspired Robot Navigation System
[IEEE] 2026-2-18 | Torque Ripple Reduction in IPMSM Based on Non-Uniform Air Gap Design
[IEEE] 2026-2-18 | Bi-directional Gain-Enhanced D-Band FMCW Radar with Transmitarray and Packaging-Conscious AoP Integration
[IEEE] 2026-2-18 | Study on temperature uniformity of lithium battery based on gradient porous metal composite phase change material
[IEEE] 2026-2-18 | Frequency Aware Restormer for Impulse Noise Image Restoration
[IEEE] 2026-2-18 | Change Point Detection based on Unsupervised Adversarial Autoencoders with Time-Frequency Domain Analysis
[IEEE] 2026-2-18 | Vision-Based Detection and Fuzzy-PID Control for Autonomous Floating Waste Collection
[IEEE] 2026-2-18 | A 66-GHz/121-GHz Dual-Mode Distributed VCO in 250-nm InP HBT
[IEEE] 2026-2-18 | Research on Fault Prediction of Electronic Current Transformers Based on the Slope Analysis Method of Linear Regression
[IEEE] 2026-2-18 | Performance Improvement Scheme for Distance Protection of Offshore Wind Power VSC-HVDC Grid-Connected Lines Based on Control-Protection Coordination
[IEEE] 2026-2-18 | A Dual-Pipeline UAV Framework for 2D AI-Based Pavement Distress Detection and 3D Quantification
[IEEE] 2026-2-18 | From Code to Combat: Introducing the Role of AI in Cyber and Kinetic Warfare in 2024
[IEEE] 2026-2-18 | A Dynamic Scheduling Optimization Method for PCB Workshops Based on LSTM-Differential Evolution Algorithm Fusion
[IEEE] 2026-2-18 | Optimizing Venture Capital Allocation with Deep Learning-Based Sentiment Analysis and Financial Data Fusion Techniques
[IEEE] 2026-2-18 | InfraRedSeg: Multimodal Point Prompting and Multi-Round Refinement for Unmanned Aerial Vehicle (UAV)-Based Infrared Target Segmentation
[IEEE] 2026-2-18 | Wideband Beam Scanning Leaky Wave Antenna Using CRLH T-Shaped Unit Cells
[IEEE] 2026-2-18 | A New Modeling Method for Universal Kriging with Qualitative and Quantitative Factors
[IEEE] 2026-2-18 | BitRelation: Exploring Bit-Level Dependencies in Neural Cryptanalysis
[ACM] 2026-2-18 | Erratum: The Last Mile in Remote Sensing Poverty Prediction
[ACM] 2026-2-18 | In Memoriam: Vicki L. Hanson
[IEEE] 2026-2-18 | Investigation and Enhancement of Spatial Light Uniformity of Laser-Driven PiGF for High-Brightness Lighting
[IEEE] 2026-2-18 | Automated High-Precision Parameter Extraction for Thin-Film Transistors via a GRU-Based Neural Network
[IEEE] 2026-2-18 | Copyright and Reprint Permission
[IEEE] 2026-2-18 | SCImputation: Mitigating Feature Confounding From a Structural Causal Perspective for Data Imputation_supp1-3665199.pdf
[IEEE] 2026-2-18 | IEEE/ASME Transactions on Mechatronics Publication Information
[IEEE] 2026-2-18 | Improving the Accuracy of GNSS-IR-Based Soil Moisture Retrieval by Mitigating Phase Biases from Non-Environmental Factors
[IEEE] 2026-2-18 | FSG-Net: Frequency-Spatial Synergistic Gated Network for High-Resolution Remote Sensing Change Detection
[IEEE] 2026-2-18 | Cascaded Metasurfaces with Polarization Multiplexing for Channel-Separated Terahertz Beam Steering_supp1-3665773.docx
[IEEE] 2026-2-18 | A Calibration Method for Star Sensors Based on the Zernike Wavefront Aberration Model
[IEEE] 2026-2-18 | Soft Auxetic Fingertip (SAF) for Shape-Adaptive and Stable Grasping_supp3-3665077.mp4
[IEEE] 2026-2-18 | Soft Auxetic Fingertip (SAF) for Shape-Adaptive and Stable Grasping_supp1-3665077.mp4
[IEEE] 2026-2-18 | MEDS-Net: Meta-Evidential Dual-Stream Network for Multimodal Few-Shot Driver Fatigue Detection
[IEEE] 2026-2-18 | Multi-Stage Survivable Network Slicing with Load Balancing for LEO Mega-Constellation
[IEEE] 2026-2-18 | Expanding the Magazine to Six Issues With More Special Issues [Editor’s Corner]
[IEEE] 2026-2-18 | DiffLSTM-MTE: A Hybrid LSTM-Diffusion Framework for Virtual iEEG Reconstruction from MEG
[IEEE] 2026-2-18 | IEEE Dataport
[IEEE] 2026-2-18 | Call for Papers: IEEE Computer Society
[IEEE] 2026-2-18 | An Energy Compensation Method With Dropout Technique Based on Data-Driven Approach for SOE Estimation of Lithium-Ion Batteries
[IEEE] 2026-2-18 | Efficient Heat Generation Systems Through Transformer and Recurrent Neural Forecasting Combined With Mixed-Integer Predictive Control
[IEEE] 2026-2-18 | A Coupled Oscillator Arrays for D-Band Scalable Phased Arrays
[IEEE] 2026-2-18 | A Reconfigurable Dual-Band Asymmetrical Doherty Power Amplifier Using PIN Diodes
[IEEE] 2026-2-18 | Assessing Tidal Energy Potential in the Visayas: Viability of the San Bernardino, San Juanico, and Cebu Straits
[IEEE] 2026-2-18 | Hardware Software Co-Design of 2D Modulation Schemes Otfs and Otsm on System-on-Chip
[IEEE] 2026-2-18 | Educating Students for Sustainable Futures: Integrating AI and Environmental Awareness
[IEEE] 2026-2-18 | An End-to-End High-Resolution Model for TFT Chip Pattern Segmentation: Leveraging an Enhanced DeepLabV3+ Architecture
[IEEE] 2026-2-18 | HFS-VAE: A Hierarchical Feature-Splitting Variational Autoencoder for Interpretable and Robust Network Intrusion Detection
[IEEE] 2026-2-18 | Cryptographically Secure Random Number Generator Utilizing Environmental Radiation
[IEEE] 2026-2-18 | Deep Learning-Based Resident Change Detection Using Electricity Metering Data
[IEEE] 2026-2-18 | Domain Knowledge Leveraged Inductive Transfer Learning on Solving a Regression Task
[IEEE] 2026-2-18 | 1D-CNN-Based Denoising of PPG Signals for Preserving Heart Rate Variability Information
[IEEE] 2026-2-18 | Research on Energy Efficient Edge Computing Strategy Based on Federated Reinforcement Learning
[IEEE] 2026-2-18 | Cybersecurity in AR/VR Environments: Threats, AI/ML Defenses, and Future Network Enhancements
