[2026-06-09 23:17:23] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-08
正在获取论文...
[arXiv] 2026-06-08 | ContextShift: A Controlled Benchmark for Context Dependence in Object Detection
[NO] 1684/1944 | In Silico Study of Resonant Magnetoelectric Micro-Transducers for Implantable Magnetic Sensing
[NO] 1685/1944 | Overcoming Data Scarcity in EV Battery Disassembly with Augmented Deep Learning and Structural Reasoning
[NO] 1686/1944 | Lightweight Deep Learning for Concealed Person Detection and Tracking in Airplane Cargo Holds
[NO] 1687/1944 | Auditory Landscape Identification of Endangered Bird Species using Hybrid Deep Learning Approach
[NO] 1688/1944 | A Heterogeneous Ensemble for Robust Deepfake Detection: Synergistic Integration of Convolutional and Transformer Architectures
[NO] 1689/1944 | Intelligent Network Intrusion Detection for IoT Devices using Semi-Supervised Learning and Random Forest
[NO] 1690/1944 | Exploring the Moderating Effect of Artificial Intelligence Adoption on Technological Self-Efficacy and Digital Communication in Relation to Digital Leadership Competencies
[NO] 1691/1944 | AUV Path Planning Under Ocean Current Disturbances Based on Deep Reinforcement Learning
[NO] 1692/1944 | A Digital Twin of Schooling Instability: Active Matter and Machine Learning for Climate-Resilient Marine Systems
[NO] 1693/1944 | A Review of Error Analysis and Compensation Methods Affecting the Measurement Performance of All-Optical Current Transformers
[NO] 1694/1944 | Cascaded FOC-Based Speed Control of a PMSM Traction Drive for Electric Vehicles
[NO] 1695/1944 | Nonlinear Integral Terminal Sliding Mode Control for DFIG-Based Wind Energy Conversion System
[NO] 1696/1944 | Adaptive Resource Allocation in Edge Computing Using Intelligent System Response
[NO] 1697/1944 | TuRA-UNet: A Tumor-Aware Residual Attention U-Net for Brain Tumor MRI Segmentation
[NO] 1698/1944 | Consistency Knobs in Practice: Latency, Availability, and Staleness Across Cassandra and MongoDB Under Workload and Faults
[NO] 1699/1944 | IoT Enabled Contaminated Food Detection in Warehouse Storage
[NO] 1700/1944 | Affective-Aware Learning Systems: Bridging Emotion and Education through AI
[NO] 1701/1944 | Sensing Before Failure: A Predictive IoT Architecture for Resilient Infrastructure Systems
[NO] 1702/1944 | Systematic Literature Review of Business Continuity Plan Methodologies: Components and Limitations
[NO] 1703/1944 | Lightweight Edge based Anomaly Detection Framework for Real Time Industrial IoT Monitoring
[NO] 1704/1944 | Detecting DDoS: A Communication Efficient Approach in Distributed Environments
[NO] 1705/1944 | Adaptive Cloud Resource Management using IBI Logic and Learning-based Optimization
[NO] 1706/1944 | Hybrid Heuristic and Zero-Knowledge Proof Framework for Patient Data Sanitization and Selective Disclosure in Smart Contracts
[NO] 1707/1944 | Enhancing Finite-Element-Informed Neural Networks via Metaheuristic Optimization: A Case Study in Structural Mechanics
[NO] 1708/1944 | Plant Leaf Disease Classification Using a Multi-Scale Attention Network
[NO] 1709/1944 | Flood Inundation Extent Extraction Based on Multi-source Synergistic Features from GF-3 Dual-polarization SAR Data
[NO] 1710/1944 | A Comparative Study of Marker-Based and Markerless Augmented Reality Technologies
[NO] 1711/1944 | Cloud-Enabled Backup and Recovery Architecture for High-Availability Data Management
[NO] 1712/1944 | TinyML-Based Hand Gesture Recognition for Device Control
[NO] 1713/1944 | Mamba-SHAP Hybrid Framework for Explainable PCOS Detection from Clinical and Hormonal Data
[NO] 1714/1944 | Parkinson’s Disease Classification from Smartwatch Non-Motor Symptom Questionnaires in the PADS Dataset
[NO] 1715/1944 | A Review on Advancing Immersive Experiences through Animation Technology in Virtual Reality
[NO] 1716/1944 | A Multi-Task Cross-Attention Network for Driver Fatigue Detection: A Tobacco Logistics Case Study
[NO] 1717/1944 | Entity Guided Natural Language Generation for Targeted Review Summarization
[NO] 1718/1944 | Performance Comparison of Machine Learning Algorithms for Depression Risk Prediction using PHQ-9 Questionnaire
[NO] 1719/1944 | Safety-Enhanced Hybrid A* Path Planning for Unclassified Roads Based on Hierarchical Map
[NO] 1720/1944 | From Adoption To Execution Why Many Indonesian MSMEs Fail After Going Digital A Systematic Literature Review Of Strategic And Organizational Barriers
[NO] 1721/1944 | A Comparative Study of Various Urban Change Detection Techniques in Northern Jordan using Sentinel and TerraSAR-X images
[NO] 1722/1944 | Alzheimer’s Disease Classification Using Handcrafted Features and Machine Learning on MRI Data
[NO] 1723/1944 | The SPACE of AI
[NO] 1724/1944 | LLM-Upgraded Graph Reinforcement Learning for Carbon-Aware Job Shop Scheduling in Smart Manufacturing
[YES] 1725/1944 | Do LLMs Agree on Microservice Decompositions? A Multi–Model Study from Textual Requirements
[NO] 1726/1944 | Advancing Normal Tissue Complication Probability Modeling with Supervised Contrastive Learning for Predicting Osteoradionecrosis
[NO] 1727/1944 | Hull-Fence: Online Multi-Robot Safe Coverage in Unknown Environments with Convex-Hull Hazard Cordoning
[NO] 1728/1944 | Shared Visits to Lost Theaters: Holoportation and Multimodal Content in Virtual Reality
[NO] 1729/1944 | Towards Interactive Volumetric Video experiences on Lightweight VR Devices through Remote Rendering
[NO] 1730/1944 | ECO-STICK: Integrated control with ecological elements for interactive solutions in the Amazon
[NO] 1731/1944 | MT-GaitFormer: An Integrative Transformer for Adaptive Control and User Authorization in Assistive Walking Robots
[NO] 1732/1944 | Supporting Agility at Scale Through an Organization-wide Software Engineering Community of Practice: Insights from a Large Software Development Organization
[NO] 1733/1944 | MP-Former: Transformer-Based Online Multi-Task Anomaly Detection
[NO] 1734/1944 | P2W: From Power Traces to Weights Matrix - An Unconventional Transfer Learning Approach
[NO] 1735/1944 | Fourier Spectrum of Noisy Quantum Algorithms
[YES] 1736/1944 | Nonuniform Graph Partitioning with Just a Little Flex
[NO] 1737/1944 | Optimal Phylogenetic Reconstruction from Sampled Quartets
[NO] 1738/1944 | Lower Bounds in Algebraic Complexity via Symmetry and Homomorphism Polynomials
[NO] 1739/1944 | High-Accuracy List-Decodable Mean Estimation
[NO] 1740/1944 | Sparse Linear Regression Is Easy on Random Supports
[NO] 1741/1944 | Evaluating the Accuracy of Monocular 3D Pose Estimation for Gait Analysis
[NO] 1742/1944 | A Business and Organizational Maturity Model for Data Spaces derived from the DSSC Blueprint
[NO] 1743/1944 | Do small and medium-sized LLMs simulate embodied cognition? A preliminary analysis for enhancing ITS with embodied cognition capabilities
[NO] 1744/1944 | Prakriti: Human Body-Type Identification to Recommend Lifestyle Using IoT and ML
[YES] 1745/1944 | A Compact Population-Activity Detector for Event-Driven Gating in Neuromorphic Pipelines
[NO] 1746/1944 | A Detecting Method For Line-Spectrum Target Based on Time-Frequency Signal Presence Probability Sensing
[NO] 1747/1944 | Fuzzy Controller Assisted DVR for Grid-Connected PV Nanogrid Under Severe Grid Faults
[NO] 1748/1944 | Research on PCB Defect Detection Algorithm Based on YOLOv5
[NO] 1749/1944 | A CNN Framework for Accurate Fatty Liver Disease Prediction Using EfficientNetB3 and DenseNet121
[NO] 1750/1944 | Front Cover Page
[NO] 1751/1944 | Quantum Computing-Powered Error Correction System for Secure Satellite Communication
[NO] 1752/1944 | WayWaker: A Location-Based Alarm System for Travelers Using Transformer-Based Context-Aware Travel Recommendation
[NO] 1753/1944 | Smart Water Management System for Multi-Storey Residential Buildings
[NO] 1754/1944 | Analysis of Multiple-Output Integrated Receivers for Wireless Power Transfer in Biomedical Implants
[NO] 1755/1944 | Adoption of Artificial Intelligence (AI) by Workers: Extending Theory of Planned Behaviour (TPB) with IT Knowledge and Price Value
[NO] 1756/1944 | IoT Data Analytics with Deep Neural Networks: Trends and Future Directions
[NO] 1757/1944 | Autonomous Agent-Based Intelligence for Continuous Learning and Adaptation in Cyberphysical Systems
[NO] 1758/1944 | AI-Based Daily Heart Risk Guardian (DHRG) Using XGBoost Algorithm
[NO] 1759/1944 | Enhancing Employee Data Security with Blockchain Solutions
[NO] 1760/1944 | Deep Learning-Based Solar Energy Forecasting Using Environmental Time-Series Data
[NO] 1761/1944 | A 12.5mW Deep Neural Network Accelerator for Continuous Seizure Forecasting in Edge Devices
[NO] 1762/1944 | Blockchain Technology for Enhancing Transparency and Security in Financial Management Systems
[NO] 1763/1944 | Research on Human-Following Control of a Smart Walker Based on IMU and Pressure Sensor Fusion
[NO] 1764/1944 | Apple Grading Based on Bagging Ensemble of Ordinal Evidential Neural Network
[NO] 1765/1944 | Design and Development of 8 - Legged Robot Using Theo Jansen Mechanism
[NO] 1766/1944 | An Intelligent Ventilation Constant-Pressure Control Method Based on State Awareness and a Hybrid Optimization Algorithm
[NO] 1767/1944 | Evaluating the Impact of Work-Life Balance on Job Performance Among Women Police Personnel in Chennai City
[NO] 1768/1944 | Latency-Budgeted Terminal–Edge Collaborative Video Analytics with Adaptive Masking and Content-Aware Encoding
[NO] 1769/1944 | Computational Engineering Based on the Intersection of Data Protection and Cybersecurity
[NO] 1770/1944 | Architecting Ethical and Scalable Artificial Intelligence Systems: A Secure Deployment Model with Real-World Benchmarking
[NO] 1771/1944 | Mindfulness Meditation in Workplace: Satisfaction and Harmonious Employee-Employer Relationships
[NO] 1772/1944 | AI-Powered Predictive Analytics Framework for Urban Heat Island (UHI) Mitigation
[NO] 1773/1944 | Data-Driven Insights in Consumer and Workforce Analytics Using AI and Natural Language Processing
[NO] 1774/1944 | IEEE Copyright and Consent Form
[NO] 1775/1944 | Integrated Power Line Fault Detection Using Arduino With GSM
[NO] 1776/1944 | 2026 6th International Symposium on Intelligent Robotics and Systems (ISoIRS)
[NO] 1777/1944 | A Machine Learning Framework for Predictive Maintenance of Power Transformers Using CAI and EFRI Metrics
[NO] 1778/1944 | Enhancing Healthcare Waste Management Through Deep Learning-Based Classification
[NO] 1779/1944 | 2026 12th International Conference on Control, Automation and Robotics (ICCAR)
[NO] 1780/1944 | Blockchain for Secure Management of International Student Exchange Records: Opportunities, Challenges, and Future Directions
[NO] 1781/1944 | Secure Link Scheduling for UAV Swarms: From Perspective of Covert Communication
[NO] 1782/1944 | Deduplication-while-Storage: A New Encrypted Deduplication Storage Paradigm
[NO] 1783/1944 | Wearable-Based Emotion Recognition Using Electrocardiogram and Galvanic Skin Response and Instrumentation Audit: A Systematic Review
[NO] 1784/1944 | Enhancing Credit Scoring Accuracy Using Machine Learning and Alternative Data Sources in a Credit Card Company in Bahrain
[NO] 1785/1944 | Reinforcement Learning with Dynamic State Abstractions
[NO] 1786/1944 | Space Motion Modeling and Control System Optimization Design of Unmanned Underwater Vehicles Based on Comprehensive Simulation
[NO] 1787/1944 | Designing Adaptive User Interfaces for Elderly Users in Smart Homes: A Systematic Literature Review
[NO] 1788/1944 | Design and Launch of Solid Propellant Reusable Rocket
[NO] 1789/1944 | FarmSense Pro: A Data-Driven Approach to Crop Yield and Price Estimation
[NO] 1790/1944 | Preserving What, Removing Where: Dual-Stream Beneficial Feature Pre-Debiasing for HOI Detection
[NO] 1791/1944 | Leveraging Generative AI to Advance Technology-Based Startup Incubation and Societal Progress
[NO] 1792/1944 | A Big Data Architecture for Smart Bus System
[NO] 1793/1944 | Enhanced Smart Retail Decision Through Sentiment Analysis Using Machine Learning
[NO] 1794/1944 | Skin Lesion Classification for Skin Cancer Using MobileNetV2
[NO] 1795/1944 | Location-Based Adaptive Grouping Algorithm for Federated Learning
[NO] 1796/1944 | IEEE Copyright and Consent Form
[NO] 1797/1944 | Study of Dynamic behaviour of the Linear Susceptibility on Pulse Propagation in Fiber Optics Communication
[NO] 1798/1944 | Technological Analysis on Exploring Emotional Intelligence Through Cultural Lenses
[NO] 1799/1944 | Patchwork-Based Audio-Visual Watermarking Using ADPCM and Adaptive Embedding
[NO] 1800/1944 | FedAADC: Model Similarity-based Base Station Clustering for Federated Wireless Traffic Prediction
[NO] 1801/1944 | AI Based Engineering Framework Addressing Total Quality Management Based on Workplace Management
[NO] 1802/1944 | Web-Based Platform for Efficient User-Vendor Interaction and Marketplace Integration
[NO] 1803/1944 | Cross-Modality Anatomy Knowledge Distillation for Retinal OCT Layer Segmentation with Limited Labels
[NO] 1804/1944 | Post-Quantum Security for 6G–Opportunities and Challenges
[NO] 1805/1944 | SpecEStop: Self-Supervised Hyperspectral Mixed Noise Removal via Deep Spectral Prior
[NO] 1806/1944 | A Frequency-Domain Vision Accelerator for High-Resolution Object Detection on RAW Data
[NO] 1807/1944 | FreMotion: A Frequency-Motion Synergy Framework for Imitation Learning in Robust Robotic Fine Manipulation
[NO] 1808/1944 | Wireless Electromagnetic Tracking Using Ultra-Low Frequency Fields for Hardware-Constrained Medical Devices_supp2-3694425.mp4
[NO] 1809/1944 | Enhanced meta-transfer learning for few-shot recognition of communication interference signals
[NO] 1810/1944 | Reliable Power Management for DCMG Clusters Based on Adaptive Droop Curve and DESO Under Line Impedance and Cyber Attacks
[NO] 1811/1944 | LlymX: Multimodal LLM-Augmented XR for Context-Aware Information Access
[NO] 1812/1944 | DGPDT: Detection-Guided and Prompt-Driven Transformers for Automated and Generalizable Cobb Angle Estimation
[NO] 1813/1944 | CaUCD: Causal Unsupervised Change Detection
[NO] 1814/1944 | Fast and Scalable Newton-Raphson Power Flow Analysis via Hierarchical Parallelism and Graph Node-based Hash Storage
[NO] 1815/1944 | A Cooperative Scheme for Voltage Ripple Extraction and Suppression in DC Distribution Networks Based on TTAO-VMD and Improved DC-APF
[NO] 1816/1944 | Back-to-Back Multiport Converter for Wind and Battery Integrated System With Reduced Power Conversion Stage
[YES] 1817/1944 | A Hierarchy of Supermartingales for ω-Regular Verification
[NO] 1818/1944 | Causality and Semantic Separation
[NO] 1819/1944 | MatchBox: A Semantic Foundation for Data Plane Portability
[YES] 1820/1944 | The Search for Constrained Random Generators
[NO] 1821/1944 | GradInf: Gradient Estimation as Probabilistic Inference
[NO] 1822/1944 | Nested Inductive Types: Justified and Usable Nested Inductive Types in Lean and Rocq
[NO] 1823/1944 | Review for "End-to-End Depositional Microfacies Identification from Variable-Log Inputs Using CNN and Attention-CRF"
[NO] 1824/1944 | Review for "End-to-End Depositional Microfacies Identification from Variable-Log Inputs Using CNN and Attention-CRF"
[NO] 1825/1944 | Beyond Representation: Mechanisms of Culturally Affirming Mentorship for Black and Latinx Students in STEM
