[2026-06-03 23:43:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-02
正在获取论文...
[arXiv] 2026-06-02 | Wave-mean decomposition of scale-dependent kinetic energy from surface drifters
[arXiv] 2026-06-02 | A nonlinear heat transfer equation in turbulent media: symmetry classification, recursion operators, and exact solutions
[arXiv] 2026-06-02 | Bastet: A Fine-Grained Expert-Labeled Dataset for DeFi Smart Contract Vulnerability Detection
[arXiv] 2026-06-02 | Local Guidance, Global Impact: Gaussian-Reshaped Trust Region Unlocks Behavior Transitions
[arXiv] 2026-06-02 | Neural Change Prediction: Relating Software Changes to Their Effects and Vice Versa
[arXiv] 2026-06-02 | Intellectual Humility as a Cognitive Filter for AI-Generated Health Misinformation. An Evolutionary Perspective on Epistemic Vigilance
[arXiv] 2026-06-02 | P\textsuperscript{2}-DPO: Grounding Hallucination in Perceptual Processing via Calibration Direct Preference Optimization
[arXiv] 2026-06-02 | Legendrian cycles and Reilly-type variational formulae for $F_nW^{2,n}$-sets
[arXiv] 2026-06-02 | Instantaneous Risk Minimization for Secure Integrated Sensing and Communication
[arXiv] 2026-06-02 | AugMask: Training Diffusion Models on Incomplete Tabular Data via Stochastic Augmentation and Masking
[arXiv] 2026-06-02 | The caustic method applied to The Three Hundred: prospects for upcoming CATARSIS and other surveys
[arXiv] 2026-06-02 | GPU-Parallel Multi-Task Reinforcement Learning with Demonstration Guided Policy Optimization
[arXiv] 2026-06-02 | Exotic SU(3) Flavor Structures in Fully Light Tetraquark Systems
[arXiv] 2026-06-02 | CAPER: Clause-Aligned Process Supervision for Text-to-SQL
[arXiv] 2026-06-02 | Validation-Gated Multi-Agent Governance for Online Adaptation of Thermal-Hydraulic Surrogate Models under Operating-Regime Shift
[arXiv] 2026-06-02 | Deficit of primordial Li7 and primordial black holes
[arXiv] 2026-06-02 | The Security Budget of Code LLMs: An Information-Theoretic Capacity-Security Bound
[arXiv] 2026-06-02 | From Script to Semantics: Prompting Strategies for African NLI
[arXiv] 2026-06-02 | Stress-triggered atomic explosion of trapped hydrogen initiates crack nucleation
[arXiv] 2026-06-02 | GEM Production at the FTD in Bonn
[arXiv] 2026-06-02 | Multilingual Unlearning in LLMs: Transfer, Dynamics, and Reversibility
[arXiv] 2026-06-02 | AI-Generated Traces for Novice Programmers: Learning Effects and Learner Differences in a Multi-Institutional Study
[arXiv] 2026-06-02 | Tailoring pure valley-Zeeman spin-orbit coupling in WSe$_2$-encapsulated monolayer graphene
[arXiv] 2026-06-02 | EaDex: A Cross-Embodiment Dexterous Manipulation Framework from Low-Cost Demonstrations
[arXiv] 2026-06-02 | ReforMe: Re-Shaping Documents with Contextual Prompting and Layout-Aware Propagation
[arXiv] 2026-06-02 | Let There Be Light: Reflection, Refraction and Scattering for Neural Operators
[arXiv] 2026-06-02 | On the Impact of Pinching Antennas on Traffic Offloading
[arXiv] 2026-06-02 | MemoGen: Can Past Experience Improve Future Text-to-Image Generation?
[arXiv] 2026-06-02 | GeoAlign: Beyond Semantics with State-Guided Spatial Alignment in VLA Models
[arXiv] 2026-06-02 | Monte-Carlo study of Compositional Heterogeneity in Multicomponent Cluster Crystals
[arXiv] 2026-06-02 | Nonlinear Equation for Dust Drift Waves
[arXiv] 2026-06-02 | GFFMERGE: Efficient Merging of Graph Neural Force Fields and Beyond
[arXiv] 2026-06-02 | A reduced model for surface wave-current interactions without spatial scale separation
[arXiv] 2026-06-02 | HRNN: A Hybrid Graph Index for Approximate Reverse k-Nearest Neighbor Search on High-Dimensional Vectors
[arXiv] 2026-06-02 | Search for electroweak scale dijet resonances in pile-up collisions at $\sqrt{s}=13$ TeV with the ATLAS detector
[arXiv] 2026-06-02 | Follow-Your-Preference++: Rethinking Preference Alignment for Image Inpainting
[arXiv] 2026-06-02 | Bayesian Tensor Decomposition with Diffusion Model Prior
[arXiv] 2026-06-02 | Critical evaluation of PINN for FWD inverse analysis and differentiable FEM as an alternative
[arXiv] 2026-06-02 | DECA: Decentralizing Block-Wise Adam for Efficient LLM Full-Parameter Fine-Tuning on Non-IID Data
[arXiv] 2026-06-02 | AI Rater Discrimination Depends on Scoring Protocol in Complex Clinical Decision-Making
[arXiv] 2026-06-02 | SenseJudge: Human-Centric Preference-Driven Judgment Framework
[arXiv] 2026-06-02 | The EIC reduced cross sections at high inelasticity
[arXiv] 2026-06-02 | FinStressTS: A Parametric Synthetic Benchmark for Time-Series Forecasting in Finance
[arXiv] 2026-06-02 | GLINT: Sparsely Gated Vision-Language Alignment for Fine-Grained Radiology Representations
[arXiv] 2026-06-02 | Evidence-Aware Protein Complex Detection: Methods, Benchmarks, and Reproducibility Challenges
[arXiv] 2026-06-02 | Likelihood topology and applicability limits of spatial anti-aliasing inversion for folded electron drift instability dispersion in Hall thrusters
[arXiv] 2026-06-02 | SRENet: Spectral Re-Entry Network for Point Cloud Action Recognition
[arXiv] 2026-06-02 | ACRONYM: Accelerated Approximate Nearest Neighbor Search in Memory for Dynamic Vector Databases
[arXiv] 2026-06-02 | Section-Weighted Hybrid Approach for Legal Case Retrieval
[arXiv] 2026-06-02 | Think-Before-Speak: From Internal Evaluation to Public Expression in Multi-Agent Social Simulation
[arXiv] 2026-06-02 | The approximate strong completeness of the hypersequent calculus $\text{GŁ}\forall$
[arXiv] 2026-06-02 | Parallel Metric Skiplists and Nearest Neighbor Search
[arXiv] 2026-06-02 | Learning to See via Epiretinal Implant Stimulation in silico with Model-Based Deep Reinforcement Learning
[arXiv] 2026-06-02 | Excessive use, ill use and misuse of Bibliometrics
[arXiv] 2026-06-02 | SPOQ: Specialist Orchestrated Queuing for Multi-Agent Software Engineering
[arXiv] 2026-06-02 | Trans GAN-WT: A Feature Extraction and Interactive Learning-Based Anomaly Detection Model for Wind Turbine Time Series Data
[arXiv] 2026-06-02 | Inverting the Generation Process of Denoising Diffusion Implicit Models: Empirical Evaluation and a Novel Method
[arXiv] 2026-06-02 | DeskCraft: Benchmarking Desktop Agents on Professional Workflows and Human-in-the-Loop Collaboration
[arXiv] 2026-06-02 | A viscosity-Halpern hybrid scheme for countable families of equilibrium and variational inequality problems
[arXiv] 2026-06-02 | DELTAMEM: Incremental Experience Memory for LLM Agents via Residual Trees
[arXiv] 2026-06-02 | Optimal constants of smoothing estimates for quantum harmonic oscillators
[arXiv] 2026-06-02 | Local and global well-posedness for the nonlinear Schrödinger equation with nonhomogeneous boundary conditions
[arXiv] 2026-06-02 | ToolGate: Token-Efficient Pre-Call Control for Tool-Augmented Vision-Language Agents
[arXiv] 2026-06-02 | FCUS-rPPG: A Fast-Converging Unsupervised Framework for Remote Photoplethysmography via Gradient Oscillation Suppression
[arXiv] 2026-06-02 | The Value Function Semi-Algebraic Set in Partially Observable Markov Decision Processes
[arXiv] 2026-06-02 | RelGT-AC: A Relational Graph Transformer for Autocomplete Tasks in Relational Databases
[arXiv] 2026-06-02 | The Deliberative Illusion: Diagnosing Factual Attrition and Stance Homogenization in Multi-Agent LLM Deliberation
[arXiv] 2026-06-02 | AUDITFLOW: Executable Symbolic Environments for Structured Financial Reporting Verification
[arXiv] 2026-06-02 | Spike-Aware C++ INT8 Inference for Sparse Spiking Language Models on Commodity CPUs
[arXiv] 2026-06-02 | Hint-Guided Diversified Policy Optimization for LLM Reasoning
[arXiv] 2026-06-02 | Hydrodynamically engineered Indigenous arrows skip on water for waterfowl hunting
[arXiv] 2026-06-02 | Patcher: Post-Hoc Patching of Backdoored Large Language Models
[arXiv] 2026-06-02 | Slipstream: Locality-Aware Graph Index Construction for Streaming Approximate Nearest Neighbor Search
[arXiv] 2026-06-02 | A Training-Efficient Transformer-Based Anti-Spoofing Network for Logical Access in ASVspoof 5
[arXiv] 2026-06-02 | WISE-HAR: A Generalizable Ensemble Deep Learning Framework for WiFi-Based Human Activity Recognition
[arXiv] 2026-06-02 | Sensitivity of the Neutron Star Equation of State Inferences to Mass and Radius Measurements
[arXiv] 2026-06-02 | Graph Regularized Non-negative Reduced Biquaternion Matrix Factorization for Color Image Recognition
[arXiv] 2026-06-02 | On the prime field spherical restriction conjecture in four dimensions: breaking the Stein-Tomas exponent and applications
[arXiv] 2026-06-02 | Twisted representations of conformal nets and crossed balanced tensor categories
[arXiv] 2026-06-02 | The Polymorphic Chiral Anomaly
[arXiv] 2026-06-02 | Fractal anti-tori
[arXiv] 2026-06-02 | Q-FE: A Quantum-Native 6G Far-Edge Architecture Securing Industrial IoT Digital Twins via CSIDH-PQC and Asynchronous Federated Learning
[arXiv] 2026-06-02 | SkelHCC: A Hyperbolic CLIP-Driven Cache Adaptation Framework for Skeleton-based One-Shot Action Recognition
[arXiv] 2026-06-02 | Testing LLM Arithmetic Reasoning Generalization with Automatic Numeric-Remapping Attacks
[arXiv] 2026-06-02 | PHASER: Phase-Aware and Semantic Experience Replay for Vision-Language-Action Models
[arXiv] 2026-06-02 | Probing the Variation of the Inner Surface-Brightness Profile of Nuclear Star Clusters on the Intermediate-Mass Black Hole Mass Measurements Using Mock Observations of ELT/MICADO and HARMONI
[arXiv] 2026-06-02 | CANMOT: Class-Aware Noise Modeling for Multi-Object Tracking in Autonomous Driving
[arXiv] 2026-06-02 | Remarks on selection problems for first-order discounted mean field games
[arXiv] 2026-06-02 | A Complete Classification of 2-Linear Neighborhood Complexes
[arXiv] 2026-06-02 | Skill Is Not Document: A Query-Conditional Benchmark and Two-Stage Retriever for LLM Agent Skill Routing
[arXiv] 2026-06-02 | Analytical Evaluation of DCA Convergence Properties for Minimizing Prediction Functions of Gaussian RBF Support Vector Regression
[arXiv] 2026-06-02 | A Robust Optimization Approach to Sparse Principal Component Analysis
[arXiv] 2026-06-02 | NVIDIA Isaac Sim: Enabling Scalable, GPU-Accelerated Simulation for Robotics
[arXiv] 2026-06-02 | Static and Dynamic Representations for Tactile Contact-Angle Estimation with Event-Based Sensors
[arXiv] 2026-06-02 | D2MDT: Department-aware Multidisciplinary Team Consultation with Deliberation for Efficient Clinical Prediction
[arXiv] 2026-06-02 | Knowledge-Preserved Model Tuning in Null-Space for Robust Spatio-Temporal Video Grounding
[arXiv] 2026-06-02 | Estimation of Equivalent SCR for Offshore Wind
[arXiv] 2026-06-02 | Finite palette endpoints and degree-square Turán problems
[arXiv] 2026-06-02 | Privacy-Preserving High-Resolution Image Gradient Computation Based on Fully Homomorphic Encryption
[arXiv] 2026-06-02 | Enhancing Collective Self-Consumption through Water Storage Heater Flexibility
[arXiv] 2026-06-02 | Structure-Guided Mixed Masked Pretraining and Spatial Continuity Regularization for Printed Circuit Board Defect Detection
[arXiv] 2026-06-02 | ThoughtFold: Folding Reasoning Chains via Introspective Preference Learning
[arXiv] 2026-06-02 | Demystifying Pipeline Parallelism: First Theory for PipeDream
[arXiv] 2026-06-02 | Ferroelectric-tunable quantum nonlinearity of chiral Bloch electrons in a moiré system
[arXiv] 2026-06-02 | Analyzing Visual Attention Patterns During Band Rehearsal with Mobile Eye Tracking
[arXiv] 2026-06-02 | Hierarchical crack patterns: Identification of crack generations
[arXiv] 2026-06-02 | A formal definition and meta-model for a machine theory of mind
[arXiv] 2026-06-02 | Predicting Lakehouse Performance in Clouds: An Empirical Exploration of Query Runtime Variance
[arXiv] 2026-06-02 | What Makes Interaction Trajectories Effective for Training Terminal Agents?
[arXiv] 2026-06-02 | WavTTS: Towards High-Quality Zero-Shot TTS via Direct Raw Waveform Modeling
[arXiv] 2026-06-02 | Multiple Orthogonal Polynomials on the Ball and Radial Extensions
[arXiv] 2026-06-02 | CP-Agent: Context-Aware Multimodal Reasoning for Cellular Morphological Profiling under Chemical Perturbations
[arXiv] 2026-06-02 | Signals and Spoils: Speculative Oracle Extractable Value in the Era of Cross-Chain Interoperability
[arXiv] 2026-06-02 | A Hybrid Approach For Malware Classification Using Secondary Features Fusion
[arXiv] 2026-06-02 | HonestAffinity: Leak-Aware Evaluation of Protein and Pocket Priors for Binding Affinity Prediction
[arXiv] 2026-06-02 | PHAF-Personalized Hand Avatars in a Flash
[arXiv] 2026-06-02 | A Better Comparison under right-censoring: ABC Statistic for Equivalence Testing and Quantification
[arXiv] 2026-06-02 | Global adiabatic criterion for fast topological photon transfer in Fock-state lattices
[arXiv] 2026-06-02 | Mamba-Enhanced Implicit Motion Learning for Audio-Driven Portrait Animation
[arXiv] 2026-06-02 | Selective Token-Level Cryptographic Redaction for Privacy-Preserving Clinical Deployment of Large Language Models
[arXiv] 2026-06-02 | Three-dimensional density and air-rock interface reconstruction with muography: Application to the TianQin tunnel
[arXiv] 2026-06-02 | Grasp-Then-Plan with Failure Attribution: A Closed Two-Stage Framework for Precise and Generalizable Robotic Manipulation
[arXiv] 2026-06-02 | AI Model Extraction Attacks: Bypassing Single-Client Assumptions in Defenses
[arXiv] 2026-06-02 | SMAC: Spatial-Modal Joint Modeling and Adaptive Representation Collapse for Multimodal Object Tracking
[arXiv] 2026-06-02 | Structured drift design for denoising diffusion models
[arXiv] 2026-06-02 | The Impact of Temporal Granularity on Socio-Demographic Inference from Household Load Profiles
[arXiv] 2026-06-02 | ImageAuditor: Membership Inference Attack against Image-based Retrieval-Augmented Generation
[arXiv] 2026-06-02 | Rain: RDMA-assisted In-Network Scheduling for Microsecond-scale Workloads
[arXiv] 2026-06-02 | SynCred-Bench: Benchmarking Synthetic Credibility in AI-Generated Visual Misinformation
[arXiv] 2026-06-02 | FLIPS: Instance-Fingerprinting for LLMs via Pseudo-random Sequences
[arXiv] 2026-06-02 | InfoMem: Training Long-Context Memory Agents with Answer-Conditioned Information Gain
[arXiv] 2026-06-02 | The Violation Situation Pattern: A Knowledge-Graph Pattern for Compliance Violations
[arXiv] 2026-06-02 | Multi-Modal Graph Neural Network with Transformer-Guided Adaptive Diffusion for Preclinical Alzheimer Classification
[arXiv] 2026-06-02 | Class-Based Smart Charging Control for Electric Vehicles
[arXiv] 2026-06-02 | Ollivier-Ricci curvature in cycle overlap mode
[arXiv] 2026-06-02 | Detection of a four-carbon sugar in interstellar space
[arXiv] 2026-06-02 | A Novel Detection Method for Single-RF MIMO-OFDM Systems
[arXiv] 2026-06-02 | Learning Multi-Scale Hypergraph for High-Order Brain Connectivity Analysis
[arXiv] 2026-06-02 | A proof of an identity for the critical exponents of jamming
[arXiv] 2026-06-02 | Bridging Predictive Uncertainty and Safe Action: Sample-Conditioned Differentiable Planning for Autonomous Driving
[arXiv] 2026-06-02 | Magneto-optical evidence for single-crystal-like magnetic switching of epitaxial antiferromagnetic LaFeO3 films
[arXiv] 2026-06-02 | SEA-NLI: Natural Language Inference as a Lens into Southeast Asian Cultural Understanding
[arXiv] 2026-06-02 | EqGINO: Equivariant Geometry-Informed Fourier Neural Operators for 3D PDEs
[arXiv] 2026-06-02 | FreeStreamGS: Online Feed-forward 3D Gaussian Splatting from Unposed Streaming Inputs
[arXiv] 2026-06-02 | Investigating Novice Researchers' Perceptions of Research Privacy Within LLM-Assisted Workflows
[arXiv] 2026-06-02 | When Does Complexity Conditioning Help a Frozen Sentence Embedding? A Controlled Study of Per-Sentence and Pair-Level Difficulty Adaptation
[arXiv] 2026-06-02 | An analogue of the Gauss-Kuzmin problem for continued A2-fractions
[arXiv] 2026-06-02 | Learning Temporal Causal Structure via Smooth Differentiable Optimization
[arXiv] 2026-06-02 | Sample-Size Scaling of the African Languages NLI Evaluation
[arXiv] 2026-06-02 | Generative AI-Enabled Refund Fraud in Chinese E-Commerce: Investigation on Merchants and Platform Workers
[arXiv] 2026-06-02 | Wide-field mid-infrared single-photon upconversion imaging
[arXiv] 2026-06-02 | MemTrain: Self-Supervised Context Memory Training
