[2026-02-18 09:33:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-17
正在获取论文...
[arXiv] 2026-02-17 | A Content-Based Framework for Cybersecurity Refusal Decisions in Large Language Models
[IEEE] 2026-2-17 | Member Get-A-Member (MGM) Program
[IEEE] 2026-2-17 | A Damage Prevention Device for Suspension Towers Subjected to Conductor Breakage
[IEEE] 2026-2-17 | DSVA: An Iterative Refinement Multi-Agent Framework for NL-to-MTL Translation
[IEEE] 2026-2-17 | An LCC-LCC Compensated Simultaneous Wireless Power and Data Transfer System With Flexible Regulation and Load-Independent Constant Voltage Output
[IEEE] 2026-2-17 | Blockchain Based Medical History Management System
[IEEE] 2026-2-17 | Metamaterial-Based Four-Port Polarized MIMO Antenna for SWIPT Applications
[IEEE] 2026-2-17 | Modelling of Electrostatic Discharge: A Fuzzy Logic Approach
[IEEE] 2026-2-17 | Adaptive Energy-Efficient Communication Architecture for Large-Scale IoT Systems in 5G Environments
[IEEE] 2026-2-17 | Multilingual Video to Text Summarizer Framework for Cross-Lingual Content Accessibility
[IEEE] 2026-2-17 | Experimental Characterization of an RF Power Dependent Immunity Model for an RC Timer IC
[IEEE] 2026-2-17 | Designing systemic interventions for a Just Transition to Net Zero: Case of the JUST-Systems Programme
[IEEE] 2026-2-17 | Graph Partitioning via Genetic Algorithm: A Maximum Spanning Tree Sparsification Approach
[IEEE] 2026-2-17 | AI-Based Text Extraction from Images and PDF Documents
[IEEE] 2026-2-17 | Minimizing Risk: An Integrated System for Earthquake and Landslide Early Warning
[IEEE] 2026-2-17 | Simulation Model for Several Blockchain Systems using Queueing Theory
[IEEE] 2026-2-17 | A Vision-Language Model-Based Scene Graph Generation Method With Directional Relationship Reasoning
[IEEE] 2026-2-17 | Course-Specific AI TA: Implementation and Impact on Student Learning
[IEEE] 2026-2-17 | Context-Aware Secure Multi-User Cloud File Sharing Framework Using Federated Learning and Attribute-Based Encryption
[IEEE] 2026-2-17 | Colorectal Cancer Tumor Grade Segmentation in Digital Histopathology Images: from GIGA to Mini Challenge
[IEEE] 2026-2-17 | Blockchain-Based Security Mechanism for Vehicle-to-Everything (V2X) Communication
[IEEE] 2026-2-17 | Predictive Analytics for Supply Chain Optimization using ML Models
[IEEE] 2026-2-17 | Blockchain-Based Smart Contracts in Insurance: Enhancing Transparency, Security, and Efficiency in Policy Management
[IEEE] 2026-2-17 | Multi-Task Particle Swarm Optimization Algorithm Based on Adaptive Gene Migration
[IEEE] 2026-2-17 | Two-stage regional reconstruction method of distribution network considering optimal operation
[IEEE] 2026-2-17 | Adversarial Challenges in AI-based Intrusion Detection Systems for Cloud Environments: A Comprehensive Review
[IEEE] 2026-2-17 | HEMP Hardening Assessment of Aircraft
[IEEE] 2026-2-17 | CT-like Scanning and High-Resolution Point Cloud Generation of Digital Models Based on SDF
[IEEE] 2026-2-17 | Enhanced Sentiment Classification of Mobile Phone Technical Reviews using BERT-based Models
[IEEE] 2026-2-17 | Federated Intelligence for Secure Diagnosis of Rare Diseases in Clinical Imaging
[IEEE] 2026-2-17 | IoT-Integrated Hybrid Beetle–Ant Algorithm for Real-Time MPPT in Solar Photovoltaic Systems
[IEEE] 2026-2-17 | A Comprehensive Survey on the Causes and Challenges of Network Traffic Congestion in Modern Networks
[IEEE] 2026-2-17 | Research on Deep Learning-Based Part Detection and Recognition Methodology
[IEEE] 2026-2-17 | Weather Prediction and Classification for Citrus Farming Using Support Vector Regression (SVR) and Classification and Regression Tree (CART)
[IEEE] 2026-2-17 | A Comprehensive Review of YOLO Object Detection Models Across Diverse Domains: Evolution, Adaptations, and Performance Benchmarks
[IEEE] 2026-2-17 | Adaptive Workflow Orchestration in Large-Scale Cloud Data Pipelines using Apache Airflow
[IEEE] 2026-2-17 | A Literature Review of Federated Learning Algorithms for Load Prediction
[IEEE] 2026-2-17 | LRS-Chain: A Permissioned Blockchain-Enabled Framework for Secure and Transparent Land Registry Systems
[IEEE] 2026-2-17 | HYPER-RAG: Evaluating Hyperparameter Trade-Offs in Biomedical Retrieval-Augmented Generation
[IEEE] 2026-2-17 | Testbed Evaluation of MR-Gov: The Multi-Radio Coexistence Governor
[IEEE] 2026-2-17 | A Hybrid Machine and Deep Learning Framework for Student Risk Prediction in Learning Management System
[IEEE] 2026-2-17 | Encrypted Traffic Classification in Software-Defined Networks Using Machine Learning: A Comparative and Design-Oriented Approach
[IEEE] 2026-2-17 | Lightweight CNN-based Malaria detection framework based on the use of MobileNetV2
[IEEE] 2026-2-17 | Design of Wide Passband Band Stop Filter for EMC Applications
[IEEE] 2026-2-17 | Research on a Lithium Battery Health Management System Based on Big Data and Artificial Intelligence
[IEEE] 2026-2-17 | AI-Driven Brain Stroke Detection with Outcome-Optimized Triage and Alerts
[IEEE] 2026-2-17 | Machine Learning Approaches to Predict Employee Retention in the Textile and Apparel Industry
[IEEE] 2026-2-17 | Integrating AI and Immersive Technologies in Art Education: An Umbrella Review of Tools, Pedagogies, and Implications
[IEEE] 2026-2-17 | CitrusSeg: A Lightweight High-Precision Instance Segmentation Network for Dense Citrus Detection
[IEEE] 2026-2-17 | Biometric-Controlled, Quantum-Safe ABE with Blockchain for Secure Healthcare Data
[IEEE] 2026-2-17 | Evaluating the Impact of Data Augmentation on Cervical Pre-cancerous Lesion Segmentation Using SegFormer
[IEEE] 2026-2-17 | Ethical and Secure AI-Driven Markov Chain Monte Carlo Framework for Cryptographic Signature Verification in Governance-Critical Systems
[IEEE] 2026-2-17 | BKA: A Nature-Inspired Approach for Intelligent Task Scheduling in Cloud Environment
[IEEE] 2026-2-17 | Embedded Cost-Effective VLSI Structures with Low-Power Scheduling and Spiking Convolutional Neural Network Inference
[IEEE] 2026-2-17 | RLVPR: Process-level Supervision for Thinking with images in Multimodal Language Models
[IEEE] 2026-2-17 | Time-Aware Hybrid Stacking Ensemble for Air Quality Prediction
[IEEE] 2026-2-17 | Random Forest based IDS Framework for DDoS Attack Mitigation in Cloud Computing
[IEEE] 2026-2-17 | Carbon-Aware AI Workload Scheduling with Renewable Energy Sources
[IEEE] 2026-2-17 | Design of a Secure Systolic Array matrix multiplication Accelerator for Neural Network Based on Merkle Tree Verification
[IEEE] 2026-2-17 | A Novel Index Tracking Model with the Perspective of Behavior Related Algorithm Design
[IEEE] 2026-2-17 | AI-Enhanced Biometric Systems for Insurance: Secure Authentication and Regulatory Compliance
[IEEE] 2026-2-17 | Socio-Technical, Electrification, and Hydrogen-Driven Pathways for Residential Heating Decarbonisation in the North of Tyne
[IEEE] 2026-2-17 | Hierarchical Training Improves Consistency of Pollen Classification on the Family Level
[IEEE] 2026-2-17 | A Multimodal Semantic Enhancement Method for Image Retrieval in Construction Project Planning
[IEEE] 2026-2-17 | AI Enhanced IELTS Preparation using Custom Neural Networks
[IEEE] 2026-2-17 | Adaptive Cooperative Coverage Technology for Satellite Internet Traffic Balancing Based on Adjacent Satellites
[IEEE] 2026-2-17 | AI-Driven System for Predicting Efficiency Degradation in Synchronous Generators
[IEEE] 2026-2-17 | Optimizing Wireless Telecommunication Tower Placement in Libya Using the Analytic Hierarchy Process (AHP)
[IEEE] 2026-2-17 | A Novel Early Stage Lupus Disease Identification Methodology Based on Learning Enabled Structure Optimization Strategy
[IEEE] 2026-2-17 | Two Hardware Trojan Detection Algorithms: Based on Image Features or Erosion
[IEEE] 2026-2-17 | Privacy-Preserving and Explainable AI in Credit Card Fraud Detection: Balancing Accuracy, Transparency and Security
[IEEE] 2026-2-17 | Towards Intelligent Human Resource Management: An Agentic AI Approach with Embedded Analytics
[IEEE] 2026-2-17 | Multivariate Time Series Generation Based on Spatiotemporal Dual-Channel Coding and LSTM-Enhanced Diffusion
[IEEE] 2026-2-17 | Ranked Pairwise Reconstruction Difference Enabled Time Series Anomaly Detection
[IEEE] 2026-2-17 | Extreme Learning Machine (ELM) Performance in Behavior-Based of Self-Esteem Level Prediction
[IEEE] 2026-2-17 | Learning-Based Root Cause Prediction from Multi-Modal Error Logs in AR/VR and wearable computing systems
[IEEE] 2026-2-17 | Optimizing Solar Energy Harvesting Efficiency using Convolutional Neural Networks for Under Variable Weather Conditions
[IEEE] 2026-2-17 | Domain-Adaptive GAN for Underwater Image Enhancement
[IEEE] 2026-2-17 | Early Kidney Cancer Prediction using Exploratory Data Analysis
[IEEE] 2026-2-17 | Pneumonia Detection Using Optimized Deep Learning Technique
[IEEE] 2026-2-17 | Site-Specific Pathloss Modeling Using Quadratic and Cubic Polynomial Regression for LoRa-Based WSNs in Tropical Oil Palm Estates
[IEEE] 2026-2-17 | Cloud Computing-Enhanced Serverless Optimization Framework for Real-Time Workload Management
[IEEE] 2026-2-17 | Bridging Communication Gaps: A Comprehensive Approach to Sign Language Recognition
[IEEE] 2026-2-17 | GARNETT: Graph-based Fast yet Accurate Post-Placement Toggle Rate Prediction Model from RTL without Technology-dependent Logic Synthesis and Placement
[IEEE] 2026-2-17 | FSINet: A Robust Feature Separation and Integration Network for Multiscale SAR Object Detection
[IEEE] 2026-2-17 | Human-Autonomy Teaming in Robot Navigation Using Bioinspired Approach for Search and Rescue_supp1-3651248.pdf
[IEEE] 2026-2-17 | A cost-effective real-time energy management strategy for fuel cell electric vehicles combining dynamic programming and model predictive control
[IEEE] 2026-2-17 | AIIA 2025 Cover Page
[IEEE] 2026-2-17 | Author Index
[IEEE] 2026-2-17 | Stable and Durable BTOnws&amp;#x2013;PVDF Triboelectric Nanogenerator for Self-Powered energy supply and Real-Time Impact Monitoring_supp2-3663008.mp4
[IEEE] 2026-2-17 | Trajectory Planning for Unmanned Aerial Vehicle Formation with Attitude Coupling Based on Distributed Model Predictive Control
[IEEE] 2026-2-17 | Developing the cryogenic veto for BULLKID-DM experiment
[IEEE] 2026-2-17 | ICICCS 2025 Copyright Page
[ACM] 2026-2-17 | Post-Quantum Cryptography Migration of a Physical 5G Testbed
[ACM] 2026-2-18 | ACM TechBrief: Buy versus Build an LLM
[IEEE] 2026-2-17 | Research on Application of Distribution Network Fault Outage Prediction and Digital Management
[IEEE] 2026-2-17 | Mind Mentor Net: Digital Mental Health Awareness and Adaptive Self-Evaluation Cybernetics
[IEEE] 2026-2-17 | Personal Memory Assistant for Amnesia Patients
[IEEE] 2026-2-17 | Research on a remote voltage reference transmission model for integrated circuit testing system based on quantum time
[IEEE] 2026-2-17 | A Unified System with Large Language Model for Hierarchical Multi-Label Text Classification
[IEEE] 2026-2-17 | A Comprehensive Review of Pixel Value Ordering in Reversible Data Hiding: Methodologies &amp; Applications
[IEEE] 2026-2-17 | Low Cost Water Filtration System: Working and Data Science Integration
[IEEE] 2026-2-17 | Understanding Pre-service Teachers’ Artificial Intelligence Perceptions Through Text-Mining: A Mixed-Method Analysis of Language Patterns, Themes, and Sentiment
[IEEE] 2026-2-17 | Smart IoT-based Framework for Livestock Mobility Monitoring and Support in Livestock
[IEEE] 2026-2-17 | FCSA-YOLO: A UAV Object Detection Algorithm Integrating Frequency Dynamic Convolution and Spatial-Channel Synergistic Attention
[IEEE] 2026-2-17 | Vit-Gwo: Integrating Vision Transformer with Grey Wolf Optimizer for Robust Crop Leaf Disease Detection
[IEEE] 2026-2-17 | Evaluation of State Feedback and Output Feedback Control for Vehicle Path Tracking
[IEEE] 2026-2-17 | A Factor Graph-based Phase Unwrapping Algorithm
[IEEE] 2026-2-17 | YOLOv7-CEA: An Improved YOLOv7 Model with Dual Attention Mechanisms for Fine-Grained Recognition of Forage Species within Ecological Quadrats
[IEEE] 2026-2-17 | DriveSure: Predictive Analytics for Fleet Maintenance
[IEEE] 2026-2-17 | AECNN: A Dual-Stage Deep Learning Framework for Accurate and Efficient Ultrasound-Based Breast Cancer Detection
[IEEE] 2026-2-17 | Deep Learning for Web Application Security: A Comprehensive Survey on Intrusion Detection Systems
[IEEE] 2026-2-17 | Domain-Adaptive Image Inpainting for Scene Editing in 3D Virtual Environments
[IEEE] 2026-2-17 | LINR Bridge: Vector Graphic Animation via Neural Implicits and Video Diffusion Priors
[IEEE] 2026-2-17 | Adaptive Erasure Coding based File Updates for Immutable Content-Addressable Networks
[IEEE] 2026-2-17 | Adaptive Noise and Selective Updates for Efficient Differentially Private Federated Learning
[IEEE] 2026-2-17 | Video Latent State Optimization In Switching Models For Autonomous Agent Trajectory Prediction
[IEEE] 2026-2-17 | TDP-QIMLE: A Novel Temporal Differential Privacy with Quantum-Inspired Multi-Layer Encryption Framework for Secure EHR Data Storage in Cloud Computing
[IEEE] 2026-2-17 | Economic Viability of Electric Vehicles in the Kingdom of Saudi Arabia: Insights from a Monte Carlo-Based TCO Model
[IEEE] 2026-2-17 | New Vvc Profiles Targeting Feature Coding For Machines
[IEEE] 2026-2-17 | AI-Driven Gamification for Cybersecurity Literacy in Higher Education
[IEEE] 2026-2-17 | AI-Driven Lung Tumor Classification using a CNN–SVM Hybrid Model
[IEEE] 2026-2-17 | Real-Time Detection of DDoS in SDN Environments using Self-Attention Mechanisms
[IEEE] 2026-2-17 | Edge-Intelligent Block Chain Framework for Federated Privacy-Preserving Medical Diagnostics
[IEEE] 2026-2-17 | Performance Comparison of Logistic Regression and Random Forest in Predicting Customer Acquisition
[IEEE] 2026-2-17 | Proactive Congestion Detection and Video QoE Preservation Over QUIC Using LSTM
[IEEE] 2026-2-17 | Secure Enterprise Authentication Using Continuous Behavioral Biometrics and Adaptive AI
[IEEE] 2026-2-17 | Seizing the Moment: Multimodal EEG Trends and Real-Time Epilepsy Seizure Detection with Dual Deep Nets
[IEEE] 2026-2-17 | AI-Driven Predictive Model for Assessing Psychological Wellbeing of Employees in the Information Technology Sector
[IEEE] 2026-2-17 | Image Analysis-Based Evaluation of CNN Models for Crop Disease Detection
[IEEE] 2026-2-17 | Agentic AI-Driven Decision Orchestration System for Real-Time Project Coordination
[IEEE] 2026-2-17 | Essential Technological Enablers Toward the Emergence of AI-Native 6G
[IEEE] 2026-2-17 | Development of an Integrated Digital Twin Model for Photovoltaic Facilities and Predictive Control with Spatial Dependency Modeling
[IEEE] 2026-2-17 | Fine-Tuned BERT Model for Fraudulent Messages Detection in Algerian Dialect: A Lightweight Approach with Balanced Evaluation Metrics
[IEEE] 2026-2-17 | High Altitude Electromagnetic Pulse (HEMP) Coupling and Analysis of a Dipole Antenna
[IEEE] 2026-2-17 | Design and Analysis of a sub Ku-Band Parabolic Reflector Antenna for Satellite Communication
[IEEE] 2026-2-17 | AI-Driven Sentiment Analysis in News Media: Insights into Public Opinion and Journalism's Evolving Role
[IEEE] 2026-2-17 | Integrating Multi-Scenario Preprocessing and Data Augmentation with BiLSTM for Robust Agricultural Weather Forecasting
[IEEE] 2026-2-17 | Traffic Model and Simulation Analysis for Machine Type Communication Under Dynamic scenes
[IEEE] 2026-2-17 | Using artificial intelligence algorithms to predict Vietnamese student success in English listening and reading exams
[IEEE] 2026-2-17 | Lightweight Dangerous Goods Detection Algorithm in X-ray Image Based on Improved YOLOv11
[IEEE] 2026-2-17 | Research on Hybrid Optimization Algorithm for Multispectral Radiation Thermometry of High-Temperature Aerospace Components
[IEEE] 2026-2-17 | Deep Learning Methods of Unstructured Data Integration and Analysis to Optimize Decision Making and Database
[IEEE] 2026-2-17 | Interacting with Student Information on Google Sheets Using the RAG Technique
[IEEE] 2026-2-17 | Tri-Objective Self-Supervised Representation Learning for High-Dimensional Tabular Data
