[2026-01-16 09:15:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-15
正在获取论文...
[arXiv] 2026-01-15 | Are Language Models Models?
[NO] 728/773 | HOMURA: Taming the Sand-Glass for Time-Constrained LLM Translation via Reinforcement Learning
[NO] 729/773 | Effect of Number of Bilayers on the Anomalous Hall Effect in [Si/Fe]N Multilayers
[NO] 730/773 | Bias in the Shadows: Explore Shortcuts in Encrypted Network Traffic Classification
[NO] 731/773 | Distributed Linearly Separable Computation with Arbitrary Heterogeneous Data Assignment
[NO] 732/773 | A Low-Complexity Architecture for Multi-access Coded Caching Systems with Arbitrary User-cache Access Topology
[NO] 733/773 | ReasAlign: Reasoning Enhanced Safety Alignment against Prompt Injection Attack
[YES] 734/773 | PACEvolve: Enabling Long-Horizon Progress-Aware Consistent Evolution
[NO] 735/773 | Symmetry-based Perspectives on Hamiltonian Quantum Search Algorithms and Schrodinger's Dynamics between Orthogonal States
[NO] 736/773 | A note on strong similarity and the Connes embedding problem
[NO] 737/773 | Quantifying the properties of evolutionary quantum states of the XXZ spin model using quantum computing
[NO] 738/773 | Medium-Induced Quarkonium Dissociation at Finite Chemical Potential and Weak Magnetic Field
[NO] 739/773 | VoiceSculptor: Your Voice, Designed By You
[NO] 740/773 | Massless-Massive Amplitude Correspondence II: Constructive Massive Amplitudes in Standard Model
[NO] 741/773 | Extrinsic Vector Field Processing
[NO] 742/773 | A young progenitor for the most common planetary systems in the Galaxy
[NO] 743/773 | Supergravity with Lagrange Multiplier Fields in 2 + 1 Dimensions
[NO] 744/773 | Combinatorial Optimization Augmented Machine Learning
[NO] 745/773 | Achievable Degrees of Freedom Analysis and Optimization in Massive MIMO via Characteristic Mode Analysis
[NO] 746/773 | Long-term Monitoring of Kernel and Hardware Events to Understand Latency Variance
[NO] 747/773 | Corrections for systematic errors in slit-profiler transverse phase space measurements
[NO] 748/773 | Sparse Signal Recovery from Random Measurements
[NO] 749/773 | Inferring signed social networks from contact patterns
[NO] 750/773 | Rewriting Systems on Arbitrary Monoids
[NO] 751/773 | (a,b)-Fibonacci-Legendre Cordial Graphs and k-Pisano-Legendre Primes
[NO] 752/773 | HeartMuLa: A Family of Open Sourced Music Foundation Models
[NO] 753/773 | Spatio-spectrally tailored multimode metasurface lasers in the visible range
[NO] 754/773 | CoGen: Creation of Reusable UI Components in Figma via Textual Commands
[NO] 755/773 | Shock Signatures of the Successive Type-II Solar Radio Bursts at Meter Wavelength
[NO] 756/773 | Twisted Cherednik spectrum as a $q,t$-deformation
[NO] 757/773 | CROCS: A Two-Stage Clustering Framework for Behaviour-Centric Consumer Segmentation with Smart Meter Data
[NO] 758/773 | Plasmon dynamics in graphene
[NO] 759/773 | A proof of the soliton resolution conjecture for the Benjamin--Ono equation
[NO] 760/773 | Mesh Denoising
[NO] 761/773 | A Construction Framework of Coded Caching Scheme for Multi-Access MIMO Systems via Knapsack Problem
[NO] 762/773 | Convex Efficient Coding
[NO] 763/773 | H-EFT-VA: An Effective-Field-Theory Variational Ansatz with Provable Barren Plateau Avoidance
[NO] 764/773 | Urban Socio-Semantic Segmentation with Vision-Language Reasoning
[NO] 765/773 | Optimal error estimates for a discontinuous Galerkin method on curved boundaries with polygonal meshes
[NO] 766/773 | Symmetric spaces, non-formal star products and Drinfel'd twists
[NO] 767/773 | SurgGoal: Rethinking Surgical Planning Evaluation via Goal-Satisfiability
[NO] 768/773 | Minimal-Energy Optimal Control of Tunable Two-Qubit Gates in Superconducting Platforms Using Continuous Dynamical Decoupling
[NO] 769/773 | Submesoscale and boundary layer turbulence under mesoscale forcing in the upper ocean
[NO] 770/773 | AgentGuardian: Learning Access Control Policies to Govern AI Agent Behavior
[NO] 771/773 | ASTRA: A Python Package for Cross-Instrument Stellar and Telluric Template Construction
[NO] 772/773 | Geometric characterization of frictional impacts by means of breakable kinetic constraints
[NO] 773/773 | Untangling Input Language from Reasoning Language: A Diagnostic Framework for Cross-Lingual Moral Alignment in LLMs
筛选完成：共 773 篇；Yes = 31 篇；已保存到 papers/select_paper2026-01-15.json。
邮件发送成功！
[2026-01-16 09:25:12] 任务执行成功！
