[2026-09-18 23:54:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-17
正在获取论文...
[arXiv] 2026-09-17 | Converging Naming Styles, Persistent Network Locality: GitHub in the LLM Era
[IEEE] 2026-9-17 | Cloud-Assisted Smart Agriculture System using IoT Sensors And Python-Driven Machine Learning for Crop Yield Optimization and Soil Health Prediction
[IEEE] 2026-9-17 | Deep Reinforcement Learning-based Intelligent Waste Collection and Route Optimization Framework for Sustainable Cities
[IEEE] 2026-9-17 | Secure Boolean-Integrated BLAKE3 Hashing for Image-Chain Systems
[IEEE] 2026-9-17 | Stable Subgrid Technique and GPU Accelerations in Non-Standard Finite-Difference Time-Domain (NSFDTD) Method – Progress and Future Outlook –
[IEEE] 2026-9-17 | CardioXAI: An Explainable Multi-Scale Contrastive Attention Autoencoder for Unsupervised Arrhythmia Detection from ECG Signals
[IEEE] 2026-9-17 | Performance Comparison of Dual and Triple-Layer Split-Patch Antennas with Reflector at 5.9 GHz
[IEEE] 2026-9-17 | Real-Time Intelligent Traffic Congestion Prediction and Management using Machine Learning
[IEEE] 2026-9-17 | ForgeVisionAI: An Intelligent Embedded Vision Framework for Real-Time Industrial Safety Monitoring and Smart Automation
[IEEE] 2026-9-17 | Mesh Density Optimization of Coaxial Magnetic Gear
[ACM] 2026-9-18 | Data Spaces - Public Sector Implementation of Sovereign Data Collaboration
[ACM] 2026-9-18 | Asymptotic Series for non-principal branches of the Lambert W function
[ACM] 2026-9-17 | Research on the Evaluation System of Head-Up Display Based on Driver's Usage Experience
[IEEE] 2026-9-18 | TUMBLER: Long-term Practical Provenance-based Intrusion Detection System via Hybrid Ensemble Learning
[IEEE] 2026-9-18 | Predicting Public Energy Consumption in Ultra-Low Energy Consumption Buildings Using Small Sample Data in the Absence of Architectural Drawings
[IEEE] 2026-9-18 | A Parallel Magnitude-Phase Spectra Estimation Model for Binaural Speech Enhancement With Spatial Cue Preservation
[IEEE] 2026-9-18 | Ergodic Secrecy Rate of Movable Antenna-Aided MIMOME Systems with Statistical ECSI
[IEEE] 2026-9-18 | Analysis of High-Voltage Power Electronics for Harsh Space Environment
[IEEE] 2026-9-18 | Variational Diffusion-Assisted Time-Frequency Interference Mitigation
[IEEE] 2026-9-18 | ARGD-MoS: Adaptive Riemannian Gradient Descent with Mixture-of-Subspaces Modeling for Sonar Small Target Detection
[IEEE] 2026-9-18 | Copper Nano-Sintering Paste for Die Attach and Via Filling Based on a Self-Assembly Mechanism
[IEEE] 2026-9-17 | Explainable AI for Smart Agriculture: Interpretable Agronomic Prediction and Decision Support in Rwanda
[IEEE] 2026-9-18 | Assessing the Impact of AI Adoption and Intellectual Property Strength on Firm Performance: Evidence from Bangladeshi Software Companies
[IEEE] 2026-9-18 | Hybrid LSTM-GNN-Driven Blockchain Framework for Secure IoT Device Authentication and Predictive Data Intelligence
[IEEE] 2026-9-18 | Self-Calibrating Hybrid Bayesian-Deep Learning Framework for Long-Horizon Climate Risk Prediction in Renewable Energy Infrastructure
[ACM] 2026-9-18 | Driftless pH detection in polymersomes via responsive peptides
[IEEE] 2026-9-18 | Explainable Multimodal Depression Detection via Cross-Platform Transformer Fusion
[IEEE] 2026-9-18 | RAG-Based Emotion-Aware Conversational Agent with Multilevel Sentiment and Pragmatic Contextual Analysis
[IEEE] 2026-9-18 | Golden Hour Divide: Trauma Care Accessibility and Resource Vulnerability in Sri Lanka
[IEEE] 2026-9-18 | An Integrated Immersive Sustainable Urban Planning Simulator With Virtual Reality
[IEEE] 2026-9-18 | An Integrated Blockchain and Zero-Trust Security Framework for Distributed Network Protection
[IEEE] 2026-9-18 | Drone-Based Hyperspectral Imaging Combined with Machine Learning for Chlorophyll Estimation in Wheat
[IEEE] 2026-9-18 | Shape Estimation to Control: A Digital Rehearsal Framework for Deformable Purse-Seine Net Shooting
[IEEE] 2026-9-18 | A Review of AI-Based Load Estimation and Predictive Outage Analysis Integrated with SCADA in Smart Power Systems
[IEEE] 2026-9-18 | A Grover's Algorithm-Driven Quantum Intelligence Framework for Sustainable DNA Clinical Trial Optimization and Precision Medicine
[IEEE] 2026-9-18 | Hierarchical Transformer Architectures with Multi-Level Clinical Attention for Comprehensive Disease Analysis in Radiological Imaging
[IEEE] 2026-9-18 | Development of an Innovative Interlocking Plastic "Bottle-Brick" for Sustainable Partition Wall Construction
[IEEE] 2026-9-18 | Occlusion-Aware GCN-Transformer Framework for Robust Skeleton-Based Human Activity Recognition
[IEEE] 2026-9-18 | Performance Analysis and Classification of Transmission Line Faults Using Machine Learning Algorithms
[IEEE] 2026-9-18 | Anti-Gravity Walking by a Flying Humanoid Robot Via Thrust-Rate Input Whole-Body Model Predictive Control
[IEEE] 2026-9-18 | DIFF-MF: A Difference-Driven Channel-Spatial State Space Model for Multimodal Image Fusion
[IEEE] 2026-9-18 | Dynamic Node Selection for Direct Target Tracking Based on Semidefinite Programming
[IEEE] 2026-9-18 | Enhancing Thermal Band Spatial Resolution by Integrating Optical and Thermal Data
[IEEE] 2026-9-18 | Comparative Techno-Economic Feasibility Analysis of Solar Thermal Collectors for Domestic Hot Water Integration in Munitibar, Basque Country, Spain
[IEEE] 2026-9-18 | SalAngaBhava: A Sinhala Market Dataset for Aspect-based Sentiment Analysis
[IEEE] 2026-9-18 | Investigation of the deposition mechanism of Ta barrier layer atoms on the amorphous SiO
                    <sub>2</sub>
                    substrate from the atomic perspective
[IEEE] 2026-9-18 | AI-Driven Ensemble Learning Framework for Predicting Sustainable Organizational Performance
[IEEE] 2026-9-18 | Quality-Governed Deep Learning Network for Brain Tumor MRI Segmentation
[IEEE] 2026-9-18 | High-Accuracy Temperature Sensors via Batch-Fabricated MEMS-CMOS Integration with Adaptive Compensation
[IEEE] 2026-9-18 | A Wideband Terahertz Polarization-Reconfigurable Antenna with Low-Profile Metallic Polarizers
[IEEE] 2026-9-18 | Multi-Feature Selection Approach for Potato Acreage Estimation in Biswanath District of Assam
[IEEE] 2026-9-18 | Robotic Cell Contents Extraction in Biological Tissues Based on Cell Membrane Capacitance Variation_supp1-3734874.mp4
[IEEE] 2026-9-18 | CMR-GAN: Covariance Matrix Reconstruction for Coherent DOA Estimation
[IEEE] 2026-9-18 | TwinCardioNet: Digital Twin-Assisted AIoT Framework for Early Cardiac Disease Detection
[IEEE] 2026-9-18 | Real-Time Edge AI Camera-Radar Fusion for MOT with YOLOv11 and ByteTrack
[IEEE] 2026-9-18 | Exploring Temporal Amplitude Envelopes for Robust Deepfake Audio Detection
[IEEE] 2026-9-18 | A Review of High Current Density Power Modules
[IEEE] 2026-9-18 | ReplenishGPT: Agentic AI for Autonomous Store-Level Replenishment Decision in Cloud-Native Retail Supply Networks
[IEEE] 2026-9-18 | Study on the strength and microstructure of the ultrasonic-assisted solder of aluminum alloys
[IEEE] 2026-9-18 | An Adaptive Multi-Encryption Protocol for IoT Networks using Transit Search Optimization
[IEEE] 2026-9-18 | Spatial Autoregressive Quantile Regression Modeling of Provincial Poverty Prevalence in Indonesia Using Queen Contiguity Weights
[IEEE] 2026-9-18 | Hybrid Qualification in Virtual Factory: A Data-Driven Framework for Cross-Site Manufacturing Consistency
[IEEE] 2026-9-18 | Low-CTE Underfill with Monodisperse Mesoporous Silica Nanofillers for 2.5D Packaging
[IEEE] 2026-9-18 | Forecasting the Stock Price of PT Kalbe Farma Tbk using Hybrid Methods
[IEEE] 2026-9-18 | Integrated Sentiment Analysis and Demand Forecasting for Public Service Evaluation
[IEEE] 2026-9-18 | Signsight: An Edge-AI Based Multimodal Assistive Framework for OCR, Isolated Sign Recognition, and Scene-to-Speech Feedback
[IEEE] 2026-9-18 | Fuzzy Quantum Logic Decision Trees for Interpretable Classification
[IEEE] 2026-9-18 | Simulation and optimization study of bottom-up TSV electroplating process based on multi-physics coupling and additive competitive adsorption
[IEEE] 2026-9-18 | Data-Free Quantization of Medical Image Segmentation Models via Generative Feature Priors
[IEEE] 2026-9-18 | A Paradigm Shift in Digital Trust: A Cybersecurity Analysis of Zero-Knowledge Proofs
[IEEE] 2026-9-18 | Electrografting of Ultralow-k Films on Si(111) via Sterically Hindered Diazonium Chemistry
[IEEE] 2026-9-18 | Physics-Informed Predictive Resilience Framework for Offshore Wind Farms Under Extreme Weather Uncertainty
[IEEE] 2026-9-18 | Table of Contents
[IEEE] 2026-9-18 | Graph-Based Spatio-Temporal Deep Learning Framework for Autism Spectrum Disorder Prediction Using Gait Dynamics
[IEEE] 2026-9-18 | Ai-Driven Compact Gene Expression Biomarkers for Multi-Cancer Diagnosis
[IEEE] 2026-9-18 | Synthesis of Bio-based Accelerator and Its Performance Study for Epoxy Molding Compounds
[IEEE] 2026-9-18 | Transient Stability Analysis of Multiple Grid-Forming SVGs in a Renewable Energy Sending-End Power Grid
[ACM] 2026-9-18 | Emotune: Exploring Context-Aware LLM Support for Driver Emotion Regulation
[ACM] 2026-9-18 | Student Research Track: Observing School-Age Child Group Crossings from Bird's-Eye View for Behavioural Research
[ACM] 2026-9-18 | From Papers to Production: Opportunities and Challenges in Academic Automotive HMI Research Translation - An Expert Interview
[ACM] 2026-9-17 | EFCA: A Federated Learning Framework for Continuous Physiological Data Analysis in Diabetes Management with Validation
[ACM] 2026-9-17 | Computational Fluid-Structure Interaction in a Complete Left Heart Model with Bioprosthetic Valves
[ACM] 2026-9-17 | Design of an AI-Based Personalized Artwork Recommendation System
[ACM] 2026-9-17 | Grammarless Language Generation Algorithm Based on Idiotypic Artificial Immune Network
[ACM] 2026-9-17 | A Comparative Study of Machine Learning-Based Short-Term Precipitation Forecasting Models in Fuzhou
[ACM] 2026-9-17 | ECG Classification Model Based on Multi-View Image Fusion
[ACM] 2026-9-17 | Spectral-Persistent Hierarchical Analysis of the Garden of Humble Administrator: A Transformer-Enhanced Space syntax Method
[ACM] 2026-9-17 | A Study on a Voice-Interaction-Based Electronic Health Record Data Entry Assistance System
[ACM] 2026-9-17 | Design of Emotion-Aware Intelligent Therapeutic Toys: A Machine Learning‑Based Study of Multimodal Affective Experience Using Random Forest
[ACM] 2026-9-17 | Design of Intelligent Sensory Integration Educational Tools for Children Based on Embodied Cognition: A Human–Computer Interaction Approach
[ACM] 2026-9-17 | Proceedings of the 18th International Conference on Automotive User Interfaces and Interactive Vehicular Applications
[ACM] 2026-9-17 | Designing for Anticipation: Centring Cyclist Perspectives on Trust for Automated Vehicle Interaction
[IEEE] 2026-9-17 | 2026 International Conference on Intelligent Digitization of Systems and Services (IDSS)
[IEEE] 2026-9-17 | Dual-Gated p-Type Tellurium Transistors with High Drive Current, Large ON/OFF Ratio, and Improved Bias-Temperature Stability
[IEEE] 2026-9-17 | Rhomboid Flap Simulations under Anisotropic Skin Tension Conditions: A Shape-based Validation Study through Porcine Experiments and Patient Photograph Analysis
[IEEE] 2026-9-17 | Asymmetric Mode Competition Excitation and Suppression in a Triple-Band Frequency-Agile High-Power Microwave Oscillator
[IEEE] 2026-9-17 | Select Less, Drive Better: Efficient and Generalizable E2E Autonomous Driving With Foundation Models Via Stochastic Patch Selection
[IEEE] 2026-9-17 | An Optical Intensive Electric Field Sensor Based on LiNbO
                    <sub>3</sub>
                    Crystal for Measuring Both the AC and DC Electric Fields
[IEEE] 2026-9-17 | An Optimization Framework for Intraoperative Suture Planning via Physics-Aware Differentiable Graph Neural Network-Based Surrogates_supp2-3734895.mp4
[IEEE] 2026-9-17 | AdaFuse: Generative Spatio-Temporal Fusion for Daily 10 m Land Surface Temperature Estimation with Domain Adaptation_supp1-3734360.pdf
[ACM] 2026-9-17 | Prompting Large Language Models with Partial Knowledge for Answering Questions with Unseen Entities
[IEEE] 2026-9-17 | Cross-Dataset Stability of EEG Power Band Features for Seizure Detection: A SHAP-Based Explainability Analysis
[IEEE] 2026-9-17 | An Intent-Coverage-Driven Hybrid Semantic Retrieval Framework for Diversified Web Search
[IEEE] 2026-9-17 | Characterizing Why Inference-Time Interventions Fail to Mitigate Sycophancy in LLMs
[ACM] 2026-9-18 | Research on Cloud-Edge-Device Collaborative Computing Framework and Load Balancing Strategy for Highway Construction Safety Early Warning
[ACM] 2026-9-18 | A Method for Formulating Fire Accident Emergency Plans Based on Case-Based Reasoning
[ACM] 2026-9-18 | Realized Volatility Prediction Based on JANET Model
[ACM] 2026-9-18 | A Machine-Learning-Based Early Warning Model for Corporate Cash Flow Security
[IEEE] 2026-9-17 | A Tunable Adjustable Window for Digital FIR Filter Design with Enhanced Spectral Properties and Performance Evaluation
[IEEE] 2026-9-17 | AI-Driven Resource Allocation in 6G: A Reinforcement Learning Approach for Sustainable and Energy-Efficient Network Operation
[IEEE] 2026-9-17 | A Survey on Artificial Intelligence Techniques for Fetal Abnormality Detection
[IEEE] 2026-9-17 | Optimizing Queueing in Passport Offices
[IEEE] 2026-9-17 | A Secure and High-Efficiency Packetized Test Network Architecture for Complex SoCs
[IEEE] 2026-9-17 | Design and Integration of an ISP Pipeline on the Kria KV260 SoC for Embedded Vision Applications
[IEEE] 2026-9-17 | An LSTM-Based Framework for Classification of Marine Oil Spills and Related Pollution Events in the Bulgarian Black Sea and Danube Coastal Zone
[IEEE] 2026-9-17 | Integrating Solid-State Energy Harvesting with Advanced Power Systems for Sustainable Urban Infrastructure
[IEEE] 2026-9-17 | Zero-Day Exploits at the Boundary: A Comparative Analysis of Network-Layer and Application-Layer Attack Vectors, Detection Mechanisms, and Mitigation Strategies
[IEEE] 2026-9-17 | THG-RiskChain: Temporal Heterogeneous Graph Risk Propagation with Consortium Blockchain for Airport Baggage Anti-Smuggling
[IEEE] 2026-9-17 | 3D MRI Brain Image Enhancement and Brain Tumor Detection with Symbolic Reasoning
[ACM] 2026-9-18 | Rate-Distortion Analysis of Collective Chemotaxis in Cell Clusters
[ACM] 2026-9-18 | When Robots Patrol: Rethinking Authority in the Age of Automation
[IEEE] 2026-9-18 | Sub-Basin Scale Quantification of Land Use Change Impacts on Flood Susceptibility Mapping Using Random Forest and XGBoost
[IEEE] 2026-9-18 | An Evanescent-Mode Rectangular Waveguide Bandpass Filter Using Post Arrays
[IEEE] 2026-9-18 | GIS-AHP Renewable Energy Siting with Deep Reinforcement Learning and Digital Twin Battery for 24/7 Carbon-Free Dispatch in Sri Lanka
[IEEE] 2026-9-18 | Investigation and improvement of Delamination Failure in LQFP 10×10 Dual-Die Package
[IEEE] 2026-9-18 | Multi-Adapter Qlora for Cross-Domain Financial Fraud Detection
[IEEE] 2026-9-18 | XRAG-CJG: A Trust-Aware and Explainable Retrieval Framework for Reviewer Recommendation
[IEEE] 2026-9-18 | Bite-Fuse: a Multimodal Temporal-Spectral Fusion Model for Bilateral Temporal Lobe Epilepsy Analysis
[IEEE] 2026-9-18 | Interactive 3D Car Customization for Augmented Reality and Virtual Reality Applications
[IEEE] 2026-9-18 | Digital Twin-Enabled Explainable Multi-Agent Deep Reinforcement Learning for Adaptive Cross-Layer Hybrid IoT Communication Networks
[IEEE] 2026-9-18 | AI-Powered IoT-Based Early Fire Detection with Multimodal Sensor Fusion and Acoustic Suppression
[IEEE] 2026-9-18 | IoT-Enabled Smart Safety System for Real-Time Fire Detection and Suppression in Firecracker Manufacturing Industries
[IEEE] 2026-9-18 | Water Conservation Strategies for Achieving Sustainable Development Goal 6 in Water and Sanitation in Sri Lanka
[IEEE] 2026-9-18 | Event-Based Atmospheric Transport Analysis of Volatile Organic Compounds to Antarctica
[IEEE] 2026-9-18 | WiMT-Net++: Cross-Dataset Wavelet-Infused Multi-Scale Transformer with Self-Supervised Feature Alignment for Robust Heart Sound Classification
