[2026-07-24 23:02:43] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[arXiv] 2026-07-23 | Top-down = Bottom-up: Sound and Complete Characterisations of Liveness by Multiparty Global Protocols
[arXiv] 2026-07-23 | Choosing optimal Strang splitting estimators of nonlinear stochastic differential equation models
[arXiv] 2026-07-23 | New conjectures on multiplicities of tensor eigenvalues
[IEEE] 2026-7-23 | Research on the Performance Degradation of Lithium-ion Batteries in Multi-Temperature Domain Based on Empirical Model Parameter Identification
[IEEE] 2026-7-23 | Data Driven Student Institution Matching Evaluation Based on Random Forest and Causal Inference for Vocational Enrollment Systems
[IEEE] 2026-7-23 | Knowledge-Enhanced Graph Patching Network for Fault Prediction in Chemical Processes
[IEEE] 2026-7-23 | Polyharmonic Spline Modelling of Tissue Deformation for Ultrasound-Guided Surgery
[IEEE] 2026-7-23 | Risk Estimation of Power Construction Operations via Domain-Adaptive BERT and Multimodal Transformer
[IEEE] 2026-7-23 | Output-Aware Latent Distribution Learning Using Variational Autoencoder for Industrial Soft Sensor
[IEEE] 2026-7-23 | A Fault Quantity Prediction Model for T/R Modules of Phased Array Radar Based on Grey Neural Network
[IEEE] 2026-7-23 | IT-IRRT*: An Incremental-Topology IRRT* Approach for Multi-Target UAV Path Planning with Line-of-Sight Communication Maintenance
[IEEE] 2026-7-23 | Active Learning Based BERT Aspect-Level Sentiment Analysis Model for Course Evaluation Mining
[IEEE] 2026-7-23 | Radial Electrode Geometries for Enhanced Performance in Organic Field-Effect Transistors
[IEEE] 2026-7-23 | Reducing of the Frequency Measurement Error for the Signal Phase Increment Method by Suppressing Spectral Leakage
[IEEE] 2026-7-23 | Reference-Guided Soft Actor-Critic for Unmanned Surface Vehicle Navigation in Constrained Waterways
[IEEE] 2026-7-23 | MEDRAG-SHIELD: A Privacy-Preserving Retrieval-Augmented Generation Framework for Clinical Text Analysis Using BiLSTM-Attention Mechanisms
[IEEE] 2026-7-23 | Adaptive Clustering-Based Federated Learning for Non-Intrusive Load Monitoring Across Multiple Users
[IEEE] 2026-7-23 | A Fine-Grained Versatile Systolic Array Architecture for Mixed-Sparsity Hardware Acceleration on FPGA
[IEEE] 2026-7-23 | EV Charging Demand Prediction Considering Environmental Condition and User Behavior
[IEEE] 2026-7-23 | Edge Convergence of Second-Order Nonlinear Systems
[IEEE] 2026-7-23 | Online Fault Diagnosis under Missing Data via Multi-Kernel Learning
[IEEE] 2026-7-23 | Large Language Model-Assisted State Transition Algorithm for Solving Sensor Network Localization Problem
[IEEE] 2026-7-23 | Design, Synthesis, and Comparison of Multiplier Architectures using 90 nm to 3 nm Standard Cell Libraries
[IEEE] 2026-7-23 | BiLSTM-Attention-Based Reader Behavior Prediction and Crowd Flow Modeling in Libraries
[IEEE] 2026-7-23 | Large Language Models: Technical Pathways and Application Challenges
[IEEE] 2026-7-23 | Throughput Analysis of Coded OTFS System under Fast Fading Channels
[ACM] 2026-7-23 | "Is This Not Enough?": Asymmetries in Institutional Accountability and Collective Sensemaking in the Case of Canada's Algorithmic Visa Triage System
[IEEE] 2026-7-23 | IEEE Standard for Power Modeling to Enable System-Level Analysis
[IEEE] 2026-7-23 | Title Page
[IEEE] 2026-7-23 | Table of Contents
[IEEE] 2026-7-23 | Steering Committee
[IEEE] 2026-7-23 | 2026 International Conference on Complex Systems and Automation Control (CSAC)
[ACM] 2026-7-24 | ZNSlice: Partitioning Large-Zone Commodity ZNS SSDs for Multi-Tenancy Sharing
[IEEE] 2026-7-24 | Fusing Cellular Network Data and Tollbooth Counts for Urban Traffic Flow Estimation
[IEEE] 2026-7-24 | Voltage-Mode Controlled Single-Stage LCC Resonant AC-DC Converter and Its Unified Time-Domain Analysis for Multi-Modes
[IEEE] 2026-7-24 | Adaptive Communication Strategies for Distributed Medical Sensor Data Traffic
[IEEE] 2026-7-24 | HydroLink: IoT-Based Automatic Water Refilling System for Rationed Water Supply
[IEEE] 2026-7-23 | Advancing Fluid Antenna-Assisted Non-Terrestrial Networks in 6G and Beyond: Fundamentals, State of the Art, and Future Directions
[IEEE] 2026-7-24 | ECAI 2026 Author Index
[IEEE] 2026-7-23 | Modality-Incomplete Human Status Recognition on Mobile Devices with Multi-Scale Relation and Semantic-Matching Distillation
[IEEE] 2026-7-24 | Adversarial 3D-to-Real Watermarking: Revealing Invisible Messages Hidden in Complexly Distorted Surfaces
[IEEE] 2026-7-23 | Amorphous Oxide Semiconductor Transistors for Monolithic 3D Integrated Circuits
[IEEE] 2026-7-24 | The path to electronic voting, a bold strategy to implement electronic ballot-box scanners
[IEEE] 2026-7-24 | A Machine Learning Framework for Malicious URL Detection with LabVIEW-Based Visualization of Phishing Attacks
[IEEE] 2026-7-23 | Granular-Ball-Induced Noise-Tolerant Discernibility Indexes for Fuzzy $\beta$ Covering Decision Systems and Feature Subset Selection
[IEEE] 2026-7-24 | Elevation-Based Clustering and Spatiotemporal Analysis of Coffee Agro-Environmental Dynamics
[IEEE] 2026-7-24 | An Efficient Vision Transformer-based Skin Cancer Classification Framework using an Imbalanced Dataset
[IEEE] 2026-7-23 | Large-Scale Sensor Systems for Sentient Environments: Emerging Research Directions
[IEEE] 2026-7-24 | Insulating Condition Assessment of Epoxy–Mica Insulation in High-Voltage Generator Stator Slots Based on a modified fractional dielectric Model
[IEEE] 2026-7-24 | Distilling Multi-View Diffusion Models Into 3D Generators
[IEEE] 2026-7-24 | ECAI 2026 Commentary
[IEEE] 2026-7-24 | Environmental Change Insensitivity of Dual-polarization Spatial Modulation under Transmitter Hardware Impairments
[IEEE] 2026-7-24 | Spatial Associations between Shallow Cropland Soil Organic Carbon and the Agro-ecological Environment in the Plateau Lake Basin: A Dual-Perspective Assessment
[IEEE] 2026-7-24 | Table of Contents
[IEEE] 2026-7-23 | Mitigation of Field Drift in a Conduction-Cooled No-Insulation ReBCO Magnet by Overshooting Current Profile Optimization
[IEEE] 2026-7-24 | A Hierarchical Coordination Framework for V2G and D-STATCOM Deployment in Distribution Networks Based on Integrated Sensitivity Analysis
[IEEE] 2026-7-24 | Table of Contents
[IEEE] 2026-7-24 | An Ultra-Wideband Tightly Coupled Dipole Array for High-Intensity Radiated Field Protection
[IEEE] 2026-7-23 | RPHunter: Unveiling Rug Pull Schemes in Crypto Token via Code-and-Transaction Fusion Analysis
[IEEE] 2026-7-24 | Spatiotemporal Frequency-Aware Change Detection via Cross-Level Transformer with Cross-Scale Attention and Temporal Feature Interaction
[IEEE] 2026-7-24 | 2.7-kV Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Vertical Schottky Barrier Diode With Photo-Dielectric Field-Plate
[IEEE] 2026-7-24 | Wiring Harness-Optimized E/E Package in Automotive Vehicles: A Design Methodology combining Quadratic Assignment Problems and Heuristic Optimization Algorithms
[IEEE] 2026-7-24 | SimCharge: Towards Standardized Evaluation of EV Charging via Mobile Charging Solutions
[IEEE] 2026-7-23 | Design and Placement of a Passive Clamp Snubber for Isolated SEPIC and Cuk Converters Working as Automatic Power Factor Correctors
[IEEE] 2026-7-23 | Energy-Efficient Beamforming and Adaptive Computational Task Offloading in ISCC Systems
[IEEE] 2026-7-24 | Real-Time Acoustic UAV Localization Using 1D-CNN Based Models
[IEEE] 2026-7-23 | Coil Geometry Effects on Force Directionality and Crosstalk in Direct Ink Writing-Based Electromagnetic Actuators for E-skin
[ACM] 2026-7-23 | El Faro: An Advanced Frugal AI Stack for Context-Driven Resilience
[IEEE] 2026-7-23 | Copyright Page
[IEEE] 2026-7-23 | A Combined-Field Boundary Element Formulation for the Electromagnetic Modeling of Multiscale Interconnects and Integrated Passive Components from DC to Millimeter-Wave Frequencies_supp5-3715919.pdf
[ACM] 2026-7-23 | Design and Implementation of a Lightweight Live-line De-icing Robot for 35kV Wind Farm Collection Lines
[ACM] 2026-7-23 | A Bio-Inspired Multi-Segment Partitioned Soft Pneumatic Actuator for Hand Edema Rehabilitation
[IEEE] 2026-7-23 | Periodic Event-Triggered Consensus Control for Uncertain Second-Order Itô-Type Stochastic Multi-Agent Systems
[IEEE] 2026-7-23 | Research and Implementation of YOLOv8-based Binocular Vision Ranging Target Detection System
[IEEE] 2026-7-23 | Low-Level I/O Monitoring for Scientific Workflows
[IEEE] 2026-7-23 | Research on Rapid Gear Profile Modification Technology Based on AI Agent Skills
[IEEE] 2026-7-23 | Design and Formal Verification of a Logarithmic-Posit Arithmetic Core for Edge Neural Acceleration
[IEEE] 2026-7-23 | Diffusion-Based Models for 3D Vascular Two-Photon Microscopy Generation
[IEEE] 2026-7-23 | A 60 GHz Low Noise Amplifier Adopting Integrated Transformer-based Neutralization Technique
[IEEE] 2026-7-23 | ADRC-PID Based Cascade Control for Multi-Temperature-Zone Systems with Large Inertia
[IEEE] 2026-7-23 | Research of the Performance Fiber-Optic Communication Networks Under the Impact of Radioelectronic Interference Sources
[IEEE] 2026-7-23 | Masked Structural Decomposition with Time Frequency Consistency for Unsupervised Multivariate Time Series Anomaly Detection
[IEEE] 2026-7-23 | TAM: Temporal Attention for Edge-Oriented Short-Term Load Forecasting
[IEEE] 2026-7-23 | Electrostatic Field Engineering Analysis of Hybrid Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /ZrO
                    <sub>2</sub>
                    Gate Dielectric AlN/GaN based MOSHEMTs for Enhanced RF and Power Performance
[IEEE] 2026-7-23 | Distributionally Robust Coordinated Scheduling of Port Integrated Energy Stations Considering Multi-Path Green Hydrogen Utilization
[IEEE] 2026-7-23 | Model-free Adaptive Iterative Learning Control with Applications to Quadrotors
[IEEE] 2026-7-23 | Beyond Peak Field Enhancement: Theoretical Framework for Emitter Participation and Scaling in Nanocarbon Field Emitter Arrays
[IEEE] 2026-7-23 | Nonlinear Fault Root Cause Diagnosis Method Based on LSTM-AVAR Granger Causality Analysis
[IEEE] 2026-7-23 | Real-time Vehicle Tracking for Complex Dynamic Environments Based on YOLO-ReID Fusion for Intelligent Transportation Systems
[IEEE] 2026-7-23 | Hopf Bifurcation Analysis of a Bistable Duffing System with Washout Filter Delayed Feedback
[IEEE] 2026-7-23 | Energy Efficient Approximate Square Root Circuit for Image Processing Applications
[IEEE] 2026-7-23 | Performance-Supervised Fault Detection For Model-Free Nonlinear Systems Based on Fuzzy Approximation
[IEEE] 2026-7-23 | Statistical Identification of Linear Link Characteristics
[IEEE] 2026-7-23 | Performance Evaluation of Real-Time Scheduling Algorithms for Latency-Critical IoT Applications
[IEEE] 2026-7-24 | Real Time 3D Aircraft Telemetry Visualization with Geospatial Terrain Integration
[IEEE] 2026-7-24 | Floating Internet-of-Things pond water-quality monitoring station using RS-485 multi-parameter sensors and ESP32
[IEEE] 2026-7-24 | Drone Rostering Using An Evolving Hyper-Heuristic Algorithm with Average Fitness-Based Population Pruning
[IEEE] 2026-7-23 | Holistic Fusion: Task- and Setup-Agnostic Robot Localization and State Estimation With Factor Graphs
[IEEE] 2026-7-23 | Imitating Fund Managers’ Portfolio Decisions: A Knowledge-Based Approach
[IEEE] 2026-7-24 | How innovativeness of supply chain ecosystem members affects firm standard-setting performance: The moderating role of market competition_supp1-3713208.docx
[IEEE] 2026-7-24 | Unifying Complementarity Constraints and Control Barrier Functions for Safe Whole-Body Robot Control
[IEEE] 2026-7-23 | GNSS Signal Resiliency Metric: A Stochastic Approach
[IEEE] 2026-7-23 | Generative AI Model Assisted Multimodal Semantic Vehicular Edge Computing for Collaborative Perception
[IEEE] 2026-7-24 | PREFed: An Effective and Stealthy Static-Anchor Backdoor Attack via Trigger Pre-Optimization in Federated Learning_supp1-3716241.pdf
[IEEE] 2026-7-24 | Super-Resolution Reconstruction of Seafloor Topography Using ViT-GAN Model and 3-Arcsecond Multibeam Bathymetric Data
[IEEE] 2026-7-24 | A Two-Stage Self-Supervised Framework for Few-Shot Fault Diagnosis Using Masked Autoencoders
[IEEE] 2026-7-23 | Fractional Doppler Effects on OTFS-NOMA HetNets with Mixed-Mobility Users
[IEEE] 2026-7-24 | Physics Information Neural Network-based High-Fidelity Thermal Modeling of Through Silicon Via
[IEEE] 2026-7-23 | A new paradigm for effective LLM-Agent discovery and dynamic creation of trusted Multi-Agent Systems based on social relationships
[IEEE] 2026-7-24 | Comprehensive Review of Optimisation Techniques for User-Centric Distributed Network Slicing in 5G Networks
[IEEE] 2026-7-24 | Code Reuse Detection Model for Semantic Similarity Comparison
[IEEE] 2026-7-24 | Compressing Ultra-Dense Neural Recordings in Space and Time: A Three-Dimensional Modeling Approach_supp1-3716012.docx
[IEEE] 2026-7-24 | Parallel Multi-Tree Graph: A Parallel Generalized Free Space Structuring Method and Efficient Path Planning Strategy_supp1-3715832.mp4
[IEEE] 2026-7-23 | ESACT: An Index-Reordering Approach to Eliminate Bank Conflicts in Parallel Prefix-Sum Algorithms without Shared Memory Padding
[IEEE] 2026-7-24 | Preface
[IEEE] 2026-7-24 | OTA Update-Channel Compromise Risk in Smart Mobility: A Testbed Comparing Governance and Cryptographic Controls
[IEEE] 2026-7-24 | Interference-Aware Cross-Application Placement: A Multi-Objective Optimization Approach for Microservice Clusters
[IEEE] 2026-7-24 | Comparative Analysis of Medical Information Systems for Improved Patient Care and Data Precision
[IEEE] 2026-7-24 | ML-Based Microscopic Image Analysis for Automated Detection and Classification of Blood Disorders
[IEEE] 2026-7-24 | Benchmarking API Data Transfer Refactorings to Service-Oriented Architectures
[IEEE] 2026-7-23 | Terrain-Based Global Tracking Without Prior Pose Information Using Multibeam Echosounder Measurements
[IEEE] 2026-7-24 | A Combination of Unsupervised and Supervised Machine Learning Approaches for Neutron-Gamma Discrimination in Trans-Stilbene Scintillators
[IEEE] 2026-7-23 | Sponsor
[IEEE] 2026-7-23 | Riemannian Adversarial Attacks on Subspace Detectors via the Grassmann Manifold_supp1-3716159.pdf
[IEEE] 2026-7-23 | Miresga: Achieving High-Performance and Reliable Layer-7 Load Balancing with Programmable Switches_supp1-3715854.pdf
[IEEE] 2026-7-23 | IEEE Transactions on Emerging Topics in Computational Intelligence Information for Authors
[ACM] 2026-7-23 | Trivium: Temporal Regret as a First-Class Objective for Causal-Memory Controllers
[ACM] 2026-7-23 | AIEAnalyzer: An Analytical Framework for Versal AI Engine Performance Analysis
[ACM] 2026-7-23 | Credibility, Anonymity, and Algorithmic Gatekeeping in Leveraging Social Media as a Justice-Seeking Tool
[IEEE] 2026-7-23 | Data-Driven Iterative Learning Control for Nuclear Waste Incineration Temperature Regulation
[IEEE] 2026-7-23 | Iterative Learning Control for Overhead Cranes via Optimal Path Planning
[IEEE] 2026-7-23 | Large Language Model-assisted Optimal Scheduling Method for Electric Vehicle Charging and Discharging Based on PER-DDPG Algorithm
[IEEE] 2026-7-23 | Decarbonization of Electric and Transport Systems in Islanded Remote Communities Using Renewable Energy and Mobile Battery Storage System
[IEEE] 2026-7-23 | A UAV-Borne FMCW GPR System for Spatial Ice Thickness Measurement
[IEEE] 2026-7-23 | Concatenated CI-BCH Code Construction with Inner Algebraic Convolutional Code
[IEEE] 2026-7-23 | Crypto Vision: A Reversible Gate-Based 16-Bit Image Encryption Framework with Chaos-Driven Key Scheduling and VLSI Metrics
[IEEE] 2026-7-23 | High-Accuracy Modification of the Spectral Leakage Reduction Method Based on Sample Number Adjustment
[IEEE] 2026-7-23 | State of Health Estimation and Remaining Useful Life Prediction of Lithium-Ion Batteries Based on Physics-Constrained Federated Meta-Learning
