[2026-02-14 09:19:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-13
正在获取论文...
[ACM] 2026-2-13 | Gender Differences in Class Participation in Online versus In-Person Core CS Courses
[ACM] 2026-2-13 | Instructors' Perspectives on LLM-Generated Programming Formative Feedback
[IEEE] 2026-2-13 | Review for "Descriptor: A Brazilian roadkill animals for object detection GAN-augmented dataset (BRAGAN)"
[IEEE] 2026-2-13 | Enhancing GDLSTM-based Building Energy Demand Prediction with Multi-Objective Optimization in IoT-based Big Data Centers
[IEEE] 2026-2-13 | Cognitive and Fuzzy-based Optimization Models for High-Performance Computing in Distributed IoT and Sensing Applications
[IEEE] 2026-2-13 | Augmented Reality-Enhanced Digital Twin and Image Processing Framework for Automated Quality Inspection in Industry 4.0
[IEEE] 2026-2-13 | Performance Improvements in Electromechanical Actuator based Control Systems used for Launch Vehicle Applications
[IEEE] 2026-2-13 | Automated Multi-Category Classification of Customer Support Tickets using XGBoost
[IEEE] 2026-2-13 | Noise Adaptive Simulation of Steane Code Fidelity for Enhanced Quantum Communication Networks
[IEEE] 2026-2-13 | Life Cycle Assessment Comparison of Multi-Phase IPM, IM, and EESM for EV Applications
[IEEE] 2026-2-13 | Optimizing Microstrip Antennas for Green Communication and 6G Using Information-Theoretic Random Forest
[IEEE] 2026-2-13 | Next-Gen Healthcare Claims Optimization: DL-Based ResAttBiL Integrated with CDC, Modular Design, and Data Observability
[IEEE] 2026-2-13 | Intelligent Sign Language Interpretation using Hand Gesture Prediction
[IEEE] 2026-2-13 | Enhanced Heart Disease Classification using Jensen-Shannon Divergence Feature Selection: A Comparative Machine Learning Approach
[IEEE] 2026-2-13 | Rapid Rescue: Integrated Emergency Ambulance Service Platform
[IEEE] 2026-2-13 | A Survey of Modular OCR Approaches for Tamil-Brahmi Inscriptions: Segmentation and Reconstruction Focus
[IEEE] 2026-2-13 | Emerging Semi-Supervised Skin Lesion Segmentation using Unlabelled Samples with GAN and Transformer Representations
[IEEE] 2026-2-13 | Optimizing Digital Filters for Noise Reduction in Medical Image Processing
[IEEE] 2026-2-13 | Sentiment Analysis for Transformer-based approach using Machine Learning Algorithms
[IEEE] 2026-2-13 | AI- Enhanced Biosensors for Real Time Detection of Infectious Disease Biomarkers
[IEEE] 2026-2-13 | Low Power Reconfigurable PRBS Checker
[IEEE] 2026-2-13 | Accurate Characterization of Transceiver Devices Using 3-Port Balun De-Embedding Techniques
[IEEE] 2026-2-13 | Stacked Ensemble with Hybrid Feature Selection for Intrusion Detection
[IEEE] 2026-2-13 | The Mediating Role of Entrepreneurial Orientation in Big Data Analytics Capability-Value Creation_supp1-3664256.docx
[IEEE] 2026-2-13 | Trend-tracking chirplet transform
[IEEE] 2026-2-13 | Three-dimensional Kinetics Experiments with Negative Reactivity Insertions in CROCUS for the Validation of TRIPOLI-4
[ACM] 2026-2-13 | Intelligent Live Origin and Resilient Streaming
[IEEE] 2026-2-13 | Enhanced Electromagnetic Vortex Imaging Method Based on Multi-aperture Array
[IEEE] 2026-2-13 | RadioRS: A Sampling-Free Low-Altitude Wireless Networks Leveraging Radio Maps and Rate-Splitting
[IEEE] 2026-2-13 | DBSCAN-Leak, Novel Real-Time Water Leak Detection: A Case Study of SunRise Demonstrator
[IEEE] 2026-2-13 | Progressive Tactile Perception and Peripheral Hemodynamic Responses Induced by LIFUS on Fingertip
[IEEE] 2026-2-13 | Gait-Adaptive Perceptive Humanoid Locomotion With Real-Time Under-Base Terrain Reconstruction_supp1-3664167.mp4
[IEEE] 2026-2-13 | Gradient-Guided Density Redistribution Network for Light Field Full-View Depth Estimation
[IEEE] 2026-2-13 | CTC-MVPT: A Cross-Temperature Continuous Tracking System for Minimum Voltage Point Based on a Universal Delay Chain With Multiple Monitoring Points
[IEEE] 2026-2-13 | Learning Time-Varying Joint-Motor Mapping for Precise Control of Cable-Driven Humanoid Robots Under Transmission Uncertainties
[IEEE] 2026-2-13 | A Multi-Scale Residual Attention Network for Drainage Pump Fault Diagnosis
[IEEE] 2026-2-13 | WCNIoT 2025 Copyright Page
[ACM] 2026-2-13 | Debugging Support for Students with Blindness and Visual Impairments on Notebook-based Programming Environments
[ACM] 2026-2-13 | Show or Tell? Piloting an AI Feedback Tool for Data Story Reading in Introductory Data Science
[ACM] 2026-2-13 | From Code Generation to Learning: Investigating AI-Assisted Programming in Computing Education
[ACM] 2026-2-13 | Black in Computing Community
[ACM] 2026-2-13 | Personalized Exam Prep (PEP): Scaling No-Stakes, No-LLM Dialogue-Based Assessments in a Large CS Course
[ACM] 2026-2-13 | Examining Students' Code Comprehension with LLMs in Block- and Text-Based Programming
[ACM] 2026-2-13 | Measuring Generative AI's Presence in Academic Writing: A Pilot Study on Corpus-Scale Style-Metric Analysis
[ACM] 2026-2-13 | Developing a Survey Instrument for Sense of Belonging in Computing Courses
[ACM] 2026-2-13 | Teaching Responsible Computing Using the Accessible Learning Labs
[ACM] 2026-2-13 | Engaging Minority High School Students in AI-Enhanced Mobile App Design: Cultivating CS Interest and AI Ethics Through Project-Based Learning
[ACM] 2026-2-13 | Think Like AI: Hands-On Exploration of Sampling Parameters and Prompts for Middle School Students' Generative AI Literacy
[ACM] 2026-2-13 | AI-Driven Oral Examinations for Code Assessment: Evaluating Understanding Beyond the Commit
[ACM] 2026-2-13 | Exploring the Relationship Between Department Characteristics and Computer Science Student Diversity in the US
[ACM] 2026-2-13 | Teaching Algorithmic Thinking to Elementary Students in an Unplugged Environment
[ACM] 2026-2-13 | A Taste of Formal Methods for Computer Science Students using Jupyter Notebooks
[IEEE] 2026-2-13 | Quantum-Resilient Communication Protocol for Secure IoT Networks using Post-Quantum Cryptography and HMAC Integration
[IEEE] 2026-2-13 | Comparative Ensemble Techniques for Chronic Kidney Disease Leveraging Clinical Intelligence
[IEEE] 2026-2-13 | Cyber Threat Detection based on Artificial Neural Networks using Event Profiles
[IEEE] 2026-2-13 | Federated Learning for Privacy - Preserving Image Classification
[IEEE] 2026-2-13 | An Intelligent Lung Cancer Diagnosistic System based Latent Equivariant Quantum Convolutional Neural Network with Improved Orca Predation Algorithm using Histopathological Imaging
[IEEE] 2026-2-13 | Secure and Tamper-Proof Exam Center Attendance System using NFC and Encrypted QR Codes
[IEEE] 2026-2-13 | AI - Powered Personalised Learning System
[IEEE] 2026-2-13 | Research on the Application of KNN and CART Algorithms in Network Security Intrusion Detection
[IEEE] 2026-2-13 | Design of a Scalable IoT Edge Node Based on SPI Bus
[IEEE] 2026-2-13 | A Hybrid Intrusion Detection Framework using Rough Set-based Feature Selection and SVM Classification
[IEEE] 2026-2-13 | CNN-Driven Retinal Images Segmentation
[IEEE] 2026-2-13 | Implementation of Artificial Intelligence based Skin Disease Detection using Computer vision Technique
[IEEE] 2026-2-13 | Throughput Optimization of Digital Modulation Techniques Across Star and Ad-Hoc Network Configurations in BDsat-01 Maritime Systems
[IEEE] 2026-2-13 | Smart Diagnosis of Plant Disease using AI and Imaging Technology
[IEEE] 2026-2-13 | Control Strategy for a Boost-Derived LCC Converter with Low Input Ripple and Wide-Range Operation for Fuel Cell Systems
[IEEE] 2026-2-13 | High-Frequency Resonant Inverter for Resistive Heating in Electrified Industrial Furnaces
[IEEE] 2026-2-13 | Adaptive Educational Platform with Resume Integrated Career Assistance
[IEEE] 2026-2-13 | 3D Mapping Navigation System using Lidar
[IEEE] 2026-2-13 | Voice-Enabled Personalized Tutoring System for Rural English Learners
[IEEE] 2026-2-13 | Modulation Adaptation Method to Reduce Switching Losses in Three-Level Converters Using Delta-Sigma Modulation
[IEEE] 2026-2-13 | Bidirectional Multilevel Solid-State Transformer for Medium-Voltage EV Charging Stations with Vehicle-To-Grid Capability
[IEEE] 2026-2-13 | Channel Estimation for mmWave mMIMO Systems with Mixed-ADC: Conditional Generative Adversarial Network and Deep Transfer Learning
[IEEE] 2026-2-13 | Design of Multi-frequency Digital Lock-in Amplifier Based on Multi-sine Coherent Sampling
[IEEE] 2026-2-13 | An Efficient, Identifiable and Abortable Multi-Party Signature Scheme for VANETs
[IEEE] 2026-2-13 | Analytical Modeling of Multi-DOF Permanent Magnet Linear Braking via Equivalent Circuit Method
[IEEE] 2026-2-13 | ICUIS 2025 TOC
[IEEE] 2026-2-13 | Cyber-Physical Security of Virtual Power Plants: A Survey
[ACM] 2026-2-13 | Bringing Interactive Learning to Industrial IDEs: Kotlin Notebook and LLM-Generated Exercises
[ACM] 2026-2-13 | LayerStudio: A Visual Approach to Building Neural Networks
[ACM] 2026-2-13 | Actually Achieving "A's for All" (as Time and Interest Allow)
[ACM] 2026-2-13 | Improving Students' Algorithmic Mathematical Competency via In-class Activities: New Course Materials and a Preliminary Multi-Section Study
[ACM] 2026-2-13 | A Call for Critical Technology to Enable Innovative and Alternative Grading Practices
[ACM] 2026-2-13 | Exploring Transitions of Graduates From an Online Master's in Computer Science Program to Doctoral Programs
[ACM] 2026-2-13 | Empowering Neurodiverse Talent in Cybersecurity Through Fair and Inclusive AI Education
[ACM] 2026-2-13 | A Replication Study on Student Expectations on CS Tutors: Understanding Roles and Labors of Tutors
[ACM] 2026-2-13 | Integrating Industry AI/ML Practices into Academia: Towards Bridging the Industry/Academia Gap
[ACM] 2026-2-13 | The Ursinus WebIDE: A Serverless Browser-Based Development Environment for Student Practice and Rapid Instructor Exercise Development
[ACM] 2026-2-13 | Teaching with AI
[ACM] 2026-2-13 | A Sound Approach: Mitigating Distance Compression in Virtual Reality with Spatially Incongruent Real-World Sounds
[ACM] 2026-2-13 | Empowering Computer Science Teachers by Integrating AI into Learning Environments
[ACM] 2026-2-13 | Tracing Code Through History and Time: Unplugged Computing Across K–16 Classrooms
[ACM] 2026-2-13 | Prompting through Decomposition: Evaluating the Efficacy of Problem Decomposition Diagrams for Code Generation
[IEEE] 2026-2-13 | Enhancing the Accuracy of Airborne Vehicle Detection Model using AI Technique
[IEEE] 2026-2-13 | Scalable Task Scheduling in Cloud Environment using the One-to-One-based Optimizer Algorithm
[IEEE] 2026-2-13 | Historical Review on the Performance of Monopole Circularly Polarized Antenna for Sub 6 GHz Applications
[IEEE] 2026-2-13 | CNN-based MRI Brain Tumor Classifier for Detecting Glioma, Meningioma, Pituitary Tumor, or Absence of Tumor
[IEEE] 2026-2-13 | IoT-Enabled Smart Healthcare Monitoring: A Low-Cost Real-Time Solution for Vital Signs Tracking
[IEEE] 2026-2-13 | AI-based Hybrid Approach for Real-Time Anomaly Detection and Fault Management in Digital Services
[IEEE] 2026-2-13 | Machine Learning-based Predictive Model for Ischemic Stroke Risk Assessment: A Data-Driven Approach using XGBoost
[IEEE] 2026-2-13 | Cost-Effective Voltage Stability Enhancement via HEES-based Interline DC Flexible Voltage Restorer
[IEEE] 2026-2-13 | Transfer Learning with DenseNet for Accurate Breast Histopathology Images Classification
[IEEE] 2026-2-13 | End-to-End Deep Learning Model for Early Detection of Plant Diseases from Leaf Images
[IEEE] 2026-2-13 | Spyware Detection using Artificial Intelligence &amp; Machine Learning
[IEEE] 2026-2-13 | Smart Shopping Cart using RFID Technology for Automated Billing and Enhanced Retail Experience
[IEEE] 2026-2-13 | Carbon-Aware Large Language Models for Edge Inference: Towards Sustainable and Adaptive AI
[IEEE] 2026-2-13 | AI-Driven System Design for Human-Animal Conflict Mitigation
[IEEE] 2026-2-13 | Discrete-Time State Feedback Control with Extended Observer for Interleaved Boost Converter
[IEEE] 2026-2-13 | Data-Driven GRU Model for Reliable SoC Prediction in EV Battery Systems
[IEEE] 2026-2-13 | AI Driven Multitask Transformer Framework for Predicting Learning Outcomes in ADHD Students
[IEEE] 2026-2-13 | Solar-Powered Isolated Bidirectional DC–AC Converter for Microgrid and Distributed Energy Systems
[IEEE] 2026-2-13 | Early and Reliable Non-Invasive Liver Disease Diagnosis using Machine Learning Techniques
[IEEE] 2026-2-13 | Insights and Emerging Trends in Artificial Intelligence for Early Detection and Monitoring of Parkinson’s Disease
[IEEE] 2026-2-13 | Explainable AI-based Tuberculosis Detection using DenseNet121 on Chest X-rays
[IEEE] 2026-2-13 | Secure, Predictive, and Transparent Cold-Chain Logistics using Deep Learning and Ethereum Blockchain
[ACM] 2026-2-13 | Pacing for Mastery: Optimizing LLM Interactions for Learning
[ACM] 2026-2-13 | Local LLM Chatbot
[ACM] 2026-2-13 | Gender Differences in Gaze Patterns during Block-Based Programming: A Multimodal Literacy Perspective
[ACM] 2026-2-13 | CASTCurate: An Agentic System to Accelerate the Collection and Annotation of Data-Driven Stories
[ACM] 2026-2-13 | How We Teach Undergraduates to Do CS Research
[ACM] 2026-2-13 | Community Input for the Globalization of Computing Curricula
[ACM] 2026-2-13 | Assessing the Role of Diversity in LLM Explanations for Enhancing Student Understanding
[ACM] 2026-2-13 | Teaching Misinformation Implications and Ethical Design in Search Engines in CS Curriculum
[ACM] 2026-2-13 | Effects of GenAI Assistance in Computer Science Theory Courses
[ACM] 2026-2-13 | Bridging the Code Gap: Understanding Pedagogical Patterns in CS1 Programming Courses
[ACM] 2026-2-13 | Motivational Differences to Learn Computer Science Among Middle School Boys and Girls
[ACM] 2026-2-13 | Barriers and Mitigations: Recruiting and Training CS Teachers in a Large Urban School District
[ACM] 2026-2-13 | By and For Teaching Assistants: Homegrown Tools in Computing Classrooms
[ACM] 2026-2-13 | Sense of Community in an Asynchronous Online Degree Program
[ACM] 2026-2-13 | Planting the Seeds of Access: Connections Between a Statewide Investment in Professional Learning and Student Access to Computer Science
[ACM] 2026-2-13 | A Longitudinal Pilot Study Exploring the Impacts of Coaching for Equity on Computer Science Teachers
[ACM] 2026-2-13 | Dynamic Fixed-point Values in eBPF: a Case for Fully In-kernel Anomaly Detection
[IEEE] 2026-2-13 | Energy-Risk Optimal Path Planning for Surface Vehicle via Parameterized Level Set in Dynamic Flows Marine Environment
[IEEE] 2026-2-13 | Face Presentation Attack Detection by Exploiting Prior Knowledge of Region Relationships
[IEEE] 2026-2-13 | A Deep Probabilistic Flow-Based Framework for Unsupervised Cross-Domain Soft Sensing
[IEEE] 2026-2-13 | Combined Acoustic-Acupuncture Stimulation Demonstrates Efficacy in Primary Tinnitus Rehabilitation: Objective Evidence from EEG Brain Network Analysis
[IEEE] 2026-2-13 | <i>GRAPPA</i>
                    : Generalizing and Adapting Robot Policies via Online Agentic Guidance
[IEEE] 2026-2-13 | Towards Adversarial Robustness in MADRL-based EV Charging Scheduling: A Tailored Multi-Criteria Adversarial Attack and Defense Framework
[IEEE] 2026-2-13 | AI Adoption and Innovation Strategy: An Empirical Analysis of Strategic Moderation by Innovation Stage Duration
[IEEE] 2026-2-13 | Snapshot Compressive Hyperspectral Image Reconstruction via Complementary Priors
[IEEE] 2026-2-13 | Design and Cold-Test Study of W-Band Suspended Array Ring-Rod Dual-Channel Integrated Microstrip Meander Line Slow Wave Structure
[IEEE] 2026-2-13 | DFL-GC: A Decentralized Federated Framework for Planetary Gearbox Fault Diagnosis under Domain Shift and Class Imbalance
[IEEE] 2026-2-13 | Distributed Temperature Sensing in the Spray-Cooled Shell of a 150-Ton DC Electric Arc Furnace Using Brillouin Optical Fiber Technology
