[2026-08-12 22:40:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-11
正在获取论文...
[arXiv] 2026-08-11 | Stay or Stray - A Dynamical Systems Viewpoint of Popularity Bias
[IEEE] 2026-8-11 | Compressed Sensing via Sequential Majorization-Minimization and Collaborative Neurodynamic Optimization_supp1-3710065.pdf
[IEEE] 2026-8-11 | Comparison of Slow-Time Coded MIMO and Phased Array Radar Systems Under Phase Noise
[IEEE] 2026-8-11 | Hardware-Aware Federated Learning for Speech Emotion Recognition
[IEEE] 2026-8-11 | Retraction Notice: Analysis of Predicting Bitcoin Price using Deep Learning Technique
[IEEE] 2026-8-11 | Driver Fatigue Estimation Using Multimodal Deep Learning with EEG and EOG Signals
[IEEE] 2026-8-12 | Drift-Diffusion Based Numerical Investigation of Two-Photon Absorption in Broad-Area High-Power Diode Lasers
[IEEE] 2026-8-12 | Incremental GNN Embedding Computation on Streaming Graphs
[IEEE] 2026-8-12 | LAMP: A Dual-Mode Framework for Database Workload Memory Prediction
[IEEE] 2026-8-12 | MolPACL: Molecular Property Prediction Based on Prompt Augmentation and Contrastive Learning
[IEEE] 2026-8-12 | Reconfiguring Scalable Hashing with Persistent CPU Caches
[IEEE] 2026-8-11 | BoxSegUS: A Spatial Consistency Box Supervised Multi-Class Segmentation with Prior and Boundary Constraint for Ultrasound Images
[IEEE] 2026-8-12 | E-Presence and Pilgrimage: the Influence of Digital Engagement on Tourist Motivation and Behavioral Intention in Visiting Religious Tourism Destinations
[IEEE] 2026-8-12 | XtraLight-MedMamba: An Ultra-Lightweight Mamba-Based Framework for Histopathologic Classification of Neoplastic Tubular Adenomas
[IEEE] 2026-8-12 | Coarse-to-Fine Reconstruction for Tunnel Propagation via Axial Recurrent Upsampling
[IEEE] 2026-8-12 | Agent-Based Clinical AI System for Personalized Survival Risk Prediction
[IEEE] 2026-8-12 | Localized Strain Isolation for Rigid Component Integration in Stretchable Liquid-Metal Circuits
[IEEE] 2026-8-12 | DiEL: Disentangled Evolutionary Learning for Identity-Preserving Face Enhancement and Recognition
[IEEE] 2026-8-11 | Noise Unknown EM Based Transfer Identification for Dynamic Systems With Limited Target Data
[IEEE] 2026-8-11 | Hawk-Pigeon Potential Game Collaborative Control for MAV-UAV Swarm Formation
[IEEE] 2026-8-12 | Ultrathin Transmissive Silicon Photodiodes for Beam Position and Monitor Applications
[IEEE] 2026-8-12 | FER20E: An Extended Facial Expression Recognition Dataset with 20 Discrete Emotions
[IEEE] 2026-8-12 | Impact of Electrode Material on Transient Current and Conduction Mechanisms in Oil Impregnated Pressboard Insulation
[IEEE] 2026-8-11 | Structure Pruning with LLMs for Knowledge Graph Question Answering
[IEEE] 2026-8-12 | Experimental Characterization of Minimal-Setup UWB Ranging for Tracking-Oriented Applications
[IEEE] 2026-8-12 | Parameter Identification of Lithium-Ion Battery Thevenin Model via PSO, HHO, and GA Optimization
[IEEE] 2026-8-12 | TopFGL: A Topology-Aware and Distributionagnostic Federated Learning Framework Tackling Topological Heterogeneity on Graph Data
[IEEE] 2026-8-12 | DJGen: Data &amp; Conjunctive Join Plan Generator
[IEEE] 2026-8-12 | A Stellar Oscillation Optimizer–Based Global MPPT Method for PV Systems Under Partial Shading
[IEEE] 2026-8-12 | [Experiment, Analysis, and Benchmark] Systematic Evaluation of Plan-Based Adaptive Query Processing
[IEEE] 2026-8-12 | Performance Evaluation of Machine Learning Approaches for Automated Osteoporosis Detection
[IEEE] 2026-8-12 | Emotion Recognition Using CNN with Context Aware Music Recommendation
[IEEE] 2026-8-12 | The Initial Stage of the Method and the Software Package for Synchronous Interaction of Robots When Solving Problems Using UML
[IEEE] 2026-8-11 | Explainable AI-Based Credit Default Risk Modeling on Multi-Table Data
[IEEE] 2026-8-12 | Mobile Robot Path Planning Based on the Hesitant Neutrosophic Set
[IEEE] 2026-8-12 | Development of a Geometric and Mathematical Model of The Cardiac Vascular System Based on Fractal Analysis
[IEEE] 2026-8-12 | A Dovetail-Based Reinforcement Learning Architecture for Energy-Efficient and Fault-Tolerant Kubernetes Clusters
[IEEE] 2026-8-12 | A Higher-Order CNTD-SGBC Method for Accurate Simulation of Dispersive Thin Layers
[IEEE] 2026-8-12 | A Set-Theoretic Approach to Detecting Logic Bugs in DBMS Inner Join Optimizations
[IEEE] 2026-8-12 | QuikDel: A Scalable Hierarchical Multi-agent System for Urban Delivery Using Q-Learning
[IEEE] 2026-8-12 | Adaptive Vibration and Consensus Control for Networked Mobile Vehicle-Mounted Manipulator With Actuator Faults and Output Constraints
[IEEE] 2026-8-11 | Ultrawide Bandgap Semiconductors: State of the Art and Technological Challenges
[IEEE] 2026-8-12 | Semantic Consistent Memory Hashing with Incremental Regularization for Incomplete Cross-Modal Retrieval
[IEEE] 2026-8-12 | Modal-based Prediction of Power System Frequency Response and Frequency Nadir
[IEEE] 2026-8-12 | Integration of UAV-Enabled Surveillance and GEOINT Fusion for Military Decision Support
[IEEE] 2026-8-12 | IOT Based smart parking system solution for detection of random Located spaces in parking area
[IEEE] 2026-8-12 | Security-Aware Geometrically Robust 3D Watermarking: Threat Models, Games, and Evaluation Protocols
[IEEE] 2026-8-12 | Comparative Analysis of Transforming SAR GrayScale Images into Colorized Visuals Using Deep Learning Techniques
[IEEE] 2026-8-12 | 2026 6th International Conference on Electrical, Computer and Energy Technologies (ICECET)
[IEEE] 2026-8-12 | Real-Time Wind Speed Interpolation for Optimized Irrigation and Crop Yield Prediction in Smart Farming
[IEEE] 2026-8-12 | CADMAS: Development of a Centralized Academic Data Management and Analytics System for Data- Driven Education
[IEEE] 2026-8-12 | Greenhouse Environment and Plant Monitoring
[IEEE] 2026-8-12 | Real-Time Solar Power Forecasting for Off-Grid PV Systems Using CNN
[IEEE] 2026-8-12 | SMQTT: An End-to-End Security Framework for MQTT-Based Industrial IoT Communications
[IEEE] 2026-8-12 | Charge-storage evolution of TiO
                    <sub>2</sub>
                    ALD-coated AC flexible supercapacitors over long-term cycling
[IEEE] 2026-8-12 | Polymer Ferroelectric-Based Active Element for Needle Hydrophones
[IEEE] 2026-8-12 | Software Automation and Integration for a Synchrotron Radiation Beamline: From the “Technological Station” at VEPP-4M to Station 1-7 at SKIF
[IEEE] 2026-8-12 | Reliability, MTTF and Sensitivity Analysis of a Non-Repairable Series-Parallel System via Continuous-Time Markov Modeling
[IEEE] 2026-8-12 | An Intelligent Multi-Factor Student Attendance Management System
[IEEE] 2026-8-12 | Pre-Service Teachers' Integration of Gender and Development Concepts in the Hybrid Classroom
[IEEE] 2026-8-12 | Effectiveness of 5E's E-Workbook in the Conceptual Comprehension Skills in Thermodynamics for Marine Biology Freshmen Students
[IEEE] 2026-8-12 | OEPO: Online Experience-based Preference Optimization for CTR Prediction
[IEEE] 2026-8-11 | Automated Leaf Disease Classification via Three-Way Information-Guided Knowledge Distillation with Feature Interaction Maximization
[IEEE] 2026-8-12 | DBdoctor: A Fine-Grained and Non-Intrusive Performance Diagnosis Platform for Databases
[IEEE] 2026-8-12 | CMOS-Based Integrated Circuits Above 0.2 THz: Circuit Techniques and System Demonstrations
[IEEE] 2026-8-12 | Human-AI Collaborative Modeling for Healthcare Prediction Tasks in AgentDS
[IEEE] 2026-8-11 | Distributional Deep Reinforcement Learning for Adaptive Dosing in Combined Chemotherapy and Anti-Angiogenic Therapy
[IEEE] 2026-8-12 | Non-toxic Screen Printed Supercapacitors
[IEEE] 2026-8-12 | ICSETI 2026 TOC
[IEEE] 2026-8-12 | Implicit-Explicit Wave Equation-Based Hybrid Element-Level and Subdomain-Level DGTD Method
[IEEE] 2026-8-11 | 2026 34th Signal Processing and Communications Applications Conference (SIU)
[IEEE] 2026-8-12 | When Stress Meets System: A Preliminary PLS SEM Validation of Technostress Integration into IS Success Model in SAP ERP Environments
[IEEE] 2026-8-12 | Early Anomaly Detection in Second-Life Battery Modules via Contextual–Temporal Local Outlier Factor (CT–LOF)
[IEEE] 2026-8-12 | Energy Consumption Modeling of Heterogeneous Multicore Processor Systems under Diverse Workload Scenarios
[IEEE] 2026-8-12 | ADS-B Signals as a Tool for Characterization of Tropospheric Propagation Effects in the UHF Band
[IEEE] 2026-8-12 | Utility-Maximizing Control of Battery Thermal Management Systems in Electric Vehicles Based on Actuarial Expected Loss: Gradient-Ascent Optimization with a Degradation-Hazard Sigmoid Risk Model
[IEEE] 2026-8-12 | Mechanically Resilient 3D-Microdome Electrode Array Based on Liquid Metal for Stable Signal Acquisition under Dynamic Deformation
[IEEE] 2026-8-12 | Text2sql-Flow: a Robust Sql-Aware Data Augmentation Framework for Text-To-Sql
[IEEE] 2026-8-12 | An Amortized O(1) Lower Bound for Dynamic Time Warping in Motif Discovery (Extended Abstract)
[IEEE] 2026-8-12 | Voices from Reddit: Users’ Experiences and Opinions with Generative AI for Health Problems
[IEEE] 2026-8-12 | Continuous Monitoring in Implantable Cardiac Devices: Electro-Quasistatic Human Body Communication– Challenges and Opportunities_supp1-3722470.pdf
[IEEE] 2026-8-12 | Explainable Kidney Stone Detection and Localization in CT with U-Net, EfficientNet, and Multi-Method XAI
[IEEE] 2026-8-12 | A Framework for Stakeholder Complaint Analysis in Higher Education Using Data Analytics and Natural Language Processing: Design and Ethical Considerations
[IEEE] 2026-8-12 | Formation of Hexagonal Pedestals in Si-doped GaN Layers Grown on AlN/Si(111) Templates
[IEEE] 2026-8-12 | A Quaternion Rotation-Enhanced Differential Privacy Framework for Image Privacy Protection_supp1-3707866.pdf
[IEEE] 2026-8-12 | Transient Electromagnetic-Thermal Coupling Analysis for Eddy Current Thermal Effect
[IEEE] 2026-8-12 | Ontology-Driven Identification of SNOMED CT Relations for Clinical Terms
[IEEE] 2026-8-12 | Public Perception and Sentiment toward Rupiah Redenomination on Social Media Using IndoBERT
[IEEE] 2026-8-12 | Investigation of the Electrochemical Deposition of a Copper-Germanium Alloy from a Cyanide Electrolyte
[IEEE] 2026-8-12 | On the Development of Collaborative Turtlebots
[IEEE] 2026-8-12 | Augmenting College Students' Experience in Reading Philippine Literature Using Generative AI: A Quantitative Analysis of Attitudes and Intentions
[IEEE] 2026-8-12 | Evaluating Customer Experience on Digital Banking Loan Platforms: The Case of the Joint Stock Commercial Bank for Investment and Development of Vietnam
[IEEE] 2026-8-12 | AI-Driven Synthesis of Training Environments for Scalable Reinforcement Learning
[IEEE] 2026-8-12 | GNSS precise point positioning enhanced mobile laser scanning railway point cloud registration
[IEEE] 2026-8-12 | The Surface Current Reconstruction Method Based on EFIO and Multibranch RWG Basis Function
[IEEE] 2026-8-12 | RACG-Ground: Ring-Adaptive Confidence Gating for LiDAR Ground Segmentation
[IEEE] 2026-8-12 | High-Stakes AI Chatbot Systems in Mental Health Care: A Systematic Literature Review from a Critical Safety Perspective
[IEEE] 2026-8-12 | PURmgmt: A Culturally Tailored Digital Intervention for High-Purine Diet Management in China
[IEEE] 2026-8-12 | Study on Uncertainty of Electromagnetic Scattering from Dusty Plasma Based on S-FDTD Method
[IEEE] 2026-8-12 | Patient Portal Enrollment Before and During the COVID-19 Pandemic
[IEEE] 2026-8-12 | Representative Functional Dependencies
[IEEE] 2026-8-11 | PSD Estimation in Artifact-Contaminated HRV Signals: A Methodological Comparison
[IEEE] 2026-8-11 | Table of Contents
[IEEE] 2026-8-11 | Structured CT Imaging Artefact Assessment using Vision-Language Models
[IEEE] 2026-8-11 | RGB2HSI Spectral Reconstruction on NEON Tree Canopy Data
[IEEE] 2026-8-11 | Preface
[IEEE] 2026-8-11 | Semantic Relevance Detection of Visual Content in Corporate Reports Using Layout-Aware Vision-Language Models
[IEEE] 2026-8-11 | Task-Oriented Navigation with Semantic Perception for Monocular Camera-Based Mobile Robots
[ACM] 2026-8-11 | Fabric-Native Hardware Assurance for AI Infrastructure
[ACM] 2026-8-11 | Poster: EPIC - When Learners Disagree, Campaigns Speak; Perceiving Structure in Unfolding SSH Episodes
[ACM] 2026-8-11 | Networked Agent Memory and Causality Representation: Experiences towards Interpretable Cloud-Scale Root-Causing
[ACM] 2026-8-11 | TurboBus: Pooling PCIe Bandwidth for LLM Workloads via Scale-Up Fabrics
[ACM] 2026-8-11 | Anytest: Localizing the Root Cause of Hardware Transport Performance Anomalies
[IEEE] 2026-8-11 | Copyright Page
[IEEE] 2026-8-11 | Fault Detection on Electronic Boards with MSPRT
[IEEE] 2026-8-11 | Comparison of Real and Imagined Movements in EEG Signals: Feature and Channel Based Analysis
[IEEE] 2026-8-11 | Retraction Notice: Paint / Writing Application through WebCam using MediaPipe and OpenCV
[IEEE] 2026-8-11 | Underwater Localization using Forward-Looking Sonar and Artificial Object References
[IEEE] 2026-8-11 | System-Level Evaluation of Control, Optimization, and AI/ML Methods in Maritime Power Systems: An IEEE TIA Perspective
[IEEE] 2026-8-11 | Retraction Notice: Automatic Fracture Detection in Hand Bone Using MATLAB and Image Processing
[IEEE] 2026-8-11 | FedDiDC: Federated Diffusion Learning with Dual-Side Calibration for Data Heterogeneity
[IEEE] 2026-8-11 | A Comparative Analysis of MLP and Kolmogorov-Arnold Networks (KAN) for Faster-than-Nyquist (FTN) Signaling Detection
[IEEE] 2026-8-11 | Deep Learning-Based Activity and Posture Recognition Using mmWave Radar Data
[IEEE] 2026-8-11 | CNN-TA-Based Buy and Sell Signal Generation via Fusion of Technical Analysis Images and News Sentiment
[IEEE] 2026-8-11 | Retraction Notice: Liver Disease Prediction using Semi Supervised based Machine Learning Algorithm
[IEEE] 2026-8-11 | Retraction Notice: Biometrics based Smart and Secured Electronic Voting Machine
[IEEE] 2026-8-11 | Electric Vehicle Battery Swapping Demand Prediction Based on Adaptive Multi-Scale Temporal Feature Fusion Network
[IEEE] 2026-8-11 | Explainable AI-Based Phishing Website Detection Using Feature-Driven Analysis
[IEEE] 2026-8-11 | Design and Implementation of a Self-Closed-Loop Stimulus-Response Test System for Unknown Circuits with Circuit Classification
[IEEE] 2026-8-11 | FedMineMT: Personalized Federated Learning with Local EMA Teachers for Robust Foreign Object Detection in Coal Mines
[IEEE] 2026-8-11 | Automated Processing of Professional Text with Respect for the Intellectual Property of the Authors of the Sources Used
[IEEE] 2026-8-11 | Sustainable Application of Waste Silica Sludge as a Fine Aggregate Replacement in Alkali-Activated Mortars
[IEEE] 2026-8-11 | A Musical Robot on a Six-Axis Arm: From Numbered Musical Notation to Real-Time Xylophone Performance
[IEEE] 2026-8-11 | Urban Expansion Monitoring Using Integrated SAR and Optical Remote Sensing Data
[IEEE] 2026-8-11 | Kinematic and Performance Investigation of Two 3- RPS Parallel Mechanisms
[IEEE] 2026-8-11 | Integrated Acoustic Localization and State Recognition for UAVs Under Background Noise
[IEEE] 2026-8-11 | Extended AI Architectures for Wearable-Driven and Remote Healthcare Systems
[IEEE] 2026-8-11 | CAGE-Rank: Criticality-Aware Graph Evidence Ranking for Passive Cybersecurity Perception in Oil and Gas Stations
[IEEE] 2026-8-11 | Human–AI Collaboration and Creativity: The Impact of ChatGPT Use Among Copywriters in the Digital Creative Industry
[IEEE] 2026-8-11 | A Synthetic Benchmark and Fair Evaluation Protocol for Industrial Load Modeling with Production-Scheduling-Generated Labels
[IEEE] 2026-8-11 | Design of a 2D Image Cross-Section Method for Estimating Mass and Volume of Vietnamese Avocado 034 in Arbitrary Poses and Positions
[IEEE] 2026-8-11 | Progressive Knowledge-Driven Defect Detection Based on Invariants
[IEEE] 2026-8-11 | AeroSurf-Net: A Dual-Task Hybrid Framework for Airport Object Detection and Surface Condition Assessment Using Deep Learning and Texture Analysis
[IEEE] 2026-8-11 | Disturbance-Observer-Based Control for 2-D Semi-Markov Jump Roesser Systems Under Constrained Signal Transmission
[IEEE] 2026-8-11 | A Hybrid Framework: Dwell Time and Demand- Driven Zoning in Port-Base CKD Warehouses
