[2026-06-16 23:23:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-15
正在获取论文...
[arXiv] 2026-06-15 | NeuronFabric: A Software Reference Architecture for On-Chip Transformer Training with Local Adam
[arXiv] 2026-06-15 | Tail-Shape Estimation in LLM Evaluation Is Fragile: A Protocol for Diagnosing False Positives
[arXiv] 2026-06-15 | Post-Hoc Merging is Not Enough: Many-Shot Model Merging with Loss-Gap Balancing
[arXiv] 2026-06-15 | Lost at the End: Primacy Bias in Multimodal Retrieval-Augmented Question Answering
[arXiv] 2026-06-15 | Robots that Collaborate: Sequential Asymmetric Imitation for Learning Coupled Robot Policies
[arXiv] 2026-06-15 | Robust Koopman MPC with Sets Updates for Time Delayed Systems
[arXiv] 2026-06-15 | Unified Multimodal Model for Brain MRI Imputation and Understanding
[arXiv] 2026-06-15 | Geometric decomposition of the $d$-dimensional hard-sphere partition function
[arXiv] 2026-06-15 | Tensor-Coord: Algebraic Decomposition of Joint Plan Tensors for Conflict-Free Multi-Agent LLM Planning
[arXiv] 2026-06-15 | MVOFormer: Flow-Semantic Transformer for Robust Monocular Visual Odometry
[arXiv] 2026-06-15 | From Awareness to Adherence: Bridging the Context Gap in Spoken Dialogue Systems via Context-Aware Decoding
[arXiv] 2026-06-15 | Decoupled Object-Centric Video Understanding for Generating Robotic Manipulation Commands
[arXiv] 2026-06-15 | When Agent Automation Becomes Profitable: Quantifying and Insuring Autonomous AI Risk through Trace-Economic Underwriting
[arXiv] 2026-06-15 | SPRI: SVD-Partitioned Residual Initialization for Data-Constrained MoE Upcycling
[arXiv] 2026-06-15 | The capability of CSST in characterizing planetary atmospheres. I. transmission spectroscopy of hot Jupiters
[arXiv] 2026-06-15 | Persistence Properties of a Phase-ordering System with Competing Dynamics
[arXiv] 2026-06-15 | V2P-Manip: Learning Dexterous Manipulation from Monocular Human Videos
[arXiv] 2026-06-15 | Unified Audio Generation and Editing via Joint Condition Modeling and Progressive Training
[arXiv] 2026-06-15 | Autonomous End-to-End SOH Prediction Services for Battery Systems via Temporal-Contrastive Representation Learning
[arXiv] 2026-06-15 | Chiral-odd structure of the $N \to Δ$ transition: tensor form factors from QCD light-cone sum rules
[arXiv] 2026-06-15 | Right representations of Novikov algebras
[arXiv] 2026-06-15 | Twistronic control of shift current in multilayer moiré system
[arXiv] 2026-06-15 | Not all Jensen-Shannon Divergence Estimators are Equal
[arXiv] 2026-06-15 | Direct Nanoscale Pyroelectric Characterization of a CuInP${}_2$S${}_6$ van der Waals Nanogenerator
[arXiv] 2026-06-15 | Elliptic Harnack inequality and Poincaré inequality for $p$-energies on metric measure spaces
[arXiv] 2026-06-15 | Indivisibility of ray class groups of real quadratic fields
[arXiv] 2026-06-15 | Convergence-Symmetric Metric Spaces
[arXiv] 2026-06-15 | Non-Equilibrium Model Selection via Finite-Time Thermodynamics
[arXiv] 2026-06-15 | MPX: A Unified Systolic Array for Matrix and Polynomial Multiplication
[arXiv] 2026-06-15 | Towards UAV Image Dehazing: A UAV Atmospheric Scattering Model, Benchmark, and Geometry-Aware Deep Unfolding Network
[arXiv] 2026-06-15 | Engine position effects on contrail evolution for a realistic aircraft configuration
[arXiv] 2026-06-15 | Game-Theoretic Multi-Agent Reinforcement Learning for Swarm Trajectory Planning in Low-Altitude Wireless Networks
[arXiv] 2026-06-15 | Melt-Quench Failures and Practical Solutions for Universal Machine-Learning Interatomic Potentials in Amorphous Structure Generation
[arXiv] 2026-06-15 | Mixtures of Subspaces for Bandwidth Efficient Context Parallel Training
[arXiv] 2026-06-15 | Scalable and Interpretable Representation Alignment with Ordinal Similarity
[arXiv] 2026-06-15 | Segregated solutions of a degenerate cross-diffusion system with drifts
[arXiv] 2026-06-15 | Optomechanical parametric control of mid-infrared photons via molecular vibrational polariton
[arXiv] 2026-06-15 | Looking Is Not Picking: An Attention-Segment Account of Tool-Selection Failures in LLM Agents
[arXiv] 2026-06-15 | Monoidal categorification of generalized cluster algebras and conjectures of Fraser and Gleitz
[arXiv] 2026-06-15 | Simulation-Augmented Multi-Step Split Conformal Prediction for Aggregated Forecasts
[arXiv] 2026-06-15 | What Should a Streaming Video Model Remember?
[arXiv] 2026-06-15 | Optical Variability as a Probe of Hidden Nuclear Activity in Type 2 AGNs
[arXiv] 2026-06-15 | AdaSTORM: Scaling LLM Reasoning on Dynamic Graphs via Adaptive Spatio-Temporal Multi-Agent Collaboration
[arXiv] 2026-06-15 | Foundations of entropy in complex systems
[arXiv] 2026-06-15 | QK-Normed MLA: QK normalization without full key caching
[arXiv] 2026-06-15 | Physics-Informed Sensitivity Analysis for Enhanced Structural Health Assessment: Test-Case for a Mixed Steel-Concrete Bridge
[arXiv] 2026-06-15 | Extended Kalman Filter-Based State Estimation for a Nine-Compartment Nonlinear Epidemic Model -- Convergence Analysis and In-Silico Benchmark Calibrated on the COVID-19 Third Wave in Italy
[arXiv] 2026-06-15 | Groups of Dwarf Galaxies in the Local Universe
[arXiv] 2026-06-15 | DDTNet: Degradation Disentanglement and Transfer Network for Test-Time All-in-One De-weathering Adaptation
[arXiv] 2026-06-15 | Tomography of the gamma-ray sky from cross-correlation with DESI DR2 and unWISE galaxies
[arXiv] 2026-06-15 | An affordable hardware-aware neural architecture search for deploying convolutional neural networks on ultra-low-power computing platforms
[arXiv] 2026-06-15 | Revisiting Trade-sign Long-memory and Square-root Law price impact
[arXiv] 2026-06-15 | Dynamically suppressed lattice rotations in SrTiO$_3$ as a basis for photo-induced ferroelectricity
[arXiv] 2026-06-15 | Wavelength-Multiplexed 2D Beam Steering via a Passive Diffractive Network
[arXiv] 2026-06-15 | Tuning superconductivity and charge density wave order by next-nearest-neighbor hopping integral in honeycomb Holstein model
[arXiv] 2026-06-15 | LiFT: Local Search via Linear Programming for Overfitting-Controlled Transformers
[arXiv] 2026-06-15 | Interfacial control of magnetism and electron transport in nonisostructural SrRuO$_3$/SrCuO$_2$ heterostructure
[arXiv] 2026-06-15 | Propagating Structural Guidance: Synthesizing Fluorescein Angiography from Fundus Images and Sparse OCT Scans
[arXiv] 2026-06-15 | Prediction of Runtime Parameters of Parallel Chemistry Applications via Active and Generative Learning
[arXiv] 2026-06-15 | PACT: Privileged Trace Co-Training for Multi-Turn Tool-Use Agents
[arXiv] 2026-06-15 | DynFS-MoE: Dynamic Functional-Structural Mixture-of-Experts for Post-Traumatic Epilepsy Diagnosis
[arXiv] 2026-06-15 | teasr: training-efficient any-step diffusion transformer for real-world image super-resolution
[arXiv] 2026-06-15 | MOSAIC: Mobile Object Segmentation under Adverse Imaging Conditions for Rapid L-PBF Keyhole Behavior Characterization
[arXiv] 2026-06-15 | Fi-Gaussian: Frequency-Aware Implicit Gaussian Splatting for Single Image Dehazing
[arXiv] 2026-06-15 | Dehaze-GaussianImage: Zero-Shot Dehazing via Efficient 2D Gaussian Splatting Representation
[arXiv] 2026-06-15 | Binary Decompilation LLM with Feedback-Driven Multi-Turn Refinement
[arXiv] 2026-06-15 | Staggered Virtual-Loop-Current Order in Pseudospin-1 Dirac Flat Bands
[arXiv] 2026-06-15 | LiteOdyssey: A Lightweight Reasoning AI Agent for Interpretable Rare-Disease Diagnosis
[arXiv] 2026-06-15 | When Proofs Meet Hardware: Comparing NTT and SumCheck in Zero-Knowledge Systems
[arXiv] 2026-06-15 | Neural Network-Enabled Codebook Design for Phased Array Calibration with Arbitrary Array Sizes
[arXiv] 2026-06-15 | Shift-and-Sum Quantization for Visual Autoregressive Models
[arXiv] 2026-06-15 | Physics-guided residual correction of $α$-decay half-lives based on the effective liquid drop model
[arXiv] 2026-06-15 | Quasinormal Modes and Hawking Radiation of Black Holes with Primary Scalar Hair
[arXiv] 2026-06-15 | Training-Free Open-Vocabulary Visual Grounding for Remote Sensing Images and Videos
[arXiv] 2026-06-15 | Spatiotemporal Tracking of Optical Speckles in Turbulent Atmospheric Propagation
[arXiv] 2026-06-15 | Thinking with Visual Grounding
[arXiv] 2026-06-15 | Know Your Limits : On the Faithfulness of LLMs as Solvers and Autoformalizers in Legal Reasoning
[arXiv] 2026-06-15 | The number of cycles of a given length in dense hamiltonian graphs: proving Hilton's conjecture
[arXiv] 2026-06-15 | Towards Pareto-Optimal Tool-Integrated Agents with Pareto Ranking Policy Optimization
[arXiv] 2026-06-15 | Optically Active Fractional Wannier-Center Displacement Drives Giant Second-Harmonic Generation
[arXiv] 2026-06-15 | Direct Observations of Magnetic Reconnection in the Solar Wind Current Sheets near Mars
[arXiv] 2026-06-15 | SceneCraft: Interactive System for Image Editing via Scene Graph
[arXiv] 2026-06-15 | Enhancing Quantum Machine Learning with Anyons
[arXiv] 2026-06-15 | Eyring-Kramers asymptotics for infinite-dimensional stochastic gradient systems
[arXiv] 2026-06-15 | Polynomial-Time Mistake-Bounded Language Generation
[arXiv] 2026-06-15 | MASCOT-Android: A Curated Dataset and Automated Collection Pipeline for Android Malware Source Code Specimens
[arXiv] 2026-06-15 | Risks and Uncertainty in Monetary Policy
[arXiv] 2026-06-15 | Refining Unified Colored-Noise Approximation
[arXiv] 2026-06-15 | A Mechanistic Understanding of Pronoun Fidelity in LLMs
[arXiv] 2026-06-15 | What does measuring one qubit reveal about another? $K$-networks as a directed diagnostic for quantum circuits
[arXiv] 2026-06-15 | Canonical Ramsey theorem for graphs with clean intersections
[arXiv] 2026-06-15 | ResEdit: Residual embeddings for precise generative image editing
[arXiv] 2026-06-15 | Quantum oscillations in proximity to high-angular-momentum band inversion
[arXiv] 2026-06-15 | PolyMerge: Compressing 3D Gaussian Splats with Polytope Coverings for Provably Safe Resource-Constrained Navigation
[arXiv] 2026-06-15 | Learning practically stabilizing output-feedback nonlinear controllers
[arXiv] 2026-06-15 | Self-Adjointness of the Standard Model of Non-Relativistic QED
[arXiv] 2026-06-15 | A Unified Causal-Origin Taxonomy of Distributional Shifts in Reinforcement Learning
[arXiv] 2026-06-15 | Functional Gradient Descent with Adaptive Representations
[arXiv] 2026-06-15 | RAID: Semantic Graph Diffusion for True Cold-Start and Cross-Lingual Forecasting
[arXiv] 2026-06-15 | Graph Neural Networks Trained on Null Signal for Angle Reconstruction in X-ray Polarimetry
[arXiv] 2026-06-15 | Demystifying Variance in Circuit Discovery of LLMs
[arXiv] 2026-06-15 | Complex Quaternions and Superminimal Surfaces in Four-Space
[arXiv] 2026-06-15 | Optimal Multiscale Learning of Linear Operators
[arXiv] 2026-06-15 | Fixed-quadrupole static tidal response of Schwarzschild black holes in a cubic Weyl effective field theory
[arXiv] 2026-06-15 | LESS Is More: Mutual-Stability Sampling for Diffusion Language Models
[arXiv] 2026-06-15 | Analytic results for slow-roll curved-space inflation and exponential potentials
[arXiv] 2026-06-15 | LOPAL: Local Performance-Aware Active Learning from Imperfect Demonstrations
[arXiv] 2026-06-15 | SGM-SLAM: Scene Graph Matching for Data-Efficient Distributed SLAM
[arXiv] 2026-06-15 | ExoTraj: A General Lower-limb Exoskeleton Assistance Policy for Complex Environments
[arXiv] 2026-06-15 | Morphology-resolved scrambling in a chaotic quantum billiard
[arXiv] 2026-06-15 | Tidal Rock Grinding as a Source of H2 on Enceladus
[arXiv] 2026-06-15 | Video-Based Optimal Transport for Feedback-Efficient Offline Preference-Based Reinforcement Learning
[arXiv] 2026-06-15 | Robust Dual-Signal Fusion: Hybrid Neuro-Symbolic Gating with Compressed Chain-of-Thought Refinement for Irony Detection in Social Media Texts
[arXiv] 2026-06-15 | The cosmic tetrarchy: four estimators breaking the assumption degeneracy in cosmological distance tensions
[arXiv] 2026-06-15 | Data-Driven Decoding of Russell's Circumplex Model of Affect
[arXiv] 2026-06-15 | Does Traversal Order Matter? A Systematic Study of Tree Traversal Methods in Transformer Grammars
[arXiv] 2026-06-15 | Tying the Loop -- Tied Expert Layers in Mixture-of-Experts Language Models
[arXiv] 2026-06-15 | From Morphology to Variability: Radiative Cooling Effects on Horizon-Scale Polarization in Two-Temperature GRMHD Simulations
[arXiv] 2026-06-15 | GIST-CMTF: Goal-State Inference for Causal Minimal Tool Filtering in LLM Agents
[arXiv] 2026-06-15 | Connecting Speech to Words through Images
[arXiv] 2026-06-15 | Some Remarks About Saturation of Ideals
[arXiv] 2026-06-15 | The maximum number of cycles of a given length in a nonhamiltonian graph
[arXiv] 2026-06-15 | AI+CAD Data Representation Architecture: From AI+CAD Solid Modeling to AI+CAD Industrial-Grade Parametric Feature Modeling
[arXiv] 2026-06-15 | WaveDINO: Learning-Based Atmospheric Correction of Unwrapped InSAR Interferograms Validated by GNSS: Results at Laguna del Maule and Campi Flegrei Volcanoes
[arXiv] 2026-06-15 | DataLadder: A Simulation-Enabled Interconversion Toolchain for the Embodied Data Pyramid
[arXiv] 2026-06-15 | OpenClaw-Skill: Collective Skill Tree Search for Agentic Large Language Models
[arXiv] 2026-06-15 | Restriction estimates for surfaces with negative curvature in $\mathbb R^3$
[arXiv] 2026-06-15 | A Validated LBM Dataset and Pipeline for Surrogate Modeling of Turbulent 3D Obstructed Channel Flows
[arXiv] 2026-06-15 | Automated jailbreak attack targeting multiple defense strategies
[arXiv] 2026-06-15 | Structure-aware Knowledge-guided Heterogeneous Mamba for Zygomaticomaxillary Suture Assessment
[arXiv] 2026-06-15 | MyPCBench: A Benchmark for Personally Intelligent Computer-Use Agents
[arXiv] 2026-06-15 | Set Shaping Theory Applied to Universal Coding
[arXiv] 2026-06-15 | Scalable generation of heralded single photons via active feed-forward switching of a fiber delay line
[arXiv] 2026-06-15 | Robust and Automated Reconfiguration of Byzantine Wide-Area Replication
[arXiv] 2026-06-15 | A counterexample to the near-quadratic Elekes--Rónyai expander conjecture over $\mathbb R$
[arXiv] 2026-06-15 | The Algebra of Units: From Buckingham's Pi-grec Theorem to Latent-Variable Learning
[arXiv] 2026-06-15 | A First-Principles Derivation of LLM Policy Optimization: From Expected Reward to GRPO and Its Structural Extensions
[arXiv] 2026-06-15 | On the pertubations of E-depth, Ef-depth and sequentially Cohen-Macaulay locus
[arXiv] 2026-06-15 | Too Few or Too Many? Sample Size Estimation for Differential Abundance Studies
[arXiv] 2026-06-15 | Organizational Cohesion in Microservice Architectures: A Multi-Project Empirical Study
[arXiv] 2026-06-15 | Uniform stability of higher-order inverse spectral problems
[arXiv] 2026-06-15 | On the Representation Theory of Non-Admissible $W$-Algebras: Part I
[arXiv] 2026-06-15 | Determinant majorization for hyperbolic polynomials on Euclidean Jordan algebras
[arXiv] 2026-06-15 | Context-Aware RL for Agentic and Multimodal LLMs
[arXiv] 2026-06-15 | Nitsche-based FEM for the Laplace eigenvalue problem: spectral approximation and a posteriori error analysis
[arXiv] 2026-06-15 | A constant-factor approximation of the Gromov-Hausdorff distance in the plane
[arXiv] 2026-06-15 | The Importance of Phase in Neural Representations: An Internal Oppenheim-Lim Test of Image Classifiers
[arXiv] 2026-06-15 | Sharpe Ratio and Return-VaR Ratio Maximization for Option Portfolios with Skew-Elliptical $t$ Underlying Returns
[arXiv] 2026-06-15 | HAMON: Passive Optical Sequence Mixing for Long-Horizon Forecasting
[arXiv] 2026-06-15 | Filtered Conformal Ellipsoids for Graph-Native Time Series
[arXiv] 2026-06-15 | Data-Driven Personalization of Automated Insulin Delivery
[arXiv] 2026-06-15 | The stability index and Yau's conjecture for Carlotto-Schulz minimal hypertori, part II
[arXiv] 2026-06-15 | Task-Error Residual Learning for Real-Robot Five-Ball Juggling
[arXiv] 2026-06-15 | When Should a Robot Replan? Regret-Guided Update Scheduling in Time-Varying MDPs
[arXiv] 2026-06-15 | How Many Shots Are Enough for a Quantum Circuit?
[arXiv] 2026-06-15 | SurroundNEXO: Ego-Centric Metric Bridging for Spatially Consistent Geometry in Autonomous Driving
[arXiv] 2026-06-15 | Fair Division by Contribution: A Shapley Value Perspective
