[2026-03-04 09:28:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-03
正在获取论文...
[arXiv] 2026-03-03 | Odin: Multi-Signal Graph Intelligence for Autonomous Discovery in Knowledge Graphs
[IEEE] 2026-3-3 | Evaluating Reinforcement Learning-Based Xapps for User-Centric Resource Allocation in Open RAN
[IEEE] 2026-3-3 | Probed Measurement Techniques for 100 Gbit/s D-Band Wireless Link Experiments
[IEEE] 2026-3-3 | Modernizing Distributed Data Center Architectures with AI-Orchestrated Resource Scheduling and Accelerated Computing using Blackwell GPUs and Grace CPUs
[IEEE] 2026-3-3 | 36.1 ReFIND: A Resolution-Reconfigurable Bio-Signal Classification SoC Enabling $&gt;10\times$ Savings in AFE Power Per Channel
[IEEE] 2026-3-3 | A Novel Federated Learning Architecture for Robust Multi-Modal Mobility and Crowd-Traffic Co-Management in Smart Cities
[IEEE] 2026-3-3 | AI for Sustainable Energy and Climate Change Mitigation
[IEEE] 2026-3-3 | AI-Powered Mobile Interfaces for Dynamic Field Data Collection in Smart Agriculture Systems
[IEEE] 2026-3-3 | ISSCC 2026 International Technical Program Committee
[IEEE] 2026-3-3 | 17.4 Maia: A Reticle-Scale AI Accelerator
[IEEE] 2026-3-3 | Leveraging Machine Learning and Big Data Analytics to Transform Service Delivery in Public Healthcare
[IEEE] 2026-3-3 | A Comprehensive Evaluation Framework for the Study of the Effects of Facial Filters on Face Recognition Accuracy
[IEEE] 2026-3-3 | High Frequency Signal Integrity Analysis of Through-Glass Vias for Heterogenous Integration
[IEEE] 2026-3-3 | Cost-Efficient and Secure SAP Workload Migration Strategies Leveraging AWS Cloud-Native Architectures
[IEEE] 2026-3-3 | Investigating the Factors That Impact the Adoption of Blockchain in Tertiary Institutions
[IEEE] 2026-3-3 | 34.5 A 0.0523mm
                    <sup>2</sup>
                    11.4mW IEEE 802.15.4a/z/ab Compatible Aliasing-Suppressing All-Digital IR-UWB Transmitter Featuring Comb-Notched Maximally Flat Amplitude Spectral Shaping
[IEEE] 2026-3-3 | Parasitic Capacitance Analysis in Tapered CFET Devices for Advanced Technology Nodes
[IEEE] 2026-3-3 | 6G Integrated Communication-Sensing-Computing Resource Coordination Mechanism for High-Dynamic Vehicular Network
[IEEE] 2026-3-3 | Pre-Synchronization Control of Virtual Synchronous Generator Based on Linear Active Disturbance Rejection Control
[IEEE] 2026-3-3 | Influence of Interfacial Oxide on the Polarity-Dependent SET Process in In
                    <sub>3</sub>
                    Sb
                    <sub>1</sub>
                    Te
                    <sub>2</sub>
                    Based PCRAM devices
[IEEE] 2026-3-3 | Design and Characterization of a Miniaturized Fractal-EBG Flexible Membrane Antenna for Spaceborne Communication Systems
[IEEE] 2026-3-3 | Federated Learning with Containerized Memory Sharing: An Approach to Privacy and Memory Efficiency
[IEEE] 2026-3-3 | 15.4 A 16nm 168Mb Embedded STT-MRAM with 0.0249µm
                    <sup>2</sup>
                    Bit-Cell, Dual-Port Access, and 51.2Gb/s Read Throughput for Automotive and Edge AI Applications
[IEEE] 2026-3-3 | 32.2 A PVT-Robust Frequency-Scalable Fully Dynamic ΔΣ ADC with Bottom-Plate Level Shift
[IEEE] 2026-3-3 | 4.1 A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization
[IEEE] 2026-3-3 | Research on Order Reduction Method of Thermal Simulation Model of Power Converters Based on Feedforward Neural Network
[IEEE] 2026-3-3 | A 480×320 CMOS LiDAR Sensor with Tapering 1-Step Histogramming TDCs and Sub-Pixel Echo Resolvers
[IEEE] 2026-3-3 | Sweep-Free Beamforming via Optimal Angle of Arrival Estimation for 6G Ultra-Dense Networks
[IEEE] 2026-3-3 | IEEE Photonics Technology Letters Information for Authors
[IEEE] 2026-3-3 | A
                    <i>K</i>
                    /
                    <i>Ka</i>
                    -Band Transmit/Receive Front-End With Triple-Coupled Transformer Technique in 65-nm Bulk CMOS
[IEEE] 2026-3-3 | Supervised Small-baseline and Large-baseline Homography Learning with Diffusion-based Data Generation
[IEEE] 2026-3-3 | Trustworthy Federated Learning with Authenticated ZKPs in Mobile Edge Intelligence
[IEEE] 2026-3-3 | Analytical Modeling of Resonance Frequency Shifts Induced by Mechanical Strain in Stretchable Rectangular Patch Antennas_supp1-3667386.pdf
[IEEE] 2026-3-3 | ReHeartNet: Reconstruct Electrocardiogram From Photoplethysmography by Using Dense Connected Deep Learning Model
[IEEE] 2026-3-3 | A Predictive Load Balancing Optimization Framework for Open Radio Access Networks via Xn Protocol
[IEEE] 2026-3-3 | Pinching Antenna-Enabled URLLC Downlink
[IEEE] 2026-3-3 | Blank Page
[IEEE] 2026-3-3 | Causality-Inspired Cross-Satellite Continual Learning for Tropical Cyclone Intensity Prediction
[IEEE] 2026-3-3 | Small-Signal Security Region of Floating Offshore Wind Turbine under Wind and Wave Disturbances
[IEEE] 2026-3-3 | Quantifying Methane-Climate Interactions in Eastern Saudi Arabia Using Geospatial and Machine Learning Modelling_supp1-3668054.docx
[ACM] 2026-3-3 | Playing with Privacy: Uncovering Everyday Judgments of Data Sensitivity Through an Arcade Machine Interface
[ACM] 2026-3-3 | Neural Transparency: Mechanistic Interpretability Interfaces for Anticipating Model Behaviors for Personalized AI
[ACM] 2026-3-3 | Improving Human Verification of LLM Reasoning through Interactive Explanation Interfaces
[IEEE] 2026-3-3 | BDAMEA 2025 TOC
[IEEE] 2026-3-3 | An Improved GLMB-SMC Tracking Algorithm for High-Maneuver Targets
[IEEE] 2026-3-3 | A High-Throughput Multi-Batch GRU Accelerator with Fine-Grained Structured Sparsity on FPGA
[IEEE] 2026-3-3 | SMARTMED: A Blockchain Solution for Privacy-Centric Healthcare and Insurance Integration
[IEEE] 2026-3-3 | High-Stability Position Sensor-Less Control Method for Brushless DC Motors at Low Speed
[IEEE] 2026-3-3 | Optimized Resource Allocation for Homeless Shelter Management
[IEEE] 2026-3-3 | AI Based Real-Time Dermatological Screening Using Custom Drive Controlled Lens Systems
[IEEE] 2026-3-3 | NeuroMesh: Decentralized Edge Mesh for Scalable IoT with Future LoRa and Autonomous Control Integration
[IEEE] 2026-3-3 | ACEPE 2025 Cover Page
[IEEE] 2026-3-3 | Application of Portable Chromatograph in On-Site Rapid Analysis of Odorous Gases
[IEEE] 2026-3-3 | Front Matter
[IEEE] 2026-3-3 | Communication-Efficient Decentralized Contextual
                    <i>X</i>
                    -Armed Bandit Learning in Multi-agent Stochastic Networks
[IEEE] 2026-3-3 | Large Language Model-Driven Framework for Dynamic Stakeholder-Associated issues Analysis in Mega Infrastructure Projects
[IEEE] 2026-3-3 | Effects of SF
                    <sub>6</sub>
                    Plasma Treatment Time on the Electrical Performance and Bias Stability of Dual-Gate ITZO Thin-Film Transistors
[IEEE] 2026-3-3 | A 1400THz/s Ultra-Fast-Scan 14GHz EPR-on-a-Chip Based on Injection-Locked Phase Detection Featuring 120μM Concentration Sensitivity
[IEEE] 2026-3-3 | A 5G-based Resource Allocation Mechanism between Multi-Access Edge Computing Servers in the Internet of Vehicles
[IEEE] 2026-3-3 | Research on Dynamic Task Allocation Algorithm Based on Multi-Agent Mechanism Design
[IEEE] 2026-3-3 | IoT-Enabled Affective Computing for Teenager Mental Health Monitoring
[IEEE] 2026-3-3 | Adaptive PID Coupling Tracking Control for Double-Pendulum Crane Based on Digital Twin Technology
[IEEE] 2026-3-3 | Graph-Informed and FiLM-Enhanced Multimodal Fusion for Myocardial Infarction Prediction
[IEEE] 2026-3-3 | Vertex-Guided Redundant Constraints Identification for Unit Commitment
[IEEE] 2026-3-3 | MFT-NNLS: A Toolbox For Passive Macromodeling From Large Immittance and Scattering Data Sets Using Vector Fitting And Residue Perturbation in Matlab
[IEEE] 2026-3-3 | Intrusion Detection in Industrial Internet of Things Based on Granular-Ball Intuitionistic Fuzzy Sets
[IEEE] 2026-3-3 | Design of Self-Checking Discrete Devices Based on Boolean Signals Correction and Composition of Constant-Weight Codes “1-out-of-4” and “3-out-of-4”
[IEEE] 2026-3-3 | Data-Driven Spatio-Temporal Filters for Crosstalk Reduction in High-Density Surface EMG
[IEEE] 2026-3-3 | ComGRL: Comprehensive Graph Representation Learning From Local to Global Bridged by Mixup
[IEEE] 2026-3-3 | Linear Programming–Based BESS Dispatch for PV Hosting Capacity Enhancement Under No-Export Constraints in the West Bank
[IEEE] 2026-3-3 | Characterization of Solid-State Switch Technologies for Transformer-Rectifier Flux Pumps Supplying High-Current, High-Inductance DC Magnets
[IEEE] 2026-3-3 | Selective Harmonic Mitigation Model Predictive Control for Grid-Connected Converters Working with a Very Low Apparent Switching Frequency
[IEEE] 2026-3-3 | A 48-to-1 V, 5-A Low-Frequency Step-Down Converter with Bidirectional Recycle Converter for Ripple Cancellation and Transient Acceleration
[IEEE] 2026-3-3 | High-Voltage Multilevel Step-Up DC/AC Converter Using a Cross-Connected Switched Capacitor with Self-Voltage Balancing Property
[IEEE] 2026-3-3 | Design and Analysis of Wideband LNA in 30-80 GHz Frequency Range Using SiGe Technology
[IEEE] 2026-3-3 | RaspDash: A Cloud-Internet of Things (IoT) for Smart Parking Solution with Predictive Analytics
[IEEE] 2026-3-3 | Anomaly Detection in Internet of Things IAM Logs via Perplexity Scoring
[IEEE] 2026-3-3 | Distributed Air Conditioning System Based on Frequency Modulation and Consensus Algorithms
[IEEE] 2026-3-3 | Research on Deep Learning Modeling and Diagnosis Technology for Transmission Network Defect Hazards
[IEEE] 2026-3-3 | Chain-of-Thought Construction and Example Optimization in Prompt Learning for Power Customer Service
[IEEE] 2026-3-3 | RescueAI: Real-Time Detection of Stranded Victims and Flood Severity Using Deep Learning
[IEEE] 2026-3-3 | Multimodal Vehicle Trajectory Prediction Based on Time-Frequency Attention and Local Interaction Aggregation Wave Superposition
[IEEE] 2026-3-3 | PathBridge 2.0: An AI-driven, GraphQL-enhanced plugin-based academic networking ecosystem for student-alumni collaboration
[IEEE] 2026-3-3 | Semi-Automated Milk Collection, Testing and Vending System
[IEEE] 2026-3-3 | A Study on Medical Image Super-Resolution with Wavelet Transform and U-Net
[IEEE] 2026-3-3 | Title Page
[IEEE] 2026-3-3 | Copyright Page
[IEEE] 2026-3-3 | Large Language Model-Assisted Security Testing for Embedded Systems
[IEEE] 2026-3-3 | DDFE-HCNN-E: A Dual-Domain Feature Fusion Hybrid CNN Ensemble Model for Automated Epileptic Seizure Detection
[IEEE] 2026-3-3 | Research on Building Deep Learning-Based Multimodal Sentiment Analysis Models
[IEEE] 2026-3-3 | A Data-Driven Efficient Solution Method for Continuous-Time Unit Commitment Under Renewable Energy Fluctuation
[IEEE] 2026-3-3 | Many-fold Performance Enhancement of Flexible Capacitive Force Sensor Response using a Thin Graphene Oxide Layer
[IEEE] 2026-3-3 | Experimental and Computational Analysis of the Effect of Winding Turns on Leakage Reactance in Power Transformers
[IEEE] 2026-3-3 | FROQ
                    <sup>1</sup>
                    : Observing Face Recognition Models for Efficient Quality Assessment
[IEEE] 2026-3-3 | Quantum Secure Biometric Authentication in Decentralised Systems
[IEEE] 2026-3-3 | HybridTrust: Fusing LP-GRU and Transformer Architectures for Enhanced Misinformation Detection in Social Networks
[IEEE] 2026-3-3 | Quantum Computing for Autonomous Driving Systems: A Qiskit-Based Framework and Perspective
[IEEE] 2026-3-3 | Integrating Eco-Tourism and Phytoremediation: A Sustainable Framework for Waste Management, Ecological Restoration, and Environmental Conservation
[IEEE] 2026-3-3 | Front Cover
[IEEE] 2026-3-3 | AI-Driven Multi-Scale Vision Transfer Learning Approach for Enhanced Mammogram-Based Breast Cancer Classification through Adaptive Feature Representation
[IEEE] 2026-3-3 | 8.10 A 180-to-240Gb/s Analog-Intensive PAM-4 Transmitter with 0.70pJ/b Analog Power Efficiency in 65nm CMOS
[IEEE] 2026-3-3 | Pore-DMNet: Joint Pore Descriptor and Metric Learning for High-Resolution Fingerprint Recognition
[IEEE] 2026-3-3 | Modeling of Silicon Oxide Growth in Diverse Thermal Oxidation Conditions
[IEEE] 2026-3-3 | Performance Enhancement for FE-on-Top Negative Capacitance CFET via Aspect Ratio Engineering
[IEEE] 2026-3-3 | Artificial Intelligence for Legal Empowerment: Bridging the Gap in Access to Justice for Transgender Individuals
[IEEE] 2026-3-3 | Session 7 Overview: Image Sensors and Ranging
[IEEE] 2026-3-3 | A Novel Study on the Effect of Temperature Cycle Testing on the Transmission Performance of Sub-2 Micron Fine-Wiring for Glass Substrates
[IEEE] 2026-3-3 | 8.8 A 0.292pJ/b 56Gb/s/wire Capacitively Driven Simultaneous Bidirectional Transceiver with PVT/Mismatch Tracking for XSR and D2D Interfaces in 28nm CMOS
[IEEE] 2026-3-3 | Enhancing Intelligent Transportation Systems: A Comprehensive Review of VLC-Based V2V and V2I Communication
[IEEE] 2026-3-3 | Status Monitoring and Full Lifecycle Assessment of Power Equipment Based on the Integration of Edge Intelligence and Cloud Computing
[IEEE] 2026-3-3 | A 112Gb/s PAM-4 SBD Transceiver with Mismatch-Compensated 2×VDD Hybrid and Two-Step Echo Canceller in 28nm CMOS
[IEEE] 2026-3-3 | Development and Application of an IoT-based Intelligent Compaction System for High Concrete-faced Rockfill Dam Embankment
[IEEE] 2026-3-3 | Research on Trust and Privacy of Industrial Embodied Intelligence Based on Blockchain and ZKP
[IEEE] 2026-3-3 | A 0.65-to-1V-V
                    <sub>DD</sub>
                    10.5-to-11.85GHz Fractional-N Sampling PLL Achieving 71.47fs Integrated Jitter and &lt;-60dBc Near-Integer Fractional Spur in 40nm CMOS
[IEEE] 2026-3-3 | 33.4 A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P
                    <sub>out</sub>
                    and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network
[IEEE] 2026-3-3 | A Key Feature Screening Method for Human Activity Recognition Based on Multi-head Attention Mechanism
[IEEE] 2026-3-3 | Automatic Facial Emotion Recognition using Deep Learning Scheme: An Analysis
[IEEE] 2026-3-3 | 16.1 PV Energy-Harvesting Interface Using Reconfigurable Self-Clamp CSCR Converter Achieving 3.83× High-Efficiency VCR Ratio and Open-Voltage-Sense-Free MPPT
[IEEE] 2026-3-3 | Lexical Baselines to Transformers: Hierarchical Ordinal Classification of Indic Movie Full Scripts
[IEEE] 2026-3-3 | A Transfer Learning Approach for Children’s Story Generation with Genre - Driven Classifier Integration
[IEEE] 2026-3-3 | Towards Zero-Shot ISO/ICAO Face Compliance Verification via CLIP-IQA and Natural Language Prompting
[IEEE] 2026-3-3 | Anomaly Detection in Graphs via Topology-Aware Attention Mechanisms
[IEEE] 2026-3-3 | 18.2 A 22nm 1.87ms/Frame Streaming Multi-Speaker ASR Accelerator Leveraging Contextual-Aware Redundancy Skipping with 2D-Writable Microscaling Compute-in-Memory and Similarity-Aware TCAM Design
[IEEE] 2026-3-3 | A Sub-Threshold All-NMOS Reconfigurable PUF with Secure Configuration Selection for Stable 6b/Cell
[IEEE] 2026-3-3 | Study on Aging Characteristics of High-Frequency Impedance in Lithium Batteries
[IEEE] 2026-3-3 | A Real-Time Multi-Model System for Personality and Interview Performance Analysis Using Transformer-Based Feature Fusion
[IEEE] 2026-3-3 | Quantifying Ionic Dynamics in MAPbBr
                    <sub>3</sub>
                    PeLEDs: Modulus Peaks, Split Arrhenius Kinetics, and CBH Transport
[IEEE] 2026-3-3 | Noncontact Injection-Based High-Frequency Impedance Monitoring of Lithium-Ion Battery
[IEEE] 2026-3-3 | 24.1 A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses
[IEEE] 2026-3-3 | 22.2 A 16-Channel Low-Power Cryo-CMOS Flux Control Pulse Generator ASIC in 14nm FinFET Technology
[IEEE] 2026-3-3 | KGCS: Zero-Annotation Expert-Knowledge Injection for Object Detection in Aerial Images
[IEEE] 2026-3-3 | HyperCLIP-CD: Hyperbolic Multimodal Representation Enhancement for Remote Sensing Change Detection
[IEEE] 2026-3-3 | Machine learning assists the design of a W-band phase-change tunable wire-grid periodic resonant broadband absorber.
[IEEE] 2026-3-3 | Advancing Efficient Vision Foundation Models for Analysis of Multispectral Imagery
[IEEE] 2026-3-3 | DMHA-Transformer with Joint Convolution and Global Attention Enhancement for Hyperspectral Image and LiDAR Classification
