[2026-02-20 09:29:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-19
正在获取论文...
[arXiv] 2026-02-19 | BadCLIP++: Stealthy and Persistent Backdoors in Multimodal Contrastive Learning
[ACM] 2026-2-19 | Turing on Life
[IEEE] 2026-2-19 | Adaptive Geometric Representation Learning through Mixed-Curvature Mixture-of-Experts Diffusion for Link Prediction_supp1-3665660.pdf
[IEEE] 2026-2-19 | Incremental Q-Learning for Data-Driven Adaptive Critic Control of Wastewater Treatment Processes With State Constraints
[IEEE] 2026-2-19 | Table of Contents
[IEEE] 2026-2-19 | Twisted Bend Refractive Index sensor with dual-wavelength volume compensation
[IEEE] 2026-2-19 | Hand-Gesture Based Robot Tracking and Teaching Framework: Demonstration in Surface Polishing Task
[IEEE] 2026-2-19 | Gradient Direction Consistency-Based Redundancy Optimization for Smooth Joint Paths Generation of Industrial Robots
[IEEE] 2026-2-19 | Boosting Compiler Fault Localization: Getting the Best of Both Worlds by Fusing Dynamic and Historical Data
[IEEE] 2026-2-19 | Efficient and Precise Homo-Hetero Teleoperation Based on an Optimized Upper Limb Exoskeleton_supp1-3479873.mp4
[IEEE] 2026-2-19 | Carrier Mobility in a 55-nm CMOS at 4 K: Characterization, Modeling, and Circuit Implications
[IEEE] 2026-2-19 | ZK-HybridFL: Zero-Knowledge Proof-Enhanced Hybrid Ledger for Federated Learning_supp1-3658993.pdf
[IEEE] 2026-2-19 | FLISC: Federated Learning-Oriented Resource Optimization in ISCC-Enabled Edge Collaborative Networks_supp1-3622026.pdf
[IEEE] 2026-2-19 | Proposal of Simple Expressions to Estimate AC Losses in HTS Pancake Coils Placed Within Iron Core Slots
[IEEE] 2026-2-19 | Dynamic Backdoor Attack Based on Multiscale Local Binary Pattern
[IEEE] 2026-2-19 | Agent-driven Cognitive Object/Motion/Environment Hybrid Vision-Language Model on CCTV Surveillance-Video Bigdata
[IEEE] 2026-2-19 | Optimizing Federated Block-Term Tensor Regression: Strategy Comparisons and Applications
[IEEE] 2026-2-19 | Deep Learning-Based Approach for Detecting Fake News in Social Media
[IEEE] 2026-2-19 | Exploring the Intersection of Web Scraping and Next.js 14 for Real-Time Price Monitoring
[IEEE] 2026-2-19 | Modeling Cultural Bias in Facial Expression Recognition with Adaptive Agents
[IEEE] 2026-2-19 | Design of a quantum computing education program for high school students
[IEEE] 2026-2-19 | Predictive Analytics in Food Supply Chain and Waste Management
[IEEE] 2026-2-19 | Comparing Intuitive Virtual Reality Control with Screen-based Control for Response Robots with a Manipulator
[IEEE] 2026-2-19 | Task Offloading in Open RAN: Deployment Scenarios, Research Trends
[IEEE] 2026-2-19 | A Spatio-Temporal Deep Neural Architecture Combining CNN and LSTM for Intelligent Exoplanet Detection and Classification
[IEEE] 2026-2-19 | Monolithic Hybrid-3D Standard Cell Library with Sandwiched Inter-Metal Layer for 3D Digital Computation-in-Memory Circuits
[IEEE] 2026-2-19 | Create Cloud-Based Access Control Rules Cybersecurity: Applications of AI-Driven Policies and Zero Trust Architecture
[IEEE] 2026-2-19 | AI-Assisted Strategic Intelligence: A Hybrid Approach Using LLMs and Deterministic Methods
[IEEE] 2026-2-19 | KeyBlob: A Standardized Format for Secure HSM Key Transport and Storage
[IEEE] 2026-2-19 | An On-Device System for Analyzing Chat Conversations
[IEEE] 2026-2-19 | A Manipulation Scheme of Intelligent Moving Objects through an AI-Driven Management Framework
[IEEE] 2026-2-19 | Translation Learner Competence Development Trajectory Prediction Model Using XGBoost and Multimodal Feature Fusion
[IEEE] 2026-2-19 | IO-NeuS: A Fusion Network for ISAR-Optical 3D Reconstruction of Space Targets
[IEEE] 2026-2-19 | SCA-VAGAD: Multi-Stage Variational Autoencoding and Genetic-Adaptive Boosting Framework for Intelligent Anomaly Detection in Spaceborne Satellite IoT Networks
[IEEE] 2026-2-19 | FPGA Implementation and Analysis on Parallel and Pipeline Approximate Softmax for Transformer
[IEEE] 2026-2-19 | A Survey on Near-Field Communication Systems : Channel Estimation, Beam Alignment, CSI Feedback
[IEEE] 2026-2-19 | Low-Voltage Reference with Enhanced CLM Immunity in 130NM CMOS for IoT Edge Nodes
[IEEE] 2026-2-19 | A V-Band Low-Noise Amplifier Using 0.13-µm SiGe BiCMOS for Very Low Earth Orbit Satellite Communications
[IEEE] 2026-2-19 | Development of Drowsiness Detection in Elderly Drivers Using an AI Chip
[IEEE] 2026-2-19 | A Concentration Prediction Method with TCN-LSTM Network in Machine Olfaction Field
[IEEE] 2026-2-19 | AI-Assisted Gamified Experiences for Teaching IEEE Standards in Software Engineering Education
[IEEE] 2026-2-19 | Generative AI in the Classroom and Beyond: A Dual Perspective from Software Engineering Academia and Industry
[IEEE] 2026-2-19 | A 4.5 GHz Optical Receiver Utilizing an 800uW Modified RGC Transimpedance Amplifier
[IEEE] 2026-2-19 | Comparison of RIS-Assisted and DF Relay-Assisted NOMA Communication Systems
[IEEE] 2026-2-19 | Experimental Study on mmWave FMCW Radar for Detecting Objects beyond Transparent Barriers
[IEEE] 2026-2-19 | Federated Learning-Driven Digital Twins for Adaptive Optimization in Industrial IoT Systems
[IEEE] 2026-2-19 | Image Generation Over Multi-Hop MIMO Networks
[IEEE] 2026-2-19 | Intelligent Spam Analyzer: AI based Accurate Classification and Scoring for Spam Emails
[IEEE] 2026-2-19 | Distributed Architecture for XL-Metasurface Beamforming
[IEEE] 2026-2-19 | Comparative Study of Convolution Methods on Embedded AI Platforms for Inference Efficiency
[IEEE] 2026-2-19 | Just Dork and Crawl: Measuring Illegal Online Gambling Defacement in Indonesian Websites
[IEEE] 2026-2-19 | Research on Grid-Connected Control Impedance and Oscillation Mechanism of String-Type Grid-Forming Energy Storage Converters
[IEEE] 2026-2-19 | Foundation Models for Tabular Intrusion Detection: Evaluating TabPFN and LLM Few-Shot Classification on IoT Network Security
[IEEE] 2026-2-19 | Efficient FPGA Implementation of Compressor Trees Based on Generalized Parallel Counter Chains
[IEEE] 2026-2-19 | A V-Band Four-Channel Beamforming Receiver IC for Very Low Earth Orbit Satellite Communication Systems
[IEEE] 2026-2-19 | Explainable Time-Series Feature Engineering for Sleep Quality Prediction Using Lifelog Data
[IEEE] 2026-2-19 | Research on Information System Integration and Business Process Optimization Methods: Taking ERP System as an Example
[IEEE] 2026-2-19 | Modelling of Proton Exchange Membrane-based Fuel Cell for Hydrogen Electric Vehicles
[IEEE] 2026-2-19 | Enhanced Thermal Performance of RF Amplifiers via Manifold Microchannel with Porous Structure
[IEEE] 2026-2-19 | QKD-TLS Integration Model for End-to-End Secure Communication
[IEEE] 2026-2-19 | A 10-bit 40-MS/s Capacitor-Swapping SAR ADC in 180-nm CMOS
[IEEE] 2026-2-19 | A 112Gb/s PAM4 Mach-Zehnder modulator Driver in 12nm FinFET with 3.8 V Output Swing for Analog-Digital Co-Integration
[IEEE] 2026-2-19 | Bio-Evolutionary Sparse Clustering Algorithm for Alzheimer's Detection using Multimodal Neuroimaging Data
[IEEE] 2026-2-19 | User Side Energy Storage Capacity Configuration and Optimal Operation Strategy Analysis Based on Two-Layer Planning
[IEEE] 2026-2-19 | MedVision AI: An Intelligent Mobile System for Medical Report Summarization and Health Risk Alerts
[IEEE] 2026-2-19 | Analyzing the Implementation Gaps in ISO/IEC 27001:2022 Controls: Insights from PDPC Singapore's Cybersecurity Breaches
[IEEE] 2026-2-19 | Internet of Things based Automated Polyhouse Control System
[IEEE] 2026-2-19 | Stochastic Analysis of LEO Satellite Backhaul Connectivity over Great-Circle Airline Routes
[IEEE] 2026-2-19 | Well Seismic Big Data Analysis for Reservoir Prediction
[IEEE] 2026-2-19 | DT-RAN: Enabling Next-Generation RAN Optimization and Control through Digital Twin-Based O-RAN
[IEEE] 2026-2-19 | Ensemble-Driven Alzheimer's Classification Model Using 2D MRI and Deep CNN Fusion
[IEEE] 2026-2-19 | Augmented State Neural-Transition Extended Kalman Filter
[IEEE] 2026-2-19 | Bit-Preserving Analog Alignment-Based Cross-Domain FP-CIM for LLMs
[IEEE] 2026-2-19 | A High-Performance RRAM-Based PMM Accelerator for Lattice-Based PQC
[IEEE] 2026-2-19 | 2D Material Characterisation Using in-Memory Predictive Analytics
[IEEE] 2026-2-19 | STO-CH: A Metaheuristic Approach for Optimal Cluster Head Selection in Heterogeneous Wireless Sensor Networks
[IEEE] 2026-2-19 | Development of an Automated System for Glaucoma Detection Using Retinal Fundus Images
[ACM] 2026-2-19 | Research on an Intelligent Air Traffic Control Decision Support System Based on Multi-Source Data Fusion and Deep Reinforcement Learning
[ACM] 2026-2-19 | A new time-space fractional CGMY scheme for option pricing model
[ACM] 2026-2-19 | Evaluation of the Supporting Effects of Pipe Shed on the Roadbed Under a Shallow Tunnel During Excavation Combining Numerical Simulation and Site Investigation
[IEEE] 2026-2-19 | Author Index
[IEEE] 2026-2-19 | Table Contents
[IEEE] 2026-2-19 | DiffEraser: Generalized Text Erasure Based on Latent Diffusion Prior_supp1-3659329.pdf
[IEEE] 2026-2-19 | Compact Oneshot Modelling of High Dimensional Demonstrations using Laplacian Eigenmaps_supp2-3666134.mp4
[IEEE] 2026-2-19 | ICBCTIS 2025 Cover Page
[IEEE] 2026-2-19 | A Survey on Fuzzy Private Set Intersection Protocols
[IEEE] 2026-2-19 | Time Synchronization Calibration for MERSI Autonomous Geolocation
[IEEE] 2026-2-19 | How Dare You Refuse Me? How and When AI Negative Hiring Decision Influences Applicants' Reactions_supp4-3665195.docx
[IEEE] 2026-2-19 | Merging the Graphene Plasmons to Cavity Resonance for Controllable THz Multifunctional Metasurface
[IEEE] 2026-2-19 | 2025 International Conference on Intelligent Innovations in Engineering and Technology (ICIIET)
[IEEE] 2026-2-19 | Dynamic Event-Triggered Control for Human–Machine Cooperative Systems Based on Dynamic Authority Allocation
[IEEE] 2026-2-19 | Enhanced three-phase inverter topology and PWM strategy for electric vehicle powertrains with reduced common-mode voltage
[IEEE] 2026-2-19 | Action Model-Based Natural Language Control System for Digital Twins
[IEEE] 2026-2-19 | Printed Circuit Board Defect Detection System Using Deep Learning on FPGA
[IEEE] 2026-2-19 | A Harmonic Energy Metering Algorithm Based on Four-Term Five-Order Nuttall Window and Three-Spectrum Interpolation FFT
[IEEE] 2026-2-19 | Face Detection and Recognition Using PCA and Machine Learning Techniques
[IEEE] 2026-2-19 | Constructing an Intelligent Learning Environment for Engineering Cognition and Practice Course Based on the Rain Classroom Platform
[IEEE] 2026-2-19 | CFDITA-Based Current-Mode All-Pass Filter
[IEEE] 2026-2-19 | Effective Container Allocation Strategies for Multi-Yard Inland Container Depots
[IEEE] 2026-2-19 | Beyond Word-for-Word: A BERT-Based Learning Framework for Emotion Interpretation in English Poetry for ESL Students in Chinese Universities
[IEEE] 2026-2-19 | Localization Performance Analysis of UAV-based Integrated Sensing and Communication System
[IEEE] 2026-2-19 | A Modular Domain-Aware Neural Network Architecture for Power Amplifier Linearization
[IEEE] 2026-2-19 | Design and Implementation Real-Time Web-Based Iot Monitoring of Off-Grid Solar Power Plants for Drying Racks
[IEEE] 2026-2-19 | Generative Artificial Intelligence, Techno-Educational Ethics, and Academic Integrity in Higher Education
[IEEE] 2026-2-19 | An Efficient Indexed Network Threat Gene Library Construction Scheme in Smart Grid
[IEEE] 2026-2-19 | Rethinking BiLSTM Superiority under Severe Data Heterogeneity in Federated Load Forecasting
[IEEE] 2026-2-19 | Making Knowledge Acquisition Fun! Generating Content-Related Humor for Learning with Large Language Models
[IEEE] 2026-2-19 | Towards a trustworthy AI chatbot for crop commodity market
[IEEE] 2026-2-19 | Enhancing the Reliability of Large Language Models in Specialized Domains by Balancing Internal and External Knowledge
[IEEE] 2026-2-19 | Automated Research Article Classification and Recommendation Using NLP and Machine Learning
[IEEE] 2026-2-19 | AxAdderNet: Combining Approximate Computing to Quantized AdderNet
[IEEE] 2026-2-19 | RoPE on the Fast Track: Latency-Optimized LLM Inference on GPUs with Low-Rank QKV Factorization and Rotary Positional Embedding
[IEEE] 2026-2-19 | Multi-Output Forecasting of Electricity and Gas Fees: A Comparative Study of Deep Learning and Statistical Models
[IEEE] 2026-2-19 | CEEMDAN-AI Based Equalizer for Nonlinear Distortion Mitigation in Satellite Communications
[IEEE] 2026-2-19 | Optimized Dispatch Strategies of Electrolyzer Cluster and Battery Considering Renewable Power Fluctuation
[IEEE] 2026-2-19 | An Interactive AR-Based Level-2 Gamified System for Robotic Education: Mobile and Manipulator Platforms
[IEEE] 2026-2-19 | Behind the Curtains of VLM: Analyzing the Influence of Background Knowledge
[IEEE] 2026-2-19 | A Cloud-Edge Architecture for Real-Time Fault Detection in Smart Grids
[IEEE] 2026-2-19 | LiDAR Reflection Recovery via Shadow Boxing
[IEEE] 2026-2-19 | Development and Performance Optimization of 4G Signal Enhancement Device and Signal Transmission System for Box-Type Substations
[IEEE] 2026-2-19 | Towards Privacy-Aware IoT Audit Framework: A Grounded Theory Approach
[IEEE] 2026-2-19 | Cluster-Based Resampling for Imbalanced Datasets in Software Defect Prediction
[IEEE] 2026-2-19 | Hybrid Blockchain Model to Enhance Transparency and Data Privacy Protection for Employee Career Ladder
[IEEE] 2026-2-19 | Impact of NTN UE Deployment on Downlink Interference in TN/NTN Coexistence Scenarios
[IEEE] 2026-2-19 | A Microwave Photonic Convolutional Accelerator With Increased Computational Efficiency
[IEEE] 2026-2-19 | AI Feels Time: Augmenting LLMs with a Bio-Inspired Temporal Cognitive Notebook : FLLM2025
[IEEE] 2026-2-19 | SpyderCrawl A Platform for Dark Web Bio-Hacking Market Intelligence
[IEEE] 2026-2-19 | Parameter-Efficient Transfer Learning for DNN-based Channel Estimation: Adapter vs LoRA Comparison
[IEEE] 2026-2-19 | Dental Professionals' Perspectives on Artificial Intelligence: A Survey of Adoption and Expectations
[IEEE] 2026-2-19 | Leveraging Advanced Data Analytics for Improved Extreme Weather Event Assessment and Mitigation
[IEEE] 2026-2-19 | Extending gem5 for Accurate PCIe-Based Device Modeling in Heterogeneous Architectures
[IEEE] 2026-2-19 | Adaptive Fuzzy Logic-Driven Predictive Analytics for Energy-Efficient Green Communication Networks
[IEEE] 2026-2-19 | MariAuth: Ultra Lightweight Mutual Authentication in NTN-assisted 6G Maritime Networks
[IEEE] 2026-2-19 | Inner Sleeve Constriction for Remote Timed Payload Deployment in Vine Robots
[IEEE] 2026-2-19 | Digital Twin-Aided Fingerprinting for Device-Free RF Sensing
[IEEE] 2026-2-19 | Large Language Model for 5G Network: Architecture and Research Trends
[IEEE] 2026-2-19 | Coupled End-to-End Transfer Learning with Generalized Fisher Information
[IEEE] 2026-2-19 | Thermal-Stability-Optimized SoC Design Algorithm for MEMS-Driven Biomedical Wearable Sensor Systems
[IEEE] 2026-2-19 | A Rank-Aware Retrieval Precision Modeling and Calculation Method for Retrieval Augmented Generation
[IEEE] 2026-2-19 | Contextual Attention-Driven Transformer Model for Precision Analysis of Age-Specific Chest Compression Dynamics in CPR
[IEEE] 2026-2-19 | Language Model Guided Reinforcement Learning in Quantitative Trading
[IEEE] 2026-2-19 | Real-World Deployment of an LLM-Enabled Voice-Commanded UGV for Logistics in SAR Missions
[IEEE] 2026-2-19 | Investigating the Effects of Negative Sampling in Knowledge Graph Completion
[IEEE] 2026-2-19 | Efficient Modality Fusion Framework for Driver Cognitive Load Classification
[IEEE] 2026-2-19 | Blockchain-Enabled Predictive Analysis of Medical Images Using Hybrid Deep Learning
[IEEE] 2026-2-19 | Adaptive PDCP Duplication for Reliability Enhancement
[IEEE] 2026-2-19 | A Deep Reinforcement Learning Based Agv Path Planning Method
[IEEE] 2026-2-19 | Time-Frequency Analysis of Complex THz-Bandwidth Waveforms using Linear Microwave Photonic Processing
[IEEE] 2026-2-19 | Multistage Real-time Violence Detection using Convolutional Neural Network and Long Short-term Memory
