[2025-12-17 09:16:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-16
正在获取论文...
[arXiv] 2025-12-16 | Broadening View Synthesis of Dynamic Scenes from Constrained Monocular Videos
[IEEE] 2025-12-16 | Digital Design Interactive Real-Time Color Theory Application in Digital Education
[IEEE] 2025-12-16 | A Hybrid Filtering Framework for Enhanced Movie Recommendations
[IEEE] 2025-12-16 | Towards Intelligent FinOps: A Predictive Analytics Approach for Cloud Cost Management
[IEEE] 2025-12-16 | Research on Formation Mechanism of Short Video Platform Information Cocoon Based on User Perspective
[IEEE] 2025-12-16 | Design Trade-Offs in M–C and R–C Delay Architectures for Secure and Scalable Arbiter PUFs
[IEEE] 2025-12-16 | Advancements in Deep Learning Techniques for Hate Speech Detection: A Comprehensive Review
[IEEE] 2025-12-16 | Enhancing the Diagnosis of ENT Disorders using Artificial Intelligence Techniques
[IEEE] 2025-12-16 | Population Growth Analysis and Forecasting Using Machine Learning
[IEEE] 2025-12-16 | Analyzing the Relationship Between Air Quality and Public Sentiment in South Tangerang
[IEEE] 2025-12-16 | A Comparative Study of Single-Ended and DoubleEnded Traveling Wave Methods for Offline Fault Location in 10-kV Distribution Cables
[IEEE] 2025-12-16 | Unveiling Oral Cancer: Deep Learning's Diagnostic Eye
[IEEE] 2025-12-16 | Research on grid based cluster voltage management strategy incorporating distributed micro energy storage
[IEEE] 2025-12-16 | Research on Sensor-Based Derivation and Multi-Point Coupling Calibration Methods for Vehicle Bus
[IEEE] 2025-12-16 | Cross-system Disaster Damage Analysis and Coordinated Restoration Strategy for Urban Distribution Networks Based on Interdependent Network Theory
[IEEE] 2025-12-16 | Time-Varying Window-Based Iterative Learning Control with Initial State Adjustments
[IEEE] 2025-12-16 | Carbon-Based Electronics for Flexible, Sustainable, High-Performance, and Energy-Efficient Electronic Device Applications
[IEEE] 2025-12-16 | Optimized Machine Learning Framework for Brain Tumor Detection and Classification Using Fuzzy-Based Feature Extraction
[IEEE] 2025-12-16 | Power Information Feedback Routing Optimization Method for Multi-Node IoT System
[IEEE] 2025-12-16 | Brain Tumor Synthesis and Segmentation Using Multi-Scale Diffusion and SAM-Adapter
[IEEE] 2025-12-16 | Emotion Aware IoT Systems: Analyzing Stress as a Precursor to Pre-eclampsia in Expectant Women
[IEEE] 2025-12-16 | Copyright Page
[IEEE] 2025-12-16 | Severity Classification in Prostate Cancer using Exponential Revolution Optimization Algorithm Enabled Deep Quantum Neural Network
[IEEE] 2025-12-16 | Machine Learning-Based Smart Healthcare System for Diagnosis, Alerts, and Real Time Analytics
[IEEE] 2025-12-16 | ICVEE 2025 Author Information Page
[IEEE] 2025-12-16 | Technical Analysis and Regulation of GSO Satellite Coordination on Ku-Band Frequency in Indonesia: Case Study of BRIsat and JSat-1C Satellites
[IEEE] 2025-12-16 | Deep Learning-Enabled Detection of Dental Caries using Pre-Processed Mobile Intraoral Images
[IEEE] 2025-12-16 | A Systematic Approach to DC Bias Optimization for High Sensitivity Schottky Diode Detectors
[IEEE] 2025-12-16 | IFA-Based Antenna in LGA Package With Minimal Ground Clearance for BLE Module Applications
[IEEE] 2025-12-16 | Analysis of Electromagnetic Properties of Polymer Composites Doped with Shelled Particles
[IEEE] 2025-12-16 | A $\pm 45^{\circ}$ Dual-Polarized Millimeter-Wave Antenna Using Compressed High-order Mode Folded Dipoles
[IEEE] 2025-12-16 | A Microstrip Rat-Race Mixer Based on Spoof Surface Plasmon Polaritons Structure
[IEEE] 2025-12-16 | Numerical Simulation of Macro-Electron Cyclotron Trajectories in a Gyrotron Electron Gun
[IEEE] 2025-12-16 | Design and Implementation of Hermetic Packaging for W-Band Low-Noise Amplifier MMIC
[IEEE] 2025-12-16 | A Fast Mutual Coupling Calculation Method for Multi-Antenna Systems
[IEEE] 2025-12-16 | A Wideband Circularly Polarized Microstrip Leaky-Wave Antenna Loaded With Rhombic Patch
[IEEE] 2025-12-16 | 2025 Index IEEE Journal of Selected Topics in Quantum Electronics
[ACM] 2025-12-17 | Managing Cascading Flood Risks in Reservoir Networks: A Copula-Bayesian Framework for Ensemble Forecast Error Propagation and Risk Equity
[ACM] 2025-12-17 | A Gold Futures Price Prediction Model Based on CEEMDAN-FTC-SSA-DCInformer
[ACM] 2025-12-17 | Latent Profile Analysis and Hierarchical Regression of Self-Compassion and Compassion Fatigue in Chinese Psychological Counselors
[ACM] 2025-12-17 | Predicting Ash-Phase Macroelement Retention from Biomass Lignocellulosic Composition: A Machine Learning Approach
[ACM] 2025-12-17 | Attention-Enhanced Convolutional Networks for Short-Term Traffic Flow Prediction
[IEEE] 2025-12-16 | Evaluation of Data Rate Capabilities in Metallic Terahertz Waveguides for D-Band Applications
[IEEE] 2025-12-16 | EARTH: Efficient Architecture for RISC-V Vector Memory Access
[IEEE] 2025-12-16 | Gain Enhancement of a Novel Circularly Polarized Dielectric Resonator Antenna Using a Metallic Superstrate for Millimeter Wave 5G Applications
[IEEE] 2025-12-16 | Analysis of Perlis Riverine Water Quality Using Thermal Infrared and Microwave Sensing Method
[IEEE] 2025-12-16 | Discrete PID-Based Trajectory Tracking for Robotic Manipulators Using the Grasshopper Optimization Algorithm
[IEEE] 2025-12-16 | A Control-Oriented Index for Monitoring Sleep Apnea Severity Progression Using Longitudinal Oxygen Desaturation Changes
[IEEE] 2025-12-16 | Hand Objects Classification for Personality Recognition Using YOLOV5
[IEEE] 2025-12-16 | A Highly Sensitive Microfluidic T-Resonator for Detecting Aqueous Solutions
[IEEE] 2025-12-16 | Experimental Study of Screen-Printed Lab-on-a-Chip with Conductive Ink
[IEEE] 2025-12-16 | Thermal Interface Material Validation Framework for Large-Scale Chip Packages
[IEEE] 2025-12-16 | Cloud-Based Personal e-Healthcare System for Medical Doctors in Compliance with National Regulations
[IEEE] 2025-12-16 | Data Processing and Fusion Technology based on The Transformer Architecture Large Model Technology
[IEEE] 2025-12-16 | Model-Free Motion Control of Parallel Robots Based on a Fuzzy Adaptive Direct-Discrete Recurrent Neural Network
[IEEE] 2025-12-16 | A Physically Driven Off-Road Autonomous Driving Comfort Path Planning Method Based on Road Surface Vibration Response Prediction
[IEEE] 2025-12-16 | Odd Ones Out: Exploiting Prediction Mismatch for Universal Generated Image Detection
[IEEE] 2025-12-16 | Shallow Buried Metal Detection Based on Millimeter-Wave Synthetic Aperture Radiometric Imaging
[IEEE] 2025-12-16 | A Broadband Linear-to-Linear Polarization Conversion Metasurface
[IEEE] 2025-12-16 | Design of Terahertz Antenna with High Gain and Low Side Lobe
[IEEE] 2025-12-16 | Robust Null-Broadening Beamforming Algorithm in High-Dynamic Scenarios
[IEEE] 2025-12-16 | Dynamic Simulation Techniques of Grid Connected-Large Induction Machine
[IEEE] 2025-12-16 | Rice Paddy Yield Prediction using Artificial Neural Network with Rice Growth Parameters in Thailand
[IEEE] 2025-12-16 | Ontologies and Artificial Intelligence: Bridging Semantic Gaps in Machine Understanding
[IEEE] 2025-12-16 | Personalized English Vocabulary Learning System using Reinforcement Learning and Cognitive Behavior Pattern Recognition Techniques
[IEEE] 2025-12-16 | Delay Index Modulation (DIM): a Low-Complexity Acoustic Communication Scheme for IoT Networks
[IEEE] 2025-12-16 | Multi-Class Cell Segmentation in H&amp;E Images Using Deep Learning
[IEEE] 2025-12-16 | Intelligent Control Strategies for Precise AUV Depth Regulation
[IEEE] 2025-12-16 | Keynote Speakers
[IEEE] 2025-12-16 | Design and Realization of a Low-Cost $4 \times 4$ Butler Matrix Antenna Array for C-Band Beamforming
[IEEE] 2025-12-16 | Comparative Study of BERT and ChatGPT for Multi-Label Cyberbullying Detection with Intensity Scoring
[IEEE] 2025-12-16 | Poster:Value-Aware Scheduler for Energy Reduction
[IEEE] 2025-12-16 | Copyright Page
[IEEE] 2025-12-16 | IS2 inside museums: the case of the "Adria" rattle’s interactive installation
[IEEE] 2025-12-16 | IS2 2025 Cover Page
[IEEE] 2025-12-16 | Digital Defense: Cybersecurity Awareness Platform for Qatar's Public Sector
[IEEE] 2025-12-16 | Zero-Delay Spatial Audio Rendering for Immersive Networked Music Performances
[IEEE] 2025-12-16 | A Dual-Polarized Broadband Antenna in the X-Band
[IEEE] 2025-12-16 | 5G Networks Coverage Extension Using Passive Intelligent Reflective Surface at mmWave
[IEEE] 2025-12-16 | 2025 34th International Conference on Parallel Architectures and Compilation Techniques (PACT)
[IEEE] 2025-12-16 | A $10-40 \text{GHz}$ Wideband LNA in 0.15um GaAs pHEMT Technology
[IEEE] 2025-12-16 | Improving EEG Emotion Recognition with Projection Layer and Output-Gated GRU Network
[IEEE] 2025-12-16 | Design and Numerical Study of Solar-Driven Photo-electrochemical Cell Using Nanostructured Group-III Nitrides for Green Hydrogen Production
[IEEE] 2025-12-16 | Experimental Study of Screen Printed Lab on a Chip for Depressive Substance Analysis
[ACM] 2025-12-17 | Constrained Least Squares Solutions to a Class of Quaternion Matrix Equations and Its Extremal Ranks
[ACM] 2025-12-17 | Applications of Artificial Intelligence Technology in the Decision-making of Enterprise Diversification Strategies
[ACM] 2025-12-16 | E-commerce user behavior analysis based on data mining
[ACM] 2025-12-16 | AI-Enhanced Remote Sensing and Cloud-Based Processing Framework for Predictive Modeling of Above-Ground Biomass in Tropical Rainforests
[ACM] 2025-12-17 | Quantifying Climate Change Effects on Crop Yield Using Machine Learning: A Case Study with FarmBuddy
[ACM] 2025-12-17 | A Survey of Image Compression Algorithms
[ACM] 2025-12-17 | Optimizing Major Risk Prevention Systems from a Systems Thinking Perspective: A Full-Path Analysis Integrating Event Logic Graphs into Technical Implementation
[ACM] 2025-12-17 | The mechanism and development path of artificial intelligence in government audit reform
[ACM] 2025-12-17 | Perception of violence against women among college students in China and Vietnam: A Logistic-Regression-Based Analysis
[IEEE] 2025-12-16 | A Comparative Investigation of Fractional Order PID and TID Controllers Optimized via NSGA-II for Load Frequency Control in a Two-Area System
[IEEE] 2025-12-16 | Conference Organization
[IEEE] 2025-12-16 | A Comparative Analysis of Machine Learning Approaches for Electricity Consumption Forecasting: Performance Evaluation, Failure Analysis, and Hybrid Model Development
[IEEE] 2025-12-16 | The Pulse Compression Concept for Radar Signals a Technology Designed Ahead of Its Time
[IEEE] 2025-12-16 | PreComp-VFL: Enhancing Embedding Representation in Vertical Federated Learning for Medical Data
[IEEE] 2025-12-16 | Hooked on Convenience: The Loyalty Effect on Customers of E-Marketplace as Super Apps
[IEEE] 2025-12-16 | Notes on the Hypercyclicity of Discrete Time-varying Linear Dynamical systems
[IEEE] 2025-12-16 | Deep Learning Embeddings for Zero-Day Cyber Threat Detection: A Multi-Modal Framework for Network Flow and SIEM Data Analysis
[IEEE] 2025-12-16 | Evaluating Foreign Exchange Fluctuations: Utilizing Bagging and Grid Search Algorithm
[IEEE] 2025-12-16 | Design of a DC-Biased Cavity Diplexer
[IEEE] 2025-12-16 | 2025 XV Symposium on Computing Systems Engineering (SBESC)
[IEEE] 2025-12-16 | A Circularly Polarized Phased Array Antenna Design for Satellite Communications
[IEEE] 2025-12-16 | Study the Effect of Resistance on Absorptive Structure Based on Effect of Electromagnetically Induced Transparency
[IEEE] 2025-12-16 | Broadband Planar Filtering Dipole Antenna Design for Phased and Retrodirective Array Systems
[IEEE] 2025-12-16 | A Conceptual Data Management Maturity Assessment Model
[IEEE] 2025-12-16 | Predictive Modeling of Term Deposit Subscriptions Using Machine Learning and Bagging Ensemble Methods on Imbalanced Data
[IEEE] 2025-12-16 | Dynamic Switching Characterization of GaN Power Transistors Using Double Pulse Test (DPT) in a Fly-Buck Converter
[IEEE] 2025-12-16 | A Fast and Semi-Automatic Video Annotation Method Using Image Tracking for Deep Learning Training
[IEEE] 2025-12-16 | Driver Drowsiness Detection Via a Hybrid Deep Learning Model Based on YOLO and Mobilenet
[IEEE] 2025-12-16 | Developing a Visual Novel Game for Bullying Prevention in Adolescents
[IEEE] 2025-12-16 | Artifact Evaluation Committee
[IEEE] 2025-12-16 | Sounding Canvas: An Embedded, Networked, Interactive Audio Artwork
[IEEE] 2025-12-16 | 2025 IEEE International Conference on Internet of Things and Intelligence Systems (IoTaIS)
[IEEE] 2025-12-16 | Design of a Wideband High Rectangular Coefficient FSS with Lumped Capacitor Loading
[IEEE] 2025-12-16 | 2025 20th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)
[IEEE] 2025-12-16 | Construction of Vocational Quality Assessment and Feedback System for Higher Vocational Students based on Data-driven
[IEEE] 2025-12-16 | Performance Analysis of 5G Systems at 3.5 GHz Using Measurement and Simulation
[IEEE] 2025-12-16 | Detection and Classification of Pesticide Residues in Pak Choy Using Raman Spectroscopy
[IEEE] 2025-12-16 | Parallel-Accelerated Neural Network-Based Lifetime Prediction and Design Optimization for Wafer-Level Packages Using Finite Element Simulation
[IEEE] 2025-12-16 | Blockchain-Assisted Secure Fine-Grained Searchable Encryption for Cloud-Based Healthcare Cyber-Physical Systems
[IEEE] 2025-12-16 | A next generation non etching adhesion promoter enabling streamlined process for Advanced IC substrates
[IEEE] 2025-12-16 | Parameters Identification of Lithium-Ion Battery Model Based on Dung Beetle Optimization Algorithm Improved Particle Filter
[IEEE] 2025-12-16 | Broadband Two-Array Metasurface-Gridded MIMO Antenna with Dual-CP Bi-Directional Capabilities
[IEEE] 2025-12-16 | Design and Implementation of a Microwave Laboratory Setup for Training in Engineering Education
[IEEE] 2025-12-16 | Simulation Study of a Hybrid PV-Grid Multi-Voltage Battery-Swapping System for Electric Motorcycles
[IEEE] 2025-12-16 | Temporal Analysis of Microwave Radiation Bursts Associated with Positive Narrow Bipolar Events
[IEEE] 2025-12-16 | Smart Healthcare and Wellness Systems for Real-Time Monitoring
[IEEE] 2025-12-16 | A Transaction-Based Settlement Framework for Electricity Markets
[IEEE] 2025-12-16 | SmartSort for Outlook: A Machine Learning Approach to Automated Email Classification
[IEEE] 2025-12-16 | MediHealth AI: An Integrated Framework for Automated Health Report Analysis, Symptom Triage, and Conversational Assistance
[IEEE] 2025-12-16 | Real-Time AI-Based Skill Gap Analysis and Adaptive Career Guidance Using a Generative AI Framework for the Modern Job Market
[IEEE] 2025-12-16 | Dynamic Temporal Cross-Modal Attention for Early Parkinson’s Disease Detection using Voice and Spiral Drawing Data
[IEEE] 2025-12-16 | Research and Development of LLC Resonant Converters with Sliding-Mode-PI Hybrid Control Strategy
[IEEE] 2025-12-16 | Research on Permanent Magnet Synchronous Motor (PMSM) for Train Adhesion Control Based on Active Disturbance Rejection Control (ADRC)
[IEEE] 2025-12-16 | Automatic Infusion Liquid Delivery Machine Equipped with Safety Sensor
[IEEE] 2025-12-16 | Efficient and Accurate Short Answer Grading Using SBERT
[IEEE] 2025-12-16 | Numerical Simulation and Experimental Investigation of Plasma Dynamics in Grid-type Compressed Arcextinguishing Device
[IEEE] 2025-12-16 | Secure Federated Learning Framework for Real-Time English Grammar Correction on Edge Devices
[IEEE] 2025-12-16 | Analysis of the Impact of Distributed Phase Modulators on the Static Stability Margin of HighProportion Wind Power Systems
[IEEE] 2025-12-16 | Enhancing Social and Emotional Skills of University Students through Fisher Score Sparse Auto Encoder Technique
[IEEE] 2025-12-16 | Telecommunication-Enabled mHealth Intervention: Evaluating the Effect of a Medication Reminder App on Adherence Among Hypertensive Patients
