[2026-03-10 09:31:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-09
正在获取论文...
[arXiv] 2026-03-09 | GOMA: Geometrically Optimal Mapping via Analytical Modeling for Spatial Accelerators
[arXiv] 2026-03-09 | Coherence-Aware Over-the-Air Distributed Learning under Heterogeneous Link Impairments
[arXiv] 2026-03-09 | Circular stable orbits in $f(R)$ realistic static and spherically-symmetric spacetimes
[arXiv] 2026-03-09 | Observables in $\mathrm{U}(1)^n$ Chern-Simons theory
[arXiv] 2026-03-09 | Mass and rigidity in almost Kähler geometry
[arXiv] 2026-03-09 | Cobimaximal mixing pattern from a $Δ(27)$ inverse seesaw model
[arXiv] 2026-03-09 | Query-Guided Analysis and Mitigation of Data Verification Errors (Extended Version)
[arXiv] 2026-03-09 | The $n$-adjacency graph for knots
[arXiv] 2026-03-09 | Gate Optimization via Efficient Two-Qubit Benchmarking for NV Centers in Diamond
[arXiv] 2026-03-09 | Trust via Reputation of Conviction
[arXiv] 2026-03-09 | An archimedean approach to singular moduli on Shimura curves
[arXiv] 2026-03-09 | Two-Variable Compressions of Shifts, Toeplitz Operators, and Numerical Ranges
[arXiv] 2026-03-09 | Multi-epoch afterglow rebrightenings in GRB 250129A: Evidence for successive shock interactions
[arXiv] 2026-03-09 | Nonconcave Portfolio Choice under Smooth Ambiguity
[arXiv] 2026-03-09 | EquiBim: Learning Symmetry-Equivariant Policy for Bimanual Manipulation
[arXiv] 2026-03-09 | Subdivisions of root polytopes and generalized tropical oriented matroids (Extended abstract)
[arXiv] 2026-03-09 | SWIFT: Sliding Window Reconstruction for Few-Shot Training-Free Generated Video Attribution
[arXiv] 2026-03-09 | Spatiotemporal Properties of Compressible Magnetohydrodynamic Turbulence from Space Plasma
[arXiv] 2026-03-09 | The Reidemeister and the Nielsen numbers: growth rate, asymptotic behavior, dynamical zeta functions and the Gauss congruences
[arXiv] 2026-03-09 | The robustness of composite pulses elucidated by classical mechanics. II. The role of initial state imperfection
[arXiv] 2026-03-09 | An implicit restriction in the Dirac quantization
[arXiv] 2026-03-09 | Enhanced Emittance Evaluation using 2D Transverse Phase Space Distributions, High Resolution Image Denoising, and Deep Learning
[arXiv] 2026-03-09 | Oracle-Guided Soft Shielding for Safe Move Prediction in Chess
[arXiv] 2026-03-09 | Spherical-GOF: Geometry-Aware Panoramic Gaussian Opacity Fields for 3D Scene Reconstruction
[arXiv] 2026-03-09 | An Open-Source Robotics Research Platform for Autonomous Laparoscopic Surgery
[arXiv] 2026-03-09 | Microscopic quasifission dynamics of the ${}^{54}\text{Cr}+{}^{243}\text{Am}$ reaction
[arXiv] 2026-03-09 | Multi-Mode Pinching-Antenna Systems: Mode Selection or Mode Combining?
[arXiv] 2026-03-09 | Data-Driven Priors for Uncertainty-Aware Deterioration Risk Prediction with Multimodal Data
[arXiv] 2026-03-09 | How interacting winds shape the mechanical feedback of massive star clusters over millions of years
[arXiv] 2026-03-09 | Random walks in finite Abelian groups with Birkhoff subpolytopes of doubly stochastic matrices and their physical implementation
[arXiv] 2026-03-09 | Stochastic Loop Corrections to Belief Propagation for Tensor Network Contraction
[arXiv] 2026-03-09 | Tactile Recognition of Both Shapes and Materials with Automatic Feature Optimization-Enabled Meta Learning
[arXiv] 2026-03-09 | Nonlinearity Compensation for Coherent Optical Satellite Communications
[arXiv] 2026-03-09 | Human-Aware Robot Behaviour in Self-Driving Labs
[arXiv] 2026-03-09 | Aligning to Illusions: Choice Blindness in Human and AI Feedback
[arXiv] 2026-03-09 | Embodied intelligence solves the centipede's dilemma
[arXiv] 2026-03-09 | Disformal transformations in a Palatini extension of Horndeski's gravity
[arXiv] 2026-03-09 | Optimal Local Error Estimates for Finite Element Methods with Measure-Valued Sources
[arXiv] 2026-03-09 | Homogenization of the Stetson Photometry with the BEST Database
[arXiv] 2026-03-09 | Leaderboard Incentives: Model Rankings under Strategic Post-Training
[arXiv] 2026-03-09 | M$^3$-ACE: Rectifying Visual Perception in Multimodal Math Reasoning via Multi-Agentic Context Engineering
[arXiv] 2026-03-09 | Observations and numerical simulations of a valley-exit wind in the Alpine Bolzano basin
[arXiv] 2026-03-09 | $Δ$VLA: Prior-Guided Vision-Language-Action Models via World Knowledge Variation
[arXiv] 2026-03-09 | Sensitivity of Isothermal Swirl Combustor Flow to Inlet Reynolds Number
[arXiv] 2026-03-09 | Do Language Models Know Theo Has a Wife? Investigating the Proviso Problem
[arXiv] 2026-03-09 | Towards plausibility in time series counterfactual explanations
[arXiv] 2026-03-09 | Modelling instrumental response for neutron scattering experiments at CSNS
[arXiv] 2026-03-09 | Detecting Fake Reviewer Groups in Dynamic Networks: An Adaptive Graph Learning Method
[arXiv] 2026-03-09 | Colloidal Probe Atomic Force Microscopy Reveals Anomalous Underscreening: A Matter of Experimental Conditions
[arXiv] 2026-03-09 | Agentic Neurosymbolic Collaboration for Mathematical Discovery: A Case Study in Combinatorial Design
[arXiv] 2026-03-09 | Arc and Chicane Bunch Compression Schemes for Hard and Soft X-Ray Free Electron Laser Facilities: A Comparison
[arXiv] 2026-03-09 | Gravitational waves in metric-affine bumblebee gravity
[arXiv] 2026-03-09 | Nonminimal Lorentz Violation in Atomic and Molecular Spectroscopy Experiments
[arXiv] 2026-03-09 | SoK: Harmonizing Attack Graphs and Intrusion Detection Systems
[arXiv] 2026-03-09 | Using Multimodal and Language-Agnostic Sentence Embeddings for Abstractive Summarization
[arXiv] 2026-03-09 | Evaluating LLM-Based Grant Proposal Review via Structured Perturbations
[arXiv] 2026-03-09 | SCL-GNN: Towards Generalizable Graph Neural Networks via Spurious Correlation Learning
[arXiv] 2026-03-09 | Lattice Determination of the Baryon Junction Mass in $(2+1)$ Dimensions
[arXiv] 2026-03-09 | Central Limits via Dilated Categories
[arXiv] 2026-03-09 | Airborne Magnetic Anomaly Navigation with Neural-Network-Augmented Online Calibration
[arXiv] 2026-03-09 | Magnetoconvection in a spherical shell: Equatorial symmetry during the transition from the weak- to the strong-field regime
[arXiv] 2026-03-09 | The Levi problem over generalized Hirzebruch manifolds
[arXiv] 2026-03-09 | Magnetic phase diagram and spin Hamiltonian of antiferromagnet Cs$_2$CoI$_4$
[arXiv] 2026-03-09 | Disentangling Reasoning in Large Audio-Language Models for Ambiguous Emotion Prediction
[arXiv] 2026-03-09 | GarmentPainter: Efficient 3D Garment Texture Synthesis with Character-Guided Diffusion Model
[arXiv] 2026-03-09 | SAVE: Speech-Aware Video Representation Learning for Video-Text Retrieval
[arXiv] 2026-03-09 | Spectrum Phase and Constraints on THz-Optical klystron
[arXiv] 2026-03-09 | SplitAgent: A Privacy-Preserving Distributed Architecture for Enterprise-Cloud Agent Collaboration
[arXiv] 2026-03-09 | Wiener Chaos Expansion based Neural Operator for Singular Stochastic Partial Differential Equations
[arXiv] 2026-03-09 | Multi-Objective Evolutionary Optimization of Chance-Constrained Multiple-Choice Knapsack Problems with Implicit Probability Distributions
[arXiv] 2026-03-09 | Distributional Regression with Tabular Foundation Models: Evaluating Probabilistic Predictions via Proper Scoring Rules
[arXiv] 2026-03-09 | Adaptive shape control for microswimmer navigation in turbulence
[arXiv] 2026-03-09 | Broad frequency tuning of a Nb$_{3}$Sn superconducting microwave cavity for dark matter searches
[arXiv] 2026-03-09 | Evolution Strategy-Based Calibration for Low-Bit Quantization of Speech Models
[arXiv] 2026-03-09 | SiPM non-linearity studies in beam tests with scintillating crystals
[arXiv] 2026-03-09 | Covenant-72B: Pre-Training a 72B LLM with Trustless Peers Over-the-Internet
[arXiv] 2026-03-09 | Optimal Embedding of Wiring Diagrams in Constrained Three-Dimensional Spaces
[arXiv] 2026-03-09 | Are We Winning the Wrong Game? Revisiting Evaluation Practices for Long-Term Time Series Forecasting
[arXiv] 2026-03-09 | Gender Bias in MT for a Genderless Language: New Benchmarks for Basque
[arXiv] 2026-03-09 | Edged USLAM: Edge-Aware Event-Based SLAM with Learning-Based Depth Priors
[arXiv] 2026-03-09 | Gradually Excavating External Knowledge for Implicit Complex Question Answering
[arXiv] 2026-03-09 | Fourier Transform Infrared microspectroscopy-based super-resolution virtual staining of unlabeled tissues by pixel Diffusion Transformer
[arXiv] 2026-03-09 | TRIAGE: Type-Routed Interventions via Aleatoric-Epistemic Gated Estimation in Robotic Manipulation and Adaptive Perception -- Don't Treat All Uncertainty the Same
[arXiv] 2026-03-09 | A note on hyperseparating set systems
[arXiv] 2026-03-09 | An improved measurement of $η^\prime\rightarrow e^{+}e^{-}ω$
[arXiv] 2026-03-09 | Heavy mesons with dynamical gluon on the light front
[arXiv] 2026-03-09 | Shape Selection in Nanopillar Formation
[arXiv] 2026-03-09 | A new proof of Delahan's induced-universality result
[arXiv] 2026-03-09 | Topological insights into Monoids and Module systems
[arXiv] 2026-03-09 | From Reactive to Map-Based AI: Tuned Local LLMs for Semantic Zone Inference in Object-Goal Navigation
[arXiv] 2026-03-09 | Tiny Autoregressive Recursive Models
[arXiv] 2026-03-09 | Enhancing Cross-View UAV Geolocalization via LVLM-Driven Relational Modeling
[arXiv] 2026-03-09 | Serre conjecture II for pseudo-reductive groups
[arXiv] 2026-03-09 | CinemaWorld: Generative Augmented Reality with LLMs and 3D Scene Generation for Movie Augmentation
[arXiv] 2026-03-09 | Coupling-Aware RHS Beamforming for Wideband Multi-User Sum Rate Maximization
[arXiv] 2026-03-09 | Energy-Aware Multi-Exit TinyML for Smart Zero-Energy Devices
[arXiv] 2026-03-09 | A generalization of Kadell's orthogonality ex-conjecture
[arXiv] 2026-03-09 | Higher operad structure for Fukaya categories
[arXiv] 2026-03-09 | CDRRM: Contrast-Driven Rubric Generation for Reliable and Interpretable Reward Modeling
[arXiv] 2026-03-09 | Non-Markovian heat production in ultrafast phonon dynamics
[arXiv] 2026-03-09 | Classically Driven Hybrid Quantum Algorithms with Sequential Givens Rotations for Reduced Measurement Cost
[arXiv] 2026-03-09 | ConflictBench: Evaluating Human-AI Conflict via Interactive and Visually Grounded Environments
[arXiv] 2026-03-09 | Capacity-Aware Mixture Law Enables Efficient LLM Data Optimization
[arXiv] 2026-03-09 | Missing No More: Dictionary-Guided Cross-Modal Image Fusion under Missing Infrared
[arXiv] 2026-03-09 | Designing a Generative AI-Assisted Music Psychotherapy Tool for Deaf and Hard-of-Hearing Individuals
[arXiv] 2026-03-09 | From Daily Song to Daily Self: Supporting Reflective Songwriting of Deaf and Hard-of-Hearing Individuals through Generative Music AI
[arXiv] 2026-03-09 | RL unknotter, hard unknots and unknotting number
[arXiv] 2026-03-09 | The Sense of Misinformation Can Harm Local Community: A Case Study of Community Conflict
[arXiv] 2026-03-09 | VisualAD: Language-Free Zero-Shot Anomaly Detection via Vision Transformer
[arXiv] 2026-03-09 | Decomposition-Driven Multi-Table Retrieval and Reasoning for Numerical Question Answering
[arXiv] 2026-03-09 | A note on small cap square function and decoupling estimates for the parabola
[arXiv] 2026-03-09 | SWE-Fuse: Empowering Software Agents via Issue-free Trajectory Learning and Entropy-aware RLVR Training
[arXiv] 2026-03-09 | Ponderomotive Achromat for Electron Optics: Radially Polarized Annular Focusing and a Round-Lens Corrector Regime
[arXiv] 2026-03-09 | Event-Study Designs for Discrete Outcomes under Transition Independence
[arXiv] 2026-03-09 | The Average Age Map of the Galactic Bulge
[arXiv] 2026-03-09 | Designing Extremely Low-Power Topological Transistors with 1T'-MoS2 and HZO for Cryogenic Applications
[arXiv] 2026-03-09 | MINT: Molecularly Informed Training with Spatial Transcriptomics Supervision for Pathology Foundation Models
[arXiv] 2026-03-09 | An alternative proof of Miyashita's theorem in a skew polynomial ring II
[arXiv] 2026-03-09 | Graded Ehrhart Theory of Unimodular Zonotopes
[arXiv] 2026-03-09 | SynPlanResearch-R1: Encouraging Tool Exploration for Deep Research with Synthetic Plans
[arXiv] 2026-03-09 | Physics-Informed Global Extraction of the Universal Small-$x$ Dipole Amplitude
[arXiv] 2026-03-09 | The Birman-Schwinger operator for the Cornell Hamiltonian
[arXiv] 2026-03-09 | Entropies, cross-entropies and Rényi divergence: sharp three-term inequalities for probability density functions
[arXiv] 2026-03-09 | The Exact Erdős-Ko-Rado Theorem for 3-wise $t$-intersecting uniform families
[arXiv] 2026-03-09 | PreHO: Predictive Handover for LEO Satellite Networks
[arXiv] 2026-03-09 | Vector-Valued Invariants Associated with All Irreducible Representations for a Finite Group
[arXiv] 2026-03-09 | Extend Your Horizon: A Device-Agnostic Surgical Tool Tracking Framework with Multi-View Optimization for Augmented Reality
[arXiv] 2026-03-09 | VORL-EXPLORE: A Hybrid Learning Planning Approach to Multi-Robot Exploration in Dynamic Environments
[arXiv] 2026-03-09 | Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning
[arXiv] 2026-03-09 | Structural Design and Performance Analysis of Laser Transmitting Telescope for Space Gravitational Wave Detection
[arXiv] 2026-03-09 | Introduction to non-Abelian Patchworking
[arXiv] 2026-03-09 | Vector Field Augmented Differentiable Policy Learning for Vision-Based Drone Racing
[arXiv] 2026-03-09 | NATPS: Nonadiabatic Transition Path Sampling Using Time-Reversible MASH Dynamics
[arXiv] 2026-03-09 | Signature Change in $f(R, T_φ)$ Theory
[arXiv] 2026-03-09 | An Alternate Pathway for H$_2$ Formation in the Early Universe: A physical process to account for the presence and coevolution of the luminous galaxies and supermassive black holes at the high redshifts
[arXiv] 2026-03-09 | Multi-Axis Concentration Modulation for Mobile Molecular Communication Systems
[arXiv] 2026-03-09 | Human-AI Collaboration for Scaling Agile Regression Testing: An Agentic-AI Teammate from Manual to Automated Testing
[ACM] 2026-3-9 | CritiQ AI and SixHats Engine: AI-as-Judge Systems for Early-Stage Evaluation and Preference Formation in Collaborative Ideation
[ACM] 2026-3-9 | VineSentinel: Implementing Case-Based XAI for Expert Scrutiny in Precision Viticulture
[ACM] 2026-3-9 | Session Summary Podcast: Session 13: Natural and Intent Aware Interfaces
[ACM] 2026-3-9 | MultEval: Collaboratively Creating Criteria for LLM-as-a-Judge Systems
[ACM] 2026-3-9 | Session Summary Podcast: Session 6: From Papers to Practice: Lessons for Human-AI Researchers and Practitioners
[ACM] 2026-3-9 | filescape: A Non-Hierarchical, Privacy-Preserving Visual AI System for Personal File Organization and Exploration
[ACM] 2026-3-9 | CURE2026: Communicating Uncertainty to foster Realistic Expectations via Human-Centered Design
[ACM] 2026-3-9 | Companion Proceedings of the 31st International Conference on Intelligent User Interfaces
[ACM] 2026-3-9 | Prompt to Press: Evaluating Human Perception of AI Involvement in News Writing Across Prompt Specificity
[ACM] 2026-3-9 | Neural Notes: An Online Platform for Real-Time Structured Musical Improvisation Supporting Human-Human, Human-AI, and AI-AI Interaction
[ACM] 2026-3-9 | Disentangling Anticipation: Polarity-Aware Emotion Strength for Explainable Rating Prediction
[ACM] 2026-3-9 | Adaptive Temporal Expert Routing with Hierarchical Wavelet Enhancement for Multi-Modal Sequential Recommendation
[ACM] 2026-3-9 | AI4Qual: A Comprehensive Field Guide to LLM-Supported Qualitative Research (Tutorial)
[ACM] 2026-3-9 | MIRAGE: Misleading Impacts Resulting from AI Generated Explanations (Workshop)
[ACM] 2026-3-9 | CausalAgent: A Conversational Multi-Agent System for End-to-End Causal Inference
[ACM] 2026-3-9 | Chatbots or Apps? Design Tradeoffs and the Opportunity for Hybrid Health Interfaces
[ACM] 2026-3-9 | Detecting and Recovering from Human Errors using Multimodal Sensor Data Obtained by Smartphone
[ACM] 2026-3-9 | Enhancing Vignette-Based Research Through AI-Generated Storyboards
[ACM] 2026-3-9 | Conversing with the Past: Immersive Access to Cultural Digital Archives with LLMs and Spatial Interfaces
