[2026-06-01 23:27:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-31
正在获取论文...
[ACM] 2026-6-1 | Poster: Data-Free One-Shot Federated Learning with Fixed Classifiers for LEO Constellations
[IEEE] 2026-6-1 | Computational-Efficient False Large-Scale Scene Generation against SAR Using Spatial-Domain Reconstruction and Approximate Compensation
[IEEE] 2026-6-1 | Finding Clarity in the Battle With Crohn’s Disease
[IEEE] 2026-6-1 | Toward Fair Federated Graph Learning
[IEEE] 2026-6-1 | A Distributed Spatio-Temporal Deep Q-Network for On-Demand Ridesharing
[IEEE] 2026-6-1 | Electrodynamic Boom-Based Attitude Stabilization for Slender Payloads in Partial Space Elevator Transport
[IEEE] 2026-6-1 | Mining Congestion Propagation Patterns in Urban Road Networks: A Reinforcement Learning Method
[IEEE] 2026-6-1 | A High-Performance Modular Linear Actuator With Enhanced Compensation of Cogging Torque and Friction_supp1-3687954.mp4
[IEEE] 2026-6-1 | Emotion Recognition in Driver-Centered ADAS: A Modular Vision-Based Approach for In-Cabin Monitoring
[ACM] 2026-6-1 | R
                    <scp>AIN</scp>
                    : RDMA-assisted In-Network Scheduling for Microsecond-scale Workloads
[IEEE] 2026-6-1 | Dynamic Reconfigurations of Robot Categorization in Children Group Interaction
[IEEE] 2026-6-1 | A new early stopping proposal for efficient generative model inversion attacks
[IEEE] 2026-6-1 | PersoMoni: A Comprehensive Video-Based Benchmark Dataset for Fine-grained Personality Assessment with 15 Trait Dimensions
[IEEE] 2026-6-1 | FocusKG: A Novel Multimodal Knowledge Graph Dataset With Temporal Information for Link Prediction
[IEEE] 2026-6-1 | HIVE-6D: Hierarchical Visual-Tactile In-Hand Pose Estimation and Tracking
[IEEE] 2026-6-1 | Enhancing Self-Supervised Monocular Depth Estimation via Dual-Branch Local Distillation and Structural Priors
[IEEE] 2026-6-1 | A Hierarchical Framework for the Management of Carpooling Using Autonomous Vehicles
[IEEE] 2026-6-1 | Dual UAV-NOMA based Covert Communications: A Perspective on Spatio-Temporal-Energy Domain Cooperative Differentiation
[IEEE] 2026-6-1 | GPS-PPS Synchronized Ultrasonic Ranging for Low-Cost Compact Drone Swarms
[IEEE] 2026-6-1 | SAILS: Segment Anything with Incrementally Learned Semantics for Task-Invariant and Training-Free Continual Learning
[IEEE] 2026-6-1 | High-Accuracy Encoder-Based Position Control of DC Gearmotors Using a Low-Cost Embedded Platform
[IEEE] 2026-6-1 | Cs
                    <sub>2</sub>
                    AgBiBr
                    <sub>6</sub>
                    Perovskite Solar Cells: Insights from Absorber and Transport Layer Engineering
[IEEE] 2026-6-1 | AI-Enabled Smart Blind Stick Using Embedded Sensors: A Comprehensive Review
[IEEE] 2026-6-1 | Design of Termination Resistance-Adjusted Passive Equalizer for Low-Power and High-Speed Signaling
[IEEE] 2026-6-1 | What Should Physics Foundation Model Benchmarks Measure?
[IEEE] 2026-6-1 | Influence of Thermocouple Position and Design Cavities on Temperature Measurement and Heat Distribution during Induction Hardening
[IEEE] 2026-6-1 | From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review
[IEEE] 2026-6-1 | An Open Simulation Platform for Team Training in Robotic Surgery
[IEEE] 2026-6-1 | Identifying Smartphone-Using Pedestrians on Railway Platforms via Deep Learning–Driven Point Cloud Data
[IEEE] 2026-6-1 | Predictive Model of Solar Power Plant Generation after Missile Attack
[IEEE] 2026-6-1 | Increasing the Energy Efficiency of the Heating System of Substances in Tanks
[IEEE] 2026-6-1 | Guest Editorial: Special Issue on Emotion AI and Sentiment Analysis in Social Systems
[IEEE] 2026-6-1 | From Robust Networks to AI-Ready Parcel Locker Systems: A Multilayer Perspective on Design, Demand and Resilience
[IEEE] 2026-6-1 | Tension-based Dynamic Control for Rope-Driven Robots under Edge Collisions
[IEEE] 2026-6-1 | Modeling Mind and Mood with CLAIRE: Neuro-Symbolic Meta-Cognition for Interpretable Emotion Recognition
[IEEE] 2026-6-1 | Robust Training of Large Language Models under Non-IID Data in Wireless Ad Hoc Federated Learning
[IEEE] 2026-6-1 | Training Data Influence on GPT Models: A Human-AI-Hybrid Analysis
[IEEE] 2026-6-1 | Cognitive Load as a Lens for Understanding AI-Augmented Workflows in Agile Teams
[IEEE] 2026-6-1 | Trustworthy Neurosurveillance at the Edge: MLLM-Augmented Anomaly Detection and Adversarial-Robust EEG Monitoring for Consumer-Grade Epilepsy Wearables
[IEEE] 2026-6-1 | BiIN-LPI: A Bi-directional Intention Network for Predicting lncRNA–Protein Interactions toward Personalized Biomedical Applications in Consumer Electronics
[IEEE] 2026-6-1 | A fitting algorithm for HTS cable measurement
[ACM] 2026-6-1 | Poster: Going Beyond the Delegation Architecture of Low-power Wireless Communication
[ACM] 2026-6-1 | Poster: SurakshaNet: Privacy-First, Edge-Deployed Multilingual Abusive Language Detection
[ACM] 2026-6-1 | Poster: Accelerating Offloaded ViT Inference via Progressive Refinement
[ACM] 2026-6-1 | Demo: LightGuard: Transparent WiFi Security via Physical-Layer LiFi Key Bootstrapping
[ACM] 2026-6-1 | Ubiquitous Computational Spectroscopy: Bridging Lab-grade Spectroscopy to Everyday Devices
[ACM] 2026-6-1 | "Voglia di": Supporting Food Choices Through Transient Cravings
[ACM] 2026-6-1 | CAPTURE: A Visual–Conversational Dashboard for Supporting User-Driven Explanations in a Job–Candidate Matching Algorithm
[ACM] 2026-6-1 | AI for active learners: Applying insights from the learning sciences and human-centered AI to educational contexts
[ACM] 2026-6-1 | From emotional hooks to conspiratorial claims: A teen-focused game for reflecting on misinformation interactions
[ACM] 2026-6-1 | What Do Your Eyes Reveal About Learning from Videos? A Dataset Demonstrating the Link Between Gaze Measures, Engagement, and Learning
[IEEE] 2026-6-1 | IEEE Transactions on Computational Social Systems Information for Authors
[IEEE] 2026-6-1 | Lightweight Machine Learning Models for Pneumonia Detection in Chest Radiographs
[IEEE] 2026-6-1 | Front Cover
[IEEE] 2026-6-1 | Blockchain-Enabled Machine Learning Framework for Reliable and Intelligent Solar Energy Systems
[IEEE] 2026-6-1 | Predictive Artificial Potential Fields for Energy Efficient 3D UAV Navigation
[IEEE] 2026-6-1 | Imaging Eyes in Motion: Dynamic Compensation with Robotic Optical Coherence Tomography
[IEEE] 2026-6-1 | SeqRisk: Transformer-augmented latent variable model for robust survival prediction with longitudinal data
[IEEE] 2026-6-1 | Facilitating Inter-Generational Communication through Virtual Reality: An Investigation of a Culturally Significant Topic (Xiqu)
[IEEE] 2026-6-1 | Modern Environmental Problems and Ways to Overcome Them
[IEEE] 2026-6-1 | Industry Corner Live With Adaptyx Co-Founder and CEO Vijit Sabnis
[IEEE] 2026-6-1 | Early Warning System for Inflation Risks: A Hybrid Forecasting Framework Integrating Triple Exponential Smoothing with GARCH Models for Monetary Policy
[IEEE] 2026-6-1 | Reliability of Inverter-Dominated Power Systems: Risks and Mitigation Strategies
[IEEE] 2026-6-1 | TrustSearch: Towards Secure and Efficient Reverse Image Search via SGX
[IEEE] 2026-6-1 | Back cover
[IEEE] 2026-6-1 | Channel-Selected Stratified Nested Cross-Validation for Clinically Relevant EEG-Based Parkinson’s Disease Detection
[IEEE] 2026-6-1 | Analysing renewable energy forecasts in smart grids: motivation, challenges, and the road ahead
[IEEE] 2026-6-1 | Optimal Design of Efficient Load Frequency Controller for Islanded Microgrid
[IEEE] 2026-6-1 | Optimal Energy Management for a Car-Sharing Operator using Clustering Techniques
[IEEE] 2026-6-1 | On the Resilience of Direction-Shift Keying Against Phase Noise and Short Channel Coherence Time at mmWave Frequencies
[IEEE] 2026-6-1 | QRS Complex Detection Using Machine Learning Approaches: A Survey on Methods, Datasets and Challenges
[IEEE] 2026-6-1 | Parameter-agnostic Privacy-preserving Machine Unlearning for Large Language Models
[IEEE] 2026-6-1 | Memory-Enhanced Dynamic Self-Attention Communication Mechanism for Multi-UAV Base Stations Trajectory Planning
[IEEE] 2026-6-1 | Congruent kinesthetic and tactile haptic rendering accelerates the learning of highly dynamic virtual sensorimotor tasks
[IEEE] 2026-6-1 | Hazard-Gated Temporal Transformers for Real-Time Risk Control
[IEEE] 2026-6-1 | Heuristic Approaches for Cache Node Placement in Content-Centric Networking under Maximum Link Traffic Minimization
[IEEE] 2026-6-1 | Advanced Load Modelling of Electric Vehicles: Static and Dynamic Behavior in Modern Power Grids
[IEEE] 2026-6-1 | Deep Learning Approaches for Sustainable Road Safety and Hazard Management : A Comprehensive Review
[IEEE] 2026-6-1 | E-Commerce Transaction Fraud Detection Using GNN-Based Feature Embedding and Machine Learning Methods
[IEEE] 2026-6-1 | Two-Phase Immersion Cooling for Short-Duration High-Power Electric Motors
[IEEE] 2026-6-1 | Towards Efficient Intrusion Detection: Feature Selection in Multiclass CNNs with Numerical Inputs
[IEEE] 2026-6-1 | IEEE Transactions on Evolutionary Computation Publication Information
[IEEE] 2026-6-1 | Spiking vs. Artificial Neural Networks for Lung Sliding Detection in E-FAST: A Capacity-Matched Low-Data Benchmark*
[IEEE] 2026-6-1 | Enhancing Explainable AI for Medical Imaging: Improved LIME Interpretation with Influence Mapping
[IEEE] 2026-6-1 | Optimized Scheduling of DAG Tasks on Heterogeneous Multi-Core Platforms with Reliability-Aware Multi-Objective Differential Evolution
[IEEE] 2026-6-1 | Autonomous Control for LEO Multi-Satellite Systems via Orbital Edge Computing and Multi-Agent Learning
[IEEE] 2026-6-1 | Spectral Extension of Hyperspectral Images with Convolutional Sparse Representation
[IEEE] 2026-6-1 | Pushing physical limits and uncovering motion templates of spine-based quadruped locomotion via reinforcement learning_supp2-3697171.mp4
[IEEE] 2026-6-1 | Longitudinal Dynamics Modeling and Control of a Wheel-Legged Robot with Tilting Rotor Assistance
[IEEE] 2026-6-1 | Automatically Construct Hard Unit Commitment Datasets via Data-Driven Adjustment of Demand Curve
[IEEE] 2026-6-1 | Multirotor UAVs Transporting Cable-Suspended Loads: A Literature Review
[IEEE] 2026-6-1 | Mid-infrared germanium-on-silicon waveguide sensor for therapeutic drug monitoring of phenytoin
[IEEE] 2026-6-1 | Smart Self-Learning Reconfiguration for Partially Shaded PV Arrays
[ACM] 2026-6-1 | Scaling Up Multi-Agent Reinforcement Learning for Large Agent Teams and Long-Horizon Tasks: A Survey
[ACM] 2026-6-1 | Less is More: Optimizing Probe Selection Using Shared Latency Anomalies
[ACM] 2026-6-1 | It's Alive! What a Live Object Environment Changes in Software Engineering Practice
[ACM] 2026-6-1 | Environment-in-the-Loop: Rethinking Code Migration with LLM-based Agents
[ACM] 2026-6-1 | Model-Driven Legacy System Modernization at Scale
[ACM] 2026-6-1 | Proto-ML: An IDE for ML Solution Prototyping
[ACM] 2026-6-1 | OmniSim: A LLM-Powered Open-Source Simulator for Generating Personalized and Adaptive Conversational Recommendation Dialogues
[ACM] 2026-6-1 | Causal Reasoning Augmented Agents for Adaptive and Explainable Knowledge Retrieval
[ACM] 2026-6-1 | Language Embeddings Meet Shallow Autoencoders
[ACM] 2026-6-1 | From Labels to Context: Context-Sensitive User Modeling of Affect with Large Language Models
[ACM] 2026-6-1 | System Support for Reliable Edge Computing under Intermittent Energy
[IEEE] 2026-6-1 | Multi-Agent Systems: From Classical Paradigms to Large Foundation Model-Enabled Futures
[IEEE] 2026-6-1 | An Orchestration System for Digital Twin Trustworthiness in Industrial Environments
[IEEE] 2026-6-1 | Soft-Switching Bidirectional Converter for Electric Vehicle Power Interfaces
[IEEE] 2026-6-1 | AttFKAN-DEQ: Attention-Enhanced Fourier Kolmogorov-Arnold Networks Using Deep Equilibrium for Breast Cancer Histopathology Classification
[IEEE] 2026-6-1 | DMOC: A Differentiable Model of Optical Camera for High-Accuracy Calibration Under a Fixed Reference Frame
[IEEE] 2026-6-1 | Research on Energy Efficient Collaborative Control Method of Autonomous Consistency for Urban Rail Trains
[IEEE] 2026-6-1 | Adaptive Extended Autocorrelation Method for Ultrasound Doppler Velocimetry
[IEEE] 2026-6-1 | Digital Twin enabled Autonomous Vehicles for Obstacle Avoidance in Disaster response
[IEEE] 2026-6-1 | Autonomous Seamless Transition between Grid-Connected and Islanded Operations for DC-Coupled EV Charging Infrastructures
[IEEE] 2026-6-1 | Event-Based De-Snowing for Autonomous Driving_supp1-3697155.pdf
[IEEE] 2026-6-1 | An Effectiveness Study of Dithering for Improved Force Estimation on the dVRK-Si System
[IEEE] 2026-6-1 | Balanced Multi-Source Transfer Learning for Fruit Quality Prediction With Limited Data
[IEEE] 2026-6-1 | Application of FFT and DFT for Detection and Assessment of Current and Voltage Distortion
[IEEE] 2026-6-1 | <b>L</b>
                    ux
                    <b>I</b>
                    A: A
                    <b>L</b>
                    ightweight
                    <b>U</b>
                    nitary matri
                    <b>X</b>
                    -based Framework Built on an
                    <b>I</b>
                    terative
                    <b>A</b>
                    lgorithm for Photonic Neural Network Training
[IEEE] 2026-6-1 | Cost-Effective Grid Congestion Relief Via Battery-based Virtual Power Lines
[IEEE] 2026-6-1 | Trajectory Extraction for Urban Roundabouts from Aerial Imagery: A Proof-of-Concept for the Dataset for Observation of Navigation in Urban Traffic
[IEEE] 2026-6-1 | IEEE Transactions on Evolutionary Computation Information for Authors
[IEEE] 2026-6-1 | Power Harmonics Distribution Study in System with a Complex Load and Solar Power Station
[IEEE] 2026-6-1 | I2I-Mamba: Multi-modal medical image synthesis via selective state space modeling_supp1-3698056.pdf
[IEEE] 2026-6-1 | Analytical Design of High-Frequency Magnetic Coupling Inductive Transformer
[IEEE] 2026-6-1 | An AI-Powered Predictive Platform for Early Detection of Chronic Kidney Disease
[IEEE] 2026-6-1 | P -MAPPO: Feasibility-Projected Multi-Agent PPO for Discrete Macro-Actions with Application to Dynamic Airspace Sectorization
[IEEE] 2026-6-1 | A synergized combinational relaxation strategy assisted design method for the hydrogen network in refinery under price uncertainty: a distributionally robust optimization perspective
[IEEE] 2026-6-1 | A Conceptual Framework Based on AI Agents and Multimodal Prompt Engineering for Personalized and Adaptive Educational Experiences
                    <sup>*</sup>
[IEEE] 2026-6-1 | The First Needlescopic Wristed Grasper to Surpass da Vinci Grasping Performance
[IEEE] 2026-6-1 | Sixth-Sense: Self-Supervised Learning of Spatial Awareness of Humans from a Planar Lidar
[IEEE] 2026-6-1 | Toward the Open World: Closed-Loop Psychophysiological Intervention Systems Driven by Biosignal Foundation Models
[IEEE] 2026-6-1 | Possibilities to Reduce the Impact of Harmonics on Power Quality in Industry
[IEEE] 2026-6-1 | Assessment of Energy Efficiency of the European Union Countries and Their Grouping by Qualimetric Methods
[IEEE] 2026-6-1 | sxSNF: Similarity Network Fusion-Guided Deep Graph Learning for Single-Cell Multimodal Integration
[IEEE] 2026-6-1 | Creative Satisfaction in Human-AI Collaborative Writing Workflows: Insights from Large Language Model Use in Technical Communication Training
[IEEE] 2026-6-1 | Permanent Monitoring of Protection, Automation, Control and Communication Systems in Substations
[IEEE] 2026-6-1 | Robot-to-Human Object Handover Informed Using Human Object Transfer
[IEEE] 2026-6-1 | A New Hybrid CNN–FOPID Control for Maximum Power Point Tracking in Photovoltaic Systems
[IEEE] 2026-6-1 | Convolutional Neural Network Pipeline with Feature Synthesis for Cardiovascular Risk Prediction
[IEEE] 2026-6-1 | Post-Quantum Secure Federated DeFi for Inclusive Banking
[ACM] 2026-6-1 | Uncovering Deployment Gaps in Multipath Transport through Refined Analysis and Measurement Insights
[IEEE] 2026-6-1 | Generalized Barycentric Coordinates for Hierarchical Multiscale Finite Elements on Irregular Polygonal Meshes: A Comparative Analysis
