[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[IEEE] 2026-5-14 | 1.55 μm high-power narrow-linewidth random fiber laser emitted from a standard single-mode fiber
[IEEE] 2026-5-14 | Wireless Broadcast Gossip for Decentralized Drone Swarms: Success Probability, Contraction, and Optimal Aloha
[IEEE] 2026-5-14 | Noise-Robust Frequency Estimation via Overlapped Sampling-Intervals Zero-Crossing Fitting
[IEEE] 2026-5-14 | Instance-dependent Early Stopping for Adaptive Data Pruning
[IEEE] 2026-5-14 | A BEV Perception Transformer Accelerator With Saliency-Driven Image/Point Cloud Fusion and Phase-Linked Dataflow in 28 nm CMOS
[IEEE] 2026-5-14 | A 11.0-TOPS/W Diffusion Accelerator With Temporal Data Reuse for Real-Time Text-to-Motion Generation
[ACM] 2026-5-13 | Neo-antigen prediction using Mixture of Experts for HLA-peptides interactions with multi-factors incorporated
[ACM] 2026-5-13 | Research and Development of a Domestic Autonomous Driving Platform for Special Industrial Scenarios Driven by Multi - sensor Fusion
[ACM] 2026-5-13 | Iterative Interpolation Schedules for Quantum Approximate Optimization Algorithm
[ACM] 2026-5-14 | When AI Changes the Work: A Theory of Task Evolution
[ACM] 2026-5-14 | Creepy or Not: When AI Remember Too Much
[IEEE] 2026-5-13 | MG-HOF Net: Multi-Granularity and High-Order Fusion Network for Hyperspectral and LiDAR Classification_supp1-3691834.png
[ACM] 2026-5-14 | EaSFE: Scalable and Efficient Feature Engineering for Boosting Machine Learning Performance
[ACM] 2026-5-14 | Weighted Fourier Factorizations: Optimal Gaussian Noise for Differentially Private Marginal and Product Queries
[ACM] 2026-5-14 | GPU Starvation from the Control Plane: A Systems Study of Reinforcement Learning in Deep Learning Pipelines
[ACM] 2026-5-14 | A Note on the (In)Security of a Stream Cipher Based on Gopala-Hemachandra Codes
[ACM] 2026-5-14 | A Study of EEG-to-Text Translation Using Convolutional Encoding and Multi-View Transformer Modeling
[IEEE] 2026-5-14 | Wide Operating-Range Comprehensive Optimization Strategy With Accurate Soft-Switching Modelings For ANPC-DAB-Based Transportation System
[IEEE] 2026-5-14 | Hand Gesture Intention Detection Using sEMG and Transfer Learning in Stroke Survivors
[IEEE] 2026-5-14 | A Lightweight Model for Damage Detection of Transmission Line Conductors and Ground Wires in Concealed Sections
[IEEE] 2026-5-14 | Static Output Feedback Control of State-Dependent Switched Systems via Homogeneous Polynomial Lyapunov Functions Metzler Methodology
[IEEE] 2026-5-14 | Active Air Cooling Studies for High-Power Multi-Disk Faraday Rotators
[IEEE] 2026-5-14 | Privacy-Preserving Vertical Split Federated Learning for Face Recognition
[IEEE] 2026-5-14 | Fault Prognostics and Uncertainty Quantification Based on the Accumulated Passage Time
[IEEE] 2026-5-14 | Predicting Professional Darts Match Outcomes Using Player Performance Statistics and Machine Learning
[IEEE] 2026-5-14 | Effect of Insertion Parameters on Insertion Force and Tissue Damage During Rigid Neural Probe Implantation_supp1-3691664.mp4
[IEEE] 2026-5-14 | Protocol-Agnostic Q-Space Learning for Diffusion MRI Microstructural Parameter Reconstruction Using Diffusion Models
[IEEE] 2026-5-14 | Dual-mode Dielectric Waveguide Resonator Filter Structure with a Steep Skirt Response
[IEEE] 2026-5-14 | GeMiC 2026 Detailed Author Index
[IEEE] 2026-5-14 | A Scalable Cloud–Edge Digital Twin Framework for Urban Healthcare Analytics
[IEEE] 2026-5-14 | 1 kW RF Power System for Possible Endoscopy Sterilization, Surface Treatment and Remote Plasma Source Applications
[IEEE] 2026-5-14 | Towards EnergyGPT: A Large Language Model Specialized for the Energy Sector
[IEEE] 2026-5-14 | TEBScore: Trustworthy and Explainable AI May Be Within Reach?
[IEEE] 2026-5-14 | Static Output-Feedback LQR Control for Predecessor-Leader Following Vehicle Platooning with Energy Efficiency Analysis via Aerodynamic Drag Reduction
[IEEE] 2026-5-14 | Dual-Parameter Measurement of Temperature and Refractive Index Based on Polynomial Regression Using a TFBG-FBG Cascaded Oceanic Optical Fiber Sensor
[IEEE] 2026-5-14 | Mutual Coupling Reduction in Closely Spaced Antennas using Complementary Omega-Shaped Single Negative Metamaterial
[IEEE] 2026-5-14 | A Physics-Inspired Neural Network Framework for Nanoscale Biological Slice Thickness Measurement
[IEEE] 2026-5-14 | Maximum-length sequence encoded Brillouin optical time-domain analysis_supp1-3693071.pdf
[IEEE] 2026-5-14 | Integrating Knowledge Graphs and Complex Network Analysis for Effective Team Formation in New Product Development Projects
[IEEE] 2026-5-14 | Influence Factors of Space-to-Space ISAR Imaging Induced by Radial Impulsive Thrust
[IEEE] 2026-5-14 | A Hybrid CI–MTR–PE Path Loss Model for Maritime Evaporation-Duct Propagation
[IEEE] 2026-5-14 | Investigation of Standing Wave Phenomena in Electromagnetic Radio Frequency Heating of Aluminum Frames for Wafer-Level Thermo-Compression Bonding
[IEEE] 2026-5-14 | Measurements of a Quasi-Optical Launcher Antenna for the 2 MW W7-X Gyrotron
[IEEE] 2026-5-14 | Do Citizens Trust in Public Institutions? An Overview of Trust in States and in Public Institutions
[IEEE] 2026-5-14 | Do I Have Your Attention Now? Supporting Attention in Dynamic Virtual Environments
[IEEE] 2026-5-14 | Obstacle Straddling and Avoidance Integrated Path Planning and Tracking for Autonomous Driving on Unstructured Roads
[IEEE] 2026-5-14 | Overcoming Resistance to Change for Sustainable ICT Integration in Logistics: From Case Studies to Best Practices
[IEEE] 2026-5-14 | Bilevel Optimization for Green Hydrogen-to-Ammonia Synthesis System Considering Complex Dynamic Processes and Uncertainties
[IEEE] 2026-5-14 | Magnetic Field Uniformity as a Metric for RSFQ Circuit Bias Current Supply Optimization
[IEEE] 2026-5-14 | Review for "Directional Object Detection in Aerial Images"
[ACM] 2026-5-14 | Reconceptualizing Assessment for Human–AI Synergy in Information Systems Education
[ACM] 2026-5-14 | Field Devices Under Fire: A Security Assessment of Handheld Radionuclide Isotope Identification Devices
[ACM] 2026-5-14 | Timing-Constrained Composable Inference for Intermittent Systems Using Reinforcement Learning
[ACM] 2026-5-14 | Towards Parameterized Hardness on Maintaining Conjunctive Queries
[IEEE] 2026-5-14 | PowerIntelBench: Benchmarking Evidence-Grounded and Explainable Reasoning in Power Knowledge Management
[IEEE] 2026-5-14 | Rain-Dominated Free-Space Optical Channels with Statistical Characterization and Experimental Validation
[IEEE] 2026-5-14 | A BCI-controlled UAV system with peripheral high-frequency SSVEP
[IEEE] 2026-5-14 | Advancing GaN HEMT Trap Modeling Using MHz Load-line Measurement Techniques
[IEEE] 2026-5-14 | Thermal Imaging-based Perception for Automotive Edge AI Applications using a Lightweight Custom YOLO Model
[IEEE] 2026-5-14 | Balancing Innovation and Integrity: Employee Perceptions of AI in the Workplace: A TPB–TOE Integrated Analysis
[IEEE] 2026-5-14 | Autonomous Vehicle Surveying Radio Map Based Pathfinding and Backtracking Navigation with Smartphone
[IEEE] 2026-5-14 | AKgram: A Robust Adaptive Framework for Bearing Fault Diagnosis Under Speed-Varying Condition
[IEEE] 2026-5-14 | Novel Approaches to Optimize User Experience and Network Resource Utilization for Delivering SVC Video Streaming in SDN-Supported Networks
[IEEE] 2026-5-14 | An adaptive extraction method for fault features of in-wheel motor bearing using MSDCPO-based RRSVMD
[IEEE] 2026-5-14 | Neurodynamics-Aided Zhang Update (ZU) Method for Static Rectangular Linear Systems
[IEEE] 2026-5-14 | A Natural-Scene Edge Method for MTF Estimation in High-Resolution SAR Images
[IEEE] 2026-5-14 | UniGCL: Unifying Graph Convolution and Contrastive Learning for Recommendation
[IEEE] 2026-5-14 | Test-Time Learning Framework for Distribution Shifts in Sequential Recommendation
[IEEE] 2026-5-14 | A 0.062 mm
                    <sup>2</sup>
                    18–24 GHz Mixer-First Receiver for 6G FR3 Dense xMIMO Arrays
[IEEE] 2026-5-14 | Transient Induced Loss of Protection During Fault
[IEEE] 2026-5-14 | Deep Reinforcement Learning-Based Joint Phase Shift and Reflection Coefficient Optimization for RIS-Assisted Broadcast-Passive IoT Symbiotic Systems
[IEEE] 2026-5-14 | Photon number resolving Mo/AuPd transition edge sensors for visible up to NIR wavelength
[IEEE] 2026-5-14 | IEEE Standard for a Functional Architecture of Distributed Energy Efficient Big Data Processing
[IEEE] 2026-5-14 | Asynchronous Distributed Learning based on Gradient Coding
[IEEE] 2026-5-14 | Thickness Monitoring of Ferromagnetic Pipes with Multiple Insulation Media Based on Pulse Eddy Current Orthogonal Probes and Segmented Late-slope Extraction Algorithm
[IEEE] 2026-5-14 | KalmanKAN: A Numerically Stable Neural Network Aided State Estimation Method
[IEEE] 2026-5-14 | An End-to-End Neural Codec for Bone-Conducted Microphone Speech
[IEEE] 2026-5-14 | Numerical Investigation of Electromagnetic and Thermal Behavior of Multi-Bundled D-shaped Coils
[IEEE] 2026-5-14 | The General Data Protection Regulation Goes to School: Proportional Versus Top-Down Regulation in Primary and Secondary Institutions
[IEEE] 2026-5-14 | AISCT-SAM: Customized SAM-Med2D with 3D Context Awareness and Self-Prompt Generation for Fully Automatic Acute Ischemic Stroke Lesion Segmentation on Non-Contrast CT Scans
[IEEE] 2026-5-14 | Secure Distributed State Estimation in Nonlinear Cyber–Physical Systems Using Sensor Networks
[IEEE] 2026-5-14 | 1.6 kV Vertical GaN Power MOSFETs with Hybrid Edge Termination
[IEEE] 2026-5-14 | Channel Knowledge Map Construction via Guided Flow Matching
[IEEE] 2026-5-14 | On the Optimality of Single-label and Multi-label Neural Network Decoders
[IEEE] 2026-5-14 | Joint Task Offloading and Resource Allocation in Multi-Hop Vehicular Networks
[IEEE] 2026-5-14 | Robust Input Shaping Vibration Suppression Control for a Rigid-Flexible Coupling Hoisting Robot Using Deep Reinforcement Learning
[IEEE] 2026-5-14 | Bound on RIP of order $s+1$ for HTP Algorithm
[IEEE] 2026-5-14 | A Compact High-Linearity GaN Monolithically Integrated Multi-Loop Voltage Reference for Extreme Temperature Applications
[IEEE] 2026-5-14 | MultiPaint: A Unified Framework for Multi-task, Multi-object, and Multi-condition Video Inpainting
[IEEE] 2026-5-14 | Uncertainty of Heart Rate Variability Measured from Incomplete Inter-Beat Interval Sequence
[IEEE] 2026-5-14 | GLEAM: A Multimodal Imaging Dataset and HAMM for Glaucoma Classification
[IEEE] 2026-5-14 | A Six-Port Receiver-Based Backscatterer
[IEEE] 2026-5-14 | MSCS: Multi-task Secure Aggregation with Cosine Similarity for Federated Learning in Mobile Crowdsensing
[IEEE] 2026-5-14 | Modeling of Conjugative- and Phage- Mediated CRISPR-based System against Antimicrobial Resistant Bacteria
[ACM] 2026-5-13 | Texture-Aware Remeshing for Texture-aware Geometry Processing
[ACM] 2026-5-13 | Optimization of Postoperative Care and Discharge Process for Cesarean Sections with Complications
[ACM] 2026-5-13 | CMCF: A Confidence-aware Multi-feature Fusion Correlation Filter for Visual Tracking
[ACM] 2026-5-14 | Memristive Binary Firefly Algorithm with Orthogonal Crossing
[ACM] 2026-5-14 | From Exploration to Revelation: App-Level Context-Aware Deceptive Pattern Detection for Mobile Applications
[IEEE] 2026-5-14 | Self-Organized Neural Network-based Control for Uncertain Electro-hydraulic Servo Actuator with Output Constraint and Input Saturation
[IEEE] 2026-5-14 | Table of Contents
[IEEE] 2026-5-14 | AIvaluateXR: An Evaluation Framework for on-Device AI in XR with Benchmarking Results
[IEEE] 2026-5-14 | 6DMA-Enabled ISAC for Low-Altitude Economy
[IEEE] 2026-5-14 | Resolving Stiffness Trade-Offs in Simultaneous Pressure and Vibration Sensing Using a Corrugated-Tube Fiber-Optic Sensor
[IEEE] 2026-5-14 | GLRT-Based Deep Metric Learning for Robust Remote Sensing Object Retrieval_supp1-3679517.pdf
[IEEE] 2026-5-14 | Highly Sensitive VO-Assisted Conformal Reflective Polarization Converter-Based Sensor_supp1-3690636.pdf
[ACM] 2026-5-13 | Analysis and Processing of Non-Contact Multimodal Physiological Signals for Sleep Monitoring
[ACM] 2026-5-13 | Tidal-Lane Adjustable Road Wrong-Way Driving Early Warning and Detection System
[ACM] 2026-5-13 | Research on the Reconstruction Mechanism of Typical Morphologies in Intelligent Vehicles
[ACM] 2026-5-13 | Conversational Agents in Augmented Reality: A Systematic Review
[ACM] 2026-5-14 | Understanding Motivation to Lead in IT through Individual Traits and Gender Policy Perceptions
[ACM] 2026-5-14 | Risk Assessment of a Hypothetical Quantum Repeater Network Using SP 800-30 and the CIA Triad
[ACM] 2026-5-14 | Tight Lower Bounds for ℓ
                    <sup>2</sup>
                    Sampling
[IEEE] 2026-5-14 | DBC- WM: Dual-Branch Content-Adaptive Global Watermarking for Visually Sensitive Image Protection
[IEEE] 2026-5-14 | Design of a 28-GHz SiGe Doherty Power Amplifier Using Meandered Coupled-Line Couplers
[IEEE] 2026-5-14 | Dual-Band Vector-Sum Phase Shifter for Q/V-Band SATCOM
[IEEE] 2026-5-14 | A Modified Self-Calibration Method for Phased Array Antennas Based on Mutual Coupling and Rotating Electric-field Vector
[IEEE] 2026-5-14 | A Knowledge-Enhanced Multibranch Reinforcement Learning for High-Dimensional Feature Selection_supp1-3691739.pdf
[IEEE] 2026-5-14 | Distributed Acoustic Mixture-of-Experts for Spatial Sound Estimation
[IEEE] 2026-5-14 | Integrated fiber optic sensor based on microfiber interferometer and FBG with strain-temperature matrix decoupling calibration
[IEEE] 2026-5-14 | Power Architectures, Control Strategies, and Thermal Management in Fuel Cell Electric Vehicles: A Comprehensive Review
[IEEE] 2026-5-14 | <i>C</i>
                    <sup>2</sup>
                    <i>F</i>
                    -VRWKV: A Lightweight Clustering-Aware and Cross-Frequency Enhanced Vision-RWKV Network for Ship Detection in Remote Sensing Scenarios
[IEEE] 2026-5-14 | FreeKD+: A Frequency Knowledge Distillation Framework for Dense Prediction
[IEEE] 2026-5-13 | Advanced safety filter based on SOS Control Barrier and Lyapunov Functions
[IEEE] 2026-5-14 | Identifying Failing Flip-Flops in Scan-Based Designs Using Highly Compressed Test Results
[IEEE] 2026-5-14 | Optimizing Operating Theatre Scheduling Using a Hierarchical Two-Stage Evolutionary Algorithm
[IEEE] 2026-5-14 | IEEE PES TR130 Report Protection Methods Used to Reduce Wildfire Risks Due to Transmission and Distribution Lines
[IEEE] 2026-5-14 | GeMiC 2026 Author Information Page
[IEEE] 2026-5-14 | Fast BCIs: Leveraging Dual-Scale Time Windows with Test-Time Adaptation to Enhance Accuracy
[IEEE] 2026-5-14 | 2026 79th Annual Conference for Protective Relay Engineers (CFPR)
[IEEE] 2026-5-14 | Review for "Hybrid Machine Learning Model for Forest Height Estimation from TanDEM-X and Landsat Data"
[IEEE] 2026-5-14 | High Efficient and Robust Broadband Beamforming with Improved LSTM and Transformer
[IEEE] 2026-5-14 | A Hybrid Deep Learning Method With Iterative Feature Selection for Electric Load Forecasting Considering Social Activities and User Behaviors
[IEEE] 2026-5-14 | Design and Comparative Study of Novel Multi-PM Multi-Teeth Flux-Switching Machines
[IEEE] 2026-5-14 | Feedback-Receiver-Based Compensation of Nonlinearities in Trapped Ion Qubit Gate Signaling
[IEEE] 2026-5-14 | Resolving State Ambiguity in Robot Manipulation via Adaptive Working Memory Recoding
[IEEE] 2026-5-14 | TGS-SLAM: Tri-plane Gaussian Splatting for Semantic SLAM_supp2-3692078.mp4
[IEEE] 2026-5-14 | VeriTiny: Efficient Verilog Generation via Dual Learning and Dynamic Fine-Tuning
[IEEE] 2026-5-14 | Dual band and Broadband Frequency Dependent Complex Impedance Transformations using Three Transmission Line Sections
[IEEE] 2026-5-14 | An Improved Carrier Redistribution PWM for a Five-Level Switched-Capacitor Hybrid-Clamped Converter With Optimized THD
[IEEE] 2026-5-14 | WANet: A Wavelet-Attention Network for Accurate Ditch Extraction in Remote Sensing Imagery
[IEEE] 2026-5-14 | An Efficient Field-wire-circuit Co-simulation for Twisted-wire Pairs in Complex Environment
[IEEE] 2026-5-14 | Improved Sparrow Search Algorithm Driven by Differential Observation Learning for Design of Wide Operating Range THz Mixers
[IEEE] 2026-5-14 | Federated Koopman-Reservoir Learning for Multivariate Time-Series Anomaly Detection in IoT
[IEEE] 2026-5-14 | A Novel Kinematically Redundant Orthopedic Robot for Avoiding Interference in Long Bone Deformity Correction_supp2-3692092.pdf
