[2026-07-10 22:59:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[IEEE] 2026-7-9 | A Framework for Reliable Cell-Free mmWave Massive MIMO Networks Under Human Blockage
[IEEE] 2026-7-9 | From Theory to Application: Fine-Tuning Large Eeg Model with Real-World Stress Data
[IEEE] 2026-7-9 | Stability Analysis of the Leapfrog CDI-FDTD Method Loaded with Lumped Resistors
[IEEE] 2026-7-9 | Design and Implementation of a Mixed Reality Simulation Platform for Power Systems
[IEEE] 2026-7-9 | A 29 dBi Low-Profile E-Band Metal Lens Antenna for 5G Backhaul
[IEEE] 2026-7-9 | Optimizing Tonal Speech Decoding from Electrocorticography with a Multi-Band Ensemble Network
[IEEE] 2026-7-9 | Short-Term Spatiotemporal Load Forecasting via Adaptive Dynamic Graph Learning
[IEEE] 2026-7-9 | Sensorimotor and Neuropsychological Assessments Correlate with Reach Performance After Training with Augmented Kinesthetic Feedback: A Pilot Study
[IEEE] 2026-7-9 | A D-Band Circularly Polarized Monopulse Antenna Array with High Polarization Purity
[IEEE] 2026-7-9 | A Wideband Circularly Polarized Antenna with Chamfered Patches Parasitic Loading
[IEEE] 2026-7-9 | Dynamic Wildfire Spread Prediction and Warning Method for Power Corridors Considering Satellite Observation Data and Parameter Updating
[IEEE] 2026-7-9 | Fully Automated Thermal-Aware Trace Routing for Chip-on-Film Designs
[IEEE] 2026-7-9 | Decoding Turn-Taking State Transitions in Conversational Speech from Motor Cortex Ensemble Activity
[IEEE] 2026-7-9 | A Strongly Coupled Hexagonal Frequency Selective Surface with Insensitivity for Any Angle of Incidence
[IEEE] 2026-7-9 | Active Balance Control Strategy for Medium and Low Voltage Distribution Networks and Typical Cases
[IEEE] 2026-7-9 | Deep Learning Reduced-Order Modeling and Fast Evaluation for Electromagnetic Simulation Data
[IEEE] 2026-7-9 | Evaluation and Analysis of Measurement Uncertainty for Carbon Metering System in Electric Power Grids
[IEEE] 2026-7-9 | Development of K-Band Solid-State Power Amplifier Based on Spatial Synthesis of Polar Fin-Lines
[ACM] 2026-7-9 | Research to Reality: Scaling Generative AI for The Sphere's “Wizard of Oz"
[IEEE] 2026-7-9 | 2026 IEEE 3rd International Conference on Electrical Power Systems and Intelligent Control (EPSIC)
[IEEE] 2026-7-9 | Organizing Committee
[IEEE] 2026-7-9 | Masthead
[IEEE] 2026-7-9 | A DCT-LMS Algorithm With Per-Coefficient Variable Step-Sizes_supp1-3711535.pdf
[IEEE] 2026-7-9 | Distinguished Lecturer Program
[IEEE] 2026-7-9 | EPSIC 2026 Cover Page
[IEEE] 2026-7-9 | Technical Program Committee
[ACM] 2026-7-9 | Computing Submatrices of the Hermite Normal Form of a Structured Polynomial Matrix
[IEEE] 2026-7-9 | Toward a Consistent Arctic Sea Ice Albedo Record from FengYun-3 Satellites
[IEEE] 2026-7-9 | Ocean's Duality: Physics-Driven Dual-Branch Framework for Underwater Vision Enhancement
[IEEE] 2026-7-10 | FOCUS: Outdoor Transmitter Localization Exploiting the Mobility of a Single Drone
[IEEE] 2026-7-9 | DepressLLM: Interpretable Domain-Adapted Language Model for Depression Detection from Real-World Narratives
[IEEE] 2026-7-9 | Backlash-Like Hysteresis Estimation in Antagonistic Tendon–Sheath Mechanisms Using Proximal-Force Plateau Signatures
[IEEE] 2026-7-9 | A High-Repeatability φ-OTDR Framework for Road-Traffic Vibration Monitoring via Enhanced Wavelet Denoising and Lightweight 2D-CNN
[IEEE] 2026-7-10 | Online Generation of Collision-Free Trajectories in Dynamic Environments_supp5-3711837.txt
[IEEE] 2026-7-9 | An ESPAR Antenna With Digital Control and Low-Correlated Reconfigurable Patterns for Air-Ground Links
[IEEE] 2026-7-9 | Comparative Analysis of the Microwave Properties of MOD-Deposited and Commercial YBCO Thin Films for 5G Frequencies
[IEEE] 2026-7-10 | Sharp Decay Rate of Semi-discrete Scheme for 1-D Wave Equation with Boundary Damping*
[IEEE] 2026-7-9 | Shared Trajectory Based Multi-Policy Decision-Making for Socially Compliant Robot Navigation in Dense Crowds
[IEEE] 2026-7-9 | A Quantum-Inspired Multiple Description Coding Framework for Robust Image Transmission
[IEEE] 2026-7-9 | FlowCrypt: Flow-Based Lightweight Encryption with Near-Lossless Recovery for Cloud Photo Privacy
[IEEE] 2026-7-9 | Cryogenic Model-Guided All-CMOS Voltage Reference and LDO for 30-to-298 K Operation with a 34.5 ppm/K Temperature Coefficient
[IEEE] 2026-7-9 | An Equivalent Terminal-Matched Impedance Spectrum from Pulse Truncation for Cable Defect Localization
[IEEE] 2026-7-9 | Distributed Algorithms for Time-Varying Resource Allocation Problems with Nonlinear Inequality Constraints
[IEEE] 2026-7-10 | Dielectric properties of polyimide-based composites with boron nitride surface covering under high-energy electron beam radiation_supp1-3711572.docx
[IEEE] 2026-7-10 | Enhanced Unified Graph Learning and Weighted Tensor Schatten -Norm Approximation for Multi-View Clustering_supp1-3702584.pdf
[IEEE] 2026-7-10 | Haptic Feedback in Virtual Reality: A Systematic Review and Tutorial for Practitioners
[IEEE] 2026-7-10 | Randomized Optimal Control Problem via Reinforcement Learning Under Knightian Uncertainty: Presenting a Unified Analytical Framework
[IEEE] 2026-7-10 | Predicting the past: Consequence analysis during fire &amp; explosion investigations
[IEEE] 2026-7-10 | Competing Flexibility Options and How They Impact Cost Recovery in Electricity Markets
[IEEE] 2026-7-10 | An Empirical Evaluation for Linux Security Tasks via Local LLM
[IEEE] 2026-7-10 | Is Hydrogen an Electrically Small Antenna?
[IEEE] 2026-7-10 | Hierarchical EMFI Analysis on a RISC-V SoC
[IEEE] 2026-7-10 | Fine-Grained Zero-Shot Vehicle Make and Model Recognition: A Survey and Future Directions
[IEEE] 2026-7-10 | A 14dBm 2.4GHz Power Amplifier with Digitally Controlled Tuning in 12nm FinFET CMOS Technology
[IEEE] 2026-7-10 | Microstrip Patch Antennas for Creeping-Wave Excitation
[IEEE] 2026-7-10 | Techno-Economic Optimal Sizing of Pumped Hydro Storage for Energy Price Arbitrage: Insights from the Italian Market
[IEEE] 2026-7-10 | Beyond Fingerprints: Systematic Design of APUFs for Batch Identification
[IEEE] 2026-7-10 | Thermal Spread Characterization of Seeg Leads During RF Ablation
[IEEE] 2026-7-10 | Adaptive Complexity Reduction of Network Constraints for Large-Scale Power System Optimization Models
[IEEE] 2026-7-10 | A Wideband All-Metal Evanescent-Mode Filter Featuring Strong Upper-Stopband Rejection
[IEEE] 2026-7-10 | Influence of Grid Topology on Effectiveness of a Dynamic Grid Scarcity Signal
[IEEE] 2026-7-10 | DC-Side Grid-Forming-Based Control Coordination in a Hybrid DC/AC Microgrid for AI Data Centers
[IEEE] 2026-7-10 | Safe Storage at Home: A Co-Simulation Approach for Short Circuit Current Characterisation
[IEEE] 2026-7-10 | Short-Utterance Authentication using Lexical Challenge and Speaker Verification
[IEEE] 2026-7-10 | CELSIUS: Contrastive self-supervised learning for improved household load disaggregation and demand-side flexibility modeling
[IEEE] 2026-7-10 | Bridging the Synchronous Gap: Design and Performance Analysis of the Offline Off-the-Record (O2TR) Protocol
[IEEE] 2026-7-10 | Facilitating Fuzzing-based Simulation Testing of Autonomous Driving System through Inter-Vehicle Interaction Modeling
[IEEE] 2026-7-10 | AI-Driven Social Media Marketing Assistant Using Agentic Workflows and Long-Term Memory
[IEEE] 2026-7-10 | Maximizing the Secrecy Energy Efficiency of Artificial Noise-Assisted Full-Duplex Cooperative NOMA Network with Non-Colluding Eavesdroppers: A Deep Learning Based Approach
[IEEE] 2026-7-9 | Enhanced Greedy Detection for OTFS-IM: A Low-Complexity and High-Performance Approach
[IEEE] 2026-7-10 | UniTransAD: Unified Translation Framework for Anomaly Detection in Brain MRI
[IEEE] 2026-7-10 | Human–Robot Interaction Based Finite-Time Coordination Tracking of Networked Robot Manipulators for Industry 5.0
[IEEE] 2026-7-10 | An Enhanced Conducted EMI Noise Prediction Method for Vienna PFC-LLC Converter
[IEEE] 2026-7-10 | A 22-kV SiC Super-Cascode Switch With Controlled Turn-Off Voltage Distribution for Active Capacitor Discharge
[IEEE] 2026-7-10 | MANJU: A Multi-Agent Framework for Natural Just-in-Time Understanding in Thai
[IEEE] 2026-7-10 | JCSSE 2026 Ad Page
[IEEE] 2026-7-10 | Design of a 8-Stage RF Step Attenuator for Variable Gain Amplifiers
[IEEE] 2026-7-10 | Simulation-Based Assessment of Flexibility in Low-Voltage Distribution Networks
[IEEE] 2026-7-10 | LegalVision: A Knowledge-Driven AI Framework for Legal Understanding and Trust Assessment
[IEEE] 2026-7-10 | Multimodal Skin Lesion Classification using CNN and MLP Feature Fusion
[IEEE] 2026-7-10 | Investigation on the Susceptibility to RF Interference of LDO Voltage Regulators
[IEEE] 2026-7-10 | Improved Collateral Management in Long-term Flowbased Allocation of Transmission Rights
[IEEE] 2026-7-10 | 2026 22nd International Conference on the European Energy Market (EEM)
[IEEE] 2026-7-10 | myNRC-OCR: A Hybrid OCR Framework for Handwritten Myanmar NRCs Integrating YOLOv8, Tesseract LSTM, TrOCR, and Post-OCR Correction
[IEEE] 2026-7-10 | EEM 2026 Breaker Page
[IEEE] 2026-7-10 | Building up the future hydrogen economy: On the implications of agent failure risks for prices and quantities
[ACM] 2026-7-10 | Structural Bias in Multi-objective Optimization
[ACM] 2026-7-10 | Anytime Analysis on BinVal: Adaptive Parameters Help
[ACM] 2026-7-10 | Dual-Layer Synchronous Ring Cellular UMDA Based On Anisotropic RBF Surrogate for High-Dimensional Evolutionary Optimization in Energy Management
[ACM] 2026-7-10 | Bayesian Optimal Stopping with Maximum Value Knowledge
[ACM] 2026-7-10 | ReNeuIR at SIGIR 2026: The Fifth Workshop on Reaching Efficiency in Neural Information Retrieval
[ACM] 2026-7-10 | RecGPT-Mobile: On-Device Large Language Models for User Intent Understanding in Taobao Feed Recommendation
[ACM] 2026-7-10 | MedNQS: Medical State-Aware Dual-Stage Next-Turn Question Suggestion for Online Medical Consultations
[ACM] 2026-7-10 | <scp>SimEval-IR:</scp>
                    A Unified Toolkit and Benchmark Suite for Evaluating User Simulators and Search Sessions
[ACM] 2026-7-10 | Beyond Fluency: Toward Reliable Trajectories in Agentic IR
[ACM] 2026-7-10 | Query Performance Prediction under Corpus Growth in Dense Retrieval
[ACM] 2026-7-10 | Analysis of the Impact of Tournament Size on Coevolutionary Search
[ACM] 2026-7-10 | Dropout-Inspired Strategies For Enhanced Exploration In Evolutionary Algorithms
[ACM] 2026-7-10 | <scp>MuseKG:</scp>
                    An Interactive Knowledge Graph Over Museum Collections
[ACM] 2026-7-10 | User Activity Modeling under Inflated Distribution
[ACM] 2026-7-10 | Human Agency and Skill in AI-Supported Work: Countering Cognitive Offloading
[ACM] 2026-7-10 | Bias Beneath the Tone: Empirical Characterisation of Tone Bias in LLM-Driven UX Systems
[ACM] 2026-7-10 | BPMN-T: A Timed–Probabilistic Extension of BPMN with Formal Semantics
[ACM] 2026-7-9 | Learning Speaker-Invariant Visual Features for Lipreading
[ACM] 2026-7-9 | Constructive Patterns for Human-Centered Tech Hiring
[ACM] 2026-7-9 | Designing Tools to Enhance Best Practices in Research Software Engineering
[IEEE] 2026-7-9 | Breaker Page
[IEEE] 2026-7-9 | KeypointDiff: Keypoints-Guided Diffusion Model for Unpaired Object-Level SAR-to-Optical Aircraft Image Translation
[IEEE] 2026-7-9 | Front Cover Page
[IEEE] 2026-7-9 | IEEE Industrial Electronics Society Information
[IEEE] 2026-7-9 | Organizing Committee
[ACM] 2026-7-9 | We're All In This Together: The Making Of Disney and Pixar's Hoppers
[IEEE] 2026-7-9 | Machine Learning-Based Prediction of Speech Arrest During Direct Cortical Stimulation Mapping
[IEEE] 2026-7-9 | Wildfire Spread Prediction and Line Tripping Probability Analysis for Transmission Corridors
[IEEE] 2026-7-9 | Experimental Evaluation of RIS Configuration Strategies for Multi-User Communications
[ACM] 2026-7-10 | Extending Silicon Lifetime: A Review of Design Techniques for Reliable Integrated Circuits
[IEEE] 2026-7-9 | Cooperative EV Navigation for Battery Swapping via Heterogeneous Multi-Agent Reinforcement Learning
[IEEE] 2026-7-9 | Bi-Level Restoration Strategy for Distribution Network Black Start Based on Mobile Energy Storage Soft Open Point
[IEEE] 2026-7-9 | Optimised Configuration of Energy Storage in Power Grids to Suppress Cascading Failures Based on Weighted Power Flow Entropy
[IEEE] 2026-7-9 | Modeling Post-Stroke Motor Behavior from Structural Lesion Networks: A Preliminary Study With Robot-Based Assessments
[IEEE] 2026-7-9 | Resting-State EEG Functional Connectivity Differentiates Bipolar and Unipolar Depression in Adolescents
[IEEE] 2026-7-9 | A Four-Arm Helical Phased Array Antenna Based on LTCC
[IEEE] 2026-7-9 | A Millimeter-Wave Second-Order Filtering Metasurface Antenna Based on Printed Ridge Gap Waveguide
[IEEE] 2026-7-9 | LLM-Driven Green and Trustworthy Automl with Voronoi-Based Optimization for Network Automation
[IEEE] 2026-7-9 | Hypergraph Deep Reinforcement Learning for Electric Vehicle Charging Route Optimization
[IEEE] 2026-7-9 | A Lion Swarm Optimization-Based Joint Optimization Framework for Key VSG Parameters Oriented toward Frequency Stability Enhancement
[IEEE] 2026-7-9 | Design of a Monoblock Compact Dielectric Waveguide Quadriplexer Using Novel Dual Mode Resonator
[IEEE] 2026-7-9 | Adaptive and Secure Dispatching Method of Power Grid Based on Knowledge Graph-Enhanced Large Language Model under Complex Procedures
[IEEE] 2026-7-9 | A Study on the Beam-Steering Characteristics of Reconfigurable Plasma Antennas
[IEEE] 2026-7-9 | Standardization Progress on 3GPP NTN UE OTA Performance Metrics
[IEEE] 2026-7-9 | A Novel Autoencoder-Based Framework for Extracting Latent Motor Unit Modes from EMG Signals
[IEEE] 2026-7-9 | DRL-Based Voltage Tracking for Droop-Regulated Parallel Boost Converters
[IEEE] 2026-7-9 | Low RCS Substrate Integrated Cavity Antenna Array based on Scattering Cancellation
[IEEE] 2026-7-9 | Feasibility of 77-GHz Ground-Based Interferometric Radar for Vibration Frequency Monitoring in Smoke Environments
[IEEE] 2026-7-9 | The Impact of Mobile Phone Radiation on Radio Astronomical Observations
[IEEE] 2026-7-9 | Visual Contact in Network Music Performance
[ACM] 2026-7-10 | Labadain Chat: A Conversational Agent for the Tetun Language
[ACM] 2026-7-10 | Purifying Multimodal Retrieval: Fragment-Level Evidence Selection for RAG
[ACM] 2026-7-10 | Temporal Information Retrieval and Extraction: From Foundations to RAG
[ACM] 2026-7-10 | Toward a Telugu Question Answering Dataset for Agricultural IR to Serve Marginal Farmers in Drought-Prone Rayalaseema: A Gap Analysis and Roadmap
[ACM] 2026-7-10 | UX Requirements Engineering for COSE Platforms: A Cultural Perspective
[ACM] 2026-7-10 | Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation
[ACM] 2026-7-10 | Who Is Shopping With You? How Persona Design Shapes Cognitive and Social Engagement in AI Shopping Agents
[ACM] 2026-7-10 | Unsupervised 2D Image-Based 3D Model Retrieval via Decision Boundary Alignment and Graph Semantic Propagation
[ACM] 2026-7-10 | Making Indecent Persuasion Visible: How Evaluation Metrics Shape UX Designers' Ethical Reasoning
[ACM] 2026-7-10 | Towards Modeling IoT Applications: Specification, Animation and Reasoning in Anemone
[ACM] 2026-7-10 | Building a Production Shopping Agent at Scale
[ACM] 2026-7-10 | OxygenREC: An Instruction-Following Generative Framework for E-commerce Recommendation
[ACM] 2026-7-10 | Benchmarking Evolutionary and Machine Learning Algorithms: The SIREN Challenge of Emergency Medical Services
[ACM] 2026-7-10 | Digital Red Queen: Adversarial Program Evolution in Core War with LLMs
[ACM] 2026-7-10 | Multi-Objective Evolution of Patch Tokens for Tabular Transformers
[IEEE] 2026-7-10 | Out-of-Coverage Synchronization Enhancement for Multi-Hop NR V2X: From 3GPP Standard Analysis to Algorithm Design
[IEEE] 2026-7-10 | Efficient Minimum -Truss Search: A Decomposition-Based Approach_supp1-3701433.pdf
[IEEE] 2026-7-10 | Pretraining in Actor-Critic Reinforcement Learning for Locomotion_supp1-3711838.mp4
