[2026-07-28 22:58:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | Spectral aspects of random heavy-tailed tensors
[IEEE] 2026-7-28 | A Compact Dual-Mode SAR ADC With Mismatch Error Shaping Using Prediction-Error-Free 3-Level Analog Prediction and 1-bit Barrel-Shift Dithering
[IEEE] 2026-7-27 | Lightweight Visual Enhancement for Reliable Vision Systems in Adverse Port Weather
[IEEE] 2026-7-28 | Post-Processing for Bridging the Simulated-to-Real Domain Gap in Multi-Image Super-Resolution
[IEEE] 2026-7-28 | Secure State Estimation for Systems With Silent Packet Loss and Its Application to Controller Design
[IEEE] 2026-7-28 | Terrain-Constrained PSO for Low-Altitude Monitoring Deployment
[IEEE] 2026-7-28 | Stay Connected
[IEEE] 2026-7-28 | Toward Secure Visual Semantic Communication: A Semantic Segmentation Perspective
[IEEE] 2026-7-28 | Application of Complementary Codes in Radar Multi-Station Collaboration
[IEEE] 2026-7-28 | A Custom CNN-Based Approach for Accurate Detection of Lung Disorders from Chest X-Rays
[IEEE] 2026-7-28 | DEE-Aware Dual Active RIS-Empowered Spectrum Sensing under User Mobility
[IEEE] 2026-7-28 | Active RIS Aided Multi-User Broadcast System: A Novel Penalty-Based Moth-Flame Optimization Algorithm for the Optimal Location of RIS
[IEEE] 2026-7-28 | MidSurfer: A Parameter-Free Approach for Mid-Surface Extraction From Segmented Volumetric Data_supp1-3624572.pdf
[IEEE] 2026-7-28 | BioSynNet: Fusing Synthetic Gene Circuits with Neural Networks for Self-Evolving Biocomputation
[IEEE] 2026-7-28 | AI-Driven Security and Efficiency for Reconfigurable Intelligent Surface-Aided 6G IoT Networks
[IEEE] 2026-7-28 | An Automated Modular Framework for MITRE ATT&amp;CK Mapping
[IEEE] 2026-7-28 | Research on 3D Loadable Map Text Erasure Method Based on Multi-Stage Deep Learning
[IEEE] 2026-7-28 | A Cascaded Hypergraph Neural Network–Based Clinical Decision Support System for Drug–Drug Interaction Detection and Type Classification
[IEEE] 2026-7-28 | Safety-Constrained Multimodal Digital Twins for Zero-Defect Industrial Workcells
[IEEE] 2026-7-28 | An ANN-RNN-Multi-Head Attention Hybrid Model for PM10 Air Pollution Prediction
[IEEE] 2026-7-28 | An Efficient Hybrid K-Means and Random Forest-Based Approach for Cloud Malware Detection and Privacy Protection
[IEEE] 2026-7-28 | Sustainable UX - the dilemma of designing for humanity vs. designing for people in the age of AI
[IEEE] 2026-7-28 | Integrating Coordinate Attention with Wise-IoU Loss for Pose Estimation in Competitive Rope Skipping
[IEEE] 2026-7-28 | MSRA-Net++: An Enhanced Hybrid CNN-Transformer Framework for Brain Tumor MRI Classification
[IEEE] 2026-7-28 | Technical Program Committee
[IEEE] 2026-7-28 | Building Grounded Synthetic Users: Generative AI as Mediating Artefact in User Research
[IEEE] 2026-7-28 | Automatic Bug Root Cause and Solution Recommendation System using Experience Based Learning
[IEEE] 2026-7-28 | Agentic AI in Cybersecurity:Threat Modeling and Containment Strategies for Autonomous LLM Agents
[IEEE] 2026-7-28 | Approximate Asymptotic Analysis of Algebraic Connectivity in Consensus Networks for Multi-Agent Systems
[IEEE] 2026-7-28 | Query Optimization Strategies for Relational Databases in Web Applications
[IEEE] 2026-7-28 | AI/ML System Design: Feedback-Driven Optimization of Transformer Neural Networks for FPGA Acceleration
[IEEE] 2026-7-28 | AI-Driven Deep Learning Models for Predicting Engagement Metrics in Social Media Advertising
[IEEE] 2026-7-28 | Multi-Sensor Fusion Empowers Robot Compliant Assembly Skill Transfer
[IEEE] 2026-7-28 | An Extended Table Detection Framework for Enhanced Recognition of Persian Tables in OCR Systems
[IEEE] 2026-7-28 | Hybrid Deep Learning and Machine Learning Framework for Multi-Temporal Deforestation Detection Using Sentinel Satellite Data
[IEEE] 2026-7-28 | AI-Augmented Scrum Decision Intelligence Framework for Enterprise Software Delivery
[IEEE] 2026-7-28 | Autonomous Solar-Powered IoT Irrigation System with AI-Driven Crop Recommendation for Sustainable Precision Agriculture
[IEEE] 2026-7-28 | A Comparative Analysis of Deep Learning Models in Classifying the Level of Focus in Subjects with Pornography Addiction Based on EEG Signals
[IEEE] 2026-7-28 | Keynote Speeches
[IEEE] 2026-7-28 | Integrated Solar–Wind Hybrid Energy System with Smart Power Conditioning and Battery Backup
[IEEE] 2026-7-28 | Operationalizing the Quantum-Federated Lifecycle: An Integrated MLOps Framework for Distributed Systems
[IEEE] 2026-7-28 | Modeling and Experimental Validation of Asymmetric Four-Gyro Redundant MEMS IMU Architectures
[IEEE] 2026-7-28 | An Interactive Digital Twin for the Simulation of Smart Home Devices
[IEEE] 2026-7-28 | Foreground-Aware Selective Fusion for Multimodal 3D Object Detection in Autonomous Driving
[IEEE] 2026-7-28 | Adapting RAG to Specialised Communities: A UX-Driven Design Study
[IEEE] 2026-7-28 | Zero-Knowledge Ethical AI Governance over Blind Quantum Cloud Infrastructure
[IEEE] 2026-7-28 | DriftBench: Detecting LLM Coding Agent Cheating via Specification-Level Constraint Drift Mutation
[IEEE] 2026-7-28 | Ensemble-Guided Distillation for Compact and Robust Acoustic Scene Classification on Edge Devices
[IEEE] 2026-7-28 | Hybrid Optimised CNN Model for Dynamic Cluster Head Selection in Energy-Constrained WSNs
[IEEE] 2026-7-28 | A Flexible and stretchable MXene-Hydrogel Sensor with Geometry-Enhanced Selectivity for Multi-Axial Strain Sensing
[IEEE] 2026-7-28 | Stacking-Based GBDT–SVM Prediction of Effluent Total Nitrogen in Winery Wastewater Treatment
[IEEE] 2026-7-28 | Reassessing Phylogenetic Discordance in Universal Genes of the Tree of Life
[ACM] 2026-7-27 | The Energy-Balanced Improved Protocol Based on Cluster Head Selection in the LEACH Protocol
[ACM] 2026-7-27 | SemanticDFL: Similarity-Aware Pull-based Personalized Decentralized Federated Learning
[IEEE] 2026-7-27 | Analysis of Multiline Calibration Algorithms for Various Transmission Line Types Up to 220 GHz
[IEEE] 2026-7-27 | RT-DETR based Hybrid CNN-Transformer Model for Accurate Lung Cancer Detection
[IEEE] 2026-7-27 | Low-Power Dual Edge Triggered Flip-Flops using FinFET Technology
[IEEE] 2026-7-27 | Predictive Analytics for Identifying High-Risk Medication Adherence Patterns in Medicaid Populations
[IEEE] 2026-7-27 | Interpretable Machine Learning for Predicting Non-Functional WASH Infrastructure in Rohingya Refugee Camps
[IEEE] 2026-7-27 | A Unified Validation Framework for Heterogeneous IoT Data Models
[IEEE] 2026-7-27 | A Reconfigurable LiDAR Scanning Platform for Emulating and Evaluating Fixed-Resolution Timeof-Flight Sensors in Electronic Travel Aids
[IEEE] 2026-7-27 | Lightweight Zero-Shot DoLP Denoising via Adaptive Masking and Directional Convolution
[IEEE] 2026-7-27 | Research on an Intelligent Perception and Decision-Making System Integrating YOLO and a Local Large Model under an End-Edge-Cloud Collaborative Architecture
[IEEE] 2026-7-27 | Design of a ROS- and Computer-Vision-Based Intelligent Sorting System for a Six-Degree-of-Freedom Robotic Arm
[IEEE] 2026-7-27 | Deep Learning-Based System for Pineapple Eye Scanning and Extraction Using YOLOv8n and GRBL
[IEEE] 2026-7-27 | BiDetTrack: Enhancing MOT via Dual-Branch Candidate Generation and Spatio-Temporal Query Matching
[IEEE] 2026-7-27 | Robust Energy Consumption Estimation in EVs Via GFNN-CNN Framework Under FRCN-Induced Conditions
[IEEE] 2026-7-27 | LLM-Enhanced Generative Semantic Communication and DRL Resource Management for UAV-Assisted Emergency Response
[IEEE] 2026-7-27 | AC $^{2}$ P$^{2}$SL: Adaptive Communication-Computation Pipeline Parallel Split Learning Over Edge Networks
[IEEE] 2026-7-27 | Self-Supervised Event Data Pre-Training via Coarse-to-Fine Temporal Reconstruction for Spiking Neural Networks
[IEEE] 2026-7-27 | Evolving Similarity Functions for Graph-based Semi-Supervised Learning
[IEEE] 2026-7-27 | Missing Multi-Label Learning With TSK Fuzzy System and Adaptive Graph_supp1-3716853.pdf
[IEEE] 2026-7-27 | Skeletonization-Based Spherical Near-Field Sampling for Antenna Measurement
[IEEE] 2026-7-27 | Vision-Aided 3-D Emitter Localization with UAV
[IEEE] 2026-7-27 | A Quantum-Physical Freshness Metric for Cavity-Based Quantum Memory Networks: The Fock-State Age of Information Framework
[IEEE] 2026-7-27 | Distilling Multi-View Diffusion Models Into 3D Generators_supp3-3716753.mp4
[IEEE] 2026-7-28 | Dependability Evaluation of Microservice: An Analytical Modeling Approach
[IEEE] 2026-7-27 | From Clicks to Journeys: Empowering Advertising Text Generation With Social Simulator Guidance
[IEEE] 2026-7-28 | A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling
[IEEE] 2026-7-28 | Immersive Media for Oncology Care: A Short Analytical Review and Intelligent Communication Perspective
[IEEE] 2026-7-28 | BRAT: An Intent-to-Kubernetes Translation via LLM Fine-Tuning
[IEEE] 2026-7-28 | Research on Visible-Infrared Dual-Modal UAV Detection Algorithm Based on Improved YOLOv8n
[IEEE] 2026-7-28 | Synergistic Lightweight Multi-Scale Residual Network for Efficient 3D Brain Tumor MRI Segmentation
[IEEE] 2026-7-28 | Probabilistic Embeddings with Evidence Learning and Refinement for Text-Video Retrieval
[IEEE] 2026-7-28 | PerturbMatch: Multi-level Progressive Perturbation for Semi-Supervised Semantic Segmentation
[IEEE] 2026-7-28 | What If
[IEEE] 2026-7-28 | Toward a Monostatic RCS Model of Vehicles for ISAC Channel
[IEEE] 2026-7-28 | Localized depth estimation of potential fields by CWT scalogram analysis
[IEEE] 2026-7-28 | Coevolutionary Dynamics of Information and Influence in Social Networks
[IEEE] 2026-7-28 | Analysis of UAV-Enabled IoT Networks with Energy Harvesting and Wake-Up Radio
[IEEE] 2026-7-28 | Scalable Dexterous Robot Learning With AR-Based Remote Human–Robot Interactions
[IEEE] 2026-7-28 | Whole Blood Viscosity and Triglyceride Clearance: An Association Analysis Relevant to Cancer Risk
[IEEE] 2026-7-28 | Pricing Strategies for Port Shore Power Considering Investment Sharing: A Four-Stage Stackelberg Game
[IEEE] 2026-7-28 | WCB-YOLO: An Improved Detection Algorithm for Underwater Fishing Vessel Surface Defects
[IEEE] 2026-7-28 | Multi-Output Convolutional Neural Network for Predicting MCMI-IV Personality Profiles from Resting-State EEG
[IEEE] 2026-7-28 | Context Feature Optimization Based Fine-Grained Application Recognition of Mixed Network Flows
[IEEE] 2026-7-28 | Large Model Citation Illusion Detection Based on Multimodal Information Fusion
[IEEE] 2026-7-28 | Surface Roughness Prediction in Ultraprecision Turning Using Multi-Domain Vibration Features and Support Vector Regression
[IEEE] 2026-7-28 | Machine Learning Based Drug Response Prediction for Heart Disease Patients
[IEEE] 2026-7-28 | SHADOW: Seamless Handoff And Zero-Downtime Orchestrated Workload Migration for Stateful Microservices
[IEEE] 2026-7-28 | Hybrid GA-Fuzzy Logic Architecture for Cardiovascular Risk Factor Optimization and Disease Prediction
[IEEE] 2026-7-28 | FEViT: Frequency-Enhanced Vision Transformer for Interpretable Handloom and Powerloom Fabric Classification via Spectral and Structural Feature Learning
[IEEE] 2026-7-28 | Structure-Aware Multi-Agent Reasoning for Business Process Modeling with Large Language Models
[IEEE] 2026-7-28 | COMSOL-Based Comparative Analysis of Laminar Flow in Microchannel Geometries for Wearable Sweat Sensor Applications
[IEEE] 2026-7-28 | BERT-Based Named Entity Recognition for Candidate Information from Curriculum Vitae
[IEEE] 2026-7-28 | Dynamic Visual SLAM Based on Keyframe Semantic Update and Lightweight Mask Optimization
[IEEE] 2026-7-28 | Accelerating Radix Sort on AI Accelerators via Vector–Matrix Multiplication Units
[IEEE] 2026-7-28 | Mitigating the Cliff Effect in Wireless Image Transmission via Hybrid Constraint Length Joint Source-Channel Coding
[IEEE] 2026-7-28 | Adaptive Robust Reaction Null-Space Control for Free-Floating Space Manipulators Capturing an Unknown Payload
[IEEE] 2026-7-28 | 2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)
[IEEE] 2026-7-28 | IEEE Computer Society Career Center
[IEEE] 2026-7-28 | Model-Free Adaptive Formation-Containment Control for UAV–UGV Systems Under Fading Channels
[IEEE] 2026-7-28 | Identification of Plant Diseases via Light-weight Hierarchical Neural Networks
[IEEE] 2026-7-28 | Toward Robust Small-Category Segmentation in Class-Imbalanced Street Scenes
[IEEE] 2026-7-28 | "Whitening" technological and socio-technical black boxes: a co-design approach to a human-centered AI system
[IEEE] 2026-7-28 | Optimization of Range Search on Ordered Data Based on Learned Index Structures
[IEEE] 2026-7-28 | An Autonomous Agent Framework for Intelligent Code Review and Optimization Using Large Language Models
[IEEE] 2026-7-28 | Deep Learning-Based Stock Market Prediction Using LSTM and RNN with Technical Indicators
[IEEE] 2026-7-28 | Big Data: Building AI Agents with LLMs for Autonomous Interpretation of Equipment Sensor Data
[IEEE] 2026-7-27 | Passivity-Based Fractional-Order Control Design and Stabilization Using Gradient-Based Learning Approach
[IEEE] 2026-7-28 | Reliability-Aware Prompting for Diabetic Retinopathy Classification using Vision-Language Models
[IEEE] 2026-7-28 | Explainability-Guided Adversarial Attacks on Transformer-Based Malware Detectors using Control Flow Graphs
[IEEE] 2026-7-28 | A Multiloop State-Feedback Control Method for Fast Steering Mirror Based on SAKF-ZPETC and a State-Augmented Kalman Filter
[IEEE] 2026-7-28 | Two-Stage Collaborative Optimization for Heterogeneous Defect Prediction in Federated Learning
[IEEE] 2026-7-28 | Adaptive Cognitive Stress Profiling for Reasoning and Recovery Evaluation in AI-Based Interviews
[IEEE] 2026-7-28 | ConcordAI: A Multi-Agent Conversational System for Conflict Mediation
[IEEE] 2026-7-28 | Hybrid Feature-Aligned Knowledge Distillation for Lightweight Image Classification
[IEEE] 2026-7-28 | Acoustic Leak Detection Based on Multi-Feature Representation and Weighted Soft-Voting Fusion
[IEEE] 2026-7-28 | Spatio-Temporal Graph Neural Network for Intelligent EV Battery Fault Detection and Diagnostics
[IEEE] 2026-7-28 | Design and Fabrication of a Compact Koch inspired HexaStar Fractal MIMO Antenna for Ultrawideband Applications
[IEEE] 2026-7-28 | TAGPNet: Text-Anchored Generative Prototype Network for Few-Shot Radar Jamming Recognition
[IEEE] 2026-7-28 | Implementation and Evaluation of Late Stage Cooperative Multi-Object Tracking in Urban Scenarios
[IEEE] 2026-7-28 | Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra
[IEEE] 2026-7-28 | Deep Reinforcement Learning-Based CNN Pruning for Image Steganalysis
[IEEE] 2026-7-28 | NAP: Network-Aware Priority Scheduling for Efficient Distributed AI Training
[IEEE] 2026-7-28 | A Low-Cost, Scalable ENIG-PCB Electrode Platform with Reproducible Performance for Electrochemical Biosensing_supp1-3715189.pdf
[IEEE] 2026-7-28 | Committees
[IEEE] 2026-7-28 | Bandwidth Envelope Dynamic Reservation in Tactical Open Radio Access Network Slicing
[IEEE] 2026-7-28 | <i>TrafficFlowNet</i>
                    : A Neural Transport Model for Dynamic Traffic Flows
[IEEE] 2026-7-28 | SubsampledMPP: Efficient Distributional Pooling of Pathology Foundation Model Embeddings for Multi-Endpoint Lung Cancer Prediction
[ACM] 2026-7-27 | A Structured Application Database and Fast Evaluation Method for Civil Aircraft Crew Alerting Systems
[IEEE] 2026-7-27 | Parameter Estimation Method for Factorial Linear Dynamical Systems
[IEEE] 2026-7-27 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp3-3714831.mp4
[ACM] 2026-7-27 | Cross-Chain Arbitrage: The Next Frontier of MEV in Decentralized Finance
[ACM] 2026-7-27 | Offline Local Search for Online Stochastic Bandits
[ACM] 2026-7-27 | Stochastic Network Utility Maximization in Strategic Queueing Systems: A Game-Theoretic Approach
[IEEE] 2026-7-27 | Resource Allocation for Pinching-Antenna Systems: State-of-the-Art, Key Techniques and Open Issues
[IEEE] 2026-7-27 | Direct Nonlinear Approximation for Security Region Boundary of Integrated Energy Systems: A Polynomial Chaos Expansion Solution
[IEEE] 2026-7-27 | Table of Contents
[IEEE] 2026-7-27 | RESCUE-ISAC: Energy-Efficient Active–Passive Beamforming for Emergency UAV-ISAC in 6 G Networks
[IEEE] 2026-7-27 | Channel Modeling and Performance Analysis of UAV Systems Based on Lens Antenna Arrays
[IEEE] 2026-7-27 | Length-Compensated Synthesis-to-Geometry Mapping for Rectangular Waveguide Filters
[IEEE] 2026-7-27 | LEXI-SG: Monocular 3D Scene Graph Mapping with Room-Guided Feed-Forward Reconstruction
