[2026-02-12 09:35:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-11
正在获取论文...
[arXiv] 2026-02-11 | Initial Guesses for Multicomponent Mean-Field Methods: Assessment and New Developments
[IEEE] 2026-2-11 | A Non-intrusive Load Monitoring Using a VMD-EMD Signal Processing and BiGRU-BiLSTM Deep Learning Approach
[IEEE] 2026-2-11 | Algorithm of Data Generation for Transmission to the Operator During Manipulation Operations with a Limited-Bandwidth Communication Channel
[IEEE] 2026-2-11 | Dry Hot Rock Geothermal Energy Development and Utilization Technology:A Patent Landscape Review
[IEEE] 2026-2-11 | Copyright Page
[IEEE] 2026-2-11 | Research on Equivalent Inertia Prediction Method for Wind Turbine Generators Based on Temporal Convolutional Network and Multi-Head Attention Mechanism
[IEEE] 2026-2-11 | Research on Inertia and Additional Power Compensation Control of Photovoltaic Energy Storage DC Microgrid
[IEEE] 2026-2-11 | Energy Management for Fuel-Cell-Range-Extender Buses Based on Dynamic Programming and Neural Network
[IEEE] 2026-2-11 | Virtual Decomposition Based Safety-Critical Control with Joint Position Constraints for Multi-DOF Robotic Manipulator
[IEEE] 2026-2-11 | DynaRyde: Optimizing Public Transit with Dynamic Routing and User Requests
[IEEE] 2026-2-11 | Predefined time consensus of leader-follower multi-agent systems under reward mechanism
[IEEE] 2026-2-11 | UPEDM: Underground Parking Entrance/Exit Detection Method Based on Multi-Source Non-Visual Sensor Fusion
[IEEE] 2026-2-11 | Service Disruption of a Vehicular ECU Through UDS Extended Diagnostic Requests
[IEEE] 2026-2-11 | Benchmarking Transformer Models for Fine-Grained Assamese Hate Speech Detection in Social Media
[IEEE] 2026-2-11 | Program Committee
[IEEE] 2026-2-11 | Instance-Optimal Uniformity Testing and Tracking
[IEEE] 2026-2-11 | Bug Hunting in the RISC-V SoC: The 1
                    <sup>st</sup>
                    Integrated Circuit Security Challenge
[IEEE] 2026-2-11 | On the Impossibility of SNARGs with Short CRS : (or: Revisiting Gentry-Wichs Barrier in the Non-adaptive Setting)
[IEEE] 2026-2-11 | How Global Calibration Strengthens Multiaccuracy
[IEEE] 2026-2-11 | NNUF: Nearest Neighbor Union-Find Decoder for Quantum Error Correction
[IEEE] 2026-2-11 | Learning quantum Gibbs states locally and efficiently
[IEEE] 2026-2-11 | A Throughput-Enhanced Voltage-Domain Non-Volatile CIM Architecture with Pipelined Compute-Quantize Operation and Two-Step Sub-Ranging ADC
[IEEE] 2026-2-11 | A High-Voltage, High-Output-Current Rail-to-Rail Operational Amplifier with Integrated Protection Circuits
[ACM] 2026-2-11 | Advanced Review of Technological Explainable AI (XAI): Innovations, Applications, and Prospects in Medical Sciences
[IEEE] 2026-2-11 | Influence of digital marketing strategies and customer loyalty in an entertainment company in Trujillo
[IEEE] 2026-2-11 | Interannual Dynamics of Thermal Conditions in the Kuril Islands Region And Changes in Sardine And Saury Aggregation Site Formation
[IEEE] 2026-2-11 | Digitalisation in Reverse Logistics: Risk Strategies for Circular Supply Chains
[IEEE] 2026-2-11 | Evaluating Deep Learning Architectures for Decision Support in Early CRC Detection
[IEEE] 2026-2-11 | Modification of the Inverse Dynamics Algorithm for an Underwater Multilink Manipulator
[IEEE] 2026-2-11 | Non-Invasive Diagnosis of Huntington's Disease Through EEG Signal Interpretation and Deep Learning
[IEEE] 2026-2-11 | Artificial Intelligence and Customer Experience: A Systematic Review Across Industries 2021 - 2025
[IEEE] 2026-2-11 | Aggregator Scheduling and PV Utilization Optimization Strategies for Low-Density EV Regions
[IEEE] 2026-2-11 | A Source–Grid Coordinated Planning Model Integrating Grid Strength Constraints
[IEEE] 2026-2-11 | Multi-electrode suction cup based probe with surgical margin visualization for minimally invasive surgery
[IEEE] 2026-2-11 | AgriBot: A Hexapod-Based Autonomous Robot for Precision Agriculture and Sustainable Farming
[IEEE] 2026-2-11 | A Resilient Federated Learning Framework for Privacy-Preserving Smart Cities
[IEEE] 2026-2-11 | ‘DAANSETU’ a Machine Learning-Based Platform for Enhancing NGO-Donor Interactions
[IEEE] 2026-2-11 | EEG-Powered Brain-Computer Interface for 3D Hand Gesture Control
[IEEE] 2026-2-11 | Faster Mixing of the Jerrum-Sinclair Chain
[IEEE] 2026-2-11 | Breaking a Long-Standing Barrier: 2-ε Approximation for Steiner Forest
[IEEE] 2026-2-11 | Modular NAS Protocol Design for 6G
[IEEE] 2026-2-11 | DeepRS: LLM-Driven Deep Reasoning for Multi-Granularity Remote Sensing Scene Interpretation
[IEEE] 2026-2-11 | Multi-Scale Attention and Adaptive Loss for Blood Cell Detection
[IEEE] 2026-2-11 | FOOOF-Based EEG Spectral Parameterization for Automated Consciousness Assessment
[IEEE] 2026-2-11 | Transfer Learning for LiDAR-based Roadside 3D Object Detection by Leveraging Multi-Source Vehicle-Side Detectors
[IEEE] 2026-2-11 | CRAR: Coherent Risk-Aware Regulation for DRL-Based Mapless Robot Navigation
[IEEE] 2026-2-11 | Human-Agent Collaborative Wargame Decision-Making Via Reinforcement Learning
[IEEE] 2026-2-11 | A Differential Game Approach to Collision-Aware Multi-Agent Target Defense in 3D UAV Systems
[IEEE] 2026-2-11 | Analytical Derivation of the Permissible Initial Position Error Region of a Cylindrical Part for Grasping with a Rotary Chuck-type Three-Fingered Hand
[IEEE] 2026-2-11 | Deep Reinforcement Learning based Control Design for Aircraft Recovery from Loss-of-Control Scenario
[IEEE] 2026-2-11 | Rapid Fault Detection Strategy for Synchronous Generators Connected to The Power Grid
[IEEE] 2026-2-11 | Edge-Aware Dual-Stream Dynamic Fusion Network for Building Extraction in Remote Sensing Images
[IEEE] 2026-2-11 | An Efficient Fast Beamforming Algorithm for Sidelobe Suppression and Gain Loss Limitation
[IEEE] 2026-2-11 | S
                    <sup>2</sup>
                    -DETR: Hierarchical Sparse-to-Spatial Attention Enhanced DETR for Traffic Participant Detection in Sparse Autonomous Driving Scene
[IEEE] 2026-2-11 | Tracking Fast by Learning from Slow: An Event-based Hand Tracker Leveraging Knowledge in RGB Domain
[ACM] 2026-2-11 | Construction of a diagnostic model for Osteosarcopenia based on metabolomics-imaging feature fusion and biomarker screening
[ACM] 2026-2-11 | AI-Based Personalized Correction for Refractive Errors through Integration with Refractive Surgery
[IEEE] 2026-2-11 | Forecasting Population Trends and Socioeconomic Impacts in Asian Tiger Economies Using Stochastic and Machine Learning Models
[IEEE] 2026-2-11 | Black Start of the Islanded Microgrid with Grid-forming PMSG-based Wind Turbines As Main Power Sources
[IEEE] 2026-2-11 | HDFE-net: A Novel Approach for Medical Skeletal Point Cloud Registration
[IEEE] 2026-2-11 | Retraction Notice: Prevention of Rushing Attack in AOMDV using Random Route Selection Technique in Mobile Ad-hoc Network
[IEEE] 2026-2-11 | Retraction Notice: Advancements in Cloud-Based Solution for Medical Imaging: A Survey
[IEEE] 2026-2-11 | Retraction Notice: A Robust medical data sharing application with a collaborative hypothesis and Elastic net regression model
[IEEE] 2026-2-11 | Multi-objective Optimization of Energy Hubs and Pareto Front Decision Making Using Large Language Models
[IEEE] 2026-2-11 | Combining Variable Admittance with Finite-Time Sliding Mode Control for a Pediatric Gait Exoskeleton: A Human-in-the-Loop Framework
[IEEE] 2026-2-11 | Blockchain-Enabled and Multiple Linear Regression-Assisted Energy Trading Framework for Electric Vehicles in Next-Generation Smart Grids
[IEEE] 2026-2-11 | Event-Triggered Polynomial Model Predictive Control for Multi-Agent Navigation
[IEEE] 2026-2-11 | Relative Side-Bearing Angle-Based Circumnavigation of a Target Using Unmanned Aerial Vehicle with Boundary Constraints
[IEEE] 2026-2-11 | Securing the Industrial Control Systems: A Layered Perspective on Cyber Threats and Countermeasures
[IEEE] 2026-2-11 | A review of the role of smart metering systems in electricity distribution networks in Isfahan province, situations and challenges
[IEEE] 2026-2-11 | Retraction Notice: Proficient energy hole prevention scheduling in Wireless Sensor Networks
[IEEE] 2026-2-11 | Retraction Notice: Analysis of the Data from the Twitter account using Machine Learning
[IEEE] 2026-2-11 | Preface
[IEEE] 2026-2-11 | OmniHD-Scenes: A Next-Generation Multimodal Dataset for Autonomous Driving
[IEEE] 2026-2-11 | HFLAD: AI-Driven Hierarchical Fusion Learning for Predictive Anomaly Detection in Consumer-Centric Systems
[IEEE] 2026-2-11 | Neural Network Augmented Koopman Explicit Model Following Control for Robotic Manipulators
[IEEE] 2026-2-11 | A Novel Filtering Antenna via Electric and Magnetic Coupling on a Transversal Topology
[IEEE] 2026-2-11 | Bézier Curve-Based Optimization Framework for Multirobot Motion Planning in Unknown Environments
[IEEE] 2026-2-11 | A hybrid classical quantum framework for electromagnetic interference analysis and optimization in network cables
[IEEE] 2026-2-11 | A High Efficiency Doherty Power Amplifier MMIC with Active Second Harmonic Injection Technique
[IEEE] 2026-2-11 | Query-Efficient Fixpoints of ℓ
                    <sub>p</sub>
                    -Contractions
[IEEE] 2026-2-11 | Predictive Modelling for Chronic Kidney Disease
[IEEE] 2026-2-11 | Forecast-Based Decision Support System Design for Small-Scale Agriculture: A DMADV Case Study from Northern Thailand
[IEEE] 2026-2-11 | Research on Transient Characteristics Simulation Test and Field Test of Grid-forming SVG
[IEEE] 2026-2-11 | Method for Correcting the Position, Orientation and Velocity of End-Effector of Underwater Multilink Manipulators
[IEEE] 2026-2-11 | Smart Public Toilet with Solar Power for Sustainable and Energy-Efficient Operation
[IEEE] 2026-2-11 | Facial Expression-Driven Music Recommendation Using Convolutional Neural Networks and Gradio Interface Integration
[IEEE] 2026-2-11 | Automated X-Ray Image Stitching for Enhanced Medical Diagnostics and Visualization
[IEEE] 2026-2-11 | Solar Powered Automatic Farming Sling with an Inbuilt Irrigation System
[IEEE] 2026-2-11 | Diabetic Retinopathy Detection: An Approach Using Different CNN Architectures
[IEEE] 2026-2-11 | Resilience-by-Design: Challenges and Practitioner Needs in the Design of Resilient Automotive Systems Architectures – Findings from a Qualitative Interview Study
[IEEE] 2026-2-11 | Self-Adaptive Defect Prediction in Software Systems Using Deep and Reinforcement Learning
[IEEE] 2026-2-11 | Joint Identification of Encoders and Interleavers Using Deep Learning with Hardware Validation
[IEEE] 2026-2-11 | Coverage-Aware Federated Learning in Multi-Hop Drone Networks via Distributed Participant Selection
[IEEE] 2026-2-11 | CR-LSO: Convex Neural Architecture Optimization in the Latent Space of Graph Variational Autoencoder With Input Convex Neural Networks
[IEEE] 2026-2-11 | Undirected Multicast Network Coding Gaps via Locally Decodable Codes
[IEEE] 2026-2-11 | Overcomplete Tensor Decomposition via Koszul-Young Flattenings
[IEEE] 2026-2-11 | Towards True Work-Efficiency in Parallel Derandomization: MIS, Maximal Matching, and Hitting Set
[IEEE] 2026-2-11 | PASAformer: Cerebrovascular Disease Classification with Medical Prior-Guided Adapter and Pathology-Aware Sparse Attention
[IEEE] 2026-2-11 | Output Feedback Asynchronous Fuzzy SMC of Nonlinear Markov Jump Systems via Hidden Mode Detections
[IEEE] 2026-2-11 | Optimizing Deep Learning Architectures for Diabetic Retinopathy Detection: A Comparative Study of CNN and ResNet-50 with ADAM and SGDM
[IEEE] 2026-2-11 | A Visual-Loss Reconstruction and Re-Initialization SLAM Algorithm Fusing IMU and Wheel Encoder Data
[IEEE] 2026-2-11 | Non-Singular Terminal Sliding Mode Tracking Control Technology of Piezopositioning Stages
[IEEE] 2026-2-11 | An Airborne based Electricity Verification System for Transmission Lines under Contactless Conditions
[IEEE] 2026-2-11 | Experimental System for Full-Lifecycle Performance Evaluation of Elevator Brakes
[IEEE] 2026-2-11 | PG-TAF: Perceptually-Guided Graphs and Type-Aware Fusion for Multi-Agent Trajectory Prediction
[IEEE] 2026-2-11 | Spiral Bionic Soft Robot: A Novel Bionic Grasping System Based on Logarithmic Spiral Structure and Adaptive Control
[IEEE] 2026-2-11 | Research on RBF Neural Network-Based Adaptive PD Control for Rapid and Precise Cooperative Control of Underwater Dual-Manipulators
[IEEE] 2026-2-11 | Advantages of E-Trailers
[IEEE] 2026-2-11 | Leader-follower Joint Optimization of Processing Machines and Overhead Hoist Transfer Based on Nested Genetic Algorithm
[IEEE] 2026-2-11 | Resilient PID Control for Power Grids under Decentralized Stochastic Event-Triggered scheme
[IEEE] 2026-2-11 | Characterisation of Multilayer PVC Gel Actuator for Resting Tremor
[IEEE] 2026-2-11 | Fault Diagnosis for Power Converters via Dual-channel Time-frequency Transform and Machine Learning
[IEEE] 2026-2-11 | Tabular Data Adapters: Pseudo-Labeling Unlabeled Private Tabular Data for Outlier Detection
[IEEE] 2026-2-11 | Adaptive Edge-Guided Fusion Network for Remote Sensing Image Change Detection_supp1-3662709.docx
[IEEE] 2026-2-11 | Explaining customer churn through unified perturbation-based XAI soft computing
[IEEE] 2026-2-11 | FairRFL: Fair and Robust Federated Learning in the Presence of Selfish Clients
[IEEE] 2026-2-11 | NeuroCLIP: A Multimodal Contrastive Learning Method for rTMS-treated Methamphetamine Addiction Analysis
[IEEE] 2026-2-11 | Adaptive Selecting in Clustered LEO Systems: Direct or Cooperative Communication?
[ACM] 2026-2-11 | Adaptive Co-Operative Prompting and Uncertainty-Aware Implicit Knowledge Enhancement for Cross-Modal Retrieval
[IEEE] 2026-2-11 | Online Edge Coloring: Sharp Thresholds
[IEEE] 2026-2-11 | Towards Reliable Skin Cancer Screening: A Multi-Model Deep Learning Approach on Dermoscopic Images
[IEEE] 2026-2-11 | Accelerating Neural Convergence via Quantum-Classical Hybrid Feature Embedding
[IEEE] 2026-2-11 | A Context-Aware Gray Box Framework for Hybrid Mobile Application Testing
[IEEE] 2026-2-11 | The Nexus of SME Supply Chain Finance and Blockchain technology: A Grounded Theory approach
[IEEE] 2026-2-11 | Explanation of the Poultry Disease Recognition Model Using VGG19 with Grab-CAM
[IEEE] 2026-2-11 | 3D Object Detection with ToF-Sensorfusion for Human-Robot Collaboration
[IEEE] 2026-2-11 | Domain Knowledge-Based Prompt with Anomaly Saliency MAP for Anomaly Detection in Medical Imaging
[IEEE] 2026-2-11 | Cyclic Analysis of Collaborative Scheduling for Load Lock Modules in Cluster Tools With Equipment Front-End Module
[IEEE] 2026-2-11 | Conference Committee
[IEEE] 2026-2-11 | Harnessing Artificial Intelligence for Strategic Management: Transforming Decision-Making, Agility, and Competitive Advantage
[IEEE] 2026-2-11 | AI Metaverse in Healthcare: Opportunities, Challenges, and Future Directions
[IEEE] 2026-2-11 | Advancements in Hybrid Deep Learning for Stroke Classification: A Comprehensive Review of Genetic Algorithms and Bilstm Networks
[IEEE] 2026-2-11 | Deep Learning in Healthcare
[IEEE] 2026-2-11 | A Framework for Emergency Situational Awareness: Formal Representation, Modeling and Validation
[IEEE] 2026-2-11 | Enhancing Automation in Robotic Coreless Filament Winding through Camera-based Teach-in
[IEEE] 2026-2-11 | ICOS 2025 Cover Page
[IEEE] 2026-2-11 | Estimation of Steady-State Speed of AUV Motion Based on Rotation Frequency of Cruise Thrusters
[IEEE] 2026-2-11 | Intelligent YOLOv11 Multi Sensor Image Analysis for Maritime Search and Rescue on Unmanned Surface Vehicles
[IEEE] 2026-2-11 | Understanding Stakeholder Perspectives on Online Education: A Data-Driven Approach
[IEEE] 2026-2-11 | Evaluating Sequential Deep Learning Networks for Next Word Prediction: A Focus on LSTM and RNN
[IEEE] 2026-2-11 | Exploring circular economy and business models across countries: A Systematic Review
[IEEE] 2026-2-11 | X-Change: An RGB-Inspired Spectral-Aware Framework for Multi-Task and Explainable Change Captioning
[IEEE] 2026-2-11 | BoostTransformer: A Lightweight Transformer for Remote Sensing Image Captioning
[IEEE] 2026-2-11 | Inverse Reinforcement Learning via a Modified Kleinman Iteration Approach
[IEEE] 2026-2-11 | MeG-DiffSAR: Diffusion-Guided Synthesis of Realistic SAR Sea-Ship Scenes
