[2026-08-21 03:05:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-20
正在获取论文...
[arXiv] 2026-08-20 | A Fully Automated, Deployment-Aware Testing Pipeline for IoT-Based Automotive Applications
[arXiv] 2026-08-20 | Rethinking the Evaluation and Optimization of LLM-Based Social Simulation
[arXiv] 2026-08-20 | Clique number and triangle densities in $C_4$-free graphs
[arXiv] 2026-08-20 | Accelerating Performance Inference over Closed Systems by Asymptotic Methods
[arXiv] 2026-08-20 | Geometric phase of open paths and a geodesic-selection rule at a level degeneracy
[arXiv] 2026-08-20 | Reachability-based Time-domain Distance Protection
[arXiv] 2026-08-20 | Escaping the Quicksand: A Call to Arms
[arXiv] 2026-08-20 | World-Model-Grounded LLM Planning for AUV and ASV Navigation Near Offshore Wind Farms
[arXiv] 2026-08-20 | Twisted magnon frequency combs in ferromagnetic nanorings
[arXiv] 2026-08-20 | Time-Uniform Self-Normalized Concentration for Discounted Least Squares: Limits and Corrections
[arXiv] 2026-08-20 | Convex cocompact right-angled Gromov-Thurston polyhedra
[arXiv] 2026-08-20 | Digital Tides: A Fluid-Dynamic Framework for Flux-Aware Infrastructure Provisioning in UAV Logistics Networks
[arXiv] 2026-08-20 | Curvature-Calibrated Quasi-Bayesian Updating for Moment-Restricted Models
[arXiv] 2026-08-20 | Palette Sparsification for General Uniform Hypergraphs
[arXiv] 2026-08-20 | Mitigating Identity Essentialism in LLM Agents with Longitudinal Life Trajectories
[arXiv] 2026-08-20 | Arithmetic partial differential operators on ramified extensions of $\ZZ_p$
[arXiv] 2026-08-20 | The integer point enumerator of one irrational translate of P is a complete invariant
[arXiv] 2026-08-20 | A stochastic dose-response framework for environmentally persistent pathogens
[arXiv] 2026-08-20 | SSR-GRPO: Integrating Supervision and Semantic IDs into Reinforcement Learning for Dense Retrieval in E-commerce
[arXiv] 2026-08-20 | The Verification Gap in Networked Physical AI: A Post-Semantic Communication Framework
[arXiv] 2026-08-20 | Dynamic Pseudogap Model
[arXiv] 2026-08-20 | Characterizing the temporal evolution of Biermann-battery-driven magnetic reconnection in laser-ablated plasmas
[arXiv] 2026-08-20 | Strict Concavity of the Torsion Function for the Restricted Half-Laplacian in Bounded Convex Domains
[arXiv] 2026-08-20 | Optimal Extension Regularity at the McVittie Event Horizon
[arXiv] 2026-08-20 | Free Energy of Non-uniform Disordered Superconductors
[arXiv] 2026-08-20 | The Complexity of Boolean Connectivity Problem of $k$-Horn Formulas
[arXiv] 2026-08-20 | Photon bremsstrahlung from heavy quarks in a dense nuclear matter
[arXiv] 2026-08-20 | Computing transient probabilities in Markovian queues with balking conditional on a fixed number of joined customers
[arXiv] 2026-08-20 | An end-to-end differentiable transient vapor-compression framework for automated machine sizing and unified optimal control
[arXiv] 2026-08-20 | The lattice of abstract elementary classes of modules
[arXiv] 2026-08-20 | Continuous Adversarial MeanFlow Transfer
[arXiv] 2026-08-20 | CVSD-Reg: Cross-Modal Visual Semantic Prior Distillation for Robust LiDAR Registration
[arXiv] 2026-08-20 | AEGIS: Attention-Embedding Gradient Isolation Shield - Triple-Channel Gradient Masking for Privacy-Preserving Federated LLM Fine-Tuning
[arXiv] 2026-08-20 | Group-theoretic treatment of strong light-matter coupling with an arbitrary number of excitations
[arXiv] 2026-08-20 | An Optical Illusion: High Electron Densities Create Extremely Metal-Poor Galaxy Impostors
[arXiv] 2026-08-20 | Production of quarkonium pairs via the fragmentation mechanism
[arXiv] 2026-08-20 | Correspondence between hydrodynamic frames, transport coefficients, and hydrodynamic modes in relativistic fluids
[arXiv] 2026-08-20 | A comparison between ceiling-mounted FMCW, IR-UWB and Wi-Fi radar for in-bedroom human activity monitoring and sleep interruption detection
[arXiv] 2026-08-20 | An Agentic Approach for Active Data Collection, Travel Behavior Modeling, and Weather-Sensitive Demand Prediction
[arXiv] 2026-08-20 | Complete Symbols of Equivariant Pseudodifferential Operators on Noncompact Symmetric Spaces
[arXiv] 2026-08-20 | Parallel Quantum Advantage with Limited Adaptivity Requires Structure
[arXiv] 2026-08-20 | Transient Early Dark Energy-Like Dynamics as a Mechanism for Enhanced Early Structure Formation in the JWST Era
[arXiv] 2026-08-20 | The Honeycomb Framework for Code Bounds
[arXiv] 2026-08-20 | Quantum-mechanical wave functions in singular potentials: linear and nonlinear states
[arXiv] 2026-08-20 | Point Spread Function Engineering Using Implicit Neural Representations
[arXiv] 2026-08-20 | Analytical Solutions of the Generalized Klein-Gordon Oscillator in Som-Raychaudhuri Space-Time via the Extended Nikiforov-Uvarov Method
[arXiv] 2026-08-20 | Optimal regularity of stable harmonic maps to spheres
[arXiv] 2026-08-20 | Catching the Rug: Early Prediction of Fraudulent Memecoins on Solana via Machine Learning
[arXiv] 2026-08-20 | Systole Increasing Deformations to Maximal Translation Surfaces
[arXiv] 2026-08-20 | Generalized Polytropic Regular Black Holes in Arbitrary Dimensions
[arXiv] 2026-08-20 | An adaptive and conservative low-rank IMEX solver for the hybrid ion Vlasov-Fokker-Planck and fluid electron system
[ACM] 2026-8-20 | Turning Students into Neurons — Evaluating an Embodied CS Unplugged Learning Activity on Neural Networks
[ACM] 2026-8-20 | Beyond Manipulation: How Users Perceive Harmful AI Chatbot Interactions
[ACM] 2026-8-20 | From Interview to Persona: A Transparent Workflow for Learner-Centered Educational Technology Design
[ACM] 2026-8-20 | Intent-Aware Backchanneling for Active Listening in Human-Robot Interaction
[ACM] 2026-8-20 | “Let Me Take That Back”: Designing and Testing Deletion Interfaces for Human-AI Interaction
[IEEE] 2026-8-20 | Dual-Constrained Compliant Assembly Strategy for Micro Thin-Walled Parts Based on Gripping and Contact Forces
[IEEE] 2026-8-20 | A New Configuration for a Solid-State Bipolar Nano-Second Pulse Generator
[IEEE] 2026-8-20 | An Efficient High-Frequency Isolated Buck DC-DC Converter for DC-DVR Applications
[IEEE] 2026-8-20 | Finite time observers using integrations for sensorless control of electrical machines
[IEEE] 2026-8-20 | Analysis of Super-Gaussian Cascaded WSS Filter Transfer Functions for 400 and 800 Gbit/s Coherent Metro Networks
[IEEE] 2026-8-20 | Large-Range XY Compliant Platform Decoupled based on Reinforcement Learning*
[IEEE] 2026-8-20 | Development of a High-Voltage Gain DC-DC Converter with Integrated Three-Winding Coupled Inductor for Low-Power Renewable Energy Applications
[IEEE] 2026-8-20 | Design and Fabrication of Slotted Surface-Grating DFB Lasers at 1550 nm
[IEEE] 2026-8-20 | Statistically Optimal First-Order Sliding-Mode Control under Gaussian Measurement Noise
[IEEE] 2026-8-20 | Aperiodic Frequency-Agile Signal Generation Based on Optoelectronic Hybrid Oscillator
[IEEE] 2026-8-20 | Decentralized Federated Learning for Heterogeneous Multi-Task Semantic Communication
[IEEE] 2026-8-20 | A Deterministic PPG-Based Algorithm for Obstructive Sleep Apnea Detection
[IEEE] 2026-8-20 | CUBIC++: Empirical Fine-Tuned CUBIC
[IEEE] 2026-8-20 | Hierarchical Biomarker Modeling for Facial Paralysis Assessment and Rehabilitation Monitoring
[IEEE] 2026-8-20 | User Mobility Demands Near-Field Communications in Terahertz-Band Wireless Networks Beyond 6G
[IEEE] 2026-8-20 | Understanding Stylistic and Syntactic Backdoor Attacks in Text Classification
[IEEE] 2026-8-20 | Toward Large-Scale and Interoperable Smart Home Emulator with Cyreal Framework
[IEEE] 2026-8-20 | Sliding Mode Control on Time Scales: Graininess-Induced Quasi-Sliding Under Asynchronous Sensing
[IEEE] 2026-8-20 | Sliding Mode-based Position Control of Wave Propelled Platforms
[IEEE] 2026-8-20 | Data-driven Estimation of Force and Location along FBG-integrated Flexible Instruments
[IEEE] 2026-8-20 | Boundary-Evolved Optimization for Compliant Mechanism Design: Principles, Verification, and Applications
[IEEE] 2026-8-20 | Energy-Efficient State Estimation with 1-Bit Sensing: A Bussgang-Kalman Framework for Internet of Things
[IEEE] 2026-8-20 | A Compensation Algorithm Based on Dual-Threshold Differential Peak Detection for Wide-Range Neutron Measurement with Proportional Counters
[IEEE] 2026-8-20 | Joint Average Fusion and Spatial Registration: GA-Based Distributed Multi-Target Tracking
[IEEE] 2026-8-20 | Design, Analysis, and Demonstration of a Low-Profile Dual-Polarized Millimeter-Wave Liquid Crystal-Based Phased Array with Fast Response Based on Corporate-Series Feeding Strategy
[IEEE] 2026-8-20 | IEEE Member Discounts Program
[IEEE] 2026-8-20 | Self-Powered High-Performance Solar-Blind/Near Ultraviolet Dual-Band Photodetector Based on
                    <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /CuAlO
                    <sub>2</sub>
                    Heterojunction
[IEEE] 2026-8-20 | Hybrid Modeling Approach for Multicoil Torque Prediction of Spherical Reluctance Motor
[IEEE] 2026-8-20 | Data-Driven Lagrangian Optimization for O-RAN Efficiency
[IEEE] 2026-8-20 | Designing LLM Agents for Output Checking in Research Data Centers: Disclosure Risk and Output Validation
[IEEE] 2026-8-20 | Impact of Smartphone Use on Health and Academic Performance Among University Students: Evidence from the University of Sharjah
[IEEE] 2026-8-20 | Identification of Clutch Pressure Plate Types Using Computer Vision
[IEEE] 2026-8-20 | Dynamic Multi-View Semi-Supervised Classification via ODE-Enhanced Graph Convolutional Networks
[IEEE] 2026-8-20 | Transferability of the GCG Attack Across LLMs: Correlation with Attention Similarity and Transfer Rate Prediction
[IEEE] 2026-8-20 | Decentralized Intent-Based Multi-Robot Task Planner with LLM Oracles on Hyperledger Fabric
[IEEE] 2026-8-20 | SEP Analysis of a Low-Resolution SIMO System with
                    <i>M</i>
                    -PSK over Fading Channels
[IEEE] 2026-8-20 | TraceStructRepair: Effective Diagnostic Representation for Context-Limited Automated Program Repair
[IEEE] 2026-8-20 | Intelligent Path Planning and Robust Tracking of Microrobots in Complex Vascular Networks
[IEEE] 2026-8-20 | LLM-Based Data Generation and Augmentation for Rust Vulnerability Detection
[IEEE] 2026-8-20 | Multi-category Cross-subject Hand Gesture Recognition Based on Spatiotemporal Decoding via A-mode Ultrasound Sensing
[IEEE] 2026-8-20 | Cloud-Assisted Zero Trust Architecture for CPS Actuators Using a Trust-Lease Extension of ZeTiots-FW
[IEEE] 2026-8-20 | Transformer-based Offline Reinforcement Learning for Intelligent Torpedo Evasion in Autonomous Underwater Vehicles
[IEEE] 2026-8-20 | Orthodontic Extraction Decision Support Using Deep Learning on Lateral Cephalometric Radiographs
[ACM] 2026-8-20 | Combining Thinking Aloud and Eye Tracking
[ACM] 2026-8-20 | Inclusive CS Education in K-12 Classrooms: A Seminar for Prospective CS Teachers
[IEEE] 2026-8-20 | Knowledge Graph-Based AI Framework for Predicting Nutritional and Health Impacts of Food Ingredients
[IEEE] 2026-8-20 | An Ultra High Gain Double-Dual-Boost DC–DC Converter Based on Switched Inductor Cells and Ripple Mitigation Technique
[IEEE] 2026-8-20 | LPTV Structure-Constrained Kalman Filter for OFDM Channel Estimation in Power Line Communications
[IEEE] 2026-8-20 | Design of a Compact XYZ Flexure-Based Nanopositioning Stage for Silicon Photonic Coupling with a Large Moving Platform and Low Cross-Axis Coupling
[IEEE] 2026-8-20 | Online Power Coefficient Estimation in Wind Turbines via Adaptive Sliding-Mode Observers
[IEEE] 2026-8-20 | Two-Stage Pattern-Based Fast Reconfiguration for Optical-Switched AI Datacenter Networks
[IEEE] 2026-8-20 | Dual Point Temperature Sensing Using Cascaded Phase-shifted Fiber Bragg Gratings and A Convolutional Neural Network
[IEEE] 2026-8-20 | Effect of Weakly Correlated Crystallizations: Quantitative Characterization in GaAs/Si Heteroepitaxial material
[IEEE] 2026-8-20 | On the adaptive stabilization of MIMO systems with uncertain control direction
[IEEE] 2026-8-20 | Performance Analysis of NOMA-Based Ultraviolet Communication Systems with Imperfect SIC
[IEEE] 2026-8-20 | Weighting-Factor-Free Model Predictive Torque Control of Induction Motors Driven by a 3L-NPC Voltage Source Inverter
[IEEE] 2026-8-20 | Accurate Demodulation in MEMS Fabry-Perot Pressure sensor via Autoencoder-Based Spectral Learning and Temporal Convolutional Networks
[IEEE] 2026-8-20 | High-efficiency edge coupler for hybrid integration of distributed feedback lasers
[IEEE] 2026-8-20 | Performance Analysis of LMS Adaptive Equalizer for Optical Communication in Three Typical Scenarios
[IEEE] 2026-8-20 | Robust High-Performance Control using Nonlinear Sliding Surface: A Case Study on Depth Control of an Autonomous Underwater Vehicle
[IEEE] 2026-8-20 | A Method to Decrease the Voltage Stress on the Rectifier and Transformer of High Voltage High Power Converters Caused by the Output LC Filter
[IEEE] 2026-8-20 | An Independent Rise-Time Control Scheme for Voltage and Current in IGBTs under Quasi-Zener Loads
[IEEE] 2026-8-20 | Performance Analysis of AFDM-IM LiDAR-ISAC Waveforms under Composite FSO Channels
[IEEE] 2026-8-20 | High-Stability Laser Driving and Temperature Control System for Sensing Applications
[IEEE] 2026-8-20 | Voltage-Frequency Control of Standalone Single-Phase Inverter Based on Adaptive Backstepping Controller with State and Nonlinear Disturbances Observers: An Experimental Validation
[IEEE] 2026-8-20 | A Definition of Discretization Chattering in Affine-Input SISO Systems
[IEEE] 2026-8-20 | A Biomimetic Human-Robot Interface for Natural Cooperative Ankle Movement in Healthy and Post-Stroke Subjects
[IEEE] 2026-8-20 | RV-KEM: A RISC-V ISE-Accelerator for ML-KEM on Lightweight IoT Cores
[IEEE] 2026-8-20 | Location-Based Wi-Fi AP Discovery Optimization for Vehicle-to-Infrastructure Communication
[IEEE] 2026-8-20 | SemTFT: When Semantics Meet Intermittent Demand Forecasting
[IEEE] 2026-8-20 | Application of Machine Learning Techniques on Prostate Cancer Genomics Data for Clustering and Classification
[IEEE] 2026-8-20 | Temporal Decomposition with Selective Fixing and Relaxation for Fast Distributionally Robust Unit Commitment
[IEEE] 2026-8-20 | Wavelength-shift-free reconfigurable multilevel optical switching using a SbSe-based nanobeam cavity_supp1-3723082.docx
[IEEE] 2026-8-20 | Stable Handoff Method using Staged Decisions for Wireless LAN Systems
[IEEE] 2026-8-20 | Local Frequency-Guided Peak Extracting Transform for Reflection Interface Identification in Deep Carbonate Reservoirs
[IEEE] 2026-8-20 | LSTM-PPO: A Hybrid Deep Reinforcement Learning Framework with Asymmetric Reward Engineering for Real-Time Intrusion Detection in IIoT and SCADA Networks
[IEEE] 2026-8-20 | DP
                    <sup>2</sup>
                    -RAG: An Efficient Full-Process Differential Privacy Implementation in Retrieval-Augmented Generation
[IEEE] 2026-8-20 | Largely Constrained Noise-guessing Decoding of Short LDPC codes
[IEEE] 2026-8-20 | ABCD: Active Buildings with Computing, Distributed Sensing, and Secure Edge Collaboration for Autonomous Hazard Mitigation
[IEEE] 2026-8-20 | Multimodal Rumor Detection and Dynamic Intervention: A Deep Learning and Reinforcement Learning Approach
[IEEE] 2026-8-20 | Position Estimation via a Single LEO Satellite based on Pseudorange and Doppler Measurements
