[2026-06-11 23:22:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-10
正在获取论文...
[arXiv] 2026-06-10 | Adaptive, efficient, and scalable water wave modeling with dispersive hyperbolic systems
[IEEE] 2026-6-10 | Alongamento passivo de alta intensidade no músculo antagonista gera alterações no comportamento das unidades motoras do músculo agonista durante contração isométrica? Um estudo preliminar
[IEEE] 2026-6-10 | Welcome
[IEEE] 2026-6-10 | Message from the Publication Chair 2026 IEEE World Engineering Education Conference (EDUNINE)
[ACM] 2026-6-10 | The Complexity of Symmetric Bimatrix Games with Common Payoffs
[IEEE] 2026-6-10 | System-Level Coordinated Control Model of Energy Storage Systems for Grid Security and Stability Analysis
[IEEE] 2026-6-10 | Reconstruction of Scan Scintigraphy and SPECT Images Using an Enhanced Iterative Blind Deconvolution Algorithm
[IEEE] 2026-6-10 | An Interpretable and Efficient KNN-Based Approach for Object Segmentation
[IEEE] 2026-6-10 | Interactive Graphical User Interface for Spectral Doppler Simulation and Experimentation
[IEEE] 2026-6-10 | A Distribution Network Situation Awareness Method Based on Multi-Time-Scale Hybrid Measurements
[IEEE] 2026-6-10 | Research on Control Strategy for Seamless Transition Between Grid-Connected and Islanded Modes
[IEEE] 2026-6-10 | An Intra-Area VSC-HVDC Back-to-Back Retrofit Scheme Based on Transfer Impedance
[IEEE] 2026-6-10 | CO
                    <sub>2</sub>
                    emission prediction based on the Type 2 Fuzzy Recurrent Neural Network (T2FRNN)
[IEEE] 2026-6-10 | System Hang reduction on TEL Track Act8 Tools: A Case Study on Legacy Slave HDD Failure
[IEEE] 2026-6-10 | AI-Enhanced Learning Environments to Foster Communicative Competence in French. A Mixed-Methods Study with STEAM Students
[IEEE] 2026-6-10 | A Hierarchical Carbon Emission Factor Correction Method Considering Non-Grid-Connected Electricity
[IEEE] 2026-6-10 | Study on Si-contamination in Developable BARC (DBARC) in High-K Metal Gate Process
[IEEE] 2026-6-10 | Intelligent Modeling for Deriving Human Lens Stiffness Based on Patients’ Demographic Features with Outcome in Phacoemulsification Surgery
[IEEE] 2026-6-10 | Quantum Enhanced Data-driven Learning for Defect Reduction in Etching Process
[IEEE] 2026-6-10 | First-Year Engineering Design: Active Learning with Rockets, Simulation, and AI
[IEEE] 2026-6-10 | The Development of Foundations of Open Practices Online Courses
[IEEE] 2026-6-10 | Fast Partitioning Strategy for Three-Phase Unbalanced Distribution Networks Based on Electrical Coupling Strength
[IEEE] 2026-6-10 | Joint Frequency-Phase Estimation of Power Grid Signals Based on Frequency-Domain Attention Mechanism and Kalman Filter Synergy
[IEEE] 2026-6-10 | A Learning Framework for Control Systems in Manufacturing Processes Using the FrED Platform
[IEEE] 2026-6-10 | Multi-Time-Scale Flexible Regulation Capability Evaluation and Bi-Level Optimal Configuration of Integrated Energy Systems Considering an Improved Sparrow Search Algorithm
[IEEE] 2026-6-10 | Research Progress on Flexible Interconnection Devices for Active Distribution Networks
[IEEE] 2026-6-10 | A Cross-Validation Framework for Robust ANN Modeling: Application to Electrical Discharge Machining of Inconel 718
[IEEE] 2026-6-10 | Triboelectric Charges induced from Detaping and the Influencing Factors
[IEEE] 2026-6-10 | Optimizing Municipal Teams: Personalized Learning for T-Shaped Profile Development
[IEEE] 2026-6-10 | Aligning Engineering and Technology Management Education with AI-Driven Industry Expectations
[IEEE] 2026-6-10 | Photoacoustic signal from hemoglobin target
[IEEE] 2026-6-10 | Optimization Strategy for Micro Energy Grid Transactions in Multi-Level Energy Markets Based on Asymmetric Nash Bargaining
[IEEE] 2026-6-10 | Maintaining Lot Schedule Adherence through Overlapping Q-times via Admission Control
[IEEE] 2026-6-10 | Unload Clean Removal for Showerhead Pattern Defects Improvement
[IEEE] 2026-6-10 | A Data-driven Approach to Synergistic Resilient Assessment and Investment Optimization for Sustainable Operation of Island Power Grids
[IEEE] 2026-6-10 | Electronic Fratricide in Air Defence Operations While Countering Uas in Tactical Battle Areas
[IEEE] 2026-6-10 | Analysis and Prediction of Influencing Factors of Power Carbon Emissions in Guizhou Province Based on LMDI Decomposition and Multi-NAR Integrated Nonlinear Regression
[IEEE] 2026-6-10 | Innovative, effective and cost saving strategies for post implant ashing wet clean and post poly etch wet clean
[IEEE] 2026-6-10 | An Ensemble Deep Learning Framework for Precise Diagnosis of Lung Diseases Using Medical Imaging
[IEEE] 2026-6-10 | VPETD: A Generative AI Driven Novel Privacy Themed Cybersecurity Educational Game
[IEEE] 2026-6-10 | Stability Analysis of Control Systems with First-order Reset Elements, a Frequency-Domain Approach
[IEEE] 2026-6-11 | A Hybrid Deep Learning Framework for Real-Time Traffic Risk Prediction and Safety Enforcement
[IEEE] 2026-6-10 | Enable Scalable and Secure ISAC-WPT in Wireless Scenarios
[IEEE] 2026-6-11 | Quadrature-Spoof Surface Plasmon Polariton Unit Cell With Circuit Characterization for Circular-Polarization Generation
[IEEE] 2026-6-11 | Demonstration of E-Mode GaN Monolithic Bidirectional Switch Based on Gate Oxygen Plasma Treatment with Blocking Voltage over 2.9 kV
[IEEE] 2026-6-11 | AI-Driven Therapeutic Robot Incorporating Amber-Based Contact Interfaces for Personalized Health Intervention
[IEEE] 2026-6-11 | Real-Time Vehicle License Plate Recognition Using YOLOv9 and OCR Framework
[IEEE] 2026-6-11 | Bridge-Selective Saturation-Guided Topology Optimization within a Hierarchical Framework for IPMSM Rotors
[IEEE] 2026-6-11 | GNN-Enhanced Transfer Learning for Joint Power and Spectrum Allocation in Underlay D2D Communications
[IEEE] 2026-6-11 | Enhancing Code Generation Using Instruction-Tuned Transformer Models for Multi-Language Software Development
[IEEE] 2026-6-11 | A Transformer-Based Sequential Modeling Network for Multimodal Stroke Diagnosis with Enhanced Explainable AI
[IEEE] 2026-6-11 | MangoNet-SA: a Lightweight MobileNetV2-Based Spatial Attention CNN for Robust Mango Leaf Disease Classification
[IEEE] 2026-6-11 | Performance Evaluation of Advanced Ensemble Methods for Flood Risk Prediction Using Multi-Feature Analysis
[IEEE] 2026-6-11 | Wristnet: A Novel Deep Learning Approach for Detecting Fractures in Wrist X-Ray Images
[IEEE] 2026-6-10 | Multi-Static Integrated Sensing, Identification and Backscatter Communication for IoT Networks
[IEEE] 2026-6-10 | An Improved Graphical Method for Layout Optimization of Field-Limiting Ring Edge Termination
[IEEE] 2026-6-11 | Behavioral Generative Augmentation for Network Intrusion Detection Under Extreme Data Scarcity
[IEEE] 2026-6-11 | Contextual Dependency Learning Transformer Based Natural Language Understanding for Conversational Agents
[IEEE] 2026-6-11 | CAFC: A Convolutional Neural Approach for Sentiment Recognition in Speech Signals
[IEEE] 2026-6-11 | Attention-Enhanced Hybrid CNN-ViT Framework for Traffic Sign and Light Detection in Autonomous Driving
[IEEE] 2026-6-11 | Performance Trade-Offs in HEMTs Due to Differences in Gate Length and Gate-to-Drain Spacing
[IEEE] 2026-6-10 | Joint Secure Localization and Attack Detection for Vehicular Networks With Quantized Measurements: A Variational Bayesian Approach
[IEEE] 2026-6-11 | Optimizing XGBoost for Predicting Student Academic Success: A Unified Approach to Feature Engineering and Model Evaluation
[IEEE] 2026-6-11 | Deep Hybrid Neuro-Ensemble Network for Intelligent Supply Chain Resilience and Disruption Forecasting
[IEEE] 2026-6-11 | Privacy-Preserving, Scalable EV Charging Optimization
[IEEE] 2026-6-11 | A Multi-Scale Approach to ECG Arrhythmia Classification Using Transformer Encoders
[IEEE] 2026-6-11 | Research on Customer Service Abnormal Behaviour Identification and Early Warning Mechanism Based on Power Big Data
[IEEE] 2026-6-11 | Impact of Physical Layer Configuration on the Performance of IEEE 802.11a Infrastructure-Based Wireless Sensor Network in NS-3
[IEEE] 2026-6-11 | Connect. Support. Inspire.
[IEEE] 2026-6-10 | MmWave NLOS Sensing under Rough Relay Surface: Challenges and Solutions
[IEEE] 2026-6-11 | A Zero-Trust Security Architecture for 6G-Enabled Mobile Banking and Peer-to-Peer Payment Networks
[IEEE] 2026-6-11 | Performance Comparison of Best Reconfigurable Intelligent Surface and Asymmetric Relaying Strategy in Enhancing Security of Wireless Networks
[IEEE] 2026-6-11 | Secure and Privacy-Preserving Federated Deep Learning Approach for Android Malware Detection
[IEEE] 2026-6-11 | Federated Artificial Neural Network for Privacy-Preserving Financial Fraud Detection
[IEEE] 2026-6-11 | A Lossy Decoupling Network for Anti-Resonance Suppression and Capacitor Reduction in CoWoP
[IEEE] 2026-6-10 | RLAPR: Reinforcement Learning-based Adaptive Fusion for Visual-LiDAR Place Recognition in Autonomous Vehicles
[IEEE] 2026-6-11 | Adaptive Approaches to Mitigating Extreme Verification Latency in Dynamic Environments - A Research Meta-Analysis
[IEEE] 2026-6-11 | Development and Performance Study of an Ultra-Wideband Microstrip Patch Antenna
[IEEE] 2026-6-11 | Automated Synthetic Dataset Generation for Object Detection and Segmentation Using 3D Rendering and Contour Extraction
[IEEE] 2026-6-11 | Three-Way Conflict Resolution in Fuzzy Situation Tables With Nonlinear Conflict Functions_supp1-3685391.pdf
[IEEE] 2026-6-11 | MRI-Based Stroke Detection Using Fine-Tuned ResNet50, Custom CNN, and Stacking Ensemble Learning
[IEEE] 2026-6-11 | Highly Sensitive Diamond Shaped Dual Core PCF SPR Biosensor for Multi-Cancer Cells Detection
[IEEE] 2026-6-11 | Goal-Oriented DRL for Digital Spectrum Twin Network Enhanced UAV Spectrum Sharing
[IEEE] 2026-6-11 | Hybrid Compression of LiDAR Point Clouds Using Density-Based Partitioning
[IEEE] 2026-6-11 | Recent Advances in Bangla NLP: A Survey of Few-Shot, Zero-Shot, and Transfer Learning Techniques
[IEEE] 2026-6-11 | Bridging the Short-Term and Long-Term Gap: A Cross-Task Continuous Learning Person Re-Identification Problem
[IEEE] 2026-6-10 | Data-Driven Optimized Output Regulation for Markov Jump Linear Systems and Its Application
[IEEE] 2026-6-11 | Parameter-Efficient Adaptation of Vision Transformers for Retinal OCT Classification
[IEEE] 2026-6-10 | Mathematical Models and System-Level Analysis of Modern Geolocation Technologies
[IEEE] 2026-6-11 | Hierarchical Global Average and Max Pooling 3D CNN-MLP Network for MRI Brain Tumor Segmentation and Classification
[IEEE] 2026-6-11 | CerebralChat: A Hybrid 3D-CNN and BiLSTM Model for Imagined Speech Recognition from EEG Signals
[IEEE] 2026-6-11 | Factoring Multi-Channel LFPs into Interpretable Components Using Locally-Competitive Sparse Coding
[IEEE] 2026-6-11 | Scientific Paper's Domain Prediction using Classical Machine Learning Models
[IEEE] 2026-6-11 | Simulation-Based Performance Optimization of Tapered Slot Antennas for Early Cancer Detection
[IEEE] 2026-6-11 | Robust Radar Target Detection under Deceptive Jamming via Spatiotemporal Multi-Frame Fusion
[IEEE] 2026-6-11 | A Modified Non-Isolated Buck Converter Using Zsource Topology
[IEEE] 2026-6-11 | Generative Adversarial Networks (GANs) for Crop Simulation and Enhancement: Exploring Synthetic Data for Agricultural Research
[IEEE] 2026-6-11 | Multi-Class Road Traffic Accident Severity Prediction Using Machine Learning and Neural Networks: A Comprehensive Study with Imbalance-Aware Techniques
[IEEE] 2026-6-10 | A Multi-Criterion Taxonomy of Cybersecurity Beneficiaries
[IEEE] 2026-6-10 | Tyndall-Effect-Based Optical Monitoring of Micro-Plastic Pollution in Aquatic Environments
[IEEE] 2026-6-11 | Output Characteristics of Photovoltaic Arrays Driven by Big Data and Multi-Factor Coupled Prediction Algorithm
[IEEE] 2026-6-10 | Controller Tuning for First- to Fourth-Order Inertia Object Models with Astatic Behavior Using the Polynomial Method
[IEEE] 2026-6-11 | Simulation Study of a "Human-Machine" Dual Picking System Based on AnyLogic
[IEEE] 2026-6-11 | A Lightweight Mutual Authentication and Secure Communication Protocol for Medical Body Area Networks
[IEEE] 2026-6-11 | Research on Optimization of Manufacturing Process Inspection Scheme Based on Bayesian Optimization Algorithm
[IEEE] 2026-6-11 | AI-Enabled Document Verification Automation System: Transforming Academic Claim Processing Using Azure Document Intelligence
[IEEE] 2026-6-11 | Intelligent Road Surface Crack Detection Using a Lightweight CNN on an Autonomous Inspection Robot
[IEEE] 2026-6-11 | Adaptive Intelligent Deep Learning Based Online English Teaching System for College
[IEEE] 2026-6-11 | Cognitive Computing-Based Large-Scale Traffic Data Stream Mining for Intelligent Traffic Control
[IEEE] 2026-6-11 | Robust Dorsal Hand Vein Recognition with Reduced Computational Overhead via Multibranch Learning
[IEEE] 2026-6-11 | Explainable Federated Learning Approach for Early Detection and Diagnosis of Brain Stroke in Clinical Healthcare Systems
[IEEE] 2026-6-11 | Indistinguishability in Generative AI: Detection Challenges, Techniques, and Ethical Considerations
[IEEE] 2026-6-11 | PM2.5 Timeseries Forecasting with Weather-Aware Attention Mechanism: A Multivariate Deep Learning Approach Based on Long-Term Data from Dhaka
[IEEE] 2026-6-11 | Adaptive Cross-Layer Routing and QoS-Aware MAC for Reliable Team Communication in Complex Terrain
[IEEE] 2026-6-11 | 3D Metric Tracking of Laryngeal Movement for Automatic Evaluation of Swallowing Function
[IEEE] 2026-6-11 | Some Properties of 2-valued Majority Functions and Minimal Clones
[IEEE] 2026-6-10 | Meta-Learning-Enhanced Task Assignment and Resource Scheduling for UAV-Assisted WSNs in 6G-Enabled ITS
[IEEE] 2026-6-11 | Quantum Computing for Insurance Fraud Detection
[IEEE] 2026-6-11 | Deep Feature Correlation Analysis for KPI-related Fault Detection with Missing Data
[IEEE] 2026-6-11 | Memristor-Based Sensitization Nonassociative Learning Circuit and Its Application in Overheat Protection of Industrial Robots
[ACM] 2026-6-11 | RVV-Morpher: A Semantic-Aware Static Binary Rewriter for Cross-Version Portability in RVV
[ACM] 2026-6-11 | Reconsidering “Reconsidering Custom Memory Allocation”
[IEEE] 2026-6-10 | Military Digital Twins - a Data-Hardened Architecture for Digital Twins to Enable Operational Resilience in Adversarial Environments
[IEEE] 2026-6-10 | Work in Progress: Enhancing Online Certification Through Quality Improvement to Support Workforce Skills in Engineering
[IEEE] 2026-6-10 | Analyzing the Impact of LOS and NLOS Propagation on Underwater Localization Accuracy Using Data Collected by Autonomous Underwater Vehicles (AUVs)
[IEEE] 2026-6-10 | Parameter Optimization Design for Suppressing Second Harmonics in Star-Configured High-Voltage Transformer-less Battery Energy Storage System
[IEEE] 2026-6-10 | Uncertainty Quantification of XLPE Cable Insulation Lifetime Based on Accelerated Life Testing and Bootstrap Methods
[IEEE] 2026-6-10 | Fine-Grained Correction Method for Distributed Photovoltaic Hosting Capacity in Rural Distribution Networks
[IEEE] 2026-6-10 | Adaptive Frequency-Constrained Robust Unit Commitment Considering Adjustable Virtual Inertia and Multi-Stage Frequency Security Indices
[IEEE] 2026-6-10 | Complementing Traditional Mathematics Instruction with AI-Assisted Learning Activities
[IEEE] 2026-6-10 | Plenary: The Role of Engineering and Computer Technology as Artificial Intelligence Turns Into Reality: A Challenge for Professional Education
[IEEE] 2026-6-10 | PathSteiner: Improving PathFinder with Quasi-Optimal Steiner-Tree Initialization
[IEEE] 2026-6-10 | Reconfigurable Computing Challenge: FPGA-Based WebAssembly Stack Co-Processor
[IEEE] 2026-6-10 | A Framework for Evaluating Metro Vehicle Layouts to Maximize Satisfied Passenger Demand: A Case Study of Genoa Metro
[IEEE] 2026-6-10 | Transformer Fault Diagnosis Method Based on Multi-Source Domain Generalization
[IEEE] 2026-6-10 | Coordinated Source-Network-Storage Expansion Planning Method for Active Distribution Networks Based on LSGAN Scenario Generation
