[2026-09-11 23:53:58] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-10
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609100000+TO+202609102359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-9-10 | Research on Intelligent Logistics Information Sensing Method Based on RFID Anti-interference Coding
[IEEE] 2026-9-10 | Topology-Aware Bayesian Optimization for Automated RF Limiter Synthesis
[IEEE] 2026-9-10 | A Fuzzy Set-Based Precision Dimming System for Energy-Saving Heat Preservation Lamps
[IEEE] 2026-9-10 | Approach Fully Automated Optimization Method for Ku-band Microstrip Filters based on Differential Evolution
[IEEE] 2026-9-10 | Study on Mining Terminology and Multi-Module Teaching Resources from the Perspective of International Chinese Smart Education
[IEEE] 2026-9-10 | Evaluating the Effectiveness of the Thailand NCSA Cyber Boardgame in Promoting Cybersecurity Awareness and Threat Perception Among Primary School Students
[IEEE] 2026-9-10 | Empowering Student Innovation through End-of-Semester Project Exhibitions in Embedded Systems and AI Courses
[IEEE] 2026-9-10 | Harnessing Kinetic Energy From Vehicles for Sustainable Power: Potential and implementation challenges
[IEEE] 2026-9-10 | Reconfigurable Mechanical Modes of Folded Metamaterial for Beam Steering and Manipulation
[ACM] 2026-9-11 | A Large-Scale Empirical Study of Secret Key Leakage in Hugging Face Spaces
[ACM] 2026-9-11 | Breaking Single-Tester Limits: Multi-Agent LLMs for Multi-User Feature Testing
[ACM] 2026-9-11 | Memory-Efficient Large Language Models for Program Repair with Semantic-Guided Patch Generation
[ACM] 2026-9-11 | Towards Supporting Open Source Library Maintainers with Community-Based Analytics
[ACM] 2026-9-11 | Testora: Using Natural Language Intent to Detect Behavioral Regressions
[ACM] 2026-9-11 | Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning
[ACM] 2026-9-11 | PromiseTune: Unveiling Causally Promising and Explainable Configuration Tuning
[ACM] 2026-9-10 | Introduction to FPL 2026 Journal Track
[IEEE] 2026-9-10 | CISAT 2026 TOC
[IEEE] 2026-9-10 | I Can See Your Secret: a Side-Channel Attack via Commercial Power Bank
[IEEE] 2026-9-10 | Securing UAVs Under Electromagnetic Interference: A CELR-Net Framework for Effect Mitigation and Experimental Verification
[IEEE] 2026-9-10 | Research on Wear Metal Identification of Mechanical Equipment Based on LIBS Combined With GWO-CNN-SVM
[IEEE] 2026-9-10 | <b>Lightweight Dynamic Modeling of Cable-Driven Continuum Robots Based on Actuation-Space Energy Formulation</b>
[IEEE] 2026-9-10 | Adaptive Frequency Sweep Using Query by Committee: A Comparative Study with Vector Fitting Based AFS
[IEEE] 2026-9-10 | Strengthening Global Participation With Regional Engagement and Student Empowerment: An Overview of IEEE MTT-S Broadening Participation Efforts in 2025 [Broadening MTT's Reach]
[IEEE] 2026-9-10 | Distributed Adam for Nonconvex Optimization on Time-Varying Directed Networks
[IEEE] 2026-9-11 | USIT 2026 Cover Page
[IEEE] 2026-9-11 | FluidTac: A Vision-Based Arrayed Artificial Lateral Line Sensor for Underwater Ego-Motion Estimation_supp1-3732929.mp4
[IEEE] 2026-9-11 | Sponsors
[IEEE] 2026-9-11 | Research on Performance Detection and Quality Grading of SoC Chips Oriented to CMOS Process Variations
[IEEE] 2026-9-11 | A Mapping Method for Field-Coupled Nanocomputing
[IEEE] 2026-9-11 | Meta quest 3’s hand-tracking accuracy for tracking the index fingertip during a movement is not spatially homogeneous
[IEEE] 2026-9-11 | Welcome Page
[IEEE] 2026-9-11 | A Maturity Model for Industry Cloud Operation Portals
[IEEE] 2026-9-11 | Intersection Traffic Flow Estimation Using Distributed Acoustic Sensing on Buried Road-Crossing Telecommunication Fibers
[IEEE] 2026-9-11 | ARGUS: Budgeted Vehicular Intrusion Prevention via Calibrated Uncertainty and Conformal Risk Control
[IEEE] 2026-9-11 | Benchmarking MultiGLODS Optimization for Electromagnetics Applications
[IEEE] 2026-9-11 | Impact of Ground Station Antenna Diameter and Elevation Angle on X-Band Cubesat Downlink Performance
[IEEE] 2026-9-11 | Rethinking Omni Spatial-Frequency Representation for Efficient Face Super-Resolution
[IEEE] 2026-9-11 | An Embedded Ultra-Wideband Low-Profile Omnidirectional Antenna
[IEEE] 2026-9-11 | A 2-Bit Varactor-Based RIS with Compact Unit Cells for 5G mmWave Applications
[IEEE] 2026-9-11 | MoST-SAM: A Multimodal Self-Training Framework for Annotation-Efficient Basal Cell Carcinoma Segmentation in Reflectance Confocal Microscopy
[IEEE] 2026-9-11 | Wideband Substrate Integrated Waveguide Fed Dielectric Resonator Antenna for Mm Wave 5G Applications
[IEEE] 2026-9-11 | A Novel PVC-Based Methodology for Non-Destructive Localization and Analysis of Subtle Gate Oxide Damage
[IEEE] 2026-9-11 | IGBT Protection Circuit Design Based on ACPL-332J
[IEEE] 2026-9-11 | Adaptive Photoreceptor for False Event Suppression of Event-Based Sensors
[IEEE] 2026-9-11 | Author Index
[IEEE] 2026-9-11 | Research on Design of 3D Electromagnetic Bandgap Structures Based on Through-Silicon Via
[IEEE] 2026-9-11 | Tinyml-Driven Resource-Efficient MPPT Model for STM32f767
[IEEE] 2026-9-11 | Dual-Mode Adaptive Control Strategy for Modulation Frequency Drift Compensation in Field Mill Sensors
[IEEE] 2026-9-11 | Physics-Driven Deep Unrolling for Differential Microwave Imaging of Splenic Hemorrhage
[IEEE] 2026-9-11 | Correlation Study in 3D Multi-Probe OTA Setup for Massive MIMO in FR3 Bands
[IEEE] 2026-9-11 | Deconstructing Floating-Point Compute-in-Memory: A Systematic Review of Circuit Slices and Dataflow Architectures for XR Systems
[IEEE] 2026-9-11 | A Multi-World Collaborative Approach for Evolutionary Analysis of APT Attack Behaviors
[IEEE] 2026-9-10 | <b>TRaIL-Odom: Tightly Coupled Continuous Time Radar-IMU-LiDAR Odometry With Adaptive Doppler Weighting</b>
[IEEE] 2026-9-10 | From Hidden to Harmful: Connecting Implicit and Explicit Hate Through Implied Statements
[IEEE] 2026-9-11 | Wideband RF Spectrum Monitoring and Signal Localization via Networked 3D-Printed Luneburg Lens Sensors
[IEEE] 2026-9-11 | Null Synthesis for Modulated Metasurface Antennas
[IEEE] 2026-9-11 | Continual Learning Via Gradient-Regularized Based Dynamic Expansion Model
[IEEE] 2026-9-10 | Attention-Enhanced Hybrid Deep Learning for Stress and Emotion Recognition from Wearable Biosignals
[IEEE] 2026-9-11 | A Few-Shot Fault Diagnosis Method for PMSM Based on Multi-Source Information Fusion and Unrelated Information Suppression
[IEEE] 2026-9-10 | Facial-Relevant Dermatology Image Datasets for AI: Biases, Benchmarking, and Readiness for Vision-Language Models
[IEEE] 2026-9-11 | Joint Range-Azimuth Finding Using Irregular Arrays
[IEEE] 2026-9-11 | Acoustic Emission-Based Measurement and Weak Fault Identification of Hydro-Turbine Runners Using a CNN-GRU Framework
[IEEE] 2026-9-11 | Artificial Magnetic Conductor Frame to Improve Impedance Matching and Radiation Symmetry in $2 \times 2$ Array for 6G Applications
[IEEE] 2026-9-11 | 2.5D FDTD Modeling for Dielectric Slab Waveguides via a Two-Step Effective Index Method
[IEEE] 2026-9-11 | Near-Field Probe Analysis of Glioma Contrast and Depth Sensitivity in 603–814 Ghz Band
[IEEE] 2026-9-11 | A Low-Profile Wideband Antenna With a Low-Loss Feed Network for Satellite Navigation System
[IEEE] 2026-9-11 | Analyzing and Counteracting Mutual Coupling Effects for Adaptive Beamforming in a Double-Cross Dipole Array
[IEEE] 2026-9-11 | A Wideband Input-Matched Common-Gate CTLE with Active Inductor Load in 28-nm CMOS
[IEEE] 2026-9-11 | High Fidelity Modelling: Recent Advancements in Improving the Accuracy and Efficiency of Method of Moments-Based Algorithms
[IEEE] 2026-9-11 | Grid-Side Communication Requirements for Small Modular Reactors as Ancillary Service Providers in the Smart Grid
[ACM] 2026-9-11 | MINES: Explainable Anomaly Detection through Web API Invariant Inference
[ACM] 2026-9-11 | Synthetic Repo-level Bug Dataset for Training Automated Program Repair Models
[ACM] 2026-9-11 | Toward Efficient Package Maintenance: An Empirical Study of Patch Sharing across Four Linux Distributions
[ACM] 2026-9-11 | On LLMs’ Internal Representation of Code Correctness
[ACM] 2026-9-11 | RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring
[IEEE] 2026-9-11 | Ultra-Wideband Ridged Biconical Multibeam Antenna Using Ridge Gap Waveguide
[IEEE] 2026-9-11 | Controlled Crystalline Orientation of BAMAPbI Low-n 2-D Perovskite for Self-Powered Photodetectors With High On/Off Ratio_supp1-3725196.docx
[IEEE] 2026-9-11 | Particle Transformer: A Physics-Informed Transformer for Real-Time Fluid-Structure Interaction Simulation
[IEEE] 2026-9-11 | A Two-DOF Untethered Self-Moving Piezoelectric Actuator With High Carrying/Positioning Capability by Actively Adjusting Acoustic Power Flow_supp1-3725388.mp4
[IEEE] 2026-9-11 | Physics-Informed Neural Networks for the Time-Domain Maxwell Equations with Split-Field Perfectly Matched Layers
[IEEE] 2026-9-11 | Direct-Learning Based DPD using 1.2 pJ/Correlation Analog Computation of DPD Coefficients
[IEEE] 2026-9-11 | Application of Directional Nested Hierarchical $\mathcal{D} \mathcal{H}^{2}$-Matrix Framework for Three-Dimensional Vector Electromagnetic Problems
[IEEE] 2026-9-11 | Capacitive Vs. Galvanic HBC for Consumer Electronics
[IEEE] 2026-9-11 | 2.5D Root of Trust: Securing the Chiplet Ecosystem
[ACM] 2026-9-11 | Lost in Code Generation: Reimagining the Role of Software Models in AI-driven Software Engineering
[ACM] 2026-9-11 | Typed Edits, Reviewable Models: Toward LLM-Supported Blended Co-Modeling
[ACM] 2026-9-11 | Understanding Modelling Assistance in Low-Code/No-Code Tools: An Empirical Study and the AssiStarMe Framework
[ACM] 2026-9-11 | LLM-Based Instance Model Generation via Code Synthesis
[IEEE] 2026-9-10 | 120 GHz FMCW Radar for Automated Detection of Apnea, Gasping, and Normal Breathing Using a CNN-BiLSTM Framework
[IEEE] 2026-9-10 | Training-Free Video Anomaly Detection via Uncertainty-Guided Hierarchical Retrieval with Vision-Language Models
[IEEE] 2026-9-10 | CORE: Suppressing Spurious Similarity via Confidence-Aware Prototypes for Few-Shot Medical Image Segmentation
[IEEE] 2026-9-10 | LazyDM: A Machine Learning-Empowered Hot Data Management to Mitigate Premature Migration in High-Density Hybrid SSDs
[IEEE] 2026-9-10 | Autonomous Collaborative Navigation for Craniotomy Surgical Robots Under Self-Occlusion
[IEEE] 2026-9-10 | Copyright Page
[IEEE] 2026-9-10 | An Efficient Medical Image Encryption/Decryption Accelerator using 16-point Fast Cosine Number Transform
[IEEE] 2026-9-10 | Toward Scalable and Efficient In-Network Fine-Tuning of Large AI Models
[IEEE] 2026-9-10 | Multi-Granularity Decomposition and Hierarchical Semantics Learning for Domain Adaptation Retrieval
[IEEE] 2026-9-10 | Author Index
[IEEE] 2026-9-10 | Prototype-guided Diffusion Model for Multi-class Unsupervised Anomaly Detection
[IEEE] 2026-9-10 | INADS: Network-Level Protection for Web Infrastructure Through Hierarchical Multilayer Intrusion Detection
[IEEE] 2026-9-10 | A Ka-Band Low-Power Compact Multifunction Chip Based on 3D Heterogeneous Integration Technology
[IEEE] 2026-9-10 | Generation of Long-Range Non-Diffracting Bessel Beams Based on Huygens Metasurfaces
[IEEE] 2026-9-10 | Inverse Design of Metasurface Absorbers Based on Physics-Constrained Deep Convolutional Generative Adversarial Network
[IEEE] 2026-9-10 | A Compact Dual-Polarized Broadband Magnetoelectric Dipole Antenna
[IEEE] 2026-9-10 | Enhancing Ka-Band Efficiency in GaN-on-Si HEMTs Through Two-Step Gate Etching
[IEEE] 2026-9-10 | A Design of Wideband Millimeter-Wave Array Antenna with Wide Beam
[IEEE] 2026-9-10 | A Adaptive Confocal Microwave Image Reconstruction Approach Based on Dual-Metric Cooperative Optimization
[IEEE] 2026-9-10 | Manipulating Degrees of Freedom of Electromagnetic Channel with Engineered Scattering Space
[IEEE] 2026-9-10 | Thermal Analysis of a Novel Hybrid Circuit for W-Band Gyro-TWT
[IEEE] 2026-9-10 | Design and Implementation of 3–8 GHz MMIC Low Noise Amplifier
[IEEE] 2026-9-10 | Intangible Cultural Heritage Spatial Pattern Generation Based on Retrieval-Augmented and Controllable Diffusion
[IEEE] 2026-9-10 | SEAR-QLoRA for Evidence-Contrastive Adaptive Rank Allocation in Stroke Literature Question Answering
[IEEE] 2026-9-10 | Dual-Polarized Leaky-Wave Antenna With Wide-Angle Scanning Based on Symmetric Bilateral Spoof Surface Plasmon Polariton Lines
[IEEE] 2026-9-10 | A Compact and Transparent Four-Port MIMO Antenna with Super-Wideband Characteristic
[IEEE] 2026-9-10 | An Integrated Approach to Natural Language Processing in Artificial Intelligence Recommender Systems
[IEEE] 2026-9-10 | Research on Precision Monitoring Strategies for Power-Oriented Computing Networks
[IEEE] 2026-9-10 | Phase-only Multi-Airy Beam Synthesis for Linear Arrays via Projected Gradient Descent
[IEEE] 2026-9-10 | mmWDensePose: A High-Quality mmWave Point Cloud Benchmark for 3D Human Pose Estimation
[IEEE] 2026-9-10 | Prediction of Path Loss Based on CNN and XGBoost at Millimeter-Wave Chanel in an Indoor Corridor
[IEEE] 2026-9-10 | Bayesian and Partially Bayesian Neural Networks for Static Tabular Classification: A Review and Benchmark
[IEEE] 2026-9-10 | Development of Spatially Variant Apodization for Near-Range SAR Sidelobe Suppression
[IEEE] 2026-9-10 | Occlusion-Resilient Autonomous Driving via Vision-Language Models and Cooperative Perception
[IEEE] 2026-9-10 | Side-Polished Optical Fiber Detection System with Optical-Harvesting and RF Dual Power Supply
[IEEE] 2026-9-10 | A Magnetic Field Measurement System based on Improved Prandtl-Ishlinskii Hysteresis Model
[IEEE] 2026-9-10 | Wideband End-Fire Antenna Array with Enhanced Port Isolation via Coupling Cancellation
[IEEE] 2026-9-10 | A Shared-Aperture Base Station Antenna with High Isolation for U6G Applications
[IEEE] 2026-9-10 | A 170 GHz Balanced Doubler Based on Planar Schottky Diodes
[IEEE] 2026-9-10 | A Wideband 77 GHz Power Amplifier with High Figure of Merit Based on 65nm CMOS Technology
[IEEE] 2026-9-10 | An E-band Low Insertion Loss Passive Vector-Modulated Phase Shifter with Resonant Compensation Inductor
[IEEE] 2026-9-10 | Research on Perception Optimization of Embodied Intelligent Robots with Vision-Tactile Fusion
[IEEE] 2026-9-10 | The Research and Design of a Miniaturized Multi-Port Frequency Sources Based on Ping-Pong Structure
[IEEE] 2026-9-10 | Design of a Low-Profile High-Efficiency Cavity-Backed Array Antenna
[IEEE] 2026-9-10 | Beyond Compliance: Emerging Practices and Opportunities for Generative AI in Student Support and Success in Higher Education
[IEEE] 2026-9-10 | An 8-16 GHz Push-Push VCO with Tapped-Inductor Technique for Broadband Impedance Matching
[IEEE] 2026-9-10 | A Metric-learning-based Prototypical Network for Few-shot Action Recognition
[IEEE] 2026-9-10 | A Rolling Bearing Fault Diagnosis Method Based on Optimized VMD and 1DCNN-BiGRU
[IEEE] 2026-9-10 | A K band multifunction chiplet design
[IEEE] 2026-9-10 | Confusion-Pair Loss for Mitigating Structural Confusion in Military Aircraft Detection_supp1-3732303.docx
[IEEE] 2026-9-10 | Physics-Informed Degradation Kernel Estimation for Mosaic-Based Hyperspectral Fusion Imaging
[IEEE] 2026-9-10 | BTBR: A Bayesian-Theory-Driven Probabilistic–Fuzzy Framework for Implicit Bias Removal in Large Language Models
[IEEE] 2026-9-10 | Power Dispatch Optimization of Wind Farm Control for Stability Improvement Based on Reduced-Order Impedance
[IEEE] 2026-9-10 | Front Cover
[IEEE] 2026-9-10 | Task-Uncertainty-Aware Video Restoration for Time-varying Unknown Degradations
[IEEE] 2026-9-10 | Organizing Committees
[IEEE] 2026-9-10 | Corrected State-of-Health Representation for Lithium-Ion Battery Degradation Forecasting via Model-Parameter Identification and Multi-Source Health Indicator Fusion
[ACM] 2026-9-10 | RecGPT: A User Intent-Centric Next-Generation LLM-Powered Recommender System in Industrial Practice
[ACM] 2026-9-11 | Automatic Dockerfile Generation with Large Language Models
[ACM] 2026-9-11 | Inside Out: Uncovering How Comment Internalization Steers LLMs for Better or Worse
[ACM] 2026-9-11 | Context-Free Grammar Inference for Complex Programming Languages in Black Box Settings
[ACM] 2026-9-11 | Issue2Test: Generating Reproducing Test Cases from Issue Reports
[ACM] 2026-9-11 | Test Flimsiness: Characterizing Flakiness Induced by Mutation to the Code Under Test
[ACM] 2026-9-11 | DNN Modularization via Activation-Driven Training
[ACM] 2026-9-11 | Cobblestone: A Divide-and-Conquer Approach for Automating Formal Verification
[ACM] 2026-9-11 | A Semantic-based Optimization Approach for Repairing LLMs: Case Study on Code Generation
[ACM] 2026-9-11 | Practitioner Views on Mobile App Accessibility: Practices and Challenges
[ACM] 2026-9-11 | OntoSTL: Canonical Knowledge Graph Representation of Signal Temporal Logic Requirements
[IEEE] 2026-9-11 | Buck-boost-based DC-DC Converters, A Comprehensive Review on Topologies, Control Strategies, Performance Evaluations, and Emerging Utilizations in Last Decade
[IEEE] 2026-9-11 | High-Isolation in-Band Full-Duplex Antenna Array with Reflector-Integrated All-Metal Decoupling Structure
[IEEE] 2026-9-11 | An SIE-GSTC Solver for Arbitrarily Shaped Biisotropic Composite Metasurfaces
[IEEE] 2026-9-11 | SOC-Based Simulation of non-WSSUS Vehicle-to-Vehicle Channels
[IEEE] 2026-9-11 | A Reconfigurable FMCW LiDAR Platform for Laser and Detector Performance Evaluation
[IEEE] 2026-9-11 | A Practical Design Process for Additively Manufactured Metallic Metasurface Antennas
[IEEE] 2026-9-11 | High-Frequency Preconditioners for Electromagnetic Integral Equations Based on Helmholtz Regularizations
[IEEE] 2026-9-11 | Liquid Metal-Based Reconfigurable Yagi-Uda Fluid Antenna System With Full-Azimuth Coverage
