[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[IEEE] 2026-2-16 | Distributed Energy Dispatch for Energy Community Using Decision-oriented Net-load Prediction
[IEEE] 2026-2-16 | A Fusion Framework for Anomaly Detection in IoMT Environment Using GraphSAGE and Performer Transformer
[IEEE] 2026-2-16 | Machine Learning-Based Long-Term Forest Fractional Cover Estimation and Spatio-Temporal Attribution Analysis in Northeast China (2000–2021)
[ACM] 2026-2-16 | Music Listening, Mental Health, and Stress: A Computational Framework for Personalized Analysis and Recommendation
[ACM] 2026-2-16 | Model Context Protocol (MCP): Landscape, Security Threats, and Future Research Directions
[ACM] 2026-2-16 | Image-Guided Debiasing Distillation with Preference Alignment Across Multi-News Histories
[ACM] 2026-2-16 | Credibility Drift Attacks: LLM Crafted Adversarial Manipulations That Flip News Believability
[ACM] 2026-2-16 | Precision vs. Discovery: An Adaptive Agent Navigating the Cold-Start Trade-off
[ACM] 2026-2-16 | Web-Mined Hypothesis Generation for Financial Markets: An Autonomous Backtesting Framework
[ACM] 2026-2-16 | MerFT: A Framework for Social Conflict Meme Exploration via Multimodal Retrieval-Augmented Fine-tuning
[ACM] 2026-2-16 | KnowFC: Navigating Knowledge Conflicts in Large Language Model-based Fact-Checking
[ACM] 2026-2-16 | Fast-DataShapley: Neural Modeling for Training Data Valuation
[ACM] 2026-2-16 | G-TRAC: Graph-textual Representations Alignment for Cold-start Recommendations
[ACM] 2026-2-16 | Does Homophily Help in Robust Test-time Node Classification?
[IEEE] 2026-2-16 | Attitude control experiment design for OPS-SAT Missions
[IEEE] 2026-2-16 | Routing-Oblivious and Data-Efficient Network Tomography with Flow-based Generative Model
[IEEE] 2026-2-16 | The generalized trifference problem
[IEEE] 2026-2-16 | PRISMA: Physically-Aware Reasoning and Intelligent Semantic Mining Architecture for IoT Process Discovery Using Deep Learning and Large Language Models
[IEEE] 2026-2-16 | G-CDNet: A Generalized Architecture for both Semantic and Binary Change Detection Tasks
[IEEE] 2026-2-16 | From Sight to Touch: Haptic Sensory Integration Can Facilitate Multi-Limb Coordination
[IEEE] 2026-2-16 | WiSACL: A subdomain adaptive Wi-Fi-based gesture recognition via contrastive learning
[IEEE] 2026-2-16 | Smart Elevator with Reconfigurable Sensor Monitoring
[IEEE] 2026-2-16 | The Microwave Remote Sensing Laboratory (MIRSL): 45 Years of Microwave Radar and Radiometer Development With a Look at Today
[IEEE] 2026-2-16 | Proof of Unlearning for Semantic Knowledge Bases in Large Language Models-Enabled Semantic Communication
[IEEE] 2026-2-16 | Safe Fairness Guarantees Without Demographics in Classification: Spectral Uncertainty Set Perspective
[IEEE] 2026-2-16 | Harnessing Transferable Adversarial Examples via Multi-layer Attention-guided Spatial Transformations
[IEEE] 2026-2-16 | Additional Reviewers
[IEEE] 2026-2-16 | Multi-UAV Coverage Path Planning Based on Balanced Graph Partitioning
[IEEE] 2026-2-16 | A Lightweight Adaptive Camera-Radar Fusion for Object Detection Under Fog-Haze Environment
[IEEE] 2026-2-16 | CAP-SSM: Context-Aware Prototypes and Selective State-Space Modeling for Efficient Wearable Human Activity Recognition
[IEEE] 2026-2-16 | Joint Denoising and Feature Selection for Leakage Identification in Mine Air-Supply Pipelines
[IEEE] 2026-2-16 | Joint Multi-Frame Super-Resolution Reconstruction Approach for Video Imaging Based on Information Metasurfaces
[IEEE] 2026-2-16 | Institutional Listings
[IEEE] 2026-2-16 | Optimal Controller Design for Bidirectional DC-DC Converter in Battery Electric Vehicle System using the Adaptive Tabu Search Algorithm
[IEEE] 2026-2-16 | Development of a Hitch Force Observer–Based Adaptive Path–Tracking Controller for Sway Suppression in Vehicle-trailer Systems
[IEEE] 2026-2-16 | Interactive Spatial-Frequency Fusion Mamba for Multi-Modal Image Fusion
[IEEE] 2026-2-16 | Integrated Perception, Communication, and Computation for Autonomous Vehicle and Road Infrastructure Network
[IEEE] 2026-2-16 | Digital Twins and Predictive Analytics for Next-Generation Power Transmission Systems
[IEEE] 2026-2-16 | An Improved Approach to UAV Path Planning
[IEEE] 2026-2-16 | AI-Driven Fault Detection in Coherent Optical Systems Using Deep Convolutional Networks
[IEEE] 2026-2-16 | Research on intelligent diagnosis technology for secondary circuits based on expert knowledge base
[IEEE] 2026-2-16 | Drift-Driven 2DEG Surface Plasmons Analysis based on Electromagnetic and Hydrodynamic Views
[IEEE] 2026-2-16 | From NOP to ADD and Beyond: A Novel Fault-Model Comprising Variable-Length Instruction Sets
[IEEE] 2026-2-16 | A Study of the Impact of Collaborative Space on Learning Effect during C-steam Instruction
[IEEE] 2026-2-16 | Adaptive-Weighted EKF and LiDAR–IMU Tight-Coupling Enabled GPS-Denied UAV Navigation
[IEEE] 2026-2-16 | Low-Temperature High-Energy Photoluminescence in CdTe Films for Solar Cells
[IEEE] 2026-2-16 | Isolation-Forest-Based Online Detection of Unbalanced Loads in Permanent Magnet Synchronous Motor
[IEEE] 2026-2-16 | Integrated energy business investment risk model based on risk matrix method
[IEEE] 2026-2-16 | Digital Transformation, Energy Saving, and Modernization of Communication Networks in the Gas Transportation Industry
[IEEE] 2026-2-16 | Preventing Wildfires in Energy Transmission by Automatic Power Line Defects Detection Using Machine Learning and AI
[IEEE] 2026-2-16 | Da Vinci: A Forensic Tool Recommendation System
[IEEE] 2026-2-16 | Research on primary frequency regulation of high proportion new energy power system
[IEEE] 2026-2-16 | Dynamic Mode-Multiplexed Optical Links for Data-Center Interconnections
[IEEE] 2026-2-16 | Consumer Taste Classification Using Transformer and BiLSTM Models on EEG-fNIRS Signals for Neuromarketing Promotion
[IEEE] 2026-2-16 | Correction Method for Renewable Energy Out of Limit Data Based on Time Series Prediction
[IEEE] 2026-2-16 | Decomposition-Driven Transformer for Accurate and Trend-Aware Wind Power Prediction
[ACM] 2026-2-16 | Right-to-be-Forgotten by Design in Adapter-Tuned Transformers
[ACM] 2026-2-16 | SETBVE: Quality-Diversity Driven Exploration of Software Boundary Behaviors
[ACM] 2026-2-16 | Capturing User Interests from Data Streams for Continual Sequential Recommendation
[ACM] 2026-2-16 | Constructing Commonsense Knowledge Graph for Persona Consistency
[ACM] 2026-2-16 | Mixture of Adaptive Retrieval Experts for Veracity Assessment in the Human–LLM Mixed Generation Paradigm
[ACM] 2026-2-16 | Prompt Tuning without Labeled Samples for Zero-Shot Node Classification in Text-Attributed Graphs
[ACM] 2026-2-16 | Can LLMs Uphold Research Integrity? Evaluating the Role of LLMs in Peer Review Quality
[IEEE] 2026-2-16 | Analogy-Augmented Uncertainty-aware Monocular Visual Odometry_supp1-3664426.pdf
[IEEE] 2026-2-16 | Ultra-Compact Humidity Sensor Based on Twin-Core Fiber Tip Integrated Dual Microcavities
[IEEE] 2026-2-16 | An Active Tangential Electric Field Probe for Switching Noise Diagnosis in Power Modules
[IEEE] 2026-2-16 | Conservative Linear Envelopes for Nonlinear, High-Dimensional, Hamilton-Jacobi Reachability_supp1-3661791.pdf
[IEEE] 2026-2-16 | Identification of Periodic Sensor-Reading Modification Attacks in Cyber-Physical Systems
[IEEE] 2026-2-16 | Power Optimization in RIS-assisted SWIPT-IoT System with Discrete Phase Shift
[IEEE] 2026-2-16 | Research on Base Station Energy-Saving Optimization Method Integrating Spatial Features and Temporal Modeling
[IEEE] 2026-2-16 | A Four-Phase Spatio-Temporal and Quantum-Enhanced Framework for Traffic Speed Forecasting with Calibrated Uncertainty
[IEEE] 2026-2-16 | 2025 4th International Conference on Energy Internet and Power Systems (ICEIPS)
[IEEE] 2026-2-16 | BAG: Body-Aligned 3D Wearable Asset Generation
[IEEE] 2026-2-16 | Modeling and Experimental Characterization of Microwave Propagation Properties in Laser-Induced Solid-State Plasma in Silicon Waveguides at 140-220 GHz
[IEEE] 2026-2-16 | Two-Dimensional Vertical Photonic Crystal Waveguide Array for Multi-Analyte Mid-Infrared Sensing
[IEEE] 2026-2-16 | High-Precision Resolver-to-Digital Conversion via Composite PLL with Noise Reduction
[IEEE] 2026-2-16 | Modeling and Calibration of Posture-Dependent Denavit-Hartenberg Errors and Angular Positioning Deviations of a Six-Axis Robotic Manipulator
[IEEE] 2026-2-16 | A High-Voltage-Gain Three-Port DC–DC Converter With Reduced Semiconductor Stress and Low Input Current Ripple
[IEEE] 2026-2-16 | A time series based comprehensive energy optimization and scheduling method for carbon neutral energy storage
[IEEE] 2026-2-16 | Design and Performance Analysis of Silicon Photonic Ring Resonators for High-Speed Modulation
[IEEE] 2026-2-16 | NLP-based Cyber Threat Data Analysis with MITRE ATT&amp;CK Techniques
[IEEE] 2026-2-16 | API Guardian: An Educational and Experimental Tool for Learning and Teaching the Verification and Validation of RESTful API Endpoints
[IEEE] 2026-2-16 | An Evaluation Study on the Information Technology Application Competence of High School Physics Teachers in Smart Classrooms: Construction of an Event-Reason Graph Based on Lag Sequential Analysis
[IEEE] 2026-2-16 | BCI-Mediated Unusual Storytelling for Enhancing Deep Attention in Higher Education
[IEEE] 2026-2-16 | Five Dimensions and Four Integrations: A Study on the Competency Model and Innovative Training Paradigm for Top AI Talent
[IEEE] 2026-2-16 | RadScheduler: Proactive Resource Scaling for Kubernetes-based RADIUS Authentication Services
[IEEE] 2026-2-16 | Edge-Assisted LoRa–Optical Hybrid Communication Model for Ultra-Low-Power Smart Metering Systems
[IEEE] 2026-2-16 | Atomic Oxygen Erosion Failure Mechanism and Performance Control Method of Polyimide Insulation in Space Motor Windings
[IEEE] 2026-2-16 | Hybrid FSO–Satellite Architecture for Remote Monitoring Networks: Analysis and Evaluation
[IEEE] 2026-2-16 | Research on Distribution System Resilience Enhancement Utilizing Mobile Resources to Improve Substation Supply Capacity
[IEEE] 2026-2-16 | From Detection to Action: A Concept-Based Framework to Reduce Dwell Time in IT Infrastructure
[IEEE] 2026-2-16 | Generative Artificial Intelligence Enabled STEM Learning: Community Garden Practices and Insights
[IEEE] 2026-2-16 | Intelligent Monitoring and Power Management of Optical Telecommunication Networks Using Artificial Intelligence
[IEEE] 2026-2-16 | An Empirical Study on the Teaching Effectiveness of Intelligent Adaptive Systems for Enhancing Students' Core Competences in Mathematics
[IEEE] 2026-2-16 | Fault Location Method for Distribution Networks with Distributed Power Sources Based on Improved Binary Particle Swarm Optimization Algorithm
[IEEE] 2026-2-16 | Electromagnetic Ultrasonic Measurement of Bolt Axial Stress Using Barker-Coded Pulse Compression: Modeling and Simulation
[IEEE] 2026-2-16 | Mitigating Cryptocurrency Misuse: A Survey with a Cross-Domain Adaptive Framework
[IEEE] 2026-2-16 | A Systematic Review of the Effectiveness of Adaptive Learning Systems in K-12 Education
[IEEE] 2026-2-16 | HyperSolver: A Practical Unified Framework for Large-Scale Combinatorial Optimization
[IEEE] 2026-2-16 | Industry-Oriented Instructional Design for High-Frequency Electronic Circuits: —A Project-Based Approach Using FM Transceiver Prototyping
[IEEE] 2026-2-16 | Exploring the Application of Generative AI Agents to Higher Education: A Case Study of "Preschool Educational Psychology"
[IEEE] 2026-2-16 | Photonics-Enabled LiFi Framework for Ultra-Low-Latency V2X and VANET Applications
[ACM] 2026-2-16 | Towards Trustworthiness in Agri-Data Sharing: The Role of Data and Processes in the Age of Human-Centred AI
[IEEE] 2026-2-16 | SliceMon: Slice-aware SLA Monitoring in the Data Plane Using Ensemble Learning and In-band Network Telemetry
[ACM] 2026-2-16 | Deep Learning to Rank in Industrial Search Engines, Recommender Systems and Online Advertising: An Overview and New Perspectives
[ACM] 2026-2-16 | NILC: Discovering New Intents with LLM-assisted Clustering
[ACM] 2026-2-16 | Efficient Vector-Based Label Propagation for Massive Low-Rank Graphs
[ACM] 2026-2-16 | LLM Agent-based Shilling Attack on Recommender Systems
[ACM] 2026-2-16 | The Future of Personalized Universal Assistant
[IEEE] 2026-2-16 | A Two-Timescale Learning-Based Stochastic Game for Energy-Efficient UAV Trajectory Planning and Replacement in Hierarchical Aerial Computing
[IEEE] 2026-2-16 | Hybrid Intelligent Optimization of Path-Constrained Switched Systems With Free Switching Sequences
[IEEE] 2026-2-16 | Text-guided Iterative Polymerization with Prototyping for Task-incremental Few-shot Infrared Moving Target Detection
[IEEE] 2026-2-16 | Feature classification methods on measuring user engagement in social media campaigns_supp1-3664701.docx
[IEEE] 2026-2-16 | UAV-Mounted RIS-Assisted Legitimate Surveillance Over Maritime Low-Altitude Communication Networks
[IEEE] 2026-2-16 | State-Optimization Based Semantic SCMA Broadcast with Deep Reinforcement Learning in UAV-Assisted IoV Networks
[IEEE] 2026-2-16 | DUPGT-CDR: Deep User Preference Gating Transfer for Cross-domain Recommendation
[IEEE] 2026-2-16 | 2025 7th International Conference on Smart Power &amp;amp; Internet Energy Systems (SPIES)
[IEEE] 2026-2-16 | Anti-Jamming Hybrid Beamforming in mmWave Systems via Riemannian Augmented Lagrangian Optimization
[IEEE] 2026-2-16 | MPC-Based Power Management for Energy Efficiency and Li-ion Battery Degradation Mitigation in Off-Grid Hybrid Photovoltaic Inverters
[IEEE] 2026-2-16 | LSTM-Based Automated Analysis of Laser-Groove Profiles in Wafer Dicing Using White-Light Interferometry Data
[IEEE] 2026-2-16 | Real-Time, High-Resolution and Wide-Dynamic-Range Demodulation Algorithm for Fiber Fabry–Pérot Sensors
[IEEE] 2026-2-16 | Automatic Generation of Lane-Level Road Topology Using Vision-Based Geometry
[IEEE] 2026-2-16 | An Advanced Hierarchical Control Strategy for Modeling and Stability Evaluation of a Novel Series-Connected Energy Routing System
[IEEE] 2026-2-16 | Real-Time Coverage Path Planning for Bone-Aware Robotic Ultrasound Scanning
[IEEE] 2026-2-16 | WEMA-VINS: Visual-Inertial SLAM With ELSED-MIS Line Filtering_supp3-3664654.mp4
[IEEE] 2026-2-16 | Online Targetless Camera-Lidar Extrinsic Calibration Using Object-oriented Semantic Feature
[IEEE] 2026-2-16 | Channel Modeling Toward 6G in 3GPP Release 19
[IEEE] 2026-2-16 | Dual Memristor-coupled Unidirectional Ring Neural Network: Abundant Hidden Firings and Application in Hardware Image Encryption
[IEEE] 2026-2-16 | PAG-FL: Personalization via Adaptive Gradient Filtering in Federated Learning
[IEEE] 2026-2-16 | Author Index
[IEEE] 2026-2-16 | Keynotes
[IEEE] 2026-2-16 | SPIES 2025 Author Index
[IEEE] 2026-2-16 | Future-Proofing Video Quality Assessment: Objective Metrics for Holographic and XR Broadcasting (2026 Outlook)
[IEEE] 2026-2-16 | Research and application of key technologies of illegal construction monitoring in urban villages based on real 3D modeling and GIS technology
[IEEE] 2026-2-16 | LLM-Agmented Curriculum Knowledge Graph Construction: Improving NER Accuracy via Hybrid UIE Synergy
[IEEE] 2026-2-16 | Advanced Cloud Computing and Machine Learning Framework for NDVI Time-Series Analysis and Environmental Change Detection
[IEEE] 2026-2-16 | Inertia Evaluation Method for Power Systems with Integration of Wind Farms Under Colored Measurement Noise
[IEEE] 2026-2-16 | Day-Ahead Net Load Forecasting Based on Similar-Period Selection and CNN-BiLSTM-Attention
[IEEE] 2026-2-16 | Research on Primary School Teachers' Intention to Adopt Generative Artificial Intelligence in Teaching Based on the Technology Acceptance Model
[IEEE] 2026-2-16 | The Correlation Between Ground Spectral Sampling Scale and the Representativeness of Observational Data
[IEEE] 2026-2-16 | Geo-Temporal Tracking For Employee Engagement: Development And Evaluation Of A Web Application For Community Extension Services
[IEEE] 2026-2-16 | Fault Detection in the Control- and Data-Path of Neural Networks
[IEEE] 2026-2-16 | Research on Integrated Application of Substation Equipment Panoramic Perception, Diagnostic Prediction, and Intelligent Operation &amp; Maintenance System
