[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
[IEEE] 2026-3-27 | AI-JiNi: Engineering a Culturally Competent, Empathetic, and Ethical (CCEE) AI Nurse Instructor That e-Trains Student Nurses in Mixed-Reality
[IEEE] 2026-3-27 | Designing Open Online Digital Learning Resources for Science Student: A Multifacet Rasch Model Analysis
[IEEE] 2026-3-27 | KrishiMitra: An Intelligent IoT–AI Platform for Sustainable Agriculture
[IEEE] 2026-3-27 | Three-Dimensional Object Localization Method Based on Improved YOLOv8 and Monocular Vision
[IEEE] 2026-3-27 | Emotional Intelligence in Language Education: A Multimodal Analysis Framework Based on CLIP and Dynamic Weighting
[IEEE] 2026-3-27 | Voltage Reduction and Energy-Saving Technology in Oilfield Power Distribution Networks Based on Bird Mating Optimizer
[IEEE] 2026-3-27 | Constraint-Guided In-Context Learning for Domain-Specific Triplet Extraction
[IEEE] 2026-3-27 | Comprehensive Repository of MRI-derived Breast Models for Microwave Imaging Research
[IEEE] 2026-3-27 | Attention Scaling in BiLSTM-Transformer Networks for Efficient IoT Intrusion Detection
[IEEE] 2026-3-27 | Effects of White Noise Stimulation via Bone Conduction on Hearing
[IEEE] 2026-3-27 | A Comparative Study of WPA2 and WPA3: Security Enhancements, Vulnerabilities, and Authentication Protocols
[IEEE] 2026-3-27 | A Secure Face Recognition System Using the Histogram of Oriented Gradients (HOG) and the Support Vector Machines (SVM) with the Advanced Encryption Standard (AES)
[IEEE] 2026-3-27 | Vehicle Kilometer Reading and Service Interval Monitoring System
[IEEE] 2026-3-27 | Artificial Intelligence Based Image Classification and Compression Technique
[IEEE] 2026-3-27 | A Mechanical Property Prediction Model for Nanoindentation Data Based on Artificial Neural Networks
[IEEE] 2026-3-27 | An implementation of a quantum algorithm on a Cyclone FPGA
[IEEE] 2026-3-27 | A Dynamic Temperature-Aware Metaheuristic Approach for Real-Time Path Optimization in Agricultural Cold Chain Networks
[IEEE] 2026-3-27 | Diabetic Retinopathy Prediction Using Deep Learning Techniques
[IEEE] 2026-3-27 | Fruit quality detection method via improved YOLOv8
[IEEE] 2026-3-27 | Task Scheduling in Fog-Cloud Environments Using an Adapted Lemurs Optimizer
[IEEE] 2026-3-27 | Application Model Construction of Digital Twin Technology in Machine Vision
[IEEE] 2026-3-27 | Fault Characteristic Analysis of Phase-Shifting Process in LCC Rectifier Station and Phase-Shifting Angle Selection Criterion
[IEEE] 2026-3-27 | Topic Cluster Identification Using Spectral Clustering in Academic Research Organization Platforms
[IEEE] 2026-3-27 | A Generative-AI Approach to Validating Blank Selections for Phrase Fill-in-Blank Problems in Web-Client Programming Learning Assistant System
[IEEE] 2026-3-27 | 3D Reconstruction with Multi-View Stereo Vision for Dental Imaging
[IEEE] 2026-3-27 | Post-Quantum Cryptography Migration Framework for Real-Time Payment Gateways
[IEEE] 2026-3-27 | From Clean to Corroded: Prompt-Guided Diffusion Inpainting for License Plate Degradation
[IEEE] 2026-3-27 | Development of an Automated Hand Acupoint Localization Model Based on YOLO11n-Pose
[IEEE] 2026-3-27 | Concatenated Image Technique Approach to Optimize AI Detection Inference Time and Resource Utilization
[IEEE] 2026-3-27 | Research on Inverse Kinematics Solution of UR5 Robotic Arm Based on Improved Genetic
[IEEE] 2026-3-27 | A Hybrid Model Predictive Control for PMSM Drives with Common-Mode Voltage and Switching Loss Reduction
[IEEE] 2026-3-27 | Analysis of the Application of Tree-Structure-Based Matching Algorithm in Social Work Development Information
[IEEE] 2026-3-27 | A Comparative Study of Isolation Forest and Autoencoder Models for Proactive Zero-Day Attack Detection
[IEEE] 2026-3-27 | A Robust Visual SLAM System for Complex Indoor Environments Based on Improved Line Feature Extraction and Adaptive Nonlinear Optimization
[IEEE] 2026-3-27 | Adaptive Switching Mode Interleaved Totem-Pole PFC Converter for EV Charger Applications
[IEEE] 2026-3-27 | Digital Twin-Based Anomaly Detection for VSC-HVDC Converter Stations Using Deep Learning and Data Fusion
[IEEE] 2026-3-27 | A Chinese/English mixed text proofreading algorithm for Central Asian universities based on transfer learning
[IEEE] 2026-3-27 | LinguaGraph: An NLP-Driven Computational Framework for Interpretable Linguistic Analysis of Learner Writing
[IEEE] 2026-3-27 | Table of Contents
[IEEE] 2026-3-27 | ICCE 2026 Opinion
[IEEE] 2026-3-27 | FCMD: Fine-Grained Text-Driven Cohesive Motion Generation With Diffusion Model_supp2-3677594.pdf
[IEEE] 2026-3-27 | Anti-Saturation Speed Regulation Using Dual-Parameter Sliding Mode Observer for PMSM Servo Systems
[IEEE] 2026-3-27 | Viterbi State Selection for Discrete Pinching Antenna Systems
[IEEE] 2026-3-27 | ICCE 2026 Authors
[IEEE] 2026-3-27 | Title Page
[IEEE] 2026-3-27 | Trickle Algorithm Implementation in Routing Protocol for LLNs: A Survey
[IEEE] 2026-3-27 | Impact of Insulation Layers on Feeding Current Distribution and Transport Losses in CORC-like Cables
[IEEE] 2026-3-27 | Hybrid Action-Based Reinforcement Learning for Multiobjective Compatible Autonomous Driving
[IEEE] 2026-3-27 | Generalizable Hierarchical Skill Learning via Object-Centric Representation_supp2-3678126.mp4
[IEEE] 2026-3-27 | Modeling and Optimization of High-Voltage Electromagnetic-Interference Filters for Electric Drive Systems
[IEEE] 2026-3-27 | Where-to-Learn: Analytical Policy Gradient Directed Exploration for On-Policy Robotic Reinforcement Learning_supp1-3678143.mp4
[IEEE] 2026-3-27 | LLM-based text-to-JQL Generation: an automated test using execution and structural indicators
[IEEE] 2026-3-27 | Dynamic Learning Style Classification (DLSC) Model in Adaptive E-Learning Platform
[IEEE] 2026-3-27 | Research on Intelligent Obstacle-Avoidance Path Planning for Transport Robots Based on Improved Ant Colony Algorithm
[IEEE] 2026-3-27 | CGA-LD: Feedback-Driven Cyclic Generative Augmentation with Layout Diffusion for Active Data Generation in Object Detection
[IEEE] 2026-3-27 | Batch Provisioning for Lightpath Establishment in Elastic Optical Networks
[IEEE] 2026-3-27 | Real-Time Multi-Defect Detection for Railway Tracks Based on Maintenance-Procedure Knowledge Graph Embedding and Lightweight MobileNetV3
[IEEE] 2026-3-27 | Soft-error measurement for a radiation-hardened RISC-V processor
[IEEE] 2026-3-27 | QoS-Aware Multichannel Resource Allocation in LoRaWAN Networks
[IEEE] 2026-3-27 | Predicting Mechanically Induced Thermal Runaway Severity in Multi-Chemistry Lithium-Ion Cells Using LightGBM for Battery Safety Applications
[IEEE] 2026-3-27 | Design and Implementation of the Detection and Summation Module for BPM Signals of the Accelerator RF System
[IEEE] 2026-3-27 | Predicting Air Quality Index Using Machine Learning: A case study of Delhi, India
[IEEE] 2026-3-27 | Novel SPR Biosensor for Hela and Jurkat Cancer Cell Detection
[IEEE] 2026-3-27 | AI-Assisted Teaching Practices in Indonesia: Reflective Insights from Teacher Training on Prompting and Assessment Literacy
[IEEE] 2026-3-27 | Socially Immersive Virtual Spaces and Student Well-Being: Insights into Mental Health, Belonging, and Social Connectedness in a Metaverse
[IEEE] 2026-3-27 | Kaamready:A Job Application Platform for the Uneducated and Unemployed
[IEEE] 2026-3-27 | On-Device-First Hybrid LLM Inference on AI-PCs: Closing the Enterprise GenAI Divide
[IEEE] 2026-3-27 | Intelligent Diagnosis Method for Partial Discharge of Substation Equipment Based on Multi-Source Sensor Data Fusion
[IEEE] 2026-3-27 | Energy-Efficient AI Video Analytics with MPEG-5 LCEVC: GPU-Optimised Results
[IEEE] 2026-3-27 | Improving Multi-Class OCT Classification under Class Imbalance via Class-Weight Balancing
[IEEE] 2026-3-27 | Low-Latency Architecture for Open-Circuit Fault Diagnosis in Electric Drive Inverter Power Switches
[IEEE] 2026-3-27 | An Ultrawideband Meta-Absorber for the UAV Based Mining Applications in Q, E and W Bands
[IEEE] 2026-3-27 | Research on the Application of Reinforcement Learning in Intelligent English Writing Correction
[IEEE] 2026-3-27 | E-Cart Automation for Expiring Products: A Sustainable Approach to Food-Waste Reduction
[IEEE] 2026-3-27 | Study of Peak Hopping Algorithm for Maximum Power Point Tracking Under Partial Shading Conditions for a Photovoltaic Array
[IEEE] 2026-3-27 | Data-Driven Construction of Static Voltage Security Region in Distribution Networks
[IEEE] 2026-3-27 | Integration of Optical Sensing and Deep Learning for Reliable Defect Detection in Smart Packaging Systems
[IEEE] 2026-3-27 | Construction of a New Generation of Primary School Artificial Intelligence Curriculum System Based on PEST Model: Innovation Path and Practice Exploration
[IEEE] 2026-3-27 | Time-Varying Causal Graph Learning for Distribution Network Scheduling
[IEEE] 2026-3-27 | Vision-Based Automatic Irrigation System for Greenhouse Tomato Using Leaf Keypoints
[IEEE] 2026-3-27 | K-Means Clustering and CLIP-Based Semantic Embeddings for Scalable Video Content Filtering
[IEEE] 2026-3-27 | Enhancing ARM-based Compute Core Performance using Task Priority and Proximity-Induced Thermal Thresholds in Heterogeneous Core Architecture
[IEEE] 2026-3-27 | Intelligent Coffee Farming: Implementation of Agro-Artificial Intelligence-of-Things in the Soil Nutrient Management System
[IEEE] 2026-3-27 | GA-tuned Reinforcement Learning Nonlinear Model Predictive Control for Conical Tank Systems
[IEEE] 2026-3-27 | Utilizing Chain of Thought to Generate Code from Challenging Programming Requirements
[IEEE] 2026-3-27 | Test Bench of Energy Storage System in UAVs to Maximize the Efficiency
[IEEE] 2026-3-27 | Integrating AI Development Tools in the Classroom: A Multi-Tool Case Study on Learning Outcomes and Code Quality
[IEEE] 2026-3-27 | Multi-Object Tracking with Nonlinear Motion Modeling and Discriminative Appearance Features
[IEEE] 2026-3-27 | Analysis and Design of AC Electronic Load for Testing of Power Electronic Converters
[IEEE] 2026-3-27 | GAN FET Based Dual Active Bridge Converter for Supercapacitor Integration in Electric Vehicle
[IEEE] 2026-3-27 | Research on Estimation Method of Occlusion Target Range Parameters for Low Signal-to-Noise Ratio GM-APD LiDAR
[IEEE] 2026-3-27 | Ultra-Short-Term Wind Power Forecasting Based on Adaptive Time-Frequency Decoupling and Dual-Channel Fusion
[IEEE] 2026-3-27 | Design and Simulation of a Resonant Inductive Wireless Charging System for Electric Vehicles
[IEEE] 2026-3-27 | An Image-Text Cross-Modal Retrieval Method Based on Multimodal Feature Fusion and Contrastive Quantization
[IEEE] 2026-3-27 | Design and Simulation of Voltage Oriented Controller Based Vienna Rectifier
[ACM] 2026-3-28 | FuILT-S: Full Chip ILT With Unified Boundary Healing and SRAF Co-Optimization
[IEEE] 2026-3-27 | STFO-Diff: A State Feedback Optimization-Based Diffusion Framework for Multimodal Medical Image Fusion
[IEEE] 2026-3-27 | TinyUSFM: Towards Compact and Efficient Ultrasound Foundation Models
[IEEE] 2026-3-27 | Cooperative Localization of USV in Heterogeneous Sensor Networks: A Consensus-Based Estimation Approach
[IEEE] 2026-3-27 | Multi-time Scale Distributed Stochastic Economic Dispatch for Flexible Traction Power Supply System
[IEEE] 2026-3-27 | The Impact of the Generalized (
                    <i>r, q</i>
                    ) Distributed Electrons on the Formation of Monotonic Shock Structures in an Anisotropic Plasma
[IEEE] 2026-3-27 | Revisiting Flow Control in Node-Centric Datacenter Networks
[IEEE] 2026-3-27 | Author Index
[IEEE] 2026-3-27 | Conference Committee
[IEEE] 2026-3-27 | 118 (1571216203): 2D-DOA Estimation Based Sparse Billboard and T-Shaped Arrays
[IEEE] 2026-3-27 | A 2.4-GHz CMOS RF Energy Harvester With an Adaptive Power Management Unit Achieving 25-dB Input Power Range and 97.4% DC–DC Efficiency
[IEEE] 2026-3-27 | Explainable CNN-GRU Model with Self-Attention for Human Activity Recognition Using Wearable Sensors through Data Augmentation
[IEEE] 2026-3-27 | Sentinel Mode Using Sensor Fusion for Improving Security in Shared Vehicles
[IEEE] 2026-3-27 | Rolling Optimization Model for Power Systems Based on MultiScenario Probabilistic Assessment
[IEEE] 2026-3-27 | Study on Operational Strategy of Grid-Forming Energy Storage Participating in Multi-Level Joint Markets
[IEEE] 2026-3-27 | Multi-objective Optimization Framework for Controllable Circadian Rhythm LED Light Sources: A Comprehensive Spectral Design and Performance Evaluation System
[IEEE] 2026-3-27 | Performance Analysis of M-Type Barium Hexaferrite coated Artillery Shell for Radar Cross Section Reduction Applications
[IEEE] 2026-3-27 | Dynamic Modelling and Analysis of Adiabatic Compressed Air Energy Storage Discharging Process Under Multi-Mode Regulation
[IEEE] 2026-3-27 | Research on Reconfiguration and Low-Carbon Optimization of Wind-Solar-Thermal Power Coupled Distribution Network Based on Improved IWOA Algorithm
[IEEE] 2026-3-27 | AI and Yolo-Enabled Automated Traffic Management Framework for Emergency Vehicle Priority
[IEEE] 2026-3-27 | A Rule-Based Real-Time Security Monitoring Framework for Cross-Slice Isolation in 5G Networks
[IEEE] 2026-3-27 | A Robust Motor Imagery EEG Classification Framework Using Adaptive Channel–Window Selection and Temporal Feature Pooling
[IEEE] 2026-3-27 | Innovations in data stream processing by combining temporal databases with edge intelligence
[IEEE] 2026-3-27 | Design of a Variation-Resilient 2 MHz PWM Circuit for 28 nm Buck Converters Using an Error-Budget Approach
[IEEE] 2026-3-27 | Content-Path Optimization for TV News Programs
[IEEE] 2026-3-27 | A PUF-Based Security Framework for Fault and Intrusion Detection
[IEEE] 2026-3-27 | Research and Implementation of Automated Testing for Vehicle Remote Diagnosis
[IEEE] 2026-3-27 | Hybrid Video Enhancement Framework Using Generative Convolutional Vision Transformer
[IEEE] 2026-3-27 | Smart Street Lighting System Using AI, Computer Vision, and IoT for Energy Efficiency and Sustainability
[IEEE] 2026-3-27 | Secure Healthcare Framework Using Biometric Fingerprint Authentication and Generative AI for Electronic Health Record Management
[IEEE] 2026-3-27 | An Improved LCL Filter Design with Passive Damping for Smartgrid and Microgrid Applications with Lower Losses
[IEEE] 2026-3-27 | Research on Regional Electricity Consumption Forecasting Based on the Coupled LMDI-STIRPAT-System Dynamics Model
[IEEE] 2026-3-27 | Opinion Modeling of Social Media Comments Based on LSTM Sentiment Analysis
[IEEE] 2026-3-27 | Perceptual and Structural Similarity-Driven Loss for Improving Unified Rain Removal
[IEEE] 2026-3-27 | Optimization Method for Static Voltage Stability in Distribution Systems Considering the Adjustable Capability of Distributed Resources
[IEEE] 2026-3-27 | Energy-Efficient Wireless Charging Architecture Using LLC Resonant Converter and Synchronous Rectification for Portable Devices
[IEEE] 2026-3-27 | Research on the Application of Big Data Deep Learning in Traceability and Risk Assessment in Clean Label Certified Food Supply Chains
[IEEE] 2026-3-27 | Comparative Computational Study on Optimal Path Planning for an UAV
[IEEE] 2026-3-27 | Heat Prediction and Control in Smart Phones Using Machine Learning
[IEEE] 2026-3-27 | Automated Detection of 3D Video Formats for Mixed Reality Headsets: A Feature Matching Approach Using Epipolar Geometry and Disparity Analysis
[IEEE] 2026-3-27 | MAR-MHNet: A Shipborne Crew State Monitoring Framework Integrating Cross-Modal Reliability- Aware Attention and Adaptive Threshold
[IEEE] 2026-3-27 | Design of Buck Converter Integrated Circuit in 180nm SCL Technology with CMOS Logic
[IEEE] 2026-3-27 | A Machine Learning and Explainable AI-Based Stroke Risk Prediction Approach With SHAP Based Advanced Interpretability
[IEEE] 2026-3-27 | TCN-KAN: A Parameter-Efficient and Causal Neural Network for Nonlinear Active Noise Control
[IEEE] 2026-3-27 | Research on Complex Time Series Prediction Algorithm Based on ENA-SARIMA-LSTM Combined Model
[IEEE] 2026-3-27 | Evaluating Conformal Antenna Arrays for Microwave Head Imaging
