[2026-08-17 22:23:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-16
正在获取论文...
[ACM] 2026-8-17 | Introduction to the Special Section on USENIX FAST 2025
[IEEE] 2026-8-17 | EcoDT-GBM: An Energy Optimization Framework for Smart Home Consumer Electronics
[IEEE] 2026-8-17 | Comparison between epilepsy and migraine based on feature fusion and multiple machine learning models using electroencephalogram
[IEEE] 2026-8-17 | C2R: A Coarse-to-Refine Centerline-Aware Multi-Task Learning Framework for Coronary Artery Segmentation in CCTA
[IEEE] 2026-8-17 | Joint AI Model Deployment and Multi-Hop Routing-Resource Orchestration in UAV-Assisted Computing Power Networks
[IEEE] 2026-8-17 | Security Analysis and Experimental Evaluation of CAN Protocol Vulnerabilities in Mobile Robotic Systems
[IEEE] 2026-8-17 | Transformer-Based Semantic Similarity Detection for Cross-Device Text Forensics
[IEEE] 2026-8-17 | Statistical Process Control as a Dynamical Bayesian Network: A Robust PCA-Based Case Study
[IEEE] 2026-8-17 | Underwater Image Enhancement Model Based on Multi-Module Cascaded Optimization
[IEEE] 2026-8-17 | A Novel Reconfigurable Parallel Manufacturing System and Pose Optimization Method
[IEEE] 2026-8-17 | Small Target Detection Algorithm for Aerial Lmages based on YOLOv8n
[IEEE] 2026-8-17 | An LSTM-based Temperature Drift Errors Precise Estimation Model of Capacitive MEMS Gyroscopes using Stiffness Variation Analysis
[IEEE] 2026-8-17 | Explainable Machine Learning for Resource-Efficient Fault Classification in Power Grid Oscillograms: Impact of Measurement Channel Selection
[IEEE] 2026-8-17 | Dual-Channel Cloud Particle Image Classification Based on Transfer Learning and U-NET
[IEEE] 2026-8-17 | Bird's-Eye View Semantic Segmentation for Autonomous Driving via Limited Multi-Modal Sensor Fusion
[IEEE] 2026-8-17 | Adaptive Fuzzy Sliding Mode Control for 3-DOF Parallel Manipulators with Scalar Sign Function
[IEEE] 2026-8-17 | Research on Channel Characterization for Air-Ground Dual Intelligent Reflecting Surface Assisted Communication in Vehicular Scenarios
[IEEE] 2026-8-17 | Vibe Coding Vs Reality: Can LLMs Help Us In Playing Simulated Table Tennis Through A Musculoskeletal Model?
[IEEE] 2026-8-17 | A Controlled Evaluation of SAR-Optical Fusion for Sentinel-Based Land Cover Segmentation Using ResNet-ASPP and DeepLabV3+
[IEEE] 2026-8-17 | Toward Resilience-Oriented Control of Islanded Microgrids
[IEEE] 2026-8-17 | Experimental Setup of a Hydrogen-Based Microgrid: Design and Implementation of a Small-Scale Prototype
[IEEE] 2026-8-17 | From Time Domain to Frequency Domain: A Music Deepfake Detection Model Based on Multi-Branch Convolutional Neural Network
[IEEE] 2026-8-17 | FloodGraph: A Data Re-Uploading Enabled QSVR Framework for Flood Parameter Prediction and Dynamic Graph Updation
[IEEE] 2026-8-17 | Risk-Based and Resilience-Oriented Assessment of Cyber Threats in Electrical Naval Systems
[IEEE] 2026-8-17 | When Physics-Informed Priors Help and Hurt in Highway MOT Under Occlusion: a Controlled Diagnostic Study
[IEEE] 2026-8-17 | Knowledge Discovery from Industrial Safety Records: Association Rule Mining and Visualization of Hoisting Accidents
[IEEE] 2026-8-17 | Advanced Intrusion Detection in Wireless Sensor Networks Using Vanilla Generative Adversarial Network
[IEEE] 2026-8-17 | Nonlinear Ultrasonic Frequency Mixing for Microcrack Detection in Metal Components
[IEEE] 2026-8-17 | Iterative Gaussian Approximation for Random Spreading Unsourced Random Access
[IEEE] 2026-8-17 | Research on Physical Layer Security Enhancement Technology in Maritime Evaporation Duct Channels
[IEEE] 2026-8-17 | CAAP: Accelerating Dynamic 3D Gaussian Splatting via Contribution-Aware Adaptive Pruning
[IEEE] 2026-8-17 | A Multi-Loop Noise-Optimized Capacitively Coupled Chopper Amplifier for EEG Front-Ends
[IEEE] 2026-8-17 | Design, calibration, and validation of the HDU60 five-axis horizontal machine tool for blisk manufacturing
[IEEE] 2026-8-17 | Machine Learning and Deep Learning Approaches for Cyberattack Anomaly Detection: A Concise Review
[IEEE] 2026-8-17 | Advanced Modeling and Control Strategies for Autonomous Underwater Vehicles in Cooperative Applications
[IEEE] 2026-8-17 | Design of the Wrist Rehabilitation Control System Based on a Parallel Exoskeleton
[IEEE] 2026-8-17 | Optimized Fusion Model for Wildlife Monitoring Based on YOLO Plus CLIP Framework
[IEEE] 2026-8-17 | Ontology-Based Enhancement of IoT Logs for Digital Forensic Investigations A Controlled Experiment with Smart Lock Data
[IEEE] 2026-8-17 | Asynchronous Speculative Decoding for Low-Latency Vision-Language Navigation
[IEEE] 2026-8-17 | Fish Feeding Behavior Classification Using Detection-Based and Pre-trained Models
[IEEE] 2026-8-17 | HG-YOLOv8: a Hybrid Attention and Ghost Convolution Enhanced Framework for PCB Defect Detection
[IEEE] 2026-8-17 | An Empirical Study of MuRIL-based architectures for Hindi Health Domain NER
[IEEE] 2026-8-17 | Precise Docking of Articulated Vehicles Using a Virtual Corridor and Model Predictive Control
[IEEE] 2026-8-17 | IQuHF: Intelligent Quantum-Hybrid Framework for Secure Medical Image Watermarking
[IEEE] 2026-8-17 | A Weight Optimization Method for Vision-based Active Suspension Preview Control
[IEEE] 2026-8-17 | A Real-Time-Constrained Evaluation Framework for Path Planning in Conveyor-Side Robotic Sorting under RT-Thread Systems
[IEEE] 2026-8-17 | Feasibility and Performance Analysis of Kyber-Based Proxy Re-Encryption for Constrained Edge-Assisted IoT Systems
[IEEE] 2026-8-17 | Robust Localization Method for Unmanned Surface Vehicle Binocular Vision
[IEEE] 2026-8-17 | FusionNeXt: A ConvNeXt-Based Residual Fusion Network for Skin Lesion Segmentation
[IEEE] 2026-8-17 | Video-to-Emotional Music Generation Based on Temporal Structure Alignment
[IEEE] 2026-8-17 | ASST-TFRCnet: An End-to-End Explainable Framework for PQD Classification_supp1-3718143.pdf
[IEEE] 2026-8-17 | Detection of Noise Product Amplitude Modulated Slice Repeat Jamming Based on Dual-Dimension Mutations of Statistical Properties and Amplitude
[IEEE] 2026-8-17 | IEEE Transactions on Electromagnetic Compatibility Information for Authors
[ACM] 2026-8-17 | Compositional Generator Equivalence
[ACM] 2026-8-17 | Too Many DevEx Metrics, Too Little Guidance
[IEEE] 2026-8-17 | A Flexible Multiband Wearable Antenna for Sub-6 GHz 5G Communication Systems
[IEEE] 2026-8-17 | A Hybrid Kalman-Weighted Sliding Mode Observer for Sensorless Torque Estimation of Robotic Manipulators
[IEEE] 2026-8-17 | A Segmented Dynamic Data Pruning Method Based on Sample Value Evaluation
[IEEE] 2026-8-17 | Toward a Confidence-Aware Validation Workflow for Real-Time Pronunciation Assessment: Human Review, Uncertainty Communication, and Evidence Logging in Tajwid-Oriented Feedback Systems
[IEEE] 2026-8-17 | Models and algorithms for protecting intrusion detection systems from attacks on machine learning components
[IEEE] 2026-8-17 | Real-Time Evaluation of Predictive Fuzzy Terminal Sliding Mode Controller for Quadrotors
[IEEE] 2026-8-17 | Observation-Based Joint-Angle Modeling and Hydrodynamic Gait Verification for a Duck-Inspired Robot
[IEEE] 2026-8-17 | Wideband Channel Measurement and Modeling at 4.6 GHz in Air-to-Sea Scenarios for 6G Low-Altitude Communications
[IEEE] 2026-8-17 | A Two-Dimensional Budget Learning and Fast Deployment Method for Resource-Constrained Visual Inference
[IEEE] 2026-8-17 | An Improved YOLO26 Algorithm for Small-Target Detection Based on Image Enhancement
[IEEE] 2026-8-17 | SMACD 2026 Cover Page
[IEEE] 2026-8-17 | Detection and Temporal Tracking of Pigs in Farming Environments Using a Camera System
[IEEE] 2026-8-17 | Parametric Analysis and Optimization of the Start-up Process for 2D MEMS Mirrors
[IEEE] 2026-8-17 | Dual-Frame Extended Kalman Filter Localization System on Clearpath Husky Robot
[IEEE] 2026-8-17 | AI-Driven Selective Bird Feeder Guard Using MobileNetV3 and ESP32
[IEEE] 2026-8-17 | MesoFuseNet: A Two-Stream Fusion Network for Multi-Granularity Forgery Perception in Images
[IEEE] 2026-8-17 | An analytical review of cybersecurity vulnerabilities and AI-based protection in EV charging systems
[IEEE] 2026-8-17 | Object Detection System Implementation Using 360 Degree Cameras and 3D LiDAR on a Clearpath Husky A200 Mobile Robot Platform
[IEEE] 2026-8-17 | A Memory-Efficient Newton-Krylov NMPC with I&amp;I Robustness for Embedded Vehicle Control
[IEEE] 2026-8-17 | Integrating Standardized Defect Modeling and Machine Learning for Alternative Testing of AMS Circuits
[IEEE] 2026-8-17 | Mapping GWAS-derived Genetic Variants to Mental Illness via Machine Learning
[IEEE] 2026-8-17 | Evaporation Duct-Guided Adaptive QoS Routing for Maritime UAV Ad Hoc Networks
[IEEE] 2026-8-17 | Linear Quadratic Integral Control for Longitudinal Stability of a Fully Submerged Hydrofoil Craft
[IEEE] 2026-8-17 | Privacy-Preserving Identity and Entitlement APIs for External Ecosystems
[IEEE] 2026-8-17 | Personalized Learning Recommendations for Deaf and Hard-of-Hearing Learners
[IEEE] 2026-8-17 | Self-Reflective LLM Agents with Quality-Aware Episodic Memory for Multi-Step Task Completion
[IEEE] 2026-8-17 | MCB-SwinUNet: attention-gated skip fusion framework for multi-crop leaf lesion segmentation with cross-domain generalization and boundary accuracy
[IEEE] 2026-8-17 | An Explainable Swin Transformer–Ensemble Framework for Multiclass Alzheimer's Disease Stage Classification from MRI
[IEEE] 2026-8-17 | AI-Augmented Test Automation: A Hybrid Framework for Intelligent Regression Testing
[IEEE] 2026-8-17 | Multimodal Dynamics Modeling and Fusion for Human-Machine Interaction in Attention-Motion Training
[IEEE] 2026-8-17 | Gearbox Fault Diagnosis: A Comprehensive Review of Signal Processing and Machine Learning Approaches
[IEEE] 2026-8-17 | Integrating Predictive Sampling and Diffusion Policy for Adaptive Control in Simulated Robotic Arms
[IEEE] 2026-8-17 | A Polar Coordinate Lane Detection Algorithm Fusing Geometric and Structural Features
[IEEE] 2026-8-17 | A Simple Approximation of KAN—A Case Study Based on Input-Side Quadratic Term Augmentation
[IEEE] 2026-8-17 | Asynchronous Visual-Inertial Motion Parsing via Sparse Differential Dynamics for Agile Mobile Platform
[IEEE] 2026-8-17 | SOC-Aware Adaptive Control of Lithium-Ion Batteries Based on EKF Estimation and PSO-Optimized PI Regulation
[IEEE] 2026-8-17 | Bilingual End-to-End Neural Diarization for Kazakh-Russian Code-Switched Speech
[IEEE] 2026-8-17 | Author Index
[IEEE] 2026-8-17 | Efficient Dragon Fruit Detection with SF2D-Net: An efficient model architecture for dragon fruit detection in Adversarial environment
[IEEE] 2026-8-17 | NotPetya: Anatomy of a Cyberweapon Disguised as Ransomware
[IEEE] 2026-8-17 | Carbon Nanotube-Dependent Electrical and Piezoresistive Performance of Hydrogel-Based Flexible Strain Sensors
[IEEE] 2026-8-17 | A Cost-Oriented Study of Single-Model and Ensemble Learning for Five-Class Surface Defect Classification in Automotive Production Lines
[IEEE] 2026-8-17 | Research on Bp Neural Network Image Compression Algorithm Based on Stochastic Gradient Descent
[IEEE] 2026-8-17 | Active Domain Adaptation Under Concept Shift
[IEEE] 2026-8-17 | Overhead Minimization in STAR-RIS-Enhanced UAV-Assisted Maritime MEC Networks: A SE-HPPO Approach
[IEEE] 2026-8-17 | SGA-Mamba: A Spectral-Guided Asymmetric State Space Model for Hyperspectral Image Classification
[IEEE] 2026-8-17 | 2026 International Conference on Advanced Computing and Knowledge Engineering (ICACKE)
[IEEE] 2026-8-17 | Index of Authors
[IEEE] 2026-8-17 | Research on Intelligent Defect Detection of Wind Turbine Blades Based on Computer Vision and Improved RT-DETR
[IEEE] 2026-8-17 | Electric Vehicle Load Forecasting Based on Probabilistic Modeling and Deep Learning
[IEEE] 2026-8-17 | Comparative Analysis of Resource-Constrained MP- LS and Neural Network DPD in Deep Saturation
[IEEE] 2026-8-17 | Prescribed Performance Control of Active Suspension for Three-Axle Vehicles Considering Uncertain Dynamics
[IEEE] 2026-8-17 | Research on Multi-Metric Switching Strategy for Ku/Ka Dual-Band Satellite Communication Links
[IEEE] 2026-8-17 | APS-YOLO for UAV-Based PPE Small Object Detection in Complex Industrial Scenes
[IEEE] 2026-8-17 | Enhance 3-D Visual Grounding Through LiDAR and Radar Point Clouds Fusion for Autonomous Driving
[IEEE] 2026-8-17 | A Hybrid NSGA-III and Reinforcement Learning Algorithm for Truck-Drone Emergency Delivery in Damaged Road Networks
[IEEE] 2026-8-17 | An
                    <i>n</i>
                    -Dimensional Discrete Chaotic Model and Its Application
[IEEE] 2026-8-17 | IEEE Open Access Publishing
[IEEE] 2026-8-17 | Online Scheduling with Zygote Container for Tackling Cold Start in Serverless Functions_supp2-3724052.pdf
[IEEE] 2026-8-17 | Benchmarking Input Strategies and Hybrid Loss Functions for Multi-Sequence Abdominal MRI Segmentation
[IEEE] 2026-8-17 | Architecture Design of a Synergistic Rehabilitation System Integrating Motor Assistance and TEAS based on Continuous sEMG Decoding
[IEEE] 2026-8-17 | Joint Pilot Overhead and Robust Beamforming Design for RIS-Assisted Hybrid-Field Communications Under Imperfect CSI
[IEEE] 2026-8-17 | Intelligent Multi Broker Slice as a Service Architecture for Cross Domain Mobility Continuity in 6G Networks
[IEEE] 2026-8-17 | Few-Shot Cross-View Gait Recognition Based on Meta-Learning and Generative Adversarial Networks
[IEEE] 2026-8-17 | Mechanical Design and Performance Validation of a Wet Friction Simulation Test Bench for ECMO Supported centrifugal pump
[IEEE] 2026-8-17 | Prediction of Conducted Emissions in Electric Vehicle eAxles Using Modal Decomposition and an Enhanced Motor Model
[IEEE] 2026-8-17 | IEEE Transactions on Medical Robotics and Bionics Publication Information
[IEEE] 2026-8-17 | Cloud-Edge Collaborative Adaptation for Vision-Language Model via Compact Prompt Optimization
[IEEE] 2026-8-17 | Towards Improved Adaptive Estimation Accuracy: Auxiliary Filters and Heavy–Ball Dynamics
[ACM] 2026-8-17 | Towards a Higher-Order Bialgebraic Denotational Semantics
[ACM] 2026-8-17 | Semantically-Equivalent Transformations-Based Backdoor Attacks against Neural Code Models: Characterization and Mitigation
[IEEE] 2026-8-17 | A Secure UAV Communication Scheme Based on SM2 Certificateless Signcryption
[IEEE] 2026-8-17 | A High-Precision YOLOv8 Detection Model for Detecting Microscopic Surface Defects on PCBs
[IEEE] 2026-8-17 | Comparative Analysis of GaAs pHEMT VCO Types
[IEEE] 2026-8-17 | Cylinder Head Defect Segmentation Algorithm Based on Deeplabv3+
[IEEE] 2026-8-17 | Research on Object Recognition in Complex Backgrounds Based on the Improved YOLOv8n
[IEEE] 2026-8-17 | Robust PMSM Speed Regulation Under Full-State Constraints
[IEEE] 2026-8-17 | Joint Trajectory and FAS Port Selection Optimization for Resilient Maritime UAV Networks with Blockchain-Enabled PLKG Authentication
[IEEE] 2026-8-17 | Research and design of intelligent defect detection system for magnetic connector
[IEEE] 2026-8-17 | GI-Det: Joint Polyp-Instrument Detection and Motion Guidance for Endoscopic System
[IEEE] 2026-8-17 | Design of bionic joints with single-cone dielectric elastomer and motion performance of quadrupedal bionic robot
[IEEE] 2026-8-17 | Tokenizer Compression for VHR-SAR Scattering Centers Constrained by Metric Relations
[IEEE] 2026-8-17 | A systematic optimal design approach of dual-motor coupling drive system
[IEEE] 2026-8-17 | A Hierarchical Reinforcement Learning Framework with Action Masking and Teacher Guidance for Dynamic Scheduling
[IEEE] 2026-8-17 | Automated Security Assessment and Risk Scoring for IoT Devices via Network Scanning
[IEEE] 2026-8-17 | Finite-Time Formation Control of Multiple Underactuated Ships Based on Information-Guided Event-Triggered Mechanism
[IEEE] 2026-8-17 | Improved YOLOv11 for High-Precision Instance Segmentation in Aircraft Intake Inspection Robots
[IEEE] 2026-8-17 | Intelligent Detection of Moldy Tobacco Based on Multi-Color Illumination and Image Recognition
[IEEE] 2026-8-17 | Machine Learning Algorithms for Bearing Fault Diagnosis Using Time-Domain Features
[IEEE] 2026-8-17 | Failure Modes Analysis of High-Speed Permanent Magnet Generator Rotor
[IEEE] 2026-8-17 | TeaShootNet: An Attention-Enhanced YOLOv10 Model for Precision Tea Shoot Detection and Growth Monitoring
[IEEE] 2026-8-17 | Large-Small Model Collaboration over LEO Satellite Networks: A Multi-Agent RL Approach
[IEEE] 2026-8-17 | OneBEV++: Towards Unifying Bird's-Eye-View Semantic Mapping with Panoramas_supp1-3719109.pdf
[IEEE] 2026-8-17 | Experimental Active Vibration Control of a Cantilever Beam Using Particle Swarm Optimization
[IEEE] 2026-8-17 | DFAST-DETR: An End-to-End Small Object Detection Model for Drone Images Based on Dynamic Filtering and Adaptive Sparse Transformer
[IEEE] 2026-8-17 | Front Cover
[IEEE] 2026-8-17 | Network-Aware Intelligent Transport Optimization with Constraint-Based Route Sequencing: An Enterprise AI Integration Framework for Sustainable Urban Logistics
