[2026-02-10 09:46:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-09
正在获取论文...
[arXiv] 2026-02-09 | GaussianCaR: Gaussian Splatting for Efficient Camera-Radar Fusion
[NO] 578/886 | $d$-Wave Surface Altermagnetism in Centrosymmetric Collinear Antiferromagnets
[NO] 579/886 | Dynamics Within Latent Chain-of-Thought: An Empirical Study of Causal Structure
[NO] 580/886 | Primordial features as probes of baryogenesis from supersymmetric flat directions
[NO] 581/886 | The equivalence of quantum deletion and insertion errors on permutation-invariant codes
[NO] 582/886 | Partition theorems for Ketonen-Solovay largeness
[NO] 583/886 | Passivity-exploiting stabilization of semilinear single-track vehicle models with distributed tire friction dynamics
[NO] 584/886 | Josephson diode and spin-valve effects on the surface of altermagnet CrSb
[NO] 585/886 | Redundancy-Free View Alignment for Multimodal Human Activity Recognition with Arbitrarily Missing Views
[NO] 586/886 | Large Language Lobotomy: Jailbreaking Mixture-of-Experts via Expert Silencing
[NO] 587/886 | From Correspondence to Actions: Human-Like Multi-Image Spatial Reasoning in Multi-modal Large Language Models
[NO] 588/886 | Algorithmic Governance in the United States: A Multi-Level Case Analysis of AI Deployment Across Federal, State, and Municipal Authorities
[NO] 589/886 | Rotated Lights for Consistent and Efficient 2D Gaussians Inverse Rendering
[NO] 590/886 | Data Reconstruction: Identifiability and Optimization with Sample Splitting
[NO] 591/886 | PERSPECTRA: A Scalable and Configurable Pluralist Benchmark of Perspectives from Arguments
[NO] 592/886 | Weighted Hardy-Sobolev type inequalities with boundary terms
[NO] 593/886 | LLM-Enhanced Wearables for Comprehensible Health Guidance in LMICs
[NO] 594/886 | Improving Reliability of Hybrid Bit-Semantic Communications for Cellular Networks
[NO] 595/886 | Prototype-Based Disentanglement for Controllable Dysarthric Speech Synthesis
[YES] 596/886 | Trapped by simplicity: When Transformers fail to learn from noisy features
[YES] 597/886 | PBLean: Pseudo-Boolean Proof Certificates for Lean 4
[NO] 598/886 | Learning To Sample From Diffusion Models Via Inverse Reinforcement Learning
[NO] 599/886 | Old wine in old glasses: Comparing computational and qualitative methods in identifying incivility on Persian Twitter during the #MahsaAmini movement
[NO] 600/886 | CompilerKV: Risk-Adaptive KV Compression via Offline Experience Compilation
[NO] 601/886 | SA-CAISR: Stage-Adaptive and Conflict-Aware Incremental Sequential Recommendation
[YES] 602/886 | LLaDA2.1: Speeding Up Text Diffusion via Token Editing
[NO] 603/886 | 6G-Bench: An Open Benchmark for Semantic Communication and Network-Level Reasoning with Foundation Models in AI-Native 6G Networks
[NO] 604/886 | Structural studies on $A_2$ReCl$_6$ ($A$=K, Rb, Cs): absence of Jahn-Teller distortion
[NO] 605/886 | Equalized Generative Treatment: Matching f-divergences for Fairness in Generative Models
[NO] 606/886 | From Robotics to Sepsis Treatment: Offline RL via Geometric Pessimism
[NO] 607/886 | Deep Learning-Based Fixation Type Prediction for Quality Assurance in Digital Pathology
[NO] 608/886 | Forget Superresolution, Sample Adaptively (when Path Tracing)
[NO] 609/886 | A Primal-Dual-Based Active Fault-Tolerant Control Scheme for Cyber-Physical Systems: Application to DC Microgrids
[NO] 610/886 | Debate is efficient with your time
[NO] 611/886 | Revisiting [CLS] and Patch Token Interaction in Vision Transformers
[NO] 612/886 | On soft contributions to the $B^-\to γ^*$ form factors
[NO] 613/886 | Sparse Models, Sparse Safety: Unsafe Routes in Mixture-of-Experts LLMs
[NO] 614/886 | ERIS: Enhancing Privacy and Communication Efficiency in Serverless Federated Learning
[NO] 615/886 | Ziv-Zakai Bound for Near-Field Localization and Sensing
[NO] 616/886 | OSCAR: Optimization-Steered Agentic Planning for Composed Image Retrieval
[NO] 617/886 | Towards Reliable Social A/B Testing: Spillover-Contained Clustering with Robust Post-Experiment Analysis
[NO] 618/886 | Dynamical System Analysis of FLRW Model in f(R,L,T) Theory
[NO] 619/886 | Constrained Sampling to Guide Universal Manipulation RL
[NO] 620/886 | Hidden in-plane long-range order in an amorphized crystal
[NO] 621/886 | An Automata-Based Approach to Games with $ω$-Automatic Preferences
[NO] 622/886 | DA-RAG: Dynamic Attributed Community Search for Retrieval-Augmented Generation
[NO] 623/886 | Dialogue Model Optimization via Agent Game and Adaptive Tree-based GRPO
[NO] 624/886 | Intelligent Control of Collisional Architectures for Deterministic Multipartite State Engineering
[NO] 625/886 | GeoFocus: Blending Efficient Global-to-Local Perception for Multimodal Geometry Problem-Solving
[NO] 626/886 | Polytopes and $C^0$-Riemannian metrics with positive $h_{\rm top}$
[NO] 627/886 | TreeTensor: Boost AI System on Nested Data with Constrained Tree-Like Tensor
[NO] 628/886 | A note on cocycles in $\mathbb{T}\times SO(3)$
[NO] 629/886 | Estimation of Fish Catch Using Sentinel-2, 3 and XGBoost-Kernel-Based Kernel Ridge Regression
[NO] 630/886 | The M-Tensor Format: Optimality in High Dimensional Regression for Nonlinear Models with Scarce Data
[NO] 631/886 | Are Vision Foundation Models Foundational for Electron Microscopy Image Segmentation?
[NO] 632/886 | Multipoint Code-Weight Sphere Decoding: Parallel Near-ML Decoding for Short-Blocklength Codes
[NO] 633/886 | Is Meta-Path Attention an Explanation? Evidence of Alignment and Decoupling in Heterogeneous GNNs
[NO] 634/886 | Contextual Rollout Bandits for Reinforcement Learning with Verifiable Rewards
[NO] 635/886 | Radar Operating Metrics and Network Throughput for Integrated Sensing and Communications in Millimeter-wave Urban Environments
[NO] 636/886 | Time-Delayed Transformers for Data-Driven Modeling of Low-Dimensional Dynamics
[NO] 637/886 | Renormalization destroys a finite time bifurcation in the $Φ^4_2$ equation
[NO] 638/886 | Identifying Host Galaxies of Binary Black Hole Mergers with Next-Generation Gravitational Wave Detector Networks
[NO] 639/886 | Charge asymmetry in $e^{+}e^{-}\to B^{(*)}\bar{B}^{(*)}$ processes in the vicinity of $Υ(4S)$
[NO] 640/886 | First Extraction of the Matter Radius of $^{132}$Sn via Proton Elastic Scattering at 200 MeV/Nucleon
[NO] 641/886 | UAV-Supported Maritime Search System: Experience from Valun Bay Field Trials
[NO] 642/886 | RIFLE: Robust Distillation-based FL for Deep Model Deployment on Resource-Constrained IoT Networks
[NO] 643/886 | Plethysm is in #BQP
[NO] 644/886 | Demo-ICL: In-Context Learning for Procedural Video Knowledge Acquisition
[NO] 645/886 | The Connection between Kriging and Large Neural Networks
[YES] 646/886 | LLMs + Security = Trouble
[NO] 647/886 | Graph-Loc: Robust Graph-Based LiDAR Pose Tracking with Compact Structural Map Priors under Low Observability and Occlusion
[NO] 648/886 | Drop the mask! GAMM-A Taxonomy for Graph Attributes Missing Mechanisms
[NO] 649/886 | Geometry-driven impact of photosensor placement on S2-based XY reconstruction in a dual-phase argon TPC
[NO] 650/886 | Multipoint Padé Approximation of the Hurwitz Zeta Function and a Riemann-Hilbert Steepest Descent Analysis
[NO] 651/886 | Quantum Detection of Sequency-Band Structure
[NO] 652/886 | Geometric Image Editing via Effects-Sensitive In-Context Inpainting with Diffusion Transformers
[NO] 653/886 | 2D ferroelectric narrow-bandgap semiconductor Wurtzite' type alpha-In2Se3 and its silicon-compatible growth
[NO] 654/886 | CFHT MegaCam Two Deep Fields Imaging Survey (2DFIS) II: Decoding the Lensing Profile of a "Rotating" Cluster with Deep CFHT Imaging
[NO] 655/886 | Uniform spectral gaps for random hyperbolic surfaces with not many cusps
[NO] 656/886 | UrbanGraphEmbeddings: Learning and Evaluating Spatially Grounded Multimodal Embeddings for Urban Science
[NO] 657/886 | Combinatorial Spacetime from Loop Quantum Gravity
[NO] 658/886 | Dark Matter from Eternity
[NO] 659/886 | Near-Oracle KV Selection via Pre-hoc Sparsity for Long-Context Inference
[NO] 660/886 | Making Databases Searchable with Deep Context
[NO] 661/886 | A criterion for a Hurewicz cofibration to be a Quillen cofibration
[YES] 662/886 | SWE Context Bench: A Benchmark for Context Learning in Coding
[NO] 663/886 | CFHT MegaCam Two Deep Fields Imaging Survey (2DFIS) I: Overview
[NO] 664/886 | Moral Sycophancy in Vision Language Models
[NO] 665/886 | Variational Method for Interacting Surfaces with Higher-Form Global Symmetries
[NO] 666/886 | TextResNet: Decoupling and Routing Optimization Signals in Compound AI Systems via Deep Residual Tuning
[NO] 667/886 | Room Temperature Collective Blinking and Photon Bunching from CsPbBr3 Quantum Dot Superlattice
[NO] 668/886 | Benchmarking Autonomous Vehicles: A Driver Foundation Model Framework
[NO] 669/886 | The Vibe-Automation of Automation: A Proactive Education Framework for Computer Science in the Age of Generative AI
[NO] 670/886 | Almost-primes in Sun's $x^2+ny^2$ conjecture
[NO] 671/886 | ClusterChirp: A GPU-accelerated Web Server for Natural Language-Guided Interactive Visualization and Analysis of Large Omics Data
[YES] 672/886 | Toward Formalizing LLM-Based Agent Designs through Structural Context Modeling and Semantic Dynamics Analysis
[NO] 673/886 | Puda: Private User Dataset Agent for User-Sovereign and Privacy-Preserving Personalized AI
[NO] 674/886 | HEAL: Online Incremental Recovery for Leaderless Distributed Systems Across Persistency Models
[NO] 675/886 | Do MLLMs Really See It: Reinforcing Visual Attention in Multimodal LLMs
[NO] 676/886 | Document Reconstruction Unlocks Scalable Long-Context RLVR
[NO] 677/886 | A Minimal Interpretation of the Galactic Cosmic-Ray Spectrum from GeV to PeV Energies
[YES] 678/886 | Pretraining with Token-Level Adaptive Latent Chain-of-Thought
[NO] 679/886 | HOICraft: In-Situ VLM-based Authoring Tool for Part-Level Hand-Object Interaction Design in VR
[NO] 680/886 | Sparsity-Aware Evolution for Model Merging
[NO] 681/886 | Chain-of-Caption: Training-free improvement of multimodal large language model on referring expression comprehension
[NO] 682/886 | CADO: From Imitation to Cost Minimization for Heatmap-based Solvers in Combinatorial Optimization
[NO] 683/886 | Does fermionic entanglement always outperform bosonic entanglement in dilaton black hole?
[NO] 684/886 | Amplified up-conversion of electromagnetic waves using time-varying metasurfaces
[NO] 685/886 | Large Language Models in Peer-Run Community Behavioral Health Services: Understanding Peer Specialists and Service Users' Perspectives on Opportunities, Risks, and Mitigation Strategies
[NO] 686/886 | Information Geometry of Absorbing Markov-Chain and Discriminative Random Walks
[NO] 687/886 | Boosting high-current alkaline water electrolysis and carbon dioxide reduction with novel CuNiFe-based anodes
[NO] 688/886 | Large deviations for some unbounded observables in dynamical systems
[NO] 689/886 | Asymptotically Minimax Robust Likelihood Ratio Test
[NO] 690/886 | Learning from Literature: Integrating LLMs and Bayesian Hierarchical Modeling for Oncology Trial Design
[NO] 691/886 | Spherical Steering: Geometry-Aware Activation Rotation for Language Models
[NO] 692/886 | Hints of sign-changing scalar field energy density and a transient acceleration phase at $z\sim 2$ from model-agnostic reconstructions
[NO] 693/886 | Informative Object-centric Next Best View for Object-aware 3D Gaussian Splatting in Cluttered Scenes
[NO] 694/886 | Emergent altermagnetism at surfaces of antiferromagnets: full symmetry classification and material identification
[NO] 695/886 | Modeling Protein Evolution via Generative Inference From Monte Carlo Chains to Population Genetics
[NO] 696/886 | Phase behavior and electrical transport in DBTTF-HATCN donor-acceptor mixtures
[NO] 697/886 | An Approach for the Qualitative Graphical Representation of the Describing Function in Nonlinear Systems Stability Analysis
[NO] 698/886 | Derivation and analysis of a Stokes-transport system in evolving vessels modeling thermoregulation in human skin
[NO] 699/886 | A Graphop Analysis of Graph Neural Networks on Sparse Graphs: Generalization and Universal Approximation
[NO] 700/886 | Topological properties of spin block magnetic ladders in proximity of a superconductor: application to BaFe$_{2}$S$_{3}$
[NO] 701/886 | FreqLens: Interpretable Frequency Attribution for Time Series Forecasting
[NO] 702/886 | HoGS: Homophily-Oriented Graph Synthesis for Local Differentially Private GNN Training
[NO] 703/886 | Homomorphism counting for immersion-closed classes is not isomorphism
[NO] 704/886 | Foundation Inference Models for Ordinary Differential Equations
[NO] 705/886 | Synchrotron Self-Compton Process for Constraining sub-GeV Dark Matter in Omega Centauri via SKA
[NO] 706/886 | Closing the Confusion Loop: CLIP-Guided Alignment for Source-Free Domain Adaptation
[NO] 707/886 | Trellis codes with a good distance profile constructed from expander graphs
[NO] 708/886 | Zero-shot System for Automatic Body Region Detection for Volumetric CT and MR Images
[NO] 709/886 | Exploring SAIG Methods for an Objective Evaluation of XAI
[NO] 710/886 | Is plasmoid-mediated reconnection really important in accretion flows to drive flares in AGNs?
[NO] 711/886 | Do Images Clarify? A Study on the Effect of Images on Clarifying Questions in Conversational Search
[NO] 712/886 | Challenges in Translating Technical Lectures: Insights from the NPTEL
[NO] 713/886 | On the vortex transport and blade interactions in a reversible pump-turbine
[NO] 714/886 | Chiral phase memory of twisted light through multiple scattering
[NO] 715/886 | Frustrated spin models on two- and three-dimensional decorated lattices with high residual entropy
[NO] 716/886 | A Machine Learning accelerated geophysical fluid solver
[NO] 717/886 | Retrieval Pivot Attacks in Hybrid RAG: Measuring and Mitigating Amplified Leakage from Vector Seeds to Graph Expansion
[YES] 718/886 | Fundamental Reasoning Paradigms Induce Out-of-Domain Generalization in Language Models
[NO] 719/886 | High-Speed Vision-Based Flight in Clutter with Safety-Shielded Reinforcement Learning
[NO] 720/886 | Four-dimensional pp-wave Lie groups and harmonic curvature
[NO] 721/886 | Comparison of Structure Preserving Schemes for the Cahn-Hilliard-Navier-Stokes Equations with Degenerate Mobility and Adaptive Mesh Refinement
[NO] 722/886 | Spaltenstein Varieties Associated with Pseudo-Polarizations
[NO] 723/886 | Algebraic degree of Cayley colour graphs
[NO] 724/886 | Effectiveness of Rent Controls: Evidence from Spain
[NO] 725/886 | CauScale: Neural Causal Discovery at Scale
[NO] 726/886 | Nesterov's accelerated gradient for unbounded convex functions finds the minimum-norm point in the dual space
[NO] 727/886 | Constructive conditional normalizing flows
[NO] 728/886 | Elastic field causing noncommutativity
[NO] 729/886 | A Precise Real-Time Force-Aware Grasping System for Robust Aerial Manipulation
[NO] 730/886 | MMTS-BENCH: A Comprehensive Benchmark for Time Series Understanding and Reasoning
[NO] 731/886 | Predicting Future Utility: Global Combinatorial Optimization for Task-Agnostic KV Cache Eviction
[NO] 732/886 | SemiNFT: Learning to Transfer Presets from Imitation to Appreciation via Hybrid-Sample Reinforcement Learning
[NO] 733/886 | Percolation and Threshold-like Behavior in Multiple Sclerosis Progression
[NO] 734/886 | FLAG-4D: Flow-Guided Local-Global Dual-Deformation Model for 4D Reconstruction
[NO] 735/886 | The Impact of Turbulence on Hydroacoustic Waves
[NO] 736/886 | Rho-Perfect: Correlation Ceiling For Subjective Evaluation Datasets
[NO] 737/886 | Thegra: Graph-based SLAM for Thermal Imagery
[NO] 738/886 | Automatic regularization parameter choice for tomography using a double model approach
[NO] 739/886 | Inverse orbital Hall effect induced terahertz emission enabled by a ferromagnet with quenched orbital moment in Fe/Pt/W trilayers
[NO] 740/886 | Constraints on Higgs Light Yukawa Couplings with the CMS Detector
[NO] 741/886 | Covariant eigenmode overlap formalism for gravitational wave signals in electromagnetic cavities
[NO] 742/886 | A General Theory of Proportionality with Additive Utilities
[NO] 743/886 | Learning Self-Correction in Vision-Language Models via Rollout Augmentation
[NO] 744/886 | A Comparative Analysis of the CERN ATLAS ITk MOPS Readout: A Feasibility Study on Production and Development Setups
[NO] 745/886 | Can UV meet IR in the Swiss cheese?
[NO] 746/886 | Physics-Guided Variational Model for Unsupervised Sound Source Tracking
[NO] 747/886 | Symbol Rate Maximization in Rolling-Shutter OCC: Design and Implementation Considerations
[NO] 748/886 | Submodular Maximization over a Matroid $k$-Intersection: Multiplicative Improvement over Greedy
[NO] 749/886 | Classifying the simplest Bell inequalities beyond qubits and their applications towards self-testing
[NO] 750/886 | Observation of e/4 charge at $ν=1/2$ in GaAs
[NO] 751/886 | Decentralized Spatial Reuse Optimization in Wi-Fi: An Internal Regret Minimization Approach
[NO] 752/886 | When Evaluation Becomes a Side Channel: Regime Leakage and Structural Mitigations for Alignment Assessment
[NO] 753/886 | Shear-Induced Collective Shape Oscillations in Dense Soft Suspensions
[NO] 754/886 | Post-Collision Trajectory Restoration for a Single-track Ackermann Vehicle using Heuristic Steering and Tractive Force Functions
[NO] 755/886 | Large Language Models and Impossible Language Acquisition: "False Promise" or an Overturn of our Current Perspective towards AI
[NO] 756/886 | Dynamics of Y Dwarf Atmospheres
[NO] 757/886 | Kosmulator: A Python framework for cosmological inference with MCMC
[NO] 758/886 | Johann Heinrich Lambert's memoir "Theorie der Parallellinien": A review with commentary
[NO] 759/886 | A Sketch+Text Composed Image Retrieval Dataset for Thangka
[NO] 760/886 | IEEE 802.11ad-Aided 5-D Sensing with a UAV Swarm in Urban Environment
[NO] 761/886 | BiManiBench: A Hierarchical Benchmark for Evaluating Bimanual Coordination of Multimodal Large Language Models
[NO] 762/886 | Hierarchical Subcode Ensemble Decoding of Polar Codes
[YES] 763/886 | Dynamic Long Context Reasoning over Compressed Memory via End-to-End Reinforcement Learning
[YES] 764/886 | Reinforcement Learning with Backtracking Feedback
[NO] 765/886 | OJBKQ: Objective-Joint Babai-Klein Quantization
[NO] 766/886 | Learning Human-Like Badminton Skills for Humanoid Robots
[NO] 767/886 | MemAdapter: Fast Alignment across Agent Memory Paradigms via Generative Subgraph Retrieval
[NO] 768/886 | T2VTree: User-Centered Visual Analytics for Agent-Assisted Thought-to-Video Authoring
[NO] 769/886 | WorldTravel: A Realistic Multimodal Travel-Planning Benchmark with Tightly Coupled Constraints
[NO] 770/886 | Direct Evidence of a Near-Ideal Jeff = 1/2 Ground State in Triangular-Lattice Na2BaCo(PO4)2
[NO] 771/886 | FIMPs in a two-component dark matter model with $Z_2 \times Z_4$ symmetry
[NO] 772/886 | Towards Better Evolution Modeling for Temporal Knowledge Graphs
[NO] 773/886 | The Chicken and Egg Dilemma: Co-optimizing Data and Model Configurations for LLMs
[NO] 774/886 | All ERMs Can Fail in Stochastic Convex Optimization Lower Bounds in Linear Dimension
[NO] 775/886 | The braided Doplicher-Roberts program and the Finkelberg-Kazhdan-Lusztig equivalence: A historical perspective, recent progress, and future directions
[NO] 776/886 | ManifoldKV: Training-Free KV Cache Compression via Euclidean Outlier Detection
[NO] 777/886 | Regime Change Hypothesis: Foundations for Decoupled Dynamics in Neural Network Training
[YES] 778/886 | Latent Reasoning with Supervised Thinking States
[NO] 779/886 | Forced oscillation of a damped BBM equation posed on whole line in low regularity spaces
[NO] 780/886 | Towards Efficient Large Language Reasoning Models via Extreme-Ratio Chain-of-Thought Compression
[NO] 781/886 | Neutrino Emission from Gamma-ray Burst Jet Propagating inside the Cavity within Active Galactic Nucleus Accretion Disks
[NO] 782/886 | Interaction-Grounded Learning for Contextual Markov Decision Processes with Personalized Feedback
[NO] 783/886 | Cyclic Adaptive Private Synthesis for Sharing Real-World Data in Education
[NO] 784/886 | Trust-Based Incentive Mechanisms in Semi-Decentralized Federated Learning Systems
[NO] 785/886 | Knowledge Augmented Entity and Relation Extraction for Legal Documents with Hypergraph Neural Network
[NO] 786/886 | Noise Stability of Transformer Models
[NO] 787/886 | New Skills or Sharper Primitives? A Probabilistic Perspective on the Emergence of Reasoning in RLVR
[NO] 788/886 | PISCO: Precise Video Instance Insertion with Sparse Control
[NO] 789/886 | Irreducible objects in the Gaiotto category at roots of unity
[YES] 790/886 | Specification Vibing for Automated Program Repair
[NO] 791/886 | Moving Beyond Functional Connectivity: Time-Series Modeling for fMRI-Based Brain Disorder Classification
[NO] 792/886 | Language Predicts Identity Fusion Across Cultures and Reveals Divergent Pathways to Violence
[NO] 793/886 | Aerial Manipulation with Contact-Aware Onboard Perception and Hybrid Control
[NO] 794/886 | Infrared photonics for healthcare: A roadmap for proactive and predictive health management
[NO] 795/886 | Learning in Context, Guided by Choice: A Reward-Free Paradigm for Reinforcement Learning with Transformers
[NO] 796/886 | PTS-SNN: A Prompt-Tuned Temporal Shift Spiking Neural Networks for Efficient Speech Emotion Recognition
[NO] 797/886 | InfiCoEvalChain: A Blockchain-Based Decentralized Framework for Collaborative LLM Evaluation
[NO] 798/886 | Riemannian Manifold Optimization for Advanced Wireless Communications: Fundamentals and Applications
[NO] 799/886 | Efficient-SAM2: Accelerating SAM2 with Object-Aware Visual Encoding and Memory Retrieval
[YES] 800/886 | Weak-Driven Learning: How Weak Agents make Strong Agents Stronger
[NO] 801/886 | Preparing squeezed, cat and GKP states with parity measurements
[NO] 802/886 | LocDreamer: World Model-Based Learning for Joint Indoor Tracking and Anchor Scheduling
[NO] 803/886 | Finger Tendon Vibration: Finger Movement Illusions for Immersive Virtual Object Interaction
[NO] 804/886 | Chamelion: Reliable Change Detection for Long-Term LiDAR Mapping in Transient Environments
[NO] 805/886 | The Great Filter hypothesis -- a new Great Filter?
[NO] 806/886 | Detecting multilevel entanglement from light-based entanglement witnesses
[NO] 807/886 | Stability phenomena for Kac-Moody groups
[YES] 808/886 | Evasion of IoT Malware Detection via Dummy Code Injection
[NO] 809/886 | DAS-SK: An Adaptive Model Integrating Dual Atrous Separable and Selective Kernel CNN for Agriculture Semantic Segmentation
[NO] 810/886 | WorldCompass: Reinforcement Learning for Long-Horizon World Models
[NO] 811/886 | The seismic diversity of four successive solar cycle minima as observed by the Birmingham Solar-Oscillations Network (BiSON)
[NO] 812/886 | Robustness Is a Function, Not a Number: A Factorized Comprehensive Study of OOD Robustness in Vision-Based Driving
[YES] 813/886 | DirMoE: Dirichlet-routed Mixture of Experts
[NO] 814/886 | Paradox of De-identification: A Critique of HIPAA Safe Harbour in the Age of LLMs
[YES] 815/886 | InternAgent-1.5: A Unified Agentic Framework for Long-Horizon Autonomous Scientific Discovery
[NO] 816/886 | StretchTime: Adaptive Time Series Forecasting via Symplectic Attention
[NO] 817/886 | When do neural ordinary differential equations generalize on complex networks?
[NO] 818/886 | Cyclic universe from uniform rate inflation on the brane with a timelike extra dimension
[NO] 819/886 | PPG as a Bridge: Cross-Device Authentication for Smart Wearables with Photoplethysmography
[NO] 820/886 | Maximin Shares with Lower Quotas
[NO] 821/886 | MotionCrafter: Dense Geometry and Motion Reconstruction with a 4D VAE
[NO] 822/886 | Robust Sequential Learning in Random Order Networks
[NO] 823/886 | Tailoring Ultrathin Magnetic Multilayers at Terraced Topologically Insulating Interfaces for Perpendicularly Magnetized Domains
[NO] 824/886 | GitSearch: Enhancing Community Notes Generation with Gap-Informed Targeted Search
[NO] 825/886 | CausalT5K: Diagnosing and Informing Refusal for Trustworthy Causal Reasoning of Skepticism, Sycophancy, Detection-Correction, and Rung Collapse
[NO] 826/886 | The role of absorption in three-dimensional electron diffraction dynamical structure refinement
[NO] 827/886 | StealthRL: Reinforcement Learning Paraphrase Attacks for Multi-Detector Evasion of AI-Text Detectors
[NO] 828/886 | DynamiQ: Accelerating Gradient Synchronization using Compressed Multi-hop All-reduce
[NO] 829/886 | Automatic In-Domain Exemplar Construction and LLM-Based Refinement of Multi-LLM Expansions for Query Expansion
[NO] 830/886 | Dynamics, Ringdown, and Accretion-Driven Multiple Quasi-Periodic Oscillations of Kerr-Bertotti-Robinson Black Holes
[NO] 831/886 | Efficient and Stable Reinforcement Learning for Diffusion Language Models
[NO] 832/886 | OmniReview: A Large-scale Benchmark and LLM-enhanced Framework for Realistic Reviewer Recommendation
[NO] 833/886 | Designing Multi-Robot Ground Video Sensemaking with Public Safety Professionals
[NO] 834/886 | Conservative binary dynamics to third post-Minkowskian order beyond General Relativity
[NO] 835/886 | Whose Name Comes Up? Benchmarking and Intervention-Based Auditing of LLM-Based Scholar Recommendation
[NO] 836/886 | Gelfand-Kirillov bound for $p$-adic Banach representations with infinitesimal character for $\text{GL}_2$ and quaternion units
[NO] 837/886 | Koszul duality for algebras over infinity-operads
[NO] 838/886 | Dr. MAS: Stable Reinforcement Learning for Multi-Agent LLM Systems
[NO] 839/886 | CHIMPS2: The physical properties and star formation efficiency of molecular gas in the Central Molecular Zone
[NO] 840/886 | Impredicativity in Linear Dependent Type Theory
[NO] 841/886 | Finite-State Controllers for (Hidden-Model) POMDPs using Deep Reinforcement Learning
[NO] 842/886 | Learning to Judge: LLMs Designing and Applying Evaluation Rubrics
[NO] 843/886 | Convergence Analysis for the Recovery of the Friction Threshold in a Scalar Tresca Model
[NO] 844/886 | The Theory and Practice of MAP Inference over Non-Convex Constraints
[NO] 845/886 | Modelling Conduction Cooling of Superconducting Accelerator Magnets using a Thermal Thin Shell Approximation
[NO] 846/886 | AI-Assisted Model for Generating Multiple-Choice Questions
[NO] 847/886 | TEAM: Temporal-Spatial Consistency Guided Expert Activation for MoE Diffusion Language Model Acceleration
[NO] 848/886 | K-DRIFT Science Theme: Galaxies in the Faint Universe
[NO] 849/886 | Efficient circuit compression by multi-qudit entangling gates in linear optical quantum computation
[NO] 850/886 | Controlled Flight of an Insect-Scale Flapping-Wing Robot via Integrated Onboard Sensing and Computation
[NO] 851/886 | stable-worldmodel-v1: Reproducible World Modeling Research and Evaluation
[NO] 852/886 | Representation theory of inhomogeneous Gaussian unitaries
[NO] 853/886 | Multi-Staged Framework for Safety Analysis of Offloaded Services in Distributed Intelligent Transportation Systems
[NO] 854/886 | Negative-Aware Diffusion Process for Temporal Knowledge Graph Extrapolation
[NO] 855/886 | Robust Policy Optimization to Prevent Catastrophic Forgetting
[NO] 856/886 | Efficient Deep Learning for Biometrics: Overview, Challenges and Trends in Ear of Frugal AI
[YES] 857/886 | Root Cause Analysis Method Based on Large Language Models with Residual Connection Structures
[NO] 858/886 | The Use of AI Tools to Develop and Validate Q-Matrices
[NO] 859/886 | RespireNet: Enhancing Lung Sound Classification using CNN-TCN Hybrid Approach
[NO] 860/886 | DALD-PCAC: Density-Adaptive Learning Descriptor for Point Cloud Lossless Attribute Compression
[NO] 861/886 | RoTransMIL: Rotary Positional Embedding for Transformer-based Multiple Instance Learning
[NO] 862/886 | Interactive-SmartClerk: A Recommender Robot System Sharing Preferences with Customer
[NO] 863/886 | On the Reruns of GitHub Actions Workflows
[YES] 864/886 | MTF: an Open-Source Metamorphic Testing Framework for LLM-based systems
[NO] 865/886 | Designing Ethics or Manipulating It: Who Needs Ethics in a Multi-Agent Virtual Space?
[NO] 866/886 | Program Behavior Gaps: An Extension of the Rules of Program Behavior Framework
[NO] 867/886 | Segmented Confidence Sequences and Multi-Scale Adaptive Confidence Segments for Anomaly Detection in Nonstationary Time Series
[NO] 868/886 | Enhancing Morphological Discrimination in Red Blood Cell Images via Multi-Level Attention
[NO] 869/886 | Adaptive Geometric Attention-Driven No-Reference Multi-Modal Point Cloud Quality Assessment
[NO] 870/886 | Proceedings of the 2025 5th International Conference on Artificial Intelligence and Application Technologies
[NO] 871/886 | Solving Derangement Problems by Particle Swarm Optimization
[NO] 872/886 | End-to-end Viewpoint Optimization for Inspection based on Defect Detectability Assessment
[NO] 873/886 | Bridging Personality Theory and Emotion Dynamics for Intelligent Robots: An MBTI-to-OCEAN-PAD Approach
[NO] 874/886 | Light Status Recognition and Runtime Analytics Using YOLOv5-tiny
[NO] 875/886 | DHMNet: Dendritic Learning-enhanced MobileNet for Intracranial Hemorrhage Detection in Head CT Scans
[NO] 876/886 | Program Debloating via Multi-Granularity Stochastic Optimization
[YES] 877/886 | MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration
[NO] 878/886 | Comparative Performance of YOLOv5-tiny and YOLOv8-m for Insect Pest Detection
[NO] 879/886 | Functional Diversity in Deep Ensembles via Wasserstein Representation Alignment
[NO] 880/886 | Representing Tuple in Graph with Trail Structure
[NO] 881/886 | Effective False Alarm Reduction : Integrating Dual-Kernels and Random Projection in One-Class Support Vector Machine
[YES] 882/886 | Fix Pattern-Aware Vulnerability Patch Generation via In-Context Learning
[NO] 883/886 | A Soft Set-Based Classifier Pruning for Multi-Layer Stacking Ensembles in Churn Prediction
[NO] 884/886 | Beyond Bitrate: Understanding the QoE Impact of Playback Rate and Seeking in Adaptive Video Streaming
[NO] 885/886 | Decoding AI Literacy: A Bibliometric Analysis of Global Research Trends, Thematic Evolution, and Future Directions
