[2026-09-25 00:18:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-24
正在获取论文...
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[IEEE] 2026-9-24 | Extracting Bluetooth Fingerprints From Hardware Impairments Through Unsupervised Learning
[IEEE] 2026-9-24 | Multi-Temporal Machine Learning Approach for 10-m Pixel-Based Crop Classification in the Fragmented Agricultural Fields of the Nile Delta, Egypt_supp1-3732925.docx
[IEEE] 2026-9-24 | PROMETHEE-based Modeling of Endogenous Behavioral Uncertainty of EV Owners
[IEEE] 2026-9-24 | Novel Methods for Solving Dual-Risk-based Optimal Power Flow
[IEEE] 2026-9-24 | Self-Stability Criteria and Verification of VSCs with Four AC-DC Coupled Droop Control Strategies
[IEEE] 2026-9-24 | Geometry-Constrained Pressure Design for Contact-Free Drawing of Tubular Anti-Resonant Hollow-Core Fibers
[IEEE] 2026-9-24 | PARE-MARL: Pareto-Aware Evolutionary Multi-Agent Reinforcement Learning for Communication Topology Optimization in UUV Swarms
[IEEE] 2026-9-24 | A Depth-Aware Ensemble Deep Learning Framework with Layer-wise Recursive Prediction for Multi-Source Subsurface Ocean Temperature and Salinity Forecasting
[IEEE] 2026-9-24 | Evaluation of a Low-Latency, High-Accuracy Intrusion Prevention System for Digital Substations
[IEEE] 2026-9-24 | Traveling-Wave Protection Method for Boundaryless VSC-HVDC Grids
[IEEE] 2026-9-24 | An Ultra-Low-Power Transceiver for Bioelectronics with a 30 dB Output Range Digital TX and a -64 dBm Sensitivity RX
[IEEE] 2026-9-24 | Airguard: Countering Unauthorized UAVs with Cooperative Integrated Communication and Jamming Based on DRL
[IEEE] 2026-9-24 | Causal Machine Learning Analysis of Long-Duration Energy Storage for Power System Decarbonization Planning
[IEEE] 2026-9-24 | A Multi-Distribution Network Calculation and Control Method Based on Voltage-Sensitive Load
[IEEE] 2026-9-24 | Two-Stage Security Constraint Screening for Scalable SCUC Computation
[IEEE] 2026-9-24 | Multi-Target Control Technique for DFIG Under Unbalanced Voltage
[IEEE] 2026-9-24 | New burden definitions for voltage and capacitor voltage transformers
[IEEE] 2026-9-24 | Analytical Insights for the Feasibility of Concurrent Black-Start in Inverter-Dominated Grids
[IEEE] 2026-9-24 | The Internalize-Reference-Delegate (IRD) Framework for AI in Power Systems Education
[IEEE] 2026-9-24 | Spectral Gradient Field-Guided Bayesian Adaptive Graph Convolution for Hyperspectral Image Classification
[IEEE] 2026-9-24 | Choices, Choices, Choices: Features, Datasets, and Optimisation for Speech Emotion Recognition
[IEEE] 2026-9-24 | Joint UAV Placement and Hybrid RIS Optimization for Rate and Energy Efficiency under Wireless Backhaul Constraints
[IEEE] 2026-9-24 | Blind and Filtering-tolerant Frequency Offset Estimation for Spectrally Efficient Digital Subcarrier Multiplexing Signals
[IEEE] 2026-9-24 | OmniPlanner: Universal Exploration and Inspection Path Planning Across Robot Morphologies_supp6-3733788.mp4
[IEEE] 2026-9-24 | Spectrum Superposition Covert Communications Based on Non-Ideal Cognition
[IEEE] 2026-9-24 | Beyond Side-by-Side Comparison: A Unified Evaluation Framework for Model Selection in Time Series Forecasting
[IEEE] 2026-9-24 | On Deadline-aware and Cost-aware Multipath Packet Scheduling in Mobile Applications_supp1-3731179.pdf
[IEEE] 2026-9-24 | A 915-MHz Burst-Chirp Transmitter with Adaptive Duty-Cycle Control for Mismatch-Robust Class-E Operation in Battery-Free IoT Nodes
[IEEE] 2026-9-24 | An AMTI Method for GEO Spaceborne Radar Based on Observation Geometry Optimization and Segmented Processing
[IEEE] 2026-9-24 | Table of Contents
[IEEE] 2026-9-24 | IEEE Transactions on Biomedical Engineering Information for Authors
[IEEE] 2026-9-24 | AI/ML for Mobile Networks: Release 19 Status and Future Challenges
[IEEE] 2026-9-24 | Sliced-LLDN: Hardware-Governed Deterministic Wireless Communication for Intra-Spacecraft and Intra-Launcher Applications
[IEEE] 2026-9-24 | MASK: Multi-Agent Collaboration for Optimizing Adversarial Attacks on Multi-Agent Systems
[IEEE] 2026-9-24 | Impact of Control Architecture on Grid-Forming Inverters Under Grid Disturbances
[IEEE] 2026-9-24 | Task Priority-Driven Resource Scheduling for Multi-Target Tracking in Asynchronous Phased Array Radar Networks
[IEEE] 2026-9-24 | Decision letter for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[IEEE] 2026-9-24 | Decision letter for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[IEEE] 2026-9-24 | CriticExpert: A Lightweight Task-Specific Verification-and-Correction Framework for LLM-Generated Closed-Set Specialized Healthcare Text Coding
[IEEE] 2026-9-24 | Agent-Based Triangle Counting: Unlocking Truss Decomposition, Triangle Centrality, and Local Clustering Coefficient
[IEEE] 2026-9-24 | Evolutionary Black-Box Optimization for Functionality-Preserving Adversarial Malware Generation in Consumer Systems
[IEEE] 2026-9-24 | Efficient Memristive Spiking Neural Networks Architecture With Supervised In-Situ STDP Method
[IEEE] 2026-9-24 | Making On-Wafer Load-Pull Trustworthy for RF Technology Benchmarking
[IEEE] 2026-9-24 | Observability analysis and validation of high-order harmonics observer for IPMSM
[IEEE] 2026-9-24 | IEEE Journal of Microwaves Information for Authors
[IEEE] 2026-9-24 | 3D MT Forward Modeling Using Finite-Element Method Based on Unstructured Geometric Multigrid
[IEEE] 2026-9-24 | pFedSOP : Accelerating Training Of Personalized Federated Learning Using Second-Order Optimization
[IEEE] 2026-9-24 | Multi-Hop Knowledge Graph Reasoning with Pre-trained Models and Continuous Rule Guidance
[IEEE] 2026-9-24 | iSee: An Adaptable Anomaly Detector Using Machine Learning and Internet of Things
[IEEE] 2026-9-24 | Semantic Alignment and Consistency-Aware Fusion of Multi-Source Geospatial Data for Parcel-Level Land Use Classification
[IEEE] 2026-9-24 | H-SCGF: Multi-modal 3D Anomaly Detection Combining Structural Gating with Spatially-Consistent Feature Matching
[IEEE] 2026-9-24 | A Multidirectional Radar State Space Model With Raw ADC Fusion and Learnable Clutter Experts for Slow-Moving Object Detection
[IEEE] 2026-9-24 | RingMoClaw: An Experience-Inspired Multi-Agent Framework for Self-Evolving Research in Remote Sensing
[IEEE] 2026-9-24 | Bounded Fault-Tolerant Formation Control of NMSVs for Capturing Non-Cooperative Target With Cyber and Actuator failures
[IEEE] 2026-9-24 | Table of Contents
[IEEE] 2026-9-24 | Learning Steadily: Accumulating Relative Point Margin Scores for Face Image Quality Assessment
[IEEE] 2026-9-24 | Flexibility and Non-Proprietary Communication Architecture for Public Smart Charging of Electric Vehicles: From Theory to Real-World Application
[IEEE] 2026-9-24 | Sparse Tensor Attention for Hyperspectral Unmixing
[IEEE] 2026-9-24 | Physics-Aware Huber-Log Differential Total Variation for Hybrid-Field Channel Estimation in 6G UM-MIMO Systems
[IEEE] 2026-9-24 | RE-MSF: Reverse Encoding and Multi-Scale Fusion for High-Accuracy LiDAR-Based Relative Pose Estimation
[IEEE] 2026-9-24 | A Compact SIW Cavity-Backed Quad-Port Wideband Circularly Polarized Radiating Front-End Component for mm-Wave Applications.
[IEEE] 2026-9-24 | Coordination of Communication Service and Wireless Charging in UAV Networks Aided by a Hierarchical Autoregressive Transformer
[IEEE] 2026-9-24 | Quadrature NOMA-Based Priority Random Access in Heterogeneous Massive IoT
[IEEE] 2026-9-24 | From Job Postings to Curriculum Feedback: An LLM-Driven Framework for Constructing Role-Stratified AI Competency Knowledge Graphs_supp1-3731650.xlsx
[IEEE] 2026-9-24 | Input-to-State Safe Fuzzy Adaptive Formation Control of Nonlinear MASs via QP-Based Reference Regulation Under DoS Attacks
[IEEE] 2026-9-24 | Gate Stack Engineering in FeVNAND for Multi-level Operation : Balancing E-field Distribution and Grain-Induced Current margin variation
[IEEE] 2026-9-24 | The 108th ARFTG Microwave Measurement Conference
[IEEE] 2026-9-24 | -DLSSA: Discovering Stationarity via a Deep Learning Lens Toward Unsupervised Monitoring in Steel and Iron Manufacturing Processes_supp1-3726808.pdf
[IEEE] 2026-9-24 | Investigation into Effects of Advanced Material Modifications on Dynamic Cathode Spot Evolution
[IEEE] 2026-9-24 | Unlocking V2G Flexibility for Multi-Market Participation Under Uncertainty: A Data-Driven Distribution Robust Aggregation Method
[IEEE] 2026-9-24 | Intelligent Data-Driven Digital Twin for Predictive Health Monitoring of 3-Phase Grid-Connected PV Systems
[IEEE] 2026-9-24 | A Closed-Form Single-Array Integrated Localization and Sensing Solution Using Hybrid TOA/PDOA Estimates_supp1-3733157.pdf
[IEEE] 2026-9-24 | A Polarization-Insensitive Dual-Band Metamaterial Absorber for High Performance Microwave Liquid Sensing
[IEEE] 2026-9-24 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[IEEE] 2026-9-24 | WF-Mamba: Weighted Fourier State Space Models with Adaptive Spatial-Frequency Synergy for Hyperspectral Unmixing
[IEEE] 2026-9-24 | Get Published in the New
                    <i>IEEE Open Journal of Industry Applications</i>
[IEEE] 2026-9-24 | PCB Grouping and Sequencing Algorithm for Feeder Changeover and Delivery Tardiness Optimization in SMT Production
[IEEE] 2026-9-24 | An Interpulse Polarization-Agile SAR System Based on Great-Circle Rotation on the Poincaré Sphere
[IEEE] 2026-9-24 | Robot of the Month
[IEEE] 2026-9-24 | An Approach for Analyzing Far-end Crosstalk Between Microstrip Differential Pairs Using a Four-Port Network Analyzer
[IEEE] 2026-9-24 | UAV Tracking Using Channel-Anomaly-Based Deep Learning in ISAC Systems
[IEEE] 2026-9-24 | An Analytical Method to Optimize the Power Allocation of Parallel Converters for Maximizing Efficiency Across All Load Levels
[IEEE] 2026-9-24 | LightGBM-Based Bias Correction of ERA5 Upper-Tropospheric Temperature Profiles and Its Differential Impacts on Cloud Top Height Retrievals over East Asia
[IEEE] 2026-9-24 | A Color-Coded Multi-View Stereo System for Low-Cost 3D Foot Reconstruction and Measurement
[IEEE] 2026-9-24 | IEEE Annals of the History of Computing
[IEEE] 2026-9-24 | A Narrowband UV-C Radiometer for SI-Traceable Irradiance Measurements at 254 nm: Calibration Chain and Spatial Mapping in Biosafety Cabinets
[IEEE] 2026-9-24 | A Frequency-Diverse Sub-Array Transmitter for Physical-Layer Protection Against Wireless Eavesdropping
[IEEE] 2026-9-24 | Multiphysics Simulation and Experimental Study of Discharge Characteristics and SF
                    <sub>6</sub>
                    Degradation in Atmospheric-Pressure Argon Microwave Plasma
[IEEE] 2026-9-24 | Speech–Text Fusion with ASR Reliability Metadata for Speech Emotion Recognition
[IEEE] 2026-9-24 | Keep the Peace: Inference of Conflict Management Style From Typing Behavior in Interactive Online Chats
[IEEE] 2026-9-24 | An AC-Bus-Port Combined-Impedance-Function Stability Criterion for Grid-Connected AC Systems With Multiple Parallel GFL and GFM Converters
[IEEE] 2026-9-24 | Goal-oriented Communication for Fast and Robust Robotic Fault Detection and Recovery
[IEEE] 2026-9-24 | Maximizing HDD Areal Density: a frequency domain perspective
[IEEE] 2026-9-24 | Toward Quantum Combinatorial Optimization
[IEEE] 2026-9-24 | Flexible Performance Control Under Constrained Actuation for Nonsquare Nonlinear Systems With Controllability Relaxation
[IEEE] 2026-9-24 | Enhanced Droop Control Strategies for Stability Augmentation in Islanded Microgrids with Constant Power and Impedance Loads
[IEEE] 2026-9-24 | Inverse Synthetic Aperture Radar Imaging of Reentry Target Under the Strong Interference of Plasma Sheath
[IEEE] 2026-9-24 | Service-Priority-Aware Lexicographic Hierarchical Routing for Intelligent Ship Networks Under Link Degradation
[IEEE] 2026-9-24 | IEEE Transactions on Transportation Electrification
[IEEE] 2026-9-24 | Ultra-Short-Term Offshore Wind Power Prediction Considering Causal Mechanisms Under Typhoons
[IEEE] 2026-9-24 | Faster-Than-Real-Time Hardware Emulation of Transients and Dynamics of a Grid of Microgrids
[IEEE] 2026-9-24 | A Water–Carbon Sustainability Framework for 24/7 Carbon-Free AI Datacenter Siting in the U.S.
[IEEE] 2026-9-24 | Wasserstein Distributionally Robust Optimization for Coordinated AI Datacenter Scheduling and Power Distribution Network Operation
[IEEE] 2026-9-24 | Analyzing the Impact of Demand Response on Short-Circuit Current via a Unit Commitment Model
[IEEE] 2026-9-24 | A Review of System Strength Metrics for Inverter-based Power Systems
[IEEE] 2026-9-24 | Adaptive Dynamic State Estimation in Power Systems With Real-Time Y-Bus Matrix Estimation: A Step Toward Greater Practicality
[IEEE] 2026-9-24 | Magnetic Materials and System-Level Evaluation of RE-free Fe
                    <sub>2</sub>
                    Ni
                    <sub>2</sub>
                    N versus N35 Magnets under Inverter Voltage–Current Constraints in the 2012 Nissan Leaf IPMSM
[IEEE] 2026-9-24 | Enhancing Transient Stability with Synchronous Condensers under High Offshore Wind Penetration in the New York State Grid
[IEEE] 2026-9-24 | Transfer Learning for PMU-Based Online Inertia Monitoring under Domain Shift
[IEEE] 2026-9-24 | Phase Transition and Goodput Collapse in UAV-Assisted Wireless Networks: Birth–Death Analysis With ITU-R Channel
[IEEE] 2026-9-24 | Assessing Passivity and Voltage-Stiffness of Grid-Forming Inverters via Black-Box Impedance
[IEEE] 2026-9-24 | Risk-Managed Local Electricity Markets for Unbalanced Distribution Networks: Mellin–Kind DLMP Modeling and Phase-Specific Contracts
[IEEE] 2026-9-24 | A Fast Relax-and-Round Approach to Unit Commitment for Data Center Own Generation
[IEEE] 2026-9-24 | Federated Learning-Based State Estimation for Integrated Transmission–Distribution Networks
[IEEE] 2026-9-24 | Stability Region Estimation of Grid-Forming IBRs with Direct Current Limiters via Energy Function
[IEEE] 2026-9-24 | LLM-driven Hyperparameter Optimization Framework for Capacity Expansion Planning Models
[IEEE] 2026-9-24 | RAFT: Relative-Pose-Aware Flexible Aerial Tracking of a Moving Target in Cluttered Environments
[IEEE] 2026-9-24 | Multimodule EV Charging: Communication Protocols Extension and Cloud-Based Optimization
[IEEE] 2026-9-24 | Do electric vehicle charging policies shape driver behavior? Field evidence from a large university charging network
[IEEE] 2026-9-24 | Evaluating the Impact of a Load Admittance Approximation in Transient Stability-Constrained Optimal Power Flow
[IEEE] 2026-9-24 | From ±120 kV BTB HVDC Experience to the Design of a ±525 kV 2 GW GFM HVDC System for Korea’s West-Coast Energy Highway
[IEEE] 2026-9-24 | Cyber-Physical-Social Intelligence for Community Energy Systems: Behavior-Integrated Multiagent Reinforcement Learning
[IEEE] 2026-9-24 | Blending Surrogates for Energy System Modeling
[IEEE] 2026-9-24 | Author response for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[IEEE] 2026-9-24 | Latent World Fly: Self-Supervised Latent World Modeling for Plan-Consistent UAV Navigation
[IEEE] 2026-9-24 | Masthead
[IEEE] 2026-9-24 | From Sensing to Processing: Integrated Resource and Computation Allocation for Vehicular URLLC in O-RAN Cell-Free Massive MIMO with MEC_supp1-3733351.pdf
[IEEE] 2026-9-24 | Front Cover
[IEEE] 2026-9-24 | DKF-YOLO: Dynamic Kernel Fusion with Attention-Guided Feature Interaction for Landslide Detection in Complex Terrains
[IEEE] 2026-9-24 | Multilayered Magnetic Recording Media Enabled by a Pt
                    <sub>1-x</sub>
                    Ta
                    <sub>x</sub>
                    Intermediate Layer
[IEEE] 2026-9-24 | Demonstration of a Circularly Polarized Antenna Using Self-Biased Ferrite
[IEEE] 2026-9-24 | 3-D Shape Reconstruction for a Flexible Needle Considering Temperature and Torsion Compensation Using FBG Sensors_supp1-3722064.pdf
[IEEE] 2026-9-24 | Amplitude-Phase-Frequency Block Modulation for OFDM-ISAC with SI-Free PAPR Reduction and Pilotless Sensing
[IEEE] 2026-9-24 | Vec2Null: Structured Identity Vectorization and Nulling for One-Shot Face Unlearning
[IEEE] 2026-9-24 | A Socially Assistive Robot for Delirium Prevention in Older Inpatients: Study Design and Feasibility Results
[IEEE] 2026-9-24 | WGAN-GP Based Generation and Verification of Partial Discharge Signals in Gas-Insulated Switchgear
[IEEE] 2026-9-24 | MVP: Mapping View-bias with Prompts for Aerial-Ground Person Re-identification
[IEEE] 2026-9-24 | Reconfigurable Indoor Optical Wireless Communication (OWC) System Employing Space- and Mode-Division Multiplexing Using Integrated Silicon Photonic Demultiplexer Receiver
[IEEE] 2026-9-24 | HypSCA: A Hyperbolic Embedding Method for Enhanced Side-channel Attack
