[2026-09-09 23:51:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-08
正在获取论文...
[arXiv] 2026-09-08 | Neptune: An AI model for Global Ocean Subseasonal Prediction
[IEEE] 2026-9-9 | Dynamic Event-Triggered Hierarchical Control for Multiquadrotor Formation Under Communication Constraints and External Disturbances
[IEEE] 2026-9-9 | AutoLFD: A Three-Stage Framework for Fine-grained Microservice Auto-scaling in Edge Server Clusters
[IEEE] 2026-9-9 | Scene-First Vehicle-Evidenced Fusion for Urban Flood-Depth Estimation from Street Images
[IEEE] 2026-9-9 | MNC 2026 Table of Contents
[IEEE] 2026-9-9 | Experimental Investigation of Electron Transport in SiC FinFETs for High-Mobility MOS Channel
[IEEE] 2026-9-9 | Validation and Comparison of ANEM-SBAC Method for Temperature and Emissivity Separation Using MODIS and VIIRS Data in the València Test Site_supp2-3726996.pdf
[IEEE] 2026-9-9 | Cloud–Fog Hosted Resource Allocation within an Integrated S3C System for Multi-Robot Fuselage Panel Assembly
[IEEE] 2026-9-9 | Mode-Based Requirements Decomposition for Scalable Reactive Synthesis
[IEEE] 2026-9-8 | SAC-DSGH: A Differentiated Satellite-Ground Link Handover Policy Based on Soft Actor-Critic Algorithm
[IEEE] 2026-9-8 | HCCL: Hierarchical Consistency-driven Contrastive Learning for Semi-supervised Learning
[IEEE] 2026-9-9 | Measurement Framework for Quantifying Braking Comfort in Automated Vehicles
[IEEE] 2026-9-8 | Fault-Aware NIRS-Based Bladder Volume Estimation: A Geometry-Sensitive and Fault-Tolerant Sensing Framework
[IEEE] 2026-9-8 | Multimodal Vision-Language Model Incorporating Sky Images for Intra-Hour Photovoltaic Power Forecasting
[IEEE] 2026-9-9 | Unifying Feed-Forward and Weight-Gradient: An Energy-Efficient Architecture for On-Chip SNN Learning
[IEEE] 2026-9-8 | Phase Tunable Photonic Generation of Parabolic and Truncated Sinc Microwave Waveforms for Arbitrary Chirp Signal Generation
[IEEE] 2026-9-9 | Configurable RTL Code Generation for AMBA AXI Bus Architecture with UVM-Based Verification
[IEEE] 2026-9-9 | Inverse-Designed Cascaded Rotational Diffractive Layers for Versatile Beam Switching with Single-layer Rotation and large Spacing_supp1-3732127.docx
[IEEE] 2026-9-9 | Requirements Sufficiency Gating for LLM-Assisted Automation: When Should Generation Proceed?
[IEEE] 2026-9-8 | AdalReID: Auto-selected Knowledge Adapters for Lifelong Person Re-identification
[IEEE] 2026-9-9 | Toward Reusable AI for Edge Offloading: An Empirical Study Under Varying IoT Workloads
[IEEE] 2026-9-9 | Risk-Aware Multi-Task Graph Neural Surrogate for Operational Event Prediction in Distribution Feeders
[IEEE] 2026-9-9 | UVTrack3D: Toward Category-Unified Structured Voxel Representation for 3D Single Object Tracking
[ACM] 2026-9-9 | Hierarchical Metamorphic Test Oracles for Agent Evaluation
[ACM] 2026-9-9 | Multi-Level Testing of Conversational AI Systems
[ACM] 2026-9-9 | Power Relationships Effects on Social Sustainability Goals in Software Ecosystems
[ACM] 2026-9-9 | Automating Code-Change Rationale Generation to Support Software Maintenance Tasks
[ACM] 2026-9-9 | JUnitGenie: A Framework for Path-Sensitive Unit Test Generation with Large Language Models
[IEEE] 2026-9-8 | Topology Construction Method for Multi-functional Interconnected Devices with Power Quality Improvement and Fault Regulation Capabilities
[IEEE] 2026-9-9 | Machine Learning-Assisted Optimization of Power Amplifier for Wireless Applications
[IEEE] 2026-9-9 | Inverse Scattering-Driven Variational Reconstruction with Morphology-Aware Regularisation for Wax-Covered Pest Imaging_supp1-3732101.pdf
[IEEE] 2026-9-9 | Towards Noise-Aware and Efficient Homomorphic Encryption on Crossbar Arrays
[IEEE] 2026-9-9 | High-Speed Karatsuba-Based Polynomial Multiplier With Novel Scheduling for Lattice-Based Cryptography
[IEEE] 2026-9-9 | How Value-Aware is the Software Industry?
[IEEE] 2026-9-9 | Event-Correlated MCP Agents for Asynchronous Enterprise Systems
[IEEE] 2026-9-9 | Compiler-Aware Heterogeneous Graph Learning for HLS QoR Prediction and Design Space Exploration
[IEEE] 2026-9-9 | Optimizing ResNet-50 for Multi-Class Diabetic Retinopathy Grading: An Explainable AI Approach
[IEEE] 2026-9-8 | Hierarchical Privacy-Preserving Funnel Consensus Control for Vehicle Platoon Systems
[IEEE] 2026-9-9 | Low-Latency and Sustainable Data Collection for Wireless-Powered Multi-UAV Mobile Crowdsensing Through Resource Allocation_supp1-3728432.pdf
[IEEE] 2026-9-9 | Pairwise Uncertainty-Based Graph Contrastive Learning
[IEEE] 2026-9-8 | How Haptics Affects Emotions in Robotic Dancing Performance
[IEEE] 2026-9-9 | A Robust Arc Fault Detector in LVAC Distribution Systems Based on Stochastic Conductance Model
[IEEE] 2026-9-9 | Towards multi-analyte biosensing measurements in optical fibers through Brillouin Optical Frequency Domain Analysis
[IEEE] 2026-9-9 | Associated Personas: Linking Stakeholders to Traceable Requirements
[IEEE] 2026-9-9 | Enabling IEEE 1451 Smart Transducer Interface over LoRaWAN
[IEEE] 2026-9-9 | ICVCS 2026 Copyright Page
[IEEE] 2026-9-8 | FedMLKD: Communication-Efficient Federated Learning for UAV Swarm Flash Flood Segmentation
[IEEE] 2026-9-8 | Correlated Pointing-Error Analysis for Body-Pointed LED-Based Inter-Satellite Optical Wireless Links
[ACM] 2026-9-9 | How CHERIoT Provides Strong and Usable Isolation Without an MMU
[IEEE] 2026-9-9 | CIT-ANFIS: A Causal-Informed Tree-Structured Adaptive Neuro-Fuzzy Inference System for Short-Term Power Load Forecasting_supp1-3731577.pdf
[IEEE] 2026-9-9 | BP-DSGG: Balanced Predicate-aware Dynamic Scene Graph Generation_supp1-3697678.pdf
[IEEE] 2026-9-9 | ChargeUp: Trust-Aware EV Charging Scheduling via Fuzzy-Stackelberg Game Theory and Credibility-Shaped Reinforcement Learning
[IEEE] 2026-9-9 | Investigating the Impact of Various Underlying Hardware Factors on Virtualised Network Deployments : Implementation and Conclusions from 6G-SANDBOX
[IEEE] 2026-9-9 | Parameter Estimation of Smoothly Nutation Cone-Cylinder Target Based on Second-order Taylor Approximation in Monostatic Radar
[IEEE] 2026-9-8 | A TextGrad-Inspired Optimization Pipeline for AI-Assisted Generation of Lecture Notes and Problem Sets
[IEEE] 2026-9-8 | Band-Attentive Time-Frequency Learning for Online Inertia Estimation under Varying IBR Penetration
[IEEE] 2026-9-9 | A Multimode Near-Field Radio Frequency Metasurface Resonator Transmitter for Multireceiver Power Transfer at 6.78 MHz
[IEEE] 2026-9-9 | A Soft-Sensing-Based Method for Ahead-of-Bit Pore Pressure Prediction Under Seismic Constraints
[IEEE] 2026-9-9 | 3D-printed Dielectric Dome Antenna with Integrated Polarizer for Wide-Angle Circular Polarization Coverage in the K-Band
[ACM] 2026-9-8 | AI-Driven Clinical Decision Support for Cataract Refractive Outcome: A Head‑to‑Head Comparison of Four Intraocular Lens Power Formulas in Normal Eyes
[IEEE] 2026-9-8 | A Configurable Element-Level Digitization ASIC With Integrated SAR ADC and High-Speed NRZ Data Link For Intravascular Imaging
[IEEE] 2026-9-8 | A Low Area Regulated Negative Charge Pump for Micro Catheter Based Imaging
[IEEE] 2026-9-8 | Energy Minimization for disassembly of End-of-Life Electric Vehicle Batteries
[IEEE] 2026-9-8 | Application of Knowledge Distillation for Slope Stability Analysis Under Special Environmental Conditions
[IEEE] 2026-9-8 | Measurement Design and Leakage Evaluation of AES-128 on Modern Embedded Platforms Using Correlation Power Analysis
[IEEE] 2026-9-8 | Attacking an Infrared Target Segmentation Model
[IEEE] 2026-9-8 | Resource-Aware Adaptive Radar Anti-Jamming via Reinforcement Learning over Heterogeneous Countermeasures
[IEEE] 2026-9-8 | Deep Learning-Based Lightweight In-Cabin Multi-Person Heart Rate Monitoring Using 60 GHz FMCW Radar
[IEEE] 2026-9-8 | LLM-Constructed Cybersecurity Training Ranges
[IEEE] 2026-9-8 | Technical Program Committee
[ACM] 2026-9-9 | AI-coupled HPC Workflow Applications, Middleware and Performance
[ACM] 2026-9-9 | 3D Human Interaction Generation: A Survey
[ACM] 2026-9-9 | STALL
                    <sup>+</sup>
                    : Boosting LLM-based Repository-level Code Completion with Static Analysis
[ACM] 2026-9-9 | Advancing Language Models for Code-related Tasks
[ACM] 2026-9-9 | ARISE: Real-Time Multi-Modal AI for Senior Wellness on Edge Devices
[ACM] 2026-9-9 | Early Forecasting of Developer Inactivity in Open Source Projects
[ACM] 2026-9-9 | SE4AI: Structured AI/ML Enabled Software Development Process
[ACM] 2026-9-9 | PySTAAR: An End-to-End, Extensible Framework for Automated Python Type Error Repair
[ACM] 2026-9-9 | Utilizing LLMs for Industrial Process Automation
[ACM] 2026-9-8 | Lotka-Volterra competition system in critical case with a free boundary
[IEEE] 2026-9-8 | Review for "Diffusion-Inspired Multi-Source Meta-Learning for Cross-Domain HSI Classification"
[ACM] 2026-9-9 | Toward Intelligent Feedback Systems in Programming Education: AI Tutors, Large Language Models, and Future Directions
[ACM] 2026-9-9 | Data Architectures in the Age of AI
[IEEE] 2026-9-8 | WiLMT: LLM-Native Symbolic Representation Learning for WiFi-based Human Sensing
[IEEE] 2026-9-8 | Loco-Loco-RL: Low-Cost Terrain Mapping for Humanoid Locomotion with Reinforcement Learning
[IEEE] 2026-9-8 | Operation and Verification of Multi-Rate Discrete-Time Modeled Nonlinear Charge-Pump PLLs in Integer-N and Fractional-N Modes
[IEEE] 2026-9-8 | Improved Electromyography Classification using Convolutional Neural Networks
[IEEE] 2026-9-8 | A Fully Differential Current-Mirror ECG Front-End: A Fair Silicon Comparison With the Classical Three-Opamp Instrumentation Amplifier
[IEEE] 2026-9-8 | A Comparative Study of MPC and Reinforcement Learning Control for Space Robotics Manipulators
[IEEE] 2026-9-8 | A Power-Efficient, Reconfigurable Cascaded-Beta Capacitively Coupled Chopper Amplifier for Precision Systems
[IEEE] 2026-9-8 | Configuration Sensitivity of LLM Tabular Data Synthesizers: A Small-Model Memorization Effect and a Reporting Protocol
[IEEE] 2026-9-9 | Benchmarking SLM and LLM in Feature Generation for Interpretable Automated Essay Scoring
[IEEE] 2026-9-9 | W2HP: A Hierarchical Multi-Agent Reinforcement Learning Framework for Multi-Domain Service Function Chain Deployment
[IEEE] 2026-9-8 | LevelKV: Hierarchical KV Cache Pruning for Efficient and Reliable LLM Inference
[IEEE] 2026-9-9 | AI-Augmented Catastrophe Modeling with an Intelligent Orchestration Workflow
[IEEE] 2026-9-9 | Improving Zero Shot Forecasting with Support Series and Multivariate Sensor Context
[IEEE] 2026-9-9 | Modeling and Analysis of the Double-Current-Pulse Phenomenon in Transient Conduction of Photoconductive Thyristors
[IEEE] 2026-9-9 | Conditional Generative Network Performance Modeling with Uncertainty Estimation
[IEEE] 2026-9-8 | Enhanced Enabling Technologies for Improved ‘THz-Torch’ Applications
[IEEE] 2026-9-9 | Automated Detection of Venous Beading in Fundus Images Using Patch-Based Deep Learning for Diabetic Retinopathy Staging
[IEEE] 2026-9-9 | HCT6D: Hierarchical Hybrid CNN-Transformer Architecture for 6D-Pose Estimation of Transparent Objects
[IEEE] 2026-9-8 | Uplink RSMA with Dual-Polarized Multi-User MIMO over Correlated Rician Channels in Finite Blocklength Regime
[IEEE] 2026-9-9 | Fluid Antenna Enabled Low-Altitude Economy Networks via Deep Reinforcement Learning: An ISAC Design with Antenna Trajectory Optimization
[ACM] 2026-9-9 | History of SIGCSE and its conferences
[IEEE] 2026-9-9 | A Modular UVM-Based Scoreboard Architecture for Protocol-Aware Verification of Non-FLIT PCIe Transactions
[IEEE] 2026-9-9 | Human-LLM Collaboration for Context-Dependent Requirements Engineering Tasks
[IEEE] 2026-9-9 | The Influence of Dimensions on the Trapped Magnetic Field in Single-Domain REBa
                    <sub>2</sub>
                    Cu
                    <sub>3</sub>
                    O
                    <sub>7-δ</sub>
                    Ring-Shaped Bulk Superconductors
[IEEE] 2026-9-8 | Automatic Detection of Misarticulation in Low-Resource Language Children using Kaldi-based ASR and Machine Learning Approaches
[IEEE] 2026-9-8 | Fault-Tolerant Static Output-Feedback Controller for Trajectory Tracking in Distributed Driven Vehicles With Reinforcement Learning
[IEEE] 2026-9-9 | Towards LLM-Based Conversational Requirements Elicitation with Integrated Requirements Quality Assessment
[IEEE] 2026-9-9 | Low-cost equipment in biomedical measurement systems to detect substances of interest at ultra-low concentration levels
[IEEE] 2026-9-9 | Proceedings
[IEEE] 2026-9-9 | Design and Synthesis of Power Optimized NOR Flash Memory Architecture
[IEEE] 2026-9-9 | Calibrating Federated Models for Reliable Mobile Edge Deployment_supp1-3731388.pdf
[IEEE] 2026-9-9 | Gate-Voltage Slope Sensing in Active Gate Driver ICs: A Multi-Step Control Architecture and Boundary Analysis for SiC MOSFETs
[IEEE] 2026-9-9 | DSRVC-DP: A High-Performance Domain-Specific Controller With Memoized CORDIC Extension of RISC-V for Digital Power Applications
[IEEE] 2026-9-9 | Bayesian Optimization of PTP Servo Parameters for Time Synchronization in Wired TSN Networks
[IEEE] 2026-9-9 | 5G NR Long Term Measurement of the Exposure Generated by MaMIMO Antennas
[IEEE] 2026-9-9 | Spared Motor Neurons Enable Control of a Robotic Sixth Finger for Functional Grasping in Tetraplegia_supp2-3732031.docx
[IEEE] 2026-9-9 | CoDi – an exemplar-conditioned diffusion model for low-shot counting
[IEEE] 2026-9-9 | Semantic-Aware Intelligent Agent for Multi-Task Image Communications
[IEEE] 2026-9-8 | EPPNet: Edge Prototype Purification with Auxiliary Supervision for Few-Shot Medical Image Segmentation
[IEEE] 2026-9-8 | SDN-Empowered Multi-Path Adaptive Routing for Zero-Trust UAV Networks
[IEEE] 2026-9-8 | Inverse-Designed Cascaded Rotational Diffractive Layers for Versatile Beam Switching with Single-layer Rotation and large Spacing
[IEEE] 2026-9-9 | Steering Committee: RE 2026
[IEEE] 2026-9-9 | Message From General Chairs of CISOSE 2026
[ACM] 2026-9-9 | Dynamic AI-Human Co-Learning in Service Operations: Balancing Knowledge Sampling and Reputational Risks in a Two-Stage Model
[IEEE] 2026-9-8 | Enter, Exit, Page Fault, Leak ${ }^{\ddagger}$: Testing Isolation Boundaries for Microarchitectural Leaks
[IEEE] 2026-9-8 | Design and Implementation of Twisted Hybrid Couplers in GaN Technology for 5G Applications
[IEEE] 2026-9-8 | StructEval: A Systematic Evaluation Framework for Structural Awareness in Large Language Models
[IEEE] 2026-9-8 | An Energy-Efficient Adiabatic Capacitive Single-Layer Neural Network for Pattern Recognition
[IEEE] 2026-9-8 | A method for generating seasonal typical scenarios considering the correlation of power output from renewable resources
[IEEE] 2026-9-8 | Predefined-Time Dynamic Event-Triggered Nash Equilibrium Seeking Algorithm for Noncooperative Games
[IEEE] 2026-9-8 | AMSP-Affirm: Adaptive Multi-Scale Patching for Resource Load Forecasting in Data Centers
[IEEE] 2026-9-8 | TCN-ECA-LSTM-Based Fault Prediction for Closed Blast Furnace under Complex Operating Conditions
[IEEE] 2026-9-8 | Reproducible and Scalable Parameter Optimization for Energy-Efficient IoT-NDN Networks using Deep Reinforcement Learning
[IEEE] 2026-9-8 | Energy-Based Physics-Informed Form Finding for Clustered Tensegrity Structures
[IEEE] 2026-9-8 | Multiplicative Takeover Feasibility for SAE Level-3 Automation
[IEEE] 2026-9-9 | Kernelized Sparse Fine-Tuning With Bi-Level Parameter Competition for Vision Models_supp1-3728084.pdf
[IEEE] 2026-9-8 | STEMS: Spatio-Temporal Scheduling to Accelerate LLM Training in Optically-Interconnected Clusters
[IEEE] 2026-9-9 | Organizing Committee
[IEEE] 2026-9-9 | A Privacy-Preserving Framework Using Remote Data Science for Inter-Institutional Student Retention Prediction
[IEEE] 2026-9-9 | Dual-Perspective Graph CNN With Ability Perception for Person-Job Fit: BERT-Enhanced Embedding
[IEEE] 2026-9-9 | Preface
[IEEE] 2026-9-9 | FAVLG: A Lightweight Language-Driven Grasping Model for Networked ICPS via Parameter-Efficient Edge Execution
[IEEE] 2026-9-8 | Raycasting-Based Stereo-to-CAD Registration for Industrial Inspection
[IEEE] 2026-9-9 | Non-Convex Obstacle Avoidance for Mobile Robots via RBF-Based Implicit Modeling and Velocity Field Shaping
[IEEE] 2026-9-9 | PMRR: AI-Assisted Prototype-Guided Mask Registration and Restoration Network for Quantum Ghost Imaging
[IEEE] 2026-9-9 | PF-DDE: Priority-Preserving One-Frame CAN-ID/Payload Transformation and Context-Bound Blocking_supp1-3728483.pdf
[IEEE] 2026-9-9 | IEEE Design &amp; Test Publication Information
[IEEE] 2026-9-9 | A High-Resolution Piezoelectric-Driven MEMS Electric-Field Sensor Based on Anti-Symmetric Mode Resonator
