[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[IEEE] 2026-6-25 | Poster Abstract: High-Altitude Vision-Based Stabilization with Tracking-Assisted Perception and Safety-Aware Reinforcement Learning
[IEEE] 2026-6-25 | Exploring Factors Influencing Human-Autonomy Teams in Automated Driving System Operations
[IEEE] 2026-6-25 | Prediction of Neutron Flux in Lead-Based Reactors Based on an Improved Random Forest Model
[IEEE] 2026-6-25 | Reference-Free Manga Colorization Via Semanticguided Latent Diffusion Models
[IEEE] 2026-6-25 | Demo Abstract: Hierarchical Hexagonal Spatial Data Representation in Sparse Sensor Networks: A Case Study in Regional Forest Fire Prediction
[ACM] 2026-6-25 | Machine Unlearning with Minimal Gradient Dependence for High Unlearning Ratios
[IEEE] 2026-6-24 | Learning Shallow-Robust Vision Transformers with Selective Distillation for Real-time UAV Tracking
[IEEE] 2026-6-24 | Deep Learning Based Joint Space-Time-Frequency Domain Channel Prediction for Cell-Free Massive MIMO Systems
[IEEE] 2026-6-25 | Extending the MPIE Galerkin MoM Thin Wire Formulation to Include Arbitrarily Oriented or Curvilinear Wires with Finite Conductivity
[IEEE] 2026-6-25 | TransCNN-MLDFN: A Multi-level Dynamic Fusion Framework for Incomplete Palmprint and Palm Vein Recognition
[IEEE] 2026-6-25 | Upper Bounding the Capacity of Bandlimited AWGN Channels with Peak-Amplitude-Limited Inputs
[IEEE] 2026-6-25 | Small-Perturbation Adversarial Example Detection via Proactive Decision Boundary Bending
[IEEE] 2026-6-24 | FPGA-Based Control of an Extendable Bidirectional DC-DC Converter for EV Application
[IEEE] 2026-6-25 | Resilient Consensus for Networked Systems with Hidden Nodes and Edges: Detection, Isolation, and Control
[IEEE] 2026-6-24 | U-KGNav: Unified Zero-Shot Goal-Oriented Navigation Via Knowledge Graph
[IEEE] 2026-6-25 | Mobile Pedipulation for Object Sliding Via Hierarchical Control on a Wheeled Bipedal Robot
[IEEE] 2026-6-25 | Efficient Classification of Brain Tumor Using a Self-Attention and Skip Connections Based Deep Network
[IEEE] 2026-6-25 | Infrared Small Target Detection via Structure-Aware Weighted Improved Ring Local Contrast Measure
[IEEE] 2026-6-24 | Continual Semantic Segmentation with Tiny Memory
[IEEE] 2026-6-25 | A Material-Embedded Physics-Informed Neural Network for Interior SAR Evaluation From Sparse Boundary Samplings_supp1-3706354.docx
[IEEE] 2026-6-24 | Correlation of Pore Depth with Electrochemical Performance in Porous Silicon Supercapacitors
[IEEE] 2026-6-24 | RSMA-Assisted Integrated Sensing and Communications: A Survey and a Two-Stage Energy Efficiency Optimization Framework
[IEEE] 2026-6-24 | Industrial Visual Anomaly Synthesis: A Deployment-Oriented Survey
[ACM] 2026-6-25 | A Theory of Probabilistic Contracts
[ACM] 2026-6-24 | Rethinking the Render-Display Pipeline to Reduce Latency in Interaction
[IEEE] 2026-6-24 | Table of Contents
[IEEE] 2026-6-24 | 2026 International Conference on Computational Robotics, Testing and Engineering Evaluation (ICCRTEE)
[IEEE] 2026-6-24 | 2026 IEEE International Symposium on Spectrum Innovation (DySPAN)
[IEEE] 2026-6-24 | Copyright Page
[IEEE] 2026-6-24 | Parallel, Asymptotically Optimal Algorithms for Moving Target Traveling Salesman Problems_supp1-3706565.mp4
[IEEE] 2026-6-24 | Improved YOLOv11 Small Object Detection Method for Transmission Line Inspection in Adverse Weather Conditions
[IEEE] 2026-6-24 | Target Localization of Power Tower Mounting Points Based on Binocular Vision and Multi-Sensor Fusion
[IEEE] 2026-6-24 | Research on Multi-Source Fusion and Dynamic Update Technology of the Geographic Base Map for the “One Map” of Natural Resources and Territorial Spatial Planning
[IEEE] 2026-6-24 | Research on VLF Dielectric Loss Diagnosis and Vacuum Drying Dehumidification Characteristics of Distribution Cables and Intermediate Joints
[IEEE] 2026-6-24 | Effects of Gas Pressures on Streamer Discharge Characteristics in Carbon Dioxide Gaps
[IEEE] 2026-6-24 | Lightweight YOLOv11 Design Integrated with a Noise Perception Module and its Application in Onboard Multi-Modal Object Detections
[IEEE] 2026-6-24 | Event-Triggered Dual-Screening for Robust Visual-Inertial Odometry in Dynamic Environments
[IEEE] 2026-6-24 | Multi-Scale Spatio-Temporal Fusion and Dynamic Confidence Adjusted Semi-Supervised Learning for Robust Indoor Human Presence Detection
[IEEE] 2026-6-24 | Agentic AI for Near Real-Time Anomaly Detection and Explainable Monitoring in a Multi-Source Surveillance System
[IEEE] 2026-6-24 | Contrastive Dual-Level Communication Optimization for Multi-Agent Systems
[IEEE] 2026-6-24 | Ground-Prior-Guided Adaptive Z-Axis Regularization for the LiDAR SLAM Front End
[IEEE] 2026-6-24 | Distributed Prescribed-Time Time-Varying Optimization Control of Nonlinear Multiagent Systems
[IEEE] 2026-6-24 | Model-Free Predictive Cooperative Control for Multi-PMSM Systems Guided by a Virtual Leader
[IEEE] 2026-6-24 | UAV-ByteTrack: A Hybrid Matching Strategy for Robust Multi-Object Tracking in UAV Videos
[IEEE] 2026-6-24 | A Semi-Supervised Multimodal Operating Condition Recognition Method for Flotation Process with Contrastive Learning
[IEEE] 2026-6-24 | Safe Control of Parabolic PDE-ODE Cascades
[ACM] 2026-6-24 | Adversarial Attacks on Differentially Private Factorization Machines in Recommendation Systems
[ACM] 2026-6-24 | Coercion-Resistant Voting via Anamorphic Encryption
[IEEE] 2026-6-24 | Single-Machine Equivalent Modeling of Grid-Forming Energy Storage Stations
[IEEE] 2026-6-24 | Carbon-Aware Data Center Orchestration – CDN as a Case Study
[IEEE] 2026-6-24 | MOTAR: Intelligent Traffic Signal Control Method Based on Multi-Objective Optimization and Traffic-Aware Representation Learning
[IEEE] 2026-6-24 | Distributed Model Predictive Cooperative Tracking Control for Multiple Rehabilitation Robot System
[IEEE] 2026-6-24 | Physics-Informed Energy-Aware Feature Enhancement for Rolling Bearing Fault Diagnosis
[IEEE] 2026-6-24 | OptiSVDD: An Optical Neural Network Framework for One-Class Anomaly Detection
[IEEE] 2026-6-24 | A Mainlobe Deceptive Jamming Suppression Algorithm for FDA-MIMO Radar
[IEEE] 2026-6-24 | Adaptive Synchronization Control for Fractional-Order Chaotic Systems with Mixed Uncertain Parameters
[IEEE] 2026-6-24 | Data-Driven Energy Storage Planning for High-Penetration Grids: Mitigating Uncertainty via Sub-Regional Correlation
[IEEE] 2026-6-24 | Elimination of Torque Dip at Half Synchronous Speed in Synchronous Motors with Laminated Salient Poles Through Optimal Damper Cage Design
[IEEE] 2026-6-24 | Bidirectional Attention-Adapted Zero-Shot Multimodal Industrial Anomaly Detection Network
[IEEE] 2026-6-24 | Analysis and Testing of the Anti-Jamming Mechanism in Wireless Mesh Ad-Hoc Networks
[IEEE] 2026-6-24 | Centralized Active Disturbance Rejection Control for 4-DOF Tower Cranes
[IEEE] 2026-6-24 | Deep Learning Framework for 4D Trajectory Prediction: From Airport Pairs to Full Flight Paths
[IEEE] 2026-6-24 | Evaluating Smartphone GNSS Accuracy for Geofenced 6 GHz Operations
[IEEE] 2026-6-24 | Exact Parameter Estimation for Dynamical Systems with Finite Noisy Measurements
[IEEE] 2026-6-24 | Causal Representation Learning for Sustainable Behavior Prediction in Smart Urban Ecosystems
[IEEE] 2026-6-24 | Rolling Bearing Fault Diagnosis Based on Variance-Optimized SVD and Weighted Overlapping Group Shrinkage
[IEEE] 2026-6-24 | Fault Detection Algorithm for Electromagnetic Relay Based on Complex Evidence Reasoning
[IEEE] 2026-6-24 | Analysis of the Design of Alternate Check-lists for Inspection of an Aircraft K-Loader
[IEEE] 2026-6-24 | Fault-Tolerant Control of Dual-Motor-Driven Systems With Uncertainties and Actuator Faults
[IEEE] 2026-6-24 | Local Updating of Damped Gyroscopic Systems via AVDF-Iterative Method
[IEEE] 2026-6-24 | Optimizing Dynamic and Stochastic Matching in Asset-Sharing Platforms Via Queuing Disciplines and Prioritization Rules
[IEEE] 2026-6-24 | Highway Freight Logistics Demand Forecasting in the Core Yangtze River Delta Region Using Improved GCN-ATGRU Model
[IEEE] 2026-6-24 | Open-Set Weighted Transfer Adversarial Learning Network for Industrial Process Operating Performance Assessment
[IEEE] 2026-6-24 | Leg Motion Control of a Flyable Dual-Wheel-Legged Robot Based on ADRC
[IEEE] 2026-6-24 | Hierarchical DMPC-CLFs-CBFs of Nonholonomic Mobile Robots with Formation and Collision Avoidance
[IEEE] 2026-6-24 | A Coordinated Planning Method for Shared Energy Storage Capacity Optimization in Building Integrated Energy Systems Considering Thermal Demand Response
[IEEE] 2026-6-24 | FlexPipeBot: A Bio-Inspired Multi-Segment Flexible Robot with Adaptive Gait Control for Complex Pipeline Traversal
[IEEE] 2026-6-24 | Edge-Enabled Smart Data Acquisition Using Industrial IoT Connectivity for Real-Time Monitoring Applications
[IEEE] 2026-6-24 | Modeling and Mitigation of 7.125-7.40 GHz Terrestrial Network RFI on the Passive Earth Exploration Satellite Service in 6.725-7.125 GHz Band
[IEEE] 2026-6-24 | GAD-Autoformer: Gated Adaptive Decomposition for Long-Horizon Federal Incumbent Spectrum Prediction
[IEEE] 2026-6-24 | A Two-Stage Framework for Energy-Efficient Task Offloading and Resource Allocation in UAV-MEC Systems
[IEEE] 2026-6-24 | Hierarchical Adaptive MPC for Robust Quadrupedal Locomotion Under Unknown Payloads
[IEEE] 2026-6-24 | Energy Dispatch for High-Penetration Renewable Energy Industrial Parks Considering Electricity-Carbon Coupling Market
[IEEE] 2026-6-24 | Artificial Intelligence-Driven Text Sentiment Analysis and User Intent Understanding
[IEEE] 2026-6-24 | An Autonomous Driving Traffic Sign Recognition Method Based on an Improved YOLOv11
[IEEE] 2026-6-24 | Research on PCB Defect Detection Algorithm Based on RT-DETR
[IEEE] 2026-6-24 | Open-Set Fine-Grained Industrial Defect Classification Based on CLIP Prompt Tuning and Vision-Language Alignment
[IEEE] 2026-6-24 | Output Group Formation Tracking Control of One-Sided Lipschitz Nonlinear Multi-Agent Systems
[IEEE] 2026-6-24 | Optimal Dispatch of Virtual Power Plant Considering the Temperature of Energy Storage System
[IEEE] 2026-6-24 | Constraint-Aware Core-Cavity Generation Method for Injection Mold Design
[IEEE] 2026-6-24 | The Impact of Transition from Net Metering to Net Billing Compensation Scheme on Residential Customers in Jordan
[IEEE] 2026-6-24 | Stereoscopic High Dynamic Range Imaging Based on Intensity Mapping and Image Interpolation
[IEEE] 2026-6-24 | BCDM: A Bidirectional Conditional Diffusion Model for Ship Trajectory Reconstruction
[IEEE] 2026-6-24 | A Multi-Objective Optimization Strategy Based on the IEEE Std 7000-2021 Ethical Standard
[IEEE] 2026-6-24 | Fisher Information Driven Frequency Selection for Multi-Parameter Eddy Current Testing
[IEEE] 2026-6-24 | Minimum Dispersion Criterion for Narrowband Interference Suppression in Wireless Communications
[IEEE] 2026-6-24 | CP-SMC for High-Dynamic Visual Servoing of Omnidirectional Mobile Robots
[IEEE] 2026-6-24 | Enhancing ADS-B Resiliency Against Spoofing
[IEEE] 2026-6-24 | A Data–Model Fusion Framework for Gasoline Quality Detection Using Fluorescence Spectroscopy and Inner Filter Effect Correction
[IEEE] 2026-6-24 | LCM-Net: Morphology-Aware Multi-Task Learning for Breast Ultrasound Diagnosis in Edge Computing
[IEEE] 2026-6-24 | Efficient Spectrum Allocation in Radio Dynamic Zones with Spectrum Occupancy Predictions
[IEEE] 2026-6-24 | Direction-Aware Indoor–Outdoor Detection Using ADS-B Signals of Opportunity
[IEEE] 2026-6-24 | Traffic Object Detection Algorithm Based on MSP-YOLOv8
[IEEE] 2026-6-24 | A 6-B 2-GS/s Speculative Loop-Unrolled SAR ADC with Calibratable Multi-Input Comparator
[IEEE] 2026-6-24 | An Adaptive Batch-ParEGO Algorithm with Reward Mechanism for Expensive Multi-Objective Optimization
[IEEE] 2026-6-24 | Super-Spiral Sliding Mode Control for Permanent Magnet Synchronous Motors Based on Error-Driven and Gain-Adaptive Approaches
[IEEE] 2026-6-24 | Intelligence Framework Based on Data-Centric: IoT Solutions and Machine Learning to Sustain Sustainable Smart Systems
[IEEE] 2026-6-24 | LSTM - Based Real Time Milk Quality Monitoring System Using Sensor Data
[IEEE] 2026-6-24 | Real-Time Modeling and Control of Indoor Thermal Environment Based on Mobile Robot
[IEEE] 2026-6-24 | Minimax-Based Task-Aware Routing for Robust Multi-LLM Document Intelligence
[IEEE] 2026-6-24 | AI Approach to Modeling and Optimization of Positive Portfolio Management
[IEEE] 2026-6-24 | An Infrastructure-Aware Evaluation Model for LLM Token Output and Data Center Power Consumption
[IEEE] 2026-6-24 | Human or Robot: Deep Learning for Recognition of Humans Real vs Fake Face Images
[IEEE] 2026-6-24 | Learned Splitting Regularization Model for Computed Tomography Image Reconstruction
[IEEE] 2026-6-24 | Enhanced Prompt-Supervised Multimodal Depression Detection Based on Social Media
[IEEE] 2026-6-24 | Freq2MCD: From Frequency Decoupling to Dual-Domain Synergy with Mamba for Change Detection
[IEEE] 2026-6-24 | Assessment of Personality Dimensions Across Situations in Dyadic Role-Play Scenarios
[IEEE] 2026-6-25 | Global gross primary production data fusion by Triple Collocation Analysis from 1992 to 2018
[IEEE] 2026-6-24 | A Physics-Guided Dynamic Graph Attention Network for False Data Injection Attacks Detection and Localization in Smart Grids
[IEEE] 2026-6-25 | High-Uniformity Wafer-Level Porous TiO
                    <sub>2</sub>
                    -WO
                    <sub>3</sub>
                    Heterojunction Sensor Chips for Highly-Sensitive Ethanol Detection
[IEEE] 2026-6-25 | Reinforcement Learning-Based Identification of Transfer Functions from Frequency Response in Analog Small-Signal Circuits
[IEEE] 2026-6-25 | Evaluation of Machine Learning and Deep Learning Approaches for Latin Script Recognition Using Electromyographic Signals
[IEEE] 2026-6-25 | Faster Sampling via a Conjugate Gradient Stochastic Gradient Sampler
[IEEE] 2026-6-25 | Poster Abstract: HydroTrack: Non-Contact Hydration Sensing with Event-Triggered Multimodal Gating
[IEEE] 2026-6-25 | Poster Abstract: Q-Count, Single-Link Wifi CSI People Counting in Quasi-Static Offices
[IEEE] 2026-6-25 | Poster Abstract: Hydro-Meteorological Edge Network for Inflow Monitoring Forecasting
[IEEE] 2026-6-25 | Poster Abstract: Preliminary Investigation of Synthetic IMU Data Augmentation for Smartwatch-Based Human Tracking
[IEEE] 2026-6-25 | Demo Abstract: An Interactive Framework for Interpretable Fault Diagnosis with Graph Neural Networks
[IEEE] 2026-6-25 | Reinvestigation on Subthreshold Swing of Gate-All-Around Nanosheet FETs in Quantum Limit for Voltage Scaling
[IEEE] 2026-6-24 | Efficiency Analysis of Message-Passing Decoding Algorithms for Polar and Low-density Parity-check Codes
[IEEE] 2026-6-25 | Hybrid Model–Data Fault Diagnosis for Wafer Handler Robots: Tilt and Broken Belt Cases
[IEEE] 2026-6-25 | Mobility-Aware Fog-Aided Mobile Crowdsensing: From Spatiotemporal and Continuous-Time Perspective
[IEEE] 2026-6-24 | Feasibility-Aware Learning-to-Optimize for Wireless Resource Allocation
[IEEE] 2026-6-25 | Unsupervised Domain Adaptation for SAR Target Classification Based on the SAR-ATR-X Foundation Model
[IEEE] 2026-6-25 | Covert Capacity-Key Tradeoff over Discrete Memoryless Networks_supp1-3696919.pdf
[IEEE] 2026-6-25 | High-Rate Quantized Matrix Multiplication I
[IEEE] 2026-6-25 | PD-RPEB: Heterogeneous Static-Graph Risk Propagation Evaluation and Blocking for Power Distribution Operations
[IEEE] 2026-6-24 | A Dual-Branch Prediction Framework for Lithium-Ion Battery SOC and SOH Based on Discharge-Derived Features and Convolutional Feature Analysis
[IEEE] 2026-6-25 | Attention-Based Deep Reinforcement Learning for Logistics and Data Collection in AoI-Aware UAV Networks
[IEEE] 2026-6-25 | Leveraging Multimodal Artificial Intelligence for Occupational Health and Safety: A Deep Learning Approach for Work at Heights
[IEEE] 2026-6-24 | Reducing the Design-Reference Overlap Compliance Gap in Multibeam Bathymetric Survey Line Planning via Prior-Data-Driven Depth Interpolation
[IEEE] 2026-6-24 | M3imic: Learning a Versatile Whole-Body Controller for Multimodal Motion Mimicking
[IEEE] 2026-6-25 | A Page–Sector Joint Degradation-Reliability Error Analysis Model for High-Density NAND Flash
