[2026-05-06 22:53:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-05
正在获取论文...
[arXiv] 2026-05-05 | LIPPEN: A Lightweight In-Place Pointer Encryption Architecture for Pointer Integrity
[IEEE] 2026-5-6 | Gate-All-Around Nanosheet Oxide Semiconductor Transistor with Crystalline InGaOx
[IEEE] 2026-5-6 | Electrohysterogram-Based Identification of Gestational Period Variations in Uterine Electrical Activity
[IEEE] 2026-5-6 | Securing Underwater Wireless Sensor Networks Using Quantum Sensing: Open Issues, Challenges and Future Directions
[IEEE] 2026-5-6 | Multi-Task Deep Learning Framework for Leukemia Cell Classification and Segmentation: A Joint Learning Approach
[IEEE] 2026-5-6 | Towards Climate-Resilient Farming: A Critical Review of Adaptive Decision Support Systems and User-Centered Design Approaches
[IEEE] 2026-5-6 | The Effect of Halal Label on the Purchase Intentions of Thai Rice among Non-Muslim Consumers in Thailand
[IEEE] 2026-5-6 | Mel-XNet: A Dual-Architecture Ensemble for High-Accuracy Melanoma Detection with Integrated Explainability
[IEEE] 2026-5-6 | An Improved End-to-End Deep Learning-Based Approach to Steering Angle Prediction for Autonomous Vehicles
[IEEE] 2026-5-6 | Author Index
[IEEE] 2026-5-6 | AI Adoption and Organizational Agility: Rethinking Business Development for the Digital Era
[IEEE] 2026-5-6 | Exploring Key Drivers of User Satisfaction in Mobile E-Grocery Applications: A Comprehensive Analysis
[IEEE] 2026-5-5 | On the Characterization and Limits of 4D Radar for Aided Inertial Navigation
[IEEE] 2026-5-6 | Low Crosstalk Hollow-Cladding Multicore Fiber for Wideband 600+ OAM Modes Transmission
[IEEE] 2026-5-6 | Pricing Transport Infrastructure in Thailand: Evidence from Multifactor Asset Pricing Models
[IEEE] 2026-5-6 | I Will Try to Fix You: Large Language Models for Mobile GUI Test Repair
[IEEE] 2026-5-6 | Grammar-Aware Coverage-Guided Fuzzing with Grammarinator and AFL++
[IEEE] 2026-5-6 | From Threat Reports to Security Knowledge: Building an LLM-Based Pipeline for AI Systems
[IEEE] 2026-5-6 | Blockchain-Enabled Framework for Secure and Transparent Land Administration in Bangladesh
[IEEE] 2026-5-6 | Location Allocation for Parcel Lockers with P-Median Model: A Case Study from Türkiye
[IEEE] 2026-5-5 | Multi-Regime GRU-Scheduled PID Control for Greenhouse VPD Regulation with Real-Time PLC Deployment
[IEEE] 2026-5-5 | Remote Sensing for Understanding the Vertical Dimension of Urban Landscapes: A review on data, products, methods, and prospects
[IEEE] 2026-5-5 | Organized Point Cloud Correspondence and Adaptive Weighting for Rotation-Robust LiDAR Odometry
[IEEE] 2026-5-6 | STAR-RIS Aided Fluid Antenna System: A Joint Optimization with Discrete Positions and Phases
[IEEE] 2026-5-6 | FaceLiVTv2: An Improved Hybrid Architecture for Efficient Mobile Face Recognition_supp1-3690540.pdf
[IEEE] 2026-5-5 | Interference Sparsity-Aware Turbo Receiver for HF Skywave Massive MIMO
[IEEE] 2026-5-5 | Monitoring-Based Prescribed Performance Control for Nonlinear Systems Against Actuator Faults
[IEEE] 2026-5-5 | Hybrid-Polarity Logic Design and An Automated Algorithm for Glitch-Optimized Arithmetic Units
[IEEE] 2026-5-5 | Metasurfaces-Integrated Wireless Neural Networks for Lightweight Over-The-Air Edge Inference
[IEEE] 2026-5-6 | Acceptance of Artificial Intelligence and Future Italian Physicians’ Perspectives: a cross-sectional descriptive survey
[IEEE] 2026-5-6 | Deep Learning-Based Blood Cell Classification for Cancer Detection Using ResNet50
[IEEE] 2026-5-6 | Urban Sustainability in Bangladesh: Satellite-Based Analysis of Land Use and Air Pollution Trends in Major Bangladeshi Cities
[IEEE] 2026-5-6 | Advancements in Image Captioning: A Comprehensive Survey on Techniques, Modalities, and Applications
[IEEE] 2026-5-6 | Towards Real-Time Anomaly Detection in Robotic Manipulators Through Multi-Sensor Fusion with Machine Learning
[IEEE] 2026-5-6 | An Integrated Socio-Technical Framework for Antifragile Project Organizations: A New Paradigm for Decision-Making Under Uncertainty
[IEEE] 2026-5-6 | Design and Analysis of Button Shaped Microstrip Patch Antenna for Wireless Capsule Endoscopy in Biotelemetry
[IEEE] 2026-5-6 | AI-Based Flight Trajectory Optimization Using Reinforcement Learning
[IEEE] 2026-5-6 | Hierarchical Vision-Controlled Quadruped Robot for Autonomous Human Detection and Localization in Disaster Response
[IEEE] 2026-5-6 | Enhanced Grid Integration of PV, Wind, and Battery Systems: Leveraging UPQC and Intelligent Control for Power Quality Improvement
[IEEE] 2026-5-6 | Generative AI Meets Responsible AI and Affective Computing
[IEEE] 2026-5-6 | Enhancing Network Security with a Two-Layered Machine Learning-Based Intrusion Detection Framework
[IEEE] 2026-5-6 | Malaria Detection from RBC Images Using Multi-Functional CNN with Explainable AI
[IEEE] 2026-5-6 | Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers
[IEEE] 2026-5-6 | DynBrainNet: A Dynamic Lightweight Residual Network with Grad-CAM for Brain Tumor Classification
[IEEE] 2026-5-6 | Design of a Cost-Effective Analog Solar Charge Controller Based on LM358 for Off-Grid Applications with Integrated Battery Protection
[IEEE] 2026-5-6 | XGception: Unveiling Mosquito Larvae Patterns with XAI
[IEEE] 2026-5-6 | A Compensated Mini-Permeameter for Localized Magnetic Loss Measurements on Magnetic Laminations
[IEEE] 2026-5-6 | Social Media Analytics for Sustainable Educational Decision-Making: A Case Study of TikTok’s Impact on Student Learning Behavior
[IEEE] 2026-5-6 | Low-Frequency Shock Dynamics in a Self-Gravitating Opposite-Polarity Complex Plasmas
[IEEE] 2026-5-6 | Generative Rickshaw Art: Stylistic Fine-Tuning of Diffusion Models with Low-Rank Adaptation
[IEEE] 2026-5-6 | DTKD: A Distance-Based Framework for Efficient Maintenance of Top-k Dominating Queries on Incomplete Data
[IEEE] 2026-5-5 | Multiphysics-Informed Adaptive Personalized Federated Learning for Battery State-of-Health Estimation
[IEEE] 2026-5-5 | Fully Data-Driven Inductance Reconstruction for Position-Sensorless Control of Switched Reluctance Motors
[IEEE] 2026-5-6 | Day-Ahead Scheduling of Distributed Energy Resources in Net-Zero Energy Houses with Multi-Day Operation Using Soft Actor-Critic
[IEEE] 2026-5-6 | A Multifaceted Approach to Bangla Speech Emotion Recognition Using Hybrid Feature Fusion and Dimensionality Reduction
[IEEE] 2026-5-6 | A multi-task learning embedded parameterization method for downward shortwave radiation estimation under cloudy-sky conditions_supp1-3690513.docx
[IEEE] 2026-5-6 | DSRF-SAR: Neural Radiance Field Representation Based on a Dual SAR Scattering Mechanism
[IEEE] 2026-5-6 | Training-Free Vision-Language Model for Substrate Glass Defect Detection
[IEEE] 2026-5-5 | Fully Unsupervised Self-debiasing of Text-to-Image Diffusion Models
[IEEE] 2026-5-5 | A Real-Time Smart Home Security System for Alert-based Intrusion Detection using YOLO and FaceNet
[IEEE] 2026-5-5 | Enhancing Telegram Scam Detection Using OCR-Based Deep Learning Techniques
[IEEE] 2026-5-5 | Generative AI-Driven Framework for Zero-Day Attack Prediction in Next-Gen Cybersecurity Using FusionGuardNet with DualInstinct Optimizer
[IEEE] 2026-5-5 | An Adaptive Quantum Key Distribution Framework Using Fuzzy Reinforcement Learning for Secure Communication
[IEEE] 2026-5-5 | BHARTI Brain Hyperspectral Attention ResNet U-Net with Transparent Interpretation Using Grad-CAM and Guided Grad-CAM
[IEEE] 2026-5-5 | An Approach for the Classification of Images of Different Spatial Sizes
[IEEE] 2026-5-5 | An Evolutionary Optimized Explainable AI Framework for Accurate and Reliable Diabetic Retinopathy Severity Classification
[IEEE] 2026-5-6 | Investigation of Switching Characteristics of Ferroelectric Tunnel Junctions by TCAD Simulation
[IEEE] 2026-5-6 | Forecasting India's Exports to the United States Under Exchange Rate Fluctuations Using VECM and LSTM Models
[IEEE] 2026-5-6 | DMX: A Weighted Softmax Fusion of Heterogeneous CNNs for Burmese Leaf Disease Classification
[IEEE] 2026-5-6 | Development of Quantum Computers with Electron Spins in Silicon Quantum Dots
[IEEE] 2026-5-6 | Pre-Implementation Readiness for AI in the Success of ERP Implementation: A Systematic Literature Review
[IEEE] 2026-5-6 | The Museum That Feels: AI-Driven Affective Computing for Emotion-Adaptive AR Experiences
[IEEE] 2026-5-6 | Profit-Optimal Machine Learning for Purchase Intent Prediction: Calibration, Temporal Validation, and Economic Constraints
[IEEE] 2026-5-6 | Optimization and Benchmarking of Distribution Costs in a Sri Lankan Paint Manufacturing Company Using Vehicle Routing Problem Method
[IEEE] 2026-5-6 | Deep Learning Based Crack Detection MLOps Pipeline using Incremental Learning
[IEEE] 2026-5-6 | Sentiment Prediction for Market Volatility
[IEEE] 2026-5-6 | A Wearable Inertial Sensing Platform for Personalized Health and Motion Monitoring
[IEEE] 2026-5-6 | Transparent Quality Assurance for Low-Code/No-Code Workflows via Explainable AI and Automated Test Generation
[IEEE] 2026-5-6 | Privacy-Preserving Real-Time Crowd Counting on IoT Enabled Edge Devices Using YOLOv8n and Norfair
[IEEE] 2026-5-6 | Comparing the Performance of Serverless vs. Traditional Cloud Models for AI-Powered Tasks
[IEEE] 2026-5-6 | Reviewing Model Collapse and Countermeasures
[IEEE] 2026-5-6 | Robust Dual-Domain ANN-Based Compact MOSFET Modeling Across Technology Nodes
[IEEE] 2026-5-6 | Nile Tilapia Pathogens Detection Using CNN Model Infused with Efficient Channel Attention Mechanism
[IEEE] 2026-5-6 | Fuzzy Decision Tree Framework for Hospital Mortality Prediction: Integrating ADASYN Balancing and Explainable AI
[IEEE] 2026-5-6 | Optimized YOLOv12 for Robust Object Detection in Complex Satellite Scenes
[IEEE] 2026-5-6 | Multi-bit Programming Scheme of 2T Gain Cell with Near-Ideal Linearity
[IEEE] 2026-5-6 | AMAF: An Adaptive and Coupling-Sensitive Framework for Cross-Language Software Maintainability Analysis
[IEEE] 2026-5-6 | Front-End Readout Circuit Design for DEPFET Pixel Detectors in 65-nm CMOS
[IEEE] 2026-5-6 | Lightweight Deep Learning Framework for Pothole Detection and Classification Using CNNs and YOLO Models
[IEEE] 2026-5-6 | From Sensors to Decisions: A Distributed Software-Hardware Stack for Hydroponic Cultivation
[IEEE] 2026-5-6 | Tellurium Nanowire Transistors as Ion Sensors with Near-Nernstian Sensitivity
[IEEE] 2026-5-6 | Annealing Activation Effect of Pt Electrodes on SAW Devices with Langasite Substrate and the Mechanism Analysis
[IEEE] 2026-5-6 | Analysis of Double Gate AlGaN/GaN HEMT with Increasing Quantum Wells for Emerging Electronics Applications
[IEEE] 2026-5-6 | A Novel Shallow-Trench Structure SiC power MOSFET for Trade-off Among Performance, Reliability and Process Complexity
[IEEE] 2026-5-6 | Design and Performance Analysis of a Slotted Dual-Band MIMO Antenna for X-Band Satellite Communication
[IEEE] 2026-5-6 | Orientation Dependent Global Stress Analysis for Nanosheet based CMOS Device Technology
[IEEE] 2026-5-6 | Effect of Fermentation Time on Bioethanol Production from Coconut Milk Waste for Sustainable Biofuel Development
[IEEE] 2026-5-6 | A Slope Calibration Technique for Time-mode Delay Tap Accuracy Improvement
[IEEE] 2026-5-6 | Developing a Decision Support Framework to Minimize Loss Mileage and Its Impact on Sri Lanka's FMCG Transportation Sector: Delphi-ISM Approach
[IEEE] 2026-5-6 | Monitoring Mental Stress Using Multimodal Physiological Signals from Wearable Device
[IEEE] 2026-5-6 | Investigation of Oxidative Doping in Multilayer WSe
                    <sub>2</sub>
                    FETs
[IEEE] 2026-5-6 | Electricity Theft Protection Plan Using Advanced Metering Infrastructure (AMI)
[IEEE] 2026-5-6 | The Role of Supplier Diversification and Supplier Rationalisation in Mitigating Supplier Risk: a Study of Large-Scale Manufacturing Firms in Sri Lanka
[IEEE] 2026-5-6 | Miniaturized Antenna Structure Supporting C and X Band Resonances for Integrated Wireless System
[IEEE] 2026-5-6 | High-Efficient Theta-Slotted Patch Antenna with Low SAR for Early Breast Tumor Detection
[IEEE] 2026-5-6 | Flexible electrochemical devices integrating zinc-manganese oxide battery with symmetric supercapacitor
[IEEE] 2026-5-6 | A Hybrid Deep Learning and Handcrafted Feature Fusion Framework for Tea Leaf Disease Classification with Explainable AI
[IEEE] 2026-5-6 | Innovative Technologies, Smart Manufacturing, and Machine Learning in Semiconductor Supply Chain
[IEEE] 2026-5-6 | Real-World Detection of Full and Partial Bangladeshi Banknotes: A Deep Learning Based Comparative Analysis
[IEEE] 2026-5-6 | Multiplexers based on Quantum Neural Networks
[IEEE] 2026-5-6 | Benchmarking AI Models for Automated Code Generation and Testing Using HumanEval
[IEEE] 2026-5-6 | Hybrid Framework for Tomato Leaf Disease Detection Employing Densenet121 and Ensemble Learning Techniques
[IEEE] 2026-5-6 | Front Cover Page
[IEEE] 2026-5-6 | Depolarization Field Induced Threshold Voltage Variability in Junctionless Non-Volatile Memory Devices
[IEEE] 2026-5-6 | An Efficient Algorithmic Approach to Modernize Photo Negatives to Digital Images
[IEEE] 2026-5-6 | Requirement-Aware ATS Optimization through an LLM-Driven Approach
[ACM] 2026-5-6 | Autonomy or guidance: What users want from AI versus human advisors
[ACM] 2026-5-6 | Chapters Corner: From Finding Community to Building It: Supporting ACM SIGCHI Chapters Committee
[ACM] 2026-5-6 | Seeing and Understanding: A Human-Centric Evaluation of Multimodal Language Models in Chinese Contexts
[ACM] 2026-5-6 | Virtual Reality Forest Relaxation Experience: Design and Evaluation
[ACM] 2026-5-6 | EchoBell: Designing Physical–Digital Narratives to Enhance Emotional Resonance in Site Museums
[ACM] 2026-5-5 | Proceedings of the 2026 2nd International Conference on Generative Artificial Intelligence and Digital Media
[ACM] 2026-5-5 | An AI-Assisted Prompt Generation Method for Theatre Rehearsal: Translating Script Text into Executable Stage Actions
[ACM] 2026-5-5 | The Algorithm for Intelligent Analysis of Soil Composition Data Based on Filling NaN Values Using Matrix Factorization Method for Artificial Intelligence Models
[ACM] 2026-5-5 | Introducing the Instructional Technologies and Material Design Course: Descriptions and Reflections from Students
[ACM] 2026-5-5 | Development of Uzbek Question-Answering Models through Fine-Tuning Approaches
[ACM] 2026-5-5 | Green AI in Education: Leveraging AI for Sustainable Learning and Eco Skills Monitoring
[ACM] 2026-5-5 | Causal Attribution in Digital Marketing: Integrating Media Mix Modeling with Experimentation and Path Analytics
[ACM] 2026-5-5 | Parallel programming paradigms for decision making system in the presence of uncertainty in data
[ACM] 2026-5-5 | Workshop Series: Ethics and Inclusive Collaboration
[IEEE] 2026-5-5 | Q-GenZ-AIQuanta: A Quantum-Enhanced Evaluation Model for Next-Gen Text-to-Text Generative AI in Knowledge Management System
[IEEE] 2026-5-5 | Effectiveness of Online Learning Platforms Enhanced by Virtual Reality and AI Tutoring Systems
[IEEE] 2026-5-5 | Geo-Location Based Attendance Tracking Using Mobile Application and Geofencing Techniques
[IEEE] 2026-5-5 | Perception Intelligence-Based Neuro-Fuzzy Framework for Real-Time Autonomous Vehicles Using Monocular Vision
[IEEE] 2026-5-5 | Explainable Machine Learning for Breast Cancer Diagnosis Using Feature Grouping, Model Comparison, and Interpretability Methods
[IEEE] 2026-5-5 | Event-based Graph Representation with Spatial and Motion Vectors for Asynchronous Object Detection
[IEEE] 2026-5-5 | Proceedings
[IEEE] 2026-5-5 | Numerical Analisys of Quasi-Periodic Concentric Hexagonal Ring Antenna Array Based on the Thue-Morse Sequence
[IEEE] 2026-5-5 | Morphology-Driven and Symmetry-Guided Geometric Segmentation of White Blood Cells with Self-Consistency Reliability Assessment
[IEEE] 2026-5-5 | Enhanced Ensemble Temporal Convolutional Network With Genetic Algorithm Optimization for Anomaly Detection in CAVs
[IEEE] 2026-5-5 | Towards a 3D Thermal-Electrodynamic Simulation of Non-Insulated ReBCO Coils: The H-FoSTER Model
[IEEE] 2026-5-5 | Miniaturized Dual-Band Patch Antenna for Reliable Sensing Applications
[IEEE] 2026-5-5 | Optimization of Low-Noise Amplifier Circuits for Enhanced Sensor Signal Integrity
[IEEE] 2026-5-5 | An Explainable AI-Based Hybrid SVM–CNN Ensemble Model Implementation for Intelligent Email Spam Detection
[IEEE] 2026-5-5 | Blockchain-Enabled Architecture for Secure Validation of Medicines and Consumer Products
[IEEE] 2026-5-5 | Real-Time Crop Sensing and Localization for Precision Agriculture
[IEEE] 2026-5-5 | Explainable Multimodal Vision Transformer for CKD Prediction and Stage Classification
