[2026-04-24 22:39:26] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-23
正在获取论文...
[arXiv] 2026-04-23 | pygridsynth: A fast numerical tool for ancilla-free Clifford+T synthesis
[ACM] 2026-4-24 | AEP: Achieving Hierarchical Fault Tolerance in DSM Through Atomic Execution Protection
[ACM] 2026-4-24 | Five Minutes of DDoS Brings down Tor: DDoS Attacks on the Tor Directory Protocol and Mitigations
[ACM] 2026-4-23 | ConflictSync: Bandwidth Efficient Synchronization of Divergent State
[ACM] 2026-4-23 | Lineage-based Reuse and Memory Management for Multi-backend ML Systems
[ACM] 2026-4-23 | ORION: Integrated Runtime Modelling for Predicting Deep Learning Training Time
[ACM] 2026-4-23 | ShapBPT in Perspective: A Consolidated Review and an eXplainable Anomaly Detection Case Study
[ACM] 2026-4-23 | Construction of Students 'Professional ability Growth Graph Based on multimodal Data Fusion
[ACM] 2026-4-23 | Generative AI–Driven Development and Evaluation of Teaching Resources: Building a Resource Repository for the Course Intercultural Communication
[ACM] 2026-4-23 | Research on the Application of Web Front-End Technologies in Sight-Singing and Ear Training Software
[IEEE] 2026-4-23 | Constitutional Challenges in AI-Driven Public Health Emergency Management in India
[IEEE] 2026-4-23 | Stridesync: A Multisensory Framework for Movement Monitoring and Response
[IEEE] 2026-4-23 | Deep Learning-Based Classification of Human Embryo Developmental Stages from Time-Lapse Imaging
[IEEE] 2026-4-23 | Soft Computing Techniques for Real-Time Financial Fraud Detection in Online Transactions
[IEEE] 2026-4-23 | Evolutionary Neural Networks for Mental Health Monitoring in Digital Therapeutics Platforms
[IEEE] 2026-4-23 | Impact of AI-Powered Recommendations on Consumer Satisfaction and Buying Behaviour in E-Commerce
[IEEE] 2026-4-23 | Scalable Financial Strategy Validation using Distributed Data Architectures
[IEEE] 2026-4-23 | Dielectric Performance and Reprocessability of Boronic-Ester Vitrimeric Epoxy with Nanoscale Phase Separation_supp1-3685648.docx
[IEEE] 2026-4-23 | CORE: Common Random Reconstruction for Distributed Optimization with Provable Lower Total Communication Costs_supp1-3677732.pdf
[IEEE] 2026-4-23 | DTBA for Smart Grid Optimization: A Case Study on Loss Reduction and Voltage Improvement in Distribution Networks
[IEEE] 2026-4-23 | Secure and Explainable Generative AI and Consumer Trust in India: A Thematic Analysis and Systematic Review
[IEEE] 2026-4-23 | Title Page iii
[IEEE] 2026-4-23 | Single-Motor-Driven Robotic Hand with Multiple Grippers using Gravity-Driven Torque-Path Switching Mechanism_supp1-3685935.mp4
[IEEE] 2026-4-23 | Table of Contents
[IEEE] 2026-4-23 | IEEE Transactions on Terahertz Science and Technology Publication Information
[IEEE] 2026-4-23 | RideAgent: An LLM-Enhanced Optimization Framework for Automated Taxi Fleet Operations_supp1-3685621.pdf
[IEEE] 2026-4-23 | Stress Detection Using Physiological Signals and Machine Learning
[IEEE] 2026-4-23 | Simulation Study of Data Skew in Federated Learning for Tuberculosis Detection
[IEEE] 2026-4-23 | Hybrid Multilevel Thresholding for Skull Base Tumor Segmentation and Classification Using an Improved YOLOv8s Model
[IEEE] 2026-4-23 | Design and Development of a Smart Wrist Band for Remote Rehabilitation and Vital Sign Monitoring
[IEEE] 2026-4-23 | A Wearable Footstep Energy Harvester With Novel Dual-Clutch Mechanical Motion Rectification for Self-Powered Sensing_supp2-3675109.mp4
[IEEE] 2026-4-23 | Adaptive Grouping-Based Offspring Generation for Sparse Large-Scale Multimodal Multi-objective Optimization_supp1-3685860.pdf
[IEEE] 2026-4-23 | Alzheimer’s Disease Detection using Hybrid Machine Learning and Deep Learning Technique
[IEEE] 2026-4-23 | Privacy-Preserving Coordinated Scheduling of Distributed Resources Using ADMM and Tianji’s Horse Racing Optimization
[IEEE] 2026-4-23 | ProLiBatt: An AI-Powered System for Predicting Lithium-Ion Battery Health in Electric Vehicles
[IEEE] 2026-4-23 | A Review of Deep Learning–based Malaria Disease Detection Techniques: Challenges and Gaps
[IEEE] 2026-4-23 | Federated Learning in Healthcare: A Survey of Privacy-Preserving Medical AI Solutions
[IEEE] 2026-4-23 | Hybrid K-Means–Logistic Regression Framework for Automatic Resume Short-Listing and Job Matching in HR Systems
[IEEE] 2026-4-23 | Design and Implementation of a Raspberry Pi–Based Multilingual Image-to-Speech System
[IEEE] 2026-4-23 | Greener Web: Minimizing the Carbon Footprint of Web Applications
[IEEE] 2026-4-23 | Utilizing Multi Layer Perceptron (MLP) to Enhance Stability Analysis of Geotechnical Engineering
[ACM] 2026-4-24 | Identifying Urban Air Mobility Infrastructure Hotspots in Indian Cities Using Multi-Criteria Suitability Analysis
[ACM] 2026-4-23 | Compaction Size and Tail Latency in LSM-based Key-Value Stores
[IEEE] 2026-4-23 | An IoT and Machine Learning-based Digital Framework for Smart Agriculture: Crop and Action Recommendations
[IEEE] 2026-4-23 | Artificial Intelligence Driven Congestion Aware Routing Framework for Next Generation Communication Networks
[IEEE] 2026-4-23 | From Text to Ticker: A Comprehensive Survey and Methodological Guide to Named Entity Recognition in Finance
[IEEE] 2026-4-23 | IoT-based Secure Health Monitoring System in Machine Learning using Deep Neural Network
[IEEE] 2026-4-23 | Personalized E-Commerce Recommendations through Hybrid Social Media-Graph Neural Networks
[IEEE] 2026-4-23 | Real Time Agriculture Monitoring and Communication System using Video Streams and IoT Networking
[IEEE] 2026-4-23 | IoT-Enabled Smart Battery Exchange System for Electric Two-Wheelers
[IEEE] 2026-4-23 | Crop Recommendation System using Confidence-Weighted Ensemble Optimization: A Comprehensive Multi-Objective Approach for Sustainable Precision Agriculture
[IEEE] 2026-4-23 | Enhancing Agricultural Pest Monitoring with AEC-YOLOv8n and EfficientNetV2-B0: A Hybrid Approach
[ACM] 2026-4-24 | Learning to Discern Fine-Grained Cues Across Domains: Generalizing Re-ID via Multi-Level Feature Propagation
[IEEE] 2026-4-23 | Contrastive Dual-Prototypical Learning for Efficient Multi-Label Ophthalmic Diagnosis
[IEEE] 2026-4-23 | Reliable and Energy-Efficient MAC Protocols in Industrial IoT Networks via Multi-Agent Reinforcement Learning
[IEEE] 2026-4-23 | Covert Knowledge Poisoning Attacks in Retrieval-Augmented Code Generation
[IEEE] 2026-4-23 | Strategies to Improve Efficiency of Select-Gate Voltage Floating During GIDL-Assisted Erase in 3-D NAND Flash Memory
[IEEE] 2026-4-24 | Stabilizing Affective Representations with CLAIRE: A Cognitive-Linguistic Architecture for Interpretable Reasoning and Emotion
[IEEE] 2026-4-24 | A Deep Feature Extraction Method Based on Variational Inference and Self-Attention Mechanism of Graph Neural Networks
[IEEE] 2026-4-24 | Multistage Constant Current Wireless Charging Strategy Based on Multiharmonic Power Transmisson
[IEEE] 2026-4-24 | An Algorithm-Centric Computational Framework for Near-Scope 3 Carbon Diagnostics: Fixed-Effects Learning, PSO-NN Ensemble Forecasting, and Uncertainty-Aware Scenario Analytics
[IEEE] 2026-4-24 | Effective Missing Data Imputation Techniques Utilizing Regression Methods
[IEEE] 2026-4-24 | Personalized Federated Learning for Sovereign Personal AI Agents: A Review
[IEEE] 2026-4-24 | Effect of Rotation on MHD Peristaltic Flow With Heat Transfer in a Tapered Wall
[IEEE] 2026-4-24 | A Novel Low-PAPR Waveform for Integrated Communication and Navigation in LEO Satellite Systems
[IEEE] 2026-4-24 | Research on Optimization of Logistics Network Inspection Path Based on Genetic Algorithm
[IEEE] 2026-4-24 | Research on the Design of Information Network Security Defense System Based on GABP Neural Network Algorithm
[IEEE] 2026-4-24 | AIGC Enhanced Anomaly Detection in Industrial Internet of Things
[IEEE] 2026-4-24 | Quantitative Evaluation Method for Well integrity Risk in Heavy Oil Steam Stimulation Wells
[IEEE] 2026-4-24 | ICECCO 2026 Reviewers
[IEEE] 2026-4-24 | Research on Evaluating the Operational and Maintenance Development Level of Smart Grids under the Generation-Grid-Load-Storage Environment
[IEEE] 2026-4-24 | Research on Missile-Borne Micro-Inertial/BeiDou Scalar Depth Integrated Navigation Technology
[IEEE] 2026-4-24 | 2026 International Conference on Semantic Computing (ICSC)
[IEEE] 2026-4-23 | Teleoperating Autonomous Vehicles over Commercial 5G Networks: Are We There Yet?
[IEEE] 2026-4-23 | MetaFlex: A Flexible Architecture for Efficient Packet Scheduling and Memory Allocation
[IEEE] 2026-4-24 | Consolidated Fe/FeSi Mixtures for Applications Requiring Increased Frequency Stability of Magnetic Properties_supp1-3686591.pdf
[IEEE] 2026-4-24 | A Multi-Strategy Enhanced Zebra Optimization Algorithm and Its Application
[IEEE] 2026-4-24 | RLMToT: A Thought Tree-Based Model for Sentiment Triplet Extraction from MOOC Reviews
[ACM] 2026-4-24 | Once Rolling Hashing is Enough: Exploiting Rolling Hash Reuse in Delta Compression
[ACM] 2026-4-24 | Scheduling Cloud Block Storage Proactively and Reactively with Omar
[ACM] 2026-4-24 | PASS: A Power Adaptive Storage Server
[ACM] 2026-4-24 | EMVOD: Elastic Multi-Path QUIC Scheduling for CDN Video-on-Demand Service
[ACM] 2026-4-24 | Accelerating Transactional Execution via Processing-In-Memory
[IEEE] 2026-4-24 | PPSplitFed: Privacy-Preserving Splitfed Learning via Functional Encryption
[IEEE] 2026-4-23 | An INS/DVL/PS Integrated Underwater System Based on NLS-Transformer-LSTM Velocity Prediction Model
[IEEE] 2026-4-23 | Development of a Low-Cost Flex-Sensor and Machine Learning Based Sign Language Interpreter
[IEEE] 2026-4-23 | Influences of bending degree on non-contact gap and pressure measurements by using eddyingized conductive polymer composite
[IEEE] 2026-4-23 | Fringe projection profilometry method based on dual-epipolar and phase constraint
[IEEE] 2026-4-23 | DRL-Assisted Null Space Aware (DNSA) Framework for MU-MISO ISAC Systems
[IEEE] 2026-4-23 | Scheduling Training-Inference Co-Location in Demand Response for Sustainable Edge AI
[ACM] 2026-4-23 | Construction of Teachers' AI Competence Framework — A New Dimension of Empowerment in Mental Health Education
[ACM] 2026-4-23 | Blow based collaboration in a digital art virtual environment
[ACM] 2026-4-23 | HMA: A Hierarchical Multi-Agent System for Document Question Answering
[ACM] 2026-4-23 | A Digital Intelligence-Empowered Framework for Fundamental Information Systems Courses
[ACM] 2026-4-23 | An Intelligent Visualization Framework for Enhancing Data-Driven Creativity in Urban and Rural Planning Education
[ACM] 2026-4-23 | MAFR-Net: A Multimodal Multi-scale Attention Fusion Network for College Student Micro-expression Recognition in Smart Education
[ACM] 2026-4-23 | Research on the design method of Yangliuqing woodblock print production technology based on artificial intelligence diffusion modeling
[ACM] 2026-4-23 | Data-Driven and Intelligent Estimation of Aircraft Aerodynamic Parameters via a Transformer-BiLSTM Network
[ACM] 2026-4-23 | Performance Regressions Prediction using Time Series Classification: A Case Study
[ACM] 2026-4-23 | QualITA26 Workshop Organizers Welcome
[ACM] 2026-4-23 | Technical Perspective: Rel
[IEEE] 2026-4-23 | Reinforcement Learning-Based Bio-Inspired Control for Stability Enhancement in Autonomous Vehicles
[IEEE] 2026-4-23 | Estimation of Skin Surface Voltage Distribution Due to Stenosed Brachial Artery Using Numerical Technique
[IEEE] 2026-4-23 | Early Detection of Dyslexia Based on the Analysis of Handwritten Images
[IEEE] 2026-4-23 | RegEase: Simplifying Insurance Compliance
[IEEE] 2026-4-23 | Deep Learning Based Vegetable Price Forecasting for Nepalese Markets: An STL Attention LSTM Approach
[IEEE] 2026-4-23 | AI-Powered Health Monitoring Using IoT Devices and Wearable Technologies for Continuous Patient Assessment
[IEEE] 2026-4-23 | Steering Committee
[IEEE] 2026-4-23 | Multi-Modal Fusion Approach Combining LSTM and CNN Models for Parkinson’s Detection from Speech and Handwriting Data
[IEEE] 2026-4-23 | A Parallel Hardware Architecture for the Twiddless Fast Fourier Transform (TFFT)
[IEEE] 2026-4-23 | Modeling Adoption Intention of Generative AI Chatbots in Higher Education: A Quantitative Decision-Oriented Analysis
[IEEE] 2026-4-23 | The Limits of Macroscopic Analysis in Global Protest Dynamics: Evaluating Static Clustering vs. Microscopic Complexity
[IEEE] 2026-4-23 | Remarks on the Relevance of Privacy Expectations for Default Opt-out Settings
[IEEE] 2026-4-23 | Introduction
[IEEE] 2026-4-23 | Discrete Tokenization for Multimodal LLMs: A Comprehensive Survey_supp1-3676982.pdf
[IEEE] 2026-4-23 | Efficient Algorithm for Early Stage Detection of Breast Cancer for Microwave Imaging
[IEEE] 2026-4-23 | Analysis of Discord-Based Remote Access Threats: Detection and Prevention
[IEEE] 2026-4-23 | AI-Augmented Threat Intelligence Framework for Proactive Vulnerability Assessment in Evolving Enterprise Networks
[IEEE] 2026-4-23 | Energy-Aware Dynamic TDD Scheduling in 5G RAN Using Deep Reinforcement Learning
[IEEE] 2026-4-23 | Automated Kidney Disease Classification Using Transfer Learning with VGG19 on Ultrasound Images
[IEEE] 2026-4-23 | Bulk-Driven high gain OTA using Quasi-Floating Gate Method for Low Frequency Application
[IEEE] 2026-4-23 | AI-Powered Rockfall Prediction for Open-Pit Mines
[IEEE] 2026-4-23 | COVID-19 Detection from CT Scans Using Hybrid CNN-SNN Deep Learning
[IEEE] 2026-4-23 | A Feature-Optimized Machine Learning Approach for Accurate Heart Disease Prognosis
[IEEE] 2026-4-23 | Optimization of 3D Reconstruction Algorithm for Virtual Reality Environment Based on Computer Vision
[IEEE] 2026-4-23 | Enhancing U-Net with Attention-Guided Decoders and Atrous Spatial Pyramid Pooling for Tomato Plant Disease Segmentation
[IEEE] 2026-4-23 | Hybrid Model for Enhanced Crypto Currency Forecasting: Polygon (POL) Price Prediction with XGBoost GRU and BiLSTM
[IEEE] 2026-4-23 | Artificial Intelligence based Behavior Adaptive Authentication Model in Solving Security Problems of Cloud Computing Systems
[IEEE] 2026-4-23 | NDVI-Driven Forest Depletion Analysis: A Remote Sensing Framework for Evaluating Cement Industry Impacts on Vegetation
[IEEE] 2026-4-23 | Smart Video Surveillance System with Intruder Identification and Behavioural Anomaly Detection using YOLOv8
[IEEE] 2026-4-23 | Privacy-Preserving Cross-Chain Federated Blockchain for Carbon-Credit Management
[IEEE] 2026-4-23 | An Adaptive Hybrid Disk Scheduling Algorithm for Fair and Efficient Storage Systems
[ACM] 2026-4-24 | VAE-Based Feature Extraction for Lung Nodule Diagnosis
[IEEE] 2026-4-24 | Generative AI and Ethical Integration in Higher Education: Navigating Innovation and Responsibility
[IEEE] 2026-4-24 | Research on Cooperative Sensing of Multi-Modal Signals and Structural Health Identification Algorithm for Power Transmission and Distribution Equipment Foundation
[IEEE] 2026-4-24 | Application of Machine Vision Technology in Tobacco Quality Inspection System
[IEEE] 2026-4-24 | The Integration of Big Data Technology in Transformer Condition Monitoring and Detection
[IEEE] 2026-4-24 | Research on modeling and optimization of front-end orchestration tool based on low code engine in power system service convergence
[IEEE] 2026-4-24 | Automatic Generation Technology for Distribution Network Protection Settings Based on Integrated Graph Data Model Approach
[IEEE] 2026-4-24 | Mechanical Design of Auto Feeder for Poultry and Livestock in Smart Agriculture
[IEEE] 2026-4-24 | Learning Adaptive Routing Policies Under Stochastic Service Times
[IEEE] 2026-4-24 | Ontology Evolution via Renormalization in Latent Semantic Space
[IEEE] 2026-4-24 | A Multi-View Deep Representation Learning Approach for Drug Discovery and Target Affinity Estimation
[IEEE] 2026-4-24 | Construction of a Retrieval-Enhanced and Dynamically Updated Collocation Knowledge Base System for Second Language Learning
[IEEE] 2026-4-23 | Fault-Tolerant Operation of Micro-Hydro and PV-BSS-based Standalone Microgrid using Predictive Control
