[2026-08-11 22:41:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | Carnot: Interpretable, Interactive, and Optimized Execution of Deep Research Queries
[IEEE] 2026-8-11 | Multimodal Framework for Early Detection of Alzheimer's Disease from Handwriting and Speech Recognition Using Deep Learning
[IEEE] 2026-8-11 | A Musical Robot on a Six-Axis Arm: From Numbered Musical Notation to Real-Time Xylophone Performance
[IEEE] 2026-8-11 | A Study on 3D Motion Control of a Manta Ray Robot Based on the TD3 Deep Reinforcement Learning Algorithm
[IEEE] 2026-8-11 | PSD Estimation in Artifact-Contaminated HRV Signals: A Methodological Comparison
[IEEE] 2026-8-11 | Table of Contents
[IEEE] 2026-8-11 | A Cubic Nonlinear Price-Elasticity Model of Demand Response with Temperature Correction and Distributionally Robust Parameter Inference
[IEEE] 2026-8-11 | Structured CT Imaging Artefact Assessment using Vision-Language Models
[IEEE] 2026-8-11 | RGB2HSI Spectral Reconstruction on NEON Tree Canopy Data
[IEEE] 2026-8-11 | Optimization of Sub-threshold Bandgap Reference Circuit with Immune Plasma Algorithm
[IEEE] 2026-8-11 | Integrated Acoustic Localization and State Recognition for UAVs Under Background Noise
[IEEE] 2026-8-11 | Edge-ViT: Real-Time, Edge-Optimized ViT System for Deepfake Detection
[IEEE] 2026-8-11 | Manifold-Regularized Self-Organizing RBF Networks with Event-Driven Structural Evolution
[IEEE] 2026-8-11 | BIM-IFC Information Organization and Lifecycle Data Interoperability for Reinforced Concrete Structures
[IEEE] 2026-8-11 | A TCN-GCN Based Channel Selection Method for MEG Motor Imagery
[IEEE] 2026-8-11 | Underwater Localization using Forward-Looking Sonar and Artificial Object References
[IEEE] 2026-8-11 | Preface
[IEEE] 2026-8-10 | A Knowledge Distillation Framework for Edge-Aware Optimization of Intelligent Data
[IEEE] 2026-8-11 | Semantic Relevance Detection of Visual Content in Corporate Reports Using Layout-Aware Vision-Language Models
[IEEE] 2026-8-11 | Robust Fractional Estimation of Lithium-Ion Battery SOC and Capacity with Information Gating
[IEEE] 2026-8-11 | Hybrid DV-Hop Localization in Wireless Sensor Networks Using Black Kite Algorithm and Mountain Gazelle Optimizer
[IEEE] 2026-8-11 | Task-Oriented Navigation with Semantic Perception for Monocular Camera-Based Mobile Robots
[IEEE] 2026-8-11 | A Hybrid Framework: Dwell Time and Demand- Driven Zoning in Port-Base CKD Warehouses
[IEEE] 2026-8-11 | MiRTS:
                    <u>S</u>
                    cheduling of
                    <u>M</u>
                    ixed
                    <u>R</u>
                    eal-
                    <u>T</u>
                    ime
                    <u>T</u>
                    asks on Accelerator-based Heterogeneous Architectures
[IEEE] 2026-8-10 | Non-Reciprocal RIS-Aided Self-Interference Cancellation in Full-Duplex Communications
[IEEE] 2026-8-11 | A Unified LCDI-FDTD Scheme for General Dispersive Media Based on CCPR Representation
[IEEE] 2026-8-11 | Retraction Notice: Paint / Writing Application through WebCam using MediaPipe and OpenCV
[IEEE] 2026-8-10 | p-Type Sensing in Sulfur-Doped SnO
                    <sub>2</sub>
                    Quantum Dot Films for Sensitive and Selective NH
                    <sub>3</sub>
                    Detection at Room Temperature
[IEEE] 2026-8-11 | HADR-UNet: An Image Segmentation Network for Blasted Ore in Open Pit Mines (June 2026)
[IEEE] 2026-8-11 | Resilient coherent optical transmission against-lightning induced ultrafast polarization dynamics via optical-electrical synergy strategy
[IEEE] 2026-8-11 | Comparison of Real and Imagined Movements in EEG Signals: Feature and Channel Based Analysis
[IEEE] 2026-8-11 | Disturbance-Observer-Based Control for 2-D Semi-Markov Jump Roesser Systems Under Constrained Signal Transmission
[IEEE] 2026-8-11 | Design of a 2D Image Cross-Section Method for Estimating Mass and Volume of Vietnamese Avocado 034 in Arbitrary Poses and Positions
[IEEE] 2026-8-10 | Towards Breathable Distributed Systems: An Architecture for Cross-Platform Task Migration
[IEEE] 2026-8-11 | Kinematic and Performance Investigation of Two 3- RPS Parallel Mechanisms
[IEEE] 2026-8-11 | Simulation Design of 555 Timer based on Cadence virtuoso
[IEEE] 2026-8-11 | Automated Processing of Professional Text with Respect for the Intellectual Property of the Authors of the Sources Used
[IEEE] 2026-8-11 | Extended AI Architectures for Wearable-Driven and Remote Healthcare Systems
[IEEE] 2026-8-11 | System-Level Evaluation of Control, Optimization, and AI/ML Methods in Maritime Power Systems: An IEEE TIA Perspective
[IEEE] 2026-8-11 | Continuous Monitoring in Implantable Cardiac Devices: Electro-Quasistatic Human Body Communication– Challenges and Opportunities
[IEEE] 2026-8-11 | Retraction Notice: Automatic Fracture Detection in Hand Bone Using MATLAB and Image Processing
[IEEE] 2026-8-11 | FedDiDC: Federated Diffusion Learning with Dual-Side Calibration for Data Heterogeneity
[IEEE] 2026-8-11 | A Level-Decoupled FHE Accelerator With Intra-Stage Iteration and Inter-Stage Pipelining Architecture
[IEEE] 2026-8-11 | Retraction Notice: Liver Disease Prediction using Semi Supervised based Machine Learning Algorithm
[IEEE] 2026-8-10 | AI-Assisted Radio-Frequency and mm-Wave Layout Using Electromagnetic Surrogates and Frequency-Adaptive Rules
[IEEE] 2026-8-11 | Retraction Notice: Biometrics based Smart and Secured Electronic Voting Machine
[IEEE] 2026-8-11 | Electric Vehicle Battery Swapping Demand Prediction Based on Adaptive Multi-Scale Temporal Feature Fusion Network
[IEEE] 2026-8-11 | Effects of Seamounts and Islands and Reefs on Constructing topography from SWOT Satellite Gravity anomaly: A Case of South China Sea
[IEEE] 2026-8-11 | Progressive Knowledge-Driven Defect Detection Based on Invariants
[IEEE] 2026-8-11 | AeroSurf-Net: A Dual-Task Hybrid Framework for Airport Object Detection and Surface Condition Assessment Using Deep Learning and Texture Analysis
[IEEE] 2026-8-11 | EfficientNet-B4 Based Deep Learning Framework for Rice Nitrogen Deficiency Classification
[IEEE] 2026-8-11 | A Comparative Analysis of MLP and Kolmogorov-Arnold Networks (KAN) for Faster-than-Nyquist (FTN) Signaling Detection
[IEEE] 2026-8-11 | Switching to Low-Carbon Fuels through Modeling
[IEEE] 2026-8-11 | Human–AI Collaboration and Creativity: The Impact of ChatGPT Use Among Copywriters in the Digital Creative Industry
[IEEE] 2026-8-11 | Sustainable Application of Waste Silica Sludge as a Fine Aggregate Replacement in Alkali-Activated Mortars
[IEEE] 2026-8-11 | Explainable Machine Learning Framework for Early Detection and Classification of Kidney Infections Using Clinically Relevant Features
[IEEE] 2026-8-11 | Development of CMS an Application of ES for Fighting Against the Tomato Plant Disease for the People of Chhattisgarh Especially Tribal Population
[IEEE] 2026-8-11 | Flexible Control Strategy for EV Charging Stations Based on MMD-K-means and Congestion Risk Index
[IEEE] 2026-8-11 | A Synthetic Benchmark and Fair Evaluation Protocol for Industrial Load Modeling with Production-Scheduling-Generated Labels
[IEEE] 2026-8-11 | Deep Learning-Based Activity and Posture Recognition Using mmWave Radar Data
[IEEE] 2026-8-11 | Design and Implementation of a Self-Closed-Loop Stimulus-Response Test System for Unknown Circuits with Circuit Classification
[IEEE] 2026-8-11 | CAGE-Rank: Criticality-Aware Graph Evidence Ranking for Passive Cybersecurity Perception in Oil and Gas Stations
[IEEE] 2026-8-11 | CNN-TA-Based Buy and Sell Signal Generation via Fusion of Technical Analysis Images and News Sentiment
[IEEE] 2026-8-11 | Modeling Wind Power Uncertainty Using the D-Vine Copula and a Variable-Window Rolling Ellipsoid
[IEEE] 2026-8-11 | Adaptive Differential Protection with Positive- and Negative-Sequence Fusion for Active Distribution Networks with Unmeasurable Branches
[IEEE] 2026-8-10 | Fronthaul Compression and RIS Beamforming Design for Cloud-RAN: Active RIS vs. Passive RIS
[IEEE] 2026-8-10 | Task-Oriented Intelligent Bundle Protocol in Large-Scale Heterogeneous Satellite Networks: A Large Language Model Approach
[IEEE] 2026-8-10 | Message from the Program Chairs
[IEEE] 2026-8-10 | AESS Engineering_Scholarship Recipients
[IEEE] 2026-8-10 | IEEE Open Access Publishing
[IEEE] 2026-8-10 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp2-3715362.mp4
[IEEE] 2026-8-10 | On the Low-Frequency Limit of Widescreen Aperture Compact Range
[IEEE] 2026-8-10 | A Novel Highly Selectivity Full-Frequency Protection Ultra-Wideband Polarization, Frequency, and Energy Selectivity Integrated Surface
[IEEE] 2026-8-10 | Kernel Based Grid Search SVM in FO Integrated Medical Devices for Maintenance in Hospital
[IEEE] 2026-8-10 | Blank Page
[IEEE] 2026-8-10 | Characterizing Functions of Pseudo-$n$-Uninorms with Continuous Underlying Functions
[IEEE] 2026-8-10 | ICBDSE 2026 Cover Page
[IEEE] 2026-8-10 | EMG-based personalization of robotic ankle-foot orthosis assistance using Human-in-the-Loop optimization during squatting
[IEEE] 2026-8-10 | EITCE 2026 Author Information Page
[IEEE] 2026-8-10 | In-Vehicle OTA Systems: Update Schemes, and Recall Analysis Under Evolving E/E Architectures
[IEEE] 2026-8-10 | Resource Allocation in Multi-Fog/Cloud Systems Using Reinforcement Learning
[IEEE] 2026-8-10 | YOLOv8s with Deep-Stage Multi-Head Self-Attention and Bayesian Optimization for Caries Localization in Periapical Radiographs
[IEEE] 2026-8-10 | Automated Image Restoration via Blind PnP-ADMM and Structural-Weighted Residual Refinement
[IEEE] 2026-8-10 | Comparative Study on NBIS Reliability of Top-Gate a-IGZO TFTs with Different Gate Insulator Processes
[IEEE] 2026-8-10 | Hierarchical Intent-Aware Shared Control for RCM-Constrained Surgical Robot Manipulation
[IEEE] 2026-8-10 | Transmission Line Equipment Defect Detection Based on an Improved RT-DETR
[IEEE] 2026-8-10 | Low-cost closed-loop speed control for a Coreless motor using MT6816 magnetic encoder
[IEEE] 2026-8-10 | Data-Driven Visual Perception and Trajectory Planning for AprilTag-Based Precision Landing of eVTOL Aircraft
[IEEE] 2026-8-10 | Adaptive Task Scheduling for Edge Large Language Models Based on Multi-Source Sensing Context
[IEEE] 2026-8-10 | Research on Non-Interruption Ice Melting Method for Distribution Network Based on Heat-Resistant Conductors
[IEEE] 2026-8-10 | Enhanced Dual-Compensation Tracking Differentiator for Linear Active Disturbance Rejection Control of PMSM Position Servo System
[IEEE] 2026-8-10 | A Hybrid Deep Learning and Forensic Feature Analysis Framework for Automated Currency Authentication
[IEEE] 2026-8-10 | A lightweight Vision Transformer with enhanced Background Suppression for GPR-Based Pavement Interlayer Distress classification
[IEEE] 2026-8-10 | Rapidity and Stability Control Strategy of PMSM Based on a Novel B-ADRC
[IEEE] 2026-8-10 | Stacking Ensemble Network Intrusion Detection Model Based on 1D-CNN and Attention Mechanism
[IEEE] 2026-8-10 | Direct Position Determination Algorithm Based on Matrix Reconstruction for Decorrelation
[IEEE] 2026-8-10 | Design and Implementation of a PD Controller on an STM32 Microcontroller for a Dual-Rotor Thrust-Balancing Platform
[IEEE] 2026-8-10 | Energy Efficiency of SIMD-Vectorized Li-ion Battery Cluster Simulation on a Hybrid-Core CPU
[IEEE] 2026-8-10 | Reusable Battery-Free Hand Warming Gloves Based on Exothermic Crystallisation
[IEEE] 2026-8-10 | Multi-Terminal Secure Transmission Method for Due Diligence Data Based on the Present Block Cipher
[IEEE] 2026-8-10 | Research on Initial Alignment of Maritime Ships Based on Active Disturbance Rejection Control Technology
[IEEE] 2026-8-10 | Sparsity-and-Variance Driven Neural Network Algorithm for Large-scale Task Scheduling
[IEEE] 2026-8-10 | Research on Planning Layout of Phase Modification Retrofit for Thermal Power Units and Power Grid Stability Improvement
[ACM] 2026-8-10 | The Impact of Introducing a Computer Science Course in Flemish Secondary Education on the Prior Programming Knowledge of Engineering Students
[ACM] 2026-8-11 | Recommendation-as-Experience: A Framework for Context-Sensitive Adaptation in Conversational Recommender Systems
[IEEE] 2026-8-10 | Guest Editorial: Introducton to the 2025 EMBC Special Issue of the IEEE Transactions on Biomedical Engineering
[IEEE] 2026-8-11 | A Spectrally Optimized Tetrahedral Operator Paradigm for Electromagnetic–Thermal–Mechanical Analysis of High-Power Microwave Devices
[IEEE] 2026-8-10 | From Pneumonia to Multi-Disease: Interpretable and Uncertainty-Aware Semi-Supervised Learning Strategies for Chest X-Ray Classification
[IEEE] 2026-8-11 | Joint Spectrum, Association, and Deployment Optimization for UAV Swarm-Assisted ISAC Networks
[IEEE] 2026-8-11 | Drift-Adaptive Synchronization for Energy–Fidelity Tradeoffs in Digital Twin IoT Systems
[IEEE] 2026-8-10 | Compressed Sensing via Sequential Majorization-Minimization and Collaborative Neurodynamic Optimization
[IEEE] 2026-8-11 | Fixed-Time Convergent Resilient Critic-Learning Control With Asymmetric Input-State Constraints Under Hybrid FDI–DoS Attacks
[IEEE] 2026-8-11 | TORE-NET: A Task Replication and Offloading Strategy in Reliable and Energy-Efficient Mobile Edge Computing Networks
[IEEE] 2026-8-11 | Fuzzy-clustering Attentive Network with Context-aware Enhancement for Image Denoising
[IEEE] 2026-8-11 | PointDiffuse: A Dual-Conditional Diffusion Model for Enhanced Point Cloud Semantic Segmentation
[IEEE] 2026-8-10 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework
[IEEE] 2026-8-10 | Observer-Based Adaptive Estimation for Time Delay Hyperbolic PDE Systems With Application to Traffic Dynamics
[ACM] 2026-8-11 | DynamiQ: Accelerating Gradient Synchronization using Compressed Multi-hop All-reduce
[ACM] 2026-8-11 | CausalTune: Causal Learning based Automated Cellular RAN Configuration Tuning Framework
[ACM] 2026-8-11 | Open the Floodgates in a Digital Twin: Experiences of Building Spillway for 100M+-User Signaling Storms in Cellular Core Network
[ACM] 2026-8-11 | IntentP4: Bridging P4 Temporal Specifications and Executable Network Tests
[ACM] 2026-8-11 | Odin: Rethinking Congestion Control under All-to-All Traffic
[IEEE] 2026-8-11 | Identification of Pathophysiological Indicators in CKD Classification Using SHAP
[IEEE] 2026-8-11 | Robust Hand-Eye Calibration Based on Optimized Dual Quaternions
[IEEE] 2026-8-11 | Research on Transmission Line Mast Posture Monitoring Technology Based on Mechanics-Data Fusion
[IEEE] 2026-8-11 | Voice Evaluation System Based on Sensor Data Acquisition and Acoustic Feature Extraction
[IEEE] 2026-8-11 | A Large-Language-Model-Oriented Dual-Channel Agent Framework for Intelligent Generation of Simulation Scenarios
[IEEE] 2026-8-11 | IREF-VITON: Input Representation Enhancement and Fusion in Image-Based Virtual Try-On Systems
[IEEE] 2026-8-11 | Retraction Notice: Analysis of Collaborative and Convenient E-Learning on Cloud Computing
[IEEE] 2026-8-11 | To what extent does driving style and head pose dynamics impact safety critical events under disrupted traffic flow: A computer vision and machine learning approach
[IEEE] 2026-8-10 | CARE: A Calibration-Aware Framework for Cyberbullying Detection Under Distribution Shift
[IEEE] 2026-8-10 | Fuzzy C-Means Based Dropout Layer for Deep Neural Networks
[IEEE] 2026-8-11 | Retraction Notice: Sign Language Converter Using Hand Gestures
[IEEE] 2026-8-11 | A Stealthy False Data Injection Attack Detection Method Based on the Integration of Deep Learning and Statistical Process Control
[IEEE] 2026-8-11 | WaveBlock: Hybrid Discrete Wavelet Transform and Block Truncation Coding Based Video Compression Architecture for Resource-Constrained Embedded Systems
[IEEE] 2026-8-11 | Edge Computing for Radar-Based Contactless Vital Signs Monitoring in Smart Healthcare
[IEEE] 2026-8-11 | Vision-Based Plant Disease Prediction and Intelligent Control Mechanism for Cotton Crops Plants
[IEEE] 2026-8-11 | The Berth Allocation Optimization Based on Robust ICSA for Low-Carbon Ports
[IEEE] 2026-8-11 | Artificial Intelligence–Driven Healthcare with Enhanced Data Security and Patient Privacy
[IEEE] 2026-8-11 | An AI-Based Smart Waste Reporting and Pickup System for Urban Environments
[IEEE] 2026-8-11 | Optimizing Agricultural Logistics and Market Access Using Machine Learning Models
[IEEE] 2026-8-11 | AI-Driven Smart Energy Management System for Renewable Power Optimization
