[2026-04-06 22:37:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-05
正在获取论文...
[ACM] 2026-4-6 | Learner-Customized Algorithm Visualization Using Generative AI
[IEEE] 2026-4-6 | A Fast-Converging Hybrid ZQ Calibration Architecture with Charge Injection for Multi-Die High-Density Memory Interfaces
[IEEE] 2026-4-6 | Time-Varying Inductance Emulating Control of DFIG for Fast Demagnetization During Grid Faults
[IEEE] 2026-4-6 | STaRQ-Agent - Investigating Generalization in Knowledge Graph Question Answering via A Multi-Agent Collaborative Framework
[IEEE] 2026-4-6 | STENet: Superpixel Token Enhancing Network for RGB-D Salient Object Detection
[IEEE] 2026-4-6 | Corrections to “Safe Data-Enabled Control of Human-in-the-Loop Robotic Manipulator Systems”
[ACM] 2026-4-6 | Digital Twin Implementation on IEEE 14-Bus System with Concealed Bus Topology and Pricing Mechanism
[ACM] 2026-4-6 | MAPC: Multi-Agent Planning-Collaboration Framework for Medical Question Answering
[ACM] 2026-4-6 | Proceedings of the 2026 14th International Conference on Software and Information Engineering
[ACM] 2026-4-6 | Multisensory Interactive Installation Design Based on Electronic Textiles and Procedural Generation
[ACM] 2026-4-6 | MobileMold: A Smartphone-Based Microscopy Dataset for Food Mold Detection
[ACM] 2026-4-6 | TAROT: Towards Optimization-Driven Adaptive FEC Parameter Tuning for Video Streaming
[ACM] 2026-4-6 | Proceedings of the ACM Multimedia Systems Conference 2026
[IEEE] 2026-4-6 | A Fast-Charging Inductive-Capacitive Dual-Mode Orthogonal Orientation-Independent Switched-Mode Wireless Power Transfer System for Battery-Less Implantable Medical Devices in 65nm CMOS
[IEEE] 2026-4-6 | Positional Prompts-Enhanced Brain-Heart-Gut Interactions for Mild Cognitive Impairment Diagnosis
[IEEE] 2026-4-6 | Cross-dimensional Spatial-temporal Feature Integration Framework for Lung Ultrasound Video Analysis in Pneumonia
[IEEE] 2026-4-6 | Introducing IEEE Collabratec
[IEEE] 2026-4-6 | What You See Is What You Wear: Crafting Garments for Diverse Avatars with Consistent Wearing Effects_supp1-3680706.pdf
[IEEE] 2026-4-6 | POCUS-Net: Beamforming Inclusive Image Translation Approach for High Quality Pediatric Bone Visualization in Point of Care Ultrasound
[IEEE] 2026-4-6 | Enhancing Subsurface Thermal Structures Reconstruction via a Dual-Branch Framework Integrating Surface Remote Sensing and Model-Predicted Upper-Layer Fields
[IEEE] 2026-4-6 | Systematic Literature Review of Machine Learning Methods for Emotion Recognition Using EEG and Physiological Signals in Healthcare
[IEEE] 2026-4-6 | Gradient Guided Parameter Space Sampling for Knowledge Discovery with Limited Budgets
[IEEE] 2026-4-6 | Multi-Object Tracking at the Edge of IoT Using LiDAR Data for Railway Applications
[IEEE] 2026-4-6 | Investigation of Lithium-Ion Battery Degradation in Electric Aircraft Under Cycle-Progressive Loads
[IEEE] 2026-4-6 | Noise-Filtering Enhanced Graph Transformer for Robust Fake News Detection_supp1-3677544.pdf
[IEEE] 2026-4-6 | Dual Sagnac interferometers based fiber microstructured sensor with high sensitivity
[IEEE] 2026-4-6 | IEEE Antennas and Propagation Society: Reaching New Heights [President’s Message]
[IEEE] 2026-4-6 | Automated Academic Resource Allocation Under Realistic Constraints: Performance Evaluation of Six Optimization Algorithms
[IEEE] 2026-4-6 | Design and Implementation of a Low-Cost IoT-Based Indoor Air Quality Monitoring System
[IEEE] 2026-4-6 | Retraction Notice: Image Encryption Algorithm-Based Reversible Data Hiding With Triple Des
[IEEE] 2026-4-6 | Retraction Notice: Employing Deep Learning Approaches to Detect Deepfake Attributes in Videos
[IEEE] 2026-4-6 | AI Enhanced Reconstruction of Mascot Imagery for Digital Learning Media Applications
[IEEE] 2026-4-6 | Design and Implementation of an Integrated Windows Kernel-Level File and Network Control System
[IEEE] 2026-4-6 | Predictive Performance of Machine Learning of Herb-Drug Interactions (HDIs) Based on Cytochrome P450 Enzyme
[IEEE] 2026-4-6 | Financial Loss and Recovery Time in Global Cybersecurity Incidents, 2015–2024
[IEEE] 2026-4-6 | Design and Implementation of a PLC-Based Conveyor System Model for Small Community Industries
[IEEE] 2026-4-6 | Enhancing Global Distribution System (GDS) Through API Integration for Non-BSP Travel Agencies: Case Study in Lao PDR
[IEEE] 2026-4-6 | Hidden Embedding of Encrypted Data into Images via Hamming Coding and Pseudorandom Positioning
[IEEE] 2026-4-6 | Biomedical applications of green-synthesized selenium and iron-selenium bimetallic nanoflowers using Azadirachta indica leaf extract
[IEEE] 2026-4-6 | Learnable Quantum Efficiency Filters for Urban Hyperspectral Segmentation
[ACM] 2026-4-6 | Multi-Objective-Guided Static Analysis for Smart Contract Vulnerability Detection
[ACM] 2026-4-6 | A Group Integrity Maintenance Mechanism for Swarm Robots in Mines Under Limited Communication
[ACM] 2026-4-6 | Research Proposal: Non-intrusive Stress Recognition using Multimodality Deep Learning
[ACM] 2026-4-6 | Automation and Reuse Practices in GitHub Actions Workflows: A Practitioner’s Perspective
[ACM] 2026-4-6 | AR as an Evaluation Playground: Bridging Metric and Visual Perception of Computer Vision Models
[IEEE] 2026-4-6 | Self-Healing Probability in Metallized Film Capacitors: Device-Level Comparison of Polypropylene and Polyethylene Terephthalate Dielectrics
[IEEE] 2026-4-6 | Retraction Notice: Video Based 3D Convolution Network for Air Quality Assessment
[IEEE] 2026-4-6 | A Capacitor-less LDO With Adaptive Zero Compensation and Bulk Negative Capacitance for Whole-load Stability and High PSRR
[IEEE] 2026-4-6 | IEEE Transactions on Neural Networks and Learning Systems Publication Information
[IEEE] 2026-4-6 | Leveraging AI Tools in Engineering Education: Promise and Pitfalls of AI in Software Development_supp1-3680777.pdf
[IEEE] 2026-4-6 | Passive Millimeter-Wave Polarization Imaging of Ship Kelvin Wake on the Sea Surface
[IEEE] 2026-4-6 | A General Design Methodology for Multichannel SIW Filtering Crossovers with Flexible Frequency Responses
[IEEE] 2026-4-6 | A Multi-line Refreshable Braille Device using a Variable Stiffness Polymer and Stretchable Joule Heating Electrodes
[IEEE] 2026-4-6 | Multiscale Analysis of TanDEM-X InSAR Phase Measurements for Forest Structure Characterization
[IEEE] 2026-4-6 | APD Receiver Co-Optimization for Chip-to-Chip Communication on 3D/2.5D Photonic Interposers
[IEEE] 2026-4-6 | Comprehensive Analysis of Pulsed-CW Excitation in Reverberation Chambers
[IEEE] 2026-4-6 | Multi-WIM Paradigm: Comparing Urban Planning Variants with Worlds-in-Miniature
[IEEE] 2026-4-6 | Analysis of Coupling Mechanism and Research on Control Strategy for Rotorcraft Aerial Manipulators_supp1-3680731.docx
[IEEE] 2026-4-6 | Retraction Notice: Medical Text Annotation Tool based on IBM Watson Platform
[IEEE] 2026-4-6 | Retraction Notice: Attention Based Recurrent Neural Network for Lung Cancer Detection
[IEEE] 2026-4-6 | Retraction Notice: Telemedicine Application based on MIMO-OFDM system along with DWT
[IEEE] 2026-4-6 | A LoRa-Oriented Communication Approach for Reliable Data Transfer in Micro Smart Grid-Supported Groundwater Monitoring Stations
[IEEE] 2026-4-6 | Thai Subtitle Extraction and Recognition from Video Frames Using YOLO11 and Fine-Tuned Ocr Models
[IEEE] 2026-4-6 | Strategic Feature Selection for Draft Prediction in League of Legends
[IEEE] 2026-4-6 | Retraction Notice: Face Recognition of Identical Twins Based On Support Vector Machine Classifier
[IEEE] 2026-4-6 | Cross-Environment Integration of Diffusion Models for .NET-Based Computer Vision
[IEEE] 2026-4-6 | CDFNet Based Fusion Network for Interpretable Alzheimer’s Disease Prediction Using Hybrid Imaging and Clinical Meta-Ensemble Learning
[IEEE] 2026-4-6 | Research on a Wideband Patch Antenna with an Air Gap
[IEEE] 2026-4-6 | Implementation of an Integrated Waste Management System: A Case Study of the Doi Tung Development Project
[IEEE] 2026-4-6 | Retraction Notice: Machine Learning Based Time Series Analysis for COVID-19 Cases in India
[IEEE] 2026-4-6 | Improved Construction of Short Polar Codes for URLLC with Low-power IoT Devices
[IEEE] 2026-4-6 | A Unified Framework for System-Level Condition Monitoring of Power Electronic Converters
[IEEE] 2026-4-6 | Joint Precoding and AP Selection for Energy-Efficient RIS-Aided Cell-Free Massive MIMO With Multi-Agent Reinforcement Learning
[IEEE] 2026-4-6 | Optimization of Lenslet Arrays for PRIMA Kinetic Inductance Detectors
[IEEE] 2026-4-6 | Mechatronics Design and Preclinical Evaluation of ARASH ASiST: ARAS Haptic System for Eye Surgery Training
[IEEE] 2026-4-6 | A Wearable Artificial Throat System for Non-Invasive Voice Intention Sensing in Laryngectomy Patients
[IEEE] 2026-4-6 | Report From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[IEEE] 2026-4-6 | NSFNet: Neural Scattering Field Network for 3D Imaging in ISAC Systems via Multi-View CSI Fusion
[ACM] 2026-4-6 | YOLO-Based AI Application for Attire Appropriateness Assessment in Educational Environments
[ACM] 2026-4-6 | Exploring Minimally Intrusive GenAI Scaffolding for Introductory Programming Education
[IEEE] 2026-4-6 | DepthMaster: Taming Diffusion Models for Monocular Depth Estimation
[ACM] 2026-4-6 | Super-Resolution Meets Compression in Live VV: Light on Bits, Rich on Quality
[ACM] 2026-4-6 | Convolutions Need Registers Too: HVS-Inspired Dynamic Attention for Video Quality Assessment
[IEEE] 2026-4-6 | Retraction Notice: PERFORMANCE ANALYSIS OF DIFFERENT ROUTING PROTOCOLS IN MANET USING DIFFERENT PARAMETERS IN DIFFERENT RANGES
[IEEE] 2026-4-6 | Copyright 2026
[IEEE] 2026-4-6 | Geometric and Information-Theoretic Evaluation of Multi-View Point Cloud Datasets
[IEEE] 2026-4-6 | Two-Element Wideband CP Meta-Surface MIMO Antenna With H-Plane Coupling Suppression
[IEEE] 2026-4-6 | Retraction Notice: Faux Reality Detector
[IEEE] 2026-4-6 | An Efficient Deep Learning Model With Integrated Inception Module for Elderly People Activity Recognition Using Wearable Sensors
[IEEE] 2026-4-6 | The Creation of Contemporary Lanna Folklife Art Using Artificial Intelligence (AI)
[IEEE] 2026-4-6 | FPGA-Based Hardware and Software Architecture for Accelerated Text Processing
[IEEE] 2026-4-6 | Real-Time LED Defect Detection Using YOLOv7-12 for Smart Manufacturing
[IEEE] 2026-4-6 | Detecting Rug Pull Risks in Cryptocurrency Projects on the Binance Smart Chain Using Machine Learning
[IEEE] 2026-4-6 | Research on Marketing Strategies for Promoting Thai Food Through the Xiaohongshu Platform
[IEEE] 2026-4-6 | Integrating AI-Generated Content with Collaborative Learning in STEM Education
[IEEE] 2026-4-6 | Waveform Design With Holistic Utility-Driven Optimization for LEO Satellite Integrated Communication and Navigation
[IEEE] 2026-4-6 | Nut-Driven Transmission Force Controllable Motion Platform for Suppressing Low-Frequency and Impulsive Base Disturbances
[IEEE] 2026-4-6 | Smoothed analysis in compressed sensing
[IEEE] 2026-4-6 | Identity between Bounded Real and Positive Real Characteristic Values through the Scattering Relation
[IEEE] 2026-4-6 | The Importance of Key Parameters in Federated Learning for Cross-Device Scenarios: An In-depth Performance Evaluation
[IEEE] 2026-4-6 | Transformer encoder driven deep learning network for single lead ECG arrhythmia’s across 21,837 records
[IEEE] 2026-4-6 | A Blockchain-Based Approach to Enhancing Cybersecurity in Operational Technology Systems in the Oil and Gas Industry
[IEEE] 2026-4-6 | Transformer-Based Multi-Modal Fusion for Complex Wall Parameter Distribution Estimation
[IEEE] 2026-4-6 | Internet of Drones System for Real-Time Wireless Water Quality Sensing, 2-D Mapping, 3-D Depth Profiling, and Intelligent Sampling
[IEEE] 2026-4-6 | ODGNet: Learning Dynamic Variable Association for Online Time Series Forecasting_supp1-3679682.pdf
[IEEE] 2026-4-6 | Multi-Stage Prediction CNN: Fast CU Partition for VVC Screen Content Coding
[IEEE] 2026-4-6 | Modulation Design for Integrated SWIPT Receivers with OFDM-based Waveforms
[IEEE] 2026-4-6 | A Robust 13.56MHz Wireless Power Transmission System For Implantable Cardiac Devices
[IEEE] 2026-4-6 | Broadband Self-Diplexing Quarter-Mode Substrate Integrated Waveguide Antenna
[IEEE] 2026-4-6 | Experimental Investigation of CNN-based Voltage Prediction for REBCO Pancake Coil Protection
[IEEE] 2026-4-6 | Predicting LTS Superconducting NbTi Magnet Quench: A 1D-CNN Model for Real-Time Implementations
[IEEE] 2026-4-6 | BLAS: A Blockchain-Enabled Efficient and Verifiable Log Audit System with Hybrid Storage
[IEEE] 2026-4-6 | Design and Control of a Parallel Elastic Actuator With Adjustable Equilibrium Position
[ACM] 2026-4-6 | Computer Vision in Bilateral Integration Evaluation in Children with Developmental Problems
[ACM] 2026-4-6 | Reverse Vending System for Efficient Seed Dispensation Using Mask R-CNN
[ACM] 2026-4-6 | DiabetesBuddy: A Smart AI-Powered Diabetes Management Application with Real-Time Big Data Streaming
[IEEE] 2026-4-6 | Organ-Aware Cross-Modality Registration Enables Attenuation Correction Without Repeated CT in Multi-Scan Total-Body PET/CT Imaging
[IEEE] 2026-4-6 | FedKGC: Federated Knowledge-Grounded Calibration Framework for Hallucination Mitigation in Medical LLMs
[IEEE] 2026-4-6 | PBox: Cross-Switch Pipeline Orchestration for Accelerated Service Function Chaining in High-Performance Cloud Networks_supp1-3675603.pdf
[IEEE] 2026-4-6 | A Transformer-based probabilistic deep learning framework for uncertainty-aware long-range flood forecasting using satellite-derived mesoscale inputs
[IEEE] 2026-4-6 | A Multi-agent Deep Reinforcement Learning Framework for Resource Allocation Optimization in Agricultural Heterogeneous Network
[IEEE] 2026-4-6 | NoctuaXR: Enhancing Video See-Through Perception for XR in Low-Light Environments with Real-Time Ambient-Aware Adaptation
[IEEE] 2026-4-6 | What Makes a Virtual Celebrity Agent Trustworthy in VR? Exploring the Role of Stylization and Voice
[IEEE] 2026-4-6 | Retraction Notice: Detection of Cyberbullying on Social Media Using Naive Bayes Classifier
[IEEE] 2026-4-6 | Optimal Operation Point Analysis in VVC-Based Compression of Noisy Remote Sensing Images
[IEEE] 2026-4-6 | Propagation of a Transient Electromagnetic Wave Excited by a Delta-Like Current
[IEEE] 2026-4-6 | Latency-Aware Service Endpoint Selection Method for Resilient Distributed Systems
[IEEE] 2026-4-6 | Photoelasticity of the Ca
                    <sub>3</sub>
                    TaAl
                    <sub>3</sub>
                    Si
                    <sub>2</sub>
                    O
                    <sub>14</sub>
                    Crystal
[IEEE] 2026-4-6 | Machine Learning-Based Player Performance Prediction and Adaptive Difficulty Control
[IEEE] 2026-4-6 | From Projects to Permanence: Governing Monetization in Technology-Driven European Excellence Hubs Through a Freemium-to-Premium Transition
[IEEE] 2026-4-6 | Development of an Exercise Monitoring Dashboard Using RAD and JAD Methodologies
[IEEE] 2026-4-6 | Content Analysis of Adolescent Feedback on 3D Cultural Heritage Character Designs
[IEEE] 2026-4-6 | A Study on the Influence of Information Quality of Xiaohongshu User-Generated Content on Chinese Consumers' Purchase Intention for Thai Mistine Sunscreen Products
[IEEE] 2026-4-6 | A Discrete-Event Simulation Approach to Evaluate Smart Parking Policies for Carbon Reduction: A Case Study of a Thai University
[IEEE] 2026-4-6 | PFLVA: Privacy-Preserving Federated Learning With Collusion-Resistant Verification and Fair Arbitration
[IEEE] 2026-4-6 | Multi-Modal Transformer-Based Gait Analysis and Deep Learning Model for Slip-Resistant Footwear Evaluation
[IEEE] 2026-4-6 | SemDiff: Semantic Guided Diffusion-Based Collaborative Filtering Framework
[IEEE] 2026-4-6 | Review of High-Step-Up Non-Isolated DC-DC Converters Focusing on the Topology Methodology and Features
[IEEE] 2026-4-6 | High-temperature sustainable FBG-based Er doped fiber laser for high resolution sensing up to 600°C
[IEEE] 2026-4-6 | Simultaneous Recognition of Hand Gestures, Grasping Force, and Hand Aperture Using a Wearable Displacement Myography System
[ACM] 2026-4-6 | C4-Based Software Architecture Modeling for Drone-Based Mechatronic System for High-Altitude Fire Surveillance
[ACM] 2026-4-6 | S-ASID: An Android interaction dataset for human-device action recognition
[ACM] 2026-4-6 | MoonAnything: A Vision Benchmark with Large-Scale Lunar Supervised Data
[ACM] 2026-4-6 | Next-Generation Video QoE Optimization: Bridging Metrics and Perception in DASH ABR
[ACM] 2026-4-6 | MOQtail: Open-Source, IETF-Compliant MOQT Protocol Libraries
