[2026-07-29 22:59:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[IEEE] 2026-7-29 | NTN-Aware Federated Learning Framework with Hierarchical Satellite Aggregation and LoRA-Based Parameter Efficiency
[IEEE] 2026-7-29 | Software Defect Prediction and Test Optimization Based on an Improved BiLSTM Network
[IEEE] 2026-7-29 | Lightweight Hybrid CNN-based Models for Real-Time ECG Beat Classification in Wearable Devices
[IEEE] 2026-7-29 | The Curse of Dimensionality: What Lies Beyond the Capabilities of Physics-Informed Neural Networks
[IEEE] 2026-7-29 | Non-stationary Multi-component Forced Oscillation Components Extraction of Power Systems from Multi-channel Time-frequency Representations
[IEEE] 2026-7-28 | Two-Stage Deep Learning for Hybrid Beamforming in UCA Near-Field With Imperfect CSI
[IEEE] 2026-7-28 | Power-Optimal Scheduling in URLLC with Statistical Delay and Reliability Constraints
[IEEE] 2026-7-28 | A Unified Automated Synthesis Framework for On-Chip Lumped-Element RF Broadband Bandpass Filters
[IEEE] 2026-7-28 | Channel Estimation for OTFS Systems with Overspread Doppler Shifts
[IEEE] 2026-7-29 | Cybersecurity in Autonomous Vehicles
[IEEE] 2026-7-29 | Effect of Contact Materials on the DC Interruption Characteristics of a TMF Vacuum Circuit Breaker
[IEEE] 2026-7-28 | WeakLoc: Low-Rank Attention and Adaptive Pseudo-Label Learning for Weakly Supervised Image Forgery Localization
[IEEE] 2026-7-29 | Promoting Digital Literacy in Pre-Service Teacher Training: Educational Video Games
[IEEE] 2026-7-28 | A New Adaptive Multifrequency Resonance Matching System for Grounded Frequency-Domain Electromagnetic Detection Transmitter
[IEEE] 2026-7-29 | Server Cluster Health Quantification and Anomaly Detection via Historical Operation Data and Graph Attention Network
[IEEE] 2026-7-29 | A Machine Learning-Based Method for Retrieving Atmospheric Temperature and Humidity Profiles from FY4B-GIIRS Data
[IEEE] 2026-7-28 | PELS Corporate Engagement Program
[IEEE] 2026-7-28 | Stay Connected
[IEEE] 2026-7-28 | MidSurfer: A Parameter-Free Approach for Mid-Surface Extraction From Segmented Volumetric Data_supp1-3624572.pdf
[IEEE] 2026-7-28 | Technical Program Committee
[IEEE] 2026-7-28 | Keynote Speeches
[ACM] 2026-7-28 | SnapSeek 4.0: Bridging Temporal Dynamics and Regional Semantics for Interactive Lifelog Retrieval
[IEEE] 2026-7-28 | AI/ML System Design: Feedback-Driven Optimization of Transformer Neural Networks for FPGA Acceleration
[IEEE] 2026-7-28 | Integrated Solar–Wind Hybrid Energy System with Smart Power Conditioning and Battery Backup
[IEEE] 2026-7-28 | Integrating Coordinate Attention with Wise-IoU Loss for Pose Estimation in Competitive Rope Skipping
[IEEE] 2026-7-28 | MSRA-Net++: An Enhanced Hybrid CNN-Transformer Framework for Brain Tumor MRI Classification
[IEEE] 2026-7-28 | Foreground-Aware Selective Fusion for Multimodal 3D Object Detection in Autonomous Driving
[IEEE] 2026-7-28 | Application of Complementary Codes in Radar Multi-Station Collaboration
[IEEE] 2026-7-28 | Safety-Constrained Multimodal Digital Twins for Zero-Defect Industrial Workcells
[IEEE] 2026-7-28 | DriftBench: Detecting LLM Coding Agent Cheating via Specification-Level Constraint Drift Mutation
[IEEE] 2026-7-28 | Adapting RAG to Specialised Communities: A UX-Driven Design Study
[IEEE] 2026-7-28 | Query Optimization Strategies for Relational Databases in Web Applications
[IEEE] 2026-7-28 | An Extended Table Detection Framework for Enhanced Recognition of Persian Tables in OCR Systems
[IEEE] 2026-7-28 | An Interactive Digital Twin for the Simulation of Smart Home Devices
[IEEE] 2026-7-28 | Autonomous Solar-Powered IoT Irrigation System with AI-Driven Crop Recommendation for Sustainable Precision Agriculture
[IEEE] 2026-7-28 | Improved Error-Tolerant Side-Channel Cube Attack and its Application on Masked PRESENT
[IEEE] 2026-7-28 | Zero-Knowledge Ethical AI Governance over Blind Quantum Cloud Infrastructure
[IEEE] 2026-7-28 | Modeling and Experimental Validation of Asymmetric Four-Gyro Redundant MEMS IMU Architectures
[IEEE] 2026-7-28 | AI-Driven Security and Efficiency for Reconfigurable Intelligent Surface-Aided 6G IoT Networks
[IEEE] 2026-7-28 | AI-Augmented Scrum Decision Intelligence Framework for Enterprise Software Delivery
[IEEE] 2026-7-28 | Reassessing Phylogenetic Discordance in Universal Genes of the Tree of Life
[IEEE] 2026-7-28 | Terrain-Constrained PSO for Low-Altitude Monitoring Deployment
[IEEE] 2026-7-28 | An Efficient Hybrid K-Means and Random Forest-Based Approach for Cloud Malware Detection and Privacy Protection
[IEEE] 2026-7-28 | Approximate Asymptotic Analysis of Algebraic Connectivity in Consensus Networks for Multi-Agent Systems
[IEEE] 2026-7-28 | Building Grounded Synthetic Users: Generative AI as Mediating Artefact in User Research
[IEEE] 2026-7-28 | Multi-Sensor Fusion Empowers Robot Compliant Assembly Skill Transfer
[IEEE] 2026-7-28 | Agentic AI in Cybersecurity:Threat Modeling and Containment Strategies for Autonomous LLM Agents
[IEEE] 2026-7-28 | Hybrid Optimised CNN Model for Dynamic Cluster Head Selection in Energy-Constrained WSNs
[IEEE] 2026-7-28 | Operationalizing the Quantum-Federated Lifecycle: An Integrated MLOps Framework for Distributed Systems
[IEEE] 2026-7-28 | A Cascaded Hypergraph Neural Network–Based Clinical Decision Support System for Drug–Drug Interaction Detection and Type Classification
[IEEE] 2026-7-28 | Automatic Bug Root Cause and Solution Recommendation System using Experience Based Learning
[IEEE] 2026-7-28 | A Comparative Analysis of Deep Learning Models in Classifying the Level of Focus in Subjects with Pornography Addiction Based on EEG Signals
[IEEE] 2026-7-28 | Active RIS Aided Multi-User Broadcast System: A Novel Penalty-Based Moth-Flame Optimization Algorithm for the Optimal Location of RIS
[IEEE] 2026-7-28 | Ensemble-Guided Distillation for Compact and Robust Acoustic Scene Classification on Edge Devices
[IEEE] 2026-7-28 | An ANN-RNN-Multi-Head Attention Hybrid Model for PM10 Air Pollution Prediction
[IEEE] 2026-7-28 | An Automated Modular Framework for MITRE ATT&amp;CK Mapping
[IEEE] 2026-7-28 | BioSynNet: Fusing Synthetic Gene Circuits with Neural Networks for Self-Evolving Biocomputation
[IEEE] 2026-7-28 | Hybrid Deep Learning and Machine Learning Framework for Multi-Temporal Deforestation Detection Using Sentinel Satellite Data
[IEEE] 2026-7-28 | AI-Driven Deep Learning Models for Predicting Engagement Metrics in Social Media Advertising
[IEEE] 2026-7-28 | A Custom CNN-Based Approach for Accurate Detection of Lung Disorders from Chest X-Rays
[IEEE] 2026-7-28 | Stacking-Based GBDT–SVM Prediction of Effluent Total Nitrogen in Winery Wastewater Treatment
[IEEE] 2026-7-28 | Research on 3D Loadable Map Text Erasure Method Based on Multi-Stage Deep Learning
[IEEE] 2026-7-28 | Sustainable UX - the dilemma of designing for humanity vs. designing for people in the age of AI
[ACM] 2026-7-29 | Network Security Assessment of Automatic Fire Alarm Systems
[ACM] 2026-7-29 | AR-RN: Attentive Residual Relation Network for Few-Shot Automatic Modulation Classification
[ACM] 2026-7-29 | From Generation to Reasoning: Chain-of-Thought Guided Merge Conflict Resolution
[ACM] 2026-7-29 | Adaptive State-Dependent Integration for Efficient And Scalable Simulation of the Izhikevich Neuron Model
[ACM] 2026-7-29 | Med-HEAL: Analyzing and Mitigating Hallucinations in Medical LLMs with Hallucination-Aware In-Context Learning
[ACM] 2026-7-29 | Efficient Imputation for Patch-Based Missing Single-Cell Data via Cluster-Regularized Optimal Transport
[ACM] 2026-7-29 | MoCo-DRG: Patch and Image-Level Self-Supervision for Generalizable Diabetic Retinopathy Grading
[IEEE] 2026-7-28 | Enhancement in Dynamic Performance of Multi-Converter Architecture
[IEEE] 2026-7-29 | Multi-Frame Track-Before-Detect Algorithm for Radar Range Spread Targets_supp1-3717767.pdf
[IEEE] 2026-7-28 | Changes to the Editorial Board
[IEEE] 2026-7-29 | SPA-Net: Skeletal-to-Whole Point Cloud Completion Via Progressive Off-attention Neighboring Feature Aggregation
[IEEE] 2026-7-28 | A Compact Dual-Mode SAR ADC With Mismatch Error Shaping Using Prediction-Error-Free 3-Level Analog Prediction and 1-bit Barrel-Shift Dithering
[IEEE] 2026-7-28 | Post-Processing for Bridging the Simulated-to-Real Domain Gap in Multi-Image Super-Resolution
[IEEE] 2026-7-29 | Untangling Intricate Dependencies: Characterizing and Resolving Software Package Dependencies
[IEEE] 2026-7-29 | A Bootstrap Estimator for Stirring Bandwidth of a Frequency-Stirred Reverberation Chamber
[IEEE] 2026-7-29 | A Digital Twin–Driven IoT Framework for Human Movement Recognition
[IEEE] 2026-7-29 | PABFL: Secure and Privacy-Aware Framework for Electronic Health Record Sharing in IoMT
[IEEE] 2026-7-29 | A Diagnostic Stress-Test Framework for Exogenous Variable Reliability in Transformer-based Time Series Forecasting
[IEEE] 2026-7-29 | LLM-Empowered MAPPO for Embodied Cognitive Satellite-Terrestrial Networks with RSMA
[IEEE] 2026-7-29 | Incremental Risk Assessment of Progressive Elder Financial Scams via Instruction-Tuned Small Language Models
[IEEE] 2026-7-29 | Highly Localized Delivery of Microwaves to Quantum Bits with a Scanning Loop Micro-Antenna
[IEEE] 2026-7-29 | A Review of Deep Learning Methods for Morphological Analysis of Hematopoietic Stem Cells in Leukaemia Toward Sustainable Healthcare
[IEEE] 2026-7-29 | IoT and RFID based Smart Bag for Essential Item Monitoring and Real Time Alerts with Customization for Visually and Hearing Impaired
[IEEE] 2026-7-28 | Toward Secure Visual Semantic Communication: A Semantic Segmentation Perspective
[IEEE] 2026-7-29 | Lightweight Audio–Visual Emotion Recognition with Cross-Modal Gated Attention
[IEEE] 2026-7-29 | Asynchronous Random Committee Election for Preprocessing in Asynchronous Distributed Key Generation
[IEEE] 2026-7-29 | A Subjective Quality Database for Human-AI Co-Created Images
[IEEE] 2026-7-29 | Technical Implementation of Generative AI-Assisted Programming Course
[IEEE] 2026-7-28 | DEE-Aware Dual Active RIS-Empowered Spectrum Sensing under User Mobility
[IEEE] 2026-7-29 | A Tightly Coupled LiDAR-Inertial Localization Method for High-Speed Trains
[IEEE] 2026-7-29 | An Efficient Visual Measurement Method for Integrated Circuit Surface Text via Lightweight Spatial Modeling
[IEEE] 2026-7-28 | Estimating the Number of Rare Events with Applications to Large Alphabet Inference
[IEEE] 2026-7-29 | Vis2Touch: Perceptually Grounded 3D Printing of Visual Art With AI-Driven Depth and Texture Estimation
[IEEE] 2026-7-28 | Secure State Estimation for Systems With Silent Packet Loss and Its Application to Controller Design
[IEEE] 2026-7-28 | Hamiltonian Grid-Forming: Methodology and Applications for IBR-Rich Grid Operations
[IEEE] 2026-7-28 | A Flexible and stretchable MXene-Hydrogel Sensor with Geometry-Enhanced Selectivity for Multi-Axial Strain Sensing
[IEEE] 2026-7-29 | Deep Learning based Lightweight Knowledge Distillation Approach for Diagnosis of Alzheimer’s Disease
[IEEE] 2026-7-29 | UVG-GS: Human-Centric Gaussian Splats Dataset for Visual Volumetric Compression
[IEEE] 2026-7-29 | Federated Inter-Bank Default Prediction: Enabling Secure Credit Risk Assessment Without Data Sharing
[IEEE] 2026-7-29 | Comparative Multi-Model Crop Advisory Framework with Explainability for Precision Agriculture
[IEEE] 2026-7-29 | An Efficient Privacy Amplification Scheme Based on SQH-L
[IEEE] 2026-7-29 | LLM-based Multilingual Fake News Detection using Cross-Lingual Semantic Alignment and Contextual Reasoning
[IEEE] 2026-7-29 | A Tomato Leaf Disease Recognition Method Based on Parameterized Wavelet-Enhanced MobileNetV3-Small
[IEEE] 2026-7-29 | A D-Band GaAs pHEMT 2T1R Super-Regenerative Oscillator-Based Sensor Array Using Quench-Controlled Phase-Shifting Technique for Multi-Target Vital Sign Detection
[IEEE] 2026-7-29 | Manta Ray Optimization based Data Collection Point Selection with Mobile Sink for Secure Routing in WSN
[IEEE] 2026-7-28 | Detection and Localization of Spectrum Anomaly with Multi-Sensors: A Memory-Augmented Reverse Distillation Method
[IEEE] 2026-7-29 | An Efficient Blockchain-based Framework for Secure Electronic Health Record Sharing
[IEEE] 2026-7-29 | Unitary-Orbit Collapse and Operator Reproducibility in Bispectral Neural Networks
[IEEE] 2026-7-29 | ConvNeXt-Tiny Powered Deep Learning Framework for Automatic Grading of Handwritten Exams
[IEEE] 2026-7-29 | LLM-Enabled Low-Altitude UAV Natural Language Navigation via Signal Temporal Logic Specification Translation and Repair
[IEEE] 2026-7-29 | An In-Depth Control of Blockchain Enabled and AI based Security Mechanisms in Distributed WSN-IoT Environments
[IEEE] 2026-7-29 | Enhanced Residual Learning Framework with Grad-CAM-Based Interpretability for Multi-Stage Alzheimer’s Disease Classification
[IEEE] 2026-7-29 | Prompt2Point: A Reference-Based Dataset for Dynamic Volumetric Quality Assessment
[IEEE] 2026-7-29 | A 200-to-257GHz Autodyne FMCW Phased-Array Radar with 2D Beam-Steering in 55nm BiCMOS
[IEEE] 2026-7-29 | Crowdsourced Assessment of the Impact of Overlays on Short-Form Video Quality Perception
[IEEE] 2026-7-29 | An Explainable Multi-Model Perception Framework for Traffc Signal Warning Systems using YOLOv8
[IEEE] 2026-7-29 | Consistent Hashing and Mahalanobis Distance-Based Swarm Learning for Collaborative Caching in Digital Twin Industrial IoT_supp1-3717315.docx
[IEEE] 2026-7-29 | Design of a Low-Cost IoT-Based Fire-Extinguisher Cylinder Leakage Monitoring System
[IEEE] 2026-7-28 | WCB-YOLO: An Improved Detection Algorithm for Underwater Fishing Vessel Surface Defects
[IEEE] 2026-7-28 | FEViT: Frequency-Enhanced Vision Transformer for Interpretable Handloom and Powerloom Fabric Classification via Spectral and Structural Feature Learning
[IEEE] 2026-7-28 | Dependability Evaluation of Microservice: An Analytical Modeling Approach
[IEEE] 2026-7-28 | Identification of Plant Diseases via Light-weight Hierarchical Neural Networks
[IEEE] 2026-7-28 | Design and Fabrication of a Compact Koch inspired HexaStar Fractal MIMO Antenna for Ultrawideband Applications
[IEEE] 2026-7-28 | Explainability-Guided Adversarial Attacks on Transformer-Based Malware Detectors using Control Flow Graphs
[IEEE] 2026-7-28 | Immersive Media for Oncology Care: A Short Analytical Review and Intelligent Communication Perspective
[IEEE] 2026-7-28 | Research on Visible-Infrared Dual-Modal UAV Detection Algorithm Based on Improved YOLOv8n
[IEEE] 2026-7-28 | Accelerating Radix Sort on AI Accelerators via Vector–Matrix Multiplication Units
[IEEE] 2026-7-28 | A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling
[IEEE] 2026-7-28 | Multi-Output Convolutional Neural Network for Predicting MCMI-IV Personality Profiles from Resting-State EEG
[IEEE] 2026-7-28 | Hybrid Feature-Aligned Knowledge Distillation for Lightweight Image Classification
[IEEE] 2026-7-28 | Optimization of Range Search on Ordered Data Based on Learned Index Structures
[IEEE] 2026-7-28 | Spatio-Temporal Graph Neural Network for Intelligent EV Battery Fault Detection and Diagnostics
[IEEE] 2026-7-28 | What If
[IEEE] 2026-7-28 | 2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)
[IEEE] 2026-7-28 | IEEE Computer Society Career Center
[IEEE] 2026-7-28 | A Low-Cost, Scalable ENIG-PCB Electrode Platform with Reproducible Performance for Electrochemical Biosensing_supp1-3715189.pdf
[IEEE] 2026-7-28 | Committees
[IEEE] 2026-7-28 | Whole Blood Viscosity and Triglyceride Clearance: An Association Analysis Relevant to Cancer Risk
[IEEE] 2026-7-28 | Surface Roughness Prediction in Ultraprecision Turning Using Multi-Domain Vibration Features and Support Vector Regression
[IEEE] 2026-7-28 | Toward a Monostatic RCS Model of Vehicles for ISAC Channel
[IEEE] 2026-7-28 | Machine Learning Based Drug Response Prediction for Heart Disease Patients
[IEEE] 2026-7-28 | "Whitening" technological and socio-technical black boxes: a co-design approach to a human-centered AI system
[IEEE] 2026-7-28 | Acoustic Leak Detection Based on Multi-Feature Representation and Weighted Soft-Voting Fusion
[IEEE] 2026-7-28 | Large Model Citation Illusion Detection Based on Multimodal Information Fusion
[IEEE] 2026-7-28 | An Autonomous Agent Framework for Intelligent Code Review and Optimization Using Large Language Models
[IEEE] 2026-7-28 | COMSOL-Based Comparative Analysis of Laminar Flow in Microchannel Geometries for Wearable Sweat Sensor Applications
